Ali Muhammad Buhar	id=g:1184661
Koh Koro	id=g:1336941
Duzdor	id=g:1336942
Rehāli Shep	id=g:1336943
Gohrag Shahāni	id=g:1336944
Kūcha	id=g:1336945
Kūcha	id=g:1336946
Shamli	id=g:1336947
Kalesar	id=g:1336948
Guan Koh	id=g:1336949
Puru	id=g:1336950
Jullāb Kahkir	id=g:1336951
Jarkan Nāla	id=g:1336952
Harrang West	id=g:1336953
Jorondi Sand	id=g:1336954
Putwani	id=g:1336955
Mitāsing	id=g:1336956
Nāg	id=g:1336957
Tampki	id=g:1336958
Ganz	id=g:1336959
Sohāni Kaur	id=g:1336960
Chile Shep	id=g:1336961
Daledap	id=g:1336962
Rezokāni	id=g:1336963
Dodar	id=g:1336964
Karbāsl Kandag	id=g:1336965
Gajjoi Kandag	id=g:1336966
Jangal	id=g:1336967
Nokpāti	id=g:1336968
Regti	id=g:1336969
Gurg Sechi	id=g:1336970
Mandosti Kaur	id=g:1336971
Talidar Kaur	id=g:1336972
Nāleg Shef Kaur	id=g:1336973
Sidag Chāh	id=g:1336974
Mandosti Sand	id=g:1336975
Kuddān	id=g:1336976
Makesar	id=g:1336977
Sakanchīn	id=g:1336978
Drain Kunrak	id=g:1336979
Zard Koh	id=g:1336980
Gūrāni	id=g:1336981
Kahirani Kaur	id=g:1336982
Sujrah Shor	id=g:1336983
Beri Chāh	id=g:1336984
Sabadgan	id=g:1336985
Rahmati Chāh	id=g:1336986
Gūrāni	id=g:1336987
Topo	id=g:1336988
Chāchak	id=g:1336989
Bahri Sand	id=g:1336990
Zaroi Kaur	id=g:1336991
Shīnzāni	id=g:1336992
Jorān	id=g:1336993
Āsmāngul	id=g:1336994
Drāj Bent	id=g:1336995
Dāro Chāh	id=g:1336996
Prāhag	id=g:1336997
Beri Koh	id=g:1336998
Sand-i-Dan	id=g:1336999
Mehāl	id=g:1337000
Babre Shol	id=g:1337001
Jhāroo Bāst	id=g:1337002
Minjāmi Kaur	id=g:1337003
Nogra Kaur	id=g:1337004
Ābzai	id=g:1337005
Huddazai	id=g:1337006
Hinhāri Nogra	id=g:1337007
Karāgarung	id=g:1337008
Sherio Kruk	id=g:1337009
Sālāch Kaur	id=g:1337010
Kāshki Kaur	id=g:1337011
Sīāhin Koh	id=g:1337012
Gazi Koh	id=g:1337013
Māshi	id=g:1337014
Bhug Kaur	id=g:1337015
Pachāro Koh	id=g:1337016
Bādi	id=g:1337017
Jhiringri Dap	id=g:1337018
Machhi Koh	id=g:1337019
Hariān Kaur	id=g:1337020
Gwāmechi Kaur	id=g:1337021
Lāghren Daddar	id=g:1337022
Pindoki Dark Koh	id=g:1337023
Ziārat Shāh Ramzān	id=g:1337024
Jhiringri Kaur	id=g:1337025
Zibr Kaur	id=g:1337026
Mashkaī Kaur	id=g:1337027
Mashki Kaur	id=g:1337028
Mam-i-Kunz	id=g:1337029
Goristāni	id=g:1337030
Karakki	id=g:1337031
Khandri Nidok Kaur	id=g:1337032
Talo	id=g:1337033
Talo	id=g:1337034
Bonāp	id=g:1337035
Pīr Naujwān	id=g:1337036
Dodar Āb	id=g:1337037
Talār	id=g:1337038
Sohr	id=g:1337039
Zāherīn Kahur	id=g:1337040
Soli	id=g:1337041
Talār Koh	id=g:1337042
Dokāni Kaur	id=g:1337043
Darwār Bund	id=g:1337044
Talāng	id=g:1337045
Kabri Kaur	id=g:1337046
Talosunt	id=g:1337047
Talāng	id=g:1337048
Ābgīr	id=g:1337049
Trāti	id=g:1337050
Bur Koh	id=g:1337051
Watiār Kaur	id=g:1337052
Sistag	id=g:1337053
Mūlāwāl	id=g:1337054
Sohr Kaur	id=g:1337055
Lāghri Kaur	id=g:1337056
Wādi Kaur	id=g:1337057
Chāi	id=g:1337058
Soro Kaur	id=g:1337059
Belār	id=g:1337060
Belār	id=g:1337061
Zikrys	id=g:1337062
Mullo Kaur	id=g:1337063
Sorāp Kaur	id=g:1337064
Sibronak Kaur	id=g:1337066
Tangbad Kaur	id=g:1337067
Lang Kaur	id=g:1337068
Berah Kaur	id=g:1337069
Solān Kaur	id=g:1337070
Kakhor	id=g:1337071
Minzili Kaur	id=g:1337072
Kakohar	id=g:1337073
Zibr Koh	id=g:1337074
Lātidān Kaur	id=g:1337075
Saiyid Muhammad Bān	id=g:1337076
Sindhi Paso	id=g:1337077
Rekani	id=g:1337078
Jamāni	id=g:1337079
Sungur	id=g:1337080
Chilār	id=g:1337081
Kalro	id=g:1337082
Sibronak	id=g:1337083
Gazi Kaur	id=g:1337084
Chatti Kaur	id=g:1337085
Rekāni Kaur	id=g:1337086
Bonāp	id=g:1337087
Wali Shep	id=g:1337088
Almās	id=g:1337089
Tarāti	id=g:1337090
Sālāch Kaur	id=g:1337091
Tumpgi	id=g:1337092
Zowādo	id=g:1337093
Letān Koh	id=g:1337094
Jamak Kumak Koh	id=g:1337095
Talgindar Kaur	id=g:1337096
Miskin Kaur	id=g:1337097
Nāgi Koh	id=g:1337098
Bomai Kaur	id=g:1337099
Zahro	id=g:1337100
Takhti Kaur	id=g:1337101
Kochāh	id=g:1337102
Ziārat Shāh Ko	id=g:1337103
Pattāhol Kaur	id=g:1337104
Gurkin Kaur	id=g:1337105
Tahmol Kaur	id=g:1337106
Bubak Kaur	id=g:1337107
Ziārat Shāh Jawān	id=g:1337108
Chirpānak Kaur	id=g:1337109
Semsori Kaur	id=g:1337110
Jāndāri	id=g:1337111
Kacho	id=g:1337112
Haitān Kaur	id=g:1337113
Chīlāri	id=g:1337114
Hadūki Bal	id=g:1337115
Zahro Kaur	id=g:1337116
Pattāhol Kaur	id=g:1337117
Dāde Sar	id=g:1337118
Zahro Koh	id=g:1337119
Chashāni	id=g:1337120
Abu Shāh Chah	id=g:1337121
Curree	id=g:1337122
Gondi	id=g:1337123
Kanan Jīl	id=g:1337124
Manja East	id=g:1337125
Sunchki Kaur	id=g:1337126
Kumbi Kaur	id=g:1337127
Dadde	id=g:1337128
Dartarak Manja Kaur	id=g:1337129
Darwār Rās	id=g:1337130
Talār East	id=g:1337131
Kalag Kaur	id=g:1337132
Aimni Kaur	id=g:1337133
Rāngan Band	id=g:1337134
Dadde Kaur	id=g:1337135
Wadi	id=g:1337136
Dokurrām Kaur	id=g:1337137
Soro Kaur	id=g:1337138
Pidārak Kaur	id=g:1337139
Nāg Koh	id=g:1337140
Garūki Kaur	id=g:1337141
Jeskīni Kaur	id=g:1337142
Nawāb Kaur	id=g:1337143
Saridasht Koh	id=g:1337144
Garmap Kaur	id=g:1337145
Lalloi Shep	id=g:1337146
Mantar Kaur	id=g:1337147
Sujrah Kaur	id=g:1337148
Barki	id=g:1337149
Tālo Koh	id=g:1337150
Shāhu Kaur	id=g:1337151
Buzkaz Kaur	id=g:1337152
Chedgi Kaur	id=g:1337185
Gwar Manzil	id=g:1337306
Tahsil	id=g:1337313
Gatti	id=g:1337314
Gwādar Airfield	id=g:1337315
Maqsudwāla	id=g:1337317
Nigwar	id=g:1337318
Nigor	id=g:1337319
Kiya Kalāt	id=g:1337320
Suntsar	id=g:1337321
Chatti	id=g:1337322
Thal	id=g:1337324
Dandār	id=g:1337325
Puthān	id=g:1337326
Kahirin	id=g:1337327
Dak Bāzār	id=g:1337328
Mitasing Kaur	id=g:1337329
Mūsāseji	id=g:1337330
Mir Ghāzi Kaur	id=g:1337331
Jangi Darsuli	id=g:1337332
Gokproh Range	id=g:1337333
Tarati Kalatak	id=g:1337334
Talar	id=g:1337335
Chibwāri	id=g:1337336
Darām Koh	id=g:1337338
Morāni	id=g:1337339
Gargand	id=g:1337340
Sarchib	id=g:1337341
Dahi Dak	id=g:1337342
Andorag	id=g:1337343
Pasni Airfield	id=g:1337344
Shamāl Bandar	id=g:1337345
Tiyāb	id=g:1337346
Harzai	id=g:1337347
Sālāch	id=g:1337348
Talohi Sunt	id=g:1337349
Hamshām	id=g:1337350
Gawād Kabat	id=g:1337351
Chakuli	id=g:1337352
Nāg	id=g:1337353
Charzo	id=g:1337355
Turbat New Airport	id=g:1337358
Hashtar Koh	id=g:1337364
Ziārat Sheikh Ahmad	id=g:1337365
Sharasānīzai	id=g:1337366
Tolgo	id=g:1337367
Akil Iomak	id=g:1337368
Majasari	id=g:1337369
Hureband	id=g:1337370
Nogro	id=g:1337371
Garūki Dāt	id=g:1337392
Nidoki Zard	id=g:1337393
Gawānki	id=g:1337394
Lemai Ghundai	id=g:1337395
Fort Sandeman Airfield	id=g:1337396
Tsohai Kili	id=g:1337397
Shaikhān Kili	id=g:1337398
Zako Nika Ziārat	id=g:1337399
Mande Kili	id=g:1337400
Saiyid Akbar Kili	id=g:1337401
Laghoshkai Kili	id=g:1337402
Wāla Shark Kili	id=g:1337403
Pasta Kili	id=g:1337404
Shīn Lakai Ghor	id=g:1337405
Pasta Khwāra	id=g:1337406
Kamra Khwāra	id=g:1337407
Dargai Khwāra	id=g:1337408
Ūrghar Khwāra	id=g:1337409
Akhtar Kili	id=g:1337410
Dargai Kili	id=g:1337411
Zhob Bridge	id=g:1337412
Lokha Kach	id=g:1337413
Nazar Nika Ziārat	id=g:1337414
Qila Sherik	id=g:1337415
Kaudane	id=g:1337416
Tor Khulai Kili	id=g:1337417
Mughal Ghūndai	id=g:1337418
Mandezai Kili	id=g:1337419
Wargharai Shela	id=g:1337421
Rohak Shela	id=g:1337422
Darsole Ghor	id=g:1337423
Samandai Lāhar	id=g:1337424
Grāda Lāhar	id=g:1337425
Khwāja Aghbargai Lāhar	id=g:1337426
Shpelai	id=g:1337427
Pasta Shela	id=g:1337428
Shimu Kota	id=g:1337429
Spīn Jamāat Lāhar	id=g:1337430
Kamarzai	id=g:1337431
Zarpazhai Shela	id=g:1337432
Pasta Lāhar	id=g:1337433
Shīn Tangai	id=g:1337434
Tirkh Khezai Shela	id=g:1337435
Mariam	id=g:1337436
Garang Lāhar	id=g:1337437
Tsatsāndai Tsāh	id=g:1337438
Zhāra	id=g:1337439
Surai Chīna	id=g:1337440
Shin Tangai Chīna	id=g:1337441
Spīn Ghar	id=g:1337442
Tsohi Lāhar	id=g:1337443
Spīnkai Khwāra	id=g:1337444
Nishpa Khwāra	id=g:1337445
Ozha	id=g:1337446
Shaikh	id=g:1337447
Shadaizai Kili	id=g:1337448
Shirān	id=g:1337449
Kulmai Lāhar	id=g:1337450
Jān Bakht Lāhar	id=g:1337451
Nigāngi Rūd	id=g:1337452
Tora Ghundai	id=g:1337453
Khadai Lāhar	id=g:1337454
Zare Mīna Mānda	id=g:1337455
Chinjān Kurram Lāhar	id=g:1337456
Ghaza Khwāra	id=g:1337457
Skarai Chīna	id=g:1337458
Spīnkai Chīna	id=g:1337459
Garang Chīna	id=g:1337460
Dargai Chīna	id=g:1337461
Ambār Zamkai Chīna	id=g:1337462
Wulanga Chīna	id=g:1337463
Surangar Chīna	id=g:1337464
Kamar Chīna	id=g:1337465
Wulang	id=g:1337466
Shāhidān Sar	id=g:1337467
Sarāi Kandao	id=g:1337468
Laswandai Kandao	id=g:1337469
Massezai Kili	id=g:1337470
Shin Kach	id=g:1337471
Samūzai Kili	id=g:1337472
Urzale Kandao	id=g:1337473
Kozha Khezai Kandao	id=g:1337474
Shīnwandai Kandao	id=g:1337475
Michan Kor	id=g:1337476
Ziāba Kili	id=g:1337477
Murād Khān Kili	id=g:1337478
Missai Zāma	id=g:1337479
Korai Chīna	id=g:1337480
Shīnkai Tangai Kili	id=g:1337481
Shīnkai Narai	id=g:1337482
Spīn Sar	id=g:1337483
Khwāja Bāri Kili	id=g:1337484
Stawai Chīna	id=g:1337485
Kānrai Kili	id=g:1337486
Nakhal Tatai	id=g:1337487
Khrarlat Kili	id=g:1337488
Alam Tangai	id=g:1337489
Pānr Kili	id=g:1337490
Isāgai Shela	id=g:1337491
Tabai Ghar	id=g:1337492
Khartai	id=g:1337493
Sūr Tangai Shela	id=g:1337494
Sam Ghashe Manda	id=g:1337495
Sūr Tangai Kili	id=g:1337496
Sūr Dabbar	id=g:1337497
Levy Thana	id=g:1337498
Sraghwazha	id=g:1337499
Tunai Kili	id=g:1337500
Shpilbāz Khwāra	id=g:1337502
Māzhwa Kandao	id=g:1337503
Urzale Khwāra	id=g:1337504
Zhīr Ghashe	id=g:1337505
Surai Bayān	id=g:1337506
Sūr Ghund	id=g:1337507
Sperakal	id=g:1337508
Laswandai Khwāra	id=g:1337509
Nokhai Zāwar	id=g:1337510
Jilgai	id=g:1337511
Kazha Ghāra	id=g:1337512
Malkhoze Khwāra	id=g:1337513
Zinzale Zāwar	id=g:1337514
Tora Khulla	id=g:1337515
Siāh Zakhtah	id=g:1337516
Haidara	id=g:1337517
Kamkai Korai	id=g:1337518
Mazhwa	id=g:1337519
Sinzale Aghbargai	id=g:1337521
Sharan Khwāra	id=g:1337522
Māzhwa Khwāra	id=g:1337523
Tang Zāwar	id=g:1337524
Sharan Tangi	id=g:1337525
Lakai Ghar	id=g:1337526
Bāro Lāhar	id=g:1337527
Barghale	id=g:1337528
Tangai Algad	id=g:1337529
Tang Chāo	id=g:1337530
Shpelkai Algad	id=g:1337531
Dwa Sarakai Algad	id=g:1337532
Spera	id=g:1337533
Zarmelan	id=g:1337534
Karkan Punga	id=g:1337535
Drazanda	id=g:1337536
Drazanda	id=g:1337537
Umar Algad	id=g:1337538
Inām Algad	id=g:1337539
Tumanki Algad	id=g:1337540
Shna Pasta Shela	id=g:1337541
Kurram Chīna	id=g:1337542
Sadozai Kili	id=g:1337543
Paiozai Kili	id=g:1337544
Madezai Kili	id=g:1337545
Katsezai	id=g:1337546
Saidzai Kili	id=g:1337547
Tuman Khel	id=g:1337548
Datwāla Chīna	id=g:1337549
Kili Shamāmzai	id=g:1337550
Makrāni Chīna	id=g:1337551
Lwargai Narai	id=g:1337552
Garagānda Narai	id=g:1337553
Garagānda	id=g:1337554
Khilwatzai	id=g:1337555
Landai Mīna	id=g:1337556
Daruzai Kili	id=g:1337557
Warsak Kili	id=g:1337558
Horkai Kili	id=g:1337559
Bahlolzai Kili	id=g:1337560
Arzanzai Kili	id=g:1337561
Shīn Māndai Kili	id=g:1337562
Spin Ghar	id=g:1337563
Mārapzai	id=g:1337564
Asanzai Shaikhān	id=g:1337565
Targai Tsāh	id=g:1337566
Sarasāruna	id=g:1337567
Muhammad Afzal Ācha	id=g:1337568
Randghar Ācha	id=g:1337569
Khurma Sar	id=g:1337570
Kazhābal Tsāh	id=g:1337571
Machai Shela	id=g:1337572
Ainzai Kili	id=g:1337573
Sirkai Shela	id=g:1337574
Sharghalai Kili	id=g:1337575
Shadezai	id=g:1337576
Lālakzai Kili	id=g:1337577
Bādīnzai Railway Station	id=g:1337578
Bādīnzai Kili	id=g:1337579
Khādozai Kili	id=g:1337580
Shīn Nishpa Narai	id=g:1337581
Tor Ghundi	id=g:1337582
Tangi Kili	id=g:1337583
Multānai Ācha	id=g:1337584
Kāko Kili	id=g:1337585
Zeghbāghe Kotal	id=g:1337586
Zegh Laman	id=g:1337587
Tarkhal Marghoghul	id=g:1337588
Tirkha Mānda	id=g:1337589
Kāko Kach	id=g:1337590
Lālu Kili	id=g:1337591
Khankai	id=g:1337592
Lālu Mānda	id=g:1337593
Katsai Kili	id=g:1337594
Manzaraguna	id=g:1337595
Shore Mānda	id=g:1337596
Tabela Ghar	id=g:1337597
Shna Pasta	id=g:1337598
Multānai	id=g:1337599
Gustoi	id=g:1337600
Telhar	id=g:1337601
Ghur Lamah	id=g:1337602
Band Kili	id=g:1337603
Kamkai Sharangai	id=g:1337604
Inzar Kili	id=g:1337621
Dodāzai Kili	id=g:1337625
Kili Faqīr	id=g:1337626
Kazhaghāra Kili	id=g:1337627
Rādarzai Kili	id=g:1337628
Dādo Zai	id=g:1337629
Mandai Kili	id=g:1337630
Tor Tatai Kili	id=g:1337631
Mahīn Kili	id=g:1337632
Khuranai	id=g:1337633
Halkai Kili	id=g:1337634
Torsha Ghar	id=g:1337636
Tauran Kili	id=g:1337637
Kili Kasai	id=g:1337639
Dinak Kili	id=g:1337640
Gulistān Kili	id=g:1337642
Bīāsh	id=g:1337647
Chūrmawālai Kili	id=g:1337648
Ghundi Sulaimān Zai	id=g:1337649
Sāwal Khel	id=g:1337651
Qila Akhtar Muhammad	id=g:1337652
Zakozai	id=g:1337653
Zhāra	id=g:1337655
Dabarai Kili	id=g:1337657
Tumānzai	id=g:1337658
Nāhar Kili	id=g:1337659
Ādamzai Kili	id=g:1337660
Yaswāla	id=g:1337661
Yaswāla	id=g:1337662
Adamzai Kili	id=g:1337663
Khādarzai Kili	id=g:1337664
Salikhānzai Kili	id=g:1337665
Padozai Kili	id=g:1337666
Bargha Shirāni	id=g:1337667
Dābak Kili	id=g:1337668
Ghorshai Kili	id=g:1337669
Faqīrzai Kili	id=g:1337670
Inzargai Chīna	id=g:1337671
Sarlaki Kili	id=g:1337672
Sarkai Tsāmozai	id=g:1337673
Sursalozai	id=g:1337674
Chanezai Kili	id=g:1337675
Nishpa Shela	id=g:1337676
Umar Khān Jār	id=g:1337677
Pasta	id=g:1337678
Tarkaimena Kili	id=g:1337679
Shpelai Shela	id=g:1337680
Khaurina	id=g:1337681
Srah Ulmai	id=g:1337682
Tor Tsappar	id=g:1337684
Kam Khaurina	id=g:1337685
Spesta	id=g:1337686
Shah Ghar	id=g:1337689
Srah Kholan	id=g:1337690
Yār Tizha	id=g:1337691
Mazghar	id=g:1337692
Mehrbān Kili	id=g:1337693
Paikhula	id=g:1337694
Zendai Mallu	id=g:1337695
Kili Ghbarg	id=g:1337696
Dorai Lāhar	id=g:1337697
Starewāle Oba	id=g:1337699
Hasu	id=g:1337700
Khorāniāh	id=g:1337701
Hamza Khel	id=g:1337702
Gardāwa	id=g:1337703
Ziāba Kār	id=g:1337704
Kamewāle Oba	id=g:1337705
Mūsa Kār	id=g:1337706
Barkat Kili	id=g:1337707
Chukhan	id=g:1337708
Jal Gah	id=g:1337709
Washtai Khwāra	id=g:1337710
Badinza Zhāra	id=g:1337711
Shīn Sar	id=g:1337712
Kārigarān	id=g:1337713
Shore Khwāra	id=g:1337714
Sur Lāhar	id=g:1337715
Kānikhwa Chīna	id=g:1337716
Shīnbāza	id=g:1337717
Landai Khwāra	id=g:1337718
Karezai	id=g:1337719
Kānikhwa Ghar	id=g:1337720
Bābar	id=g:1337721
Mullakhai Chaman	id=g:1337722
Shāmn Ziārat	id=g:1337723
Inzar Khezai	id=g:1337724
Nika Ziārat	id=g:1337725
Salim Kili	id=g:1337726
Hasu Band	id=g:1337727
Maleza	id=g:1337728
Takarai	id=g:1337729
Takarai	id=g:1337730
Hasu Chīna	id=g:1337731
Shahi Mānda	id=g:1337732
Kuttarwe Mānda	id=g:1337733
Karkānai Mānda	id=g:1337734
Kuttarwe Maidān	id=g:1337735
Dorai Mānda	id=g:1337736
Loea Wucha Boa	id=g:1337737
Gando Khwāra	id=g:1337738
Tor Lwargi Tsāh	id=g:1337739
Kara Sar	id=g:1337740
Shna Khwāra	id=g:1337741
Char Tsāh	id=g:1337742
Hasu Band Chaman	id=g:1337743
Kamrālāra	id=g:1337744
Kamki Nawe Obo	id=g:1337745
Girdao	id=g:1337746
Karkānr Mānda	id=g:1337747
Adozai	id=g:1337748
Lakdabbar	id=g:1337749
Huramzai Kili	id=g:1337750
Chuhar Khel	id=g:1337751
Khājalzai	id=g:1337752
Shīn Ghar	id=g:1337753
Laghāni Khwāra	id=g:1337754
Shna Aghbargai Shela	id=g:1337755
Shahābzai	id=g:1337756
Tor Ghar	id=g:1337757
Bargha Shirāni	id=g:1337758
Kadal Khwāra	id=g:1337759
Nārwarsak	id=g:1337760
Kalhad Tangi	id=g:1337761
Zarbozahi	id=g:1337762
Sarwekai Thāna	id=g:1337763
Spīn Tsapar	id=g:1337764
Karher River	id=g:1337765
Lakashawe Lāhar	id=g:1337766
Ambār Mānda	id=g:1337767
Garang Kili	id=g:1337768
Ozhai Narai	id=g:1337769
Khwazholiar Shela	id=g:1337770
Wali	id=g:1337771
Garang Shela	id=g:1337772
Largha Shirāni	id=g:1337773
Tirai Mānda	id=g:1337774
Biābash	id=g:1337775
Biābash Shela	id=g:1337776
Qalandar	id=g:1337777
Tor Ghar	id=g:1337778
Saiyidgai Kili	id=g:1337779
Landai Khwāra	id=g:1337780
Sori Khwāra	id=g:1337781
Amīr Kili	id=g:1337782
Spiāza Khwāra	id=g:1337783
Nargasai Khwāra	id=g:1337784
Mulla Yāhya Kili	id=g:1337785
Ghundi Zāma	id=g:1337786
Nargusa Kili	id=g:1337787
Ādam Kili	id=g:1337788
Sra Kānrai Chīna	id=g:1337789
Sāli Kili	id=g:1337790
Mullakhai Chīna	id=g:1337791
Tākal Rāgha	id=g:1337792
Spīn Maidān	id=g:1337793
Shīnkai Mānda Chīna	id=g:1337794
Prang Tsah	id=g:1337795
Prang Ghar	id=g:1337796
Mīr Ali Khel	id=g:1337797
Sri Kānrai Tsahān	id=g:1337798
Ghāzo Mānda	id=g:1337799
Wulang Tsahān	id=g:1337800
Nargasai Khwāra	id=g:1337801
Mishkānrai Khwāra	id=g:1337802
Dost Muhammad Kili	id=g:1337803
Gul Khān Kili	id=g:1337804
Zhwe Kili	id=g:1337805
Zhwe Kili	id=g:1337806
Gul Khān Kili	id=g:1337807
Narai Wuchobi	id=g:1337808
Murgha Lakai Khwāra	id=g:1337809
Ganech Maghzai	id=g:1337810
Shīn Sa	id=g:1337811
Sra Kach	id=g:1337812
Tangiwār	id=g:1337813
Stawai Rāgha	id=g:1337814
Tangi Mānda	id=g:1337815
Sarwar Kili	id=g:1337816
Maslahat Shela	id=g:1337817
Tsarai	id=g:1337818
Gurbāhi Shela	id=g:1337819
Zargari	id=g:1337820
Lwara	id=g:1337821
Zhob Militia Post	id=g:1337822
Sultān Muhammad Kili	id=g:1337823
Wulang Post	id=g:1337824
Pewar Kili	id=g:1337825
Khozhe Oba Kili	id=g:1337826
Khwazhai Kili	id=g:1337827
Shahinmānda Khwāra	id=g:1337828
Zarmat Shela	id=g:1337829
Sport Lāhar	id=g:1337830
Pīr Mulla Kili	id=g:1337831
Mankai Sah	id=g:1337832
Torsar Hila	id=g:1337833
Spera Zhara	id=g:1337834
Tor Wruskai	id=g:1337835
Shwe Khwa	id=g:1337836
Qila Malik Muhammad Rasool	id=g:1337837
Mīna Khwāra	id=g:1337838
Fateh Khān Kili	id=g:1337839
Mīna Bāzār Railway Station	id=g:1337840
Khushkhalwai Ghar	id=g:1337841
Pash Narai	id=g:1337842
Zhara	id=g:1337843
Neshpāi	id=g:1337844
Gharang	id=g:1337845
Tor Ghundi	id=g:1337846
Shne Pūngai Kili	id=g:1337847
Tora Derga Zhob Militia Post	id=g:1337848
Tsohai	id=g:1337849
Harak Kār	id=g:1337850
Dargai Chīna	id=g:1337851
Tsohai	id=g:1337852
Tor Khula	id=g:1337853
Zhizhgai Kili	id=g:1337854
Kande Kili	id=g:1337855
Khwaznai Kili	id=g:1337856
Lāl Khān Kili	id=g:1337857
Dost Muhammad Kili	id=g:1337858
Torwakai Tsāh	id=g:1337859
Shinwāri Tsahān	id=g:1337860
Mulla Rahmān Kili	id=g:1337861
Sūr Aghbargai Ghar	id=g:1337862
Torān Kili	id=g:1337863
Mehrbān Kili	id=g:1337864
Paste Khwāra	id=g:1337865
Mazdak Hadīra	id=g:1337866
Tor Tsapparai	id=g:1337867
Marghzāni	id=g:1337868
Shinmāndai Kili	id=g:1337869
Shna Khezai Kili	id=g:1337870
Urghar Kili	id=g:1337871
Zhizhgai Kili	id=g:1337872
Uria Mīna Kili	id=g:1337873
Loe Chau	id=g:1337874
Arabzai	id=g:1337875
Ghashai Ghar	id=g:1337876
Urghar Kār	id=g:1337877
Sūrkai Shela	id=g:1337878
Harak Ghar	id=g:1337879
Nashtarai Khwāra	id=g:1337880
Saude Kār	id=g:1337881
Gandhere Khwāra	id=g:1337882
Zhar Tangi	id=g:1337883
Zarmat	id=g:1337884
Allāh Dīn Kār	id=g:1337885
Shna Talang	id=g:1337886
Kharsangān Kār	id=g:1337887
Tor Tangai Shela	id=g:1337888
Torkānrai Chīna	id=g:1337889
Nargasai Ghar	id=g:1337890
Ahmad Khel	id=g:1337891
Pso Mastai Lāhar	id=g:1337892
Lwāra Gurzānai	id=g:1337893
Tatai	id=g:1337894
Inzarkai Mānda	id=g:1337895
Shne Zāwar	id=g:1337896
Sra Darga Ragha	id=g:1337897
Khwazakzai Kili	id=g:1337898
Khwazakzai Kili	id=g:1337899
Naweoba	id=g:1337900
Jalat Kili	id=g:1337901
Muhammadzai	id=g:1337902
Nazarbāgh Zāwar	id=g:1337903
Pakhrai Zāwar	id=g:1337904
Murghazai Kili	id=g:1337905
Ismailbāgh Zāwar	id=g:1337906
Tangai Khwāra	id=g:1337907
Isot Kili	id=g:1337908
Azghar Tangi	id=g:1337909
Ghorezai	id=g:1337910
Tsazai Kili	id=g:1337911
Zhira Tangai	id=g:1337912
Shperazai Pass	id=g:1337913
Khalgai	id=g:1337914
Gadai Khel Kili	id=g:1337915
Wandar Mīna	id=g:1337916
Mazdak Kār	id=g:1337917
Nūr Khān Kār	id=g:1337918
Spīn Tangai Kili	id=g:1337919
Hujra Narai	id=g:1337920
Pasta Mānda	id=g:1337921
Paindazai Kili	id=g:1337922
Wuch Aghbargai Kār	id=g:1337923
Muhammadzai Kili	id=g:1337924
Loe Zhāra	id=g:1337925
Huramzai	id=g:1337926
Naorozai	id=g:1337927
Bel Khel	id=g:1337928
Jamand Shāb Ziārat	id=g:1337929
Sharan Khwāra	id=g:1337930
Lewaghwazh	id=g:1337931
Jān Muhammad	id=g:1337932
Sra Khula	id=g:1337933
Sre Khule Kār	id=g:1337934
Aghbargai Khwāra	id=g:1337935
Khwāja Khwāra	id=g:1337936
Pewar Khula	id=g:1337937
Takarai Kili	id=g:1337938
Wuch Khwāra	id=g:1337939
Bargholai Ghar	id=g:1337940
Sūr Ghar	id=g:1337941
Isot	id=g:1337942
Khwāja Khidar	id=g:1337943
Jamāl Dīn Ziārat	id=g:1337944
Ali Khel	id=g:1337945
Nāghar Tsāh	id=g:1337946
Khudezai	id=g:1337947
Shamozai	id=g:1337948
Ts̄atsandai Kār	id=g:1337949
Laka Chīna	id=g:1337950
Shākh Lāhar	id=g:1337951
Shādezai	id=g:1337952
Khozhband Kār	id=g:1337953
Chīna	id=g:1337954
Sināzai Kili	id=g:1337955
Charkundai Kili	id=g:1337956
Kharsangān	id=g:1337957
Akozai	id=g:1337958
Shādezai	id=g:1337959
Aghbargai Khwāra	id=g:1337960
Khar Tanga Kili	id=g:1337961
Wah	id=g:1337962
Aozhwān	id=g:1337963
Srawani Aghbargai	id=g:1337964
Khārat Kili	id=g:1337965
Zharai Kazha Kili	id=g:1337966
Loe Korai Shela	id=g:1337967
Zir Nishpa	id=g:1337968
Karwai	id=g:1337969
Sanzgai Zāwar	id=g:1337970
Landai	id=g:1337971
Landai	id=g:1337972
Zobi Khwāra	id=g:1337973
Muhammadzai	id=g:1337974
Nashtar Khwāra	id=g:1337975
Kam Muhammadzai	id=g:1337976
Khundai Kili	id=g:1337977
Ghaza Kili	id=g:1337978
Karna	id=g:1337979
Landai	id=g:1337980
Shamozai	id=g:1337981
Landai	id=g:1337982
Patozai	id=g:1337983
Beāni Kili	id=g:1337984
Goethān Kili	id=g:1337985
Pastanai	id=g:1337986
Pastanai	id=g:1337987
Zar Tangai Kār	id=g:1337988
Roghanzai	id=g:1337989
Tādozai Mānda	id=g:1337990
Orah	id=g:1337991
Neknāmzai	id=g:1337992
Ammezai	id=g:1337993
Gang Lāhar	id=g:1337994
Stāwai Lāhar	id=g:1337995
Khān Jahān Kili Tsāh	id=g:1337996
Sher Khānzai	id=g:1337997
Sur Ghwazhai Khwāra	id=g:1337998
Harlahīn Kili	id=g:1337999
Parsho Lāhar	id=g:1338000
