Quebrada La Julia	id=g:3781369
La Loma	id=g:3793643
Loma La Berruga	id=g:3793644
El Cietanga	id=g:3793645
Quebrada El Salado	id=g:3793646
Cuchilla Nudillales	id=g:3793647
Río Tuquirridó	id=g:3793648
El Carretero	id=g:3793649
Quebrada El Cilindro	id=g:3793650
Quebrada Charco Azul	id=g:3793651
Quebrada Monos	id=g:3793652
Quebrada Granizales	id=g:3793653
Armenia	id=g:3793654
Alto El Oso	id=g:3793655
Quebrada La Aguadita	id=g:3793656
Cañada La Horqueta	id=g:3793657
Chachafrutal	id=g:3793658
El Cilindro	id=g:3793659
Quebrada Bramadero	id=g:3793660
Cuchilla de Uramá	id=g:3793661
La Tupia	id=g:3793662
Quebrada La Tupia	id=g:3793663
Mones	id=g:3793664
Cuchilla El Palmar	id=g:3793665
Filo La Horqueta	id=g:3793666
Quebrada Guaudal	id=g:3793667
La Barranca	id=g:3793668
Quebrada El Salta	id=g:3793669
Quebrada Escalera	id=g:3793670
El Silencio	id=g:3793671
Cerro Cruz de Hueso	id=g:3793672
Finca Playa del Tigre	id=g:3793673
Quebrada de La Palma	id=g:3793674
Urra Dam	id=g:3793675
Quebrada Osurana	id=g:3793676
Paraíso	id=g:3793677
Quebrada Mieles	id=g:3793678
Quebrada La Osa	id=g:3793679
Palmira	id=g:3793680
Guanimal	id=g:3793681
Quebrada Guanimal	id=g:3793682
Quebrada Sabaleta	id=g:3793683
Finca Las Flores	id=g:3793684
Quebrada Martínez	id=g:3793685
Quebrada del Águila	id=g:3793686
Quebrada Mochón	id=g:3793687
El Ceibal	id=g:3793688
Vuelta del Horno	id=g:3793689
Las Flores	id=g:3793690
Quebrada Tusturia	id=g:3793691
Viva Dios	id=g:3793692
Primavera	id=g:3793693
Joval	id=g:3793694
Quebrada Melinilla	id=g:3793695
Quebrada La Mona	id=g:3793696
Quebrada Mansanera	id=g:3793697
Quebrada La Ciega	id=g:3793698
Quebrada Barquetona	id=g:3793699
Santa Cruz	id=g:3793700
Finca Santa Rosa	id=g:3793701
Quebrada Santa Rosa	id=g:3793702
El Torito	id=g:3793703
La Esperanza	id=g:3793704
Quebrada Las Pavas	id=g:3793705
Quebrada La Doncella	id=g:3793706
Quebrada Prostrecna	id=g:3793707
Pulgas	id=g:3793708
Capetal	id=g:3793709
Las Pavas	id=g:3793710
Coña Fina	id=g:3793711
Quebrada Bejucal	id=g:3793712
Pueblo Nuevo	id=g:3793713
Las Delicias	id=g:3793714
Finca La Palabra	id=g:3793715
Quebrada Miel	id=g:3793716
Nochebuena	id=g:3793717
Finca Puerto Rico	id=g:3793718
Jarascal	id=g:3793719
Quebrada Coquital	id=g:3793720
Quebrada Zaino	id=g:3793721
La Unión	id=g:3793722
Quebrada Papaya	id=g:3793723
El Engaño	id=g:3793724
Hacienda El Cabrero	id=g:3793725
Vereda Cacahual	id=g:3793726
Dios Te Salve	id=g:3793727
Santa Lucía	id=g:3793728
Quebrada Cacahual	id=g:3793729
Vereda Juan Benito	id=g:3793730
Hacienda Nueva Orleans	id=g:3793731
Quebrada Lorenzo	id=g:3793732
Quebrada Jarascal	id=g:3793733
El Reposo	id=g:3793734
Montevideo	id=g:3793735
Quebrada Honda	id=g:3793736
Quebrada Zeino	id=g:3793737
Hacienda Puerto Colombia	id=g:3793738
Paisandú	id=g:3793739
Quebrada Fabra	id=g:3793740
Quebrada Reposo	id=g:3793741
Quebrada Los Faremos	id=g:3793742
Quebrada Cocoro	id=g:3793743
Lomas Los Serapios	id=g:3793744
Quebrada El Ron	id=g:3793745
Vereda Enamorado	id=g:3793746
Finca No Te Arrepientas	id=g:3793747
Ayacucho	id=g:3793748
El Manquito	id=g:3793749
Puerto Bonito	id=g:3793750
Los Serapios	id=g:3793751
Quebrada Barrial	id=g:3793752
Altamira	id=g:3793753
Villavicencio	id=g:3793754
Junín	id=g:3793755
Quebrada El Topo	id=g:3793756
Quebrada Venados	id=g:3793757
Manzanares	id=g:3793758
Marín	id=g:3793759
Quebrada El Nevado	id=g:3793760
Sitegusta	id=g:3793761
Bajos de Santa Rosa	id=g:3793762
Cerro Pelado	id=g:3793763
La Cubana	id=g:3793764
Arroyo El Pital	id=g:3793765
Quebrada María de Jesús	id=g:3793766
Arroyo La Yuca	id=g:3793767
Palmitos	id=g:3793768
El Deseo	id=g:3793769
San Vicente del Congo	id=g:3793770
Hacienda No Te Canses	id=g:3793771
El Bongo	id=g:3793772
Quebrada El Reparo	id=g:3793773
Macieriejo	id=g:3793774
Quebrada Honda	id=g:3793775
Las Piedras	id=g:3793776
Hacienda Puertonuevo	id=g:3793777
Los Caprichos	id=g:3793778
Hacienda Marsella	id=g:3793779
Montón	id=g:3793780
Nueva Vida	id=g:3793781
Buenavista	id=g:3793782
Las Piedras	id=g:3793783
Nicaragua	id=g:3793784
Quebrada Las Piedras	id=g:3793785
Los Garcías	id=g:3793786
Quebrada Peña	id=g:3793787
Quebrada Seca	id=g:3793788
Bajos Los Garcías	id=g:3793789
Puerto Rico	id=g:3793790
Los Lagos	id=g:3793791
Quebrada Las Monas	id=g:3793792
El Tiempo	id=g:3793793
Hacienda Santa Marta	id=g:3793794
Nueva Granada	id=g:3793795
Quebrada Angostura	id=g:3793796
La Gloria	id=g:3793797
Quebrada Bongo	id=g:3793798
San Agustín	id=g:3793799
Quebrada Endimorado	id=g:3793800
Altamira	id=g:3793801
Río San Pedro	id=g:3793802
Hacienda El Congo	id=g:3793803
Quebrada El Caucho	id=g:3793804
Hacienda Los Lagos	id=g:3793805
El Campo	id=g:3793806
Mote	id=g:3793807
Quebrada Pilón	id=g:3793808
Hacienda Los Rosales	id=g:3793809
Las Flores	id=g:3793810
Ciénaga Mulatos	id=g:3793811
Quebrada del Pira	id=g:3793812
La Liria	id=g:3793813
Arroyo Cenizas Blancas	id=g:3793814
Bajos del Hoyetal	id=g:3793815
Quebrada Aguas Prietas	id=g:3793816
Vereda El Tigre	id=g:3793817
La Ciega	id=g:3793818
Arroyo La Borrachera	id=g:3793819
Quebrada Jaraguay	id=g:3793820
La Palestina	id=g:3793821
Hacienda Jaraguay	id=g:3793822
Quebrada El Tigre	id=g:3793823
Caño Viejo	id=g:3793824
Ciénaga Chyrre	id=g:3793825
Hacienda Los Limones	id=g:3793826
Nueva Granada	id=g:3793827
El Tigre	id=g:3793828
Ciénaga Montecarlo	id=g:3793829
Quebrada Los Pescados	id=g:3793830
Finca Berlín	id=g:3793831
Quebrada Aguas Prietas	id=g:3793832
Hacienda Santa Mónica	id=g:3793833
La Aurora	id=g:3793834
Las Flores	id=g:3793835
Cerro de Los Aburridos	id=g:3793836
Arroyo Ignacio	id=g:3793837
Ciénaga Las Tangas	id=g:3793838
Palma de Vino	id=g:3793839
El Bujo	id=g:3793840
Finca El Consuelo	id=g:3793841
Vereda La Arenosa	id=g:3793842
San Francisco	id=g:3793843
Hacienda Costa de Oro	id=g:3793844
Hacienda EL Torno de Matamoros	id=g:3793845
Filo Hueso de Mudo	id=g:3793846
Las Nubes	id=g:3793847
Tosnován	id=g:3793848
Lomalarga	id=g:3793849
Esperanza	id=g:3793850
Quebrada del Macho	id=g:3793851
Pesebre	id=g:3793852
Hacienda Veracruz	id=g:3793853
Vereda La Puya	id=g:3793854
Quebrada Pulia	id=g:3793855
La Gloria	id=g:3793856
Quebrada La Plata	id=g:3793857
Arroyo Tacalca	id=g:3793858
El Cebral	id=g:3793859
Sobre Las Olas	id=g:3793860
Bajos La Enca	id=g:3793861
Las Cruces	id=g:3793862
Brisa del Sol	id=g:3793863
Gurrayao	id=g:3793864
Quebrada Umbito	id=g:3793865
La Platanera	id=g:3793866
Playones de Pino	id=g:3793867
Quebrada Machena	id=g:3793868
Ciénaga de Pino	id=g:3793869
Las Lomas	id=g:3793870
El Olimpo	id=g:3793871
Campamentos de Currayao	id=g:3793872
Quebrada Molemito	id=g:3793873
Hacienda Currayao	id=g:3793874
Caserío Santa Rosa	id=g:3793875
Finca Nuevo Rumbo	id=g:3793876
Hacienda Pino	id=g:3793877
Santa Sede	id=g:3793878
La Viuda	id=g:3793879
Finca La Unión	id=g:3793880
Vereda Umbito	id=g:3793881
Arroyo La Melada	id=g:3793882
Quebrada La Rosita	id=g:3793883
Arroyo El Bongo	id=g:3793884
Matamoritos	id=g:3793885
Ciénaga de Pino	id=g:3793886
Vereda La Plata	id=g:3793887
El Olivo	id=g:3793888
Quebrada El Zumbido	id=g:3793889
Ciénaga La Hurtada	id=g:3793890
La Machena	id=g:3793891
Los Taburetes	id=g:3793892
Quebrada Neque	id=g:3793893
Hacienda Macondo	id=g:3793894
Campoalegre	id=g:3793895
San Gabriel	id=g:3793896
Quebrada Octavia	id=g:3793897
Quebrada Los Burros	id=g:3793898
Hacienda Río Bravo	id=g:3793899
Hacienda Casa de Zinc	id=g:3793900
Pueblo Mocho	id=g:3793901
Hacienda La Granjita	id=g:3793902
Quebrada El Cucharo	id=g:3793903
Santa Marta	id=g:3793904
Todos No Van	id=g:3793905
Quebrada El Canime	id=g:3793906
El Desengaño	id=g:3793907
Hacienda Paratebien	id=g:3793908
Las Palmas	id=g:3793909
Quebrada El Caney	id=g:3793910
Quebrada Ignacio	id=g:3793911
Los Pájaros	id=g:3793912
Villavicencio	id=g:3793913
Bajos Las Palomas	id=g:3793914
El Paraíso	id=g:3793915
Arroyo La Volaña	id=g:3793916
Vereda El Caimán	id=g:3793917
El Jardín	id=g:3793918
Las Naranjitas	id=g:3793919
El Playón	id=g:3793920
El Cucharo Arriba	id=g:3793921
Filadelfia	id=g:3793922
La Esperanza	id=g:3793923
Caño La Caimanera	id=g:3793924
El Oasis	id=g:3793925
Hacienda Alemania	id=g:3793926
Quebrada Alemania	id=g:3793927
Quebrada La Plata	id=g:3793928
Zapindonga	id=g:3793929
Quebrada Jobo	id=g:3793930
Pantano de Caño Viejo	id=g:3793931
Finca Caucasia	id=g:3793932
Quebrada Aldea	id=g:3793933
Vereda La Ceiba	id=g:3793934
Quebrada Las Polica	id=g:3793935
Quebrada Matamoros	id=g:3793936
Quebrada del Medio	id=g:3793937
Laguna Nibuita	id=g:3793938
Hormiga	id=g:3793939
Laguna Negra Piloni	id=g:3793940
Laguna Guaco	id=g:3793941
Caño Maiyare	id=g:3793942
Caño Achacara	id=g:3793943
Laguna Aiba	id=g:3793944
Caño Alchumaquey	id=g:3793945
Caño Aleburro	id=g:3793946
Caño Apiney	id=g:3793947
Caño Arreita	id=g:3793948
Avimi	id=g:3793949
Caño Avimi	id=g:3793950
Caño Bachola	id=g:3793951
Bajos de Sibo	id=g:3793952
Barranco Picure	id=g:3793953
Laguna Baruya	id=g:3793954
Boca Caño Mina	id=g:3793955
Laguna Bramadora	id=g:3793956
Cabace	id=g:3793957
Río Cada	id=g:3793958
Laguna Caribe	id=g:3793959
Caribén	id=g:3793960
Laguna de Carton	id=g:3793961
Charco Caiman	id=g:3793962
Brazo Chenebo	id=g:3793963
Caño Chepajibo	id=g:3793964
Caño Chiguiro	id=g:3793965
Chololobo	id=g:3793966
Caño Chupabe	id=g:3793967
Caño Chupabe	id=g:3793968
Caño Chupabe	id=g:3793969
Caño Chupabe	id=g:3793970
Laguna Ciéga	id=g:3793971
Caño Cocopiney	id=g:3793972
Laguna Colorada	id=g:3793973
Laguna Comajia	id=g:3793974
Cordillera del Guaviare	id=g:3793975
Caño Culebra	id=g:3793976
Caño Culebra	id=g:3793977
Caño Cumaral	id=g:3793978
Raudal de Cumaral	id=g:3793979
Caño Cumariana	id=g:3793980
Laguna Cumariana	id=g:3793981
Caño Cuna	id=g:3793982
Caño Cunijitive	id=g:3793983
Caño Dania	id=g:3793984
Caño Desecho de Cumaral	id=g:3793985
Dios Te Salve	id=g:3793986
Caño Docovia	id=g:3793987
Caño Dolivó	id=g:3793988
Caño Dume	id=g:3793989
El Cesar	id=g:3793990
Caño El Coronel	id=g:3793991
El Jazmín	id=g:3793992
El Mirador	id=g:3793993
El Palmar	id=g:3793994
El Paraíso	id=g:3793995
El Percal	id=g:3793996
El Refugio	id=g:3793997
El Regalo	id=g:3793998
Evangelica	id=g:3793999
Garza	id=g:3794000
Laguna Garza	id=g:3794001
Laguna Grande	id=g:3794002
Caño Guacamayas	id=g:3794003
Caño Guacamayas	id=g:3794004
Caño Guacharaca	id=g:3794005
Laguna Guairubi	id=g:3794006
Caño Guaramaya	id=g:3794007
Guarratones	id=g:3794008
Caño Guarroja	id=g:3794009
Laguna Guata	id=g:3794010
Río Guaviare	id=g:3794011
Río Guaviare	id=g:3794012
Río Guaviare	id=g:3794013
Río Guaviare	id=g:3794014
Río Guaviare	id=g:3794015
Caño Guerra	id=g:3794016
Laguna Guipami	id=g:3794017
Guiserina	id=g:3794018
Caño Iberica	id=g:3794019
Caño Inaplabo	id=g:3794020
Caño Ipa	id=g:3794021
Caño Isipare	id=g:3794022
Río Iteviare	id=g:3794023
Caño Jabané	id=g:3794024
Caño Jojore	id=g:3794025
Juanacami	id=g:3794026
Laguna de Julio	id=g:3794027
La Bramadora	id=g:3794028
Laguna La Campana	id=g:3794029
Laguna La Dania	id=g:3794030
La Esperanza	id=g:3794031
La Esperanza	id=g:3794032
La Florida	id=g:3794033
La Misión	id=g:3794034
La Potrera	id=g:3794035
La Providencia	id=g:3794036
Laguna La Rompida	id=g:3794037
Caño Laguneyuca	id=g:3794038
Caño León	id=g:3794039
Madre Vieja Cobatisi	id=g:3794040
Madre Vieja Guiserina	id=g:3794041
Caño Madre Vieja Jabané	id=g:3794042
Caño Madre Vieja Jajaraba	id=g:3794043
Caño Madre Vieja Mechejaba	id=g:3794044
Madre Vieja Tomasiba	id=g:3794045
Caño Madre Vieja Yeyepe	id=g:3794046
Caño Manapulen	id=g:3794047
Caño Manapulen	id=g:3794048
Caño Manapulen	id=g:3794049
Laguna Maníare	id=g:3794050
Caño Manuba	id=g:3794051
Caño Masaguaro	id=g:3794052
Laguna Matamata	id=g:3794053
Mateguana	id=g:3794054
Laguna Media Luna	id=g:3794055
Medre Vieja Bone	id=g:3794056
Medre Vieja Guarratones	id=g:3794057
Caño Mina	id=g:3794058
Caño Mina	id=g:3794059
Caño Minisiare	id=g:3794060
Caño Minisiare	id=g:3794061
Miraflores	id=g:3794062
Caño Misimisi	id=g:3794063
Misión Santa Terisita	id=g:3794064
Misión Santa Terisita	id=g:3794065
Montaña	id=g:3794066
Morroco	id=g:3794067
Caño Nevillo	id=g:3794068
Laguna Ocupamo	id=g:3794069
Palmita	id=g:3794070
Laguna de Parra	id=g:3794071
Laguna Perro de Agua	id=g:3794072
Caño Picure	id=g:3794073
Caño Picure	id=g:3794074
Laguna Piedra	id=g:3794075
Playas del Ahogado	id=g:3794076
Puerto Achacara	id=g:3794077
Puerto Guipami	id=g:3794078
Puerto Remolino	id=g:3794079
Puerto Rico	id=g:3794080
Puerto Umaipia	id=g:3794081
Puerto Varavaca	id=g:3794082
Caño Putare	id=g:3794083
Ranchería Bogota	id=g:3794084
Ranchería Chupabe	id=g:3794085
Ranchería Docovia Piapocos	id=g:3794086
Ranchería Guayacana	id=g:3794087
Ranchería Naranjito Chiquito	id=g:3794088
Ranchería Yubi	id=g:3794089
Laguna Raya	id=g:3794090
Recta de Sinamaio	id=g:3794091
Laguna Rompida	id=g:3794092
Sabana Guenimo	id=g:3794093
Santa Bárbara	id=g:3794094
Santa Marina	id=g:3794095
Santa Rita	id=g:3794096
Caño Segua	id=g:3794097
Sibo	id=g:3794098
Siriplana	id=g:3794099
Caño Tesa	id=g:3794100
Laguna Tigre	id=g:3794101
Laguna de Tobias	id=g:3794102
Laguna Tonina	id=g:3794103
Laguna Totumal	id=g:3794104
Laguna Tuculina	id=g:3794105
Caño Ucurura	id=g:3794106
Caño Ucururu	id=g:3794107
Urbina	id=g:3794108
Río Uva	id=g:3794109
Río Uva	id=g:3794110
Vaguarama	id=g:3794111
Valdivia	id=g:3794112
Laguna Varavaca	id=g:3794113
Vergel	id=g:3794114
Río Vichada	id=g:3794115
Río Vichada	id=g:3794116
Río Vichada	id=g:3794117
Cerro Viejita	id=g:3794118
Vuelta del Venado	id=g:3794119
Caño Wiña	id=g:3794120
Caño Yubi	id=g:3794121
Zunape	id=g:3794122
Laguna Curvina	id=g:3794736
Espina	id=g:3794737
Guamal	id=g:3794738
Raudal Guamall	id=g:3794739
Caño Guaribén	id=g:3794740
Laguna Guarura	id=g:3794741
Laguna Hueso	id=g:3794742
La Esperanza	id=g:3794743
Laguna Laguna Caimán	id=g:3794744
Laguna Laguna Cumaralito	id=g:3794745
Cerro Laguna de Arco	id=g:3794746
Laguna Laguna Trueno	id=g:3794747
Cerro Los Gemelos	id=g:3794748
Raudal Macanilla	id=g:3794749
Lago Matamata	id=g:3794750
Mavicure	id=g:3794751
Isla Mesa	id=g:3794752
Caño Mico	id=g:3794753
Cerros Minas	id=g:3794754
Laguna Negra	id=g:3794755
Niñal	id=g:3794756
Palmar	id=g:3794757
Caño Papupa	id=g:3794758
Raudal Peligro	id=g:3794759
Laguna Pilón	id=g:3794760
Puerto Liévano	id=g:3794761
Puerto Payara	id=g:3794762
Punta de Yuca	id=g:3794763
Laguna Rayado	id=g:3794764
Laguna Rompida	id=g:3794765
Sabanita	id=g:3794766
Isla San Miguel	id=g:3794767
Santa Martha	id=g:3794768
Laguna Santa Rosa	id=g:3794769
Raudal Saptaré	id=g:3794770
Sapuará	id=g:3794771
Laguna Sastre	id=g:3794772
Laguna Seje	id=g:3794773
Laguna Toruno	id=g:3794774
Villa María	id=g:3794775
Vuelta del Diablo	id=g:3794776
Isla Zapo	id=g:3794777
Barranco Tigre	id=g:3794778
Caño Beria	id=g:3794779
Boca del Uva	id=g:3794780
Raudal Bocachico	id=g:3794781
Cacahual	id=g:3794782
Laguna Cacao	id=g:3794783
Caño Camarón	id=g:3794784
Raudal Caranacoa	id=g:3794785
Casuarita	id=g:3794786
Cejalito	id=g:3794787
Raudal Chorro Bocón	id=g:3794788
Laguna Cumaral	id=g:3794789
Raudal Danta	id=g:3794790
Raudal El Remanso	id=g:3794791
Caño Gaza	id=g:3794792
Raudal Guacamayas	id=g:3794793
Cejal	id=g:3794794
Cerro El Tigre	id=g:3794795
Raudal Chamuchina	id=g:3794796
Caño Guásima	id=g:3794797
Barranquilla	id=g:3794798
Bellavista	id=g:3794799
Laguna El Cejal	id=g:3794800
El Delirio	id=g:3794801
El Paranal	id=g:3794802
Laguna El Pato	id=g:3794803
Caño Aguacate	id=g:3794804
Raudal Alto	id=g:3794805
Brujas	id=g:3794806
Laguna Cajaro	id=g:3794807
Isla Colón	id=g:3794808
El Tesoro	id=g:3794809
El Ubio	id=g:3794810
Espíritu Santo	id=g:3794811
Guavabita	id=g:3794812
Raudal Huache	id=g:3794813
Manacacías	id=g:3794814
Laguna Marimonda	id=g:3794815
Lagunas Marimonda	id=g:3794816
Raudal Marroco	id=g:3794817
Caño Matra	id=g:3794818
Raudal Monoerico	id=g:3794819
Morroco	id=g:3794820
Nariz	id=g:3794821
Cerro Nariz	id=g:3794822
Laguna Negra	id=g:3794823
Laguna Pájaro	id=g:3794824
Caño Pescado Chiquito	id=g:3794825
Laguna Piaron	id=g:3794826
Puerto Santa Isabel	id=g:3794827
Raudal Rabipelado	id=g:3794828
Río Río Memachi	id=g:3794829
Samuro	id=g:3794830
Santa Cruz	id=g:3794831
Santa Helena	id=g:3794832
Isla Santa Helena	id=g:3794833
Sejal Punta Tigre	id=g:3794834
Sesema	id=g:3794835
Laguna Tara	id=g:3794836
Tierra Negra	id=g:3794837
Laguna Trueno	id=g:3794838
Laguna Veradal	id=g:3794839
Wiña	id=g:3794840
Raudal Yocapore	id=g:3794841
Yurí	id=g:3794842
Puerto Santa Isabel	id=g:3794843
Laguna Arrecifal	id=g:3794844
Raudal Cuale	id=g:3794845
Quebrada Guandinosa	id=g:3794846
Quebrada Mosca	id=g:3794847
Quebrada Las Damas	id=g:3794848
Río Blanco	id=g:3794849
Río Guayas	id=g:3794850
Río Guayas	id=g:3794851
Quebrada Río Loro	id=g:3794852
Quebrada San Miguel	id=g:3794853
Cordillera Oriental	id=g:3794854
Río Anaya	id=g:3794855
Quebrada El Diamante	id=g:3794856
Río Brayo	id=g:3794857
Quebrada La Payas	id=g:3794859
Quebrada El Águila	id=g:3794860
Río Riecito	id=g:3794861
El Toro	id=g:3794862
El Mesón	id=g:3794863
Cuchilla La Ensillada	id=g:3794864
Río Anaya	id=g:3794865
Río Nemal	id=g:3794866
La Serranía	id=g:3794867
La Argelia	id=g:3809919
Monte Blanco	id=g:3809920
Sevilla	id=g:3809921
Loma La Soledad	id=g:3809922
Loma Las Partidas	id=g:3809923
Monte Frío	id=g:3809924
Alto Ventanas	id=g:3809925
Torreón Cuchilla del	id=g:3809926
Santo Domingo	id=g:3809927
Loma de Caño	id=g:3809928
Taparales Quebrada	id=g:3809929
Quebrada Candela	id=g:3809930
Caño Yolombó	id=g:3809931
Quebrada Maní	id=g:3809932
Caño El Silencio	id=g:3809933
Caño Peñoisito	id=g:3809934
Quebrada El Rosario	id=g:3809935
Caliche	id=g:3809936
Río Yepo	id=g:3809937
Río Yama	id=g:3809938
Hacienda Villa Rosa	id=g:3809939
Hacienda Villa Isabel	id=g:3809940
Vereda El Centro	id=g:3809941
Vereda Canales	id=g:3809942
Vereda Canales	id=g:3809943
Hacienda Vargas	id=g:3809944
Valdivia	id=g:3809945
Vaho de Palo	id=g:3809946
Quebrada Urumal	id=g:3809947
Zanjón Umbá	id=g:3809948
Quebrada Ture	id=g:3809949
Zanjón Tipacoque	id=g:3809950
Quebrada Tinga	id=g:3809951
Tierra Amarilla	id=g:3809952
Tierra Amarilla	id=g:3809953
Quebrada Tasajeras	id=g:3809954
Quebrada Sunga	id=g:3809955
Sinú	id=g:3809956
Siberia	id=g:3809957
Quebrada Seca	id=g:3809958
Quebrada Seca	id=g:3809959
Quebradas Sardinas	id=g:3809960
Saravia	id=g:3809961
Quebrada Santuario	id=g:3809962
Santana y Olvido	id=g:3809963
Santana de Flores	id=g:3809964
Santana de Flores	id=g:3809965
Santa Rosalía	id=g:3809966
Hacienda Santa Rita	id=g:3809967
Santa Isabel	id=g:3809968
Santa Inés	id=g:3809969
Santa Elena	id=g:3809970
Quebrada Sancotea	id=g:3809971
San Vicente	id=g:3809972
Hacienda San Vicente	id=g:3809973
Quebrada San Roque	id=g:3809974
Quebrada San Rafael	id=g:3809975
San Rafael	id=g:3809976
San Rafael	id=g:3809977
San Pedro	id=g:3809978
San Pedro	id=g:3809979
Hacienda San Pablo	id=g:3809980
San Miguel	id=g:3809981
Quebrada San Luis	id=g:3809982
San Luis	id=g:3809983
Hacienda San Lorenzo	id=g:3809984
Quebrada San José	id=g:3809985
Cuchilla de San José	id=g:3809986
Cuchilla San José	id=g:3809987
San José	id=g:3809988
San José	id=g:3809989
Quebrada San Joaquín	id=g:3809990
Quebrada San Joaquín	id=g:3809991
San Isidro	id=g:3809992
San Isidro	id=g:3809993
San Isidro	id=g:3809994
San Francisco	id=g:3809995
San Cristobal	id=g:3809996
Hacienda San Cayetano	id=g:3809997
Quebrada San Antonio	id=g:3809998
Quebrada San Antonio	id=g:3809999
San Antonio	id=g:3810000
San Antonio	id=g:3810001
San Antonio	id=g:3810002
San Antonio	id=g:3810003
San Antonio	id=g:3810004
San Antonio	id=g:3810005
San Antonio	id=g:3810006
San Andrés	id=g:3810007
San Agustín	id=g:3810008
Samaria	id=g:3810009
Loma Sabaneta	id=g:3810010
Sabaneta	id=g:3810011
Quebrada Romeral	id=g:3810012
Rionegro	id=g:3810013
Rionegro	id=g:3810014
Río Arriba	id=g:3810015
Región Sapa Manga	id=g:3810016
Región La Aguadita	id=g:3810017
Hacienda Quebradanegra	id=g:3810018
Quebradanegra	id=g:3810019
Puente Hondo	id=g:3810020
Puente Guillermo	id=g:3810021
Primavera	id=g:3810022
Quebrada Pocitos	id=g:3810023
Playarrica	id=g:3810024
Quebrada Pioquinta	id=g:3810025
Pilas	id=g:3810026
Quebrada Piedremesa	id=g:3810027
Quebrada Piedras	id=g:3810028
Alto Piedras de Amaral	id=g:3810029
Lomas Piedras Colgadas	id=g:3810030
Quebrada Petaquera	id=g:3810031
Loma Perico	id=g:3810032
Quebrada Pepe	id=g:3810033
Quebrada Peña Negra	id=g:3810034
Serranía Peña Blanca	id=g:3810035
Quebrada Peña Blanca	id=g:3810036
Cuchilla Pedraza	id=g:3810037
Payandé	id=g:3810038
Cañada Patos	id=g:3810039
Patio de Osos	id=g:3810040
Patio Bonito	id=g:3810041
Quebrada Paramilla	id=g:3810042
Paraderito	id=g:3810043
Pampionilla	id=g:3810044
Quebrada Palocortado	id=g:3810045
Paloblanco	id=g:3810046
Quebrada Palo de Monos	id=g:3810047
Quebrada Palmichal	id=g:3810048
Palmichal	id=g:3810049
Palmar de Minas	id=g:3810050
Hacienda Palestina	id=g:3810051
Palestina	id=g:3810052
Quebrada Palas	id=g:3810053
No Te Veo	id=g:3810054
Nemisaque	id=g:3810055
Nemisaque	id=g:3810056
Quebrada Muzo	id=g:3810057
Morros	id=g:3810058
Quebrada Morro Negro	id=g:3810059
Cuchilla Morro del Perro	id=g:3810060
Quebrada Morca	id=g:3810061
Morario	id=g:3810062
Montes Las Playas	id=g:3810063
Quebrada Monterredondo	id=g:3810064
Quebrada Montañera	id=g:3810065
Monchía	id=g:3810066
Miravalles	id=g:3810067
Puente Miranda	id=g:3810068
Miraflores	id=g:3810069
Hacienda Minas	id=g:3810070
Menempa	id=g:3810071
Quebrada Matilde	id=g:3810072
Materramo	id=g:3810073
Materito	id=g:3810074
San José Matecañas	id=g:3810075
Maravilla	id=g:3810076
Alto Maraviche	id=g:3810077
Quebrada Malamaña	id=g:3810078
Loma Machamanga	id=g:3810079
Quebrada Macea	id=g:3810080
Alto Macaregua	id=g:3810081
Quebrada Macanillo	id=g:3810082
Quebrada Los Sapos	id=g:3810083
Quebrada Los Molinos	id=g:3810084
Quebrada Los Micos	id=g:3810085
Quebrada Los Medios	id=g:3810086
