Whitney Hill	id=g:4983047
Church of Jesus Christ	id=g:4988871
Church of Jesus Christ	id=g:4988872
Church of Jesus Christ	id=g:4988873
Church of Nazarene	id=g:4988874
Church of Our Savior	id=g:4988875
Church of the Bible Covenant	id=g:4988876
Church of the Brethren	id=g:4988877
Church of the Holy Cross	id=g:4988878
Church of the Master	id=g:4988879
Church of the Mediator	id=g:4988880
Church of the Nazarene	id=g:4988881
Church of the Nazarene	id=g:4988882
Church of the New Jerusalem	id=g:4988883
Church of the Resurrection	id=g:4988884
Churchill Church	id=g:4988885
Churchill Lake	id=g:4988886
Churchill Lake	id=g:4988887
Churchill Point	id=g:4988888
Churchill School	id=g:4988889
Churchill School	id=g:4988890
Township of Churchill	id=g:4988891
Churchill-Porter School	id=g:4988892
Churchs Corners	id=g:4988893
Churchville	id=g:4988894
Churchville Point	id=g:4988895
Churchville Point	id=g:4988896
Chynes Creek	id=g:4988897
Church Lake	id=g:4988898
Cim Creek	id=g:4988899
Circle Hill Cemetery	id=g:4988900
Circle Pine Center	id=g:4988901
Circle T Ranch Airport	id=g:4988902
Cisco Branch Ontonagon River	id=g:4988903
Circle Lake	id=g:4988904
Cistern Lakes	id=g:4988905
City of Benton Harbor Waterworks	id=g:4988906
City of Charlevoix Municipal Utilities	id=g:4988907
City of Detroit Launching Ramps	id=g:4988908
City of Detroit Public Lighting Commission	id=g:4988909
City of Detroit Recreation Camp	id=g:4988910
City of Wyoming Waterworks	id=g:4988911
Civic Center Park	id=g:4988912
Civic Park School	id=g:4988913
Clack Lake	id=g:4988914
Clague School	id=g:4988915
Clair Lake	id=g:4988916
Clairmont Transfer Company	id=g:4988917
Clam Lake	id=g:4988918
Clam Lake	id=g:4988919
Clam Lake	id=g:4988920
Clam Lake Cemetery	id=g:4988921
Clam Lake School	id=g:4988922
Clam Lake School	id=g:4988923
Township of Clam Lake	id=g:4988924
Clam River	id=g:4988925
Clam River	id=g:4988926
Cisco Lake	id=g:4988927
Township of Clam Union	id=g:4988928
Clancy Lake	id=g:4988929
Clancy Park	id=g:4988930
Clapp School	id=g:4988931
Clapp School	id=g:4988932
Clare	id=g:4988933
Clare County	id=g:4988934
Clare County Airport	id=g:4988935
Clare Municipal Airport	id=g:4988936
City of Clare	id=g:4988937
Clarence A McGrath Park	id=g:4988938
Clarence Center	id=g:4988939
Clarence Lake	id=g:4988940
Township of Clarence	id=g:4988941
Clarenceville	id=g:4988942
Clarenceville Cemetery	id=g:4988943
Clarenceville High School	id=g:4988944
Clarenceville Junior High School	id=g:4988945
Clarendon	id=g:4988946
Clarendon Cemetery	id=g:4988947
Clarendon and Eckford Drain Number Three	id=g:4988948
Township of Clarendon	id=g:4988949
Clarion	id=g:4988950
Clark Bayshore	id=g:4988951
Clark Cemetery	id=g:4988952
Clark Cemetery	id=g:4988953
Clark Corners	id=g:4988954
Clark Creek	id=g:4988955
Clam Union Cemetery	id=g:4988956
Clark Drain	id=g:4988957
Clark Drain	id=g:4988958
Clark Drain	id=g:4988959
Clark Drain	id=g:4988960
Clark Drain	id=g:4988961
Clark Island	id=g:4988962
Clark Island	id=g:4988963
Clark Lake	id=g:4988964
Clark Lake	id=g:4988965
Clark Lake	id=g:4988966
Clark Lake	id=g:4988967
Clark Lake	id=g:4988968
Clark Lake	id=g:4988969
Clark Lake	id=g:4988970
Clark Lake	id=g:4988971
Clark Lake Picnic Area	id=g:4988972
Clark Memorial Home	id=g:4988973
Clark Morey Drain	id=g:4988974
Clark Equipment Company	id=g:4988975
Clark School	id=g:4988976
Clark School	id=g:4988977
Clark School	id=g:4988978
Clark School	id=g:4988979
Clark School	id=g:4988980
Township of Clark	id=g:4988981
Clarke and Bunker Drain	id=g:4988982
Clarke Lake	id=g:4988983
Clarke School	id=g:4988984
Clarklake	id=g:4988985
Clarklake School	id=g:4988986
Clarks Corner Drain	id=g:4988987
Clarks Corner School	id=g:4988988
Clarks Creek	id=g:4988989
Clarks Ditch	id=g:4988990
Clarks Lake	id=g:4988991
Clarks Lake	id=g:4988992
Clarks Lake	id=g:4988993
Clarks Mill	id=g:4988994
Clarksburg	id=g:4988995
Clarkson Drain	id=g:4988996
Clarkston	id=g:4988997
Clarkston	id=g:4988998
Clarksville	id=g:4988999
Clarksville Cemetery	id=g:4989000
Claucherty Airport	id=g:4989001
Clausedale	id=g:4989002
Clavey Drain	id=g:4989003
Claw Island	id=g:4989004
Clawson	id=g:4989005
Clawson Park	id=g:4989006
Clawson Park	id=g:4989007
Clawson School	id=g:4989008
City of Clawson	id=g:4989009
Clay Hill Church	id=g:4989010
Clay Island	id=g:4989011
Township of Clay	id=g:4989012
Claybank Bayou	id=g:4989013
Clark School	id=g:4989014
Claybank Creek	id=g:4989015
Claybank Lake	id=g:4989016
Claybanke Church	id=g:4989017
Township of Claybanks	id=g:4989018
Claypit Lake	id=g:4989019
Clays Landing	id=g:4989020
Clayton	id=g:4989021
Clayton Cemetery	id=g:4989022
Clayton Oil and Gas Field	id=g:4989023
Clayton School	id=g:4989024
Township of Clayton	id=g:4989025
Charter Township of Clayton	id=g:4989026
Clear Bottom Lake	id=g:4989027
Clear Creek	id=g:4989028
Claybank School	id=g:4989029
Clear Creek	id=g:4989030
Clear Creek	id=g:4989031
Clear Creek	id=g:4989032
Clear Creek	id=g:4989033
Clear Creek	id=g:4989034
Clear Creek	id=g:4989035
Clear Creek	id=g:4989036
Clear Creek	id=g:4989037
Clear Creek	id=g:4989038
Clear Creek	id=g:4989039
Clear Creek	id=g:4989040
Clear Creek Trout Pond	id=g:4989041
Clear Lake	id=g:4989042
Clear Lake	id=g:4989043
Clear Lake	id=g:4989044
Clear Lake	id=g:4989045
Clear Lake	id=g:4989046
Clear Lake	id=g:4989047
Clear Lake	id=g:4989048
Clear Lake	id=g:4989049
Clear Lake	id=g:4989050
Clear Lake	id=g:4989051
Clear Lake	id=g:4989052
Clear Lake	id=g:4989053
Clear Lake	id=g:4989054
Clear Lake	id=g:4989055
Clear Lake	id=g:4989056
Clear Lake	id=g:4989057
Clear Lake	id=g:4989058
Clear Lake	id=g:4989059
Clear Lake	id=g:4989060
Clear Lake	id=g:4989061
Clear Lake	id=g:4989062
Clear Lake	id=g:4989063
Clear Lake	id=g:4989064
Clear Lake	id=g:4989065
Clear Lake	id=g:4989066
Clear Lake	id=g:4989067
Clear Lake	id=g:4989068
Clear Lake	id=g:4989069
Clear Lake	id=g:4989070
Clear Lake	id=g:4989071
Clear Lake	id=g:4989072
Clear Lake	id=g:4989073
Clear Lake Camp	id=g:4989074
Clear Lake Cemetery	id=g:4989075
Clear Lake Organization Camp	id=g:4989076
Clear Lake Park	id=g:4989077
Clear Lake School	id=g:4989078
Clear Lake School	id=g:4989079
Clear Slough	id=g:4989080
Clearman Camp	id=g:4989081
Clearwater Chapel	id=g:4989082
Clearwater Lake	id=g:4989083
Township of Clearwater	id=g:4989084
Cleary Hill	id=g:4989085
Clee Drain	id=g:4989086
Clear Lake	id=g:4989087
Clement Drain	id=g:4989088
Clement School	id=g:4989089
Township of Clement	id=g:4989090
Clemons Creek	id=g:4989091
Clement Cemetery	id=g:4989092
Township of Cleon	id=g:4989093
Cleveland Cemetery	id=g:4989094
Cleveland Cliffs Basin	id=g:4989095
Cleveland Cliffs Lake	id=g:4989096
Cleveland Creek	id=g:4989097
Clemons Lake	id=g:4989098
Cleveland Creek	id=g:4989099
Cleveland Creek	id=g:4989100
Cleveland Lake	id=g:4989101
Cleveland Lake	id=g:4989102
Cleveland School	id=g:4989103
Cleveland School	id=g:4989104
Cleveland School	id=g:4989105
Cleveland School	id=g:4989106
Cleveland School	id=g:4989107
Cleveland School	id=g:4989108
Township of Cleveland	id=g:4989109
Clevenger Park	id=g:4989110
Cliche Creek	id=g:4989111
Cleveland Lake	id=g:4989112
Cliff Range	id=g:4989113
Cliff River	id=g:4989114
Cliff Lookout Tower	id=g:4989115
Clifford Lake	id=g:4989116
Clifford Lake	id=g:4989117
Clifford Lake	id=g:4989118
Clifford Park	id=g:4989119
Clifford School	id=g:4989120
Cliffs Mines	id=g:4989121
Clift Drain	id=g:4989122
Clifton Cemetery	id=g:4989123
Clifton Creek	id=g:4989124
Clifford	id=g:4989125
Clifton Mill	id=g:4989126
Climax	id=g:4989127
Township of Climax	id=g:4989128
Clinch Park	id=g:4989129
Clinch Park Zoo	id=g:4989130
Cline Drain	id=g:4989131
Clinton	id=g:4989132
Clinton	id=g:4989133
Clinton and Ionia Drain	id=g:4989134
Clinton County	id=g:4989135
Clinton Creek	id=g:4989136
Clifton Lake	id=g:4989137
Clinton Junior High School	id=g:4989138
Clinton Lake	id=g:4989139
Clinton River	id=g:4989140
Clinton Grove Cemetery	id=g:4989141
Clinton River Spillway	id=g:4989142
Clinton School	id=g:4989143
Clinton School	id=g:4989144
Clinton Valley School	id=g:4989145
Clinton Village	id=g:4989146
Township of Clinton	id=g:4989147
Charter Township of Clinton	id=g:4989148
Township of Clinton	id=g:4989149
Clintondale High School	id=g:4989150
Clintonville	id=g:4989151
Clintonville Church	id=g:4989152
Clio	id=g:4989153
Clio Golf Course	id=g:4989154
City of Clio	id=g:4989155
Clipper School	id=g:4989156
Clise Drain	id=g:4989157
Clites Service Oil Company	id=g:4989158
Clofax Township Park	id=g:4989159
Close School	id=g:4989160
Cloud Peak	id=g:4989161
Lake of the Clouds	id=g:4989162
Clough Hill Cemetery	id=g:4989163
Clover Hill Park Cemetery	id=g:4989164
Clover School	id=g:4989165
Cloverdale Lake	id=g:4989166
Cloverdale School	id=g:4989167
Cloverleaf Lake	id=g:4989168
Cloverleaf Lake	id=g:4989169
Cloverville	id=g:4989170
Cloverville Church	id=g:4989171
Clowry	id=g:4989172
Club Island	id=g:4989173
Club Lake	id=g:4989174
Club Lake	id=g:4989175
Club Stream	id=g:4989176
Clinton River Boat Club	id=g:4989177
Cluster Lakes	id=g:4989178
Clute Drain	id=g:4989179
Cluebine Lake	id=g:4989180
Clyde Lake	id=g:4989181
Township of Clyde	id=g:4989182
Township of Clyde	id=g:4989183
Clymer School	id=g:4989184
Lake Co-Be-Ac	id=g:4989185
Coach Creek	id=g:4989186
Clyde	id=g:4989187
Coady Lake	id=g:4989188
Coal Mine Drain	id=g:4989189
Coalwood	id=g:4989190
Coan Millpond	id=g:4989191
Coast Guard Chapel	id=g:4989192
Coast Guard Dock	id=g:4989193
Coates Drain	id=g:4989194
Coady Cemetery	id=g:4989195
Coats Drain	id=g:4989196
Coates School	id=g:4989197
Coats Point	id=g:4989198
Coattail Lake	id=g:4989199
Cobb Lake	id=g:4989200
Cobb Lake	id=g:4989201
Cobb Lake	id=g:4989202
Cobb School	id=g:4989203
Cobblestone School	id=g:4989204
Cobblestone School	id=g:4989205
Cobbtown School	id=g:4989206
Coberts Lake	id=g:4989207
Cobmoosa Lake	id=g:4989208
Cobo Center	id=g:4989209
Cobo Hall Heliport	id=g:4989210
Coburn Cemetery	id=g:4989211
Cochran Drain	id=g:4989212
Cochran Lake	id=g:4989213
Cochran School	id=g:4989214
Coddes Beach	id=g:4989215
Code School	id=g:4989216
Cody High School	id=g:4989217
Cody School	id=g:4989218
Coe	id=g:4989219
Coe Cemetery	id=g:4989220
Coe Creek	id=g:4989221
Coe Drain	id=g:4989222
Township of Coe	id=g:4989223
Coffee Creek	id=g:4989224
Coats Grove	id=g:4989225
Coffery Cemetery	id=g:4989226
Coffey School	id=g:4989227
Coffield Lake	id=g:4989228
Coffman Drain	id=g:4989229
Cogger Lake	id=g:4989230
Coggins Drain	id=g:4989231
Cogsdill School	id=g:4989232
Cohocta Post Office	id=g:4989233
Cohoctah	id=g:4989234
Cohoctah and Barnum Drain	id=g:4989235
Cohoctah Center	id=g:4989236
Cohoctah Church	id=g:4989237
Cohoctah Post Office (historical)	id=g:4989238
Lake Cohoctah	id=g:4989239
Township of Cohoctah	id=g:4989240
Coit Park	id=g:4989241
Coit School	id=g:4989242
Cokirs Creek	id=g:4989243
Coffee Lake	id=g:4989244
Colburn Drain	id=g:4989245
Colbert Cemetery	id=g:4989246
Colby Lake	id=g:4989247
Colby Lake	id=g:4989248
Colby Spring	id=g:4989249
Cold Creek	id=g:4989250
Cold Creek	id=g:4989251
Cold Creek	id=g:4989252
Colby Lake	id=g:4989253
Cold Creek	id=g:4989254
Cold Creek	id=g:4989255
Cold Creek	id=g:4989256
Cold Creek	id=g:4989257
Cold Creek	id=g:4989258
Cold Creek	id=g:4989259
Cold Creek	id=g:4989260
Cold Spring Cemetery	id=g:4989261
Cold Spring Creek	id=g:4989262
Cold Spring Church	id=g:4989263
Township of Coldsprings	id=g:4989264
Coldbrook School	id=g:4989265
Coldwater	id=g:4989266
Coldwater Lake	id=g:4989267
Coldwater Lake	id=g:4989268
Coldwater Lake Park	id=g:4989269
Coldwater Oil and Gas Field	id=g:4989270
Coldwater River	id=g:4989271
Cold Springs	id=g:4989272
Coldwater River	id=g:4989273
Coldwater River	id=g:4989274
Coldwater State Home and Training School	id=g:4989275
City of Coldwater	id=g:4989276
Township of Coldwater	id=g:4989277
Township of Coldwater	id=g:4989278
Cole Cemetery	id=g:4989279
Cole Church	id=g:4989280
Cole Creek	id=g:4989281
Cole Creek	id=g:4989282
Coldwater River County Park	id=g:4989283
Cole Creek	id=g:4989284
Cole Creek	id=g:4989285
Cole Creek	id=g:4989286
Cole Creek	id=g:4989287
Cole Creek	id=g:4989288
Cole Creek	id=g:4989289
Cole Creek	id=g:4989290
Cole Creek Light	id=g:4989291
Cole Drain	id=g:4989292
Cole Drain	id=g:4989293
Cole Ditch	id=g:4989294
Cole Drain	id=g:4989295
Cole Field	id=g:4989296
Cole Lake	id=g:4989297
Cole Lake	id=g:4989298
Cole Lake	id=g:4989299
Cole Point	id=g:4989300
Cole School	id=g:4989301
Cole School	id=g:4989302
Colebough Drain	id=g:4989303
Coleman	id=g:4989304
Coleman Drain	id=g:4989305
Coleman Lake	id=g:4989306
City of Coleman	id=g:4989307
Colerain School	id=g:4989308
Coles Bay	id=g:4989309
Coles Creek	id=g:4989310
Cole Drain	id=g:4989311
Coles Creek	id=g:4989312
Coles Lake	id=g:4989313
Colfax	id=g:4989314
Colfax Cemetery	id=g:4989315
Colfax Church	id=g:4989316
Colfax Drain	id=g:4989317
Colfax School	id=g:4989318
Township of Colfax	id=g:4989319
Township of Colfax	id=g:4989320
Township of Colfax	id=g:4989321
Township of Colfax	id=g:4989322
Township of Colfax	id=g:4989323
Collar Creek	id=g:4989324
Collard Creek	id=g:4989325
Colf School	id=g:4989326
Collidge School	id=g:4989327
Collier Cemetery	id=g:4989328
Collier Creek	id=g:4989329
Colley Lake	id=g:4989330
Colling	id=g:4989331
Collins	id=g:4989332
Collins Corner	id=g:4989333
Collins Creek	id=g:4989334
Collier Road Church	id=g:4989335
Collins Creek	id=g:4989336
Collins Drain	id=g:4989337
Collins School	id=g:4989338
Collins School	id=g:4989339
Collins School	id=g:4989340
Collison Creek	id=g:4989341
Collins Plains Cemetery	id=g:4989342
Coloma	id=g:4989343
Charter Township of Coloma	id=g:4989344
City of Coloma	id=g:4989345
Colombiere College	id=g:4989346
Colon	id=g:4989347
Colon Ditch	id=g:4989348
Colon Mountain	id=g:4989349
Township of Colon	id=g:4989350
Colona Drain	id=g:4989351
Colonial Point	id=g:4989352
Colonville	id=g:4989353
Colony School	id=g:4989354
Colt School	id=g:4989355
Colton Bay	id=g:4989356
Columbia Cemetery	id=g:4989357
Columbia Central High School	id=g:4989358
Columbia Corners	id=g:4989359
Columbia Creek	id=g:4989360
Collister Cemetery	id=g:4989361
Columbia Drain	id=g:4989362
Columbia Creek Park	id=g:4989363
Columbia Exit	id=g:4989364
Columbia Exit	id=g:4989365
Columbia Lake	id=g:4989366
Columbia Park	id=g:4989367
Columbia School	id=g:4989368
Lake Columbia	id=g:4989369
Township of Columbia	id=g:4989370
Township of Columbia	id=g:4989371
Township of Columbia	id=g:4989372
Columbian Annex School	id=g:4989373
Columbian Drain	id=g:4989374
Columbian School	id=g:4989375
Columbiaville	id=g:4989376
Columbus	id=g:4989377
Columbus Cemetery	id=g:4989378
Columbus Church	id=g:4989379
Columbus Drain	id=g:4989380
Columbus Gas Field	id=g:4989381
Columbus School	id=g:4989382
Columbus School	id=g:4989383
Township of Columbus	id=g:4989384
Township of Columbus	id=g:4989385
Colvin Drain	id=g:4989386
Colvin Lake	id=g:4989387
Colwell Lake	id=g:4989388
Colwell Lake Campground	id=g:4989389
Colwood	id=g:4989390
Colwood Church	id=g:4989391
Coman Cemetery	id=g:4989392
Comerica Park	id=g:4989393
Point Comfort	id=g:4989394
Comins Cemetery	id=g:4989395
Comins Creek	id=g:4989396
Columbia Drain	id=g:4989397
Comins Marsh	id=g:4989398
Township of Comins	id=g:4989399
Commencement Creek	id=g:4989400
Comins Flats	id=g:4989401
Commerce Cemetery	id=g:4989402
Charter Township of Commerce	id=g:4989403
Community Center Park	id=g:4989404
Community Church	id=g:4989405
Community Church	id=g:4989406
Community Church	id=g:4989407
Community Church	id=g:4989408
Community Church	id=g:4989409
Community Church	id=g:4989410
Community Church	id=g:4989411
Community Education Center	id=g:4989412
Community Gospel Chapel	id=g:4989413
Community Health Center of Branch County Heliport	id=g:4989414
Community Hospital	id=g:4989415
Community Independent Baptist Church	id=g:4989416
Community Park Church of God	id=g:4989417
Como Lake	id=g:4989418
Compeau Creek	id=g:4989419
Commerce	id=g:4989420
Complex Drain	id=g:4989421
Compton Drain	id=g:4989422
Comstock	id=g:4989423
Comstock Bay	id=g:4989424
Comstock Creek	id=g:4989425
Compton Park	id=g:4989426
Comstock Creek	id=g:4989427
Comstock Fire Tower	id=g:4989428
Comstock Hills	id=g:4989429
Comstock Lake	id=g:4989430
Comstock Park	id=g:4989431
Comstock Park	id=g:4989432
Comstock Park School	id=g:4989433
Comstock Playground	id=g:4989434
Comstock Riverside Park	id=g:4989435
Comstock School	id=g:4989436
Comstock School	id=g:4989437
Comstock Tobogan Slide	id=g:4989438
Charter Township of Comstock	id=g:4989439
Conant Marsh	id=g:4989440
Conant School	id=g:4989441
Concord	id=g:4989442
Township of Concord	id=g:4989443
Concordia College	id=g:4989444
Condit	id=g:4989445
Condon Lake	id=g:4989446
Condon School	id=g:4989447
Cone	id=g:4989448
Cone Creek	id=g:4989449
Comstock High School	id=g:4989450
Cone Drain	id=g:4989451
Cone Lake	id=g:4989452
Congdon Shoal	id=g:4989453
Conglomerate Bay	id=g:4989454
Congregational Church	id=g:4989455
Congress School	id=g:4989456
Congress Street School	id=g:4989457
Conkey Drain	id=g:4989458
Conklin	id=g:4989459
Conklin Drain	id=g:4989460
Conestoga Camp	id=g:4989461
Conklin School	id=g:4989462
Conley Cemetery	id=g:4989463
Conley School	id=g:4989464
Conlin Drain	id=g:4989465
Connell School	id=g:4989466
Conner Playground	id=g:4989467
Conner School	id=g:4989468
Conners Creek	id=g:4989469
Conners Creek	id=g:4989470
Conners Marsh	id=g:4989471
Conners Marsh Flooding	id=g:4989472
Connor Bayou	id=g:4989473
Connor Creek	id=g:4989474
Conklin High School	id=g:4989475
Connor Lake	id=g:4989476
Connor Lakes	id=g:4989477
Connors and Sessions Drain	id=g:4989478
Connors Creek	id=g:4989479
Connor Drain	id=g:4989480
Connors Creek	id=g:4989481
Connors Lookout Tower	id=g:4989482
Connorville	id=g:4989483
Conns Point	id=g:4989484
Conover Lake	id=g:4989485
Constantine	id=g:4989486
Township of Constantine	id=g:4989487
Consumers Power Company	id=g:4989488
Consumers Power Company Heliport	id=g:4989489
Lake Contos	id=g:4989490
Contract Oil Company	id=g:4989491
Convenant Cove Camp	id=g:4989492
Township of Convis	id=g:4989493
Conway	id=g:4989494
Conway Bay	id=g:4989495
Conway Cemetery	id=g:4989496
Conway Cemetery	id=g:4989497
Conway Cemetery	id=g:4989498
Conway Church	id=g:4989499
Conway Cohoctah Union Drain	id=g:4989500
Conway Creek	id=g:4989501
Conway Drain Number 1	id=g:4989502
Conway Lake	id=g:4989503
Conway Lake	id=g:4989504
Conway Point	id=g:4989505
Township of Conway	id=g:4989506
Coogan Park	id=g:4989507
Cook Chapel	id=g:4989508
Cook Drain	id=g:4989509
Cook Drain	id=g:4989510
Cook Drain	id=g:4989511
Connors Point	id=g:4989512
Cook Hills	id=g:4989513
Cook Island	id=g:4989514
Cook Lake	id=g:4989515
Cook Lake	id=g:4989516
Cook Lake	id=g:4989517
Cook Lake	id=g:4989518
Cook Lake	id=g:4989519
Cook Lake	id=g:4989520
Cook Park	id=g:4989521
Cook Park	id=g:4989522
Cook Playground	id=g:4989523
Cook School	id=g:4989524
Cook School	id=g:4989525
Cook School	id=g:4989526
Cook School	id=g:4989527
Cook and Duncan Drain	id=g:4989528
Cook and Thorburn Drain	id=g:4989529
Cook Drain	id=g:4989530
Cooke Dam	id=g:4989531
Cooke Dam Pond	id=g:4989532
Cooke Junior High School	id=g:4989533
Cooke School	id=g:4989534
Cooks	id=g:4989535
Cooks Bay	id=g:4989536
Cooks Cemetery	id=g:4989537
Cooks Corners	id=g:4989538
Cooks Creek	id=g:4989539
Cook and White Lake	id=g:4989540
Cooks Lake	id=g:4989541
Cooks Lake	id=g:4989542
Cooks Lookout Tower	id=g:4989543
Cooks Mill	id=g:4989544
Cooks Prairie Church	id=g:4989545
Cooks Run	id=g:4989546
Cooks School	id=g:4989547
Cooks School	id=g:4989548
Cookson Lake	id=g:4989549
Cookson Lake	id=g:4989550
Cool Creek	id=g:4989551
Cooks Lake	id=g:4989552
Cool Creek	id=g:4989553
Cool Lake	id=g:4989554
Cooley Bridge	id=g:4989555
Cooley Drain	id=g:4989556
Cooley High School	id=g:4989557
Cooley School	id=g:4989558
Cooley School	id=g:4989559
Cooley School (historical)	id=g:4989560
Coolidge Drain	id=g:4989561
Coolidge School	id=g:4989562
Coolidge School	id=g:4989563
Coolidge School	id=g:4989564
Coombs Lake	id=g:4989565
Coomer Church	id=g:4989566
