Strong Ranch	id=g:5399398
Valley Bible Fellowship Church	id=g:5405425
Valley Bible Fellowship Church	id=g:5405426
Valley Care Center	id=g:5405427
Valley Catholic Church	id=g:5405428
Valley Cemetery	id=g:5405429
Valley Center	id=g:5405430
Valley Center Branch San Diego County Library	id=g:5405431
Valley Center Cemetery	id=g:5405432
Valley Center Community Center	id=g:5405433
Valley Center Community Church	id=g:5405434
Valley Center Elementary School	id=g:5405435
Valley Center Fire Station	id=g:5405436
Valley Center Middle School	id=g:5405437
Valley Center Post Office	id=g:5405438
Valley Center Primary School	id=g:5405439
Valley Center Shopping Center	id=g:5405440
Valley Center Shopping Center	id=g:5405441
Valley Center Shopping Center	id=g:5405442
Valley Center Shopping Center	id=g:5405443
Valley Central Shopping Center	id=g:5405444
Valley Chase Shopping Center	id=g:5405445
Valley Childrens Hospital	id=g:5405446
Valley Christian Academy	id=g:5405447
Valley Christian Academy	id=g:5405448
Valley Christian Center	id=g:5405449
Valley Christian Center	id=g:5405450
Valley Christian Center Church	id=g:5405451
Valley Christian Church	id=g:5405452
Valley Christian Church	id=g:5405453
Valley Christian Fellowship Church	id=g:5405454
Valley Christian High School	id=g:5405455
Branham High School	id=g:5405456
Valley Christian School	id=g:5405457
Valley Christian School	id=g:5405458
Valley Christian School	id=g:5405459
Valley Christian School of Galt	id=g:5405460
Valley Church	id=g:5405461
Valley Church of the Nazarene	id=g:5405462
Valley Circle Park	id=g:5405463
Valley Club	id=g:5405464
Valley Community Baptist Church	id=g:5405465
Valley Community Church	id=g:5405466
Valley Community Church	id=g:5405467
Valley Community Church of God	id=g:5405468
Valley Community Church of Peace	id=g:5405469
Valley Community Foursquare Church	id=g:5405470
Valley Community Hospital	id=g:5405471
New Valley High School	id=g:5405472
Valley Contiuation High School	id=g:5405473
Valley Convalescent Hospital	id=g:5405474
Valley Creek	id=g:5405475
Vallemar	id=g:5405476
Valley Crossing	id=g:5405477
Valley Elementary School	id=g:5405478
Valley Evangelical Free Church	id=g:5405479
Valley Fair Shopping Center	id=g:5405480
Valley Faith United Methodist Church	id=g:5405481
Valley Fellowship Seventh Day Adventist Church	id=g:5405482
Valley Creek Special Interest Area	id=g:5405483
Valley Ford Post Office	id=g:5405484
Valley Forge	id=g:5405485
Valley Forge Canyon	id=g:5405486
Valley Ford	id=g:5405487
Valley Forge Trail	id=g:5405488
Valley Garden Golf Course	id=g:5405489
Valley Gardens	id=g:5405490
Valley Hi - North Laguna Library	id=g:5405491
Valley Hi Village Shopping Center	id=g:5405492
Valley High North	id=g:5405493
Valley High Park	id=g:5405494
Valley High School	id=g:5405495
Valley High School	id=g:5405496
Valley High School	id=g:5405497
Valley High School	id=g:5405498
Valley Home	id=g:5405499
Valley Home Cemetery	id=g:5405500
Valley Home Elementary School	id=g:5405501
Valley Home Post Office	id=g:5405502
Valley Hospital	id=g:5405503
Valley Hospital	id=g:5405504
Valley Hospital Medical Center	id=g:5405505
Valley Junior High School	id=g:5405506
Valley Lake Ranchos	id=g:5405507
Valley Life Sciences Building	id=g:5405508
Valley Mart Shopping Center	id=g:5405509
Valley Medical Center Heliport	id=g:5405510
Valley Medical Center of Fresno	id=g:5405511
Valley Medical Center of Fresno Medical Library	id=g:5405512
Valleycare Memorial Hospital	id=g:5405513
Valley Memorial Park	id=g:5405514
Valley Mountain	id=g:5405515
Valley Museum	id=g:5405516
Valley Oak Campground	id=g:5405517
Valley Oak Continuation High School	id=g:5405518
Valley Oak Elementary School	id=g:5405519
Valley Oak Middle School	id=g:5405520
Valley Oak Park	id=g:5405521
Valley Oak Park	id=g:5405522
Valley Oak Park	id=g:5405523
Valley Oak Recreation Area	id=g:5405524
Valley Oaks Elementary School	id=g:5405525
Valley Oaks Farm	id=g:5405526
Valley Oaks Golf Course	id=g:5405527
Valley Oaks Memorial Park Cemetery	id=g:5405528
Valley Oaks Mobile Home Park	id=g:5405529
Valley Orthodox Presbyterian Church	id=g:5405530
Valley Park	id=g:5405531
Valley Park	id=g:5405532
Valley Park School	id=g:5405533
Valley Plaza	id=g:5405534
Valley Plaza Branch Los Angeles Public Library	id=g:5405535
Valley Plaza Park	id=g:5405536
Valley Plaza Shopping Center	id=g:5405537
Valley Plaza Shopping Center	id=g:5405538
Valley Plaza Shopping Center	id=g:5405539
Valley Plaza Shopping Center	id=g:5405540
Valley Plaza Shopping Center	id=g:5405541
Valley Preparatory School	id=g:5405542
Valley Presbyterian Church	id=g:5405543
Valley Presbyterian Hospital	id=g:5405544
Valley Ranch	id=g:5405545
Valley Ranch (historical)	id=g:5405546
Valley Resource Center	id=g:5405547
Valley School	id=g:5405548
Dunn School	id=g:5405549
Valley School (historical)	id=g:5405550
Valley School Park	id=g:5405551
Valley Shopping Center	id=g:5405552
Valley Shopping Center	id=g:5405553
Valley Springs	id=g:5405554
Valley Springs California Division of Forestry Station	id=g:5405555
Valley Forge Lodge (historical)	id=g:5405556
Valley Springs Peak	id=g:5405557
Valley Springs Post Office	id=g:5405558
Valley Springs State Historic Landmark	id=g:5405559
Valley Trails Park	id=g:5405560
Valley United Presbyterian Church	id=g:5405561
Valley View	id=g:5405562
Valley View Canal	id=g:5405563
Valley Christian Junior and Senior High School	id=g:5405564
Valley View Elementary School	id=g:5405565
Valley View Elementary School	id=g:5405566
Valley View Elementary School	id=g:5405567
Valley View Elementary School	id=g:5405568
Valley View Elementary School	id=g:5405569
Valley View Elementary School	id=g:5405570
Valley View High School	id=g:5405571
Valley View High School	id=g:5405572
Valley View Junior High School	id=g:5405573
Valley View Lookout Tower	id=g:5405574
Valley View Middle School	id=g:5405575
Valley View Mine	id=g:5405576
Valley View Mine	id=g:5405577
Valley View Mountain	id=g:5405578
Valley View Orchard	id=g:5405579
Valley View Orchard	id=g:5405580
Valley View Park	id=g:5405581
Valley View Park	id=g:5405582
Valley View Park	id=g:5405583
Valley View Plaza Shopping Center	id=g:5405584
Valley View Prospect	id=g:5405585
Valley View Prospect	id=g:5405586
Valley View Ranch	id=g:5405587
Valley View Ranch	id=g:5405588
Valley View Reservoir	id=g:5405589
Valley View Elementary School	id=g:5405590
Valley View School	id=g:5405591
Valley View School	id=g:5405592
Valley View School	id=g:5405593
Valley View School	id=g:5405594
Valley View School	id=g:5405595
Valley View School (historical)	id=g:5405596
Valley View Shopping Center	id=g:5405597
Valley View Sports Park	id=g:5405598
Valley View Spring	id=g:5405599
Valley View Trail	id=g:5405600
Valley View Trail	id=g:5405601
Valley Village Shopping Center	id=g:5405602
Valley Vista	id=g:5405603
Valley Vista Airport	id=g:5405604
Valley Vista Elementary School	id=g:5405605
Valley Vista Elementary School	id=g:5405606
Valley Vista Elementary School	id=g:5405607
Valley Vista School	id=g:5405608
Valley Vocational Center	id=g:5405609
Valley Wells	id=g:5405610
Valley Wells	id=g:5405611
Valley Wells Safety Rest Area	id=g:5405612
Valley Wells Station	id=g:5405613
Valley West Convalescent Hospital	id=g:5405614
Valley Wide Regional Park	id=g:5405615
Valley of Enchantment	id=g:5405616
Valley of Enchantment Elementary School	id=g:5405617
Valley of Ollas	id=g:5405618
Valley Springs Elementary School	id=g:5405619
Valley of the Moon	id=g:5405620
Valley of the Moon	id=g:5405621
Valley of the Falls	id=g:5405622
Valley of the Moon Winery	id=g:5405623
Valley of the Springs	id=g:5405624
Valley of the Thousand Springs	id=g:5405625
Valley-hi Golf Course and Country Club	id=g:5405626
Valleydale Elementary School	id=g:5405627
Valleydale Park	id=g:5405628
Valleys End Ranch	id=g:5405629
Valleyview Truck Trail	id=g:5405630
Vallombrosa Catholic Retreat Center	id=g:5405631
Valmonte School	id=g:5405632
Valona	id=g:5405633
Valor Lake	id=g:5405634
Valparaiso Mine	id=g:5405635
Valpe Creek	id=g:5405636
Valley of the Moon Plantation	id=g:5405637
Valverde Mine	id=g:5405638
Valverde Park	id=g:5405639
Valverde Park	id=g:5405640
Valyermo	id=g:5405641
Valyermo Park	id=g:5405642
Valyermo Post Office	id=g:5405643
Valyermo Ranch	id=g:5405644
Valyermo Ranger Station	id=g:5405645
Van Allen	id=g:5405646
Van Allen Elementary School	id=g:5405647
Van Allen Ridge	id=g:5405648
Van Arsdale 97-102 Dam	id=g:5405649
Van Arsdale Reservoir	id=g:5405650
Van Auken School	id=g:5405651
Van Buren Creek	id=g:5405652
Valpe Ridge	id=g:5405653
Van Buren Elementary School	id=g:5405654
Van Buren Elementary School	id=g:5405655
Van Buren Golf Center	id=g:5405656
Van Buren Place Historic District	id=g:5405657
Van Buren Plaza I Shopping Center	id=g:5405658
Van Buren Plaza Shopping Center	id=g:5405659
Van Buskirk Municipal Golf Course	id=g:5405660
Van Buskirk Municipal Park	id=g:5405661
Van Buskirk Park	id=g:5405662
Van Cliff Canyon	id=g:5405663
Van Buren Elementary School	id=g:5405664
Van Damme Beach	id=g:5405665
Van Damme State Park	id=g:5405666
Van De Camp Building	id=g:5405667
Van Deene Elementary School	id=g:5405668
Van Der Linden Field	id=g:5405669
Van Doren Park	id=g:5405670
Van Dusen Canyon	id=g:5405671
Van Dam Peak	id=g:5405672
Van Dyke Strip	id=g:5405673
Van Giesen Dam	id=g:5405674
Van Gogh Elementary School	id=g:5405675
Van Gordon Creek	id=g:5405676
Van Dyke Ranch	id=g:5405677
Van Gordon Creek	id=g:5405678
Van Horn Creek	id=g:5405679
Van Horn Creek	id=g:5405680
Van Horn Flats	id=g:5405681
Van Loon Pit	id=g:5405682
Van Loon Prospect	id=g:5405683
Van Ness	id=g:5405684
Van Ness Community Baptist Church	id=g:5405685
Van Ness Creek	id=g:5405686
Mount Van Lone	id=g:5405687
Van Ness Playground	id=g:5405688
Van Ness Slough	id=g:5405689
Van Ness Elementary School	id=g:5405690
Van Norman Bypass Reservoir	id=g:5405691
Van Noy Ditch	id=g:5405692
Van Nuys	id=g:5405693
Van Nuys Airport	id=g:5405694
Van Nuys Branch Los Angeles Public Library	id=g:5405695
Van Nuys City Hall	id=g:5405696
Van Nuys County Court Heliport	id=g:5405697
Van Nuys Elementary School	id=g:5405698
Van Nuys Golf Course	id=g:5405699
Van Nuys Middle School	id=g:5405700
Van Nuys Missionary Church (historical)	id=g:5405701
Van Nuys Recreation Area	id=g:5405702
Van Nuys Senior High School	id=g:5405703
Van Nuys-Sherman Oaks War Memorial Park	id=g:5405704
Van Sickle Island	id=g:5405705
Van Tassel Canyon	id=g:5405706
Van Norden Campground	id=g:5405707
Van Tries Ranch	id=g:5405708
Van Vleck	id=g:5405709
Van Vleck 456 Dam	id=g:5405710
Van Vleck Airport	id=g:5405711
Van Vleck Ranch	id=g:5405712
Van Vleck Tells Peak Airport	id=g:5405713
Van Wert Mine	id=g:5405714
Van Winkle Mountain	id=g:5405715
Van Winkle Spring	id=g:5405716
Van Winkle Wash	id=g:5405717
Van Tassel Ridge	id=g:5405718
Van Winkleys Canyon	id=g:5405719
Van Wyck Camp	id=g:5405720
Van Wyck Creek	id=g:5405721
Van Wyck Meadow	id=g:5405722
Van Zanten Park	id=g:5405723
Vanadium Ranch	id=g:5405724
Vanalden Elementary School	id=g:5405725
Vanalden Park	id=g:5405726
Vance	id=g:5405727
Vance Canyon	id=g:5405728
Van Zandts Resort	id=g:5405729
Vandalia Elementary School	id=g:5405730
Vandalia Mine	id=g:5405731
Vandalia School (historical)	id=g:5405732
Vandelier Mine	id=g:5405733
Vanden (historical)	id=g:5405734
Vanden High School	id=g:5405735
Vandenberg Middle School	id=g:5405736
Vandenberg Village	id=g:5405737
Vandenberg Village Library	id=g:5405738
Vandenberg Village Shopping Center	id=g:5405739
Vandenburg Ridge	id=g:5405740
Vanderbilt	id=g:5405741
Vanderbilt Mine	id=g:5405742
Vanderbilt Square Shopping Center	id=g:5405743
Vanderburg Ranch	id=g:5405744
Vanderburgh Lake	id=g:5405745
Vanderford Cabin	id=g:5405746
Vanderford Ranch Company Airport	id=g:5405747
Vandergrift Lake	id=g:5405748
Vanderhoof Ranch	id=g:5405749
Vandervere Mountain	id=g:5405750
Vandeventer Flat	id=g:5405751
Vandever Mountain	id=g:5405752
Vanguard	id=g:5405753
Vanguard Middle School	id=g:5405754
Vann	id=g:5405755
Vannord Center Shopping Center	id=g:5405756
Vannoy Elementary School	id=g:5405757
Vanormer (historical)	id=g:5405758
Vanormer Pumping Station	id=g:5405759
Vanris (historical)	id=g:5405760
Vantage Point Park	id=g:5405761
Vaquero Camp	id=g:5405762
Vaquero Camp	id=g:5405763
Vaquero Campsite	id=g:5405764
Vaquero Flat	id=g:5405765
Vaquero Picnic Area	id=g:5405766
Vaquero Spring	id=g:5405767
Vaqueros Creek	id=g:5405768
Vandalia Cemetery	id=g:5405769
Varey Creek	id=g:5405770
Vargas Elementary School	id=g:5405771
Varian Park	id=g:5405772
Varner Harbor	id=g:5405773
Varnum Ranch	id=g:5405774
Vasco Ranch	id=g:5405775
Vasco School (historical)	id=g:5405776
Vasona Creek	id=g:5405777
Varian Hall	id=g:5405778
Vasona Junction	id=g:5405779
Vasona Lake County Park	id=g:5405780
Vasona Reservoir	id=g:5405781
Vasquez Canyon	id=g:5405782
Vasona Dam	id=g:5405783
Vasquez Creek	id=g:5405784
Vasquez Creek	id=g:5405785
Vasquez Creek	id=g:5405786
Vasquez Crossing	id=g:5405787
Vasquez Peak	id=g:5405788
Vasquez Rock	id=g:5405789
Vasquez Rocks	id=g:5405790
Vasquez Rocks Park	id=g:5405791
Vasquez Tree Historical Marker	id=g:5405792
Vassar Canyon	id=g:5405793
Vasquez Knob	id=g:5405794
Vasser Creek	id=g:5405795
Vasser Ranch	id=g:5405796
Vaughn Elementary School	id=g:5405797
Vaughn Gulch	id=g:5405798
Vaughn Cabin	id=g:5405799
Vaughn Ranch	id=g:5405800
Vaughn School (historical)	id=g:5405801
Vaughn Spring	id=g:5405802
Veale Tract	id=g:5405803
Veater Ranch	id=g:5405804
Vedanta Society of Sacramento	id=g:5405805
Vedanta Society of Southern California	id=g:5405806
Vedanta Temple	id=g:5405807
Vee Lake	id=g:5405808
Mount Veeder	id=g:5405809
Veeh 796 Dam	id=g:5405810
Veeh Ranch Park	id=g:5405811
Veeh Reservoir	id=g:5405812
Veerkamp 1465 Dam	id=g:5405813
Veeta Mine	id=g:5405814
Vega	id=g:5405815
Vega (historical)	id=g:5405816
Vega Del Rio Del Pajaro	id=g:5405817
Vega Mar (historical)	id=g:5405818
Vega Mine	id=g:5405819
Vega School (historical)	id=g:5405820
La Vega	id=g:5405821
Veihmeyer Hall	id=g:5405822
Veitch Student Center	id=g:5405823
Vejar Elementary School	id=g:5405824
Vejar Elementary School	id=g:5405825
El Vejón	id=g:5405826
Velian Wash	id=g:5405827
Vaughn Lateral	id=g:5405828
Vena Elementary School	id=g:5405829
Cañada del Venadito	id=g:5405830
Ven-Tu Park	id=g:5405831
Venado Middle School	id=g:5405832
Arroyo Venado	id=g:5405833
Venado	id=g:5405834
Venados Ranch	id=g:5405835
Vencor Hospital of Orange County	id=g:5405836
Venedo Canyon	id=g:5405837
Venados Group Camp	id=g:5405838
Venetian Gardens Golf Course	id=g:5405839
Venetian Square Shopping Center	id=g:5405840
Venice	id=g:5405841
Venice Beach	id=g:5405842
Venice Beach	id=g:5405843
Venice Canal Historic District	id=g:5405844
Venice City Beach	id=g:5405845
Venice City Hall	id=g:5405846
Venice Cove	id=g:5405847
Venetian Bridges Shopping Center	id=g:5405848
Venice Ferry	id=g:5405849
Venice Fishing Pier	id=g:5405850
Venice Hills	id=g:5405851
Venice Island	id=g:5405852
Venice King School	id=g:5405853
Venice Pavilion	id=g:5405854
Venice Pier	id=g:5405855
Venice Reach	id=g:5405856
Venice Recreation Center	id=g:5405857
Venice School	id=g:5405858
Venice School (historical)	id=g:5405859
Venice Senior High School	id=g:5405860
Venice-Abbot Kinney Memorial Branch Los Angeles Public Library	id=g:5405861
Venice Cut	id=g:5405862
Venida	id=g:5405863
Venn W Furgeson Elementary School	id=g:5405864
Vennacher Needle	id=g:5405865
Vennink Club	id=g:5405866
Venola	id=g:5405867
Ventana Camp	id=g:5405868
Ventana Cone	id=g:5405869
Ventana Creek	id=g:5405870
Venice-Mandeville School (historical)	id=g:5405871
Ventana Mesa Creek	id=g:5405872
Ventana Double Cone	id=g:5405873
Ventana Wilderness	id=g:5405874
Ventu Park	id=g:5405875
Ventucopa	id=g:5405876
Ventucopa Ranger Station	id=g:5405877
Ventura	id=g:5405878
Ventura Adult High School	id=g:5405879
Ventura Canyon Canal	id=g:5405880
Ventura Chamber of Commerce	id=g:5405881
Ventura Christian Church	id=g:5405882
Ventura Christian School	id=g:5405883
Ventura Church of Christ	id=g:5405884
Ventura City Beach	id=g:5405885
Ventura City Hall	id=g:5405886
Ventura College	id=g:5405887
Ventura Concert Theater	id=g:5405888
Ventura County	id=g:5405889
Ventura County Church of Religious Science	id=g:5405890
Ventura County Correction Service Work Furlough Facility	id=g:5405891
Ventura County Courthouse	id=g:5405892
Ventura County Fairgrounds	id=g:5405893
Ventura County Government Center	id=g:5405894
Ventura County Historical Museum	id=g:5405895
Ventura County Honor Farm	id=g:5405896
Ventura County Maritime Museum	id=g:5405897
Ventura County Pioneer Museum	id=g:5405898
Ventura Cove	id=g:5405899
Ventura Estates Academy	id=g:5405900
Ventura First Church of Christ	id=g:5405901
Ventura Harbor	id=g:5405902
Ventura Harbor Shopping Center	id=g:5405903
Ventura Harbor Village Shopping Center	id=g:5405904
Ventura High School	id=g:5405905
Ventura Junior College	id=g:5405906
Ventura Keys	id=g:5405907
Ventura Medical Center	id=g:5405908
Ventura Missionary Christian Day School	id=g:5405909
Ventura Missionary Church	id=g:5405910
Ventura Missionary Church	id=g:5405911
Ventura Municipal Golf Course	id=g:5405912
