Malmunj	id=g:1468082
Kōhak Das̲h̲tah	id=g:1473228
Kōhak	id=g:1473229
Kōhak Ghar	id=g:1473230
Dê Shāhū Kārēz	id=g:1473231
Dê ‘Alam Gul Kārēz	id=g:1473232
Dê Srah Kalā Kārēz	id=g:1473233
Dê Sayyid Lālay Kārēz	id=g:1473234
Dê Kamāl Kārēz	id=g:1473235
Dê Sāh Bōday Kārēz	id=g:1473236
Padah Kārēz	id=g:1473237
Dê ‘Abdul Jabār Kārēz	id=g:1473238
Jwān Kārēz	id=g:1473239
‘Abdul Karīm Kārēz	id=g:1473240
Nāwêr-e Shamālī	id=g:1473241
Dê Muḩammad Karīm Kārēz	id=g:1473242
Dê Srah Pāṉō Kārēz	id=g:1473243
Āghzah Kārēz	id=g:1473244
Dê Surkh Duzd Kārēz	id=g:1473245
Rayg-e Shāh Mard Khān	id=g:1473246
Aḩmadzaī	id=g:1473247
Qal‘ah-ye Afandī	id=g:1473248
‘Alī Gul	id=g:1473249
Mirza-Dzhakhangir	id=g:1473250
Gêrday Kats	id=g:1473251
Amānullāh Kārēz	id=g:1473252
Karīm Kārēz	id=g:1473253
Banō Kêlay	id=g:1473254
Tsālāk	id=g:1473255
Mālmand	id=g:1473256
Mālmand Ghunḏêy	id=g:1473257
‘Alam Shāh Nīkêh Ghunḏêy	id=g:1473258
‘Alam Shāh Nīkêh Zīārat	id=g:1473259
Ghaybānah Bābā Zīārat	id=g:1473260
Khwājah ‘Aghligh Bābā Zīārat	id=g:1473261
Tōrē Khwā Ghar	id=g:1473262
Tsêndalī Pus̲h̲tah	id=g:1473263
Syōrē Algaḏ	id=g:1473264
Baghatak Ghar	id=g:1473265
Gêrday Kats Khwaṟ	id=g:1473266
Gachāb Khwaṟ	id=g:1473267
Waṟah Galay	id=g:1473268
Lyaz Khēlō Tangaī	id=g:1473269
Lyāz Khēlō Ghar	id=g:1473270
Sirwak	id=g:1473271
Wêch Khās̲h̲ Ghar	id=g:1473272
Tsapêr Ghar	id=g:1473273
Waṟē Galay Darah	id=g:1473274
Kūz Kākō Khēl	id=g:1473275
Bar Kākō Khēl	id=g:1473276
Bagvanay	id=g:1473277
Pīr-e Sabz-e Walī	id=g:1473278
Barinah	id=g:1473279
Kalatah	id=g:1473280
Barinah	id=g:1473281
Manşūr Kalā	id=g:1473282
Kakṟak	id=g:1473283
Nabō Kalā	id=g:1473284
Gazak	id=g:1473285
Kachaṟah	id=g:1473286
Gazak Shaylah	id=g:1473287
Dirgyānō Rōd	id=g:1473288
Arghich Khwaṟ	id=g:1473289
Khazān Rōd	id=g:1473290
Pīr-e Sabz Shaylah	id=g:1473291
Bāghwānay Ghunḏêy	id=g:1473292
Tōp Khānē Ghunḏêy	id=g:1473293
Dirgyānō Pus̲h̲tah	id=g:1473294
Ḩaīdar Ābād	id=g:1473295
Tōrah Khwā	id=g:1473296
Surkh Rōd	id=g:1473297
Mīr Mandāw	id=g:1473298
Dīdawān	id=g:1473299
Gazaz	id=g:1473300
Qal‘ah-ye Salīm	id=g:1473301
Tal-e Gāwmēshī	id=g:1473302
Tal-e Gāwmēshī	id=g:1473303
Kākaṟ	id=g:1473304
Tal-e Gowmēshī	id=g:1473305
Tōrah Shāh Ghunḏêy	id=g:1473306
Sayyid Jān Āghā Zīārat	id=g:1473307
Khwājah Bārān Nīkêh Zīārat	id=g:1473308
Khōgiyānī Ghunḏêy	id=g:1473309
Tal-e Gāwmēshī Biyālêh	id=g:1473310
Sar Takh Māndêh	id=g:1473311
Shōrakay Biyālêh	id=g:1473312
Tōr Gharak	id=g:1473313
Khêṟ Nīkêh Hadīrah	id=g:1473314
Sakava	id=g:1473337
Malik ‘Az̧īm Kalā	id=g:1473338
Sêway Dzangal	id=g:1473339
Shīn Algaḏ	id=g:1473340
Malik ‘Āsheq	id=g:1473341
Darabgaī	id=g:1473342
Shaykhān	id=g:1473343
Kōṯagaī Khwaṟ	id=g:1473344
Markī Khēlō Khwaṟ	id=g:1473345
Mêmlē Rāghêh	id=g:1473346
Kūz Byār	id=g:1473347
Bāchā Kêlay	id=g:1473348
Shirgar	id=g:1473349
Lukhay	id=g:1473350
Pās Kalā	id=g:1473351
Sangaraī	id=g:1473352
Sōrāb Kêlay	id=g:1473353
Arghich Ghunḏêy	id=g:1473354
Butkhakay	id=g:1473355
Dehgān	id=g:1473356
Bābakêr Khēl	id=g:1473357
Kūz Kalā Khēl	id=g:1473358
Qayyūm Khēl	id=g:1473359
Araban	id=g:1473360
Landakhurbaba	id=g:1473361
Hāshim Khēl	id=g:1473362
Sawātīān	id=g:1473363
Qādz̧īān	id=g:1473364
Shaylē Kêlay	id=g:1473365
Zangzaī	id=g:1473366
Malik Qīās Kêlay	id=g:1473367
Akram Khēl	id=g:1473368
Mêmlē Khwaṟ	id=g:1473369
Kaz̲h̲ē Khwaṟ	id=g:1473370
Bar Kāla Khēl	id=g:1473371
Chīnō	id=g:1473372
‘Omar Khēl	id=g:1473373
Smatsē	id=g:1473374
Bāghīchah	id=g:1473375
Khwāzah Khēl	id=g:1473376
Ghunḏêy	id=g:1473377
Māmā Khēlō Khwaṟ	id=g:1473379
Gudar	id=g:1473380
Kachaṟah	id=g:1473381
Dargah	id=g:1473382
Zōṟ Ḩokūmatī	id=g:1473383
Nêwē Kaz̲h̲ah	id=g:1473384
Byārō Ghunḏêy	id=g:1473386
Qādir Khān Bānḏah	id=g:1473387
Shāqōl Khēl	id=g:1473388
Maīdān Kanaī	id=g:1473389
Gangah Khēl	id=g:1473390
Markī Khēl	id=g:1473391
Kamah Têrmaī	id=g:1473392
Tōrah Chīnah	id=g:1473393
Shpālah	id=g:1473394
Nāzō Ghunḏêy	id=g:1473395
Khêrmanē Ghunḏêy	id=g:1473396
Khêrmanē	id=g:1473397
Khwājah Lakaṉ Bābā Ghunḏêy	id=g:1473398
Tōr Rāghêh	id=g:1473399
Zāwah Khūgyāṉī	id=g:1473400
Nandār Khēl	id=g:1473401
Guḏalaī	id=g:1473402
Wazirō Algaḏ	id=g:1473403
Sarwaī Tīz̲h̲ah	id=g:1473420
Ibrāhīm Khēl	id=g:1473421
Kambū Pus̲h̲tah	id=g:1473422
Khadar Khēl	id=g:1473423
Lōy Kêlay	id=g:1473424
Wuḏī Sār	id=g:1473425
Wuḏī Sār Khwaṟ	id=g:1473426
Āsmān Bānḏah	id=g:1473427
Kambū Algaḏ	id=g:1473428
Zāwē Khwaṟ	id=g:1473429
Gora Zavegar	id=g:1473430
Māshīn Darah	id=g:1473431
Tōr Ghar	id=g:1473432
Tōr Ghar	id=g:1473433
Markī Khēlō Tangaī	id=g:1473434
Kaṟasū	id=g:1473435
Gāw Darah	id=g:1473436
Āgām Tangaī	id=g:1473437
Palang Darah	id=g:1473438
Show Darah	id=g:1473439
Shahīdānō Darah	id=g:1473440
Rishakē Sar	id=g:1473441
Khati Kandao	id=g:1473442
Barkirdār Sar	id=g:1473443
Aryōb Tōy	id=g:1473492
Ruqyān Tōy	id=g:1473508
Sêpērawulaī Ghar	id=g:1473534
Dargay Ghar	id=g:1473537
Kārēz	id=g:1473573
Naraī	id=g:1473604
Lêzhē Narah	id=g:1473605
Ākhund Kākā Zīārat	id=g:1473606
Taktakān	id=g:1473607
Zhêy Sar	id=g:1473608
Chaghrī ‘Ulyā Zīārat	id=g:1473609
Bādō Zīārat	id=g:1473610
Bandar Khūlah	id=g:1473611
Sangō Bābā Zīārat	id=g:1473612
Shahīdānō Ghar	id=g:1473613
Bārō Kêlay	id=g:1473614
Marghay Ghar	id=g:1473615
Ghunḏêy Kêlay	id=g:1473616
Mullā Şāḩib Zīārat	id=g:1473617
Dzangal Ghar	id=g:1473618
Lalmī	id=g:1473619
Bārō Kêlay	id=g:1473620
Lārmanday Khūlah	id=g:1473621
Manāraī Ghunḏ	id=g:1473622
Shīn Ghar	id=g:1473623
Mogila Shakhidbaba-Ziarat	id=g:1473624
Bābā Dzangal Zīārat	id=g:1473625
Shāh Bêlang Tālāw	id=g:1473626
Tōr Ghunḏ	id=g:1473627
Tōrah Trakay	id=g:1473628
Drē Chīnē	id=g:1473629
Dzagah Ghar	id=g:1473630
Khatsā Chingah	id=g:1473631
Tan Trakī Sar	id=g:1473632
Khatsā Chingē Ghar	id=g:1473633
Tōr Sar	id=g:1473634
Sêpêrkand Ghar	id=g:1473635
Tan Trakī Ghar	id=g:1473636
Dowlī Bābā Zīārat	id=g:1473637
Dê Chahār Sāiyānō Māndōnah	id=g:1473638
Bānōzaī	id=g:1473639
Bārikzaī	id=g:1473640
Chinakzaī	id=g:1473641
‘Abdur Raḩmān Jān Āghā	id=g:1473642
Chīnagī	id=g:1473643
Mālī Nīkêh	id=g:1473644
Mālī Ghar	id=g:1473645
Shaykh Muḩammadīān	id=g:1473646
Gārizaī	id=g:1473647
Bārikzaī	id=g:1473648
Lālāzaī	id=g:1473649
Kang	id=g:1473650
Zhangōrah Ghar	id=g:1473651
Chinār Ghar	id=g:1473652
Pakhamena	id=g:1473653
Qaşāb Kêlay	id=g:1473654
Mêrgaī Ghar	id=g:1473655
‘Omar Khēl	id=g:1473656
Sōbī Ghar	id=g:1473657
Sūr Kêlay	id=g:1473658
Dōr Bābā Zīārat	id=g:1473659
Gadō Māndêh	id=g:1473660
Dê Mātakay Ghar	id=g:1473661
Howār Sar	id=g:1473662
Kaj Gird	id=g:1473663
Pōṯaī	id=g:1473664
Balūzaī	id=g:1473665
Sārwān Qal‘ah	id=g:1473666
Nīm Shayr	id=g:1473667
Fērōzaī	id=g:1473668
Dê Ingar Dzangal	id=g:1473669
Ghurghurī Bābā	id=g:1473670
Ghurghurī Bābā	id=g:1473671
Jūgh Lanḏak	id=g:1473672
Mullā Nēknām Nīkêh	id=g:1473673
‘Abdur Raḩmān Kārēz	id=g:1473674
Lanḏêy Nāwah	id=g:1473675
Sulţān Rabāţ	id=g:1473676
Lanḏay Nāwah	id=g:1473677
Dê Mullā ‘Azīz Nīkêh Zīārat	id=g:1473678
Dê Tōray Ghāṟay Zīārat	id=g:1473679
Pōzah	id=g:1473680
Dê Mullā Ḩaīdar Zīārat	id=g:1473681
Khwājah ‘Abdullāh Bābā	id=g:1473682
Ḏūbay	id=g:1473683
Mazak	id=g:1473684
Jōshīālay	id=g:1473685
Dê Tōrō Ōbō Kêlay	id=g:1473686
Raygay	id=g:1473687
Chakah	id=g:1473688
Zīārat-e Bābā Faqīr	id=g:1473689
Dê Spērkay Ghar	id=g:1473690
De Sharmosāno Ghar	id=g:1473691
Rishakah	id=g:1473692
Zīārat-e Sakhī Shayr Muḩammad	id=g:1473693
Zīārat-e Ḩājī Muḩammad Rasūl Jān	id=g:1473694
Sar Ghārakay	id=g:1473695
Mullā Ādam Nīkêh	id=g:1473696
Dê Ghōrak Māndêh	id=g:1473697
Za‘farānī	id=g:1473698
Chīnah	id=g:1473699
Dê Shāshah Band Bābā Zīārat	id=g:1473700
Dê Shādī Khān Jumā‘at	id=g:1473701
Dê Muḩammad Ayūb Kārēz	id=g:1473702
Pāṉ Kēlah-ye Junūbī	id=g:1473703
Dê Srah Bāgh Kārēz	id=g:1473704
Dê Sham Chashmah	id=g:1473705
Dê Gumbad Gharē Bābā Zīārat	id=g:1473706
Kārēz Safayd	id=g:1473707
Dê Kārēz Safayd Kārēz	id=g:1473708
Kārēz-e Khanjak	id=g:1473709
Washt	id=g:1473710
Dê Washt Kārēz	id=g:1473711
Garmah-ye Wasaţī	id=g:1473712
Dê Garmah Kārēz	id=g:1473713
Kharābah-ye Tōrāb	id=g:1473714
Z̄alah Mīr	id=g:1473715
Lanḏay	id=g:1473716
Lanḏay Kārēz	id=g:1473717
Anjīr Shālī	id=g:1473718
Dê Anjīr Shālī Kārēz	id=g:1473719
Dê Garmah Kārēz	id=g:1473720
Zīr Kārēz	id=g:1473721
Dê Ūrmuz Kārēz	id=g:1473722
Ūrmūz Kārēz	id=g:1473723
Kārēz-e Yaz	id=g:1473724
Dê Khanjak Kārēz	id=g:1473725
Dê Taliūlār Kārēz	id=g:1473726
Dê Kūtarak Kārēz	id=g:1473727
Qal‘ah-ye Kūtarak	id=g:1473728
Dê Ḩalākū Kārēz	id=g:1473729
Dê ‘Alī Ābād Kārēz	id=g:1473730
Dê Dandak Kārēz	id=g:1473731
Dê Kārēz Mūsá Kārēz	id=g:1473732
Dê Shaykh ‘Alī Kārēz Junūbī	id=g:1473733
Dê Shaykh ‘Alī Kārēz Shamālī	id=g:1473734
Spighāl	id=g:1473735
Spighāl Kārēz	id=g:1473736
Dê Gimāk Kārēz	id=g:1473737
Gimāk	id=g:1473738
Dê Qism Ābād Kārēz	id=g:1473739
Pandū	id=g:1473740
Dê Pandū Kārēz	id=g:1473741
Dê Barghanah Kārēz	id=g:1473742
Dê Chak Āw Kārēz	id=g:1473743
Dê Wākhar Kārēz	id=g:1473744
Dê Anārak Kārēz	id=g:1473745
Tōr Lālā Kêlay	id=g:1473746
Ḩaīdar Ghar	id=g:1473747
Khān Āzād Sar Ghar	id=g:1473748
Indzêr Ghar	id=g:1473749
Mēlêwē Kêlay	id=g:1473750
Shūndah Wênah Khūnē	id=g:1473751
Bāwar Ghūnḏ	id=g:1473752
Sūr Ghūnd	id=g:1473753
Zghōmē Ghar	id=g:1473754
Mēlêwē Ghar	id=g:1473755
Dōr Bābā Darah	id=g:1473756
Tōrah	id=g:1473757
Pakhē Mēnah Khwaṟ	id=g:1473758
Dwah Nāzyānō Khūlah	id=g:1473759
Mēlêwē Kalā	id=g:1473760
Nas̲h̲tar Now Ghar	id=g:1473761
Katsō Khūnē	id=g:1473762
Nas̲h̲tar Now	id=g:1473763
Khalwat Zīārat	id=g:1473764
S̲h̲ay Nazyān	id=g:1473765
Awdāl Ghar	id=g:1473766
‘Alī Kōh	id=g:1473767
‘Alī Kōh Zīārat	id=g:1473768
Kṟapay Kalā	id=g:1473769
Spīnah Zhêy	id=g:1473770
Lanḏay Mōrgah	id=g:1473771
Ghōbānah Khwaṟ	id=g:1473772
Sayyid Naz̧īm Pāchā	id=g:1473773
Sarmats Tsêlaī	id=g:1473774
Zīārat-e Khwājah Ḩanafī	id=g:1473775
Sūr Dāg Khwaṟ	id=g:1473776
Chaqchī	id=g:1473777
Arigh	id=g:1473778
Nêr Tangaī	id=g:1473779
Isār Kanḏow Khwaṟ	id=g:1473780
Aḏē Şāḩib	id=g:1473781
Spīn Jumā‘at Khwaṟ	id=g:1473782
Māsīdō Khwaṟ	id=g:1473783
Tsapêrī Khwaṟ	id=g:1473784
Ghaẕbī Khwaṟ	id=g:1473785
Gaz Darē Khwaṟ	id=g:1473786
Khāş Tsmêchō Khwaṟ	id=g:1473787
Gul Darē Khwaṟ	id=g:1473788
Indzêr Nāw	id=g:1473789
Sandāsē Khwaṟ	id=g:1473790
Lōy Nāw	id=g:1473791
Bakhtārêh Khwaṟ	id=g:1473792
Spīn Khwaṟ	id=g:1473793
Tōrah Mēnah	id=g:1473794
Ḏanḏ Khwaṟ	id=g:1473795
Aymal Khān Zīārat	id=g:1473796
Mullā Şāḩib Zīārat	id=g:1473797
Kowtarō Nāw	id=g:1473798
Ghās̲h̲ī Khwaṟ	id=g:1473799
Artnau	id=g:1473800
Qatār Qōl	id=g:1473801
Gaṟū Khwaṟ	id=g:1473802
Indzêr Khwaṟ	id=g:1473803
Drē Chīnō Khwaṟ	id=g:1473804
Amān-e Kōṯ Ghar Khwaṟ	id=g:1473805
Tūt Nāw	id=g:1473806
Ţêflakān	id=g:1473807
Show Nāw	id=g:1473808
Lakah Ghunḏêy	id=g:1473809
Gāw Darah	id=g:1473810
Damgal	id=g:1473811
Spīn Ghar	id=g:1473812
Tōr Rāghêh	id=g:1473813
Lōyah Kandah	id=g:1473814
Tōrē Gaṯē	id=g:1473815
Zōṟ Sarak Khwaṟ	id=g:1473816
Spīn Khwaṟ	id=g:1473817
‘Abdul Khēlō Khwaṟ	id=g:1473818
Bandar Khwaṟ	id=g:1473819
Goday Indzêray	id=g:1473820
Dêrgī Algaḏ	id=g:1473821
Srah Kandah	id=g:1473822
Indzêraī Algaḏ	id=g:1473823
Tangaī Khwaṟ	id=g:1473824
Is̄ār Kandah	id=g:1473825
Mazrīn Khwaṟ	id=g:1473826
Ḏāg Hadīrē Algaḏ	id=g:1473827
Tan Trakī Algaḏ	id=g:1473828
Walī Algaḏ	id=g:1473829
Sōbī Algaḏ	id=g:1473830
Gumandzaī Algaḏ	id=g:1473831
Wêch Algaḏ	id=g:1473832
Muzdêk Algaḏ	id=g:1473833
Bāwur Algaḏ	id=g:1473834
Jalālī Algaḏ	id=g:1473835
Dōr Bābā Darah	id=g:1473836
Lakē Algaḏ	id=g:1473837
Katsō Algaḏ	id=g:1473838
Lārmanday Algaḏ	id=g:1473839
Mēlêwē Algaḏ	id=g:1473840
Bārō Algaḏ	id=g:1473841
Shahīdānō Algaḏ	id=g:1473842
Mangar Algaḏ	id=g:1473843
Nālah Warē Ghunḏêy	id=g:1473844
Pus̲h̲tē	id=g:1473845
Wêch Tangaī	id=g:1473846
‘Abdul Khēl	id=g:1473847
Taraṉ	id=g:1473848
Kōtay	id=g:1473849
‘Abdul Khēl	id=g:1473850
Nāz̧ir Ghunḏêy	id=g:1473851
‘Abdul Khēlō Ghunḏêy	id=g:1473852
Palwāray	id=g:1473853
Gidarē	id=g:1473854
Yasinbaba-Ziarat	id=g:1473855
Khalīfah Bābā	id=g:1473856
Gembīrī Dasht	id=g:1473857
Darbah Khēl	id=g:1473858
Myāgān	id=g:1473859
Kachaṟ	id=g:1473860
Kowtay Ghar	id=g:1473861
Katsay Ghar	id=g:1473862
Kaṯah Sang	id=g:1473863
Kaṯah Sang	id=g:1473864
Gōryak Ghar	id=g:1473865
Gōrīak	id=g:1473866
Bangav	id=g:1473867
Seh Tōdah	id=g:1473868
Aḩmad Bēg	id=g:1473869
Katah Sang	id=g:1473870
Sūrkhaṉ Ghar	id=g:1473871
Sūrkhaṉ Nāw	id=g:1473872
Shamāl Ghar	id=g:1473873
Kūz Kunaṟ	id=g:1473874
Islāmpūr	id=g:1473875
S̲h̲ēwah	id=g:1473876
Qal‘ah-ye Aṯek	id=g:1473877
Kalāgêy	id=g:1473878
Badyālay Ghar	id=g:1473879
Pōrī Kêlay	id=g:1473880
Andarmāyigal Ghar	id=g:1473881
Ghani Anōk Darah	id=g:1473882
Dēwah Ghunḏêy	id=g:1473883
Shigar Darah	id=g:1473884
Tīrgar Ghar	id=g:1473885
Tīrgar Khwaṟ	id=g:1473886
Gaṯalah Ghar	id=g:1473887
Qal‘ah-ye Aṯek	id=g:1473888
Bar Kōṯ	id=g:1473889
Bar Kōṯ	id=g:1473890
Alūk Ghar	id=g:1473891
Shōkīālī	id=g:1473892
Sigī	id=g:1473893
Kashmūnḏ Ghar	id=g:1473894
Sarōr Ghar	id=g:1473895
Shōndur Ghar	id=g:1473896
Janjapūr	id=g:1473897
Najārān	id=g:1473898
Nastah Kandah	id=g:1473899
Nalāwah	id=g:1473900
Kōṯgah	id=g:1473901
Talakaī	id=g:1473902
Goṉālī Ghar	id=g:1473903
Sūrkhaṉ Ghar	id=g:1473904
Sūrkhaṉ	id=g:1473905
Goṉālī Nāw	id=g:1473906
Sānkarak Ghar	id=g:1473907
Lam Kandah	id=g:1473908
Sholunday Ghar	id=g:1473909
Sūrich Ghar	id=g:1473910
Nāşir Kalā	id=g:1473911
Badyālay	id=g:1473912
Sūrich	id=g:1473913
Darah-ye Nūr	id=g:1473914
Ḩalmah	id=g:1473915
Tsōkay Bābā Ghar	id=g:1473916
Wêch Nāw	id=g:1473917
Gora Uzbaggar	id=g:1473918
Māmā Khēl	id=g:1473919
Tsapêraī	id=g:1473920
Naray Ōbō Khwaṟ	id=g:1473921
Māmā Khēl	id=g:1473922
Naray Ōbō	id=g:1473923
Drē Sarō Ghar	id=g:1473924
Gawār Gaṟay	id=g:1473925
Lōy Tangaī	id=g:1473926
Anārō Tangaī	id=g:1473927
Anārō Tangaī	id=g:1473928
Us̲h̲ Shā	id=g:1473929
Anārō Tangaī	id=g:1473930
Sar Band	id=g:1473931
Sayyid Ḏagar	id=g:1473932
Ziṟay Bābā	id=g:1473933
Patārah Ghunḏêy	id=g:1473934
Shatlau	id=g:1473935
Gōryak Ghunḏêy	id=g:1473936
Kāsh Kōṯ	id=g:1473937
Jabagay Ghunḏêy	id=g:1473938
Bādī	id=g:1473939
Sarkanḏ Ghar	id=g:1473940
Kāmē Kanḏow	id=g:1473941
Gar Mēlah	id=g:1473942
Spī Tangaī	id=g:1473943
Shaura	id=g:1473944
Gora Belegar	id=g:1473945
Sarkanḏ Ḏāg	id=g:1473946
Darah	id=g:1473947
Lakah Tīz̲h̲ah	id=g:1473948
Pitāw	id=g:1473949
Pitāw	id=g:1473950
Bar Tsapêraī	id=g:1473951
Spīnkay Kanḏow	id=g:1473952
Abō Tangah	id=g:1473953
Spinkay	id=g:1473954
Chaṉchaṉ Sar	id=g:1473955
Ghunḏêy	id=g:1473956
Gora Mayasar	id=g:1473957
Yakhachina	id=g:1473958
Kachā Khēl	id=g:1473959
Tutgay	id=g:1473960
Kōlāwul	id=g:1473961
Qārūndōkī Bābā Ghar	id=g:1473962
Dēlay Ghar	id=g:1473963
Kowtar Khānah	id=g:1473964
Zwaṟandē Ghar	id=g:1473965
شنری غر	id=g:1473966
تیرگر غر	id=g:1473967
Shōlat Nāw	id=g:1473968
Shōlat Ghar	id=g:1473969
Shōlat Nāw	id=g:1473970
Sān Kanḏow	id=g:1473971
Māmā Khēl	id=g:1473972
Māmā Khēl	id=g:1473973
Pakhalak Ghar	id=g:1473974
Lōd Lām	id=g:1473975
Chīnē Tangaī	id=g:1473976
Tsēlō Sar	id=g:1473977
Warīnah	id=g:1473978
Ūz̲h̲dah Tīz̲h̲ah	id=g:1473979
Pangara	id=g:1473980
Nāndāṟo Ghunḏ	id=g:1473981
Morawarah	id=g:1473982
Karbōṟay	id=g:1473983
Chingay Ghar	id=g:1473984
Hindū Ghar	id=g:1473985
Shāh Nūr Kêlay	id=g:1473986
Tsapêraī	id=g:1473987
Darōkah Ghar	id=g:1473988
Tōrah Tīz̲h̲ah	id=g:1473989
Lam Kandah	id=g:1473990
Bābā Lamatak	id=g:1473991
Kaynah Ghar	id=g:1473992
Bābā Lamatak Khwaṟ	id=g:1473993
Sōtan Ghar	id=g:1473994
Utrān	id=g:1473995
Shumūl	id=g:1473996
Kandak	id=g:1473997
Laghay	id=g:1473998
Sāṟ Galak	id=g:1473999
Ambaṟenā Ghar	id=g:1474000
Pōraīnah Khwaṟ	id=g:1474001
Dūd Rayg	id=g:1474002
Gōrkhal	id=g:1474003
Waygal Khwaṟ	id=g:1474004
Paranī Ghar	id=g:1474005
Legman Ghar	id=g:1474006
Jānshagal Khwaṟ	id=g:1474007
Wosaman Ghar	id=g:1474008
Lamatak Ghar	id=g:1474009
Opātī Ghar	id=g:1474010
Kanḏow-e Sāw	id=g:1474011
Pakhalakkhvar	id=g:1474012
Pakhalakkhvar	id=g:1474013
Araman Ghar	id=g:1474014
Māmāgul Khwaṟ	id=g:1474015
Darah-ye Nūr	id=g:1474016
Sānī Kanḏow	id=g:1474017
Māmāgul Kanḏow	id=g:1474018
Khān Darah Ghar	id=g:1474019
Arēṯ	id=g:1474020
Arēṯ Khwaṟ	id=g:1474021
Kandah	id=g:1474022
Salabat	id=g:1474023
Kacharkunḏ	id=g:1474024
Saḩūr Ghar	id=g:1474025
Bambosār Ghar	id=g:1474026
Fakirbaba-Ziarat	id=g:1474027
Sangrāk	id=g:1474028
Zar Sang	id=g:1474029
Kachak Sar	id=g:1474030
Gora Marinsar	id=g:1474031
Tsūkrī Kanḏow	id=g:1474032
Kōrdar Tangaī	id=g:1474033
Karanaṟ Sar	id=g:1474034
Mūrchal	id=g:1474035
Karanaṟ	id=g:1474036
Dāmanē Ghunḏêy	id=g:1474037
Wotalah Tangaī	id=g:1474038
Wotalah Tangay	id=g:1474039
Digal	id=g:1474040
Qalā Kêlay	id=g:1474041
Qalā	id=g:1474042
Indzêr Shaylah	id=g:1474043
Awragal	id=g:1474044
‘Azīz Tsêlaī	id=g:1474045
Pātōngay	id=g:1474046
Awragal Tangaī	id=g:1474047
Gora Damanasar	id=g:1474048
Bōlak	id=g:1474049
Pinaṟ	id=g:1474050
Wêch Khwaṟ	id=g:1474051
Bārkandah	id=g:1474052
Sigal	id=g:1474053
Mārānō Khwaṟ	id=g:1474054
Mangoshōr	id=g:1474055
Alūchō Shāh	id=g:1474056
Shamtal Ghar	id=g:1474057
Shayrwānah	id=g:1474058
Guṯ Ghar	id=g:1474059
Shamlagay Kamar	id=g:1474060
Gudar Shāl	id=g:1474061
Lanḏaī Tangaī	id=g:1474062
Karwandêh Sar	id=g:1474063
Laṟimōl	id=g:1474064
Wōtanah	id=g:1474065
Ashnafar	id=g:1474066
Lōṯah Lām	id=g:1474067
Khalaklam	id=g:1474068
Shīnalay	id=g:1474069
Awdak	id=g:1474070
Kêlēmō	id=g:1474071
Sandzī	id=g:1474072
Sandzō Tangaī	id=g:1474073
Saydōr	id=g:1474074
Māshōrah	id=g:1474075
Hindrōk	id=g:1474076
Mullā Wastanay	id=g:1474077
Rīchah Lām Tangaī	id=g:1474078
Gora Mundzhanay	id=g:1474079
Islām Qal‘ah	id=g:1474080
Chambarak	id=g:1474081
Drē Khêṯ	id=g:1474082
Srah Maṯah	id=g:1474083
Wêrsêk	id=g:1474084
Bādgāh	id=g:1474085
Shāndēguṯ	id=g:1474086
Gurbuz	id=g:1474087
Nākōṟā	id=g:1474088
Nākōrā	id=g:1474089
Gudar Shāl	id=g:1474090
Anṯarmanā	id=g:1474091
Tapūs Khānah	id=g:1474092
Kānḏaṟ	id=g:1474093
Qalāygal	id=g:1474094
Kōgal Ghar	id=g:1474095
Kōgal Rōd	id=g:1474096
Jumā’at Kanḏow	id=g:1474097
Chalas	id=g:1474098
Sērgal Nāw	id=g:1474099
Daywārah	id=g:1474100
Chambēl	id=g:1474101
Bargōṟ Tangaī	id=g:1474102
Mūrchah Khēl	id=g:1474103
Spēdār	id=g:1474104
Andarlachak	id=g:1474105
Amrêy	id=g:1474106
Andarlachak Nāw	id=g:1474107
Katsanak	id=g:1474108
Mandrachak Ghar	id=g:1474109
Gāgīzō Tangaī	id=g:1474110
Chambēl Ghar	id=g:1474111
Chambēl Nāw	id=g:1474112
Spērakōh Bānḏah	id=g:1474113
Zaṟah Bānḏah	id=g:1474114
Qōl-e Titak Ghar	id=g:1474115
Mas‘ūdō Ghunḏêy	id=g:1474116
Swīl Darah	id=g:1474117
Āhangarō Bānḏah	id=g:1474118
Shāh Muḩammad Tsūkah	id=g:1474119
Yāsīn Ghunḏêy	id=g:1474120
Ghunḏêy Kêlay	id=g:1474121
Mu‘tabar Bābā	id=g:1474122
Drē Kalā	id=g:1474123
Musa-Baba	id=g:1474124
Kūz Nūrgal	id=g:1474125
Kūzah Bēlah	id=g:1474126
Bar Nūrgal	id=g:1474127
Lwaṟah Bēlah	id=g:1474128
Sulţān Bābā	id=g:1474129
Chaṉchaṉ	id=g:1474130
Chamyāray	id=g:1474131
Bāndō	id=g:1474132
Lōṯān	id=g:1474133
Sūray Tīz̲h̲ah	id=g:1474134
Mu‘az̧am	id=g:1474135
Ghās̲h̲ay	id=g:1474136
Tangaī Nangalām	id=g:1474137
Lalm Kats	id=g:1474138
Wastal Bānḏah	id=g:1474139
Markaz-e Woluswālī-ye Darah-ye Pēch	id=g:1474140
Gorū	id=g:1474141
Qandārō	id=g:1474142
Wuḏī Gêrām	id=g:1474143
Pēch Darah	id=g:1474144
Bōṯay Kanḏow	id=g:1474145
Şābrō Tsūkay	id=g:1474146
Tantīl	id=g:1474147
Sundray	id=g:1474148
Tantīl	id=g:1474149
