Santo Stefano d'Aveto	id=g:6542010
Jolly Parma	id=g:6945973
Kalaonda Plemmirio	id=g:6945974
Kartibubbo	id=g:6945975
King S Residence	id=g:6945976
Colle Bellara	id=g:6945977
La Casa De Lucio	id=g:6946188
La Ciaccia Residence Club	id=g:6946189
La Conchiglia Beach Club	id=g:6946191
La Margherita Villa Giuseppina	id=g:6946194
La Reggia Di Nausicaa Club Res	id=g:6946196
La Residenza Del Gran Hotel	id=g:6946197
Le Case Resid Di Campagna	id=g:6946198
Limbara Hotel	id=g:6946200
Lungomare Cervia	id=g:6946202
M Glamour	id=g:6946204
Mahara Hotel	id=g:6946206
Manganelli Palace	id=g:6946207
Maranello Palace	id=g:6946208
Marina Dei Ginepri Hotel Club	id=g:6946209
Marriott Capri Tiberio Palace	id=g:6946211
Medici	id=g:6946213
Mediterraneo Park	id=g:6946214
Mh Design Hotel	id=g:6946216
Mirice Hotel Club	id=g:6946217
Mondial Resort	id=g:6946218
Monsignore Della Casa Resort	id=g:6946242
My One Hotel Bologna	id=g:6946243
Nh Concordia	id=g:6946245
Nh Giustiniano	id=g:6946246
Nh Mantegna	id=g:6946247
Nh Orio Al Serio	id=g:6946248
Novecento	id=g:6946293
Orsa Maggiore	id=g:6946294
Ossidiana	id=g:6946297
Palace	id=g:6946298
Palazzo Dal Borgo	id=g:6946299
Park Hotel Napoleone	id=g:6946304
Park Hotel Villa Leon De Oro	id=g:6946305
Pennile	id=g:6946306
Piceno	id=g:6946307
Porto Azzurro	id=g:6946308
Posa Posa Hotel	id=g:6946309
Pozzo Sacro	id=g:6946310
President	id=g:6946311
President	id=g:6946312
Quality Hotel Michelino Fiera	id=g:6946313
Regent	id=g:6946314
Relais Bellaria Congressi	id=g:6946317
Residence Club Cala Del Sole	id=g:6946320
Residence Corte Dolimiti	id=g:6946322
Residence Montelago	id=g:6946325
Residence Petralana	id=g:6946327
Residence San Marco	id=g:6946331
Residenza Maximus	id=g:6946333
Resort Dei Normanni	id=g:6946334
Rifugio D Ogliastra	id=g:6946335
Rizzi Acquacharme	id=g:6946336
Romantik Hotel Le Silve	id=g:6946339
San Francesco	id=g:6946371
San Marco Hotel Ambassador	id=g:6946373
San Marco Hotel Cavalletto	id=g:6946374
San Teodoro Club Resort	id=g:6946378
Soglia Hotel Milano	id=g:6946379
Centro Storico (Altstadt)	id=g:6946380
Soglia Hotel Raffaello	id=g:6946381
St Leonard Ischia	id=g:6946382
Standard Hotel Genova	id=g:6946383
Standard Hotel Milano	id=g:6946384
Standard Hotel Udine	id=g:6946385
Flughafen Rom-Ciampino	id=g:6946391
Hauptbahnhof Rom	id=g:6946392
Hauptbahnhof Rom	id=g:6946393
Hauptbahnhof Rom	id=g:6946394
Cima Zopel	id=g:6946395
La Storta	id=g:6946396
Lido di Ostia Centro	id=g:6946397
Lastei Piccolo	id=g:6946398
Lastei Grande	id=g:6946399
Cima della Campagnaccia	id=g:6946400
Cima di Costabella	id=g:6946401
Cima di Laste	id=g:6946402
Suite E Residence Hotel	id=g:6946403
Sybaris Hotel Club	id=g:6946404
Tenuta Capocontro	id=g:6946405
Toledo Hotel	id=g:6946406
Valle Di Assisi Hotel Resort	id=g:6946407
Vedute Green Resort	id=g:6946408
Stazione Aurelia	id=g:6946410
Stazione di Fidene	id=g:6946412
Stazione di Ottavia	id=g:6946413
Stazione di San Pietro	id=g:6946414
Stazione Monte Mario	id=g:6946415
Stazione Nomentana	id=g:6946416
Stazione Tor Sapienza	id=g:6946417
Appia Antica	id=g:6946418
Parioli	id=g:6946420
Prenestino	id=g:6946421
Tiburtina	id=g:6946422
Olympiastadion	id=g:6946423
Teatro Argentina	id=g:6946426
Vatikanische Museen	id=g:6946427
Villa Borghese	id=g:6946429
Vill Compl Res Cala Lupo	id=g:6946452
Vill Hotel Club Alba Dorata	id=g:6946453
Vill Hotel Club La Pace	id=g:6946454
Vill Res Eucalyptus Beach	id=g:6946456
Villa Campomaggio	id=g:6946457
Villa Celentano	id=g:6946458
Villa Le Rondoni	id=g:6946459
Villa San Filippo	id=g:6946460
Villa Sgariglia	id=g:6946461
Villag Res Club Eurogarden	id=g:6946462
Villag Res Club Rivazzurra	id=g:6946464
Villag Res Club Sant Irene	id=g:6946465
Villaggio Alba Dorada Resort	id=g:6946466
Villaggio Club La Darsena	id=g:6946467
Villaggio Club Porto Ainu	id=g:6946469
Villaggio Club S Stefano	id=g:6946470
Villaggio Marina Dei Ginepri	id=g:6946471
Villaggio Mirice Beach Resort	id=g:6946472
Villaggio Res Club Bahja	id=g:6946473
Villaggio Res Club Varantur	id=g:6946474
Villaggio Sant Andrea	id=g:6946475
Villagio Club Baia Aranzos	id=g:6946476
Villagio Club Maria Rosaria	id=g:6946477
Monte Gurlo	id=g:6946545
Monte Stablel	id=g:6946547
Malga Stabol Fresco	id=g:6946548
4 Viale Masini Hotel Design	id=g:6946616
7 Kings Relais	id=g:6946617
939 Hotel	id=g:6946618
Abi D Oru	id=g:6946619
Accommodation Planet 29	id=g:6946620
Admeto	id=g:6946648
Adriatic	id=g:6946651
Aga	id=g:6946652
Aglaia	id=g:6946654
Agritrulli	id=g:6946659
Agriturismo Montebelli	id=g:6946664
Agriturismo Villa Maddalena	id=g:6946667
Airone	id=g:6946670
Albatres Palace Hotel	id=g:6946679
Albergo Del Sole Al Pantheon	id=g:6946700
Albergo La Collina	id=g:6946703
Albergo Leon D Oro	id=g:6946708
Albergo Mediterraneo	id=g:6946711
Albergo Nazionale	id=g:6946714
Albergo Ristorante La Madonnina	id=g:6946718
Alcova Del Doge	id=g:6946773
Alexander	id=g:6946777
Alexander	id=g:6946780
All Seasons Garden Hotel Leisure	id=g:6946782
Alla Torre	id=g:6946784
Altieri	id=g:6946788
Alto Apartment	id=g:6946789
Amadeus	id=g:6946792
Amarea	id=g:6946794
Ambra	id=g:6946796
Andreotti	id=g:6946797
Lodrone	id=g:6947000
Riccomassimo	id=g:6947002
Baitoni	id=g:6947003
Ponte Ca' rossa	id=g:6947079
Faserno	id=g:6947080
Nar	id=g:6947081
Piola	id=g:6947082
Lorina	id=g:6947083
Pice	id=g:6947084
Ca' Rossa	id=g:6947085
zona industriale di Storo	id=g:6947086
Angel	id=g:6947088
Angi Hotel	id=g:6947089
Antico Palazzo Rospigliosi	id=g:6947090
Aramis	id=g:6947091
Arenella Resort	id=g:6947092
Arenula	id=g:6947093
Atlantico	id=g:6947094
Auditorium Di Mecenate	id=g:6947095
Augustus Hotel	id=g:6947096
Aurora Hotel Sperlonga	id=g:6947097
Aw Club Nova Siri	id=g:6947126
B B Chain Gallienus	id=g:6947127
B H Hotel Residence Paradiso	id=g:6947128
B4 Venezia Mestre	id=g:6947129
Baglio San Vincenzo	id=g:6947130
Baia Flaminia Resort	id=g:6947131
Baia Taormina Grand Palace Hotels Spa	id=g:6947132
Baia Tindari Club Hotel	id=g:6947133
Basilea Dependance	id=g:6947134
Bb Colosseo Suites	id=g:6947135
Belvedere	id=g:6947257
Belvedere Century	id=g:6947258
Biasutti Adria Urania	id=g:6947281
Boboba Il Villaggio	id=g:6947282
Bologna Stazione	id=g:6947283
Borghetto Del Mostaccio	id=g:6947345
Borgo Il Melone	id=g:6947348
Borgo Saraceno Residence	id=g:6947350
Boston	id=g:6947352
Boutique Hotel Trevi	id=g:6947354
Brezza Marina	id=g:6947355
Calanica	id=g:6947356
Calypso	id=g:6947357
Campus	id=g:6947358
Capri	id=g:6947359
Caravel	id=g:6947360
Casa Degli Aranci	id=g:6947361
Casa Felciano Apt Giglio	id=g:6947362
Casa Solaria	id=g:6947363
Casa Tucci	id=g:6947364
Casa Vacanze	id=g:6947366
Casale Degli Olivi	id=g:6947367
Castanea	id=g:6947368
Castelfidardo	id=g:6947369
Cavalieri Del Mare	id=g:6947370
Charme Relax Hotel Delle Terme Spa Hotel	id=g:6947371
Torre Vallaccia	id=g:6947418
Sas Aut	id=g:6947419
Cilicia	id=g:6947570
Cinecitta	id=g:6947571
Clarion Hotel Hermitage Park Terme Ischia	id=g:6947572
Cleo Residence	id=g:6947573
Club Bridge Hotel Cosenza	id=g:6947575
Club Due Torri	id=g:6947576
Club Hotel Tirreno	id=g:6947577
Comfort Hotel Italia E Lido Rapallo	id=g:6947583
Conchiglia Hotel	id=g:6947585
Conte S Angelo Bay	id=g:6947587
Coralba	id=g:6947589
Cormoran Le Residenze Del Cormoran	id=g:6947590
Cosmopolitan Golf Residence	id=g:6947592
Cottage Pineta	id=g:6947593
Cristina	id=g:6947594
Crowne Plaza Hotel Milan Linate	id=g:6947595
Crystal	id=g:6947596
Da Bruno	id=g:6947597
Da Vinci	id=g:6947598
Dante Beatrice	id=g:6947599
De la Poste	id=g:6947600
Degli Ulivi Htl Pugnochiuso Resort	id=g:6947606
Dei Congressi	id=g:6947607
Dei Trulli	id=g:6947608
Del Faro Pugnochiuso Resort	id=g:6947610
Delfino Rivera Napolitana	id=g:6947613
Delle Palme	id=g:6947614
Dell Opera	id=g:6947616
Deltahotel Ferrara	id=g:6947617
Dimora Storica Urbana	id=g:6947622
Dina S Hotel	id=g:6947623
Dogana Vecchia	id=g:6947624
Doge	id=g:6947625
Domina Home Giudecca	id=g:6947627
Domina Inn Milano Fiera	id=g:6947629
Domu E Luna	id=g:6947630
Elios	id=g:6947667
Esquilino	id=g:6947668
Etrusco	id=g:6947670
Europa	id=g:6947671
Europa	id=g:6947672
Express By Holiday Inn	id=g:6947683
Express By Holiday Inn Fasano	id=g:6947688
Fattoria Terranova	id=g:6947689
Fawlty Towers	id=g:6947691
Fiesta Beach Resort	id=g:6947697
Fiorini	id=g:6947698
Firenze	id=g:6947699
Flamingo	id=g:6947702
Flora	id=g:6947703
Floriana Village	id=g:6947704
Foro Romano Imperatori	id=g:6947886
Gabrini	id=g:6947887
Gallery House Hotel	id=g:6947888
Gardenia	id=g:6947889
Garni Aster	id=g:6947890
Genova	id=g:6947891
Giardino Delle Ninfe E La Fenice	id=g:6947892
Giuggioli	id=g:6947893
Golden View	id=g:6947894
Golf Is Arenas	id=g:6947895
Gran Hotel Helio Cabala	id=g:6947896
Gran Hotel Pinetamare Club Resort	id=g:6947897
Grand Hotel Chiaia Di Luna	id=g:6947898
Grand Hotel Dei Cesari	id=g:6947899
Grand Hotel Della Sila	id=g:6947900
Grand Hotel Duca D Este	id=g:6947901
Grand Hotel Francia E Quirinale	id=g:6947916
Grand Hotel Masseria Santa Lucia	id=g:6947921
Grand Hotel Porro	id=g:6947923
Grand Hotel Tamerici E Principe	id=g:6947926
Hermitage	id=g:6947986
Hilton Garden Inn Florence Novoli	id=g:6947987
Hilton Garden Inn Rome Airport	id=g:6947988
Hilton Molino Stucky Venice	id=g:6947989
Holiday Inn Modena	id=g:6947990
Holiday Inn Pisa Migliarino	id=g:6947991
Holiday Inn Resort Naples Castel Volturno	id=g:6947992
Holiday Inn Rome Fiano	id=g:6947993
Holiday Inn Rome Pomezia	id=g:6947994
Holiday Inn Trieste Duino	id=g:6947996
Holiday Palace	id=g:6947997
Holiday Inn Rome West	id=g:6947998
Hotel Marini Park	id=g:6948001
Hotel Re	id=g:6948008
I Grandi Di Toscana	id=g:6948009
I Visconti	id=g:6948010
Ibis Roma Tor Vergata	id=g:6948011
Ifa Green Park Resort Spa Golf	id=g:6948013
Ifa Splendid Resort Spa Golf	id=g:6948020
Ifa Sporting Resort Spa Golf	id=g:6948022
Il Nespolo	id=g:6948034
Il Piccolo Giardino	id=g:6948035
Il Roseto Del Poggio	id=g:6948036
Inn Spagna	id=g:6948038
Jolly Delle Palme Salerno	id=g:6948040
Jonico	id=g:6948041
Kadampa Italy	id=g:6948042
Kolbe Hotel Rome	id=g:6948043
La Batia	id=g:6948044
La Casa Di Rosy	id=g:6948045
La Costiera	id=g:6948046
La Gioiosa	id=g:6948047
La Maison Conca Azzurra	id=g:6948048
La Mela	id=g:6948049
La Perla	id=g:6948050
La Plage Resort	id=g:6948051
La Residenza	id=g:6948052
La Terrazza	id=g:6948053
La Terrazza Del Subasio	id=g:6948054
La Terrazze	id=g:6948055
La Vega	id=g:6948098
La Venere	id=g:6948100
Lancaster	id=g:6948103
Lantana	id=g:6948104
Lazzari	id=g:6948105
Le ruote	id=g:6948108
Le Stanze Del Vicere Boutique Hotel	id=g:6948109
Le Tonnare Village	id=g:6948111
Leonardo Da Vinci	id=g:6948113
Leonardo Da Vinci	id=g:6948116
Leone Di San Donato	id=g:6948118
Lerux International	id=g:6948121
Les Sables Noirs	id=g:6948122
Li Nibbari	id=g:6948125
Lloyd	id=g:6948129
Locanda Barbarigo Venezia	id=g:6948131
Locanda La Rosa	id=g:6948132
Locarno	id=g:6948138
Lord Byron	id=g:6948141
Luna Lughente	id=g:6948143
Luxury suites	id=g:6948144
Magi House	id=g:6948146
Magnolia	id=g:6948147
Malvina	id=g:6948148
Mare E Pineta	id=g:6948304
Mare Pineta	id=g:6948305
Maredentro	id=g:6948306
Mareschi Palace Novara	id=g:6948308
Margaret	id=g:6948309
Masseria Salinola	id=g:6948310
Maxim Firenze	id=g:6948311
Mediterraneo Rome	id=g:6948374
Messina	id=g:6948375
Metropolitan Hotel	id=g:6948376
Milan Speranza Au Lac	id=g:6948377
Milano Thotel	id=g:6948378
Miramonti	id=g:6948380
Montana	id=g:6948381
Montemare	id=g:6948382
Montreal	id=g:6948383
More Di Cuna	id=g:6948384
Msnrelais Carresi	id=g:6948385
Napoleon	id=g:6948386
Nardizzi	id=g:6948387
Nettuno De Charme	id=g:6948388
Nevesole Dimaro Folgarida	id=g:6948389
Nh Ambassador	id=g:6948391
Nh Bellini	id=g:6948392
NH Bergamo	id=g:6948393
Nh Bologna De La Gare	id=g:6948394
Nh Bologna Villanova	id=g:6948395
Nh Cavalieri	id=g:6948396
Nh Excelsior	id=g:6948397
Nh Fiera	id=g:6948398
Nh Firenze	id=g:6948399
Nh Genova Marina	id=g:6948407
Nh Hotel Milano2	id=g:6948409
Nh Ischia Thermal Spa Resort	id=g:6948411
Nh Leonardo Da Vinci Rome	id=g:6948413
Nh Linate	id=g:6948415
Nh Machiavelli	id=g:6948417
Nh Milano Touring	id=g:6948460
Nh Villa Sant Andrea	id=g:6948461
Nibaru	id=g:6948462
Nido Degli Dei	id=g:6948463
Nil Hotel	id=g:6948464
Orange Hotel	id=g:6948506
Pace	id=g:6948507
Paganelli	id=g:6948509
Palace Hotel Villaggio Kastalia	id=g:6948511
Palazzetto Degli Artisti Suites	id=g:6948513
Palazzo Della Commenda	id=g:6948516
Palazzo Gattini	id=g:6948517
Palazzo Santa Caterina	id=g:6948519
Palazzo Senape De Pace	id=g:6948521
Palladio	id=g:6948524
Paneferrara	id=g:6948526
Panorama	id=g:6948527
Papillo Hotels Resorts Borgo Antico	id=g:6948528
Paradiso Noventa Padovana	id=g:6948529
Paris	id=g:6948530
Park Hotel Cala Di Lepre Spa	id=g:6948531
Park Hotel Ciampino	id=g:6948532
Park Hotel Gran Bosco	id=g:6948533
Park Hotel Jolanda	id=g:6948534
Park Hotel La Borghesiana	id=g:6948535
Piccolo Chalet	id=g:6948549
Pichierri Sallustio	id=g:6948550
Plaza Varese	id=g:6948551
Podere Passatore	id=g:6948552
Pomara	id=g:6948553
Porciglia Alta	id=g:6948554
Prime Hotel Majestic	id=g:6948657
Prime Hotel Mythos Milano	id=g:6948658
Colfosco	id=g:6948659
Quadrifoglio I	id=g:6948660
Regina	id=g:6948661
Regina Cristina	id=g:6948662
Relais Castelbigozzi	id=g:6948663
Relais Fontana Di Trevi	id=g:6948664
Relais La Sommita	id=g:6948665
Relais Villa Dell Olmo	id=g:6948666
Residence Diana	id=g:6948668
Residence Fermi	id=g:6948669
Residence Hotel Felix	id=g:6948670
Residence Il Mirto	id=g:6948671
Residence La Contessa	id=g:6948672
Residence La Sorgente	id=g:6948673
Residence Le Terrazze	id=g:6948674
Residenza D D	id=g:6948675
Residenza Da Ponte	id=g:6948676
Residenza Delfino	id=g:6948677
Residenza Domizia	id=g:6948678
Residenza Domizia Smart Design	id=g:6948679
Residenza Libetta	id=g:6948680
Residenza Menni	id=g:6948681
Residenza Villa Nicole	id=g:6948682
Resort La Limonaia	id=g:6948683
Ribot Holiday Village Alabirdi	id=g:6948684
Rifugio Passo Principe	id=g:6948687
Romanico Palace	id=g:6948792
Romapark	id=g:6948793
Punta Serauta	id=g:6948802
Croda Cimoliana	id=g:6948803
Pala Grande	id=g:6948807
Cima Toro	id=g:6948808
Rubens Hotel	id=g:6948812
Ruggiero Vii	id=g:6948813
Sa Dom E Forru	id=g:6948814
Sa Orte	id=g:6948815
San Clemente Palace Hotel Resort	id=g:6948816
San Francesco	id=g:6948817
San Francesco Apartment	id=g:6948818
San Michele	id=g:6948819
San Michele Italy Neapolitan Riviera	id=g:6948820
Sansicario Majestic	id=g:6948822
Sara	id=g:6948823
Savant	id=g:6948824
Sea Club Conca Azzurra	id=g:6948825
Selva Candida	id=g:6948826
Semiramide Palace Hotel	id=g:6948827
Settembre 95	id=g:6948828
Seven Resort	id=g:6948829
Sextum	id=g:6948830
Siena	id=g:6948831
Pecol	id=g:6948832
Smeraldo Sirmione	id=g:6948841
Solfatara	id=g:6948842
Sorriso Thermae Resort	id=g:6948843
Spampatti	id=g:6948844
Strand Hotel Delfini	id=g:6948845
Sylesia	id=g:6948846
T Hotel Lamezia	id=g:6948847
Talamone Camping Village	id=g:6948848
Tanka Irde	id=g:6948849
Taormina	id=g:6948850
Tavola Dei Cavalieri Il Borgo	id=g:6948851
Tenuta Stoccatello	id=g:6948852
Terranobile Metaresort	id=g:6948853
The Strand	id=g:6948854
Torre Artale Hotel And Villas	id=g:6948855
Torre Sant Angelo	id=g:6948856
Torri Pepoli	id=g:6948857
Vassallo Park	id=g:6948859
Venus Park Hotel	id=g:6948860
Verdeborgo	id=g:6948861
Villa Lubrense	id=g:6948862
Villa Arco Sul Mare	id=g:6948863
Villa Aricia	id=g:6948864
Villa Baia Dei Sospiri	id=g:6948865
Villa Capo Taormina	id=g:6948866
Villa Chiara	id=g:6948867
Villa Corallina	id=g:6948868
Villa Del Lago	id=g:6948869
Villa Delle Ortensie	id=g:6948870
Villa Di Monte Solare	id=g:6948871
Villa Diana Marina	id=g:6948872
Villa Enrica	id=g:6948873
Villa Esperia	id=g:6948874
Villa Fernanda	id=g:6948875
Villa Franca	id=g:6948876
Villa Gaia	id=g:6948877
Villa Garden	id=g:6948878
Villa Gina	id=g:6948879
Villa Il Padrino	id=g:6948880
Villa La Palagina	id=g:6948881
Villa Madau	id=g:6948882
Villa Margherita	id=g:6948883
Villa Maria	id=g:6948884
Villa Melodie	id=g:6948885
Villa Nefele	id=g:6948886
Villa Nicetta	id=g:6948887
Villa Pietra Alta	id=g:6948888
Villa Selene	id=g:6948889
Villa St Dominique	id=g:6948890
Villaggio Alkantara	id=g:6948891
Villaggio Porto Giardino	id=g:6948892
Villini Bungalow	id=g:6948893
Vime Gamma	id=g:6948894
Wallart	id=g:6948953
Zunica1880	id=g:6948954
Monte Carbonaro	id=g:6949395
Monte Cefalo	id=g:6949396
Monte Dragone	id=g:6949397
Monte Santa Maria	id=g:6949398
Costamezza	id=g:6949402
Flughafen Mailand-Linate	id=g:6949432
Mailänder Dom	id=g:6949433
Mailänder Scala	id=g:6949434
Naturhistorisches Museum Mailand	id=g:6949435
Pinacoteca di Brera	id=g:6949436
Pirelli-Hochhaus	id=g:6949437
Santa Maria delle Grazie	id=g:6949438
Viktor-Emanuel-Galerie	id=g:6949439
Messe Mailand	id=g:6949440
Messe Mailand-Rho	id=g:6949441
Bahnhof Mailand Cadorna	id=g:6949484
Bahnhof Mailand Genova	id=g:6949485
Bahnhof Mailand Porta Garibaldi	id=g:6949486
Bahnhof Mailand Porta Romana	id=g:6949487
Bahnhof Mailand Porta Vittoria	id=g:6949488
Bahnhof Mailand Rogoredo	id=g:6949489
Hauptbahnhof Mailand	id=g:6949490
cagera	id=g:6949583
Monte Telegrafo	id=g:6949588
Monte Porto	id=g:6949589
Cima di Lobbia	id=g:6949590
Monte Purga	id=g:6949591
I Dossi	id=g:6949592
Monte Faiardan	id=g:6949593
Monte Bellocca	id=g:6949594
Monte Calvarina	id=g:6949595
Monte Terrazzo	id=g:6949596
Monte S. Moro	id=g:6949606
Monte Bellocca	id=g:6949607
Acitrezza	id=g:6950976
Paestrum	id=g:6950990
Ognina	id=g:6950996
Venice-Lido	id=g:6951009
Caselle di Sommacampagna	id=g:6951015
Santa Maria del Giudice	id=g:6951017
Marina di Sibari	id=g:6951018
Pianello Vallesina	id=g:6951029
Costa Coralina	id=g:6951038
Marina di portisco	id=g:6951040
Pergusa	id=g:6951042
Oriago Di Mira	id=g:6951044
Cala Liberotto	id=g:6951047
Punta Bracetto	id=g:6951053
Principina Terra	id=g:6951080
Nova Siri Marina	id=g:6951083
Poggio alla Malva	id=g:6951100
San Donato in Fronzano	id=g:6951102
Marigole	id=g:6951392
malga Casina vecchia	id=g:6951393
Malga Valdonea	id=g:6951394
Milano	id=g:6951411
Monte Altino	id=g:6951564
Monte Campese	id=g:6951565
Arcu Gennargentu	id=g:6951682
Monte S. Michele	id=g:6951875
Monte Salice	id=g:6951900
Monte Mezzano	id=g:6951919
Monte Caruso	id=g:6951940
Serra Cocozza	id=g:6951957
Serra dei Pastori	id=g:6951958
La Croce	id=g:6951959
Wildgall	id=g:6952203
Cima di Pianalto	id=g:6952205
Dosso Grigio	id=g:6952265
Bocca di Campei	id=g:6953526
Bocca di Lorina	id=g:6953528
Alpo	id=g:6953529
Vacil	id=g:6953530
Serra del Cearo	id=g:6953974
Serra Acqua Fredda	id=g:6953975
Monte Montrone	id=g:6953976
Monte Petrito	id=g:6953977
Monte Belvedere	id=g:6953978
Cugno della Pica	id=g:6953979
Cugno Notaro	id=g:6953980
Serra delle Vigne	id=g:6953981
Monte Serravuzzo	id=g:6953982
Via del Corso	id=g:6953998
Stadio Olimpico	id=g:6954037
Auditorium Parco della Musica	id=g:6954038
Central Station Roma Termini	id=g:6954039
Fortezza da Basso	id=g:6954040
Basilica of Santa Croce	id=g:6954041
Artemio Franchi Fiorentina stadium	id=g:6954042
Nuova Fiera di Roma	id=g:6954043
Museo d'Arte Contemporanea di Roma	id=g:6954044
Via Condotti	id=g:6954045
i Vancori	id=g:6954062
Filo dell'Arpa	id=g:6954066
Fossa Felci	id=g:6954067
Forum	id=g:6954080
Corso Como	id=g:6954083
Autodromo Nazionale Monza	id=g:6954086
Campo de Fiori	id=g:6954091
Piazza Venezia	id=g:6954095
Piazza Barberini	id=g:6954100
Piazza del Popolo	id=g:6954102
Piazza Di Spagna	id=g:6954110
Santa Maria Maggiore	id=g:6954112
Santa Maria In Trastevere	id=g:6954115
Villa Farnesina	id=g:6954118
Stadio Flaminio	id=g:6954121
Pancugolo	id=g:6954624
La Palla	id=g:6954878
Cima Sassara	id=g:6954879
Monte Fiegni	id=g:6955064
Monte Cetrognola	id=g:6955065
Kasseler Hütte	id=g:6955134
Monte della Strega	id=g:6955150
Monte Culumeo	id=g:6955151
Monte Cielo	id=g:6955152
Teatro Massimo	id=g:6955274
Elisoccorso 118 Como	id=g:6955282
Il Pirata	id=g:6955313
Monvallina	id=g:6955314
Bardello	id=g:6955315
Lido Camping	id=g:6955316
Mulino di Turro	id=g:6955318
Provincia di Fermo	id=g:6955471
Carruba	id=g:6955475
Vecchio Franklyn	id=g:6955481
Torrente Palvico	id=g:6955562
rio Lora	id=g:6955563
rio Tai	id=g:6955564
fiume Chiese	id=g:6955565
rio Sorino	id=g:6955566
rio santa Barbara	id=g:6955567
Campi Elisi	id=g:6955568
Provincia di Barletta - Andria - Trani	id=g:6955699
Provincia di Monza e della Brianza	id=g:6955700
AC Brescia	id=g:6955823
Monte Priafora	id=g:6955984
Marcelli	id=g:6956139
Ronche	id=g:6956238
Barcis	id=g:6956239
Ca' Selva	id=g:6956240
Ca' Zul	id=g:6956241
Lago di Val Gallina	id=g:6956242
Canale Amman	id=g:6956245
Cimitero di Fontanafredda	id=g:6956246
Chiesa del Santissimo Redentore	id=g:6956247
Chiesa di San Giorgio Martire	id=g:6956248
Stadio Omero Tognon	id=g:6956249
Stazione di Fontanafredda	id=g:6956250
ex Sito Hawk	id=g:6956251
S. Andrea di Cassine	id=g:6956368
Cascata di Ponte Alto	id=g:6957264
Cave di Pila	id=g:6957265
Monte Scriccio	id=g:6957275
Monte Cercen	id=g:6957280
Monte Ninna	id=g:7115200
Monte Santa Trinità	id=g:7115202
Altopiano di Montásio	id=g:7115282
Castello di Trezzo	id=g:7115625
Minitalia-Leolandia	id=g:7115626
Crespi d'Adda	id=g:7115627
Località La Madonnina	id=g:7115992
Pian de' Valli	id=g:7116130
Campoforogna	id=g:7116131
Colle Sommeiller	id=g:7116280
Punta Maestra	id=g:7116456
Immobilien Paul Siller Immobili	id=g:7116512
Monte Diamante	id=g:7116658
Monte Tobbio	id=g:7116659
Monte delle Fosse	id=g:7116882
Monte Carone	id=g:7116889
Lago Ritorto	id=g:7117105
Civita di Bagnoregio	id=g:7117280
San Pellegrino in Alpe	id=g:7117913
Monti	id=g:7117914
Treschietto	id=g:7117915
Miseglia	id=g:7117916
Sant'Anna di Stazzema	id=g:7117919
Pruno	id=g:7117921
Morocco	id=g:7117929
Castello di Montefioralle	id=g:7117930
La Piazza	id=g:7117931
Barbischio	id=g:7117933
Colonna di Grillo	id=g:7117935
Madonna dei Tre Fiumi	id=g:7117955
Coniale	id=g:7117962
San Pellegrino	id=g:7117963
Acquadalto	id=g:7117964
Vespignano	id=g:7117973
Mulinaccio	id=g:7117983
