Shīv-ā Hiskt	id=g:446063
Nahr at Tamīmī	id=g:6755920
Falaḩ Ţarkhī	id=g:6755921
‘Arab al Qāyim	id=g:6755922
‘Arab ad Diyāb	id=g:6755923
‘Arab at Tamāyim	id=g:6755924
‘Arab al Khiffah	id=g:6755925
Nahr Sulaylah	id=g:6755926
Tall Muḩul	id=g:6755927
Falaḩ Shaykh Muḩammad al Khiḑr	id=g:6755928
Falāḩ Muḩammad al Khiḑr	id=g:6755929
Tall Umm al Khaţţ	id=g:6755930
Qal‘at Malţūs	id=g:6755931
Qal‘at Thāmir	id=g:6755932
Falāḩ Thāmir	id=g:6755933
Maftūl Abū az Zaman	id=g:6755934
Tall Abū Zaman	id=g:6755935
Maftūl ‘Arūgah	id=g:6755936
Ḩāj Āl Wahīb	id=g:6755937
Tall al Manşūr	id=g:6755938
Ghāzī Āl ‘Anīd	id=g:6755939
Al Ḩanān	id=g:6755940
Faza‘ ad Diflah	id=g:6755941
Tall ‘Ajīl	id=g:6755942
Tall az Zigrīyah	id=g:6755943
Qal‘at aţ Ţūl	id=g:6755944
Thāmar al Mazbūd	id=g:6755945
‘Arab Muwāzī	id=g:6755946
Nahr Ţīwan	id=g:6755947
Nahr Muḩammad	id=g:6755948
Banī Rakāb	id=g:6755949
‘Arab ‘Abbās al Halāmah	id=g:6755950
Īshān ‘Ajrīn	id=g:6755951
Nahr al Charīnī	id=g:6755952
Farḩī Abū Qubūr	id=g:6755953
Nahr Garmat Malḩīyah	id=g:6755954
Muḩtarcha	id=g:6755955
Ruḩaymāwī	id=g:6755956
Jabal al Baīḑtayn	id=g:6755959
Makhfar Ḩudūd al Ma‘ānīyah	id=g:6755960
Makhfar Ḩudūd al Lumīmah	id=g:6755961
Maqarr ad Dīb	id=g:6755962
Abū ar Rumān	id=g:6755967
Tulūl al Amghar	id=g:6755968
Wādī al Luwayzīyah	id=g:6755969
Tabl	id=g:6755970
Umm Nafījāt	id=g:6755971
Umm Kaţīyah	id=g:6755972
Al Ḩusījayāt	id=g:6755973
Al Ḩusījīyah	id=g:6755974
An Nukhaylah	id=g:6755975
Wādī Adīb	id=g:6755976
Wādī ad Dū‘afalah	id=g:6755977
Al Bunayyah	id=g:6755978
Wādī al Khara‘ī	id=g:6755979
Abū Nufuk	id=g:6755980
Abū Jīrr wa al Bardah	id=g:6756941
Abū Ragībah	id=g:6756942
Khashm al ‘Iza	id=g:6756943
Tall al Mangūbah	id=g:6756944
Tall al Makhūl	id=g:6756945
Kārat al Jamāl	id=g:6756946
Tall al Fahd	id=g:6756947
Marqab al Ḩaşān	id=g:6756948
Khashm al Bāridah	id=g:6756949
Tall Abū Jumah	id=g:6756950
Tall Abū Şamghīyah	id=g:6756951
Qaşr Thumayl	id=g:6756952
Al Makhāzjah	id=g:6756953
Rāḑī al Ḩagbah	id=g:6756954
Chalīb ash Shaykh	id=g:6756955
Guwayţir	id=g:6756956
‘Ayn al ‘Aşfūrīyah	id=g:6756957
Aş Şalbchīyah	id=g:6756958
Rashm Abū Dakr	id=g:6756959
Jurāyb ash Shaykh	id=g:6756960
Al ‘Awāsal	id=g:6756961
Wādī Thumayl	id=g:6756962
Al Baḩbaḩah	id=g:6756963
‘Ayn al Ḩaşū	id=g:6756964
Al Ghawr	id=g:6756965
Wādī ‘Ashwah	id=g:6756966
Wādī an Nakhīlah	id=g:6756967
Wādī al ‘Awāsil	id=g:6756968
Wādī al Ḩagbah	id=g:6756969
Wādī aş Şabāḩ	id=g:6756970
Wādī al Muḩammad	id=g:6756971
Wādī Thumayl	id=g:6756972
Wādī Abū Jīrr	id=g:6756973
Far‘ Abū Sadīrah	id=g:6756975
Rijlat al Ghadaf	id=g:6756976
Wādī Rijlat al Ghadaf	id=g:6756977
Far‘ Abū Sadīrah	id=g:6756978
Wādī Abū Ḩamām	id=g:6756979
Wādī Umm aţ Ţiyūr	id=g:6756980
Al Ghadaf	id=g:6756981
Rijlat Abū Jaḩf	id=g:6756982
Al Ghadaf	id=g:6756983
Ath Thamīlīyāt	id=g:6756984
Tall al Mu‘tarḑah	id=g:6758558
Wādī al Karmūdīyah	id=g:6758559
Miḑakhkhat Mā’ az Zark	id=g:6758560
Miḑakhkhat al Faj	id=g:6758561
Ar Rūthīyah	id=g:6758562
Tulaylāt az Zark	id=g:6758563
Al Hawīmil	id=g:6758564
Umm al ‘Az̧m	id=g:6758565
‘Ayn Aḩmad	id=g:6759145
Arāḑī al Khaşfah	id=g:6759146
Wādī al Asadī	id=g:6759147
‘Ayn al Mukhlif	id=g:6759148
Umm Mays	id=g:6759149
‘Ayn Sa‘d	id=g:6759150
‘Ayn Zagţah	id=g:6759151
‘Ayn al Ghad	id=g:6759152
‘Ayn al Arnab	id=g:6759153
Wādī Umm Mays	id=g:6759154
Wādī Zajhawānah	id=g:6759155
Wādī Banāt al Ḩusn	id=g:6759156
Wādī Ḑāmah	id=g:6759157
Wādī Rāsūs	id=g:6759158
Wādī Shāyib Busaybah	id=g:6759159
Wādī Ḩuwayk	id=g:6759160
Wādī ‘Abdū	id=g:6759161
Maḩaţţat Ḑakhkh Aīj Ithnān	id=g:6759162
Maḩaţţat Ḑakhkh Aīj Wāhid	id=g:6759163
Sahl Ḩawrān	id=g:6759164
Tall Mawqif al Fatl	id=g:6759165
Tall Ḩamrat Ḩawrān	id=g:6759166
Qabr Ţāhir al Badrī	id=g:6759167
Arāḑī as Salām	id=g:6759168
Wādī Zughaydān	id=g:6759169
Ţarīq Kabaysah - Riḑā	id=g:6759170
Wādī Nabāz	id=g:6759171
Rijlat Ḩawwāq	id=g:6759172
Ḩawrān	id=g:6759173
Ālbū Ghannām	id=g:6759174
Sha‘īb Mudaysīs	id=g:6759182
Fayḑat al Baţn	id=g:6759183
Ḩukay al Ghaşaş	id=g:6759184
Makhfar Ḩudūd ash Shahīd Hāshim	id=g:6759185
Jibāl ar Ruwāk	id=g:6759186
Z̧aharat al Baţn	id=g:6759187
Wādī al ‘Akrāwī	id=g:6759188
Darb al Ḩajj	id=g:6759189
Makhfar Ḩudūd Makr an Na‘‘ām	id=g:6759191
Makr an Na’’ām	id=g:6759192
Wādī al Majnah	id=g:6759193
Khabrat al Ghaţīyah	id=g:6759200
Sha‘īb al Walij	id=g:6759201
Makhfar Ḩudūd Ţraybīl al Jadīd	id=g:6759202
Wādī al Athinah	id=g:6759203
Al Mujaymin	id=g:6759204
Khabārī al Ḩabbah	id=g:6759205
Makhfar Ḩudūd al Athinah	id=g:6759206
Khabrat Umm Ḩaşá	id=g:6759207
Khabārī al Hawá	id=g:6759214
Khabrat ‘Anīzah ash Shimālīyah	id=g:6759215
‘Anīzah	id=g:6759216
An Nuhaydayn	id=g:6759217
An Naz̧āyim	id=g:6759218
Ghadfat an Nuhaydīn	id=g:6759219
Wādī as Saţīḩ	id=g:6759220
Tall Lajmān	id=g:6759221
Imām Ibrāhīm	id=g:6759275
Wādī Qarah Tabbah	id=g:6759276
Haylān	id=g:6759277
Tall Khalāwah	id=g:6759278
Ḑarīḩ Sayyidlān	id=g:6759279
As Sa‘dīyah	id=g:6759280
Abū Ţaḩīn	id=g:6759281
Tall Aḩmad al Mughayr	id=g:6759282
Hawr ash Shaḩinah	id=g:6759283
Nahr al Khalāwīyah	id=g:6759284
Askī Kūbrī Jadwī	id=g:6759285
Askī Kūbrī Maḩmūd Chāwīsh	id=g:6759286
Marāḩ	id=g:6759287
Nājī	id=g:6759288
Mullah Khaḑīr	id=g:6759289
Ālbū Shāţī	id=g:6759290
Ghazīl	id=g:6759291
Ḩājj Aḩmad	id=g:6759292
Ālbū Yūsif	id=g:6759293
‘Ayn Laylat al Qadīmah	id=g:6759294
Kawkjān	id=g:6759295
Kawkjān	id=g:6759296
Sajlah	id=g:6759297
Khayzrānah	id=g:6759298
Wādī Ḑaḩālī	id=g:6759299
Qawrah	id=g:6759300
Ḩumayd Karīm	id=g:6759301
‘Alī Sarāy as Sufla	id=g:6759302
Zargūsh al Jadīd	id=g:6759303
Maqbarat Yālghūz Aghāj	id=g:6759304
‘Amr Mandān al ‘Alyā	id=g:6759305
‘Amr Mandān as Suflá	id=g:6759306
Niz̧ām	id=g:6759307
Tall Khazaf	id=g:6759308
Wādī Sanaydas	id=g:6759309
Wādī Ḩuşaywāt	id=g:6759310
Markaz Shurţat Anjānah	id=g:6759311
Wādī al ‘Abāyir	id=g:6759312
Badwī al ‘Alī	id=g:6759313
Maḩmūd al Khalaf	id=g:6759314
Abū Bakr	id=g:6759315
Jāsim al Ḩumayd	id=g:6759316
Şālaḩ al ‘Azāwī	id=g:6759317
Al Aḩmūdīyah	id=g:6759318
Salmān al Aḩmad	id=g:6759319
Saba‘ al Akhmays	id=g:6759320
Markaz Shurţat al ‘Az̧īm	id=g:6759321
Hādī al Fayāḑ	id=g:6759322
Qaryat Ḩājj Radām	id=g:6759323
Qaryat Abū Ḩalīj	id=g:6759324
Abū Ḩalīj	id=g:6759325
Tall Abū Ḩalīj	id=g:6759326
Khuḑayr Kāw	id=g:6759327
Tall Khuḑayr Kāw	id=g:6759328
Muḩammad Sharīkh	id=g:6759329
Muḩammad Khalaf	id=g:6759330
Al Kar‘ah	id=g:6759331
Ḩasan Albahāybī	id=g:6759332
As Safrah	id=g:6759333
Al Aghāyīr	id=g:6759334
Ḩasan az̧ Z̧a‘an	id=g:6759335
Şibāḩ al ‘Azāwī	id=g:6759336
Makhūl	id=g:6759337
At Tīnah	id=g:6759338
Sadd Ḩumrayn	id=g:6759339
‘Arab ‘Anbakīyah	id=g:6759340
Al Amjāriyayn	id=g:6759341
Al Qanbarīyah	id=g:6759342
Makhfar Shurţat Jisr Abū Ḩajar	id=g:6759343
Tall Ubaytī	id=g:6759344
‘Abd Allāh	id=g:6759345
‘Arab Salūm	id=g:6759346
Mūsrī	id=g:6759347
Māwī	id=g:6759348
Tall Abū Sibākh	id=g:6759349
Tall Abū Tarābah	id=g:6759350
Maḩmūd al Jūhur	id=g:6759351
Zayān al Ghaḑbān	id=g:6759352
Raḩīm Mahdī	id=g:6759353
Maḩmūd Khuḑayr	id=g:6759354
Abū Gharah	id=g:6759355
Abū Gharah	id=g:6759356
Ḩīlān al Maţluk	id=g:6759357
Tall Shihāb	id=g:6759358
Ya‘qūb al Ḩusayn	id=g:6759359
Yūsif al Muḩammad	id=g:6759360
Jamīl al Ḩasūn	id=g:6759361
Dākhil al Maḩmūd	id=g:6759362
Gurd ‘Alī	id=g:6759363
‘Aţīyah as Sa‘dūn	id=g:6759364
Najm	id=g:6759365
‘Abd Allāh al Ḩusayn	id=g:6759366
Al Kuwām	id=g:6759367
Ḩaşan Imām ‘Abbās	id=g:6759368
Darāwīsh al ‘Arabī	id=g:6759369
Muḩammad an Nāşr	id=g:6759370
Imām ‘Abbās	id=g:6759371
Shafaq Raq	id=g:6759372
‘Alī al Wafāy	id=g:6759373
Shawk ar Raym	id=g:6759374
Ḩasan Dakdak	id=g:6759375
Mullā Shihāb	id=g:6759376
Imām Ţālib	id=g:6759377
Ja‘fir al Jama‘ah	id=g:6759378
Ismā‘īl al Jadīd	id=g:6759379
Ismā‘īl al ‘Aysá	id=g:6759380
Maḩaţţat Qiţār al Manşūrīyah	id=g:6759381
Qaryat Abū Z̧ahīr	id=g:6759382
Kayşān al Qadīmah	id=g:6759383
Tall al ‘Aţūnāt	id=g:6759384
Wādī Ubaytir	id=g:6759385
Tall Sa‘īdah	id=g:6759386
Raml	id=g:6759387
Maqbarat ash Shahdā’	id=g:6759388
Ḩājj Ḩumayd	id=g:6759389
Maţār Walī ‘Abbās ath Thānawī	id=g:6759390
Makhāzn ’Atād Sarīyah al Madfa’īyah fī al Khālaş	id=g:6759391
Ibrāhīm Muḩammad al Farkān	id=g:6759392
Qanāt Ḩasanīyah	id=g:6759393
Qanāt Mārfū al Kabīr	id=g:6759394
Imām Manşūr	id=g:6759395
Jalūb	id=g:6759396
Ghaylān	id=g:6759397
Raghūl al Fatḩah	id=g:6759398
Mu‘āskar Khāliş al Qadīm	id=g:6759399
Rimāl	id=g:6759400
Tall Qabr al Ḩadīdī	id=g:6759401
Ḩanjūrah	id=g:6759402
Ishān Khān al Farqah	id=g:6759403
Khān al Farqah	id=g:6759404
Karīm Khalaf	id=g:6759405
Qaryat Shawk ad Dīm	id=g:6759406
Īshān al Abyaḑ	id=g:6759495
Ālbū Shutaywī as Sādah	id=g:6759496
Tall Abū Zafar	id=g:6759497
Nahr Umm Jamhar	id=g:6759498
Nahr al ‘Arab	id=g:6759499
Nahr Maliḩ	id=g:6759500
Nahr al Kasab	id=g:6759501
Madrasat al Mazān	id=g:6759502
Az Zargānīyah	id=g:6759503
Nahr aş Şārikh	id=g:6759504
Nahr Zaḩmah	id=g:6759505
Nahr Aghnīmah	id=g:6759506
As Sirāj	id=g:6759507
Nahr Tamar al ‘Azīz	id=g:6759508
Tall Sāyis	id=g:6759509
Nahr Khuraym	id=g:6759510
Nahr ar Rajhān	id=g:6759511
Nahr Shaţţ ad Dujaylah	id=g:6759512
As Safḩah	id=g:6759513
Nahr Surayb	id=g:6759514
Nahr Badrīyah	id=g:6759515
Al Yūsufīyah	id=g:6759516
Nahr ‘Azlān	id=g:6759517
Nahr al Qūwah	id=g:6759518
Dahash	id=g:6759519
Nahr Ḩabbah	id=g:6759520
Nahr Jurayrah	id=g:6759521
Akrīsh	id=g:6759522
Muḩsin al Ḩarbūsh	id=g:6759523
Nahr al Musaykhah	id=g:6759524
Nahr Umm Yadin	id=g:6759525
Nahr Abū Dahas	id=g:6759526
Nahr Shākhat Umm Khizy	id=g:6759527
Tall Muzayrīr	id=g:6759528
Nahr Manār	id=g:6759529
Nahr Ḩusnah	id=g:6759530
‘Amārah	id=g:6759531
Hawr Abū Ḩulayfīyah	id=g:6759532
Hawr Umm al Fakk	id=g:6759533
Nahr aţ Ţulaymī	id=g:6759534
Tall Gamar	id=g:6759535
Dahak	id=g:6759536
Nahr Karīmāwīyah	id=g:6759537
Tall al Buwayḑāt	id=g:6759538
Nahr Karmar	id=g:6759539
Jā‘ah	id=g:6759540
Al ‘Ābid	id=g:6759541
Banī ‘Umayr	id=g:6759542
Nahr Amsarīn	id=g:6759543
Nahr az Zarkānīyah	id=g:6759544
Al Badrīyah	id=g:6759545
Nahr Ahjīl	id=g:6759546
Nahr ad Du‘aybalīyah	id=g:6759547
Ni‘mah Ḩatḩūt	id=g:6759548
Qaşr Muḩammad as Sa‘dūn	id=g:6759549
Shishām	id=g:6759550
Ḩasan as Sa‘dūn al Ḩamak	id=g:6759551
‘Utbah Ḩasan al ‘Abbās	id=g:6759552
Tall al Aghbar	id=g:6759553
Nahr ad Dayr	id=g:6759554
Nahr as Saddah	id=g:6759555
Nahr Ibn Ḩusām	id=g:6759556
Nahr al Ḩamīyah	id=g:6759557
Muḩammad al ‘Ānī	id=g:6759558
Al Ḩamīdīyah	id=g:6759559
‘Abd al Wahhāb as Sa‘dūn	id=g:6759560
Nahr al ‘Awnīyah	id=g:6759561
Umm al Khillah	id=g:6759562
Nahr al Ghasham	id=g:6759563
Nahr Suwayb	id=g:6759564
Arāḑī al Basdūkīyah	id=g:6759565
Nahr al Faza‘	id=g:6759566
Nahr ash Shalwah	id=g:6759567
Şalāl Ihlīl	id=g:6759568
Nahr ad Duwaykī	id=g:6759569
Banī ‘Umar	id=g:6759570
Ālbū Kalb	id=g:6759571
Ālbū Gharbī	id=g:6759572
Tall Basmah	id=g:6759573
Abū al Murshid	id=g:6759574
Ghāfil	id=g:6759575
‘Amārah	id=g:6759576
Īshān Kurayn Wīs	id=g:6759577
Nahr al Jamīlah	id=g:6759578
Ar Rāyah	id=g:6759579
Tall Tuwaym	id=g:6759580
Tall Abū Dhahab	id=g:6759581
Tall Nujayri‘	id=g:6759582
Tall aḑ Ḑiyā‘	id=g:6759583
Banī ‘Umayr	id=g:6759584
Tall Mughayraz	id=g:6759585
Tulūl Widā‘	id=g:6759586
Nahr ad Dajīlat al Ḩadīth	id=g:6759587
Nahr ar Rawjī	id=g:6759588
Madrasat al Bādīyah	id=g:6759589
Nahr Abū Ḩujūl	id=g:6759590
Nahr al Manfūkh	id=g:6759591
Nahr Sīdī	id=g:6759592
Nahr al Ḩamrā’	id=g:6759593
Umm al Jiryān	id=g:6759594
Tall Zunaybīr	id=g:6759595
Nahr Ţalāl	id=g:6759596
Ālbū Shutaywī Sādat	id=g:6759597
As Sayyid Hāshim	id=g:6759598
Nahr Murayziḩ	id=g:6759599
Nahr Falālā	id=g:6759600
Nahr al Mubāţ	id=g:6759601
Ḩasan al Khayūn	id=g:6759602
Ālbū Badr	id=g:6759603
Nahr al Isbīlī	id=g:6759604
‘Ibār	id=g:6759605
Nahr ‘Aqaz	id=g:6759606
Imām Sayyid Yās	id=g:6759607
Salmān as Sa‘dūn	id=g:6759608
Ḩusayn al Khayyūn	id=g:6759609
Nahr Abū Ţabīkh	id=g:6759610
Sayyid ‘Abd al ‘Az̧īm	id=g:6759611
As Sādah	id=g:6759612
Ad Duraysāt	id=g:6759613
Nahr ar Rat‘ah	id=g:6759614
Tulūl al Yakrat	id=g:6759615
Tall Abū Z̧āyir	id=g:6759616
Nahr al Mazāk	id=g:6759617
Tall Umm as Sudūd	id=g:6759618
Amhūs	id=g:6759619
‘Abd ‘Alī	id=g:6759620
Īshān Waţyah	id=g:6759621
‘Amārah	id=g:6759622
Az Zawāmil	id=g:6759623
Sāliḩ an Nawwām	id=g:6759624
Nahr Amhūs	id=g:6759625
‘Āmirīyah	id=g:6759626
Rabī‘ah	id=g:6759627
Tall Abū Kūrah	id=g:6759628
Hawr az Zahrah	id=g:6759629
Nahr aţ Ţulayḩī	id=g:6759630
Tulūl al Ukhayḑar	id=g:6759631
Ḩusayn al Jabr	id=g:6759632
Najm al ‘Abbās	id=g:6759633
‘Urfī ‘Awdah	id=g:6759634
Tall Wilāyah	id=g:6759635
Nahr al Basdūkīyah	id=g:6759636
Ālbū Shutaywī	id=g:6759637
Nahr Barūk	id=g:6759638
Miyāḩ ‘Uwaysī	id=g:6759639
Nahr al Muwaffaqīyah	id=g:6759640
Nahr al ‘Ugayl	id=g:6759641
Nahr Umm ar Rīsh	id=g:6759642
Tall ‘Uwayr	id=g:6759643
Az Zawāmil	id=g:6759644
Nahr al Kurdīyah	id=g:6759645
Nahr al ‘Uzāf	id=g:6759646
Nahr al Qass	id=g:6759647
Akrīsh	id=g:6759648
Az Zarkānīyah	id=g:6759649
Arāḑī Nahr Jisām	id=g:6759650
Nahr Abū Rabbih	id=g:6759651
Ḩamīdīyah	id=g:6759652
Miyāḩ Rabī‘ah	id=g:6759653
Hawr Abū Jāmūs	id=g:6759654
Tall Īshān Abū Khamīs	id=g:6759655
Al Basrūkīyah	id=g:6759656
Nahr aţ Ţabkh	id=g:6759657
Salmān as Sa‘dūn	id=g:6759658
Tall ar Raghlīyah	id=g:6759659
Tall at Tawlīd	id=g:6759660
‘Imārah	id=g:6759661
Ar Raghlah	id=g:6759662
Absīr	id=g:6759663
Sīyāj	id=g:6759664
Nahr ash Shayb	id=g:6759665
Khalaf al ‘Uglah	id=g:6759666
Nahr al Yāsirī	id=g:6759667
Nahr ar Rabyah	id=g:6759668
Ālbū Badr	id=g:6759669
As Salbah	id=g:6759670
Nahr Azgāţ	id=g:6759671
Az Zagāţah	id=g:6759672
Nahr al Jamīlah	id=g:6759673
Duwayb	id=g:6759674
‘Abd al Hādī	id=g:6759675
Nahr Burayhāwī	id=g:6759676
Nahr al Khashmī	id=g:6759677
‘Ujayl ‘Abd ar Razzāq	id=g:6759678
Dakhīl al Manşūr	id=g:6759679
Nahr Ţūwaymah	id=g:6759680
Nahr ar Raf‘ī‘	id=g:6759681
Nahr Ḩaydar	id=g:6759682
Miyāḩ ‘Abd al Karakān	id=g:6759683
Ash Shayb	id=g:6759684
As Sawālim	id=g:6759685
Az Zarkānīyah	id=g:6759686
Tall Abū Khay	id=g:6759687
Tall Maghlaţ ash Sharqī	id=g:6759688
Tall Maghlaţ al Gharbī	id=g:6759689
Nahr Abū Khay	id=g:6759690
Tall aţ Ţūwayshī	id=g:6759691
Hawr az Zahrah	id=g:6759692
Tall aţ Ţūwayshī ash Sharqī	id=g:6759693
Nahr Şubayḩah	id=g:6759694
Tall al Aqra‘	id=g:6759695
Al Badrīyah	id=g:6759696
Nahr Abū Dhahab	id=g:6759697
Al ‘Āyid	id=g:6759698
Nahr al Jaşānī	id=g:6759699
Miyāḩ ar Rabī‘ah	id=g:6759700
Nahr ash Shayb	id=g:6759701
Tall an Nawfalī	id=g:6759702
An Nawfalī	id=g:6759703
‘Āyid Rabī‘ah	id=g:6759704
Nahr ash Shabāb	id=g:6759705
Tall Umm Rahwān	id=g:6759706
Tall Izbaydān	id=g:6759707
‘Abd Allāh as Sa‘dūn	id=g:6759708
Tall Imsīrah	id=g:6759709
Tall Zubayrah	id=g:6759710
Tall Aswad	id=g:6759711
Tall Abū Bisht	id=g:6759712
Hawr al Ubsaybi‘	id=g:6759713
Al ‘Ābid	id=g:6759714
Nahr Abū Dukhn	id=g:6759715
Tall Abū Jāfit	id=g:6759716
Miyāḩ Rabī‘ah	id=g:6759717
Miyāḩ	id=g:6759718
Nahr as Sāyīḩ	id=g:6759719
Nahr al Amsīj	id=g:6759720
Nahr Akhū Shābi‘ah	id=g:6759721
Nahr Ḩusayn	id=g:6759722
Nahr ash Sharwah	id=g:6759723
Tall Mu‘akrafāt	id=g:6759724
Tall as Sufun	id=g:6759725
Arāḑī az Zawīyah	id=g:6759726
Nahr al Ghumaymīyah	id=g:6759727
Ḩamīd as Sa‘dūn	id=g:6759728
Nahr Umm ‘Ujūl	id=g:6759729
Nahr ash Shibr	id=g:6759730
Hawr al Fandīyah	id=g:6759731
Hawr al Ḩusaynīyah	id=g:6759732
Qal‘at ash Shiblī	id=g:6759733
Hawr ‘Aţā	id=g:6759734
Nahr Ka‘b	id=g:6759735
Nahr Juwayzī	id=g:6759736
Nahr Abū Ţabīkh	id=g:6759737
Nahr Ḩusaynīyah	id=g:6759738
Nahr al Kurah wa al Basharīyat	id=g:6759739
Nahr Ghanmāwī	id=g:6759740
Al Başal	id=g:6759741
Kāz̧im al Fahd	id=g:6759742
Zubayd	id=g:6759743
Tall al Qāwilīyah	id=g:6759744
Nahr Fayşalī	id=g:6759745
Tall Akraf al Janūbī	id=g:6759746
Tall al Aḩmar al Gharbī	id=g:6759747
Tall al Aḩmar ash Sharqī	id=g:6759748
Nahr Faraj Allāh	id=g:6759749
Nahr al ‘Iţr	id=g:6759750
Majīd Bayg	id=g:6759751
Nahr as Safīnah	id=g:6759752
Nahr al ‘Awdah	id=g:6759753
Nahr al Firhaydah	id=g:6759754
Nahr al Qaşabīyah	id=g:6759755
Hādī as Sa‘dūn	id=g:6759756
Nahr Juwaydī	id=g:6759757
Nahr ad Dujaylah	id=g:6759758
Umm Faynal	id=g:6759759
Hawr Dalmaj	id=g:6759760
Khirr al Barghashah	id=g:6759761
Tall Ḩalīmah	id=g:6759762
Tall Ma‘laf ‘Antar	id=g:6759763
Īshān Şabḩah	id=g:6759764
Īshān Dahsh	id=g:6759765
Nahr Thabit	id=g:6759766
Tall al Iftīl	id=g:6759767
Mītāḩ	id=g:6759768
Tall al Jāzūkh	id=g:6759769
Al Yawrah	id=g:6759770
Saddat as Sīn	id=g:6759771
Tall al Uhayrah	id=g:6759772
Tall al Mabtarah	id=g:6759773
Tall al Mīr al Gharbī	id=g:6759774
Tall Umm al Faţāyis	id=g:6759775
Az Zawāmil	id=g:6759776
Nahr Kashah	id=g:6759777
Nahr Şaryjah	id=g:6759778
Şubḩī	id=g:6759779
Īshān Şabḩah	id=g:6759780
Hawr al Jārah	id=g:6759781
Al ‘Āyid	id=g:6759782
Imām Ālbū al Wanī	id=g:6759783
Nahr al Jiryān	id=g:6759784
‘Alī al Ḩanārah	id=g:6759785
Akrīsh	id=g:6759786
Ḩuşaybah	id=g:6763559
Al Fayzīyah	id=g:6763560
Shīḩ ‘Abd Allāh	id=g:6763561
Shīḩ Ibrāhīm	id=g:6763562
Tulūl Khirān	id=g:6763563
Tulūl Subāb	id=g:6763564
Ḩāwiyat Albūḩardān	id=g:6763565
Darjah	id=g:6763566
Tall al Qā’im	id=g:6763567
Fayyāḑīyah	id=g:6763568
Jarr Yachīb	id=g:6763569
Qūr al Ghawr	id=g:6763570
Qūr al Muz̧ābīyah	id=g:6763571
Qūr al Aghawāt	id=g:6763572
Makhfar Shurţat al Qunayţirah	id=g:6763573
Shu‘bat Simmah	id=g:6763574
Al Barak	id=g:6763575
Al Barth	id=g:6763576
Thalāth Rijūm	id=g:6763577
Wādī al Qa’im	id=g:6763578
Wādī al ‘Arabah	id=g:6763579
Sha‘īb Rashsh	id=g:6763580
Wādī at Turayjīyah	id=g:6763581
Wādī Jaylān	id=g:6763582
Wādī Abū Dafīr	id=g:6763583
Wādī Buwaykhah	id=g:6763584
Wādī al ‘Urayij	id=g:6763585
Wādī al Jābirīyah	id=g:6763586
Wādī Jubayb	id=g:6763587
Ar Rūmīyah	id=g:6763588
Al Mulaylī	id=g:6763589
Al Bayḑah	id=g:6763590
Al Khaşm	id=g:6763591
Ar Rāfidah	id=g:6763592
Jarin al Jazrī	id=g:6763593
Wādī ash Shāhibān	id=g:6763594
As Safrah	id=g:6763595
Az Za‘farānīyah	id=g:6763596
Al Waḑḑāḩīyah	id=g:6763597
Ḩāwī Arţājah	id=g:6763598
Ḩuwaymah	id=g:6763599
Al Ash‘īthī	id=g:6763600
As Sa‘īdīyah	id=g:6763601
Ḩawījat al Khawr	id=g:6763602
Az Zallah	id=g:6763603
Ad Dayr	id=g:6763604
Wādī al ‘Asal	id=g:6763605
Wādī as Sādah	id=g:6763606
Wādī al Khawr	id=g:6763607
Wādī as Sujayrah	id=g:6763608
Wādī al Jarwah	id=g:6763609
Baylūkah	id=g:6763610
Wādī ‘Uz̧naytayn	id=g:6763611
Qūr Baţţīkhah	id=g:6763612
Qūr al Aslāf	id=g:6763613
Qūr at Turāḩ	id=g:6763614
Qūr Abū Rīshām	id=g:6763615
Tulūl Ḩamad ad Dīj	id=g:6763616
Qūr Fahdāwī	id=g:6763617
Qūr ‘Uz̧aynatayn	id=g:6763618
As Sa‘dīyah	id=g:6763619
Wādī Fahrāwī	id=g:6763621
Wādī al ‘Urayij	id=g:6763622
Wādī al ‘Urayij	id=g:6763623
Wādī al Jābirīyah	id=g:6763624
Qārat Khayfah	id=g:6763625
Qūr al Mānī	id=g:6763626
Al Jābirīyah	id=g:6763627
‘Ayn al Wakhmah	id=g:6763628
Wādī Albūāykah	id=g:6763629
Qārat as Sayyid	id=g:6763630
Qārat Umm Zurūr	id=g:6763631
Wādī al Māni‘ ash Sharqī	id=g:6763632
Wādī al Māni‘ al Aswad	id=g:6763633
Wādī al Māni‘ aţ Ţawīl	id=g:6763634
Wādī Fahīdah	id=g:6763635
Wādī Rawīyah	id=g:6763636
Ţarīq Maḩaţţat Ḑakhkh Tā’ Wāhid - Ayj Wāhid	id=g:6763637
Ad Darjah	id=g:6763638
Bīr al Marāsimah	id=g:6763639
Al Muḩāḑah	id=g:6763640
Al Ḩamdāwī	id=g:6763680
Ash Sharish	id=g:6763681
Ālbū Gharīb wa Ḩiyāz Sharqī	id=g:6763682
Hājj Nāşr	id=g:6763683
Nahr aş Şabīyah	id=g:6763684
Al Ḩamdānī	id=g:6763685
Jisr al Maghīj	id=g:6763686
Ash Shithāthah	id=g:6763687
Ḩamzah	id=g:6763688
Hawr ash Shāf‘aī	id=g:6763689
Al Ma‘dān	id=g:6763690
Mabāzil Ţābat Ḩakūmīyah	id=g:6763691
Nahr al Jīrī	id=g:6763692
Nahr al Mashrūḩ	id=g:6763693
Al Maşra‘	id=g:6763694
