Republic of Kenya	id=g:192950
Chares	id=g:199805
Charangai	id=g:199806
Charama	id=g:199807
Chara Location	id=g:199808
Charakuno	id=g:199809
Charakuno	id=g:199810
Charachani	id=g:199811
Charaa	id=g:199812
Chapulo	id=g:199813
Chapulo	id=g:199814
Chaptalal Sub-Location	id=g:199815
Chaptalal	id=g:199816
Chapranoya	id=g:199817
Chapot	id=g:199818
Chapel Rock	id=g:199819
Chapei	id=g:199820
Chapchap Location	id=g:199821
Chaparaki	id=g:199822
Chaongo	id=g:199823
Chanzeywe	id=g:199824
Chanyigi	id=g:199825
Chanya Road	id=g:199826
Chanlers Falls	id=g:199827
Chania Location	id=g:199828
Chania Falls	id=g:199829
Chania	id=g:199830
Chania	id=g:199831
Chania	id=g:199832
Chania	id=g:199833
Chania	id=g:199834
Changwithia Location	id=g:199835
Changonde	id=g:199836
Changombe Sub-Location	id=g:199837
Changombe	id=g:199838
Changoi Tea Factory	id=g:199839
Chango	id=g:199840
Chango	id=g:199841
Changinwe	id=g:199842
Changeya	id=g:199843
Changa Sub-Location	id=g:199844
Changara Sub-Location	id=g:199845
Changara	id=g:199846
Changara	id=g:199847
Changana Estate	id=g:199848
Changana	id=g:199849
Changamwe	id=g:199850
Changach Sub-Location	id=g:199851
Changach	id=g:199852
Changach	id=g:199853
Chandumbi	id=g:199854
Chandumba	id=g:199855
Chanani	id=g:199856
Chana	id=g:199857
Chamwanamuma	id=g:199858
Chamulai	id=g:199859
Laga Chamu	id=g:199860
Chamkombe	id=g:199861
Chamich	id=g:199862
Chamela	id=g:199863
Chambosia	id=g:199864
Chambondo Dam	id=g:199865
Chamboi	id=g:199866
Chambaraga	id=g:199867
Chambamui	id=g:199868
Chambale	id=g:199869
Chamarungo Islands	id=g:199870
Chamarubia	id=g:199871
Chamaligot	id=g:199872
Chamalia	id=g:199873
Chamakanga Sub-Location	id=g:199874
Chamakanga	id=g:199875
Chalicha	id=g:199876
Chale Reef	id=g:199877
Chale Point	id=g:199878
Chale Island	id=g:199879
Chalbi Desert	id=g:199880
Chalas Sub-Location	id=g:199881
Chalani	id=g:199882
Chalani	id=g:199883
Chalangwa	id=g:199884
Chala Location	id=g:199885
Chalalaka	id=g:199886
Chala	id=g:199887
Chala	id=g:199888
Chala	id=g:199889
Chala	id=g:199890
Chakoli	id=g:199891
Chakole Sub-Location	id=g:199892
Chakole	id=g:199893
Chakole	id=g:199894
Chakiakak	id=g:199895
Chake Hoga	id=g:199896
Chakatsu	id=g:199897
Chakani	id=g:199898
Chakama Sub-Location	id=g:199899
Chakama Location	id=g:199900
Chakama	id=g:199901
Chai Sub-Location	id=g:199902
Chai Estate	id=g:199903
Chaichai	id=g:199904
Chagenda Sub-Location	id=g:199905
Chafa Dinka	id=g:199906
Chafa	id=g:199907
Chafa	id=g:199908
Chachu	id=g:199909
Chabloit	id=g:199910
Chabicha	id=g:199911
Chabich	id=g:199912
Chabich	id=g:199913
Chaberre	id=g:199914
Kilima Cha Badaa	id=g:199915
Chaangmasa	id=g:199916
Mwamba Cha	id=g:199917
Cesar Glacier	id=g:199918
Central Sotik Location	id=g:199919
Central Province	id=g:199920
Central Namwela Sub-Location	id=g:199921
Central Molo Feeder Road	id=g:199922
Central Island	id=g:199923
Central	id=g:199924
Cenghalo	id=g:199925
Cementery Hill	id=g:199926
Cedar Vale Farm	id=g:199927
Catante	id=g:199928
Casuarina Point	id=g:199929
Casuarina Point	id=g:199930
Castle Hill	id=g:199931
Castle Forest Station	id=g:199932
Carrs Road	id=g:199933
Carr Lakes	id=g:199934
Capsimotwa	id=g:199935
Cannon Point	id=g:199936
Camerondale Estate	id=g:199937
Camels Hump	id=g:199938
Cairn Hill	id=g:199939
Byng	id=g:199940
By-Gum	id=g:199941
Bwoka	id=g:199942
Bwirege	id=g:199943
Emurua Bwin	id=g:199944
Bware	id=g:199945
Bware	id=g:199946
Bwanda Sub-Location	id=g:199947
Bwanda	id=g:199948
Bwanakala	id=g:199949
Bwaliro	id=g:199950
Morua Bwal	id=g:199951
Bwagamoyo	id=g:199952
Bwaga Macho	id=g:199953
Buyonge	id=g:199954
Buyonga Sub-Location	id=g:199955
Buyofu Sub-Location	id=g:199956
Buyofu	id=g:199957
Buyofu	id=g:199958
Nambala Buyo	id=g:199959
Buyiya	id=g:199960
Buyingi	id=g:199961
Buyangu	id=g:199962
Buxton	id=g:199963
Butula Muandas	id=g:199964
Butsotso Location	id=g:199965
Butsotso	id=g:199966
Butonge	id=g:199967
Butiti	id=g:199968
Bute Rocha	id=g:199969
Butere	id=g:199970
Butere	id=g:199971
Butende Location	id=g:199972
Butende	id=g:199973
Butei	id=g:199974
Bute Helu	id=g:199975
Bute Helu	id=g:199976
Buteba	id=g:199977
Bute	id=g:199978
Butali	id=g:199979
Butabut	id=g:199980
Buta	id=g:199981
Buta	id=g:199982
Busweta	id=g:199983
Busike	id=g:199984
Busibwabo Sub-Location	id=g:199985
Busia Hills	id=g:199986
Busia District	id=g:199987
Busiada	id=g:199988
Busia	id=g:199989
Bushy Vale	id=g:199990
Bushu Sub-Location	id=g:199991
Busho Dam	id=g:199992
Busho	id=g:199993
Busho	id=g:199994
Busho	id=g:199995
Bushili	id=g:199996
Bushiangala	id=g:199997
Busali	id=g:199998
Busagala	id=g:199999
Busa	id=g:200000
Busa	id=g:200001
Busa	id=g:200002
Burususwa	id=g:200003
Burujini	id=g:200004
Buruji	id=g:200005
Laga Burudi	id=g:200006
Hara Buru Da’ar	id=g:200007
Finno	id=g:200008
Burrungat Plain	id=g:200009
Burrungat	id=g:200010
Burro	id=g:200011
Burongai	id=g:200012
Burnt Forest	id=g:200013
Bur Mayo	id=g:200014
Bur Maiyo Kondi	id=g:200015
Burkha	id=g:200016
Burji	id=g:200017
Burinda	id=g:200018
Buri	id=g:200019
Burguret Route	id=g:200020
Burguret Estate	id=g:200021
Burguret	id=g:200022
Burguret	id=g:200023
Burgir	id=g:200024
Burgich	id=g:200025
Burgia	id=g:200026
Burgi	id=g:200027
Bur Fula	id=g:200028
Buret Location	id=g:200029
Buret	id=g:200030
Burere	id=g:200031
Burendwa	id=g:200032
Burende	id=g:200033
Burdile	id=g:200034
Bur Chuma	id=g:200035
Burchilin	id=g:200036
Laga Burburo	id=g:200037
Bur Beit	id=g:200038
Bura Sub-Location	id=g:200039
Burarot	id=g:200040
Burani Sub-Location	id=g:200041
Bura Location	id=g:200042
Lak Buragunsa	id=g:200043
Bura Galadi	id=g:200044
Bura Ela	id=g:200045
Buraayakim	id=g:200046
Bura	id=g:200047
Bura	id=g:200048
Bura	id=g:200049
Bura	id=g:200050
Buoye Sub-Location	id=g:200051
Buoye	id=g:200052
Buoye	id=g:200053
Bunyunyu	id=g:200054
Bunyore Location	id=g:200055
Bunyore	id=g:200056
Bunyore	id=g:200057
Bunyala Location	id=g:200058
Bunyala Location	id=g:200059
Bunyala Forest	id=g:200060
Port Bunyala	id=g:200061
Bunta Mbili	id=g:200062
Bun Plains	id=g:200063
Buni Sub-Location	id=g:200064
Bungule	id=g:200065
Bungoma District	id=g:200066
Bungoma	id=g:200067
Bungasi Sub-Location	id=g:200068
Bungasi	id=g:200069
Bungale Sub-Location	id=g:200070
Bundo	id=g:200071
Bundini	id=g:200072
Bunaba	id=g:200073
Buna	id=g:200074
Bumuyange	id=g:200075
Bumudondo	id=g:200076
Bumudiru	id=g:200077
Bumini	id=g:200078
Bumburi Beach	id=g:200079
Bumburia	id=g:200080
Bumburi	id=g:200081
Bumburi	id=g:200082
Bumbuna Pool	id=g:200083
Bumbu	id=g:200084
Bumbo Sub-Location	id=g:200085
Bumbo	id=g:200086
Bumbani Sub-Location	id=g:200087
Bumayenga	id=g:200088
Bumala Sub-Location	id=g:200089
Bumala Dam	id=g:200090
Bumala	id=g:200091
Bumala	id=g:200092
Bumala	id=g:200093
Bulwani	id=g:200094
Bulwani	id=g:200095
Bulutoni	id=g:200096
Bulungo	id=g:200097
Buluk	id=g:200098
Bulto Mori	id=g:200099
Bulti Jaldesa	id=g:200100
Bulondo	id=g:200101
Buloi	id=g:200102
Buliss	id=g:200103
Bulimbo	id=g:200104
Buligunguru	id=g:200105
Bulia	id=g:200106
Bulfayo	id=g:200107
Bulfaji	id=g:200108
Bulfaji	id=g:200109
Bulfaji	id=g:200110
Bule Wangaga	id=g:200111
Bule Wacho	id=g:200112
Bule Siwana	id=g:200113
Bule Shilme	id=g:200114
Bule Sabor	id=g:200115
Bule Sabor	id=g:200116
Bule Mume	id=g:200117
Bulemia Sub-Location	id=g:200118
Bulemia	id=g:200119
Bule Koronyanyo	id=g:200120
Bulekhero	id=g:200121
Bule Khalo	id=g:200122
Bule Kalo	id=g:200123
Bule Jaldess	id=g:200124
Bule Hawala	id=g:200125
Bule Guda	id=g:200126
Bule Galla Adano	id=g:200127
Bule Dokole	id=g:200128
Bule Diko	id=g:200129
Bule Dida	id=g:200130
Bule Dera Plain	id=g:200131
Bule Dera	id=g:200132
Bule Daufat	id=g:200133
Bule Dakala	id=g:200134
Bule Burgabo	id=g:200135
Bule Boda	id=g:200136
Bule Baricha	id=g:200137
Bule Abakhor	id=g:200138
Bule	id=g:200139
Bule	id=g:200140
Bulbul Sub-Location	id=g:200141
Bulbula	id=g:200142
Bulbul	id=g:200143
Bur Bulaya	id=g:200144
Bulanda	id=g:200145
Bukusi	id=g:200146
Bukurimu	id=g:200147
Bukuria Sub-Location	id=g:200148
Bukuria Location	id=g:200149
Bukuria Location	id=g:200150
Bukura Sub-Location	id=g:200151
Bukura	id=g:200152
Bukulunya	id=g:200153
Bukulunya	id=g:200154
Bukula Point	id=g:200155
Bukuga	id=g:200156
Bukoyani	id=g:200157
Bukoma Sub-Location	id=g:200158
Bukoma	id=g:200159
Bukokholo	id=g:200160
Bukiri	id=g:200161
Bukiri	id=g:200162
Bukira	id=g:200163
Bukhungu	id=g:200164
Bukhuma Sub-Location	id=g:200165
Bukhuma	id=g:200166
Bukhoba	id=g:200167
Bukhaywa	id=g:200168
Bukhayo Sub-Location	id=g:200169
Bukhayo Location	id=g:200170
Bukhayo	id=g:200171
Bukhalalire-Bukhuma Sub-Location	id=g:200172
Bukhalalire	id=g:200173
Bukembe	id=g:200174
Bukaya Sub-Location	id=g:200175
Bukatwavi	id=g:200176
Bukangasi	id=g:200177
Bukangala B Sub-Location	id=g:200178
Bukangala A Sub-Location	id=g:200179
Bujwang’a Sub-Location	id=g:200180
Bujwanga	id=g:200181
Bujwane	id=g:200182
Bujumba Sub-Location	id=g:200183
Bujumba	id=g:200184
Buji Albati	id=g:200185
Bujango	id=g:200186
Buite	id=g:200187
Buhuyi Dam	id=g:200188
Buhuyi	id=g:200189
Buguta	id=g:200190
Buguri	id=g:200191
Bugra	id=g:200192
Bugonda Sub-Location	id=g:200193
Bugina Sub-Location	id=g:200194
Bugina	id=g:200195
Bugichi	id=g:200196
Bugeng’i Sub-Location	id=g:200197
Bugar Sub-Location	id=g:200198
Bugar	id=g:200199
Buffalo Springs Game Reserve	id=g:200200
Buffalo Springs	id=g:200201
Buffalo Creek	id=g:200202
Buffalo Bend	id=g:200203
Bue Plain	id=g:200204
Buduma	id=g:200205
Budonga Sub-Location	id=g:200206
Budokomi	id=g:200207
Budebu	id=g:200208
Bude	id=g:200209
Buda Forest	id=g:200210
Buchuma Gate	id=g:200211
Buchuma	id=g:200212
Buchuma	id=g:200213
Buchuma	id=g:200214
Buchinga	id=g:200215
Buchifi Sub-Location	id=g:200216
Buchifi	id=g:200217
Buchenya Sub-Location	id=g:200218
Buchenya	id=g:200219
Buchenge	id=g:200220
Buchanan Rock	id=g:200221
Laga Bubisa	id=g:200222
Bubisa	id=g:200223
Kubi Bubi	id=g:200224
Bubesa	id=g:200225
Bubesa	id=g:200226
Buathini	id=g:200227
Bua	id=g:200228
Broomhill Estate	id=g:200229
Brockley	id=g:200230
Broad Acres Farm	id=g:200231
Brimok	id=g:200232
Bridge Way	id=g:200233
Bridges Road	id=g:200234
Bridge Islands	id=g:200235
Braken	id=g:200236
Braemar Estate	id=g:200237
Boyo	id=g:200238
Boyani Sub-Location	id=g:200239
Boyani	id=g:200240
Bowa	id=g:200241
Bowa	id=g:200242
Botoro	id=g:200243
Boteler Ledge	id=g:200244
Dhahabu Islands	id=g:200245
Boteler Bank	id=g:200246
Botabori	id=g:200247
Bosta	id=g:200248
Bosgobo	id=g:200249
Bosei Sub-Location	id=g:200250
Bosamaro East	id=g:200251
El Boru Ido	id=g:200252
Borta	id=g:200253
Borrowet	id=g:200254
Borrowet	id=g:200255
Boron Farm	id=g:200256
Borole	id=g:200257
Borokwo	id=g:200258
Borokot	id=g:200259
Boro Boro	id=g:200260
Gof Boro	id=g:200261
Boro	id=g:200262
Ras Bori	id=g:200263
Borgik	id=g:200264
Bore Taura Sub-Location	id=g:200265
Bore Koromi Sub-Location	id=g:200266
Boreguwet	id=g:200267
Bore	id=g:200268
Bore	id=g:200269
Border Sub-Location	id=g:200270
Borderlands Estate	id=g:200271
Borborwet Sub-Location	id=g:200272
Borborwet	id=g:200273
Boransis	id=g:200274
Borangi	id=g:200275
Borangi	id=g:200276
Borana Farm	id=g:200277
Borambor	id=g:200278
Boralgi	id=g:200279
Bora Imani	id=g:200280
Bora Imani	id=g:200281
Boraich	id=g:200282
Boragi	id=g:200283
Boraga	id=g:200284
Bora	id=g:200285
Laga Bor	id=g:200286
Bonyunyu	id=g:200287
Bonyarorande	id=g:200288
Bonyamatuta	id=g:200289
Bonya Kanga	id=g:200290
Bonyaiguba	id=g:200291
Bonjoge	id=g:200292
Bongonoko	id=g:200293
Gof Bongole	id=g:200294
Balesa Bongole	id=g:200295
Bong’ola	id=g:200296
Bongo	id=g:200297
Bondo Nyironge	id=g:200298
Bondoni	id=g:200299
Bondoni	id=g:200300
Bondo Kosiemo	id=g:200301
God Bondo	id=g:200302
Bondo	id=g:200303
Bondo	id=g:200304
Bondo	id=g:200305
Bondeni Location	id=g:200306
God Bon	id=g:200307
Bomet	id=g:200308
Bombo Sub-Location	id=g:200309
Bombo Creek	id=g:200310
Melka Bombadigofu	id=g:200311
Bombaba	id=g:200312
Boma Valley	id=g:200313
Boma Upande Location	id=g:200314
Boma Upande	id=g:200315
Boma Road	id=g:200316
Bomani Sub-Location	id=g:200317
Bomani Sub-Location	id=g:200318
Bomani Sub-Location	id=g:200319
Bomani Sub-Location	id=g:200320
Bomani	id=g:200321
Bomani	id=g:200322
Bomani	id=g:200323
Boma	id=g:200324
Boma	id=g:200325
Boloini	id=g:200326
Bolo	id=g:200327
Bolinerok	id=g:200328
Bole	id=g:200329
Bokoli Sub-Location	id=g:200330
Bokoli Location	id=g:200331
Bokoli	id=g:200332
Bokoli	id=g:200333
Bokoli	id=g:200334
Bokola	id=g:200335
Bokol	id=g:200336
Bokok	id=g:200337
Bokini	id=g:200338
Bokhol Plain	id=g:200339
Bokeche	id=g:200340
Boke	id=g:200341
Bokalta	id=g:200342
Boji Plain	id=g:200343
Boji	id=g:200344
Boji	id=g:200345
Boji	id=g:200346
Boito Sub-Location	id=g:200347
Boito	id=g:200348
Boito	id=g:200349
Boitangare	id=g:200350
Boisanga	id=g:200351
Oldoinyo Boinyake	id=g:200352
Boinoncha	id=g:200353
Boi	id=g:200354
Bohorera	id=g:200355
Bohoni	id=g:200356
Bohl Budde	id=g:200357
Lake Bogoria	id=g:200358
Bogonsar	id=g:200359
