Bản A Ma	id=g:1591223
Pointe Ndouana	id=g:2135649
N’Dagin	id=g:2135650
Nazareth-Rantis	id=g:2135651
Nayo	id=g:2135652
Pointe Nawounta	id=g:2135653
Baie Nawono	id=g:2135654
Nawentap	id=g:2135655
Navoutouriki	id=g:2135656
Navoutlapa	id=g:2135657
Navoutiloui	id=g:2135658
Navouti	id=g:2135659
Navoun	id=g:2135660
Navoui	id=g:2135661
Navonda	id=g:2135662
Navolou	id=g:2135663
Navolou	id=g:2135664
Navitora	id=g:2135665
Naviso	id=g:2135666
Pointe Naverra	id=g:2135667
Navel	id=g:2135668
Navaras	id=g:2135669
Navaras	id=g:2135670
Navanpanatou	id=g:2135671
Navaka	id=g:2135672
Natsoï	id=g:2135673
Natséré	id=g:2135674
Natowoulata	id=g:2135675
Natourouk	id=g:2135676
Natoumato	id=g:2135677
Baie Natoubou	id=g:2135678
Natchino	id=g:2135679
Natavoa	id=g:2135680
Nézwon Natatao	id=g:2135681
Natarimboé	id=g:2135682
Natapao	id=g:2135683
Natanopéta	id=g:2135684
Natalou	id=g:2135685
Sinio Natalakouay	id=g:2135686
Nasouoravé	id=g:2135687
Nasoundourou	id=g:2135688
Nasouli	id=g:2135689
Nasoual	id=g:2135690
Naské	id=g:2135691
Nasawa	id=g:2135692
Nasanga	id=g:2135693
Nasagoro	id=g:2135694
Narra	id=g:2135695
Narovorovo	id=g:2135696
Narouwo	id=g:2135697
Naroutoli	id=g:2135698
Pointe Narouroundo	id=g:2135699
Narouk	id=g:2135700
Narouah	id=g:2135701
Naroro	id=g:2135702
Narombi	id=g:2135703
Naroboulou Point	id=g:2135704
Pointe Naro	id=g:2135705
Baie du Narétourou	id=g:2135706
Narétourou	id=g:2135707
Nareget	id=g:2135708
Naréa	id=g:2135709
Pointe Naravot	id=g:2135710
Pointe Narata	id=g:2135711
Naraosava	id=g:2135712
Narango	id=g:2135713
Baie Naraïn	id=g:2135714
Narafoua	id=g:2135715
Narpow Point	id=g:2135716
Inwa Napré	id=g:2135717
Napoul	id=g:2135718
Napouetch	id=g:2135719
Napoua	id=g:2135720
Napor	id=g:2135721
Napila	id=g:2135722
Napil	id=g:2135723
Napérou	id=g:2135724
Napérol	id=g:2135725
Napatiliou	id=g:2135726
Naovou	id=g:2135727
Naous	id=g:2135728
Nézwon Naouripat	id=g:2135729
Pointe Naourata	id=g:2135730
Naouli	id=g:2135731
Pointe Naouben	id=g:2135732
Naori	id=g:2135733
Nawora Matua Bay	id=g:2135734
Na Ora Matoua	id=g:2135735
Naonlata	id=g:2135736
Naonéoné	id=g:2135737
Baie de Naoné	id=g:2135738
Naoné	id=g:2135739
Naoné	id=g:2135740
Naoné	id=g:2135741
Pointe Naonaélé	id=g:2135742
Nézwon Naomitch	id=g:2135743
Naoak	id=g:2135744
Nanséréwélou	id=g:2135745
Nanpounhoubloué	id=g:2135746
Nanoé	id=g:2135747
Nanntipo	id=g:2135748
Baie Nanmalak	id=g:2135749
Pointe Nanisoukiki	id=g:2135750
Nanguilé	id=g:2135751
Nangouroua	id=g:2135752
Nangouèr	id=g:2135753
Nango	id=g:2135754
Nanglap	id=g:2135755
Nangiré	id=g:2135756
Pointe Nangara	id=g:2135757
Nangalamaras	id=g:2135758
Nandouha	id=g:2135759
Nandoro	id=g:2135760
Nanawaréèz	id=g:2135761
Nanamorou	id=g:2135762
Nanako	id=g:2135763
Nanaharoua	id=g:2135764
Namuka	id=g:2135765
Namsafoura	id=g:2135766
Nampéko	id=g:2135767
Namparap	id=g:2135768
Pointe Namoushi	id=g:2135769
Namoumou	id=g:2135770
Namou	id=g:2135771
Namosamos	id=g:2135772
Namoné	id=g:2135773
Pointe Namo	id=g:2135774
Pointe Namneloum	id=g:2135775
Nami	id=g:2135776
Namélé	id=g:2135777
Pointe Nambouto	id=g:2135778
Nambaramout	id=g:2135779
Namatooukou	id=g:2135780
Namatasopa	id=g:2135781
Namatama	id=g:2135782
Namassari	id=g:2135783
Namarao	id=g:2135784
Baie de Namaram	id=g:2135785
Namaram	id=g:2135786
Namaraï	id=g:2135787
Namaous	id=g:2135788
Nétchan Namaounia	id=g:2135789
Namanga	id=g:2135790
Namang	id=g:2135791
Namalao	id=g:2135792
Waï Namalaé	id=g:2135793
Nalvo	id=g:2135794
Nalonoran	id=g:2135795
Baie Nalolo	id=g:2135796
Naleyto	id=g:2135797
Nalema	id=g:2135798
Nalaing Oun Atmas	id=g:2135799
Nalaboua Point	id=g:2135800
Nakouita	id=g:2135801
Nakonrabonga	id=g:2135802
Nakilo	id=g:2135803
Nakéré	id=g:2135804
Nakalato	id=g:2135805
Naïsi	id=g:2135806
Naïngama	id=g:2135807
Inwa Naia	id=g:2135808
Pointe Nahowo	id=g:2135809
Pointe Nahoupk	id=g:2135810
Pointe Nahonatsino	id=g:2135811
Cape Nahoï	id=g:2135812
Pointe Naho	id=g:2135813
Nagwingwim	id=g:2135814
Nagoro	id=g:2135815
Nagoro	id=g:2135816
Pointe Nagonara	id=g:2135817
Nagohouné	id=g:2135818
Nagataro	id=g:2135819
Nagatama	id=g:2135820
Nagat	id=g:2135821
Nagap	id=g:2135822
Naétsé	id=g:2135823
Naéréré	id=g:2135824
Naenpoé	id=g:2135825
Naen	id=g:2135826
Nabwé	id=g:2135827
Nabounay	id=g:2135828
Nabouk	id=g:2135829
Nabènbèné	id=g:2135830
Nabagaaki	id=g:2135831
Naamoni	id=g:2135832
Naano	id=g:2135833
Naabo	id=g:2135834
Mousoumes Point	id=g:2135835
Mouroubak	id=g:2135836
Mourkon	id=g:2135837
Mourakawer	id=g:2135838
Pointe Mounvèt	id=g:2135839
Malparavu Island	id=g:2135840
Moualakot	id=g:2135841
Mota Lava	id=g:2135842
Mota	id=g:2135843
M̄osol	id=g:2135844
Moso Island	id=g:2135845
Mosina	id=g:2135846
Morouas	id=g:2135847
Morou	id=g:2135848
Morioul	id=g:2135849
Moriou	id=g:2135850
Morgrif	id=g:2135851
Pointe Mopévi	id=g:2135852
Montmartre	id=g:2135853
Mon Exil	id=g:2135854
Mondoro	id=g:2135855
Molorhaï	id=g:2135856
Mollao	id=g:2135857
Molkou	id=g:2135858
Moliitsi	id=g:2135859
Mokourou	id=g:2135860
Île Moïe	id=g:2135861
Mohoun’gha	id=g:2135862
Mogues Bouang	id=g:2135863
Kakula Island	id=g:2135864
Moériou	id=g:2135865
Pointe Modoudour	id=g:2135866
Modi	id=g:2135867
Pointe Moavi	id=g:2135868
Baie Mititi	id=g:2135869
Mitialgarat	id=g:2135870
Pic Minnéi	id=g:2135871
Mélé Bay	id=g:2135872
Milipi	id=g:2135873
Milip	id=g:2135874
Baie Mièra	id=g:2135875
Vatu Miala	id=g:2135876
Rivière du Meurtre	id=g:2135877
Metsénébout	id=g:2135878
Méton	id=g:2135879
Métoma	id=g:2135880
Étang Metnélik	id=g:2135881
Metlow Reef	id=g:2135882
Metlep	id=g:2135883
Métésari	id=g:2135884
Météo	id=g:2135885
Colline Métensa	id=g:2135886
Métembé	id=g:2135887
Métavèn	id=g:2135888
Métarouk	id=g:2135889
Pointe de Métanwar	id=g:2135890
Métanwar	id=g:2135891
Métantoun	id=g:2135892
Metantan	id=g:2135893
Baie Métanpapa	id=g:2135894
Métamli	id=g:2135895
Métadounkoul	id=g:2135896
Messéram	id=g:2135897
Meskemwatra	id=g:2135898
Pointe Mésévounou	id=g:2135899
Masévono Anchorage	id=g:2135900
Mésap	id=g:2135901
Mésahiti	id=g:2135902
Mésabolo	id=g:2135903
Mériver	id=g:2135904
M̄érig	id=g:2135905
Mériékas	id=g:2135906
M̄éré Lava	id=g:2135907
Pointe Mérééo	id=g:2135908
Méréé	id=g:2135909
Méré	id=g:2135910
Méraroua	id=g:2135911
Mérak	id=g:2135912
Méounou	id=g:2135913
Mentoulkia	id=g:2135914
Mentobou	id=g:2135915
Méno	id=g:2135916
Menmwel	id=g:2135917
Ménélam	id=g:2135918
Ménèl	id=g:2135919
Ménégoro	id=g:2135920
Membrémo	id=g:2135921
Melwar	id=g:2135922
Mèlvi	id=g:2135923
Pointe de Melto	id=g:2135924
Melto	id=g:2135925
Meltir	id=g:2135926
Mélten	id=g:2135927
Meltébin	id=g:2135928
Pointe Meltaïgo	id=g:2135929
Rivière de Melsisi	id=g:2135930
Baie de Melsisi	id=g:2135931
Melsisi	id=g:2135932
Melsangoul	id=g:2135933
Melongkouli	id=g:2135934
Melmiel	id=g:2135935
Inwa Melmat	id=g:2135936
Melmari	id=g:2135937
Melkum	id=g:2135938
Melkon	id=g:2135939
Mélip	id=g:2135940
Mélibwé	id=g:2135941
Pointe Mélèp	id=g:2135942
Mount Mareun	id=g:2135943
Mélélo	id=g:2135944
Mélé Lama	id=g:2135945
Hideaway Island	id=g:2135946
Mele Bay	id=g:2135947
Mele	id=g:2135948
Melbulbul	id=g:2135949
Île Mel	id=g:2135951
Mékétoum	id=g:2135952
Mékéliou	id=g:2135953
Pointe Mékamel	id=g:2135954
Pointe Méhouer	id=g:2135955
Mégam	id=g:2135956
Medroup	id=g:2135957
Mbong Naeun	id=g:2135958
M’Bélagam	id=g:2135959
Mayaud Point	id=g:2135960
Mayak	id=g:2135961
Mavora	id=g:2135962
Mavéa	id=g:2135963
Matsoua	id=g:2135964
Matsimen	id=g:2135965
Baie de Matobang	id=g:2135966
Matoa	id=g:2135967
Matnavora	id=g:2135968
Baie de Matnavando	id=g:2135969
Matnavando	id=g:2135970
Baie de Matlébus	id=g:2135971
Matlamp	id=g:2135972
Pointe Matiwo	id=g:2135973
Matin’gi	id=g:2135974
Matié	id=g:2135975
Matéwoulou	id=g:2135976
Montagne Matéra	id=g:2135977
Matenta	id=g:2135978
Maténoua	id=g:2135979
Matenéwi	id=g:2135980
Maté	id=g:2135981
Matbopo	id=g:2135982
Matawounamoy	id=g:2135983
Mataso Island	id=g:2135984
Mataravi	id=g:2135985
Mataraven	id=g:2135986
Montagne Matarakoum	id=g:2135987
Baie Matapou	id=g:2135988
Baie Matapé	id=g:2135989
Mataouli	id=g:2135990
Matao Tiup̄éniu	id=g:2135991
Matanvat	id=g:2135992
Matanva	id=g:2135993
Matantas	id=g:2135994
Matantas	id=g:2135995
Matansao	id=g:2135996
Matanpousa	id=g:2135997
Baie Matanoui	id=g:2135998
Matanoui	id=g:2135999
Matanoaé	id=g:2136000
Matanlo	id=g:2136001
Matangui-Salembanga	id=g:2136002
Matandan	id=g:2136003
Mataméa	id=g:2136004
Waï Matamata	id=g:2136005
Matala	id=g:2136006
Baie Matagaragara	id=g:2136007
Matafou	id=g:2136008
Mataé	id=g:2136009
Mataaïpi	id=g:2136010
Cap Mataabé	id=g:2136011
Mataabé	id=g:2136012
Mat	id=g:2136013
Mastola	id=g:2136014
Mason	id=g:2136015
Îles Maskelynes	id=g:2136016
Masalato	id=g:2136017
Marum	id=g:2136018
Martin Point	id=g:2136019
Baie Martelli	id=g:2136020
Maronron	id=g:2136021
Marmatchi	id=g:2136022
Maritakorkoro	id=g:2136023
Mont Mariou	id=g:2136024
Marino	id=g:2136025
Pointe Mari	id=g:2136026
Mont Mari	id=g:2136027
Marévelis Point	id=g:2136028
Marembako	id=g:2136029
Marchal	id=g:2136030
Marasa	id=g:2136031
Mount Marow	id=g:2136032
Marao	id=g:2136033
Maramwombok	id=g:2136034
Waï Marakamba	id=g:2136035
Maragous	id=g:2136036
Sinio Maraémémér	id=g:2136037
Maraé	id=g:2136038
Mar	id=g:2136039
Sinio Mapoura	id=g:2136040
Baie de Mapouna	id=g:2136041
Mapouna	id=g:2136042
Mapoua	id=g:2136043
Mapkinkin	id=g:2136044
Rivière de Maourèp	id=g:2136045
Maourèp	id=g:2136046
Manuro Point	id=g:2136047
Manpay	id=g:2136048
Manoura	id=g:2136049
Manouo	id=g:2136050
Manikona	id=g:2136051
Manii	id=g:2136052
Maniao	id=g:2136053
Marow	id=g:2136054
M̄angéa ni Élao Reef	id=g:2136055
Mangarisiou	id=g:2136056
Mandri	id=g:2136057
Waï Manaro	id=g:2136058
Manaro	id=g:2136059
Manarangoro	id=g:2136060
Mambou	id=g:2136061
Pointe Mamavoum	id=g:2136062
Mamasa	id=g:2136063
Malwawang Reef	id=g:2136064
Pointe Malvouko	id=g:2136065
Malvouko	id=g:2136066
Malvoro	id=g:2136067
Malvér	id=g:2136068
Malvanua Island	id=g:2136069
Malroy	id=g:2136070
Malowo	id=g:2136071
Récif Malo Viti	id=g:2136072
Maloutfol	id=g:2136073
Récif Malouirara	id=g:2136074
Malouibakaranaé	id=g:2136075
Baie de la Maloua	id=g:2136076
Maloua	id=g:2136077
Malow Reef	id=g:2136078
Malotina	id=g:2136079
Malotchitchiri	id=g:2136080
Malorouay	id=g:2136081
Malororo	id=g:2136082
Malori	id=g:2136083
Malo Prospect	id=g:2136084
Malo-Pass	id=g:2136085
Île Malon	id=g:2136086
Malokilikili	id=g:2136087
Île Maloka	id=g:2136088
Maloéta	id=g:2136089
Îlot Malobolébolé	id=g:2136090
Pic Malo	id=g:2136091
Malo	id=g:2136092
Île Malnet	id=g:2136093
Malmotléman	id=g:2136094
Malmohika	id=g:2136095
Île Malmas	id=g:2136096
Malmariv	id=g:2136097
Pointe Malmaèt	id=g:2136098
Pointe Malingi	id=g:2136099
Île Malili	id=g:2136100
Malfakal	id=g:2136101
Île Malenvol	id=g:2136102
Malenpoé	id=g:2136103
Maléhao	id=g:2136104
Île Malbwé	id=g:2136105
Malavorisa	id=g:2136106
Malatao	id=g:2136107
Malatabia	id=g:2136108
Malasa Point	id=g:2136109
Malasa	id=g:2136110
Malaro	id=g:2136111
Malapat	id=g:2136112
Plantation Malapart	id=g:2136113
Malaouilan	id=g:2136114
Malaora	id=g:2136115
Malao	id=g:2136116
Malamono	id=g:2136117
Malaliou	id=g:2136118
Malaliou	id=g:2136119
Malaliou	id=g:2136120
Baie Malala	id=g:2136121
Malakula	id=g:2136122
Malakoubry	id=g:2136124
Plateau de Malafao	id=g:2136125
Baie Mala	id=g:2136126
Makura	id=g:2136127
Makongo	id=g:2136128
Makéwaréou	id=g:2136129
Makéon	id=g:2136130
Makenwouin	id=g:2136131
Makénama	id=g:2136132
Makelou	id=g:2136133
Makatambo	id=g:2136134
Makata	id=g:2136135
Magaloun	id=g:2136136
Maéwo	id=g:2136137
Waï Maéto	id=g:2136138
Maéto	id=g:2136139
Maé-Moraé	id=g:2136140
Maé	id=g:2136141
Maé	id=g:2136142
Colline Mackenzie	id=g:2136143
Mount Macdonald	id=g:2136144
Maat	id=g:2136145
Île Luno	id=g:2136146
Récifs Luiréré	id=g:2136147
Pointe Luiarvrivi	id=g:2136148
Luganville Bay	id=g:2136149
Luganville	id=g:2136150
Lowountawor	id=g:2136151
Lowounbouga	id=g:2136152
Lowoudbé	id=g:2136153
Lowosi	id=g:2136154
Baie de Lowiwetou	id=g:2136155
Lowiteul	id=g:2136156
Lowitawor	id=g:2136157
Lowitava	id=g:2136158
Lowiravé	id=g:2136159
Lowimvilé	id=g:2136160
Lowikem	id=g:2136161
Lowéssaraka	id=g:2136162
Lowérié	id=g:2136163
Lowépiriminn	id=g:2136164
Lowenof	id=g:2136165
Lowémofrik	id=g:2136166
Lowémial	id=g:2136167
Lowématan’ourang	id=g:2136168
Lowélam	id=g:2136169
Lowékéwou	id=g:2136170
Lowe’itmali	id=g:2136171
Loweharannavat	id=g:2136172
Lowefanrhèm	id=g:2136173
Lowébati	id=g:2136174
Lowéao	id=g:2136175
Lowatoumbé	id=g:2136176
Lowatmémèr	id=g:2136177
Lowarhé	id=g:2136178
Lowalmi’hal	id=g:2136179
Lowallélé	id=g:2136180
Lowaïnasasa	id=g:2136181
Baie Lowaga	id=g:2136182
Lowa	id=g:2136183
Lowa	id=g:2136184
Lovoya	id=g:2136185
Lovoutinavariou	id=g:2136186
Lovoutapou	id=g:2136187
Lovonolivo	id=g:2136188
Lovlit	id=g:2136189
Lovla Point	id=g:2136190
Lovis	id=g:2136191
Waï Lovimbourie	id=g:2136192
Lovénoué	id=g:2136193
Louvlava	id=g:2136194
Lourou	id=g:2136195
Louri	id=g:2136196
Louri	id=g:2136197
Pointe Loupaléa	id=g:2136198
Loupaléa	id=g:2136199
Louoïmalakaï	id=g:2136200
Lounowi	id=g:2136201
Lounékoukwéou	id=g:2136202
Lounaragi	id=g:2136203
Pointe Loumout	id=g:2136204
Loumiel	id=g:2136205
Pointe Louloura	id=g:2136206
Waï Louloumèr	id=g:2136207
Loulim	id=g:2136208
Louli	id=g:2136209
Loulep	id=g:2136210
Loukpat	id=g:2136211
Loukpat	id=g:2136212
Lou Kounto	id=g:2136213
Louipalata	id=g:2136214
Lougno	id=g:2136215
Loué	id=g:2136216
Loudmor	id=g:2136217
Loua	id=g:2136218
Loua	id=g:2136219
Pointe Lotolékiya	id=g:2136220
Lotawan	id=g:2136221
Lotapouna	id=g:2136222
Lotabone	id=g:2136223
Losoué	id=g:2136224
Losalava Bay	id=g:2136225
Losokwarou	id=g:2136226
Losakao	id=g:2136227
Pointe Losa	id=g:2136228
Baie Losa	id=g:2136229
Losa	id=g:2136230
Lorup Bay	id=g:2136231
Lorou	id=g:2136232
Loropson	id=g:2136233
Lormat	id=g:2136234
Loriéno	id=g:2136235
Lorhou	id=g:2136236
Lorédiakarkar	id=g:2136237
Lorbolyepyep	id=g:2136238
Loptoro	id=g:2136239
Loptchégolono	id=g:2136240
Lopévi	id=g:2136241
Looutopounga	id=g:2136242
Looutel	id=g:2136243
Loounimhapeun	id=g:2136244
Loounihm	id=g:2136245
Loouniel	id=g:2136246
Loounémeloupang	id=g:2136247
Loounékaweuk	id=g:2136248
Loounatkey	id=g:2136249
Loounapkiko	id=g:2136250
Loounapkaülangeus	id=g:2136251
Loounapkamey	id=g:2136252
Loounaoula	id=g:2136253
Looumwanoumwan	id=g:2136254
Looulooupou	id=g:2136255
Looukeureus	id=g:2136256
Looukas	id=g:2136257
Loouanapouta	id=g:2136258
Loonoo	id=g:2136259
Loonélapeun	id=g:2136260
Loonélangat	id=g:2136261
Loonékiyawileung	id=g:2136262
Lonyemyem	id=g:2136263
Lonwolwol	id=g:2136264
Lonwel	id=g:2136265
Lonwatmérat	id=g:2136266
Lonwat	id=g:2136267
Lonwarmètana	id=g:2136268
Lonwar	id=g:2136269
Lonwaditari	id=g:2136270
Lontowoti	id=g:2136271
Lontigé	id=g:2136272
Lonsing	id=g:2136273
Lonsal	id=g:2136274
Lonrou	id=g:2136275
Lonré	id=g:2136276
Lonrayer	id=g:2136277
Pointe de Lonororo	id=g:2136278
Lonorore	id=g:2136279
Lononwei	id=g:2136280
Lonol	id=g:2136281
Lonok	id=g:2136282
Lonock Bay	id=g:2136283
Lonmink	id=g:2136284
Lonlébi	id=g:2136285
Lonha	id=g:2136286
Waï Longwèt	id=g:2136287
Longwarou	id=g:2136288
Longwarou	id=g:2136289
Baie Longar	id=g:2136290
Longangoua	id=g:2136291
Longana	id=g:2136292
Lonfish	id=g:2136293
Lonfénès	id=g:2136294
Lonetobol	id=g:2136295
Pointe Lonepré	id=g:2136296
Loné	id=g:2136297
Londwa	id=g:2136298
Lonbwélo	id=g:2136299
Lonbulufana	id=g:2136300
Lonbarnié	id=g:2136301
Lonasilian	id=g:2136302
Lonamen	id=g:2136303
Île Lonagavanoua	id=g:2136304
Lomwanapiep	id=g:2136305
Lomteuhéakal	id=g:2136306
Pointe Lomouron	id=g:2136307
Loméméti	id=g:2136308
Pointe Lomboumi	id=g:2136309
Lonhao	id=g:2136310
Lonépéyéwié	id=g:2136311
Lonepan	id=g:2136312
Lonengwarao	id=g:2136313
Loné	id=g:2136314
Baie Londat	id=g:2136315
Lonbouréoul	id=g:2136316
Lonboué	id=g:2136317
Lonbilingdoun	id=g:2136318
Mouillage de Lonbila	id=g:2136319
Lonbila	id=g:2136320
Lombaha	id=g:2136321
Lomatéïwéï	id=g:2136322
Lomalanga	id=g:2136323
Loluerkon	id=g:2136324
Loltong Bay	id=g:2136325
Loltong	id=g:2136326
Lolsanga	id=g:2136327
Lolsaliwann	id=g:2136328
Lolpou	id=g:2136329
Lolowarou	id=g:2136330
Lolowaï	id=g:2136331
Lolovotali	id=g:2136332
Lolovélé	id=g:2136333
Lolovangé	id=g:2136334
Lolotoratora	id=g:2136335
Lolotingé	id=g:2136336
Lolosori	id=g:2136337
Lolorouk	id=g:2136338
Lolopwépwé	id=g:2136339
Lolopinawa	id=g:2136340
Lolonwélé	id=g:2136341
Lolonéné	id=g:2136342
Lolominiou	id=g:2136343
Lolombivounié	id=g:2136344
Lolomatwi	id=g:2136345
Lolomangoua	id=g:2136346
Lolokalato	id=g:2136347
Loloikala	id=g:2136348
Lolohoé	id=g:2136349
Sinio Loloharou	id=g:2136350
Lolocaro	id=g:2136351
Lolobanga	id=g:2136352
Loloarou	id=g:2136353
Lolnalou	id=g:2136354
Lolmambwéo	id=g:2136355
Lolimop	id=g:2136356
Lolimari	id=g:2136357
Lolimari	id=g:2136358
Lolibwé	id=g:2136359
Baie de Lolibul	id=g:2136360
Lolibuernan	id=g:2136361
Loliboulo	id=g:2136362
Lolibel	id=g:2136363
Loldomaé	id=g:2136364
Lolbwavato	id=g:2136365
Lolat	id=g:2136366
Lolam	id=g:2136367
Lokoten	id=g:2136368
Lokéarou	id=g:2136369
Pointe Lohi	id=g:2136370
Loh	id=g:2136371
Logorobank	id=g:2136372
Rochers Logambou	id=g:2136373
Lofannamron	id=g:2136374
Loélafomwa	id=g:2136375
Loéafi	id=g:2136376
Lobwibasa	id=g:2136377
Lobormouas	id=g:2136378
Lobika	id=g:2136379
Lobatmas	id=g:2136380
Lobanga	id=g:2136381
Loanengo	id=g:2136382
Loarou	id=g:2136383
Cap Enangiang	id=g:2136384
Itankit	id=g:2136385
Loameul	id=g:2136386
Pointe L’némel	id=g:2136387
Pointe Liwout	id=g:2136388
Liwolisoubouk Point	id=g:2136389
Litzlitz	id=g:2136390
Little Entrance	id=g:2136391
Pointe Litberber	id=g:2136392
Rochers Litanhabounéa	id=g:2136393
Lissartra	id=g:2136394
Lisiniéri	id=g:2136395
Liro	id=g:2136396
Pointe Lipanpan	id=g:2136397
Baie Lion	id=g:2136398
Liomo Point	id=g:2136399
Pointe Lioé	id=g:2136400
Linua	id=g:2136401
Linsoubé	id=g:2136402
Pointe de Linra	id=g:2136403
Linra	id=g:2136404
Ling’ré	id=g:2136405
Baie de Linèn	id=g:2136406
Linèn	id=g:2136407
Linboul	id=g:2136408
Linarar	id=g:2136409
Pointe Limwaréré	id=g:2136410
Limourvava	id=g:2136411
Limos	id=g:2136412
Limlou	id=g:2136413
Limla	id=g:2136414
Limdi	id=g:2136415
Limbouar	id=g:2136416
Limbot	id=g:2136417
Limap	id=g:2136418
Île Limani	id=g:2136419
Limalo	id=g:2136420
Limalgan	id=g:2136421
Likon	id=g:2136422
Likalia	id=g:2136423
Lihiwouk	id=g:2136424
Lihiouk	id=g:2136425
Rocher Liengé	id=g:2136426
Liékar	id=g:2136427
Baie de Libranramour	id=g:2136428
Liboubang	id=g:2136429
Pointe Liboono	id=g:2136430
Libété	id=g:2136431
Liaponi	id=g:2136432
Lewelvaru	id=g:2136433
Léwawa	id=g:2136434
Lewaïbilak	id=g:2136435
Lévolvol	id=g:2136436
Waï Levok	id=g:2136437
Pointe Lévittibrong	id=g:2136438
Lévitbao	id=g:2136439
Léviamp	id=g:2136440
Léviamp	id=g:2136441
Pointe Levénat	id=g:2136442
Lével	id=g:2136443
Leve	id=g:2136444
Lévanga	id=g:2136445
Leunune	id=g:2136446
Leumanggoviati	id=g:2136447
Leulamp	id=g:2136448
Leud	id=g:2136449
Letut	id=g:2136450
Létowopom	id=g:2136451
Létowaleue	id=g:2136452
Letou	id=g:2136453
Anse Léto	id=g:2136454
Létévenrar	id=g:2136455
Letenmamal	id=g:2136456
Lake Létas	id=g:2136457
Létaptap	id=g:2136458
Baie Létao	id=g:2136459
Lessékéré	id=g:2136460
Lésoubélakan	id=g:2136461
Lesnoum	id=g:2136462
Les Lagunes	id=g:2136463
Les Flamboyants	id=g:2136464
Léséréplag	id=g:2136465
Pointe Lésenko	id=g:2136466
Les Charmettes	id=g:2136467
Lésasa	id=g:2136468
Lésarmalras	id=g:2136469
Les Allobroges	id=g:2136470
Lérourouk	id=g:2136471
Pointe Léroumbatap	id=g:2136472
Léronron	id=g:2136473
Lerhoum	id=g:2136474
Lératowo	id=g:2136475
Lerasangoul	id=g:2136476
Lac Leptenranguès	id=g:2136477
Leppou	id=g:2136478
Léppa	id=g:2136479
Le Plateau	id=g:2136480
Le Pilier	id=g:2136481
Lepersivir	id=g:2136482
Pointe Lépelpel	id=g:2136483
Tavani Léousa	id=g:2136484
Lenwakmoul	id=g:2136485
Lensé	id=g:2136486
Lénor	id=g:2136487
Whale Point	id=g:2136488
Lenok	id=g:2136489
Lenmowet	id=g:2136490
Pointe Lenhang	id=g:2136491
Lénépin	id=g:2136492
Lenaükas	id=g:2136493
Tavani Lénaseï	id=g:2136494
Lénapouas	id=g:2136495
Lénana	id=g:2136496
Pointe Lénambtaïm	id=g:2136497
Lénaken	id=g:2136498
Lénakel	id=g:2136499
Lémwelmwel	id=g:2136500
Lac Lemsou	id=g:2136501
Le Morne	id=g:2136502
Pointe Lémokmètémett	id=g:2136503
Lémeura	id=g:2136504
Lemeur	id=g:2136505
Lémettou	id=g:2136506
Léméri	id=g:2136507
Lemepyang	id=g:2136508
Lémèmbléké	id=g:2136509
Lemboussou	id=g:2136510
Pointe Lembouèt	id=g:2136511
Lembinwen	id=g:2136512
Le Matlébus	id=g:2136513
Léman	id=g:2136514
Lémalda	id=g:2136515
Lélvah	id=g:2136516
Lélowalo	id=g:2136517
Lélislis	id=g:2136518
Inwa Lèlgey	id=g:2136519
Léléver	id=g:2136520
Lélétstivi	id=g:2136521
Lelepa Island	id=g:2136522
Mont Lélékaravéna	id=g:2136523
Lélék	id=g:2136524
Lélé	id=g:2136525
Le Lagon	id=g:2136526
Lékouépwé	id=g:2136527
Lékouat Point	id=g:2136528
Lékouaranglé	id=g:2136529
Lékoual	id=g:2136530
Pointe Lékévi	id=g:2136531
Lékanou	id=g:2136532
Leïwoma	id=g:2136533
Léhunang	id=g:2136534
Rivière de Léhourou	id=g:2136535
Léhourou	id=g:2136536
Le Hénaff Point	id=g:2136537
Léghat	id=g:2136538
Légatzgatz	id=g:2136539
Légal	id=g:2136540
Leffondre Point	id=g:2136541
Léérip	id=g:2136542
Pointe Lèé	id=g:2136543
Lédèp	id=g:2136544
Lédavi	id=g:2136545
Le Dart	id=g:2136546
Léchercher	id=g:2136547
Léboutsousap	id=g:2136548
Leboung	id=g:2136549
Léboukouvini	id=g:2136550
Lébot	id=g:2136551
Léblia	id=g:2136552
Lébimouette	id=g:2136553
Le Belvédère	id=g:2136554
Léawao	id=g:2136555
Baie Léawa	id=g:2136556
Baie Léanay	id=g:2136557
Leaka	id=g:2136558
Waï Ldoumi	id=g:2136559
Baie Lawouaméta	id=g:2136560
Lawisa	id=g:2136561
Lawi Point	id=g:2136562
Lawéré	id=g:2136563
Lawénata	id=g:2136564
Baie Lawawahi	id=g:2136565
Lawaawa	id=g:2136566
Waï Lawa	id=g:2136567
Lavoutou	id=g:2136568
Lavousi	id=g:2136569
Lavoua	id=g:2136570
Waï Lavor	id=g:2136571
Lavonda	id=g:2136572
Laven	id=g:2136573
Lavalsal	id=g:2136574
Pointe Latsmagabé	id=g:2136575
Latouptoup	id=g:2136576
Latounoukaé	id=g:2136577
Latoumouni Point	id=g:2136578
Latouba	id=g:2136579
Lativilan	id=g:2136580
Lathü	id=g:2136581
Lateu Bay	id=g:2136582
Lataroa	id=g:2136583
Lataro	id=g:2136584
Latano	id=g:2136585
Baie Lataïva	id=g:2136586
Lasso	id=g:2136587
