Iwey	id=g:2136806
Kuk	id=g:859875
Poljana	id=g:859877
Žarski Rid	id=g:859879
Suva Reka	id=g:859881
Paljenska Ledina	id=g:859886
Beli Rid	id=g:859888
Jelika	id=g:859890
Careva Livada	id=g:859896
Crni Izvor	id=g:859898
Kraljev Dvor	id=g:859906
Šartica	id=g:859907
Gabar	id=g:859909
Sredačka Župa	id=g:859911
Sveti Bogorodica	id=g:859912
Istok	id=g:859913
Gadžova Rupa	id=g:859914
Trnja Mlaka	id=g:859915
Glugiš	id=g:859916
Du	id=g:859917
Bogdanov Rid	id=g:859918
Kreta	id=g:859919
Radova Česma	id=g:859920
Popova Vlas	id=g:859921
Kula	id=g:859925
Vre	id=g:859927
Panićevo	id=g:859929
Jasenski Rid	id=g:859931
Petrošnica	id=g:859935
Burnik	id=g:859937
Marin Potok	id=g:859938
Ormanovo	id=g:859942
Gramada	id=g:859943
Vija	id=g:859944
Šartička Reka	id=g:859950
Bukoravačka Reka	id=g:859956
Pavlov Kamen	id=g:859959
Jalovarnik	id=g:859969
Rascepit Kamen	id=g:859970
Gornje Jezero	id=g:859971
Glužica	id=g:859972
Dup	id=g:859973
Pekljar	id=g:859974
Orlov Kamen	id=g:859976
Zarište	id=g:859978
Planinarski Dom Stružje	id=g:859982
Guri i Kuć	id=g:859986
Guri i Rušit	id=g:859989
Batal Bunar	id=g:859991
Zapluška	id=g:860011
Drizda	id=g:860013
Ćafa e Lpnes	id=g:860016
Šudrakovo	id=g:860018
Široka Kosa	id=g:860019
Pobenica	id=g:860020
Slapska Reka	id=g:860021
Dupnička Reka	id=g:860022
Jalovarnik	id=g:860024
Lazovi	id=g:860025
Konjuška	id=g:860028
Jovin Kamen	id=g:860047
Šiljegarnik	id=g:860049
Mlačno	id=g:860050
Oštar Kamen	id=g:860051
Dančovo	id=g:860058
Vikov Kamen	id=g:860059
Zamska Reka	id=g:860061
Zapresečka Reka	id=g:860063
Guri i Grihes	id=g:860065
Guri i Korbit	id=g:860067
Strga	id=g:860070
Drozga	id=g:860071
Kolo	id=g:860072
Garje	id=g:860073
Glavine	id=g:860074
Viljan	id=g:860075
Veliki Krstac	id=g:860076
Ćulja	id=g:860077
Blizura	id=g:860078
Golješ i Vogelj	id=g:860079
Bregaja	id=g:860080
Šurlan	id=g:860081
Bakrina	id=g:860082
Špat	id=g:860083
Rasavač	id=g:860084
Gaden	id=g:860085
Ljumi e Šehit i Vogelj	id=g:860086
Ljumi e Šehit i Made	id=g:860087
Kroni i Kaljit	id=g:860088
Gavaz	id=g:860089
Hajrizi	id=g:860090
