Pa-ling	id=g:1302301
Möng Ping	id=g:1308606
Möng Pawn	id=g:1308607
Möng Pawk	id=g:1308608
Möng Paw	id=g:1308609
Möng Pat	id=g:1308610
Möng Pat	id=g:1308611
Möngpat	id=g:1308612
Möng Pang	id=g:1308613
Möng Pang	id=g:1308614
Möng Pan	id=g:1308615
Möng Pak	id=g:1308616
Möng-pai	id=g:1308617
Möng Pai	id=g:1308618
Môngôn	id=g:1308619
Mongon	id=g:1308620
Mongon	id=g:1308621
Möng Nyen	id=g:1308622
Mongnwi	id=g:1308623
Möng Noi-pangsā-sè	id=g:1308624
Möngnoi	id=g:1308625
Mong Noi	id=g:1308626
Mongnoi	id=g:1308627
Möng Noi	id=g:1308628
Möng Nim	id=g:1308629
Möng Nim	id=g:1308630
Möng Ngong	id=g:1308631
Möng Ngong	id=g:1308632
Möng Ngen	id=g:1308633
Möng-ngē-awn	id=g:1308634
Möng Nge	id=g:1308635
Möng Ngawm	id=g:1308636
Möng Ngawm	id=g:1308637
Mongngaw	id=g:1308638
Möng Nawng	id=g:1308639
Möng Nawng	id=g:1308640
Möng Nawng	id=g:1308641
Möng Nang	id=g:1308642
Möng Nai	id=g:1308643
Möngmu	id=g:1308644
Loi Möng Möng	id=g:1308645
Loi Möngmöng	id=g:1308646
Loi Mongmong	id=g:1308647
Loi Möngmöng	id=g:1308648
Loi Mōngmöng	id=g:1308649
Möng Mit	id=g:1308650
Möng Mit	id=g:1308651
Möng Maü	id=g:1308652
Möng Mao	id=g:1308653
Möng Mao	id=g:1308654
Möng Mang	id=g:1308655
Möng Ma	id=g:1308656
Möng Ma	id=g:1308657
Mong Lwe	id=g:1308658
Möng Lwe	id=g:1308659
Möng Lūng	id=g:1308660
Möng Lun	id=g:1308661
Hwè Mõnglõng	id=g:1308662
Möng Long	id=g:1308663
Möng Long	id=g:1308664
Monglon	id=g:1308665
Mongloi	id=g:1308666
Möng Ling Shan	id=g:1308667
Möng Ling Shan	id=g:1308668
Mong Li	id=g:1308669
Möng Li	id=g:1308670
Möng Li	id=g:1308671
Möng Leng	id=g:1308672
Möngleng	id=g:1308673
Möng-lèng	id=g:1308674
Möng Leng	id=g:1308675
Möng Leng	id=g:1308676
Mönglawng	id=g:1308677
Mönglaw	id=g:1308678
Möng Lap	id=g:1308679
Monglang	id=g:1308680
Möng Lang	id=g:1308681
Möng Lang	id=g:1308682
Möng Lang	id=g:1308683
Möng Lai	id=g:1308684
Möng Lai	id=g:1308685
Möng La	id=g:1308686
Möng Kyet	id=g:1308687
Mong Kyet	id=g:1308688
Möng Kyawt	id=g:1308689
Möng Kwan	id=g:1308690
Möng Küng	id=g:1308691
Nam Möng Kun	id=g:1308692
Mongkun	id=g:1308693
Möng Keng	id=g:1308694
Mongken	id=g:1308695
Möngkawng	id=g:1308696
Möng Kawng	id=g:1308697
Möngkawk	id=g:1308698
Möng Kao	id=g:1308699
Möng Kang Reserved Forest	id=g:1308700
Möng Kang	id=g:1308701
Möng Kang	id=g:1308702
Loi Mongkan	id=g:1308703
Möng Ka	id=g:1308704
Möng Ka	id=g:1308705
Möng It	id=g:1308706
Mönghwè	id=g:1308707
Nam Mönghtön	id=g:1308708
Möng Htön	id=g:1308709
Möng Htāng	id=g:1308710
Möng Htam	id=g:1308711
Möng Htā-lāng	id=g:1308712
Möng Hta	id=g:1308713
Möng Hsu	id=g:1308714
Mōnghsong	id=g:1308715
Möng Hsoi	id=g:1308716
Möng Hso	id=g:1308717
Möng Hsen	id=g:1308718
Möng Hsawk	id=g:1308719
Möng Hsat	id=g:1308720
Möng Hsan	id=g:1308721
Möng Hpi	id=g:1308722
Möng Hpen	id=g:1308723
Möng Hpāyāk	id=g:1308724
Möng Hō-pūng	id=g:1308725
Mönghong	id=g:1308726
Mönghong	id=g:1308727
Mönghkun	id=g:1308728
Möng Hkok	id=g:1308729
Möng Hko	id=g:1308730
Möng Hko	id=g:1308731
Mong Hko	id=g:1308732
Hwè Mönghkit	id=g:1308733
Möng Hkawng	id=g:1308734
Möng Hkawn	id=g:1308735
Möng Hka-no	id=g:1308736
Möng Hkang	id=g:1308737
Möng Hkak	id=g:1308738
Möng Hkāk	id=g:1308739
Möng Het	id=g:1308740
Möng Het	id=g:1308741
Möng Hēt	id=g:1308742
Möng Heng Ferry	id=g:1308743
Möng Heng	id=g:1308744
Möngheng	id=g:1308745
Möng Hawm	id=g:1308746
Möng Hawm	id=g:1308747
Möng Hāng	id=g:1308748
Möng Hang	id=g:1308749
Möng Hai	id=g:1308750
Möng Hai	id=g:1308751
Möng Ha	id=g:1308752
Möng Awt	id=g:1308753
Möng Awng	id=g:1308754
Mongan	id=g:1308755
Mongan	id=g:1308756
Mongan	id=g:1308757
Nam Möng	id=g:1308758
Nam Möng	id=g:1308759
Nam Möng	id=g:1308760
Loi Möng	id=g:1308761
Loi Möng	id=g:1308762
Loi Möng	id=g:1308763
Hwè Mong	id=g:1308764
Money Point	id=g:1308765
Money Island	id=g:1308766
Monet	id=g:1308767
Mondu	id=g:1308768
Mondon Chaung	id=g:1308769
Mondin	id=g:1308770
Môn-dein Taung	id=g:1308771
Mondaw	id=g:1308772
Mondaw	id=g:1308773
Mondaung	id=g:1308774
Mondaung	id=g:1308775
Mondaing Reserved Forest	id=g:1308776
Mondaing Extension Reserved Forest	id=g:1308777
Mondaing Cutch Reserved Forest	id=g:1308778
Mondaing Chaung	id=g:1308779
Mondaing Chaung	id=g:1308780
Mondaingbin Chaung	id=g:1308781
Mondaingbin	id=g:1308782
Mondaing	id=g:1308783
Mondaing	id=g:1308784
Mondaing	id=g:1308785
Monda	id=g:1308786
Mon River	id=g:1308787
Mon Chaung	id=g:1308788
Mon Chaung	id=g:1308789
Monchaung	id=g:1308790
Monbyin	id=g:1308791
Monbinzon	id=g:1308792
Monbin	id=g:1308793
Mônbin	id=g:1308794
Monbin	id=g:1308795
Monbin	id=g:1308796
Monbaungywa	id=g:1308797
Monbaung	id=g:1308798
Mon Bauk	id=g:1308799
Monaunggin	id=g:1308800
Monatkon	id=g:1308801
Monatkon	id=g:1308802
Mo-nat	id=g:1308803
Monat	id=g:1308804
Monangyon	id=g:1308805
Monan	id=g:1308806
Monaing	id=g:1308807
Loi Mon	id=g:1308808
Loi Mon	id=g:1308809
Loi Mon	id=g:1308810
Loi Mon	id=g:1308811
Mon	id=g:1308812
Mome	id=g:1308813
Mombur Taung	id=g:1308814
Mombil	id=g:1308815
Momaunggya	id=g:1308816
Momauk	id=g:1308817
Momauk	id=g:1308818
Momakha	id=g:1308819
Momakha	id=g:1308820
Momaka Chaung	id=g:1308821
Momaka	id=g:1308822
Momaka	id=g:1308823
Momaka	id=g:1308824
Momaka	id=g:1308825
Momaka	id=g:1308826
Momaka	id=g:1308827
Momahka Taung	id=g:1308828
Nam Moma	id=g:1308829
Molvum Dung	id=g:1308830
Molvum	id=g:1308831
Molo Ywama	id=g:1308832
Molo Taung	id=g:1308833
Molonhein Taung	id=g:1308834
Molonhein Chaung	id=g:1308835
Molon	id=g:1308836
Molo	id=g:1308837
Molly Island	id=g:1308838
Molin	id=g:1308839
Molè Chaung	id=g:1308840
Mole	id=g:1308841
Molan Bum	id=g:1308842
Molanbo Taung	id=g:1308843
Molamyaing	id=g:1308844
Molaing Chaung	id=g:1308845
Mokwa Reserved Forest	id=g:1308846
Mokwa In	id=g:1308847
Mokwa	id=g:1308848
Mokti	id=g:1308849
Moktha Chaung	id=g:1308850
Moktha	id=g:1308851
Moktaw Chaung	id=g:1308852
Moktaw	id=g:1308853
Moksozeik	id=g:1308854
Moksoyin	id=g:1308855
Moksoseik	id=g:1308856
Mokso Sakan	id=g:1308857
Mokso Reserved Forest	id=g:1308858
Moksoma Taung	id=g:1308859
Moksoma Chaung	id=g:1308860
Moksoma Chaung	id=g:1308861
Moksoma Auk	id=g:1308862
Moksoma Atet	id=g:1308863
Mokso-legyin	id=g:1308864
Môksokon	id=g:1308865
Moksogyun	id=g:1308866
Moksogyon Branch	id=g:1308867
Moksogyon	id=g:1308868
Moksogyaungywa	id=g:1308869
Moksogon	id=g:1308870
Mokso	id=g:1308871
Mokso	id=g:1308872
Moksi	id=g:1308873
Mokshitwa	id=g:1308874
Mokseikkon	id=g:1308875
Môksa-nga-pao Chaung	id=g:1308876
Mokpalin	id=g:1308877
Mokoti Law	id=g:1308878
Mokonawyo	id=g:1308879
Moknawng	id=g:1308880
Moklontaung	id=g:1308881
Mokkyi Chaung	id=g:1308882
Mokkhe	id=g:1308883
Mokkare	id=g:1308884
Mokkamu Chaung	id=g:1308885
Mokkamu	id=g:1308886
Mokkamu	id=g:1308887
Mokkamaw	id=g:1308888
Mokkala Chaung	id=g:1308889
Mokkala	id=g:1308890
Mokkadi	id=g:1308891
Mokkadi	id=g:1308892
Mokka Chaung	id=g:1308893
Mokka	id=g:1308894
Mokin	id=g:1308895
Mokhso Range	id=g:1308896
Mokhso	id=g:1308897
Mokho Chaunggyi	id=g:1308898
Mokho-aukywa	id=g:1308899
Mokhayan	id=g:1308900
Loi Mokbanse	id=g:1308901
Mokainggyi	id=g:1308902
Hwè Mok	id=g:1308903
Moin Taung	id=g:1308904
Nam Moi	id=g:1308906
Mo-hwè	id=g:1308907
Mo-hso	id=g:1308908
Mohnyin Reserved Forest	id=g:1308909
Mohnyin	id=g:1308910
Mo-hlaing Reserved Forest	id=g:1308911
Mo-hlaing Chaung	id=g:1308912
Mo-hlaing	id=g:1308913
Mohauk	id=g:1308914
Mo-hattha In	id=g:1308915
Mogyopyit	id=g:1308916
Mogyogyun	id=g:1308917
Mogyogon	id=g:1308918
Mogyodwin	id=g:1308919
Mogyobyit Chaung	id=g:1308920
Mogyobyit	id=g:1308921
Mogyobyit	id=g:1308922
Mogyo-byit	id=g:1308923
Mogyobyit	id=g:1308924
Mogyobyit	id=g:1308925
Mogyobyit	id=g:1308926
Mogyobyit	id=g:1308927
Mogyo	id=g:1308928
Mogyo	id=g:1308929
Mogyo	id=g:1308930
Mogyin	id=g:1308931
Mogyi	id=g:1308932
Mo-gyatseiktaung	id=g:1308933
Mogya Chaung	id=g:1308934
Mogwe	id=g:1308935
Mogu	id=g:1308936
Mogok	id=g:1308937
Mogok	id=g:1308938
Mogok	id=g:1308939
Mogo-atwinywa	id=g:1308940
Mogaungyi	id=g:1308941
Mogaungsu	id=g:1308942
Mogaung Chaung	id=g:1308943
Mogaung Chaung	id=g:1308944
Mogaung Bum	id=g:1308945
Mogaung	id=g:1308946
Mogaung	id=g:1308947
Mogaung	id=g:1308948
Mogaung	id=g:1308949
Môgaung	id=g:1308950
Mogaung	id=g:1308951
Mogaung	id=g:1308952
Mogaung	id=g:1308953
Mogaung	id=g:1308954
Mogaung	id=g:1308955
Mogaung	id=g:1308956
Mogaung	id=g:1308957
Mogaung	id=g:1308958
Mogatky Taung	id=g:1308959
Mogatgale Taung	id=g:1308960
Moganein	id=g:1308961
Mogan	id=g:1308962
Modi Taung	id=g:1308963
Modi Taung	id=g:1308964
Modi Taung	id=g:1308965
Modi Taung	id=g:1308966
Modinbyin	id=g:1308967
Mode Taung	id=g:1308968
Mode Reserved Forest	id=g:1308969
Modeinbyin	id=g:1308970
Mode Chaung	id=g:1308971
Mode	id=g:1308972
Modaw Chaung	id=g:1308973
Modaung	id=g:1308974
Modaung	id=g:1308975
Môdat Chaung	id=g:1308976
Moda Chaung	id=g:1308977
Moda	id=g:1308978
Moda	id=g:1308979
Mochi Bum	id=g:1308980
Mobyu	id=g:1308981
Mobyin Taung	id=g:1308982
Mobyè Dam	id=g:1308983
Möng Pai	id=g:1308984
Mobon Taung	id=g:1308985
Mobon	id=g:1308986
Mobon	id=g:1308987
Mobaw	id=g:1308988
Moba	id=g:1308989
Mleng	id=g:1308990
’Mla	id=g:1308991
Mkyam-im	id=g:1308992
Mkyai	id=g:1308993
Mka Mthung	id=g:1308994
Mkai-imnu	id=g:1308995
Mize	id=g:1308996
Mizan	id=g:1308997
Mizaing Taung	id=g:1308998
Mizaingchaungwa	id=g:1308999
Mizaingchaungbya	id=g:1309000
Mizaing Chaung	id=g:1309001
Miza Chaung	id=g:1309002
Mi-yuk	id=g:1309003
Miyanzin	id=g:1309004
Mi-u-aung	id=g:1309005
Mitu	id=g:1309006
Mittawng Bum	id=g:1309007
Mitrikhi	id=g:1309008
Mitpo Chaung	id=g:1309009
Mitnaw	id=g:1309010
Mitlām	id=g:1309011
Mithwegan	id=g:1309012
Mithwechaung	id=g:1309013
Mithwebo Sakan	id=g:1309014
Mithwebok	id=g:1309015
Mi-thwe-bo	id=g:1309016
Mitharaung	id=g:1309017
Mite	id=g:1309018
Mite	id=g:1309019
Nam Mit Chaung	id=g:1309020
Mitawun Reserved Forest	id=g:1309021
Mitawun Chaung	id=g:1309022
Mi-tangkö	id=g:1309023
Mitanedo	id=g:1309024
Mitan Chaung	id=g:1309025
Mitalher	id=g:1309026
Nam Mit	id=g:1309027
Nam Mit	id=g:1309028
Mission Road	id=g:1309029
Missakit Chaung	id=g:1309030
Missakit	id=g:1309031
Mishi	id=g:1309032
Mi-se	id=g:1309033
Misan Chaung	id=g:1309034
Mipayagon	id=g:1309035
Miparan Chaung	id=g:1309036
Miparan	id=g:1309037
Mipa	id=g:1309038
Minzu	id=g:1309039
Minzu	id=g:1309040
Minzu	id=g:1309041
Minzi	id=g:1309042
Minzegyaung	id=g:1309043
Minze	id=g:1309044
Minzan	id=g:1309045
Minywa Taung	id=g:1309046
Minywa Myauk	id=g:1309047
Minywa	id=g:1309048
Minywa	id=g:1309049
Minywa	id=g:1309050
Minywa	id=g:1309051
Minywa	id=g:1309052
Minywa	id=g:1309053
Minywa	id=g:1309054
Minywa	id=g:1309055
Minywa	id=g:1309056
Minywa	id=g:1309057
Minywa	id=g:1309058
Minywa	id=g:1309059
Minywa	id=g:1309060
Minywa	id=g:1309061
Minywa	id=g:1309062
Minywa	id=g:1309063
Minywa	id=g:1309064
Min-ywa	id=g:1309065
Minyu	id=g:1309066
Minyon	id=g:1309067
Minyon	id=g:1309068
Minyohtaung	id=g:1309069
Minyingon	id=g:1309070
Minyin	id=g:1309071
Minyin	id=g:1309072
Minyē Taung	id=g:1309073
Minyehla	id=g:1309074
Minye Canal	id=g:1309075
Minye-atet	id=g:1309076
Minye	id=g:1309077
Minye	id=g:1309078
Minyat Chaung	id=g:1309079
Min-yat	id=g:1309080
Minyat	id=g:1309081
Mi-nyankung	id=g:1309082
Minya In	id=g:1309083
Minyagon	id=g:1309084
Minya	id=g:1309085
Minwun Reserved Forest	id=g:1309086
Minwun Range	id=g:1309087
Minwin	id=g:1309088
Minwa Taung	id=g:1309089
Minwa Myauk	id=g:1309090
Minto Point	id=g:1309091
Minthazeik	id=g:1309092
Minthaung	id=g:1309093
Mintha Taung	id=g:1309094
Mintha Sakan	id=g:1309095
Minthan	id=g:1309096
Minthamyebya	id=g:1309097
Minthami Taungdan	id=g:1309098
Minthami Chaung	id=g:1309099
Minthami	id=g:1309100
Minthagya	id=g:1309101
Mintha Chaung	id=g:1309102
Minthachaung	id=g:1309103
Mintha	id=g:1309104
Mintein	id=g:1309105
Minsin	id=g:1309106
Minshwehnit	id=g:1309107
Minshwe	id=g:1309108
Minseikpyin	id=g:1309109
Minpalaung	id=g:1309110
Mino Taung	id=g:1309111
Min-o	id=g:1309112
Minnyogon	id=g:1309113
Min-nge Chaung	id=g:1309114
Min-ngaw Taung	id=g:1309115
Min-ngaw Chaung	id=g:1309116
Min-ngaw	id=g:1309117
Minnegon	id=g:1309118
Minnannwè	id=g:1309119
Minnannwè	id=g:1309120
Minmyin Chaung	id=g:1309121
Minmwe Taung	id=g:1309122
Minmanaing Chaung	id=g:1309123
Minmanaing	id=g:1309124
Minma	id=g:1309125
Minma	id=g:1309126
Minlwingon	id=g:1309127
Minlwin	id=g:1309128
Minletkya	id=g:1309129
Minletaung	id=g:1309130
Minle	id=g:1309131
Minle	id=g:1309132
Minlaywa	id=g:1309133
Minlan-tazeik	id=g:1309134
Minlanmakon	id=g:1309135
Minlangu-shanzu	id=g:1309136
Minlangu	id=g:1309137
Minlan Chaung	id=g:1309138
Minlan	id=g:1309139
Minlaingbinywathit	id=g:1309140
Min Kyun	id=g:1309141
Minkyi	id=g:1309142
Minkyaukkho Chaung	id=g:1309143
Minkyan	id=g:1309144
Min Kraing	id=g:1309145
Minkaungse Chaung	id=g:1309146
Minkaungse	id=g:1309147
Minkaung	id=g:1309148
Minkanbauk Chaung	id=g:1309149
Minjang Hka	id=g:1309150
Miniwin	id=g:1309151
Minin Chaung	id=g:1309152
Minin	id=g:1309153
Loi Minhsen	id=g:1309154
Minhle Chaung	id=g:1309155
Minhle	id=g:1309156
Minhlazu	id=g:1309157
Minhlawa	id=g:1309158
Minhla Tank	id=g:1309159
Minhlasu	id=g:1309160
Minhla Kan	id=g:1309161
Minhlagyin	id=g:1309162
Minhlagon	id=g:1309163
Minhla Chaung	id=g:1309164
Minhla Chaung	id=g:1309165
Minhla Chaung	id=g:1309166
Minhla-asu	id=g:1309167
Minhla	id=g:1309168
Minhla	id=g:1309169
Minhla	id=g:1309170
Minhla	id=g:1309171
Mingyun	id=g:1309172
Mingyi Taungdan	id=g:1309173
Mingyi Sakan	id=g:1309174
Mingyikyeik	id=g:1309175
Mingyigon	id=g:1309176
Mingyi	id=g:1309177
Mingyi	id=g:1309178
Mingyaung	id=g:1309179
Mingyaung	id=g:1309180
Mingyaung	id=g:1309181
Mingyan	id=g:1309182
Mingyaing	id=g:1309183
Mingun Taung	id=g:1309184
Mingun	id=g:1309185
Mingu Chaung	id=g:1309186
Mingôn	id=g:1309187
Mingon	id=g:1309188
Mingon	id=g:1309189
Mingon	id=g:1309190
Mingon	id=g:1309191
Min-gon	id=g:1309192
Mingon	id=g:1309193
Mingon	id=g:1309194
Mingon	id=g:1309195
Mingon	id=g:1309196
Mingon	id=g:1309197
Mingon	id=g:1309198
Mingon	id=g:1309199
Mingon	id=g:1309200
Mingon	id=g:1309201
Mingon	id=g:1309202
Mingon	id=g:1309203
Mingon	id=g:1309204
Mingon	id=g:1309205
Mingon	id=g:1309206
Mingok	id=g:1309207
Mingin	id=g:1309208
Mingayu	id=g:1309209
Mingaung Chaung	id=g:1309210
Minganyo	id=g:1309211
Minganyo	id=g:1309212
Mingan In	id=g:1309213
Mingangyi	id=g:1309214
Mingan Chaung	id=g:1309215
Mingan	id=g:1309216
Mingan	id=g:1309217
Mingan	id=g:1309218
Mingan	id=g:1309219
Mingan	id=g:1309220
Mingan	id=g:1309221
Mingan	id=g:1309222
Mingan	id=g:1309223
Mingan	id=g:1309224
Mingan	id=g:1309225
Mingan	id=g:1309226
Mingan	id=g:1309227
Mingan	id=g:1309228
Mingalun	id=g:1309229
Mingalun	id=g:1309230
Mingalagyi	id=g:1309231
Mingalagon	id=g:1309232
Mingaladon	id=g:1309233
Mingaladon	id=g:1309234
Mingala	id=g:1309235
Mingala	id=g:1309236
Mingaing	id=g:1309237
Mingaing	id=g:1309238
Mingagye	id=g:1309239
Mindon Sakan	id=g:1309240
Mindon	id=g:1309241
Mindin Chaung	id=g:1309242
Mindezu	id=g:1309243
Mindet	id=g:1309244
Mindet	id=g:1309245
Mindegyi	id=g:1309246
Mindègon Te	id=g:1309247
Mindegon	id=g:1309248
Mindegon	id=g:1309249
Mindegon	id=g:1309250
Mindegale	id=g:1309251
Mindebyin	id=g:1309252
Minde	id=g:1309253
Minde	id=g:1309254
Minde	id=g:1309255
Minde	id=g:1309256
Mindaw	id=g:1309257
Mindaung	id=g:1309258
Mindat Sakan	id=g:1309259
Mindat	id=g:1309260
Mindat	id=g:1309261
Mindat	id=g:1309262
Mindat	id=g:1309263
Mindanywa	id=g:1309264
Mindandaw	id=g:1309265
Mindan	id=g:1309266
Mindan	id=g:1309267
Mindan	id=g:1309268
Mindale Taung	id=g:1309269
Mindaingbin	id=g:1309270
Min Chaung	id=g:1309271
Min Chaung	id=g:1309272
Minchaung	id=g:1309273
Minchaung	id=g:1309274
Minbyintein	id=g:1309275
Minbyin Reserved Forest	id=g:1309276
Minbyin	id=g:1309277
Minbyin	id=g:1309278
Minbyin	id=g:1309279
Minbyin	id=g:1309280
Minbyin	id=g:1309281
Minbyin	id=g:1309282
Minbyin	id=g:1309283
Minbya	id=g:1309284
Minbwe	id=g:1309285
Minbu District	id=g:1309286
Minbu Chaung	id=g:1309287
Minbu	id=g:1309288
Minbu	id=g:1309289
Minbu	id=g:1309290
Minbintin	id=g:1309291
Minbe	id=g:1309292
Minbaw	id=g:1309293
Minbaung	id=g:1309294
Minban Tung	id=g:1309295
Minban Taung	id=g:1309296
Minba	id=g:1309297
Minawtda	id=g:1309298
Minathan	id=g:1309299
Minanwe Reserved Forest	id=g:1309300
Minanwe Chaung	id=g:1309301
Nam Min	id=g:1309302
Mimbil	id=g:1309303
Mimawdo	id=g:1309304
Nam Milyang	id=g:1309305
Mi-lön	id=g:1309306
Milok	id=g:1309307
Mills Patch	id=g:1309308
Loi Mi-litpai	id=g:1309309
Mi-le	id=g:1309310
Milaung Taung	id=g:1309311
Milaungon	id=g:1309312
Milaungkwin	id=g:1309313
Mi Launghtaung	id=g:1309314
Milaunggyun	id=g:1309315
Milaunggwin	id=g:1309316
Milaunggon	id=g:1309317
Milaunggôn	id=g:1309318
Milaunggon	id=g:1309319
Milaunggon	id=g:1309320
Milaunggon	id=g:1309321
Milaunggon	id=g:1309322
Milaung Chaung	id=g:1309323
Milaungchaung	id=g:1309324
Milaungbyin	id=g:1309325
Milaungbya	id=g:1309326
Milaung-aw	id=g:1309327
Milauk	id=g:1309328
Milamyaung	id=g:1309329
Mikyun Chaung	id=g:1309330
Mikwi Klo	id=g:1309332
Mikwi	id=g:1309333
Mikwan Chaung	id=g:1309334
Mikwan	id=g:1309335
Miku	id=g:1309336
Miki Pām	id=g:1309337
Mi-khwaki	id=g:1309338
Mikayin	id=g:1309339
Mikaw	id=g:1309340
Mikathutchaungbya	id=g:1309341
Mikathut	id=g:1309342
Mikalaung Chaung	id=g:1309343
Mi-I	id=g:1309344
Mihpaya	id=g:1309345
Migyo Taung	id=g:1309346
Migyaungyok	id=g:1309347
Migyaungyethauk	id=g:1309348
Migyaungye	id=g:1309349
Migyaungwin	id=g:1309350
Migyaungwin	id=g:1309351
Migyaung-u	id=g:1309352
Migyaungthaik	id=g:1309353
Migyaung Te	id=g:1309354
Migyaung Sakan	id=g:1309355
Migyaungpon	id=g:1309356
Migyaunglaung	id=g:1309357
Migyaung-in	id=g:1309358
Migyaunggyaung	id=g:1309359
Migyaunggwin	id=g:1309360
Migyaunggaung In	id=g:1309361
Migyaunggaung	id=g:1309362
Migyaunggaung	id=g:1309363
Migyaunggaung	id=g:1309364
Migyaunggan	id=g:1309365
Migyaungeing	id=g:1309366
Migyaungdwin	id=g:1309367
Migyaungdwin	id=g:1309368
Migyaungdo	id=g:1309369
Migyaung Chaung	id=g:1309370
Migyaungchaung	id=g:1309371
Migyaungbyuaing	id=g:1309372
Migyaungbin	id=g:1309373
Migyaungbauk	id=g:1309374
Migyaungaing	id=g:1309375
Migyaung-aing	id=g:1309376
Migyaungaing	id=g:1309377
Migyaung	id=g:1309378
Mīgogan	id=g:1309379
Migaukpin	id=g:1309380
Migat Kyauktwin	id=g:1309381
Migatkyauk Taung	id=g:1309382
Migathit	id=g:1309383
Migalon	id=g:1309384
Mi Gahtawng	id=g:1309385
Mifung Chai	id=g:1309386
Mienmaw	id=g:1309387
Mi-e	id=g:1309388
Midogan	id=g:1309389
Mido	id=g:1309390
Middle Passage	id=g:1309391
Middle Island	id=g:1309392
Middle Bank	id=g:1309393
Midaingdaw Auk	id=g:1309394
Midaingdaw	id=g:1309395
Mīdaik	id=g:1309396
Michitpa	id=g:1309397
Miche	id=g:1309398
Tisi Va	id=g:1309399
Mibya Kyun	id=g:1309400
Mibya	id=g:1309401
Mibon	id=g:1309402
Mibaya Taung	id=g:1309403
Mibauk West	id=g:1309404
Mibauk East	id=g:1309405
Mibauk	id=g:1309406
Mibauk	id=g:1309407
Mibauk	id=g:1309408
Miasawkadit	id=g:1309409
Hwè Miao	id=g:1309410
Nam Mi	id=g:1309411
Nam Mi	id=g:1309412
Loi Mi	id=g:1309413
Loi Mi	id=g:1309414
Mhreng	id=g:1309415
Mhaw	id=g:1309416
Mgwi	id=g:1309417
Mgwe-imnu	id=g:1309418
Mezin	id=g:1309419
Mezegyan	id=g:1309420
Mezebin	id=g:1309421
Mezebin	id=g:1309422
Mèzaungwa	id=g:1309423
Mezaung Chaung	id=g:1309424
Mezataw Chaung	id=g:1309425
Mezataw	id=g:1309426
Meza River	id=g:1309427
Mèzanbyu	id=g:1309428
Mezalun	id=g:1309429
Mezali Taung	id=g:1309430
Mēzali Reserved Forest	id=g:1309431
Mezalikwin	id=g:1309432
Mezaligyin	id=g:1309433
Mèzaligyin	id=g:1309434
Mezaligyaung	id=g:1309435
Mezaligyaung	id=g:1309436
Mezaligwe	id=g:1309437
Mezaligon	id=g:1309438
Mezaligon	id=g:1309439
Mezaligon	id=g:1309440
Mèzaligon	id=g:1309441
Mezaligôn	id=g:1309442
Mezaligon	id=g:1309443
Mezaligôn	id=g:1309444
Mezaligon	id=g:1309445
Mezaligon	id=g:1309446
Mezaligon	id=g:1309447
Mezaligon	id=g:1309448
Mezaligin	id=g:1309449
Mezaligan	id=g:1309450
Mezaligan	id=g:1309451
Mezalidaw	id=g:1309452
Mezalidan	id=g:1309453
Mezali Chaung	id=g:1309454
Mezali Chaung	id=g:1309455
Mezalibin Chaung	id=g:1309456
Mezalibin	id=g:1309457
Mezali	id=g:1309458
Mezali	id=g:1309459
Mezali	id=g:1309460
Mèzali	id=g:1309461
Mezali	id=g:1309462
Mezali	id=g:1309463
Mezali	id=g:1309464
Mezali	id=g:1309465
Mezali	id=g:1309466
Mezali	id=g:1309467
Mezali	id=g:1309468
Mezali	id=g:1309469
Mezali	id=g:1309470
Mezali	id=g:1309471
Mezali	id=g:1309472
Mezali	id=g:1309473
Mezali	id=g:1309474
Mezali	id=g:1309475
Mezali	id=g:1309476
Mezali	id=g:1309477
Mezali	id=g:1309478
Mēzali	id=g:1309479
Mezali	id=g:1309480
Mezali	id=g:1309481
Mezali	id=g:1309482
Mezabya Reserved Forest	id=g:1309483
Meza	id=g:1309484
Meza	id=g:1309485
Meza	id=g:1309486
Meywagyun	id=g:1309487
Meywa	id=g:1309488
Me-ywa	id=g:1309489
Meyongyi	id=g:1309490
Meyongale	id=g:1309491
Me-yong	id=g:1309492
Meyitkhi	id=g:1309493
Meyithta	id=g:1309494
Meyin	id=g:1309495
Hwè Mè-yawng	id=g:1309496
Mewstone Islands	id=g:1309497
Nam Mè-weng	id=g:1309498
Mewekhi	id=g:1309499
Nam Mē-wansang	id=g:1309500
Mewang	id=g:1309501
Mewaing Reserved Forest	id=g:1309502
Mewaing Chaung	id=g:1309503
Mèwaing Auk	id=g:1309504
Mèwaing Atet	id=g:1309505
Mewaing	id=g:1309506
Mèwaing	id=g:1309507
Mewado	id=g:1309508
Meungtung	id=g:1309509
Nam Mē-ūnglong	id=g:1309510
Loi Mē-ūng	id=g:1309511
Mè Tūn	id=g:1309512
Metset	id=g:1309513
Metsameik	id=g:1309514
Mētrukhi	id=g:1309515
Metpa Chaung	id=g:1309516
Meto Law	id=g:1309517
Meto	id=g:1309518
Metmon	id=g:1309519
Metlamun Chaung	id=g:1309520
Mētkyi Law	id=g:1309521
Metkyihta	id=g:1309522
Metkyi	id=g:1309523
Metkle Law	id=g:1309524
Metklekhi	id=g:1309525
Metke	id=g:1309526
Metkaw	id=g:1309527
Metkaung-ywagale	id=g:1309528
Metkaung-shanzu	id=g:1309529
Metkaung Chaung	id=g:1309530
Metkaung	id=g:1309531
