Kūh-e Lāmīsh	id=g:6875556
Tang-e Tālār Jangī	id=g:6976841
Tang-e Rameh	id=g:6976842
Kūh-e Qal‘eh Sang	id=g:6976843
Kūh-e Khar Tang	id=g:6976844
Tang-e Khar Tang	id=g:6976845
Khar Tang	id=g:6976846
Maḩdūdeh-ye Shahrak-e Farhangīān	id=g:6976847
Bolvār-e Emām Khomeynī	id=g:6976848
Jannat Shahr	id=g:6976849
Khīābān-e Velāyat	id=g:6976850
Kheyrābād	id=g:6976851
Eslāmābād	id=g:6976852
Roknābād	id=g:6976853
Kūh-e Fatḩābād	id=g:6976854
Rambeh	id=g:6976855
Janjāl Kūh	id=g:6977155
Dan Sar	id=g:6977156
Darūmak	id=g:6977157
Mardābād	id=g:6977158
Rūdkhāneh-ye Nangārū	id=g:6977159
Zardbūn	id=g:6977160
Rūdkhāneh-ye Kargānī	id=g:6977161
Kūh-e Kargānī Sīāh	id=g:6977162
Kūh-e Dalīkīm	id=g:6977163
Rūdkhāneh-ye Sātak	id=g:6977164
Bīgadak	id=g:6977165
Kūh-e Shesh Tofangī	id=g:6977166
Rūdkhāneh-ye Katrūd	id=g:6977167
Keshārī-ye Āzādī	id=g:6977280
Gorūdal	id=g:6977281
Kahīr-e Borz	id=g:6977282
Rūdkhāneh-ye Sarbāz	id=g:6977283
Garm Bīt-e Pāīn	id=g:6977284
Dargaz	id=g:6977285
Jowgarbīt	id=g:6977286
Gat	id=g:6977287
Kheyr Rūd	id=g:6977288
Kūh-e Kargānī-ye Sīāh	id=g:6977289
Kahīrīn Potān	id=g:6977427
Benīsnan	id=g:6977429
Rīgsar	id=g:6977432
Rūd-e Mīr Dūg	id=g:6977434
Hegshī Kerūchān	id=g:6977436
Rūdkhāneh-ye Sīrīn Kūr	id=g:6977439
Bārg Dan	id=g:6977441
Kalāteh Bag	id=g:6977443
Mīr Dūg	id=g:6977446
Kūh-e Rāhag	id=g:6977448
Rūd-e Dāznūk	id=g:6977450
Kahrī	id=g:6977452
Yarnarān-e Bālā	id=g:6977947
Gīsham	id=g:6977948
Şeydarān	id=g:6977949
Saryāf	id=g:6977950
Dowrchīn Kār	id=g:6977951
Kargūg	id=g:6977952
Rūdkhāneh-ye Kazūr	id=g:6977953
Banrag	id=g:6977954
Bangar	id=g:6977955
Bonshan	id=g:6977956
Yarāsī	id=g:6977957
Saryāb	id=g:6977958
Shāhūmachān	id=g:6977959
Kazhdom	id=g:6977960
Shūr Rīg	id=g:6977961
Gazrīnek-e Pā’īn	id=g:6977962
Pādag	id=g:6977963
Yarnarān-e Pā’īn	id=g:6977964
Kūh-e Sangdām	id=g:6977965
Rūdkhāneh-ye Dan	id=g:6977966
Tarādān	id=g:6977967
Madūkhān	id=g:6977968
Kalgān Dūrtan	id=g:6977969
Mūrt Hanjar	id=g:6977970
Kūh-e Vazīrān	id=g:6977971
Malekābād	id=g:6977972
Rūdkhāneh-ye Patkān	id=g:6977973
Shahābād	id=g:6977974
Kehīn	id=g:6977975
Şāleḩābād	id=g:6977976
Kūh-e Qāţerān	id=g:6977977
Garāvān	id=g:6977978
Ḩabībehī	id=g:6977979
Kīchchagī	id=g:6977980
Chāh-e A‘z̧am	id=g:6978110
Dowlatābād	id=g:6978111
Dowlatābād	id=g:6978112
Chāh-e Karam	id=g:6978113
Jom‘eh Khān	id=g:6978114
Chāh-e Jānmoḩammad Sepāhī	id=g:6978115
Chāh-e Najm od Dīn	id=g:6978116
Raḩmatābād	id=g:6978117
Kambrūk	id=g:6978118
Jomhān	id=g:6978119
Rūdkhāneh-ye Rūtak	id=g:6978120
Qal‘eh-ye Ḩasan	id=g:6978121
Qāderābād	id=g:6978122
Shānzehī	id=g:6978123
Chāh-e Ḩājjī Ḩamīd	id=g:6978124
Chāh-e Āy Beyt	id=g:6978125
Chāh-e Sobḩān	id=g:6978126
Chāh-e Reẕvānī	id=g:6978127
Kūrshānīān	id=g:6978128
Nāşerābād	id=g:6978129
Nāşerābād-e Bālā	id=g:6978130
Qandehār	id=g:6978131
Chāh-e Ḩājj Mūsá	id=g:6978132
Chāh-e Moḩammadābād	id=g:6978133
Sīāhdak	id=g:6978134
Chāh-e Ḩājjī Mīrkhān	id=g:6978135
Chāh-e Kamāl	id=g:6978136
Chāh-e Jahānī	id=g:6978137
Kohneh Kolā	id=g:6978138
Chāh-e Karīmkhān	id=g:6978139
Chāh-e Qāder Bakhsh	id=g:6978140
Ādīneh	id=g:6978141
Chāh-e Raḩīmī	id=g:6978142
Chāh-e Bīst-o Do-e Bahman	id=g:6978143
Chāh-e Shīr Moḩammad	id=g:6978144
Chāh-e Nīāz Moḩammad	id=g:6978145
Chāh-e Ḩājjī Karīmbakhsh	id=g:6978146
Jam‘āhān	id=g:6978147
Chāh-e Shīr Khān	id=g:6978148
Rīg Jehī-ye Bālā	id=g:6978149
Chāh-e Shahbāz	id=g:6978150
Chāh-e Karīmī	id=g:6978151
Chāh-e Changīz	id=g:6978152
Parkūkan	id=g:6978153
Kallūk	id=g:6979409
Sang-e Lak	id=g:6979410
Gūrābak	id=g:6979411
‘Azīzābād	id=g:6979412
Qāderābād	id=g:6979413
‘Alīābād	id=g:6979414
Karīmābād	id=g:6979415
Pīrābād	id=g:6979416
Pīrābād	id=g:6979417
Pīrābād	id=g:6979418
Pīrābād	id=g:6979419
Rūdkhāneh-ye Chegerd	id=g:6979420
Tūt	id=g:6979421
Kalchāt	id=g:6979422
Hān	id=g:6979423
Kahn-e Ḩoseyn	id=g:6979424
Sarsūreh	id=g:6979425
Eslāmābād	id=g:6979426
Kahn-e Nūr Moḩammad	id=g:6979427
Goshtūk	id=g:6979428
Rūdkhāneh-ye Parkan	id=g:6979429
Parkan	id=g:6979430
Ḩājjīābād	id=g:6979431
Rūdkhāneh-ye Hanzāmān	id=g:6979432
Kūh-e Gerdīl	id=g:6979433
Afẕalābād-e Pā’īn	id=g:6979434
Afẕalābād-e Bālā	id=g:6979435
Sardar	id=g:6979436
Mīrzāābād	id=g:6979437
Shāh-e Jahān	id=g:6979438
Kalleh Gasht	id=g:6979439
Kūh-e Bīrak	id=g:6979440
Māhānī	id=g:6979441
Deh-e Mahendā	id=g:6979442
Deh-e Mahendā	id=g:6979443
Gar Paskūh	id=g:6979444
Chāh-e Sīşad-o Bīst-o Do-e Shahīd Khomeynī	id=g:6979445
Kūhshān	id=g:6979446
Rūdkhāneh-ye Rūtak	id=g:6979447
Gannak	id=g:6979448
Kūshshok	id=g:6979449
Rūdkhāneh-ye Māshkīd	id=g:6979450
Barzīn Den	id=g:6979451
Rūdkhāneh-ye Samūkān	id=g:6979452
Bītak	id=g:6979453
Nāksūrdān	id=g:6979454
Hanūk	id=g:6979455
Kāhāng	id=g:6979457
Rūdkhāneh-ye Māshkīd	id=g:6979458
Māhū Kalāg	id=g:6979459
Kūh-e Maḩmūdī	id=g:6979982
Qanāt-e Ḩasanābād	id=g:6979983
Chāh-e Sefīd	id=g:6979984
Cheshmeh-ye Lūsh	id=g:6979985
Tang-e Cheshmeh Lūsh	id=g:6979986
Tang-e Rīz Āb	id=g:6979987
Kūh-e Dīr Āb	id=g:6979988
Kūh-e Dūmeh	id=g:6979989
Kūh-e Chāh Khvārī	id=g:6979990
Kūh-e Chāh Khvārī	id=g:6979991
Chāh-e Khvārī	id=g:6979992
Chāh-e Qūch	id=g:6979993
Chāh-e Mārī	id=g:6979994
Kūh-e Chāh Mārī	id=g:6979995
Almās Kūh	id=g:6979996
Kūh-e Pīr Anār	id=g:6979997
Kūh-e Chāh Ghūghā	id=g:6979998
Chāh-e Jamīlābād	id=g:6979999
Kūh-e Pūzeh Arreh	id=g:6980000
Emāmzādeh Seyyed Moḩammad	id=g:6980001
Chāh-e Shahr-e Bāf	id=g:6980002
Qaţār Boneh	id=g:6980003
Nīlū Rastegār	id=g:6980004
Shaţţ-e Bādām	id=g:6980005
Malekābād	id=g:6980006
Mīān Deh	id=g:6980007
‘Abdābād	id=g:6980008
Koteh-ye Gaz	id=g:6980009
Taft	id=g:6980010
Dey Nah	id=g:6980011
Ma‘danū	id=g:6980012
Rūdkhāneh-ye Sefīd	id=g:6980013
Eslāmābād	id=g:6980014
Chāh Anjīr	id=g:6980015
Chāh Anjīr	id=g:6980016
Shūrūyeh	id=g:6980017
Kūh-e Qalāt Rīgī	id=g:6980018
Qanāt-e Bāyjān	id=g:6980019
Bāgh-e Ghaffārābād	id=g:6980020
‘Alīābād	id=g:6980021
Tall Poreh	id=g:6980022
Eslāmābād	id=g:6980023
Şādeqābād	id=g:6980024
Ḩoseynābād	id=g:6980025
Bī Gerdū	id=g:6980026
Sang-e Zūd	id=g:6980027
Chāh-e Bū Ḩūn	id=g:6980028
Chāh-e Meskeh	id=g:6980029
Kūhhā-ye Anjarāt	id=g:6980030
Kūh-e Sefīd	id=g:6980031
Kūh-e Ḩasanābād	id=g:6980032
Malekābād	id=g:6980033
Mo‘īnābād	id=g:6980034
Bonāb-e Pā’īn	id=g:6980035
Bonāb-e Bālā	id=g:6980036
Bonāb-e Bālā	id=g:6980037
Bonāb	id=g:6980038
Qal‘eh Damkan	id=g:6980039
Kūh-e Shotorī	id=g:6980040
Zīāratgāh-e Shāhzādeh Moḩammad	id=g:6980041
Cheshmeh Zard	id=g:6980042
Kohneh Sorkh	id=g:6980043
Chal Pū	id=g:6980044
Cheshmeh-ye Sārchīl	id=g:6980045
Gowd-e Tīl	id=g:6980046
Chāh Dozdū	id=g:6980047
Chāh Mūrī	id=g:6980048
Chāh Mūrī	id=g:6980049
Kūh-e Chāh Mūrī	id=g:6980050
Kūh-e Sangar	id=g:6980051
Qal‘eh-ye Sefīd	id=g:6980052
Dahaneh Gowd Kesh	id=g:6980053
Kūh-e Manşūrī	id=g:6980054
Ja‘farābād	id=g:6980055
Dahaneh Band Sorb	id=g:6980056
Kūh-e Ardnū Lāsar	id=g:6980057
Eshkoft-e Gar	id=g:6980058
Dahaneh Lāsar	id=g:6980059
Kūh-e Barfī	id=g:6980060
Tang Qal‘eh	id=g:6980061
Dahaneh Sūkhtak	id=g:6980062
Zangī Shāhī	id=g:6980063
Kal Pakī	id=g:6980064
Eshkoft-e Sīāh	id=g:6980065
Kūh-e Chakūnār	id=g:6980066
Chāh Bādām	id=g:6980067
Emāmzādeh Ḩasan	id=g:6980068
Chāh Shūr	id=g:6980069
Mūrtestān	id=g:6980070
Tall Sabz	id=g:6980071
‘Ezzatābād	id=g:6980072
Seyfābād	id=g:6980073
Jalālābād	id=g:6980074
Mehregān	id=g:6980075
Nasū’īyeh	id=g:6980076
Kūh-e Kalūk Estakhr	id=g:6980077
Qal‘eh Dokhtar	id=g:6980078
Chāh Karū	id=g:6980079
Qal‘eh-ye Dokhtar	id=g:6980080
Kūh-e Gīs	id=g:6980081
Kūh-e Mārī	id=g:6980082
Kūh-e Maḩd-e Bahrāmī	id=g:6980083
Jahanam	id=g:6980084
Kūh-e Tang Qal‘eh	id=g:6980085
Kūh-e Boneh-ye Sīāh	id=g:6980086
Shāhzādeh Esmā‘īl	id=g:6980087
Kūh-e Gāv Parkan	id=g:6980088
Tang Zanjīrū	id=g:6980089
Kūh-e Tār Shūreh	id=g:6980090
Kūh-e Malīsabz	id=g:6980091
Kūh-e Āb Bīdak	id=g:6980092
Kūh-e Sang Chārak	id=g:6980093
Kūh-e Ley Khoshkeh	id=g:6980094
Rūdkhāneh-ye Gol Meh Talkh	id=g:6980095
Rūdkhāneh-ye Chāh Noqreh	id=g:6980096
Talkh Āb	id=g:6980097
Chahār Cheshmeh	id=g:6980098
Chāh-e Tāveh	id=g:6980099
Tang Tāveh	id=g:6980100
Chāh-e Torkī	id=g:6980101
Chāh-e Darband	id=g:6980102
Cheshmeh-ye Jūkhī	id=g:6980103
Cheshmeh-ye Eshgoft-e Ābī	id=g:6980104
Kūh-e Gol Kanī	id=g:6980105
Cheshmeh-ye Āb Bād	id=g:6980106
Qadamgāh-e Ḩaẕrat-e Amīr	id=g:6980107
Zīāratgāh-e Ḩayāt-e Gheyb	id=g:6980108
Bāgh-e Kadkhodā ‘Alī	id=g:6980109
Kūh-e Tāveh	id=g:6980110
Cheshmeh-ye Solţān Moḩammadī	id=g:6980111
Gardaneh-ye Shāh Gheybī	id=g:6980112
Rūdkhāneh-ye Chāh Derāz	id=g:6980113
Chaghādū	id=g:6980114
Kūh-e Gach	id=g:6980115
Cheshmeh-ye Tang Zard	id=g:6980116
Gardaneh-ye Āqā	id=g:6980117
Kūh-e Chahār Cheshmeh	id=g:6980118
Gaz Beshkālī	id=g:6980119
Rūdkhāneh-ye Gū Sar	id=g:6980120
Sang-e Chārak	id=g:6980121
Kūh-e Kalleh ‘Alī Qorbān	id=g:6980122
Bāgh-e Qalandarī	id=g:6980123
Bostānābād	id=g:6980124
Zīāratgāh-e Seyyed Yūsef	id=g:6980125
Zīāratgāh-e Shāh-e Gharīb	id=g:6980126
Kūh-e Kūchak	id=g:6980127
Kūh-e Gach Kanī	id=g:6980128
Kūh-e Bon Gasheh‘ī	id=g:6980129
Tang Āb Shīrīn	id=g:6980130
Kūh-e Şāleḩ	id=g:6980131
Cheshmeh-ye Şāleḩ	id=g:6980132
Tang Talkh Āb	id=g:6980133
Tavakkolābād	id=g:6980134
Āb Rūd-e Shūr	id=g:6980135
Zīāratgāh-e Davāzdah Emām	id=g:6980136
Qalātūyeh	id=g:6980137
Zīāratgāh-e Shāh Seyfollāh	id=g:6980138
Zīāratgāh-e Shāh Fīrūz	id=g:6980139
Zīāratgāh-e Solţān Pīr-e Gheyb	id=g:6980140
Kūh-e Qal‘eh Lūkān	id=g:6980141
Kūh-e Pīr Chāl	id=g:6980142
Kūh-e Āb Zīr Kūh	id=g:6980143
Kūh-e Sherkat	id=g:6980144
Kūh-e Zard	id=g:6980145
Kūh-e Dūk Kar	id=g:6980146
Tang-e Zard	id=g:6980147
Galangī	id=g:6980148
Dūk Kar	id=g:6980149
Rūdkhāneh-ye Chang Shūr	id=g:6980150
Shahābī	id=g:6980151
Cheshmeh-ye Āb Bīdū	id=g:6980152
Darreh-ye Āb Bīdū	id=g:6980153
Rostāq	id=g:6980154
Qal‘eh Mīr ‘Abbās	id=g:6980155
Sar Tang-e Bālā	id=g:6980156
Kūh-e Qalāt-e Qūchān	id=g:6980157
Gūrakī	id=g:6980158
Chāh Boneh	id=g:6980159
Rūdkhāneh-ye Chāh Boneh	id=g:6980160
Sar Tang	id=g:6980161
Happān	id=g:6980162
Sar Tang-e Seyyedī	id=g:6980163
Sar Tang-e Chekchek	id=g:6980164
Qaşr-e Dokhtar	id=g:6980165
Dahāneh-ye Zanjīlū	id=g:6980166
Rūdkhāneh-ye Chekchek	id=g:6980167
Kūh-e Lāy Sīāh	id=g:6980168
Kūh-e Gachī	id=g:6980169
Cheshmeh Ābgarm	id=g:6980170
Kūh-e Palangī	id=g:6980171
Kūh-e Gorāzī	id=g:6980172
Sadeh	id=g:6980173
Cheshmeh-ye Tīrmeh	id=g:6980174
Shāhzādeh ‘Abdollāh	id=g:6980175
Malekābād	id=g:6980176
Malekābād	id=g:6980177
Darreh-ye Lāy Sīāh	id=g:6980178
Kūh-e Malekābād	id=g:6980179
Gardaneh-ye Bazan	id=g:6980180
Dashtrā	id=g:6980181
Darreh-ye Do Tū’ī	id=g:6980182
Kūh-e Bīd Mahakī	id=g:6980183
Rostāq	id=g:6980184
Dasht-e Kapī	id=g:6980185
Dasht-e Ja‘farī	id=g:6980186
Tang-e Sīs	id=g:6980187
Darreh-ye Golī Bonāb	id=g:6980188
Godār-e Rīzeh	id=g:6980189
Kūh-e Qalāt	id=g:6980190
Godār Panbeh	id=g:6980191
Kūh-e Bar Āftāb	id=g:6980192
Cheshmeh-ye Narīūn	id=g:6980193
Darreh-ye Panjeh ‘Alī	id=g:6980194
Kāseh Rūd	id=g:6980195
Rūdkhāneh-ye Narīūn	id=g:6980196
Kūh-e Kar Golī	id=g:6980197
Darreh-ye Lāy Talkh	id=g:6980198
Ḩojjatābād	id=g:6980199
Malekābād	id=g:6980200
Akbarābād	id=g:6980201
Malekābād	id=g:6980202
Akbarābād-e Pā’īn	id=g:6980203
Malekābād	id=g:6980204
Zīāratgāh-e Chehel Tan	id=g:6980205
Shāhzādeh Ebrāhīm	id=g:6980206
Bī Bī Nīrū	id=g:6980207
Emāmzādeh Shāh Abū Zakarīā	id=g:6980208
‘Eyn ol Baqal	id=g:6980209
Ḩoseynābād-e Qolī Dī	id=g:6980210
Kalūk	id=g:6980211
Chāh Qolī Dī	id=g:6980212
Kūh-e Zard Qolī Dī	id=g:6980213
Chāh Barz	id=g:6980214
Chāh Naz̧arī	id=g:6980215
Chāh Bādām	id=g:6980216
Rūdkhāneh-ye Tīkār-e Ḩoseynābād	id=g:6980217
Ma‘dan Raz	id=g:6980218
Bāgh-e Gol	id=g:6980219
Kūh-e Gāv Barreh	id=g:6980220
Taleh Būr	id=g:6980221
Taleh Būr	id=g:6980222
Taleh Būr	id=g:6980223
Chāh Haftād Tūmānī	id=g:6980224
Chāh Haftād Tūmānī	id=g:6980225
Chāh Haftād Tūmānī	id=g:6980226
Chāh Āz̄arī	id=g:6980227
Chāh Bahrām	id=g:6980228
Chāh Zard	id=g:6980229
Chāh Zard	id=g:6980230
Chāh Mord	id=g:6980231
Chāh Qal‘eh	id=g:6980232
Chāh Sangarī	id=g:6980233
Kūh-e Par-e Sabz Pūshān	id=g:6980234
Nīū	id=g:6980235
Kūh-e Del Mar	id=g:6980236
Del Mar	id=g:6980237
Chāh Seyyedā	id=g:6980238
Chāh-e Qabrī	id=g:6980239
Chāh-e Qabrī	id=g:6980240
Chāh-e Bahman	id=g:6980241
Cheshmeh Sefīd	id=g:6980242
Rūdkhāneh-ye Bāgh Mollā	id=g:6980243
Rūdkhāneh-ye Mārūn	id=g:6980244
Dahāneh-ye Mārūn	id=g:6980247
Kūh-e ‘Alī Bolandeh	id=g:6980248
Pīch Kūh-e ‘Olyā	id=g:6980249
Pīch Kūh-e Soflá	id=g:6980250
Dahāneh-ye Lāy Gerdū	id=g:6980251
Kūh-e Zard	id=g:6980252
Dahāneh-ye Golī Kūh	id=g:6980253
Rūdkhāneh-ye Gol Kūh	id=g:6980254
Kūh-e Qūr Zard	id=g:6980255
Qahlā	id=g:6980256
Kafeh-ye Solţānābād	id=g:6980257
Borj-e Solţānābād	id=g:6980258
Kafeh-ye Solţānābād	id=g:6980259
Chāh Mūqū	id=g:6980260
Kafeh-ye Solţānābād	id=g:6980261
Dasht-e Solţānābād	id=g:6980262
Chāh Now	id=g:6980263
Sang-e Sefīd	id=g:6980264
Chāh Now-ye Ta‘vīq	id=g:6980265
Shahrak-e Īs̄ār	id=g:6980266
Kafeh-ye Solţānābād	id=g:6980267
Kūh-e Chāh Now	id=g:6980268
Kolūk-e Sang Sefīd	id=g:6980269
Solbūyeh	id=g:6980270
Rūdkhāneh-ye Hūltūm	id=g:6980271
Chāh Mīsh	id=g:6980272
Naşrābād	id=g:6980273
Kheyrābād	id=g:6980274
Dowdehān	id=g:6980275
Āb Kaf	id=g:6980276
Rūdkhāneh-ye Gūr-e Khar	id=g:6980277
Gūr-e Khar	id=g:6980278
Shokrābād	id=g:6980279
Kot-e Rūbāh	id=g:6980280
Tall Sabz	id=g:6980281
Rūdkhāneh-ye Bonāb	id=g:6980282
Kūh-e Jūsh	id=g:6980283
Boneh-ye Darī	id=g:6980284
Boneh-ye Darī	id=g:6980285
Boneh-ye Darī	id=g:6980286
Boneh-ye Darī	id=g:6980287
Dahāneh-ye Owleh’ī	id=g:6980288
Kūh-e Sorkh	id=g:6980289
Rūdkhāneh-ye Bāzargān	id=g:6980290
Shahrak-e Naşr	id=g:6980291
Dahāneh-ye Bīādeh	id=g:6980292
Kafeh-ye Solţānābād	id=g:6980293
Kūh-e Qermez	id=g:6980294
Dahāneh-ye Shūr	id=g:6980295
Dahāneh-ye Tīr Ḩoseyn	id=g:6980296
Dahāneh-ye Qahlā	id=g:6980297
Gāv Barreh	id=g:6980298
Jaq	id=g:6980299
Chāh-e Bahman	id=g:6980300
Chāh Yūsef‘alī	id=g:6980301
Chāh Begastī	id=g:6980302
Chāh Anjīr	id=g:6980303
Kūh-e Pāzankūh	id=g:6980304
Rūdkhāneh-ye Chāh Anjīr	id=g:6980305
Chāh Zāgh	id=g:6980306
Chāh Ma‘dan	id=g:6980307
Dahāneh-ye Hengāl	id=g:6980308
Kūh-e Hengāl	id=g:6980309
Seyfābād	id=g:6980310
Estakhr-e ‘Olyā	id=g:6980311
Rūdkhāneh-ye Ta‘vīq	id=g:6980312
Dahāneh-ye Chāh Marjānī	id=g:6980314
Chāh Bāgh Qorbān	id=g:6980315
Tall Chūpānī	id=g:6980316
Ḩoseyn Ḩājjī	id=g:6980317
Cherāghābād-e Sar Godār	id=g:6980318
Qanāt Kalbī	id=g:6980319
Mahdābād	id=g:6980320
Kūh-e Chāh Kaftārī	id=g:6980321
Kūh-e Lāy Zangān	id=g:6980322
Chāh Lak	id=g:6980323
Rūdkhāneh-ye Lāy Zangān	id=g:6980324
Gardaneh-ye Godārū	id=g:6980325
Bāghkar	id=g:6980326
Chāh Zard	id=g:6980327
Kūh-e Rīg Palangī	id=g:6980328
Kūh-e Gowd Doshman	id=g:6980329
Qollāt-e Rīg Rīzeh’ī	id=g:6980330
Qūrnāk	id=g:6980331
Chāh-e Rīgū	id=g:6980332
Barsha‘ābī	id=g:6980333
Garmāshā	id=g:6980334
Sarkhān Bīsheh	id=g:6980335
Kūh-e Sarkhān Bīsheh	id=g:6980336
Kūh-e Sīāh Neygar	id=g:6980337
Neygar	id=g:6980338
Sarkhān Bīsheh	id=g:6980339
Pūzeh Eslīq	id=g:6980340
Bī Kandā	id=g:6980341
Rey Kūh	id=g:6980342
Īshūm Jannatī	id=g:6980343
Dahāneh-ye Lāy Zard	id=g:6980344
Tavakkolābād	id=g:6980345
Gowd-e Mahakī	id=g:6980346
Gardaneh-ye Bādāmeh	id=g:6980347
Rūdkhāneh-ye Mahastī	id=g:6980348
Tolombeh-ye Sarkhān Bīsheh	id=g:6980349
Āghol-e Ḩoseyn Khānī	id=g:6980350
Darreh-ye Shekoft-e Rīg	id=g:6980351
Robāţ-e Khvomzār	id=g:6980352
Tappeh-ye Dargūyeh	id=g:6980353
Dahāneh-ye Galū Tang	id=g:6980354
Shekoft-e Galū Tang	id=g:6980355
Dasht Ja‘farī	id=g:6980356
Kūh-e Dargū	id=g:6980357
Dasht Ja‘farī	id=g:6980358
Kūh-e Bīābūnī	id=g:6980359
Lāy Gerdū	id=g:6980360
Rūdkhāneh-ye Bīkar	id=g:6980361
Bīkar	id=g:6980362
Kūh-e Chahār Sīk	id=g:6980363
Delū	id=g:6980364
Ābeleh’ī	id=g:6980365
Sīneh ‘Asal	id=g:6980366
Dahāneh-ye Ḩannā	id=g:6980367
Māsālārī	id=g:6980368
Dahāneh-ye ‘Alī Kamālī	id=g:6980369
Dahāneh-ye Ḩannā	id=g:6980370
Tīāb	id=g:6980371
Tīāb	id=g:6980372
Ḩoseyn Ḩājjī	id=g:6980373
Deh-e Seyyed ‘Alī Akbar	id=g:6980374
Cheshmeh-ye Morādī	id=g:6980375
Sangīneh	id=g:6980376
Āghol-e Dīgū	id=g:6980377
Kūh-e Sabzū	id=g:6980378
Dozdān	id=g:6980379
Kūh-e Īskar	id=g:6980380
Godār-e Mārūn	id=g:6980381
Mārūn	id=g:6980382
Kūh-e Baqūrī	id=g:6980383
Ḩoseynābād	id=g:6980384
Kūh-e Sabzīyeh	id=g:6980385
Sabzīyeh	id=g:6980386
Bāqerī	id=g:6980387
Kūh-e Pīch Kūh	id=g:6980388
Chāh Khāngeh	id=g:6980389
Dahāneh-ye Chāh Khāngeh	id=g:6980390
Bāzargān	id=g:6980391
Nahr-e Ḩoseyn	id=g:6980392
Deh-e Malek	id=g:6980393
Kal Chāh	id=g:6980394
Kūh-e Kal Chāh	id=g:6980395
Karam Darvīsh	id=g:6980396
Daq Āhū	id=g:6980397
Kūh-e Chenār	id=g:6980398
Āb Rājūneh	id=g:6980399
Kūh-e Āb Anjīr	id=g:6980400
Āb Anjīr	id=g:6980401
Deh Karteh	id=g:6980402
Deh Sorkheh	id=g:6980403
Bādarābād	id=g:6980404
Chahār Charkheh	id=g:6980405
Kūh-e Nārkū	id=g:6980406
Nārkū	id=g:6980407
Owbād	id=g:6980408
Tavakkolābād	id=g:6980409
Chāh Kohneh	id=g:6980410
Āghol-e Sarbāz	id=g:6980411
Vaḩdatī	id=g:6980412
Kat Gavū	id=g:6980413
Aqverdī	id=g:6980414
Dahaneh Sahlak	id=g:6980415
Āghol-e Abūlī	id=g:6980416
Tang-e Abūlī	id=g:6980417
Kat Marghī	id=g:6980418
Dahāneh-ye Zāghī	id=g:6980419
Lāy Rash	id=g:6980420
Dahaneh Kalbī	id=g:6980421
Deh-e Bālā	id=g:6980422
Pāsgāh-e Entez̧āmī-ye Boneh Kalāghī	id=g:6980423
Kūh-e Zard	id=g:6980424
Kūh-e Jalālī	id=g:6980425
Kūh-e Delkī	id=g:6980426
Qal‘eh-ye Tall-e Ḩalāl	id=g:6980559
Amīrābād	id=g:6980560
Chāh Ja‘far Khānī	id=g:6980561
Chāh Seyyedā	id=g:6980562
Daq Mahyā	id=g:6980563
Chāh-e Ḩājj Mehdī-ye Yāraḩmadī	id=g:6980564
Kachalān	id=g:6980565
Belākestūn	id=g:6980566
Chāh-e Yāraḩmadī	id=g:6980567
Chāh Morād	id=g:6980568
Now Bahār	id=g:6980569
Chāh Moḩammad-e ‘Ābedī	id=g:6980570
Chāh Fereydūn	id=g:6980571
Chāh Qalandarī	id=g:6980572
Chāh Raḩmat	id=g:6980573
Chāh ‘Alī Khānī	id=g:6980574
Chāh Ḩājj Z̄obīḩ	id=g:6980575
Tolombeh-ye ‘Ābedī	id=g:6980576
Pomp Rū	id=g:6980577
Maḩmūdābād	id=g:6980578
Chāh-e Manūchehr Khān Seh	id=g:6980579
Chāh-e Manūchehr Khān Yek	id=g:6980580
Chāh-e ‘Asgarī	id=g:6980581
Chāh-e Sākhtemān	id=g:6980582
Chāh-e Seyyed Esḩāq-e Mūsavī	id=g:6980583
Chāh-e Allāh Qolī	id=g:6980584
Chāh-e Moḩammad Reẕā Se‘ādat	id=g:6980585
Chāh-e Sālakī	id=g:6980586
Chāh-e Darvīsh-e Se‘ādat	id=g:6980587
Chāh-e Ḩājj Aslān	id=g:6980588
Chāh-e Sheshom	id=g:6980589
Chāh-e Panjom	id=g:6980590
Chāh-e Chahārom	id=g:6980591
Chāh-e Sevvom	id=g:6980592
Chāh-e Dovvom	id=g:6980593
Chāh-e Avval	id=g:6980594
Chāh-e Āzādī	id=g:6980595
Chāh-e Haftom	id=g:6980596
Katābād	id=g:6980597
Katābād	id=g:6980598
Katābād	id=g:6980599
Chāh Dīvālū	id=g:6980600
Chāh Galleh-ye Mehdīābād	id=g:6980601
Amīrīyeh-ye Qaţār Boneh	id=g:6980602
Chāh Khashdū	id=g:6980603
Chāh Kūpāl	id=g:6980604
Chāh Khargūshī	id=g:6980605
Chāh Gaz	id=g:6980606
Chāh-e Arg-e Shomāreh-ye Yek	id=g:6980607
Chāh Shūr	id=g:6980608
Chāh Bādām	id=g:6980609
Amān Larī	id=g:6980610
Maḩdūdeh-e Shahrak-e Boneh Kalāghī	id=g:6980611
Chāh Mazrā‘	id=g:6981148
Nūrābād	id=g:6981149
Ebrāhīm Khvājavī	id=g:6981150
Shahīd Shāhmorādī	id=g:6981151
Shahīd Pārīzī	id=g:6981152
Chāh Qūskī	id=g:6981153
Tall-e Khān	id=g:6981154
Moḩammadābād-e Bāgh Chūbī	id=g:6981155
Bāgh Chūbī	id=g:6981156
Tall-e Kūtū	id=g:6981157
