Mofraa	id=g:166849
Aţ Ţayyibah	id=g:172331
Ţurbā	id=g:172332
Aţ Ţayyibah	id=g:172333
Aţ Ţayyibah	id=g:172334
Aţ Ţayḩah	id=g:172335
Aţ Ţawīlah	id=g:172336
At Tawbah	id=g:172337
At Tawānīn	id=g:172338
Aţ Ţawāḩīn	id=g:172339
At Tā‘ūnah	id=g:172340
Aţ Ţāsh	id=g:172341
At Ta‘s	id=g:172342
At Tannākhah	id=g:172343
At Tanf	id=g:172344
At Tammāzah	id=g:172345
Aţ Ţamāriqīyah	id=g:172346
At Tamāni‘ah	id=g:172347
At Tallah	id=g:172348
At Tall	id=g:172349
Minţaqat at Tall	id=g:172350
Aţ Ţal‘ah	id=g:172351
At Takīyah	id=g:172352
Aţ Ţāhirīyah	id=g:172353
At Tāḩ	id=g:172354
Aţ Ţāgh	id=g:172355
Aţ Ţābiyah	id=g:172356
Aţ Ţābiyah	id=g:172357
Aţ Ţābiyah	id=g:172358
‘Aţshānat al Mīrī	id=g:172359
‘Aţshānat al Ḩumr	id=g:172360
‘Aţshānah ash Sharqīyah	id=g:172361
‘Aţshānah al Gharbīyah	id=g:172362
‘Aţshānah	id=g:172363
‘Aţshānah	id=g:172364
‘Aţshān	id=g:172365
‘Aţrah ‘Aţīrah	id=g:172366
Khabrat Aţnāb	id=g:172367
‘Ayn Atissa	id=g:172368
Tall ‘Ātiq	id=g:172369
Āţimah	id=g:172370
‘Atīl	id=g:172371
‘Aţīb	id=g:172372
Ath Thulaythuwāt	id=g:172373
Ath Thawrah	id=g:172374
Ath Thawānī	id=g:172375
Ath Thadyayn	id=g:172377
Athrīyā	id=g:172378
Tall al ‘Aţfah	id=g:172379
Jubb al ‘Aţfah	id=g:172380
‘Atawīyat Mīrī	id=g:172381
‘Aţawīyah	id=g:172382
Khirbat ‘Aţā Allāh	id=g:172383
Wādī ‘Aţā	id=g:172384
Tall Aswad ash Sharqī	id=g:172385
Tall Aswad al Jawwānī	id=g:172386
Tall Aswad al Fawqānī	id=g:172387
Tall al Aswad	id=g:172388
Tall al Aswad	id=g:172389
Tall al Aswad	id=g:172390
Tall Aswad	id=g:172391
Rujm al Aswad	id=g:172392
Rujm al Aswad	id=g:172393
Rām al Aswad	id=g:172394
Nahr al Aswad	id=g:172395
Khirbat al Aswad	id=g:172396
Jabal al Aswad	id=g:172397
‘Aş‘ūş	id=g:172398
‘Asţarat al ‘Ājir	id=g:172399
As Suwayrāt	id=g:172400
As Suwaymirah	id=g:172401
As Suwayḩah	id=g:172402
As Suwayd ‘Aqrabāt	id=g:172403
As Suwaydah	id=g:172404
As Suwaydah	id=g:172405
As Suwaydah	id=g:172406
As Suwaydā’	id=g:172407
As Suwaydā’	id=g:172408
Minţaqat as Suwaydā’	id=g:172409
Muḩāfaz̧at as Suwaydā'	id=g:172410
As Suwayd	id=g:172411
As Suwār	id=g:172412
Aş Şuwar	id=g:172413
As Sūsān	id=g:172414
As Sūsah	id=g:172415
As Surūj	id=g:172416
Aş Şūrah	id=g:172417
Aş Şuqay‘ah	id=g:172418
As Summāqīyāt	id=g:172419
As Sulţān Ţayyār	id=g:172420
As Sulţān Ibrāhīm	id=g:172421
As Sukkarīyah	id=g:172422
As Sukkar	id=g:172423
Aş Şukhūrīyah	id=g:172424
As Sukhnah	id=g:172425
As Sukayk	id=g:172426
Aş Şughayyir ash Shamālī	id=g:172427
Aş Şughayyir al Qiblī	id=g:172428
Aş Şūfānīyah	id=g:172429
As Sudayr	id=g:172430
Tall Assouane	id=g:172431
As Sīsnīyah	id=g:172432
As Sirāj	id=g:172433
As Sindiyānah	id=g:172434
As Sindiyānah	id=g:172435
As Sindiyānah	id=g:172436
As Sindiyānah	id=g:172437
As Sīn	id=g:172438
As Sillāţah	id=g:172439
As Sikhābah	id=g:172440
As Sijn	id=g:172441
As Sīḩah	id=g:172442
As Sidrah	id=g:172443
As Sīdī Rayḩānī	id=g:172444
Jabal al Assi	id=g:172445
Tall al Asseur	id=g:172446
‘Ayn al Asseur	id=g:172447
As Sefâri	id=g:172448
Asseba	id=g:172449
As Sdîyé	id=g:172450
As Sayyāl	id=g:172451
Aş Şayyādī	id=g:172452
Aş Şāyid	id=g:172453
As Sawdā’	id=g:172454
As Sawdā’	id=g:172455
As Sawdā’	id=g:172456
Aş Şawāmi‘	id=g:172457
As Saţarkah	id=g:172458
Aş Şārūkhīyah	id=g:172459
As Sarsakīyah	id=g:172460
As Sarraâs	id=g:172461
As Sarj	id=g:172462
As Sarj	id=g:172463
As Sarīyah	id=g:172464
Aş Şārimīyah	id=g:172465
Aş Şarāyim	id=g:172466
Aş Şarāyim	id=g:172467
Aş Şarāyim	id=g:172468
Aş Şanamayn	id=g:172469
Wādī ‘Assān	id=g:172470
Khirbat ‘Assān	id=g:172471
‘Ayn ‘Assān	id=g:172472
‘Assān	id=g:172473
As Samūmah	id=g:172474
As Samrā’	id=g:172475
As Sāmiyah	id=g:172476
As Samākh	id=g:172477
As Salūqīyah	id=g:172478
As Salūqīyah	id=g:172479
As Sallūrīyah	id=g:172480
Qal‘at aş Şāliḩīyah	id=g:172481
Aş Şāliḩīyah	id=g:172482
Aş Şāliḩīyah	id=g:172483
As Salām ‘Alayk	id=g:172484
As Salām ‘Alayk	id=g:172485
As Salām ‘Alayk	id=g:172486
‘Assāl al Ward	id=g:172487
‘Ayn al ‘Assāl	id=g:172488
As Sakākā	id=g:172489
As Sahūm	id=g:172490
As Saḩtīyāt	id=g:172491
As Saḩl	id=g:172492
Aş Şahārīj	id=g:172493
As Saḩārah	id=g:172494
Aş Şafşāfīyah	id=g:172495
Aş Şafşāfah	id=g:172496
Aş Şafşāfah	id=g:172497
Aş Şafşāf	id=g:172498
Aş Şafşāf	id=g:172499
Aş Şafrā’	id=g:172500
As Safkūn	id=g:172501
Aş Şafīyah	id=g:172502
As Safīrah	id=g:172503
Aş Şāfiḩ	id=g:172504
As Safarqīyah	id=g:172505
Aş Şafā	id=g:172506
As Sa‘dānah	id=g:172507
As Sādah	id=g:172508
As Sa‘dah	id=g:172509
Aş Şābūnīyah	id=g:172510
As Sabkhah	id=g:172511
Aş Şabbūḩīyah	id=g:172512
As Sabakh	id=g:172513
Aş Şabāḩ	id=g:172514
As Sa‘an	id=g:172515
Wādī al Asmar	id=g:172516
Aşlū	id=g:172517
Tall Aşlāwī	id=g:172518
Askhāmīyah	id=g:172519
Wādī al ‘Askar	id=g:172520
Rujm al ‘Askar	id=g:172521
‘Āşimīyah	id=g:172522
‘Āşim	id=g:172523
Wādī al ‘Āşī	id=g:172524
Ash Shuwayrīyāt	id=g:172525
Ash Shuţayb	id=g:172526
Ash Shuraymah	id=g:172527
Ash Shuqūq	id=g:172528
Ash Shuqayrīyah	id=g:172529
Ash Shumrah	id=g:172530
Ash Shumaysah	id=g:172531
Ash Shūlīn	id=g:172532
Ash Shudūd	id=g:172533
Ash Shudayyid	id=g:172534
Ash Shubayţ	id=g:172535
Ash Shīr	id=g:172536
Ash Shīr	id=g:172537
Ash Shīr	id=g:172538
Ash Shindakhah	id=g:172539
Ash Shīḩah	id=g:172540
Ash Shīḩah	id=g:172541
Ash Shīḩah	id=g:172542
Ash Shihābīyah	id=g:172543
Ash Shaykh Zāzī	id=g:172544
Ash Shaykh Zayyāt	id=g:172545
Ash Shaykh Zaytah	id=g:172546
Ash Shaykh Zayn al ‘Ābidīn	id=g:172547
Ash Shaykh Z̧āhir	id=g:172548
Ash Shaykh Yūsuf	id=g:172549
Ash Shaykh Yūsuf	id=g:172550
Ash Shaykh Yūsuf	id=g:172551
Ash Shaykh Yūsuf	id=g:172552
Ash Shaykh Yūnus	id=g:172553
Ash Shaykh Yūnus	id=g:172554
Ash Shaykh Yaḩyá	id=g:172555
Ash Shaykh Yaḩyá	id=g:172556
Ash Shaykh Wasīl	id=g:172557
Ash Shaykh ‘Uthmān	id=g:172558
Ash Shaykh Umm Faḑl	id=g:172559
Ash Shaykh ‘Umar	id=g:172560
Ash Shaykh ‘Umar	id=g:172561
Ash Shaykh Ţūmān	id=g:172562
Ash Shaykh Ţāḩā’	id=g:172563
Ash Shaykh Surayj	id=g:172564
Ash Shaykh Sulţān	id=g:172565
Ash Shaykh Sulţān	id=g:172566
Ash Shaykh Sulţān	id=g:172567
Ash Shaykh Sulaymān	id=g:172568
Ash Shaykh Sulaymān	id=g:172569
Ash Shaykh Sulaymān	id=g:172570
Ash Shaykh Sulaymān	id=g:172571
Ash Shaykh Sindiyān al Qiblī	id=g:172572
Ash Shaykh Sindiyān	id=g:172573
Ash Shaykh Sīf	id=g:172574
Ash Shaykh Shiblī	id=g:172575
Ash Shaykh Shiblī	id=g:172576
Ash Shaykh Sha‘bān	id=g:172577
Ash Shaykh Şāliḩah	id=g:172578
Ash Shaykh Şāliḩ	id=g:172579
Ash Shaykh Şāliḩ	id=g:172580
Ash Shaykh Salāmah	id=g:172581
Ash Shaykh Şalāḩ	id=g:172582
Ash Shaykh Sa‘īd	id=g:172583
Ash Shaykh Sa‘īd	id=g:172584
Ash Shaykh Sa‘īd	id=g:172585
Ash Shaykh Sa‘īd	id=g:172586
Ash Shaykh Sa‘īd	id=g:172587
Ash Shaykh Sa‘īd	id=g:172588
Ash Shaykh Sa‘d	id=g:172589
Ash Shaykh Sa‘d	id=g:172590
Ash Shaykh Sa‘d	id=g:172591
Ash Shaykh Rashīd	id=g:172592
Ash Shaykh Raḩmān	id=g:172593
Ash Shaykh Radad	id=g:172594
Ash Shaykh Qāsim	id=g:172595
Ash Shaykh Qāsim	id=g:172596
Ash Shaykh Qāsim	id=g:172597
Ash Shaykh Qamouz	id=g:172598
Ash Shaykh Qamar	id=g:172599
Ash Shaykh Qādir	id=g:172600
Ash Shaykh Qādir	id=g:172601
Ash Shaykh Nāşir	id=g:172602
Ash Shaykh Najm	id=g:172603
Ash Shaykh Najjār	id=g:172604
Ash Shaykh Najjār	id=g:172605
Ash Shaykh Nahnah	id=g:172606
Ash Shaykh Nabhān	id=g:172607
Ash Shaykh Muşţafá	id=g:172608
Ash Shaykh Mūsá	id=g:172609
Ash Shaykh Mūsá	id=g:172610
Ash Shaykh Mūsá	id=g:172611
Ash Shaykh Mūsá	id=g:172612
Ash Shaykh Muḩammad Zahrājah	id=g:172613
Ash Shaykh Muḩammad Rajīn	id=g:172614
Ash Shaykh Muḩammad Khelassi	id=g:172615
Ash Shaykh Muḩammad Dīb	id=g:172616
Ash Shaykh Muḩammad Dāwūd	id=g:172617
Ash Shaykh Muḩammad Bin Maḩmūd	id=g:172618
Ash Shaykh Muḩammad az Zanātī	id=g:172619
Ash Shaykh Muḩammad aş Şubayy	id=g:172620
Ash Shaykh Muḩammad al Yamanī	id=g:172621
Ash Shaykh Muḩammad al Qilā‘ī	id=g:172622
Ash Shaykh Muḩammad al Mawānī	id=g:172623
Ash Shaykh Muḩammad al Khaţīb	id=g:172624
Ash Shaykh Muḩammad ‘Alī	id=g:172625
Ash Shaykh Muḩammad al Ḩājj Jamīl	id=g:172626
Ash Shaykh Muḩammad al Baţţāl	id=g:172627
Ash Shaykh Muḩammad al Baddārī	id=g:172628
Ash Shaykh Muḩammad al ‘Arā	id=g:172629
Ash Shaykh Muḩammad al ‘Ajamī	id=g:172630
Ash Shaykh Muḩammad al ‘Ajamī	id=g:172631
Ash Shaykh Muḩammad ‘Alā’ ad Dīn	id=g:172632
Ash Shaykh Muḩammad aḑ Ḑāhir	id=g:172633
Ash Shaykh Muḩammad ‘Abbūd	id=g:172634
Ash Shaykh Muḩammad	id=g:172635
Ash Shaykh Muḩammad	id=g:172636
Ash Shaykh Muḩammad	id=g:172637
Ash Shaykh Muḩammad	id=g:172638
Ash Shaykh Muḩammad	id=g:172639
Ash Shaykh Muḩammad	id=g:172640
Ash Shaykh Muḩammad	id=g:172641
Ash Shaykh Muḩammad	id=g:172642
Ash Shaykh Muḩammad	id=g:172643
Ash Shaykh Muḩammad	id=g:172644
Ash Shaykh Muḩammad	id=g:172645
Ash Shaykh Muḩammad	id=g:172646
Ash Shaykh Muḩammad	id=g:172647
Ash Shaykh Muḩammad	id=g:172648
Ash Shaykh Muḩammad	id=g:172649
Ash Shaykh Muḩammad	id=g:172650
Ash Shaykh Muḩammad	id=g:172651
Ash Shaykh Mubārak	id=g:172652
Ash Shaykh Medrek	id=g:172653
Ash Shaykh Mas‘ūd	id=g:172654
Ash Shaykh Mas‘ūd	id=g:172655
Ash Shaykh Marzūq	id=g:172656
Ash Shaykh Manşūr	id=g:172657
Ash Shaykh Manşūr	id=g:172658
Ash Shaykh Maḩmūd	id=g:172659
Ash Shaykh Ma‘ād	id=g:172660
Ash Shaykh Layl	id=g:172661
Ash Shaykh Khurūs	id=g:172662
Ash Shaykh Khiḑr	id=g:172663
Ash Shaykh Khiḑr	id=g:172664
Ash Shaykh Khayāl	id=g:172665
Ash Shaykh Khalīl	id=g:172666
Ash Shaykh Khalīl	id=g:172667
Ash Shaykh Khālid	id=g:172668
Ash Shaykh Kannī	id=g:172669
Ash Shaykh Kāmil	id=g:172670
Ash Shaykh Jurt	id=g:172671
Ash Shaykh Jawbān	id=g:172672
Ash Shaykh Jarrāḩ	id=g:172673
Ash Shaykh Jāmiḩ	id=g:172674
Ash Shaykh Jadd al ‘Awn	id=g:172675
Ash Shaykh Ja‘brīn	id=g:172676
Ash Shaykh Jābir	id=g:172677
Ash Shaykh Jābir	id=g:172678
Ash Shaykh ‘Īsá	id=g:172679
Ash Shaykh ‘Īsá	id=g:172680
Ash Shaykh ‘Īsá	id=g:172681
Ash Shaykh ‘Īsá	id=g:172682
Ash Shaykh ‘Īsá	id=g:172683
Ash Shaykh ‘Īsá	id=g:172684
Ash Shaykh ‘Īsá	id=g:172685
Ash Shaykh Idrīs	id=g:172686
Ash Shaykh Idrīs	id=g:172687
Ash Shaykh ‘Ibrīnī	id=g:172688
Ash Shaykh Ibrāhīm as Sayyārī	id=g:172689
Ash Shaykh Ibrāhīm al Ma‘rūf	id=g:172690
Ash Shaykh Ibrāhīm al ‘Ajamī	id=g:172691
Ash Shaykh Ibrāhīm	id=g:172692
Ash Shaykh Ibrāhīm	id=g:172693
Ash Shaykh Ibrāhīm	id=g:172694
Ash Shaykh Ibrāhīm	id=g:172695
Ash Shaykh Ibrāhīm	id=g:172696
Ash Shaykh Ibrāhīm	id=g:172697
Ash Shaykh Ibrāhīm	id=g:172698
Ash Shaykh Ibrāhīm	id=g:172699
Ash Shaykh Ḩusayn	id=g:172700
Ash Shaykh Ḩusayn	id=g:172701
Ash Shaykh Hilāl	id=g:172702
Ash Shaykh Ḩaydar	id=g:172703
Ash Shaykh Ḩawrānī	id=g:172704
Ash Shaykh Ḩasan al Baḩrī	id=g:172705
Ash Shaykh Ḩasan	id=g:172706
Ash Shaykh Ḩasan	id=g:172707
Ash Shaykh Ḩasan	id=g:172708
Ash Shaykh Ḩasan	id=g:172709
Ash Shaykh Ḩasan	id=g:172710
Ash Shaykh Ḩasan	id=g:172711
Ash Shaykh Ḩāmid al Bayqā	id=g:172712
Ash Shaykh Ḩāmid	id=g:172713
Ash Shaykh Ḩamīd	id=g:172714
Ash Shaykh Ḩamdān	id=g:172715
Ash Shaykh Ḩadīd	id=g:172716
Ash Shaykh Ḩabīb	id=g:172717
Ash Shaykh Ḩabash	id=g:172718
Ash Shaykh Ghazīz	id=g:172719
Ash Shaykh Ghāzī	id=g:172720
Ash Shaykh Gharīb	id=g:172721
Ash Shaykh Gharīb	id=g:172722
Ash Shaykh Gharīb	id=g:172723
Ash Shaykh Ghālī	id=g:172724
Ash Shaykh Fāţimah	id=g:172725
Ash Shaykh Farzāt	id=g:172726
Ash Shaykh Fāris	id=g:172727
Ash Shaykh Fāḑil	id=g:172728
Ash Shaykh Fāḑil	id=g:172729
Ash Shaykh Dāwūd	id=g:172730
Ash Shaykh Dann	id=g:172731
Ash Shaykh Danīḩ	id=g:172732
Ash Shaykh Dāmis	id=g:172733
Ash Shaykh Dāmis	id=g:172734
Ash Shaykh Ḑāhir	id=g:172735
Ash Shaykh Ḑāhir	id=g:172736
Ash Shaykh Ḑāhir	id=g:172737
Ash Shaykh Buţaysh	id=g:172738
Ash Shaykh Baţţāḩ	id=g:172739
Ash Shaykh Barakāt	id=g:172740
Ash Shaykh Barakah	id=g:172741
Ash Shaykh Baḩrah	id=g:172742
Ash Shaykh Badr	id=g:172743
Ash Shaykh Bādir	id=g:172744
Ash Shaykh ‘Assāl	id=g:172745
Ash Shaykh As‘ad	id=g:172746
Ash Shaykh ‘Āqil	id=g:172747
Ash Shaykh ‘Āqil	id=g:172748
Ash Shaykh ‘Aqīl	id=g:172749
Ash Shaykh ‘Anbar	id=g:172750
Ash Shaykh ‘Āmir	id=g:172751
Ash Shaykh ‘Alwān	id=g:172752
Ash Shaykh al Makhfī	id=g:172753
Ash Shaykh al Khiḑr	id=g:172754
Ash Shaykh ‘Alī Quţbānī	id=g:172755
Ash Shaykh ‘Alī Majdal	id=g:172756
Ash Shaykh ‘Alī Kāsūn	id=g:172757
Ash Shaykh ‘Alī Kāsūn	id=g:172758
Ash Shaykh ‘Alī Bāshā	id=g:172759
Ash Shaykh ‘Alī al Muslim	id=g:172760
Ash Shaykh ‘Alī al Kurdī	id=g:172761
Ash Shaykh ‘Alī	id=g:172762
Ash Shaykh ‘Alī	id=g:172763
Ash Shaykh ‘Alī	id=g:172764
Ash Shaykh ‘Alī	id=g:172765
Ash Shaykh ‘Alī	id=g:172766
Ash Shaykh ‘Alī	id=g:172767
Ash Shaykh ‘Alī	id=g:172768
Ash Shaykh ‘Alī	id=g:172769
Ash Shaykh ‘Alī	id=g:172770
Ash Shaykh ‘Alī	id=g:172771
Ash Shaykh ‘Alī	id=g:172772
Ash Shaykh ‘Alī	id=g:172773
Ash Shaykh ‘Alī	id=g:172774
Ash Shaykh al Ḩamī	id=g:172775
Ash Shaykh al ‘Ajamī	id=g:172776
Ash Shaykh Aḩmar	id=g:172777
Ash Shaykh Aḩmad Belani	id=g:172778
Ash Shaykh Aḩmad al Baghdādī	id=g:172779
Ash Shaykh Aḩmad	id=g:172780
Ash Shaykh Aḩmad	id=g:172781
Ash Shaykh Aḩmad	id=g:172782
Ash Shaykh Aḩmad	id=g:172783
Ash Shaykh Aḩmad	id=g:172784
Ash Shaykh Aḩmad	id=g:172785
Ash Shaykh Aḩmad	id=g:172786
Ash Shaykh Aḩmad	id=g:172787
Ash Shaykh Aḩmad	id=g:172788
Ash Shaykh ad Darr	id=g:172789
Ash Shaykh Abyaḑ	id=g:172790
Ash Shaykh Abū Rīshah	id=g:172791
Ash Shaykh Abū Bakr	id=g:172792
Ash Shaykh ‘Ābid	id=g:172793
Ash Shaykh ‘Abd ar Razzāq	id=g:172794
Ash Shaykh ‘Abd ar Raḩmān	id=g:172795
Ash Shaykh ‘Abd al Qādir	id=g:172796
Ash Shaykh ‘Abd al Qādir	id=g:172797
Ash Shaykh ‘Abd Allāh al ‘Ajamī	id=g:172798
Ash Shaykh ‘Abd Allāh	id=g:172799
Ash Shaykh ‘Abd Allāh	id=g:172800
Ash Shaykh ‘Abd Allāh	id=g:172801
Ash Shaykh ‘Abd Allāh	id=g:172802
Ash Shaykh ‘Abd Allāh	id=g:172803
Ash Shaykh ‘Abd Allāh	id=g:172804
Ash Shaykh ‘Abd al ‘Azīz	id=g:172805
Ash Shaykh ‘Abbās	id=g:172806
Ash Shaykh Aabaâne Abū Dahdah	id=g:172807
Ash Shawmarīyah	id=g:172808
Ash Shawmarīyah	id=g:172809
Ash Shawkāt	id=g:172810
Ash Shawfaq	id=g:172811
Ash Sha‘ţah	id=g:172812
Ash Sharī‘ā	id=g:172813
Ash Sharbajī	id=g:172814
Ash Sharāshīr	id=g:172815
Ash Sha‘rah	id=g:172816
Ash Sharafīyah	id=g:172817
Ash Sharaf	id=g:172818
Ash Sharābīn	id=g:172819
Ash Sharābīn	id=g:172820
Ash Shaqfah	id=g:172821
Ash Shānūrīyah	id=g:172822
Ash Shanīyah	id=g:172823
Ash Shammāsīyah Bāwa‘	id=g:172824
Ash Shāmīyah	id=g:172825
Ash Shāmil	id=g:172826
Maḩaţţat ash Shajarah	id=g:172827
Ash Shajarah	id=g:172828
Ash Shajarah	id=g:172829
Ash Shajar	id=g:172830
Ash Shaḩţah	id=g:172831
Ash Shahbā’	id=g:172832
Ash Shaffūnīyah	id=g:172833
Ash Sha‘fah	id=g:172834
Ash Sha‘fah	id=g:172835
Ash Sha‘fah	id=g:172836
Ash Shaddādah	id=g:172837
Ash Shabrūnīyah	id=g:172838
Ash Shabaţlīyah	id=g:172839
Ashrafīyat Şaḩnāyā	id=g:172840
Ashrafīyat al Wādī	id=g:172841
Ashrafīyat al ‘Abbās	id=g:172842
Jabal al Ashrafīyah	id=g:172843
Ashrafīyah	id=g:172844
‘Ashqān	id=g:172845
Ashmūrah	id=g:172846
Jabal Ashkal	id=g:172847
Qanāt al ‘Ashīr	id=g:172848
‘Āshiq ‘Umar	id=g:172849
Tall ‘Āshiq	id=g:172850
Tall al ‘Ashārinah	id=g:172851
Tall al Ash‘arī	id=g:172852
Jisr al Ash‘arī	id=g:172853
Wādī al ‘Asharah	id=g:172854
Tall al Aşfar	id=g:172855
Tall al Aşfar	id=g:172856
Tall al Aşfar	id=g:172857
Jabal al Aşfar	id=g:172858
Asbitah	id=g:172859
‘Ayn al ‘Asalīyah	id=g:172860
‘Asalīyah	id=g:172861
Wādī al ‘Asal	id=g:172862
Wādī al ‘Asal	id=g:172863
Wādī ‘Aşāfīr	id=g:172864
Qubbat al `Aşāfīr	id=g:172865
Jabal al ‘Aşāfīr	id=g:172866
Tall Asadah	id=g:172867
Tall As‘ad	id=g:172868
Buḩayrat al Asad	id=g:172869
Aşābi‘ Qadīm	id=g:172870
Jabal al Aşābi‘	id=g:172871
Tall ‘Āş	id=g:172872
Arzūnah	id=g:172873
Arzānah	id=g:172874
Arzah	id=g:172875
Arzaghān at Taḩtānī	id=g:172876
Arzaghān al Fawqānī	id=g:172877
Ḑahr al Arz	id=g:172878
Jazīrat Arwād	id=g:172879
Arwād	id=g:172880
Arwāb ‘Ayn al Jadīdah	id=g:172881
Tall al ‘Arūs	id=g:172882
Nahr al ‘Arūs	id=g:172883
Khān ‘Arūs	id=g:172884
‘Ayn al ‘Arūs	id=g:172885
‘Ayn ‘Arūs	id=g:172886
Wādī ‘Arūr	id=g:172887
‘Arūr	id=g:172888
Tall al ‘Arūnah	id=g:172889
Jubb al ‘Arūnah	id=g:172890
Jabal ‘Arūf	id=g:172891
‘Arūḑah aş Şaghīrah	id=g:172892
‘Arūḑah al Kabīrah	id=g:172893
‘Arţūz	id=g:172894
‘Arshūnah	id=g:172895
Arshūk	id=g:172896
Arshāq	id=g:172897
‘Arshānī at Taḩtānī	id=g:172898
‘Arshānī al Fawqānī	id=g:172899
‘Arshānī	id=g:172900
Bi’r al Arsetel	id=g:172901
Arsalān Ţāsh	id=g:172902
Arsalān Kūy	id=g:172903
Ar Ruwaymīyah	id=g:172904
Ar Ruwayḑah	id=g:172905
Ar Ruwās	id=g:172906
Ar Ru’ūs	id=g:172907
Ar Rushaydah	id=g:172908
Ar Ruşāfah	id=g:172909
Ar Ruşāfah	id=g:172910
Ar Ruşāfah	id=g:172911
Ar Ruşāfah	id=g:172912
Ar Ruqayyah	id=g:172913
Ar Ruqayţah	id=g:172914
Ar Rummānah	id=g:172915
Ar Rumaysah	id=g:172916
Ar Rūm	id=g:172917
Ar Rujūm	id=g:172918
Ar Rujm	id=g:172919
Ar Rūj	id=g:172920
Ar Ruḩayyāt	id=g:172921
Ar Ruḩaybah	id=g:172922
Ar Ruffah	id=g:172923
Ar Ruḑaymah ash Sharqīyah	id=g:172924
Ar Rubbah	id=g:172925
Ar Rubayl	id=g:172926
Ar Ru’aysah	id=g:172927
Ar Ru’aysah	id=g:172928
Ar Ru’ays	id=g:172929
Ar Ru’ays	id=g:172930
Ar Riyāf	id=g:172931
Ar Ribāţīyah	id=g:172932
Ar Ribā‘	id=g:172933
Tall ‘Arrī	id=g:172934
Ar Rhouabi	id=g:172935
Ar Rbîh	id=g:172936
Ar Razānīyah	id=g:172937
Ar Razānīyah	id=g:172938
Ar Rayyān	id=g:172939
Ar Rayy	id=g:172940
Ar Rayḩānīyah	id=g:172941
Ar Rayḩānah	id=g:172942
Ar Rawḑah	id=g:172943
Ar Rātūnīyah	id=g:172944
Ar Rastīn	id=g:172945
Ar Rastan	id=g:172946
Minţaqat ar Rastan	id=g:172947
Ar Rasm	id=g:172948
Ar Raşīf	id=g:172949
Ar Raşīf	id=g:172950
Ar Raşīf	id=g:172951
Ar Raşīf	id=g:172952
Ar Rāsī	id=g:172953
Ar Raqūbah	id=g:172954
Ar Raqqah	id=g:172955
Minţaqat ar Raqqah	id=g:172956
Muḩāfaz̧at ar Raqqah	id=g:172957
Ar Raqmah	id=g:172958
Ar Ransīyah	id=g:172959
Ar Ramthānīyah	id=g:172960
Ar Raml	id=g:172961
Ar Rāmī	id=g:172962
Ar Rāmah	id=g:172963
Ar Rāmah	id=g:172964
Ar Ramādī	id=g:172965
Wādī ‘Arrām	id=g:172966
Tall ‘Arrām	id=g:172967
Ar Rām	id=g:172968
Ar Rājūr	id=g:172969
Ar Rāhibīyah	id=g:172970
Ar Rāhib	id=g:172971
Ar Raḩá	id=g:172972
Ar Rafīd	id=g:172973
Ar Rafī‘ah	id=g:172974
Ar Rafī‘ah	id=g:172975
Ar Rafī‘ah	id=g:172976
Ar Rabī‘ah	id=g:172977
Ar Rabbāşah	id=g:172978
Tall Arqūnī	id=g:172979
‘Arqāyā	id=g:172980
Arnāz	id=g:172981
‘Arnah	id=g:172982
‘Arnah	id=g:172983
Arnabah	id=g:172984
Tall al Arnab	id=g:172985
Khandaq al Arnab	id=g:172986
Armūjā	id=g:172987
Armanāz	id=g:172988
Armalah	id=g:172989
‘Arjūn	id=g:172990
Arjul	id=g:172991
Arjīlān	id=g:172992
Khirbat al ‘Arjā’	id=g:172993
Arīḩā	id=g:172994
Wādī ‘Arīfah	id=g:172995
Jabal ‘Ārif	id=g:172996
‘Arīḑīyah	id=g:172997
‘Arīḑ an Nadouf	id=g:172998
‘Arīḑah ‘Ajīl	id=g:172999
Tulūl al ‘Arīḑah	id=g:173000
Tall ‘Arīḑah	id=g:173001
Jabal al ‘Arīḑah	id=g:173002
‘Arīḑah	id=g:173003
Tall ‘Arīḑ	id=g:173004
Tall ‘Arīḑ	id=g:173005
‘Arīḑ	id=g:173006
Wādī ‘Arī	id=g:173007
Jabal Arham	id=g:173008
Arḩabī	id=g:173009
Arḩāb	id=g:173010
Arḑ Umm al Kusūr	id=g:173011
Arḑ Shuwayḩān	id=g:173012
Wādī Arḑ Sāqūr	id=g:173013
Arḑ Rushmaytā	id=g:173014
Arḑ Quşayr	id=g:173015
Arḑ Murayrikah	id=g:173016
Arḑ Muḩammad al Jarābī‘	id=g:173017
Arḑ Dayr an Naşrānī	id=g:173018
Arḑ at Tuwaynān	id=g:173019
Wādī Arḑāt	id=g:173020
Tall Arḑāt	id=g:173021
Arḑ as Suwaydā’	id=g:173022
Sabīl Arḑ as Suţūḩ	id=g:173023
Arḑ as Samn	id=g:173024
Arḑ ar Ribāţ	id=g:173025
Arḑ ar Rabī‘ah	id=g:173026
Arḑ al Waţá	id=g:173027
Arḑ al Waţá	id=g:173028
Arḑ al Qaşr	id=g:173029
Arḑ al Muftārah	id=g:173030
Arḑ al Maysarī	id=g:173031
Arḑ al Matīnah	id=g:173032
Arḑ al Khirbah	id=g:173033
Arḑ al Kharāb	id=g:173034
Arḑ al Khammān	id=g:173035
Arḑ al Ḩarīqah	id=g:173036
Arḑ al Ḩamrā’	id=g:173037
Arḑ al Ḩamrā’	id=g:173038
