Faith Wesleyan Church	id=g:4154850
July Lake	id=g:4160554
July Spring	id=g:4160555
Jumeau	id=g:4160556
Jump Creek	id=g:4160557
Julington Creek Elementary School	id=g:4160558
Jumper Creek	id=g:4160559
Jumper Creek Canal	id=g:4160560
Jumper Creek Swamp	id=g:4160561
Jumper Island	id=g:4160562
Jumper Lake	id=g:4160563
Lake Jumper	id=g:4160564
Jumping Gully	id=g:4160565
Jump Pass	id=g:4160566
Jumping Gully	id=g:4160567
Jumping Gully Branch	id=g:4160568
Jumping Gully Creek	id=g:4160569
June Park	id=g:4160570
Lake June in Winter	id=g:4160571
Jungle Bay	id=g:4160572
Lake Juniata	id=g:4160573
Junior Academy	id=g:4160574
Junior High School	id=g:4160575
Junior Lake	id=g:4160576
Juniors Hill Church	id=g:4160577
Juniper	id=g:4160578
Juniper Bay	id=g:4160579
Juniper Branch	id=g:4160580
June Pond	id=g:4160581
Juniper Branch	id=g:4160582
Juniper Cemetery	id=g:4160583
Juniper Creek	id=g:4160584
Juniper Church	id=g:4160585
Juniper Creek	id=g:4160586
Juniper Creek	id=g:4160587
Juniper Creek	id=g:4160588
Juniper Creek	id=g:4160589
Juniper Creek	id=g:4160590
Juniper Creek	id=g:4160591
Juniper Creek	id=g:4160592
Juniper Creek	id=g:4160593
Juniper Creek	id=g:4160594
Juniper Creek	id=g:4160595
Juniper Creek Boating Site	id=g:4160596
Juniper Lake	id=g:4160597
Juniper Prairie	id=g:4160598
Juniper Prairie Wilderness	id=g:4160599
Juniper Springs	id=g:4160600
Juniper Springs Campground	id=g:4160601
Juniper Springs Recreation Area	id=g:4160602
Juniper Swamp	id=g:4160603
Juno Beach	id=g:4160604
Juno Beach Ocean Park	id=g:4160605
Juno Beach United Methodist Church	id=g:4160606
Juno Isles	id=g:4160607
Juno Park	id=g:4160608
Juno Ridge	id=g:4160609
Jupiter	id=g:4160610
Jupiter Cemetery	id=g:4160611
Jupiter Federal Bridge	id=g:4160612
Jupiter Hospital Incorporated Heliport	id=g:4160613
Jupiter Inlet	id=g:4160614
Jupiter Inlet Beach Colony	id=g:4160615
Jupiter Island	id=g:4160616
Jupiter Island	id=g:4160617
Jupiter Island Country Club	id=g:4160618
Jupiter Island Park	id=g:4160619
Jupiter Mall	id=g:4160620
Jupiter Middle School	id=g:4160621
Jupiter School	id=g:4160622
Jupiter School	id=g:4160623
Jupiter Sound	id=g:4160624
Just Elementary School	id=g:4160625
Just for Kids Academy	id=g:4160626
Justice Building	id=g:4160627
Justina Road School	id=g:4160628
K 6 Ranch	id=g:4160629
K-Land Park	id=g:4160630
KA2XXZ-FM (Columbia)	id=g:4160631
Kaiser Lake	id=g:4160632
Kalamazoo	id=g:4160633
Kaley School	id=g:4160634
Kalon	id=g:4160635
Kalteux Key	id=g:4160636
Kanapaha	id=g:4160637
Kanapaha Presbyterian Church Cemetery	id=g:4160638
Kanapaha Presbyterian Church	id=g:4160639
Kanapaha Prairie	id=g:4160640
Kansas City Royals Ball Park	id=g:4160641
Kansas Sweetwater Canal	id=g:4160642
Kapes Bayou	id=g:4160643
Karen Canal	id=g:4160644
Lake Karen	id=g:4160645
Karick Lake	id=g:4160646
Karney Lake	id=g:4160647
Kars Park	id=g:4160648
Kate M Smith Elementary School	id=g:4160649
Lake Katherine	id=g:4160650
Kathleen	id=g:4160651
Kathleen Baptist Church	id=g:4160652
Kathleen Elementary School	id=g:4160653
Kathleen Elementary School	id=g:4160654
Kathleen High School	id=g:4160655
Kathleen Junior High School	id=g:4160656
Lake Kathryn	id=g:4160657
Lake Kathryn	id=g:4160658
Kauffmans Island	id=g:4160659
Kay Larkin Airport	id=g:4160660
Keaton Beach	id=g:4160661
Keela	id=g:4160662
Keen Branch	id=g:4160663
Juniper Creek Islands	id=g:4160664
Keen Cemetery	id=g:4160665
Keen Cemetery	id=g:4160666
Keen School	id=g:4160667
Keene	id=g:4160668
Keene Lake	id=g:4160669
Keene Lake	id=g:4160670
Keene Lake	id=g:4160671
Keene Plaza	id=g:4160672
Keene Terrace Church	id=g:4160673
Keentown	id=g:4160674
Kees Bayou	id=g:4160675
Keeth Elementary School	id=g:4160676
Keeths Point	id=g:4160677
Keewaydin Island	id=g:4160678
Lake Kehoe	id=g:4160679
Lake Kell	id=g:4160680
Keller High School	id=g:4160681
Kelley Branch	id=g:4160682
Keen Cemetery	id=g:4160683
Kelley Branch	id=g:4160684
Kelly Branch	id=g:4160685
Kelly Creek	id=g:4160686
Kelly Creek	id=g:4160687
Kelly Creek	id=g:4160688
Kelly Creek Point	id=g:4160689
Kelly Park	id=g:4160690
Kelly Pond	id=g:4160691
Kelly Spring Branch	id=g:4160692
Kelly Park	id=g:4160693
Kellys Mill	id=g:4160694
Kellys Pond	id=g:4160695
Kelsey L Pharr Elementary School	id=g:4160696
Kemmons Pond	id=g:4160697
Kemp Cemetery	id=g:4160698
Kemp Channel	id=g:4160699
Kemp Pond	id=g:4160700
Kenansville	id=g:4160701
Kendale Elementary School	id=g:4160702
Kendale Lake	id=g:4160703
Kendale Lake	id=g:4160704
Kendale Lakes	id=g:4160705
Kendale Lakes Country Club	id=g:4160706
Kendale Lakes Elementary School	id=g:4160707
Kendale Lakes Mall	id=g:4160708
Kendale Lakes Park	id=g:4160709
Kendale Park	id=g:4160710
Kendall	id=g:4160711
Kendall Academy	id=g:4160712
Kendall Acres Academy	id=g:4160713
Kendall Christian Elementary School	id=g:4160714
Kendall Creek	id=g:4160715
Kendall Gliderport	id=g:4160716
Kendall Green	id=g:4160717
Kendall Home Tract	id=g:4160718
Kendall Indian Hammocks County Park	id=g:4160719
Kendall Lake	id=g:4160720
Kendall Lakes	id=g:4160721
Kendall Mall	id=g:4160722
Kendall Market Place Shopping Center	id=g:4160723
Kendall Regional Medical Center	id=g:4160724
Kendall Town and Country Shopping Center	id=g:4160725
Kendall United Methodist Church	id=g:4160726
Kendall United Methodist Day School	id=g:4160727
Kendall Wayside Park	id=g:4160728
Kendall-Tamiami Executive Airport	id=g:4160729
Kendalwood Park	id=g:4160730
Kendrick Baptist Church	id=g:4160731
Kendrick Pond	id=g:4160732
Kendrick United Methodist Church	id=g:4160733
Kenly School	id=g:4160734
Kennedy Airport	id=g:4160735
Kennedy Branch	id=g:4160736
Kelly Tractor Company Heliport	id=g:4160737
Kennedy Bridge	id=g:4160738
Kennedy C Ballard Post Headquarters	id=g:4160739
Kennedy Creek	id=g:4160740
Kennedy Bridge	id=g:4160741
Kennedy Hill	id=g:4160742
Kennedy Junior High School	id=g:4160743
Kennedy Junior High School	id=g:4160744
Kennedy Park	id=g:4160745
Kennedy Park	id=g:4160746
Kennedy Slough	id=g:4160747
Kennedy Creek Fish Camp	id=g:4160748
Kenneth City	id=g:4160749
Kenny	id=g:4160750
Kenny Camp	id=g:4160751
Kensington Park	id=g:4160752
Kensington Park Baptist Church	id=g:4160753
Kensington Park School	id=g:4160754
Kent	id=g:4160755
Kent Cemetery	id=g:4160756
Kent Cemetery	id=g:4160757
Kent Cemetery	id=g:4160758
Kent Mill	id=g:4160759
Kent Mill Lake	id=g:4160760
Kentucky Branch	id=g:4160761
Kennedy Still	id=g:4160762
Kentucky Landing	id=g:4160763
Kenwood Elementary School	id=g:4160764
Kenwood School	id=g:4160765
Kepner Pond	id=g:4160766
Kerce Cemetery	id=g:4160767
Keri	id=g:4160768
Keri Lookout Tower	id=g:4160769
Kern	id=g:4160770
Kerr City	id=g:4160771
Kerr Island	id=g:4160772
Lake Kerr	id=g:4160773
Kersey Branch	id=g:4160774
Kentucky Lake	id=g:4160775
Kesson Bayou	id=g:4160776
Kestler Field	id=g:4160777
Kestner Creek	id=g:4160778
Keswick Christian School	id=g:4160779
Ketah Center	id=g:4160780
Ketterlinus Junior High School	id=g:4160781
Kettle Creek	id=g:4160782
Lake Kersky	id=g:4160783
Kettle Hammock	id=g:4160784
Kettle Harbor	id=g:4160785
Kettle Island	id=g:4160786
Keuka	id=g:4160787
Lake Keuka	id=g:4160788
Key Biscayne	id=g:4160789
Key Biscayne Elementary School	id=g:4160790
Key Biscayne Shopping Center	id=g:4160791
Key Colony Beach	id=g:4160792
Key Colony Beach Shopping Center	id=g:4160793
Key Estero Island Shops	id=g:4160794
Key Largo	id=g:4160795
Key Largo Anglers Club Pier Light	id=g:4160796
Key Largo Baptist Temple	id=g:4160797
Key Largo Beacon Number 22	id=g:4160798
Key Largo Beacon Number 29	id=g:4160799
Key Largo Beacon Number 33	id=g:4160800
Key Largo Christian Academy	id=g:4160801
Key Largo Club	id=g:4160802
Key Largo Elementary School	id=g:4160803
Key Largo Hammocks Botanical State Park	id=g:4160804
Key Largo National Marine Sanctuary	id=g:4160805
Key Largo Park	id=g:4160806
Key Plaza	id=g:4160807
Key Plaza Shopping Center	id=g:4160808
Key Point	id=g:4160809
Key ROyale Bar	id=g:4160810
Key Vaca Cut	id=g:4160811
Key West	id=g:4160812
Key West	id=g:4160813
Key West Baptist Temple	id=g:4160814
Key West Bight	id=g:4160815
Key West Country Club	id=g:4160816
Key West High School	id=g:4160817
Key West International Airport	id=g:4160818
Key West National Wildlife Refuge	id=g:4160819
Key West Skill Center	id=g:4160820
Keys Railroad Station	id=g:4160821
Keystone	id=g:4160822
Keystone Airpark	id=g:4160823
Keystone Airpark	id=g:4160824
Keystone Beach	id=g:4160825
Keystone Christian Church	id=g:4160826
Keystone Church	id=g:4160827
Keystone Church	id=g:4160828
Keystone Church	id=g:4160829
Keystone Heights	id=g:4160830
Keystone Heights Cemetery	id=g:4160831
Keystone Heights Elementary School	id=g:4160832
Keystone Heights Junior/Senior High School (historical)	id=g:4160833
Keystone Islands	id=g:4160834
Keystone Lake	id=g:4160835
Keystone Lake	id=g:4160836
Keystone Park	id=g:4160837
Keystone Point Park	id=g:4160838
Keystone Point Shopping Center	id=g:4160839
Keystone United Methodist Church	id=g:4160840
Keystone Village	id=g:4160841
Keysville	id=g:4160842
Kibler Ranch	id=g:4160843
Kice Island	id=g:4160844
Kid Creek	id=g:4160845
Kettle Creek	id=g:4160846
Kiddie Country Club	id=g:4160847
Kiddie Kollege/Burnham School	id=g:4160848
Kiddie Korral Achievement Center	id=g:4160849
Kiddie Ranch Nursery and Kindergarten	id=g:4160850
Kiddieland Child Care Center	id=g:4160851
Kiddle Kollege	id=g:4160852
Kids World	id=g:4160853
Kilgore Railroad Station	id=g:4160854
Killarney	id=g:4160855
Killarney Baptist Church	id=g:4160856
Killarney School	id=g:4160857
Killarney Shores	id=g:4160858
Lake Killarney	id=g:4160859
Lake Killarney	id=g:4160860
Killearn Center	id=g:4160861
Killearn Gardens State Park	id=g:4160862
Killearn Lakes Elementary School	id=g:4160863
Killearn United Methodist Church	id=g:4160864
Killian Pines Church	id=g:4160865
Killingsworth Crossroads	id=g:4160866
Kilpatrick Farm Airport	id=g:4160867
Kimball Island	id=g:4160868
Kimball Lake	id=g:4160869
Kimball Wiles Elementary School	id=g:4160870
Kimberly Plaza	id=g:4160871
Kinard	id=g:4160872
Kincaid Hills	id=g:4160873
Kinder Care	id=g:4160874
Kinder Care Childrens Center	id=g:4160875
Kinder Care Learning Center	id=g:4160876
Kinder Care Learning Center	id=g:4160877
Kinder Care Learning Center	id=g:4160878
Kinder Care Learning Center	id=g:4160879
Kinder Care Learning Center	id=g:4160880
Kinder Care Learning Center	id=g:4160881
Kinder Care Learning Center	id=g:4160882
Kindergarden Center School	id=g:4160883
Kinderland Preparatory School	id=g:4160884
King Branch	id=g:4160885
Kid Pond	id=g:4160886
King Chapel	id=g:4160887
King Creek	id=g:4160888
King High School	id=g:4160889
King Lake	id=g:4160890
King Lake	id=g:4160891
King Lake	id=g:4160892
King Lake	id=g:4160893
King Lake	id=g:4160894
King Middle School	id=g:4160895
King Pond	id=g:4160896
King Pond	id=g:4160897
King Row Shopping Center	id=g:4160898
King Seaaero Seaplane Base	id=g:4160899
King of Glory Church	id=g:4160900
King of Kings Lutheran Church	id=g:4160901
King of Kings Lutheran Elementary School	id=g:4160902
Kingdom Hall	id=g:4160903
Kingdom Hall Church	id=g:4160904
Kingdom Hall Jehovahs Witnesses	id=g:4160905
Kingdom Hall Sebastian Congregation	id=g:4160906
Kingdom Hall of Jehovah's Witnesses	id=g:4160907
Kingdom Hall of Jehovah's Witnesses	id=g:4160908
Kingdom Hall of Jehovah's Witnesses	id=g:4160909
Kingdom Hall of Jehovahs Witnesses	id=g:4160910
Kingdom Hall of Jehovahs Witnesses	id=g:4160911
Kingdom Hall of Jehovahs Witnesses	id=g:4160912
Kingdom Hall of Jehovahs Witnesses	id=g:4160913
Kingdom Hall of Jehovahs Witnesses	id=g:4160914
Kingdom Hall of Jehovahs Witnesses	id=g:4160915
Kingdom Hall of Jehovahs Witnesses	id=g:4160916
Kingdom Hall of Jehovahs Witnesses	id=g:4160917
Kingfish Shoals	id=g:4160918
Kings Academy	id=g:4160919
Kings Bay	id=g:4160920
Kings Bay	id=g:4160921
Kings Bay Country Club	id=g:4160922
Kings Bay Plaza	id=g:4160923
Kings Christian School	id=g:4160924
Kings Creek	id=g:4160925
King Canal	id=g:4160926
Kings Grant Park	id=g:4160927
Kings Highway School	id=g:4160928
Kings Lake	id=g:4160929
Kings Meadow Park	id=g:4160930
Kings Park	id=g:4160931
Kings Point	id=g:4160932
Kings Port Airport	id=g:4160933
Kings Private School	id=g:4160934
Kings Road	id=g:4160935
Kings School (historical)	id=g:4160936
Kings Trail School	id=g:4160937
Kingsford	id=g:4160938
Kingsford Elementary School	id=g:4160939
Kingsland	id=g:4160940
Kingsley	id=g:4160941
Kingsley Beach	id=g:4160942
Kingsley Creek	id=g:4160943
Kings Ferry	id=g:4160944
Kingsley Lake	id=g:4160945
Kingsley Morgan Square Plaza	id=g:4160946
Kingsley Plantation State Historical Site	id=g:4160947
Kingsley Village	id=g:4160948
Kingston Key	id=g:4160949
Kingswood Elementary School	id=g:4160950
Kingswood Montessori School	id=g:4160951
The Kink	id=g:4160952
Kinloch Park	id=g:4160953
Kinloch Park Elementary School	id=g:4160954
Kinloch Park Junior High School	id=g:4160955
Kinloch School	id=g:4160956
Kinsey	id=g:4160957
Kinsey Cemetery	id=g:4160958
Kinsey Cemetery	id=g:4160959
Kinsley Point	id=g:4160960
Kinzie Cove	id=g:4160961
Kirby-Smith Junior High School	id=g:4160962
Kirby-Smith School (historical)	id=g:4160963
Kirk Hill	id=g:4160964
Kirk of the Lake Presbyterian Church	id=g:4160965
Kirkland Airport	id=g:4160966
Kirkland Bay	id=g:4160967
Kirkland Lake	id=g:4160968
Kirklane Elementary School	id=g:4160969
Kirkman Road United Methodist Church	id=g:4160970
Kirkwood	id=g:4160971
Kiser Branch	id=g:4160972
Kingsley Creek	id=g:4160973
Kissimmee Billy Strand	id=g:4160974
Kissimmee Hospital	id=g:4160975
Kissimmee Korners Shopping Center	id=g:4160976
Florida Hospital Kissimmee	id=g:4160977
Kissimmee Memorial Hospital Heliport	id=g:4160978
Kissimmee Municipal Airport	id=g:4160979
Kissimmee Park	id=g:4160980
Kissimmee Prairie Preserve State Park	id=g:4160981
Kissimmee River	id=g:4160982
Kissimmee	id=g:4160983
Lake Kissimmee	id=g:4160984
Kit Hole	id=g:4160985
Kitchel Key	id=g:4160986
Kitchen Branch	id=g:4160987
Kissimmee River Camp	id=g:4160988
Kitchen Cow House Pond	id=g:4160989
Kitchen Key	id=g:4160990
The Kitchen	id=g:4160991
The Kitchen	id=g:4160992
Kitching Cove	id=g:4160993
Kitching Cove Seaplane Base	id=g:4160994
Kitching Creek	id=g:4160995
Kitchen Cove	id=g:4160996
Kittyhawk Estates Airport	id=g:4160997
Kiwanis Island	id=g:4160998
Kiwanis Park	id=g:4160999
Kiwanis-Hobart Park	id=g:4161000
Klinger Aero Airport	id=g:4161001
Klondike Beach	id=g:4161002
Klondike Church	id=g:4161003
Klosterman Bayou	id=g:4161004
Klosterman Point	id=g:4161005
Knapps Point	id=g:4161006
Knee Deep Lake	id=g:4161007
Knife Hammock	id=g:4161008
Knight Convention Center	id=g:4161009
Knight Island	id=g:4161010
Knight Key	id=g:4161011
Knight Key Channel	id=g:4161012
Knight Lake	id=g:4161013
Knight Pass	id=g:4161014
Knighting Lake	id=g:4161015
Knights	id=g:4161016
Knights Elementary School	id=g:4161017
Knobel School	id=g:4161018
Knockemdown Key	id=g:4161019
Knott Railroad Station	id=g:4161020
Knowles Drain	id=g:4161021
Knowles Pond	id=g:4161022
Lake Knowles	id=g:4161023
Knox Hill	id=g:4161024
Knox Hill Church	id=g:4161025
Knox Hill School	id=g:4161026
Knox Memorial Bridge	id=g:4161027
Ko-Kee Airport	id=g:4161028
Koch Field at Bethesda Memorial Hospital Heliport	id=g:4161029
Lake Kitty	id=g:4161030
Kohler Bayou	id=g:4161031
Koerber	id=g:4161032
Kolb Park	id=g:4161033
Kolmetz Pond	id=g:4161034
Kolokee	id=g:4161035
Konomac Lake	id=g:4161036
Kooker Park	id=g:4161037
Korean Baptist Church	id=g:4161038
Korean Central Baptist Church of Orlando	id=g:4161039
Korean Presbyterian Church	id=g:4161040
Koreshan State Historic Site	id=g:4161041
Koreshan Unity Cemetery	id=g:4161042
Korona	id=g:4161043
Kossuthville	id=g:4161044
Kreamer Bayou	id=g:4161045
Kreamer Island	id=g:4161046
Kreative Kids Learning Center	id=g:4161047
Kreftwood Estates	id=g:4161048
Kress Memorial Seventh Day Adventist Church	id=g:4161049
Krome Avenue Boat Ramp	id=g:4161050
Krome North Service Processing Center	id=g:4161051
Krueger Creek	id=g:4161052
Kokomis Ferry	id=g:4161053
Kuhlman	id=g:4161054
Kurths Island	id=g:4161055
Kynesville	id=g:4161056
L A Ainger Junior High School	id=g:4161057
L Bowden Creek	id=g:4161058
Kuhl Dock	id=g:4161059
L D McArthur Elementary School	id=g:4161060
L H. Ranch Incorporated Airport (historical)	id=g:4161061
L Kirk Edwards State Wildlife and Environment Area	id=g:4161062
L M Hughey Heliport	id=g:4161063
L Pond	id=g:4161064
L R M C Emergency Helistop	id=g:4161065
Lake L Rancho	id=g:4161066
Blake Medical Center	id=g:4161067
L-1 Canal	id=g:4161068
L-2 Canal	id=g:4161069
L-40 Canal	id=g:4161070
L-65 Canal	id=g:4161071
L-7 Canal	id=g:4161072
L-8 Canal	id=g:4161073
LGH Heliport	id=g:4161074
LaBelle	id=g:4161075
La Belle Bridge	id=g:4161076
LaBelle Municipal Airport	id=g:4161077
La Costa Wetlands	id=g:4161078
La Crosse	id=g:4161079
La Divina Providencia Episcopal Church School	id=g:4161080
La Gorce Country Club	id=g:4161081
La Grange	id=g:4161082
La Grange Point	id=g:4161083
La Luz School	id=g:4161084
La Paz Academy	id=g:4161085
La Petite Academy	id=g:4161086
La Petite Academy	id=g:4161087
La Petite Academy	id=g:4161088
La Petite Academy	id=g:4161089
La Petite Child Care Center	id=g:4161090
La Plaza	id=g:4161091
La Viva Plaza	id=g:4161092
LaBelle Community School	id=g:4161093
LaBelle Elementary School	id=g:4161094
LaBelle High School	id=g:4161095
LaBelle Intermediate School	id=g:4161096
LaBelle Middle School	id=g:4161097
LaBelle Plaza	id=g:4161098
LaBuena	id=g:4161099
LaCosta Test Pile South Light	id=g:4161100
La Crosse Forestry Site	id=g:4161101
LaFlorestra Perdido Wildlife Management Area	id=g:4161102
LaGrange Bayou	id=g:4161103
LaSalle High School	id=g:4161104
Lacata Bridge	id=g:4161105
Lake LaChard	id=g:4161106
Lackawanna	id=g:4161107
Lackawanna Park	id=g:4161108
Lackawanna School	id=g:4161109
Lacoochee	id=g:4161110
Lacoochee Elementary School	id=g:4161111
Lacota	id=g:4161112
Lacymark	id=g:4161113
Lad 'n' Lass School	id=g:4161114
Ladow Yeshiva School	id=g:4161115
Lady Creek	id=g:4161116
L C Ringhaver Park	id=g:4161117
Lady Lake	id=g:4161118
Lady Lake Police Station	id=g:4161119
Lady Lake Post Office	id=g:4161120
Lady Lake Town Hall	id=g:4161121
Lady Lake United Methodist Church	id=g:4161122
Lady Land School	id=g:4161123
Ladyfinger Lake	id=g:4161124
Ladys-Slipper Lake	id=g:4161125
Lafayette	id=g:4161126
Lafayette County	id=g:4161127
Lafayette Creek	id=g:4161128
Lady Lake	id=g:4161129
Lafayette High School	id=g:4161130
Lafayette Landings Airport	id=g:4161131
Lafayette Park	id=g:4161132
Lafayette Plaza	id=g:4161133
Lafayette Presbyterian Church	id=g:4161134
Lafayette Private School	id=g:4161135
Lake Lafayette	id=g:4161136
Lake Lagonda	id=g:4161137
Lagoon Lake	id=g:4161138
The Lagoon	id=g:4161139
The Lagoon	id=g:4161140
Laguna Beach	id=g:4161141
Laird	id=g:4161142
Laird Bayou	id=g:4161143
Laird Mill Creek	id=g:4161144
Lafayette Elementary School	id=g:4161145
Laishley Park	id=g:4161146
Lak-a-wana Lake	id=g:4161147
Lake Adair Park	id=g:4161148
Lake Alaqua	id=g:4161149
Lake Alfred	id=g:4161150
Lake Alfred Elementary School	id=g:4161151
Lake Alto Estates	id=g:4161152
Lake Ann School	id=g:4161153
Lake Apopka	id=g:4161154
Lake Apopka Lock and Dam	id=g:4161155
Lake Ashby Canal	id=g:4161156
Lake Ashby Creek	id=g:4161157
Laird Point	id=g:4161158
Lake Avoca	id=g:4161159
Lake Barton Shopping Center	id=g:4161160
Lake Belvedere Estates	id=g:4161161
Lake Bethesda Park	id=g:4161162
Lake Bird	id=g:4161163
Lake Bradford Baptist Church	id=g:4161164
Lake Branch	id=g:4161165
Lake Ashby Shores	id=g:4161166
Lake Bryant Work Center	id=g:4161167
Lake Buena Vista	id=g:4161168
Lake Buena Vista Stolport	id=g:4161169
Lake Buffum Church	id=g:4161170
Lake Butler	id=g:4161171
Lake Butler Creek	id=g:4161172
Lake Butler Elementary School	id=g:4161173
Lake Butler Hospital and Hand Surgery	id=g:4161174
Lake Butler Middle School	id=g:4161175
Lake Butler Wildlife Management Area	id=g:4161176
Lake Butler Wildlife Management Area Raiford Tract	id=g:4161177
Lake Butler	id=g:4161178
Lake Cain Hills	id=g:4161179
Lake Camille Shopping Center	id=g:4161180
Lake Carroll Baptist Church	id=g:4161181
