Zardū’īyeh	id=g:111332
Kūh-e Sar Dowfūn	id=g:117097
Kūh-e Sar Dūfūn	id=g:117098
Sard Kūh	id=g:117099
Bardīyeh	id=g:117100
Sardhā	id=g:117101
Kūh-e Sardenī	id=g:117102
Sar Dellī	id=g:117103
Sardehāt-e Pā’īn	id=g:117104
Sardehāt-e Sheykhlū	id=g:117105
Āb-e Sardeh	id=g:117106
Sar Deh	id=g:117107
Sardat	id=g:117108
Sardashtak	id=g:117109
Rūdkhāneh-ye Sardasht	id=g:117110
Sar Dasht	id=g:117111
Sar Dasht	id=g:117112
Sar Dasht	id=g:117113
Sar Dasht	id=g:117114
Sardasht-e Zeydūn	id=g:117115
Sardasht-e Bashākerd	id=g:117116
Sardasht	id=g:117117
Rūdkhāneh-ye Shūr Sar Dasht	id=g:117118
Sar Darreh-ye Sīrīnjeh	id=g:117119
Kūh-e Sar Darreh	id=g:117120
Kūh-e Sar Darreh	id=g:117121
Kūh-e Sar Darreh	id=g:117122
Kūh-e Sar Darreh	id=g:117123
Sar Darreh	id=g:117124
Sar Darreh-ye Qobādī	id=g:117125
Sar Darreh	id=g:117126
Sar Darreh	id=g:117127
Sar Darreh	id=g:117128
Sardarah	id=g:117129
Sardar-e Bostān	id=g:117130
Yardūghdī	id=g:117131
Sardārābād	id=g:117132
Sardārābād	id=g:117133
Sardārābād	id=g:117134
Sardārābād	id=g:117135
Rūdkhāneh-ye Sardar	id=g:117136
Sar Dar	id=g:117137
Sardar	id=g:117138
Sardar	id=g:117139
Sar Daq	id=g:117140
Sardān	id=g:117141
Sar Dāḩī	id=g:117142
Dahaneh-ye Meymand	id=g:117143
Sar Dahan	id=g:117144
Rūdkhāneh-ye Zavāt	id=g:117145
Sardāb Rūd	id=g:117146
Sardāb-e Soflá	id=g:117147
Sardāb-e ‘Olyā	id=g:117148
Tall-e Sardāb	id=g:117149
Rūd-e Sardāb	id=g:117150
Kūh-e Sardāb	id=g:117151
Kūh-e Sardāb	id=g:117152
Kūh-e Sardāb	id=g:117153
Sardāb	id=g:117154
Sardāb	id=g:117155
Sardāb	id=g:117156
Sardāb	id=g:117157
Sardāb-e Şeyfūr	id=g:117158
Sardāb	id=g:117159
Kūh-e Sard	id=g:117160
Kūh-e Sard	id=g:117161
Sard	id=g:117162
Sar Chaqā	id=g:117163
Sarchīl Jalābī	id=g:117164
Sar Chīd-e Pā’īn	id=g:117165
Rūd-e Sar Cheshmeh	id=g:117166
Kūh-e Sar Cheshmeh	id=g:117167
Sar Cheshmeh	id=g:117168
Sar Cheshmeh	id=g:117169
Sarcheshmeh	id=g:117170
Sar Cheshmeh	id=g:117171
Sar Cheshmeh	id=g:117172
Sar Cheshmeh	id=g:117173
Sar Cheshmeh	id=g:117174
Sar Cheshmeh	id=g:117175
Sar Cheshmeh	id=g:117176
Sar Cheshmeh	id=g:117177
Ma‘āden-e Mes-e Sar Cheshmeh	id=g:117178
Sar Cheshmeh	id=g:117179
Sar Cheshmeh	id=g:117180
Sar Chaqā	id=g:117181
Sar Chenār	id=g:117182
Sarcheleh Vāregah-e ‘Olyā	id=g:117183
Kūh-e Sarcheh	id=g:117184
Sar Chāt	id=g:117185
Sar Cham	id=g:117186
Sarcham-e Soflá	id=g:117187
Sar Cham	id=g:117188
Kūh-e Sar Chāl	id=g:117189
Sar Chāl	id=g:117190
Sar Chāh-e Shūr	id=g:117191
Kūh-e Sar Chāh	id=g:117192
Sar Chāh	id=g:117193
Sar Chāh	id=g:117194
Sar Chāh	id=g:117195
Sar Chāh	id=g:117196
Sar Borj	id=g:117197
Sar Bon-e Reẕā	id=g:117198
Kūh-e Sar Boneh	id=g:117199
Sar Bok	id=g:117200
Godār-e Sar Bīzhan	id=g:117201
Sar Bīsheh	id=g:117202
Sar Bīsheh	id=g:117203
Sarbīsheh	id=g:117204
Sar Bīsheh	id=g:117205
Sar Bīsheh	id=g:117206
Sar Bīsheh	id=g:117207
Kūh-e Sarberāh	id=g:117208
Sar Bāzār	id=g:117209
Sarbāz	id=g:117210
Sar Bast	id=g:117211
Sar Bast	id=g:117212
Sar Bast	id=g:117213
Sarbārān	id=g:117214
Sarband-e Shīveh	id=g:117215
Īstgāh-e Sar Bandar	id=g:117216
Sar Bandar	id=g:117217
Sarbandān	id=g:117218
Sarband	id=g:117219
Sar Band	id=g:117220
Sarband-e Kabūtarkhān	id=g:117221
Sarvānak	id=g:117222
Sarbān	id=g:117223
Sar Bālā	id=g:117224
Kūh-e Sarbāl	id=g:117225
Shāh Hormoz	id=g:117226
Sar Bāgh	id=g:117227
Sarāyjūq	id=g:117229
Cheshmeh-ye Sarā-ye Bonāb	id=g:117230
Sarāḩ-e Aḩmadī	id=g:117231
Sarāyān	id=g:117232
Sarāy	id=g:117233
Sarāy	id=g:117234
Sarāy	id=g:117235
Sarāy	id=g:117236
Sarāvīn-e ‘Olyā	id=g:117237
Sarāvar	id=g:117238
Sarāvand	id=g:117239
Sarāvān	id=g:117240
Sarāvak	id=g:117241
Sarāstān	id=g:117242
Sar Āstān-e Seh	id=g:117243
Kūh-e Sar Āstāneh	id=g:117244
Sar Āstāneh	id=g:117245
Sarāstān	id=g:117246
Sar Āstān	id=g:117247
Sar Āsīāb	id=g:117248
Sar Asīab-e Shesh	id=g:117249
Sar Āsīāb	id=g:117250
Sar Āsīāb	id=g:117251
Sar Āsīāb	id=g:117252
Sar Āsīāb	id=g:117253
Tang-e Sar Āsīāb	id=g:117254
Sar Āsīāb	id=g:117255
Sar Āsīāb	id=g:117256
Sar Āsīāb	id=g:117257
Sarāshkūh	id=g:117258
Sar Ashk	id=g:117259
Sares Talkh	id=g:117260
Sarās	id=g:117261
Sarārūd-e Pāʼīn	id=g:117262
Sarārūd-e Bālā	id=g:117263
Sarārū	id=g:117264
Sar Arreh	id=g:117265
Sar Āqā Seyyed	id=g:117266
Sarānkū	id=g:117267
Serenjīāneh	id=g:117268
Sarānī	id=g:117269
Sarangū	id=g:117270
Sārān-e Soflá	id=g:117271
Sārān-e ‘Olyā	id=g:117272
Sārān-e ‘Olyā	id=g:117273
Sarand	id=g:117274
Saranbār-e Kalantarī	id=g:117275
Tang-e Sūrān	id=g:117276
Sārān	id=g:117277
Sārān	id=g:117278
Kūh-e Sarameh	id=g:117279
Kūh-e Sar Ākhvor	id=g:117280
Sarākān ‘Olyā	id=g:117281
Sarājebeh	id=g:117282
Sarājeh	id=g:117283
Sarājār-e Pā’īn Maḩalleh	id=g:117284
Sarahrūd	id=g:117285
Kūh-e Sarah	id=g:117286
Salafchegān	id=g:117287
Sarāb-e Sorkh	id=g:117288
Sarāb-e Sorkheh	id=g:117289
Sarāb-e Sūrī	id=g:117290
Shahrak-e ‘Olyā	id=g:117291
Sarāb Sāmen	id=g:117292
Sarāb Sabz	id=g:117293
Sarāb Qāmīsh	id=g:117294
Sarāb Pardeh	id=g:117295
Sarāb-e Narm-e Vosţá	id=g:117296
Sarāb-e Narm-e Pā'īn	id=g:117297
Sarāb Narm-e ‘Olyā	id=g:117298
Sar Āb Bīz-e Bālā	id=g:117299
Sarāb-e Morteẕá ‘Alī	id=g:117300
Sarāmīlkeh	id=g:117301
Sarāb Mīrkeh-ye Bālā	id=g:117302
Sarābeleh	id=g:117303
Sar Ābleh	id=g:117304
Sar Āb-e Kūhlarī	id=g:117305
Sarābī	id=g:117306
Sarāb-e Z̄ohāb	id=g:117307
Sarāb-e Zārem	id=g:117308
Sarāb-e Yās	id=g:117309
Sarāb-e Tāveh-ye ‘Olyā	id=g:117310
Sarāb-e Talkh	id=g:117311
Sarāb-e Sheykh Ḩasan	id=g:117312
Sarāb-e Sheykh ‘Ālī	id=g:117313
Sarāb-e Shahrak	id=g:117314
Sarāb-e Sīāh	id=g:117315
Sarāb-e Seyyed ‘Alī	id=g:117316
Sarāb-e Sar Ney	id=g:117317
Sarāb-e Saqqā	id=g:117318
Sarāb-e Rajab	id=g:117319
Sarāb-e Rofteh Khān	id=g:117320
Sarāb-e Qanbar-e Farāhānī	id=g:117321
Sarāb-e Qaḩţ	id=g:117322
Sarāb-e Panbeh	id=g:117323
Sarāb-e Pā’īn	id=g:117324
Sarāb-e Nīlūfar	id=g:117325
