Darah-ye Sūr Apan	id=g:1459724
Sang Āb	id=g:1467222
Bayd Khāh	id=g:1467223
Kham-e Bahār	id=g:1467224
Dasht-e Rōbāh	id=g:1467225
Khayrābād	id=g:1467226
Dū Dargah	id=g:1467227
Daryā-ye Farkhār	id=g:1467228
Kham-e Tūgh	id=g:1467229
Sayyid Ābād	id=g:1467230
Bōstānak	id=g:1467231
Bārīkī	id=g:1467232
Jirwū-e Pā’īn	id=g:1467233
Rūyanzār	id=g:1467234
Dasht-e Abulḩasan	id=g:1467235
Darah-ye Mālmand	id=g:1467236
Sabz Dasht	id=g:1467238
Surkh Bayd	id=g:1467240
Safayd Khāk	id=g:1467241
Jirwū Bālā	id=g:1467242
Safayd Sangān	id=g:1467243
Bayd Khāh	id=g:1467244
Ārōgh	id=g:1467245
Shūkhān	id=g:1467246
Mīrābād	id=g:1467247
Layṯī	id=g:1467248
Chashmah-ye Sar Pōsh	id=g:1467249
Hōtal	id=g:1467250
Ghūzān	id=g:1467251
Zīārat-e Pīr ‘Aţā Bābā	id=g:1467252
Ambarān	id=g:1467253
Ghalīl	id=g:1467254
Chashmah-ye Jangal	id=g:1467255
Lughmān	id=g:1467256
Chaytgah	id=g:1467257
Sar-e Biland	id=g:1467258
Zardū	id=g:1467259
Lāl Margh	id=g:1467260
Drayl	id=g:1467261
Zarīch	id=g:1467262
Shālīl	id=g:1467263
Mūshūk Mārch	id=g:1467264
Rowanjūk	id=g:1467265
Salām Deh	id=g:1467266
Ūshlinj	id=g:1467267
Kaskhā	id=g:1467268
Chashmah	id=g:1467269
Darah-ye Ghōz	id=g:1467270
Wargh	id=g:1467271
Kham-e Īsh Darah	id=g:1467272
Nashir	id=g:1467273
Khing Darah	id=g:1467274
Pidēw	id=g:1467275
Pas-e Pidēw	id=g:1467276
Karniw	id=g:1467277
Pur Zarg	id=g:1467278
Wājūd	id=g:1467279
Sar-e Pul	id=g:1467280
Chashm Darah	id=g:1467281
Parkhīch	id=g:1467282
Shkharō Warī	id=g:1467283
Dilwākh	id=g:1467284
Qaryah-ye Sir	id=g:1467285
Rāj	id=g:1467286
Ghuwīz	id=g:1467287
Zang Zard	id=g:1467288
Pāy-e Mazār	id=g:1467289
Sayyidān	id=g:1467290
Rēwūd	id=g:1467291
Wudār Khūft	id=g:1467292
Māndīz	id=g:1467293
Wīāj	id=g:1467294
Rōghud	id=g:1467295
Safayd Āb	id=g:1467296
Samar Ghīān	id=g:1467298
Chaghīān	id=g:1467299
Khānaqā	id=g:1467300
Bīnī Malakh	id=g:1467301
Dasht-e Qōsh Khānah	id=g:1467302
Seh Āb	id=g:1467303
Karagushi	id=g:1467304
Gūgarī	id=g:1467305
Pereval Mandak	id=g:1467306
Gandah	id=g:1467307
Shakarī	id=g:1467308
Kazambulak	id=g:1467309
Qom Sāy	id=g:1467310
Āgakūrū	id=g:1467311
Tunūk	id=g:1467312
Baysh Kayk	id=g:1467313
Āq Jar	id=g:1467314
Larkhabi	id=g:1467315
Kōh-e Tāshandar	id=g:1467316
Sīāh Kōl	id=g:1467317
Kowtal-e Delgersāy	id=g:1467318
Gadzhirkhana	id=g:1467319
Būrmah	id=g:1467320
Ājal	id=g:1467321
Qūqyah	id=g:1467322
Kaltah Darah	id=g:1467323
Burbulak	id=g:1467324
Kōtal-e Band Kulāgh	id=g:1467325
Khwājah Dūdwān	id=g:1467326
Kowtal-e Gol Bolāgh	id=g:1467327
Kajlar	id=g:1467328
Shêp Dur	id=g:1467329
Galah Dur	id=g:1467330
Dahanah-ye Shālah Darah	id=g:1467331
Duzd Darah	id=g:1467332
Sachmag	id=g:1467333
Āq Būlāq Qishlāq	id=g:1467334
Shōrāw	id=g:1467335
Chaghal Qishlāq	id=g:1467336
Chaghal Qeshlāq	id=g:1467337
Khatāyān (2)	id=g:1467338
Ūzūn Kōtal	id=g:1467339
Jalowlū	id=g:1467340
Dasht-e Lakhsh	id=g:1467341
Tūdan	id=g:1467342
Tōlakī	id=g:1467343
Noh Shahr	id=g:1467344
Khodzha-Pakhlavan	id=g:1467345
Bashān	id=g:1467346
Tōlakī	id=g:1467347
Tagāb-e Bashān	id=g:1467348
Tāqcheh Khāneh	id=g:1467349
Chapir	id=g:1467350
Sar-e Kān	id=g:1467351
Hezāreh Sāy	id=g:1467352
Qishlāq-e Safayd	id=g:1467353
Khā Sār Kham	id=g:1467354
Kham Waydēw	id=g:1467355
Waydēw	id=g:1467356
Urochishche Bakharak	id=g:1467357
Zār Deh	id=g:1467358
Shīr Khān (1)	id=g:1467359
Qizil Qal‘ah	id=g:1467360
Bakharak	id=g:1467361
Patīr	id=g:1467362
Shīr Khān (3)	id=g:1467363
Patīr	id=g:1467364
Raymān	id=g:1467365
Khowakī	id=g:1467366
Kūh-e Nahr Āb	id=g:1467367
Deh-e Mursalān	id=g:1467368
Chigrīn	id=g:1467369
Bāmistān	id=g:1467370
Jirayjān	id=g:1467371
Kadū Kheyl	id=g:1467372
Kūshlar	id=g:1467373
Khayfch	id=g:1467374
Shoratu	id=g:1467375
Shesh Tappeh	id=g:1467376
Nūrzaī	id=g:1467377
Karaparchav	id=g:1467378
Gharm	id=g:1467379
Lakhsh	id=g:1467380
Karaparchav	id=g:1467381
Dākhuk	id=g:1467382
Sasmakyshlak	id=g:1467383
Quţum	id=g:1467384
Khodzha-Mukhtar	id=g:1467385
Bāghak	id=g:1467386
Kōh-e Khwājah Surkhah	id=g:1467387
Anjal Bēg	id=g:1467388
Kōdūk	id=g:1467389
Chōb Bur	id=g:1467390
Tūt	id=g:1467391
Dashtak	id=g:1467392
Khurmāb	id=g:1467393
Ghāt-e Khurmā	id=g:1467394
Chōb Bur	id=g:1467395
Bādmān	id=g:1467396
Darah-ye Ghāt	id=g:1467397
Pākmān	id=g:1467398
Kōh-e Kargas Darah	id=g:1467399
Tayghah-ye Mazār	id=g:1467400
Kandayl	id=g:1467401
Archī Kham	id=g:1467402
Malaykhā	id=g:1467403
Wānt	id=g:1467404
Laghāir	id=g:1467405
Pashah Darah	id=g:1467406
Bininarm	id=g:1467407
Darah-ye Kandah	id=g:1467408
Rabāţ-e Gulak	id=g:1467409
Sar-e Ghilān	id=g:1467410
Rōyband-e Ghilān	id=g:1467411
Dasht-e Farang	id=g:1467412
Khwājah Gul Rang	id=g:1467413
Cheshmeh-ye Beytollāh	id=g:1467414
Rafak-e Ghilān	id=g:1467415
Pam Darah	id=g:1467416
Kaj Darah	id=g:1467417
Arzunch	id=g:1467418
Qābichah	id=g:1467419
Shākh-e Pīāz	id=g:1467420
Tyāil	id=g:1467421
Yūstān	id=g:1467422
Ēlk	id=g:1467423
Yāwānjī	id=g:1467424
Shīnī	id=g:1467425
Īrsū	id=g:1467426
Darah-ye Āw	id=g:1467427
Raẕā	id=g:1467428
Darah-ye Furghō	id=g:1467429
Nowrōz	id=g:1467430
Darah-ye Pusht-e Deh	id=g:1467431
Tangān	id=g:1467432
March	id=g:1467433
Narm Darah	id=g:1467434
Gōsh Kham	id=g:1467435
Kham-e Ēlchah	id=g:1467436
Najmōk	id=g:1467437
Bōlak Urtah Baz	id=g:1467438
Ādnyal	id=g:1467439
Chashmah-ye Mīruk	id=g:1467440
Lūleh Khermān	id=g:1467441
Kātak-e Bālā	id=g:1467442
Sar-e Kaj Darah	id=g:1467443
Dahān-e Shōrāb	id=g:1467444
Kaj Nāw	id=g:1467445
Ājayl-e Bālā	id=g:1467446
Kōh-e Yakhsh	id=g:1467447
Darah-ye Yakhsh	id=g:1467448
Ājayl-e Pā’īn	id=g:1467449
Moghul	id=g:1467450
Sar-e Darah-ye Āb	id=g:1467451
Darah-ye Khulm	id=g:1467452
Darah-ye Kōtal	id=g:1467453
Arzunchī	id=g:1467454
Ayshānān	id=g:1467455
Ūlaring	id=g:1467456
Kurah-ye Pā’īn	id=g:1467457
Z̧olmābād	id=g:1467458
Muqīm Qishlāq	id=g:1467459
Shaylam	id=g:1467460
Ārdī Shān	id=g:1467461
Şūfī Ghulām	id=g:1467462
Lōlah Kham	id=g:1467463
Chahār Maghzā	id=g:1467464
Jangal	id=g:1467465
Kham-e Jānshar	id=g:1467466
Larkhōy	id=g:1467467
Khaywurs	id=g:1467468
Zīreh Kowtal	id=g:1467469
Khas Tūt	id=g:1467470
Ghūlishking	id=g:1467471
Pam Darah	id=g:1467472
Ḩājī Yōnus	id=g:1467473
Shūlayr-e Pā’īn	id=g:1467474
Darah-ye Jim	id=g:1467475
Afghānhā	id=g:1467476
Pas-e Khir	id=g:1467477
Īfch	id=g:1467478
Qazāq Qishlāq	id=g:1467479
Bāgh-e Turk	id=g:1467480
Sarāy Sang	id=g:1467481
Charmgari	id=g:1467482
Shūlayr-e Bālā	id=g:1467483
Khōsh Bāy	id=g:1467484
Raymānd	id=g:1467485
Shakar Bayd	id=g:1467486
Safayd Dārān	id=g:1467487
Māristān	id=g:1467488
Ghūjān	id=g:1467489
Puskā Khān	id=g:1467490
Sirī	id=g:1467491
Ēlk	id=g:1467492
‘Abdol	id=g:1467493
Qaryah-ye Z̄ū	id=g:1467494
Ayōr	id=g:1467495
Sar-e Sang	id=g:1467496
Wēkhā	id=g:1467497
Deh-e Biland	id=g:1467498
Darah-ye Char	id=g:1467499
Sipah	id=g:1467500
Khambēl	id=g:1467501
Lashkarjāh	id=g:1467502
Bakhshgah	id=g:1467503
Seh Āb Dasht	id=g:1467504
Zīrakī	id=g:1467505
Kindrēm-e Bālā	id=g:1467506
Kindrēm-e Pā’īn	id=g:1467507
Salakhkyshlak	id=g:1467508
Qarah Bāy	id=g:1467509
Shakh-Mardanoyeg	id=g:1467510
Gul-e Khandān	id=g:1467511
Narasp	id=g:1467512
Sīndēw	id=g:1467513
Ghālishdēw	id=g:1467514
Aḩmad Dur	id=g:1467515
Naqshdēw	id=g:1467516
Majīr	id=g:1467517
Lishtī	id=g:1467518
Ājūrsh	id=g:1467519
Farḩadur	id=g:1467520
Nishēb Dur	id=g:1467521
Khinwār	id=g:1467522
Qarah Bāy	id=g:1467523
Bāshidēw	id=g:1467524
Rabāţ	id=g:1467525
Kwīlar	id=g:1467526
Wēkā Dur	id=g:1467527
Safaydar Ēlgah	id=g:1467528
Khwājah Manēw	id=g:1467529
Tinīlar	id=g:1467530
Wālik	id=g:1467531
Wur Sindur	id=g:1467532
Tājēl Darah	id=g:1467533
Khālīchōt	id=g:1467534
Wālik Darah	id=g:1467535
Kālar-e Bālā	id=g:1467536
Wakhīndēw	id=g:1467537
Sabz Chashmah	id=g:1467538
Khūnī-ye Lar-e Bālā	id=g:1467539
Khūnī-ye Lar-e Pā’īn	id=g:1467540
Kālar-e Pā’īn	id=g:1467541
Dēgah	id=g:1467542
Jighshud	id=g:1467543
Qulqulēw	id=g:1467544
Rabāţ-e Seh Āb	id=g:1467545
Kālarik	id=g:1467546
Darah-ye Şabāḩī	id=g:1467547
Seh Ābshār	id=g:1467548
Kham-e Shāhān	id=g:1467549
Wēdīn Dur	id=g:1467550
Jirīn Dur	id=g:1467551
Chidēk Dur	id=g:1467552
Manjīn Dur	id=g:1467553
Sar-e Būqī	id=g:1467554
Rāghchīān Darah	id=g:1467555
Darah-ye Zārān	id=g:1467556
Khurdakān	id=g:1467557
Jūgānī	id=g:1467558
Dilgī	id=g:1467559
Khāhak	id=g:1467560
Āq Mastān	id=g:1467561
Mūmīālūk	id=g:1467562
Kōh-e Band-e Mapā’ī	id=g:1467563
Qalātī	id=g:1467564
Gardanak	id=g:1467565
Sayyidān	id=g:1467566
Darah-ye Ghūb	id=g:1467567
Gōr Darah	id=g:1467568
Darah-ye Sayyidān	id=g:1467569
Kōl Darah	id=g:1467570
Sang-e Khāh	id=g:1467571
Khamāb	id=g:1467572
Qaymaqistān	id=g:1467573
Kōtal-e Band-e Mapā’ī	id=g:1467574
Rabāţ-e Hamdīn	id=g:1467575
Khāk Pitāw	id=g:1467576
Bar-e Kham	id=g:1467577
Chūt	id=g:1467578
Shōrak	id=g:1467579
Rāgh Dasht	id=g:1467580
Shaykhān	id=g:1467581
Darah-ye Razak	id=g:1467582
Koshtapa	id=g:1467583
Darah-ye Pashah Darah	id=g:1467584
‘Asqalān	id=g:1467585
Āq Sāy	id=g:1467586
Kōtal-e Ghargharah	id=g:1467587
Gardan-e Rayg	id=g:1467588
Malwān	id=g:1467589
Angāryān	id=g:1467590
Khwājah Ghalţān	id=g:1467591
Kil Daysh	id=g:1467592
Khwājah Ḩāfiz̧	id=g:1467593
Mullā Bēg Muḩammad	id=g:1467594
Ghānī Darah	id=g:1467595
Talowkah	id=g:1467596
Khayr Ābād	id=g:1467597
Chashmah-ye Gul	id=g:1467598
Khushkakhā	id=g:1467599
Argasā	id=g:1467600
Daryā-ye Khushk-e Gul Khār	id=g:1467601
Now Ābād	id=g:1467602
Rōd-e Khwājah Jurghayytū	id=g:1467603
Takhn Ābād	id=g:1467604
Gurdangah	id=g:1467605
Warnā Khān Qal‘ah	id=g:1467606
‘Īsá Khān	id=g:1467607
Warnā Khān Chashmah	id=g:1467608
Shāh Darah	id=g:1467609
Rabāţ-e Gardan	id=g:1467610
Shāh Darah	id=g:1467611
Shāh Darah	id=g:1467612
Āb Shakhak	id=g:1467613
Daryā-ye Chākarān	id=g:1467614
Bayshkapah	id=g:1467615
Moghulān	id=g:1467616
Bāy Yāwah	id=g:1467617
Khulāzī	id=g:1467618
Zard Kamar	id=g:1467619
Chakarī	id=g:1467620
Kaftar ‘Alī	id=g:1467621
Qarah Yatīm	id=g:1467622
Zar Kharīd-e Suflá	id=g:1467623
Komālah Ghar	id=g:1467624
Khodzha-Abdulladzhan	id=g:1467625
Sarāy Zargar	id=g:1467626
Chashmayi-Sher	id=g:1467628
Ishankyshlak	id=g:1467629
Şāfīhā	id=g:1467630
Andarābī	id=g:1467631
Khari-Tu	id=g:1467632
Navabad	id=g:1467633
Tugaykubod-Kalay	id=g:1467634
Kuchnay Gil Band Ghar	id=g:1467635
Tarahkay	id=g:1467636
Chowday	id=g:1467637
Khodzha-Sabzposh	id=g:1467638
Bodala	id=g:1467639
Shesh Tappeh	id=g:1467640
Karandu	id=g:1467641
Akhangarka	id=g:1467642
Rōd-e Jilgah-ye Yangī Qal‘ah	id=g:1467643
Takhtakuprak	id=g:1467644
Ganjal Bāgh	id=g:1467645
Pōstik-e Pā’īn	id=g:1467646
Pōstak-e Bālā	id=g:1467647
Daryā-ye Khaylān	id=g:1467648
Darreh-ye Wakhshī	id=g:1467649
Shāgêy	id=g:1467650
Kangli	id=g:1467651
Rōd-e Girgān	id=g:1467652
Chaklah Owr	id=g:1467653
Sherbay	id=g:1467654
Darah-ye Jīm	id=g:1467655
Wādī-ye Mīrzā Sulaīmān	id=g:1467656
Chaklah Owr	id=g:1467657
Darah-ye Namāzgāh	id=g:1467658
Eyl Morād Bāy	id=g:1467659
Nūr Aḩmad Bāy	id=g:1467660
Khushkah Darah	id=g:1467661
Sarband-e Jōy	id=g:1467662
Sarāy Mashhad	id=g:1467663
Yaylāq-e Chihil Gazī	id=g:1467664
Chahār Maghz Darah	id=g:1467665
Qowl Bars	id=g:1467666
Jōrah Bāy	id=g:1467667
Farājghānī	id=g:1467668
Dasht-e Chinārī	id=g:1467669
Takyah	id=g:1467670
Sar-e Qōl	id=g:1467671
Mohājer-e Sar-e Āsīāb	id=g:1467672
Chashmayi-Sher	id=g:1467673
Igzah	id=g:1467674
Zaribay	id=g:1467675
Kowtal-e Chenār-e Gonjeshkān	id=g:1467676
Dahānah-ye Kaywān	id=g:1467677
Jeldrāgh (2)	id=g:1467678
Akmasdzhid	id=g:1467679
Kalafgān (2)	id=g:1467680
Vādī-ye Kalafgān	id=g:1467681
Kalafgān (4)	id=g:1467682
Kalafgān (3)	id=g:1467683
Chakal	id=g:1467684
Khazarakulug	id=g:1467685
Gonbad-e Bālā	id=g:1467686
Talukan	id=g:1467687
Sheykh-Ali	id=g:1467688
Mastī Khān	id=g:1467689
Daryā-ye Dīvār-e Tang	id=g:1467690
Tūti	id=g:1467691
Ishanan	id=g:1467692
Nawchī	id=g:1467693
Darreh-ye Qāẕī	id=g:1467694
S̄amar Qandī	id=g:1467695
Chakak	id=g:1467696
Dashti-Gundzhishkan	id=g:1467697
Salêktō Kêlay	id=g:1467698
Chinzai	id=g:1467699
Gunbadī	id=g:1467700
Nāqel	id=g:1467701
Nāqel	id=g:1467702
Pōṯêy	id=g:1467703
Tōrah Tsakah	id=g:1467704
Kamān Gar	id=g:1467705
Kayshān	id=g:1467706
Ayshān Langar	id=g:1467707
Deh-e Past	id=g:1467708
Sayyidābād	id=g:1467709
Zūkhān-e Pā’īn	id=g:1467710
Zūkhān-e Bālā	id=g:1467711
Shākh Āb	id=g:1467712
Darah-ye Bashīr	id=g:1467713
Gul-e Khārak	id=g:1467714
Shāh Darah	id=g:1467715
Shāh Darah	id=g:1467716
Chākarān	id=g:1467717
Chashmah-ye Khōrshayd	id=g:1467718
Langar	id=g:1467719
Daryā-ye Darah-ye Khāsh	id=g:1467720
Kōtal-e Spīn Gāw	id=g:1467721
Kadanay Rūd	id=g:1467722
Deh Dā’ī	id=g:1467723
Bakht-e Shāh	id=g:1467724
Ayshānān	id=g:1467725
Malwāy Darah	id=g:1467726
Kōtal-e ‘Alī Mangū	id=g:1467727
Qōsh Kham	id=g:1467728
Chirgābī	id=g:1467729
Langar	id=g:1467730
Tūtak	id=g:1467731
Qowl Brāq	id=g:1467732
Bagi-Sagirkha	id=g:1467733
Chugayi-Ulia	id=g:1467734
Kokhnakala	id=g:1467735
Qarghēz-e Pā‘īn	id=g:1467736
Bala	id=g:1467738
Chopanikyshlak	id=g:1467739
Sudzhani	id=g:1467740
Dzhankatagan	id=g:1467741
Mollā Kheyl	id=g:1467742
Dzhankatagan	id=g:1467743
Tutmazar	id=g:1467744
Buin	id=g:1467745
Basus	id=g:1467746
Khunukān	id=g:1467747
Sar Payshānī	id=g:1467748
Jangal Bāshī	id=g:1467749
Seyidamirdzhan	id=g:1467750
Seyidmiran	id=g:1467751
Seyidramazan	id=g:1467752
Bāgh-e Arām	id=g:1467753
Khwājah Afghānī	id=g:1467754
Parvanchi	id=g:1467755
Gaz Darah	id=g:1467756
Khānaqāh	id=g:1467757
Malangān	id=g:1467758
Mīr Bāqī	id=g:1467759
Darah-ye Khitik	id=g:1467760
Dōgh Ghalaţ-e Darāyim	id=g:1467761
Ghalaţi-ye Ḏaṟāyem	id=g:1467762
Nekpayi-Ulia	id=g:1467763
Kōlābī	id=g:1467764
Ishanan	id=g:1467765
Deh-e Bāsī	id=g:1467766
Dzhunguli	id=g:1467767
Ayshān-e Darah-ye Bāgh	id=g:1467768
Mulla-Gulyam	id=g:1467769
Kharbuk	id=g:1467770
Kōtal-e Kharbuk	id=g:1467771
Tōrganī	id=g:1467772
Tōrganī	id=g:1467773
Moghultay	id=g:1467774
Abaka	id=g:1467775
Kheshki	id=g:1467776
Markhor	id=g:1467777
Kanal Gavkush	id=g:1467778
Shaykh-e Kalān	id=g:1467779
Mukhammeddad	id=g:1467780
Miali	id=g:1467781
Mēchen Kheyl	id=g:1467782
Mollā Rasūl	id=g:1467783
Musazai	id=g:1467784
Tausabad	id=g:1467785
Dzhukana	id=g:1467786
Hazārah-ye Kharbuk	id=g:1467787
Hazārah-ye Kharbuk	id=g:1467788
Kaftar Khānah	id=g:1467789
Paytowak	id=g:1467790
Ţū Darah	id=g:1467791
Kōtal-e Pīāzī	id=g:1467792
Kōtal-e Mūnjī	id=g:1467793
Ilmīch	id=g:1467794
Kashū	id=g:1467795
Deh Ūstāyān	id=g:1467796
Khumbuk-e Bālā	id=g:1467797
Khumbuk-e Pā’īn	id=g:1467798
Chahār Maghz Darreh	id=g:1467799
Kuhnah Qishlāq	id=g:1467800
Bulbul Darah	id=g:1467801
Yāwul-e Bālā	id=g:1467802
Yāwul-e Pā’īn	id=g:1467803
Darah-ye Ḩişār	id=g:1467804
Tagāw-e Khānuk	id=g:1467805
Darah-ye Dashtak	id=g:1467806
Sabz Darah	id=g:1467807
Kōh-e Qābichah	id=g:1467808
Daryā Mīr	id=g:1467809
Shaykhak	id=g:1467810
Khumbuk-e Bālā	id=g:1467811
Kōh-e Kalyow	id=g:1467812
Kham-e Kowrī	id=g:1467813
Jaghār	id=g:1467814
Darah-ye Shumūl	id=g:1467815
Darah-ye Shakhmulāw	id=g:1467816
Kōh-e Panj Khirman	id=g:1467817
Wāwuch	id=g:1467818
Kōh-e Kham Sar Shākh	id=g:1467819
Nowsayb	id=g:1467820
Nowkhīj	id=g:1467821
Kōh-e Now Sayb	id=g:1467822
Dah’ī	id=g:1467823
Karastī	id=g:1467824
Darah-ye Karas Deh	id=g:1467825
Sar-e Nayshār	id=g:1467826
Nowshākh	id=g:1467827
Chashmah Wā	id=g:1467828
Kōtal-e Tayshkān	id=g:1467829
Kōh-e Shāyistah	id=g:1467830
Kōh-e Sar-e Ghāt	id=g:1467831
Kōh-e Nowkham	id=g:1467832
Darah-ye Khāwruk	id=g:1467833
Khāwruk	id=g:1467834
Darah-ye Katō	id=g:1467835
Darah-ye Chāwkarān	id=g:1467836
Darah-ye Kowrī	id=g:1467837
Ākhdarah	id=g:1467838
Darah-ye Rabāţ	id=g:1467839
Darah-ye Ḩasan Bāy	id=g:1467840
Kōh-e Pashkī	id=g:1467841
Kōh-e Kaftar Khānah	id=g:1467842
Khōrd Darah-ye Āt	id=g:1467843
Darah-ye Alān	id=g:1467844
Safar Darah	id=g:1467845
Kāfir Darah	id=g:1467846
Darah-ye Najīm	id=g:1467847
Deh Chowīd	id=g:1467848
Sūdūj	id=g:1467849
Yaylāq-e Khudā Rajak	id=g:1467850
Kōh-e Pīr-e Madad Mand	id=g:1467851
Kōtal-e Kūz	id=g:1467852
Kōtal-e Khwājah Madaṯman	id=g:1467853
Kōh-e Lalmī Shāsh	id=g:1467854
Daryā-ye Krūnj Darah	id=g:1467855
Daryā-ye Ghizēw	id=g:1467857
Daryā-ye Awīstan	id=g:1467858
Yaylāq-e Awīstan	id=g:1467859
Kōh-e Sīāh Kōh	id=g:1467860
Kōtal-e Madūd	id=g:1467861
Kōtal-e Bashinj	id=g:1467863
Sharīst	id=g:1467864
Rawān Sharīst	id=g:1467865
Daryā-ye Yazhūlīm Darah	id=g:1467866
Yaylāq-e Buqul	id=g:1467867
Darah-ye Fālēz	id=g:1467868
Yaylāq-e Ḩujāz	id=g:1467869
Parābīr	id=g:1467870
Kōl-e Ḩujāz	id=g:1467871
Rūlubj	id=g:1467872
Kōtal-e Yazhūlīm	id=g:1467873
Tōp	id=g:1467874
Darah-ye Shayr	id=g:1467875
Darah-ye Kūf	id=g:1467876
Yaylāq-e Rahdēz	id=g:1467877
Dashtak-e Chāsnūd	id=g:1467878
Wādī-ye Bādambūj	id=g:1467879
Wādī-ye Shēristīn	id=g:1467880
Kōl-e Yārkh	id=g:1467881
Daryā-ye Chāsnūd Darah	id=g:1467882
Rundān Darah	id=g:1467883
Mazār Bāy Khwājah	id=g:1467884
Kōh-e Shādmān	id=g:1467885
Band-e Khānuk	id=g:1467886
Darah-ye Khēl-e Asp	id=g:1467887
Shakdarah	id=g:1467888
Darah-ye Awligah	id=g:1467889
Kōh-e Awligah	id=g:1467890
Kōh-e Showgah	id=g:1467891
Darah-ye Showgah	id=g:1467892
Band-e Chōlah	id=g:1467893
Sar-e Khānuk	id=g:1467894
Band-e Kishm wa Khāsh-e Gharmī	id=g:1467895
Panj Chashmah	id=g:1467896
Wāīm	id=g:1467897
Darah-ye Āldakht	id=g:1467898
Darah-ye Khāniqāh	id=g:1467899
Pamow	id=g:1467900
Darah-ye Sināwarī	id=g:1467901
Nowlāk	id=g:1467902
Yōkh	id=g:1467903
Muldē Khān	id=g:1467905
Darah-ye Dishī	id=g:1467906
Kōh-e Khush Darah	id=g:1467907
Band-e Yōmōk	id=g:1467908
Sar-e Jar-e Khāsh	id=g:1467909
Band-e Tāq-e Gadā Muḩammad	id=g:1467910
Sang-e Nowishtah	id=g:1467911
Ḩowẕūk	id=g:1467912
Kōtal-e Āldakht	id=g:1467913
Kōh-e Ḩowẕūk	id=g:1467914
Darwāzah-ye Ilān	id=g:1467915
Sar-e Jū	id=g:1467916
Shā’īn Dar	id=g:1467917
Kōtal-e Darah-ye Khāniqāh	id=g:1467918
Band-e Yōk	id=g:1467919
Band-e Sar-e Khā	id=g:1467920
Ghajē	id=g:1467921
Darah-ye Wurish	id=g:1467922
Darah-ye Arakh	id=g:1467923
Darah-ye Sundar	id=g:1467924
Daryā Pitāw	id=g:1467925
Zarghow	id=g:1467926
Darah-ye Sighay	id=g:1467927
Darah-ye Ḩājū	id=g:1467928
Kōh-e Sīāh Shākh	id=g:1467929
Bilakarash	id=g:1467930
Band-e Sīāh Shākh	id=g:1467931
Sarband-e Sarband-e Sighay	id=g:1467932
Khirsin Darah	id=g:1467933
Āw Safayd Pōl	id=g:1467934
‘Arash	id=g:1467935
Kōh-e Mīāndah	id=g:1467936
Kōh-e Deh Pitāw	id=g:1467937
Kōtal-e Safayd Band Āb	id=g:1467938
Hazārah-ye Gāwī	id=g:1467939
Kōr Chashmah	id=g:1467940
Taghā Chūk	id=g:1467941
Qadam	id=g:1467942
Garow	id=g:1467943
Shām Qārchī	id=g:1467944
Kamunistān	id=g:1467945
Sarāy Darah	id=g:1467946
Hazārah-ye Daywānah	id=g:1467947
Pingānī	id=g:1467948
Khwāb Sārī	id=g:1467949
Alānī	id=g:1467950
Gajī	id=g:1467951
Narman Gāw	id=g:1467952
Ālūchah Būlāq	id=g:1467953
Katah Qishlāq	id=g:1467954
Shatak	id=g:1467955
Ūzūn Qōl	id=g:1467956
Kōh-e Mūrkhōr	id=g:1467957
Ţōgh-Darah	id=g:1467958
Khōshbā’ī-Darah	id=g:1467959
Cheṟgābī	id=g:1467960
Darah-ye Āb-e Bārīk	id=g:1467961
Darah-ye Hazārah	id=g:1467962
Manţaqah-ye Barlās	id=g:1467963
Madraseh	id=g:1467964
Ūtranch-e Āb-e Bārīk	id=g:1467965
Qaylah Darah	id=g:1467966
Malwāy Darreh	id=g:1467967
Ḏaṟkhān	id=g:1467968
Shāh Maṟi	id=g:1467969
Āq Būrīā	id=g:1467970
Lalamaydan	id=g:1467971
Dihqān Khānah	id=g:1467972
Gandah Chashmah	id=g:1467973
Manţaqah-ye Argū	id=g:1467975
Aliabad	id=g:1467976
Lalamaydan	id=g:1467977
Kōtal-e Rizqān	id=g:1467978
Chihil Kapah	id=g:1467979
Mowz-e Chihil Kapah	id=g:1467980
Paytwān	id=g:1467981
Lali	id=g:1467982
Mor Sheykh	id=g:1467983
Hazār Mīshī	id=g:1467984
Injār	id=g:1467985
Mor Sheykh	id=g:1467986
Larkhabi	id=g:1467987
Puchuq	id=g:1467988
‘Omar Kheyl	id=g:1467989
‘Omar Kheyl	id=g:1467990
Rakhmatbay	id=g:1467991
Karakhani	id=g:1467992
Karakyshlak	id=g:1467993
Garavkyshlak	id=g:1467994
‘Īsá Khēl	id=g:1467995
Nāşirī	id=g:1467996
Nāşirī	id=g:1467997
Nahr-e Naqī	id=g:1467998
Jar-e Katā Khēl	id=g:1467999
Katā Khēl	id=g:1468000
Bāgh-e Mīr	id=g:1468001
Naqī	id=g:1468002
Lūdīn	id=g:1468003
Navian	id=g:1468004
Malaghi	id=g:1468005
Dzharguzar	id=g:1468006
Chīn Zaī	id=g:1468007
Bōynah Qarah	id=g:1468008
Arghund	id=g:1468009
Pōst Khōr	id=g:1468010
Chahār Darah	id=g:1468011
Baysh Kuprūk	id=g:1468012
Ţūrugh	id=g:1468013
Nahr-e Gāwkush	id=g:1468014
Ţaghā’ī	id=g:1468015
Now Ābād	id=g:1468016
Dāg-e Nāşir	id=g:1468017
Ţūrugh	id=g:1468018
