Gilroy Community Day School	id=g:7237700
Murdock Private Cemetery	id=g:7243588
Chenango Cemetery	id=g:7243589
Five Corners Cemetery	id=g:7243590
Woodhull Cemetery	id=g:7243591
Addison Hill Cemetery	id=g:7243592
Freeman Cemetery	id=g:7243593
Liberty Pole Cemetery	id=g:7243594
Providence Village Baptist Church	id=g:7243595
Providence Cemetery	id=g:7243596
Mount Tabor Cemetery	id=g:7243597
Mount Tabor Cemetery	id=g:7243598
Mount Tabor Cemetery	id=g:7243599
Bethlehem Lutheran Church Cemetery	id=g:7243600
Mason City Community Center	id=g:7243601
Mount Tabor African Methodist Episcopal Cemetery	id=g:7243602
Cleveland Leigh Abbott Memorial Alumni Stadium	id=g:7243603
Montgomery Riverwalk Stadium	id=g:7243604
Uvas Canyon County Park	id=g:7243605
Upper Falls	id=g:7243606
Black Rock Falls	id=g:7243607
Triple Falls	id=g:7243608
Basin Falls	id=g:7243609
Alec Creek	id=g:7243610
Hopeful Church Cemetery	id=g:7243611
Central Church of Christ	id=g:7243612
Rose Creek Mobile Home Park	id=g:7243613
Ellisville Fire Department	id=g:7243614
Lakemore Township Police Department	id=g:7243615
National Inventors Hall of Fame	id=g:7243616
Canal Park	id=g:7243617
G 15 A Pipeline	id=g:7243618
G 15 B Pipeline	id=g:7243619
G 15 D Lateral	id=g:7243620
G 19 B Lateral	id=g:7243621
H 14 H Lateral	id=g:7243622
H 15 A Pipeline	id=g:7243623
H 17 H Lateral	id=g:7243624
H 19 H Lateral	id=g:7243625
H 26 H Lateral	id=g:7243626
H 8 1/2 Pipeline	id=g:7243627
J 19 A Lateral	id=g:7243628
J 23 E Pipeline	id=g:7243629
J 27 H Lateral	id=g:7243630
J 27 Q Lateral	id=g:7243631
J 28 1/2 Lateral	id=g:7243632
J 29 1/2 Lateral	id=g:7243633
Swig Pipeline	id=g:7243634
First Congregational Church of Sonoma	id=g:7243635
Jefferson State Community College - Jefferson Campus	id=g:7243636
Loehne Post Office (historical)	id=g:7243637
Lengsville Post Office (historical)	id=g:7243638
Laredo Post Office (historical)	id=g:7243639
Glover Post Office (historical)	id=g:7243640
Glencoe Post Office (historical)	id=g:7243641
Purchase College State University of New York	id=g:7243642
Blood Cemetery	id=g:7243643
Midvale Elementary School	id=g:7243644
Midvale Junior High School	id=g:7243645
Midvale High School	id=g:7243646
Midvale School Professional-Technical Building	id=g:7243647
Midvale School Danny Warfield Memorial Gymnasium	id=g:7243648
Midvale Alternative School	id=g:7243649
Midvale School Music Building	id=g:7243650
Safe Harbor Ministries	id=g:7243651
Covenant On The Rock Family Church	id=g:7243652
West Saint Johnsville Cemetery	id=g:7243653
Frey Bush Cemetery	id=g:7243654
Prospect Hill Cemetery	id=g:7243655
Mitchell Cemetery	id=g:7243656
Palatine Bridge Cemetery	id=g:7243657
Nelliston Cemetery	id=g:7243658
Montgomery County Home Cemetery	id=g:7243659
Montgomery County Home (historical)	id=g:7243660
Maple Avenue Cemetery	id=g:7243661
Pine Grove Cemetery	id=g:7243662
Village Cemetery	id=g:7243663
Van Epps-Starin Cemetery	id=g:7243664
Reformed Church Cemetery	id=g:7243665
Phillips Cemetery	id=g:7243666
Old Hagaman Cemetery	id=g:7243667
Mapletown Cemetery	id=g:7243668
Currytown Cemetery	id=g:7243669
First Baptist Church Cemetery	id=g:7243670
Scotch Church Cemetery	id=g:7243671
Bald Butte Lookout	id=g:7243672
Bald Mountain Lookout	id=g:7243673
Bear Butte Lookout	id=g:7243674
Garfield Post Office (historical)	id=g:7243675
Frankenlust Post Office (historical)	id=g:7243676
Duel Post Office (historical)	id=g:7243677
Crump Post Office (historical)	id=g:7243678
Colfax Post Office (historical)	id=g:7243679
Colden Post Office (historical)	id=g:7243680
Bayside Post Office (historical)	id=g:7243681
Salzburg Post Office (historical)	id=g:7243682
Banks Post Office (historical)	id=g:7243683
Arn Post Office (historical)	id=g:7243684
Amelith Post Office (historical)	id=g:7243685
Saint Valentine's Cemetery	id=g:7243686
Saint John's Lutheran Cemetery	id=g:7243687
Saint Paul's Lutheran Cemetery	id=g:7243688
Protestant Cemetery	id=g:7243689
Garfield Township Cemetery	id=g:7243690
Pinconning Area Cemetery	id=g:7243691
Indian Cemetery	id=g:7243692
Fraser Township Cemetery	id=g:7243693
Seamon Cemetery	id=g:7243694
Pine Ridge Cemetery	id=g:7243695
Corlis Cemetery	id=g:7243696
Polish Cemetery	id=g:7243697
Hebrew Cemetery	id=g:7243698
Green Ridge Cemetery	id=g:7243699
Apostolic Christian Cemetery	id=g:7243700
Beet Sugar Historical Marker	id=g:7243701
Beet Sugar Industry Historical Marker	id=g:7243702
Bay City Boating and Fishing Club Historical Marker	id=g:7243703
Bay City Historical Marker	id=g:7243704
Center Avenue Historical Marker	id=g:7243705
First Presbyterian Church Historical Marker	id=g:7243706
Frankenlust Historical Marker	id=g:7243707
Saint Paul Evangelical Lutheran Church Historical Marker	id=g:7243708
James Clements Memorial Airport Historical Marker	id=g:7243709
Midland Street Commercial District Historical Marker	id=g:7243710
Sage Public Library Historical Marker	id=g:7243711
Saint Joseph Catholic Church Historical Marker	id=g:7243712
Saint Stanislaus Kostka Roman Catholic Church Historical Marker	id=g:7243713
Swedish Evangelical Lutheran Sion Church Historical Marker	id=g:7243714
Ten Hours or No Sawdust Historical Marker	id=g:7243715
Trinity Episcopal Church Historical Marker	id=g:7243716
Thoburn United Methodist Church Historical Marker	id=g:7243717
Saginaw Bay Historical Marker	id=g:7243718
Ogaukawning Church Historical Marker	id=g:7243719
Pine Grove Cemetery Historical Marker	id=g:7243720
Arlington Manor Mobile Home Park	id=g:7243721
Oakside Mobile Home Park	id=g:7243722
Victoria Woods Mobile Home Court	id=g:7243723
Hager Mountain Lookout	id=g:7243724
Horsefly Mountain Lookout	id=g:7243725
Lantern Flat Guard Station	id=g:7243726
Morgan Butte Lookout	id=g:7243727
Ouleout Cemetery	id=g:7243728
Davenport Center Cemetery	id=g:7243729
North Kortright Cemetery	id=g:7243730
Braehead Road Cemetery	id=g:7243731
Gilchrist Church Cemetery	id=g:7243732
Davenport Cemetery	id=g:7243733
Butts Corners Cemetery	id=g:7243734
Fergusonville Cemetery	id=g:7243735
Harpersfield Center Cemetery	id=g:7243736
North Harpersfield Cemetery	id=g:7243737
The Knoll Cemetery	id=g:7243738
Lower East Masonville Cemetery	id=g:7243739
Arabia Cemetery	id=g:7243740
West Meredith Cemetery	id=g:7243741
Bovina Center Cemetery	id=g:7243742
Brush Cemetery	id=g:7243743
United Presbyterian Old Church Cemetery	id=g:7243744
Narrow Notch Cemetery	id=g:7243745
Decker Cemetery	id=g:7243746
Yellow Church Cemetery	id=g:7243747
United Methodist Church Cemetery	id=g:7243748
Roxbury Village Cemetery	id=g:7243749
Grand Gorge Main Cemetery	id=g:7243750
Pioneer Cemetery	id=g:7243751
China Road Cemetery	id=g:7243752
Camp Brace Cemetery	id=g:7243753
Olmsted Cemetery	id=g:7243754
Barbourville Cemetery	id=g:7243755
Wilcox Park	id=g:7243756
Unionville Fire Department	id=g:7243757
Moravian Church	id=g:7243758
Gagetown United Methodist Church	id=g:7243759
Unionville Town Hall	id=g:7243760
Brumba Park	id=g:7243761
Ubly Police Department	id=g:7243762
Ubly Post Office	id=g:7243763
Ubly Village Park	id=g:7243764
Ubly Village Hall	id=g:7243765
Ubly Fire Department	id=g:7243766
Saint John's Evangelist Parish	id=g:7243767
Huron Medical Center Ubly Campus	id=g:7243768
Ubly Medical Clinic	id=g:7243769
Sleeper Public Library	id=g:7243770
Ubly High School	id=g:7243771
Windfall Cemetery	id=g:7243772
Sebewaing Family Medicine	id=g:7243773
Sebewaing Health Center	id=g:7243774
Northfield Cemetery	id=g:7243775
Sebewaing Township Fire Department	id=g:7243776
Sebewaing Library	id=g:7243777
Feak Hollow Cemetery	id=g:7243778
Sebewaing Post Office	id=g:7243779
Luckhard Museum	id=g:7243780
Feak Hollow-Jamieson Cemetery	id=g:7243781
Archer Cemetery	id=g:7243782
Hamden Cemetery	id=g:7243783
Bostwick Cemetery	id=g:7243784
Thompson Family Cemetery	id=g:7243785
Yendes Family Cemetery	id=g:7243786
Andes Village Cemetery	id=g:7243787
Shaver Hollow Road Cemetery	id=g:7243788
Unionville-Sebewaing Elementary School	id=g:7243789
Fall Clove Cemetery	id=g:7243790
Unionville-Sebewaing High School	id=g:7243791
Herr Cemetery	id=g:7243792
Christ the King Lutheran School	id=g:7243793
New Salem Lutheran School	id=g:7243794
Old Village Community Cemetery	id=g:7243795
Holy Family Church	id=g:7243796
Sebewaing Assembly of God Church	id=g:7243797
Pea Brook Cemetery	id=g:7243798
French Woods Community Cemetery	id=g:7243799
East Branch Cemetery	id=g:7243800
Old East Branch Cemetery	id=g:7243801
Rickard Cemetery	id=g:7243802
Gould Cemetery	id=g:7243803
Horton Cemetery	id=g:7243804
Rock Valley Cemetery	id=g:7243805
New Kingston Valley Cemetery	id=g:7243806
Halcottsville Cemetery	id=g:7243807
Bedell Cemetery	id=g:7243808
Faith Bible Baptist Church	id=g:7243809
Immanuel Lutheran Church	id=g:7243810
New Salem Lutheran Church	id=g:7243811
Trinity United Methodist Church	id=g:7243812
Saint John Lutheran Church	id=g:7243813
Bayside Estates Mobile Home Park	id=g:7243814
South Main Park	id=g:7243815
Sebewaing County Park	id=g:7243816
Pitcher Memorial Park	id=g:7243817
North Side Neighborhood Park	id=g:7243818
Muellerweis Park	id=g:7243819
Saint Peter Lutheran Church	id=g:7243820
Saint Peter and Paul Church	id=g:7243821
Ruth Post Office	id=g:7243822
Saint Mary's Historical Museum	id=g:7243823
Saint Mary's Church	id=g:7243824
Pointe Aux Barques Lighthouse Museum	id=g:7243825
Port Hope Post Office	id=g:7243826
Saint John Lutheran Church	id=g:7243827
Saint John's Lutheran School	id=g:7243828
Port Hope School	id=g:7243829
Port Hope Clinic	id=g:7243830
Port Hope Village Fire Station	id=g:7243831
Port Austin Post Office	id=g:7243832
Port Austin Township Library	id=g:7243833
Port Austin Township Hall	id=g:7243834
Port Austin Police Department	id=g:7243835
Huron Medical Center Port Austin	id=g:7243836
Port Austin Sabbatarian Church	id=g:7243837
North Huron Assembly Church	id=g:7243838
Hiawatha Trailer Park	id=g:7243839
Saint Michael's School	id=g:7243840
Pinnebog United Methodist Church	id=g:7243841
United Protestant Church	id=g:7243842
Saint Michaels Catholic Church	id=g:7243843
Port Austin Fire Department	id=g:7243844
Pigeon Fire Department	id=g:7243845
Pigeon District Library	id=g:7243846
Township of Elm Springs	id=g:7243847
Pigeon Clinic	id=g:7243848
Pigeon Police Department	id=g:7243849
Pigeon Historical Museum	id=g:7243850
Saint Paul Lutheran Church	id=g:7243851
Scheurer Hospital	id=g:7243852
Scheurer Family Medical Center	id=g:7243853
First United Methodist Church	id=g:7243854
Saint Francis Borgia Catholic Church	id=g:7243855
Salem United Methodist Church	id=g:7243856
Michigan Avenue Mennonite Church	id=g:7243857
Cross Lutheran Church	id=g:7243858
Cross Lutheran School	id=g:7243859
Laker Elementary School	id=g:7243860
Saint John Lutheran Church	id=g:7243861
Saint John Lutheran School	id=g:7243862
Good Shepherd Lutheran Church	id=g:7243863
Frank Murphy Museum	id=g:7243864
Owendale Post Office	id=g:7243865
United Methodist Church	id=g:7243866
Owendale-Gagetown High School	id=g:7243867
Owendale Fire Department	id=g:7243868
Reorganized Church of Jesus Christ of Latter Days Saints	id=g:7243869
Saint Peters Lutheran Church	id=g:7243870
Saint Edward's Church	id=g:7243871
Kinde Village Hall	id=g:7243872
Kinde Presbyterian Church	id=g:7243873
Kinde Fire Department	id=g:7243874
Kinde Post Office	id=g:7243875
North Huron Elementary School	id=g:7243876
North Huron High School	id=g:7243877
Harbor Beach Public Library	id=g:7243878
Our Lady of Lake Huron School	id=g:7243879
Harbor Beach Post Office	id=g:7243880
Harbor Beach Police Department	id=g:7243881
Harbor Beach Medical Center	id=g:7243882
Harbor Beach High School	id=g:7243883
Harbor Beach Community Hospital	id=g:7243884
Faith Bible Baptist Church	id=g:7243885
Lighthouse Assembly of God Church	id=g:7243886
First Baptist Church	id=g:7243887
Zion Lutheran Church	id=g:7243888
First Presbyterian Church	id=g:7243889
Our Lady of Lake Huron Catholic Church	id=g:7243890
Harbor Beach United Methodist Church	id=g:7243891
Reorganized Church of Jesus Christ of Latter Day Saints	id=g:7243892
Saint Anthony Catholic Church	id=g:7243893
Meade Township Hall	id=g:7243894
Filion Post Office	id=g:7243895
Wesleyan Church	id=g:7243896
Elkton Post Office	id=g:7243897
Trinity Evangelical Lutheran Church	id=g:7243898
Elkton United Methodist Church	id=g:7243899
Elkton Family Medicine Clinic	id=g:7243900
Elkton Police Department	id=g:7243901
Caseville Fire Department	id=g:7243902
Caseville Family Medicine Clinic	id=g:7243903
Caseville County Park	id=g:7243904
Caseville United Methodist Church	id=g:7243905
Calvary Baptist Church	id=g:7243906
Caseville Township Hall	id=g:7243907
Caseville High School	id=g:7243908
Caseville Post Office	id=g:7243909
Caseville Village Police Department	id=g:7243910
Bay Port Police Department	id=g:7243911
Bay Port Post Office	id=g:7243912
Wolfton Post Office (historical)	id=g:7243913
Sanford Brown Roadside Park	id=g:7243914
Pigeon River Mennonite Church	id=g:7243915
United Methodist Church	id=g:7243916
Whiterock Post Office (historical)	id=g:7243917
Community of Christ Church	id=g:7243918
Bay Port Fire Department	id=g:7243919
Bad Axe Museum	id=g:7243920
Wadsworth Post Office (historical)	id=g:7243921
Misty Meadows Mobile Home Park	id=g:7243922
Lyndon Mobile Home Court	id=g:7243923
Verona Mills Post Office (historical)	id=g:7243924
Verona Township Hall	id=g:7243925
Verona Mills School	id=g:7243926
Sunny Acres Nursing Center	id=g:7243927
Varney Post Office (historical)	id=g:7243928
Rapson School	id=g:7243929
Huron Medical Center	id=g:7243930
Tarry Post Office (historical)	id=g:7243931
Huron County Medical Care Facility	id=g:7243932
Colfax Township Hall	id=g:7243933
Bad Axe Post Office	id=g:7243934
First Presbyterian Church	id=g:7243935
Sigel Post Office (historical)	id=g:7243936
Huron County Sheriff Office	id=g:7243937
Bad Axe City Fire Department	id=g:7243938
Bad Axe City Hall	id=g:7243939
Rock Falls Post Office (historical)	id=g:7243940
Ribble Post Office (historical)	id=g:7243941
Pines Mobile Home Village	id=g:7243942
Rescue Post Office (historical)	id=g:7243943
Allan Hancock College - Vandenberg Air Force Base Center	id=g:7243944
Bad Axe Public Library	id=g:7243945
Bad Axe Intermediate School	id=g:7243946
Redman Post Office (historical)	id=g:7243947
Bad Axe Junior High School	id=g:7243948
Greene Elementary School	id=g:7243949
Bad Axe High School	id=g:7243950
Big Burning Public School	id=g:7243951
Rapson Post Office (historical)	id=g:7243952
Bad Axe Church of Christ	id=g:7243953
Country Meadow Mobile Home Park	id=g:7243954
Port Crescent Post Office (historical)	id=g:7243955
New Life Ministries Church	id=g:7243956
Bad Axe City Park	id=g:7243957
Allan Hancock College - Solvang Center	id=g:7243958
Seventh Day Adventist Church	id=g:7243959
Popple Post Office (historical)	id=g:7243960
Grace Community Missionary Church	id=g:7243961
Saint Joseph Church	id=g:7243962
Pinnebog Post Office (historical)	id=g:7243963
Saint Paul's Episcopal Church	id=g:7243964
Our Savior Lutheran Church	id=g:7243965
Church of Jesus Christ of Latter Day Saints	id=g:7243966
Sacred Heart Church	id=g:7243967
United Methodist Church	id=g:7243968
Free Methodist Church	id=g:7243969
Pawlowski Post Office (historical)	id=g:7243970
First Baptist Church	id=g:7243971
Assembly of God Church	id=g:7243972
Victory in Christ Community Church	id=g:7243973
Vogel Estates Cemetery	id=g:7243974
Parisville Post Office (historical)	id=g:7243975
Saint Roch Roman Catholic Cemetery	id=g:7243976
Saint Mary's Polish Catholic Cemetery	id=g:7243977
Northburns Post Office (historical)	id=g:7243978
Saint John the Evangelist Catholic Cemetery	id=g:7243979
Saint Columbkille Roman Catholic Cemetery	id=g:7243980
Sacred Heart Roman Catholic Cemetery	id=g:7243981
Port Hope Cemetery	id=g:7243982
Our Lady of Lake Huron Roman Catholic Cemetery	id=g:7243983
Linkville Post Office (historical)	id=g:7243984
Old Bay Port Cemetery	id=g:7243985
Lutheran Cemetery	id=g:7243986
Hubbard Memorial Cemetery	id=g:7243987
Holy Trinity German Catholic Cemetery	id=g:7243988
Saint John's Cemetery	id=g:7243989
Ivanhoe Post Office (historical)	id=g:7243990
Lutheran Cemetery	id=g:7243991
Colfax Township Cemetery	id=g:7243992
Kilmanagh Post Office (historical)	id=g:7243993
Saint Mary's Catholic Cemetery	id=g:7243994
Brackley Cemetery (historical)	id=g:7243995
Pigeon River Mennonite Cemetery	id=g:7243996
Huron Post Office (historical)	id=g:7243997
Saint John's Lutheran Cemetery	id=g:7243998
Chandler Township Cemetery	id=g:7243999
Hellems Post Office (historical)	id=g:7244000
White Rock School Historical Marker	id=g:7244001
Joe White Memorial Gymnasium (Allan Hancock College - Main Campus)	id=g:7244002
Citizens Bank Block Historical Marker	id=g:7244003
Indian Mission Historical Marker	id=g:7244004
Helena Post Office (historical)	id=g:7244005
Port Hope Chimney Historical Marker	id=g:7244006
Charles G Learned Historical Marker	id=g:7244007
Pigeon Depot Historical Marker	id=g:7244008
Hayes Post Office (historical)	id=g:7244009
Owendale Historical Marker	id=g:7244010
Huron City Historical Marker	id=g:7244011
Marian and Severson Theatres (Allan Hancock College - Main Campus)	id=g:7244012
Frank Murphy Historical Marker	id=g:7244013
Grind Stone City Post Office	id=g:7244014
Great Fire of 1881 Historical Marker	id=g:7244015
Stagecoaches Historical Marker	id=g:7244016
Bay Port Fishing District Historical Marker	id=g:7244017
Saint Mary of Czestochowa Roman Catholic Church Historical Marker	id=g:7244018
Methodist Episcopal Church Historical Marker	id=g:7244019
Grassmere Post Office (historical)	id=g:7244020
John C Liken/John C Martini House Historical Marker	id=g:7244021
