Sungai Pengorak	id=g:1750955
Sungai Lepu	id=g:1757668
Sungai Lepot	id=g:1757669
Sungai Lepong Kechil	id=g:1757670
Lepong Engkalat	id=g:1757671
Lepong Empliau	id=g:1757672
Sungai Lepong Besar	id=g:1757673
Sungai Lepong	id=g:1757674
Sungai Lepong	id=g:1757675
Sungai Lepong	id=g:1757676
Sungai Lepong	id=g:1757677
Sungai Lepong	id=g:1757678
Sungai Lepong	id=g:1757679
Sungai Lepong	id=g:1757680
Sungai Lepong	id=g:1757681
Sungai Lepong	id=g:1757682
Sungai Lepong	id=g:1757683
Sungai Lepong	id=g:1757684
Sungai Lepong	id=g:1757685
Sungai Lepong	id=g:1757686
Sungai Lepong	id=g:1757687
Sungai Lepong	id=g:1757688
Sungai Lepong	id=g:1757689
Sungai Lepong	id=g:1757690
Sungai Lepok	id=g:1757691
Sungai Lepir	id=g:1757692
Sungai Leper	id=g:1757693
Sungai Lepau	id=g:1757694
Sungai Lepau	id=g:1757695
Sungai Lepau	id=g:1757696
Bukit Lepat Kajang	id=g:1757697
Bukit Lepas	id=g:1757698
Lepar Forest Reserve	id=g:1757699
Sungai Lepar	id=g:1757700
Sungai Lepar	id=g:1757701
Sungai Lepar	id=g:1757702
Sungai Lepar	id=g:1757703
Sungai Lepar	id=g:1757704
Sungai Lepan Terap	id=g:1757705
Sungai Lepan Tempurong	id=g:1757706
Padang Lepan Setar	id=g:1757707
Bukit Lepan Sejok	id=g:1757708
Bukit Lepan Kerling	id=g:1757709
Bukit Lepan Kawang	id=g:1757710
Lepan Kabu Estate	id=g:1757711
Hutan Rizab Lepang Nenering	id=g:1757712
Bukit Lepan Chengai	id=g:1757713
Sungai Lepan	id=g:1757714
Sungai Lepan	id=g:1757715
Sungai Lepak	id=g:1757716
Sungai Lepai	id=g:1757717
Lepah Protected Forest	id=g:1757718
Ulu Lepah	id=g:1757719
Sungai Lepah	id=g:1757720
Sungai Lepah	id=g:1757721
Sungai Lepah	id=g:1757722
Baroh Lepah	id=g:1757723
Leong Watt Hin Estate	id=g:1757724
Leong Watt Hin Estate	id=g:1757725
Leong Watt Hin Estate	id=g:1757726
Leong Hin San Estate	id=g:1757727
Leong Fee Estate	id=g:1757728
Leong Bee Village	id=g:1757729
Leong Bee Estate	id=g:1757730
Leonardo Estate	id=g:1757731
Pulau Leonan	id=g:1757732
Bukit Lentur	id=g:1757733
Sungai Lenton	id=g:1757734
Sungai Lentikan	id=g:1757735
Bukit Lentang Legong	id=g:1757736
Bukit Lentang Kerat	id=g:1757737
Lentang Forest Reserve	id=g:1757738
Sungai Lentang	id=g:1757739
Paya Lentang	id=g:1757740
Bukit Lentang	id=g:1757741
Sungai Lensat	id=g:1757742
Bukit Lensat	id=g:1757743
Bukit Lenluan	id=g:1757744
Sungai Lenjang	id=g:1757745
Sungai Lenjang	id=g:1757746
Kuala Lenjang	id=g:1757747
Sungai Lenin	id=g:1757748
Sungai Lengut	id=g:1757750
Paya Lengut	id=g:1757751
Kuala Lengut	id=g:1757752
Bukit Lengut	id=g:1757753
Sungai Lengkuas	id=g:1757754
Sungai Lengkor	id=g:1757755
Sungai Lengkok	id=g:1757756
Bukit Lengkok	id=g:1757757
Bukit Lengkat	id=g:1757758
Sungai Lengkar	id=g:1757759
Sungai Lengkak	id=g:1757760
Lengkabang Bay	id=g:1757761
Sungai Lengka	id=g:1757762
Sungai Lengir	id=g:1757763
Sungai Lengi	id=g:1757764
Lenggor Forest Reserve	id=g:1757765
Bukit Lenggor	id=g:1757766
Sungai Lenggong	id=g:1757767
Sungai Lenggong	id=g:1757768
Sungai Lenggok	id=g:1757769
Bukit Lenggeng Pari	id=g:1757770
Lenggeng Forest Reserve Extension	id=g:1757771
Lenggeng Forest Reserve	id=g:1757772
Lenggeng Estate	id=g:1757773
Sungai Lenggeng	id=g:1757774
Bukit Lenggang Pri	id=g:1757775
Sungai Lenggadai	id=g:1757776
Sungai Lengayaibiu	id=g:1757777
Sungai Lengayai	id=g:1757778
Sungai Lengari	id=g:1757779
Pulau Lengari	id=g:1757780
Loagan Lengari	id=g:1757781
Gunong Lengap	id=g:1757782
Sungai Lengan	id=g:1757783
Sungai Lengain	id=g:1757784
Pulau Lemangan	id=g:1757785
Sungai Lemang	id=g:1757786
Sungai Lengain	id=g:1757787
Sungai Lengain	id=g:1757788
Bukit Lengain	id=g:1757789
Lengain	id=g:1757790
Lengain	id=g:1757791
Sungai Lengah	id=g:1757792
Lenga Estate	id=g:1757793
Sungai Lenga	id=g:1757794
Sungai Lenga	id=g:1757795
Sungai Lenek	id=g:1757796
Sungai Lendu Kechil	id=g:1757797
Lendu Estate	id=g:1757798
Sungai Lendu	id=g:1757799
Bukit Lendu	id=g:1757800
Lendu	id=g:1757801
Sungai Lendir	id=g:1757802
Sungai Lenchong	id=g:1757803
Sungai Lemua	id=g:1757804
Sungai Lemumok	id=g:1757805
Sungai Lemujan	id=g:1757806
Lempur	id=g:1757807
Sungai Lempor	id=g:1757808
Sungai Lempong Kechil	id=g:1757809
Sungai Lempong	id=g:1757810
Sungai Lempong	id=g:1757811
Bukit Lempong	id=g:1757812
Lempong	id=g:1757813
Sungai Lempoh	id=g:1757814
Sungai Lempai	id=g:1757815
Sungai Lempai	id=g:1757816
Sungai Lempah Deras Bah	id=g:1757817
Sungai Lempah	id=g:1757818
Bukit Lempah	id=g:1757819
Sungai Lempa	id=g:1757820
Sungai Lempa	id=g:1757821
Sungai Lemoi	id=g:1757822
Sungai Lemoh	id=g:1757823
Sungai Lenjip	id=g:1757824
Lemiting Protected Forest	id=g:1757825
Sungai Lemis	id=g:1757826
Sungai Lemidin Kechil	id=g:1757827
Sungai Lemidin Besar	id=g:1757828
Bukit Lemesu Buis	id=g:1757829
Sungai Lemerong	id=g:1757830
Sungai Leme	id=g:1757831
Tanjong Lembu	id=g:1757832
Sungai Lembu	id=g:1757833
Sungai Lembu	id=g:1757834
Bukit Lembu	id=g:1757835
Batu Lembu	id=g:1757836
Lembong	id=g:1757837
Tanjung Lembit	id=g:1757838
Sungai Lembing	id=g:1757839
Jeram Lembing	id=g:1757840
Alur Lembeng	id=g:1757841
Sungai Lembek	id=g:1757842
Sungai Lembayu	id=g:1757843
Sungai Lembaong	id=g:1757844
Sungai Lembang	id=g:1757845
Sungai Lembang	id=g:1757846
Sungai Lembang	id=g:1757847
Sungai Lambai	id=g:1757848
Ladang Lembah Keluang	id=g:1757849
Sungai Lembah Keluang	id=g:1757850
Tanjong Lembah	id=g:1757851
Sungai Lembah	id=g:1757852
Padang Lembah	id=g:1757853
Gunong Lembah	id=g:1757854
Changkat Lembah	id=g:1757855
Sungai Lembab	id=g:1757856
Sungai Lemba	id=g:1757857
Sungai Lemba	id=g:1757858
Sungai Lemayong	id=g:1757859
Sungai Lematak	id=g:1757860
Sungai Lemat	id=g:1757861
Tanjong Lemas	id=g:1757862
Sungai Lemas	id=g:1757863
Sungai Lemas	id=g:1757864
Bukit Lemaroh	id=g:1757865
Lubok Lemanta	id=g:1757866
Sungai Lemang Sekudut	id=g:1757867
Sungai Lemang Peh	id=g:1757868
Sungai Lemangan	id=g:1757869
Tanjong Leman	id=g:1757871
Sungai Leman	id=g:1757872
Parit Leman	id=g:1757873
Parit Leman	id=g:1757874
Bukit Leman	id=g:1757875
Sungai Lemal Mati	id=g:1757876
Sungai Lemal	id=g:1757877
Sungai Lemakoh	id=g:1757878
Sungai Lemakoh	id=g:1757879
Paya Lemak Berok	id=g:1757880
Lemai	id=g:1757881
Sungai Lemah	id=g:1757882
Sungai Lemag	id=g:1757883
Telok Lelong	id=g:1757884
Bukit Lelong	id=g:1757885
Sungai Lelitan	id=g:1757886
Sungai Lelingkong	id=g:1757887
Sungai Lelidos	id=g:1757888
Sungai Lele	id=g:1757889
Sungai Lelayang	id=g:1757890
Sungai Lelap	id=g:1757891
Sungai Lelang	id=g:1757892
Sungai Lelang	id=g:1757893
Anak Ayer Lelais	id=g:1757894
Jeram Lelai Kechil	id=g:1757895
Sungai Lelai	id=g:1757896
Lubok Lelai	id=g:1757897
Chegar Lelai	id=g:1757898
Batu Lelaga	id=g:1757899
Sungai Lelabi	id=g:1757900
Bukit Lelabi	id=g:1757901
Bukit Lela	id=g:1757902
Sungai Lekutan	id=g:1757903
Sungai Lekup	id=g:1757904
Sungai Lekop	id=g:1757905
Sungai Lekun	id=g:1757906
Sungai Lekok	id=g:1757907
Sungai Lekok	id=g:1757908
Sungai Lekok	id=g:1757909
Bukit Lekok	id=g:1757910
Sungai Lekoh	id=g:1757911
Sungai Lekir	id=g:1757912
Permatang Lekir	id=g:1757913
Lekir	id=g:1757914
Sungai Lekiam	id=g:1757915
Sungai Lekedei	id=g:1757916
Sungai Lekar	id=g:1757917
Sungai Lekan	id=g:1757918
Pulau Leka	id=g:1757919
Sungai Lek	id=g:1757920
Sungai Lek	id=g:1757921
Sungai Leit	id=g:1757922
Leigh Estate	id=g:1757923
Sungai Lehong	id=g:1757924
Sungai Lehegoh	id=g:1757925
Sungai Legu	id=g:1757926
Legong Ulu Estate	id=g:1757927
Sungai Legong	id=g:1757928
Sungai Legong	id=g:1757929
Bukit Legong	id=g:1757930
Sungai Legok	id=g:1757931
Sungai Legis	id=g:1757932
Sungai Leget	id=g:1757933
Sungai Legeram	id=g:1757934
Sungai Legeh	id=g:1757935
Sungai Legeh	id=g:1757936
Paya Legeh	id=g:1757937
Anak Ayer Legeh	id=g:1757938
Sungai Legap	id=g:1757939
Sungai Legang Kechil	id=g:1757940
Sungai Legang Besar	id=g:1757941
Sungai Legam	id=g:1757942
Sungai Legai	id=g:1757943
Lee Tiap Estate	id=g:1757944
Lee Swee Hoe Estate	id=g:1757945
Lee Seng Estate	id=g:1757946
Lee Sang Estate	id=g:1757947
Lee Rubber Estate	id=g:1757948
Lee Rubber Estate	id=g:1757949
Lee Low Fong Estate	id=g:1757950
Lee Kow Estate	id=g:1757951
Lee Estate	id=g:1757952
Ladang Lee Eng Kee	id=g:1757953
Lee Chin Cheng Plantation	id=g:1757954
Lee Cheng Chin Estate	id=g:1757955
Lee Chai Estate	id=g:1757956
Lee Boon Pin Estate	id=g:1757957
Lee Boi Choon Estate	id=g:1757958
Lee Ah Choon Estate	id=g:1757959
Sungai Ledong	id=g:1757960
Sungai Ledong	id=g:1757961
Sungai Ledong	id=g:1757962
Sungai Ledlad	id=g:1757963
Sungai Ledit	id=g:1757964
Ledbury Estate	id=g:1757965
Sungai Ledang Laut	id=g:1757966
Ledang Baharu Estate	id=g:1757967
Ledang Baharu Estate	id=g:1757968
Sungai Ledang	id=g:1757969
Bukit Ledang	id=g:1757970
Sungai Leda	id=g:1757971
Padang Leching	id=g:1757972
Paya Lecheng	id=g:1757973
Sungai Lecheh	id=g:1757974
Sungai Lechau	id=g:1757975
Bukit Lechak	id=g:1757976
Sungai Lebus	id=g:1757977
Sungai Lebur	id=g:1757978
Sungai Lebu	id=g:1757979
Sungai Lebu	id=g:1757980
Sungai Lebor	id=g:1757981
Sungai Lebong	id=g:1757982
Sungai Lebong	id=g:1757983
Sungai Lebok	id=g:1757984
Sungai Lebok	id=g:1757985
Sungai Lebok	id=g:1757986
Sungai Leboh	id=g:1757987
Sungai Lebo	id=g:1757988
Sungai Lebir Kechil	id=g:1757989
Lebir Forest Reserve	id=g:1757990
Lebir Forest Reserve	id=g:1757991
Sungai Lebing	id=g:1757992
Sungai Lebing	id=g:1757993
Sungai Lebin Besar	id=g:1757994
Sungai Lebih	id=g:1757995
Sungai Lebey	id=g:1757996
Sungai Lebengum	id=g:1757997
Sungai Lebengan	id=g:1757998
Sungai Lebau	id=g:1757999
Sungai Lebau	id=g:1758000
Sungai Lebau	id=g:1758001
Sungai Lebat Kiri	id=g:1758002
Sungai Lebat Kanan	id=g:1758003
Sungai Lebat Jelan	id=g:1758004
Sungai Lebasau	id=g:1758005
Paya Lebar	id=g:1758006
Paya Lebar	id=g:1758007
Paya Lebar	id=g:1758008
Padang Lebar	id=g:1758009
Sungai Leban Terengganu	id=g:1758010
Sungai Leban Kerbat	id=g:1758011
Sungai Lebang	id=g:1758012
Sungai Lebang	id=g:1758013
Sungai Lebang	id=g:1758014
Lubok Lebang	id=g:1758015
Sungai Lebanchin	id=g:1758016
Tanjong Leban	id=g:1758017
Sungai Leban	id=g:1758018
Sungai Leban	id=g:1758019
Sungai Leban	id=g:1758020
Sungai Leban	id=g:1758021
Sungai Leban	id=g:1758022
Sungai Leban	id=g:1758023
Sungai Leban	id=g:1758024
Sungai Leban	id=g:1758025
Sungai Leban	id=g:1758026
Sungai Leban	id=g:1758027
Parit Leban	id=g:1758028
Keramat Leban	id=g:1758029
Kuala Lebam	id=g:1758030
Bukit Lebam	id=g:1758031
Sungai Lebak Kanan	id=g:1758032
Sungai Lebak Bergambir	id=g:1758033
Tanjong Lebak	id=g:1758034
Sungai Lebak	id=g:1758035
Sungai Lebak	id=g:1758036
Sungai Lebak	id=g:1758037
Sungai Lebak	id=g:1758038
Sungai Lebak	id=g:1758039
Sungai Lebak	id=g:1758040
Pulau Lebak	id=g:1758041
Padang Lebak	id=g:1758042
Genting Lebak	id=g:1758043
Bukit Lebak	id=g:1758044
Parit Lebai Taib	id=g:1758045
Parit Lebai Saleh	id=g:1758046
Bukit Lebai Sa’ilan	id=g:1758047
Sungai Lebai Mat Salleh	id=g:1758048
Sungai Lebai Katoi	id=g:1758049
Keramat Lebai Kadir	id=g:1758050
Parit Lebai Jadi	id=g:1758051
Bukit Lebai	id=g:1758052
Bukit Lebai Hassan	id=g:1758053
Parit Lebai Dayan	id=g:1758054
Parit Lebai Chuson	id=g:1758055
Parit Lebai Akir Bawah	id=g:1758056
Sungai Lebai Abong	id=g:1758057
Sungai Lebai	id=g:1758058
Sungai Lebai	id=g:1758059
Sungai Lebah Hidup	id=g:1758060
Gunong Lebah East	id=g:1758061
Tanjong Lebah	id=g:1758062
Sungai Lebah	id=g:1758063
Sungai Lebah	id=g:1758064
Permatang Lebah	id=g:1758065
Bukit Lebah	id=g:1758066
Bukit Lebah	id=g:1758067
Bukit Lebah	id=g:1758068
Sungai Lebeg	id=g:1758069
Tanjong Lebaan	id=g:1758070
Sungai Leba	id=g:1758071
Sungai Leba	id=g:1758072
Learmonth Reef	id=g:1758073
Sungai Leder	id=g:1758074
Sungai Layong	id=g:1758075
Jenut Layong	id=g:1758076
Tanjong Layau	id=g:1758077
Sungai Layau	id=g:1758078
Pulau Layat	id=g:1758079
Pulau Layat	id=g:1758080
Gunong Layat	id=g:1758081
Tanjong Layar	id=g:1758082
Sungai Layar	id=g:1758083
Sungai Layar	id=g:1758084
Sungai Layar	id=g:1758085
Sungai Layar	id=g:1758086
Gunong Layar	id=g:1758087
Bukit Layar	id=g:1758088
Batu Layar	id=g:1758089
Layang Village	id=g:1758090
Layang Rubber Plantations	id=g:1758091
Layang Rubber Plantations	id=g:1758092
Layang Layang Forest Reserve	id=g:1758093
Tanjung Layang Layangan	id=g:1758094
Pulau Layang Layangan	id=g:1758095
Gunung Layang-Layang	id=g:1758096
Batu Layang Layang	id=g:1758097
Tanjong Layang	id=g:1758098
Sungai Layang	id=g:1758099
Sungai Layang	id=g:1758100
Sungai Layang	id=g:1758101
Sungai Layang	id=g:1758102
Sungai Layang	id=g:1758103
Sungai Layang	id=g:1758104
Sungai Layang	id=g:1758105
Sungai Layang	id=g:1758106
Sungai Layang	id=g:1758107
Sungai Layang	id=g:1758108
Pulau Layang	id=g:1758109
Lubok Layang	id=g:1758110
Lubok Layang	id=g:1758111
Chegar Layang	id=g:1758112
Bukit Layang	id=g:1758113
Batu Layang	id=g:1758114
Anak Sungai Layang	id=g:1758115
Sungai Layan	id=g:1758116
Sungai Laya Laya	id=g:1758117
Bukit Layai	id=g:1758118
Sungai Layah	id=g:1758119
Sungai Layah	id=g:1758120
Ladang Layag	id=g:1758121
Sungai Laya	id=g:1758122
Law Yap Estate	id=g:1758123
Law Kim Man Estate	id=g:1758124
Sungai Lawit	id=g:1758125
Sungai Lawit	id=g:1758126
Sungai Lawit	id=g:1758127
Gunung Lawit	id=g:1758128
Bukit Lawit	id=g:1758129
Sungai Lawing	id=g:1758130
Sungai Lawing	id=g:1758131
Lawing	id=g:1758132
Sungai Lawin	id=g:1758133
Sungai Lawin	id=g:1758134
Sungai Lawih	id=g:1758135
Bukit Lawiang	id=g:1758136
Sungai Lawat	id=g:1758137
Lawas Rubber Estate	id=g:1758138
Sungai Lawas	id=g:1758139
Sungai Lawas Damit	id=g:1758140
Klida Lawan	id=g:1758141
Sungai Lawang	id=g:1758142
Sungai Lawang	id=g:1758143
Sungai Lawang	id=g:1758144
Sungai Lawang	id=g:1758145
Permatang Lawang	id=g:1758146
Charok Lawang	id=g:1758147
Bukit Lawang	id=g:1758148
Bukit Lawang	id=g:1758149
Sungai Lawan	id=g:1758150
Bukit Lawan	id=g:1758151
Bukit Lawa Lawa	id=g:1758152
Sungai Lawai	id=g:1758153
Sungai Lawa	id=g:1758154
Bukit Lawai	id=g:1758155
Loagan Lawa	id=g:1758156
Lavok Rapids	id=g:1758157
Sungai Lavok	id=g:1758158
Sungai Laban	id=g:1758159
Lau Wai Lan Estate	id=g:1758160
Laut Tinggal	id=g:1758161
Pantai Laut	id=g:1758162
Sungai Laut Kecil	id=g:1758163
Pulau Laut Genok	id=g:1758164
Sungai Laut Besar	id=g:1758165
Sungai Laut	id=g:1758166
Sungai Laut	id=g:1758167
Sungai Laut	id=g:1758168
Sungai Langsikan	id=g:1758169
Jeram Laun	id=g:1758170
Lau Hai Estate	id=g:1758171
Lauderdale Estate	id=g:1758172
Sungai Lau	id=g:1758173
Sungai Lau	id=g:1758174
Lam Lau	id=g:1758175
Sungai Latong	id=g:1758176
Sungai Latong	id=g:1758177
Sungai Latoh	id=g:1758178
Sungai Latoh	id=g:1758179
Sungai Latoh	id=g:1758180
Sungai Latoh	id=g:1758181
Sungai Latoh	id=g:1758182
Sungai Latoh	id=g:1758183
Parit Latip	id=g:1758184
Sungai Latik Rajang	id=g:1758185
Parit Latif	id=g:1758186
Padang Lati	id=g:1758187
Padang Lati	id=g:1758188
Sungai Lata Tunggil	id=g:1758189
Sungai Latat	id=g:1758190
Sungai Lata Rawang	id=g:1758191
Genting Lata Perahu	id=g:1758192
Lata Perahu	id=g:1758193
Sungai Latap	id=g:1758194
Sungai Latap	id=g:1758195
Sungai Lata Kubu	id=g:1758196
Lata Jangut	id=g:1758197
Sungai Latai	id=g:1758198
Sungai Latai	id=g:1758199
Sungai Lata Gurah	id=g:1758200
Sungai Lata Gading	id=g:1758201
Gunung Lata Cingkanget	id=g:1758202
Lata Buyung	id=g:1758203
Sungai Lata	id=g:1758204
Sungai Lata	id=g:1758205
Sungai Lata	id=g:1758206
Sungai Lata	id=g:1758207
Sungai Lata	id=g:1758208
Sungai Lata	id=g:1758209
Sungai Lata	id=g:1758210
Sungai Lata	id=g:1758211
Changkat Lata	id=g:1758212
Sungai Lat	id=g:1758213
Sungai Lat	id=g:1758214
Padang Lat	id=g:1758215
Bukit Lat	id=g:1758216
Bukit Lasup	id=g:1758217
Sungai Lasun	id=g:1758218
Sungai Lasu	id=g:1758219
Sungai Lasor Kechil	id=g:1758220
Sungai Lasor	id=g:1758221
Sungai Lasong	id=g:1758222
Sungai Lasir	id=g:1758223
Sungai Lasir	id=g:1758224
Alur Lasir	id=g:1758225
Sungai Lasi Mit	id=g:1758226
Sungai Lasi	id=g:1758227
Sungai Laseng	id=g:1758228
Lasau	id=g:1758229
Lasau	id=g:1758230
Sungai Lasat	id=g:1758231
Lubok Lasas	id=g:1758232
Lasaran	id=g:1758233
Sungai Lasan	id=g:1758234
Sungai Lasan	id=g:1758235
Gunong Lasak	id=g:1758236
Sungai Lasah	id=g:1758237
Sungai Lasa	id=g:1758238
Sungai Lasa	id=g:1758239
Sungai Las	id=g:1758240
Bukit Las	id=g:1758241
Larut Hills Forest Reserve	id=g:1758242
Sungai Larut	id=g:1758243
Sungai Larut	id=g:1758244
Bukit Larut	id=g:1758245
Bukit Larut	id=g:1758246
Larut	id=g:1758247
Sungai Laru Kechil	id=g:1758248
Sungai Laruh Mit	id=g:1758249
Sungai Laruh	id=g:1758250
Sungai Laru Besar	id=g:1758251
Sungai Larong	id=g:1758252
Sungai Larong	id=g:1758253
Gunong Lari Tembakau	id=g:1758254
Sungai Lari	id=g:1758255
Sungai Largat	id=g:1758256
Pengkalan Laras	id=g:1758257
Sungai Lara Pak Yong	id=g:1758258
Changkat Larang	id=g:1758259
Bukit Larang	id=g:1758260
Bukit Larang	id=g:1758261
Sungai Laran	id=g:1758262
Sungai Larak	id=g:1758263
Sungai Larah	id=g:1758264
Sungai Larah	id=g:1758265
Sungai Larah	id=g:1758266
Sungai Larah	id=g:1758267
Bukit Larah	id=g:1758268
Sungai Lar	id=g:1758269
Sungai Lar	id=g:1758270
Sungai Lar	id=g:1758271
Sungai Lapuyoh	id=g:1758272
Laputong	id=g:1758273
Sungai Laput	id=g:1758274
Sungai Laput	id=g:1758275
Sungai Lapukan	id=g:1758276
Sungai Lapuan	id=g:1758277
Laponsaman	id=g:1758278
Lubuk Lapang Gua	id=g:1758279
Sungai Lapoh	id=g:1758280
Sungai Lapiu	id=g:1758281
Parit Lapis Tengah	id=g:1758282
Parit Lapis Telok Buloh	id=g:1758283
Parit Lapis Tasek	id=g:1758284
Parit Lapis Tampok	id=g:1758285
Parit Lapis Surau	id=g:1758286
Lapis Sungai Busur	id=g:1758287
Parit Lapis Sungai Ayam	id=g:1758288
Parit Lapis Suleiman	id=g:1758289
Parit Lapis Simis	id=g:1758290
Parit Lapis Seri Dalam	id=g:1758291
Parit Lapis Separap	id=g:1758292
Parit Lapis Sentang	id=g:1758293
Parit Lapis Sempadan	id=g:1758294
Parit Lapis Semarang	id=g:1758295
Parit Lapis Sayang	id=g:1758296
Parit Lapis Satu	id=g:1758297
Parit Lapis Punggor	id=g:1758298
Parit Lapis Perepat	id=g:1758299
Parit Lapis Patah Pedang	id=g:1758300
Parit Lapis Number Two	id=g:1758301
Parit Lapis Number Two	id=g:1758302
Parit Lapis Number Three	id=g:1758303
Parit Lapis Number Three	id=g:1758304
Parit Lapis Number One	id=g:1758305
Parit Lapis Number One	id=g:1758306
Parit Lapis Number Four	id=g:1758307
Parit Lapis Makwasan	id=g:1758308
Parit Lapis Mahang	id=g:1758309
Parit Lapis Laman	id=g:1758310
Parit Lapis Kajang	id=g:1758311
Parit Lapis Jabar	id=g:1758312
Parit Lapis Ismail	id=g:1758313
Parit Lapis Haylam	id=g:1758314
Parit Lapis Haji Khalid	id=g:1758315
Parit Lapis Haji Hussin	id=g:1758316
Parit Lapis Haji Basri	id=g:1758317
Parit Lapis Haji Ali	id=g:1758318
Parit Lapis Betong Number One	id=g:1758319
Parit Lapis Berong	id=g:1758320
Parit Lapis Benut	id=g:1758321
Parit Lapis Batu Puteh	id=g:1758322
Parit Lapis Bangas	id=g:1758323
Parit Lapis Baharu	id=g:1758324
Parit Lapis Arshad	id=g:1758325
Parit Lapis Andin	id=g:1758326
Parit Lapis	id=g:1758327
Parit Lapis	id=g:1758328
Parit Lapis	id=g:1758329
Parit Lapis	id=g:1758330
Parit Lapis	id=g:1758331
Parit Lapis	id=g:1758332
Parit Lapis	id=g:1758333
Parit Lapis	id=g:1758334
Parit Lapis	id=g:1758335
Sungai Lapeh	id=g:1758336
Sungai Lapau	id=g:1758337
Sungai Lapau	id=g:1758338
Sungai Lapasan	id=g:1758339
Kampong Lapasan	id=g:1758340
Lapanutan Estate	id=g:1758341
Sungai Lapang	id=g:1758342
Sungai Lapang	id=g:1758343
Sungai Lapang	id=g:1758344
Tali Ayer Lapan	id=g:1758345
Sungai Lapan	id=g:1758346
Parit Lapan	id=g:1758347
Sungai Lapuk	id=g:1758348
Sungai Lapai	id=g:1758349
Kampong Lapal	id=g:1758350
Sungai Lapahang	id=g:1758351
Pulau Lapadan	id=g:1758352
Sungai Laong	id=g:1758353
Sungai Lau	id=g:1758354
Gunong Lanyang	id=g:1758355
Sungai Lanweng	id=g:1758356
Sungai Lantur	id=g:1758357
Tanjong Lanting Mahat	id=g:1758358
Telok Lanting	id=g:1758359
Tanjong Lanting	id=g:1758360
Bukit Lanting	id=g:1758361
Sungai Lantikan	id=g:1758362
Bukit Lantek	id=g:1758363
Lantas	id=g:1758364
Bukit Lantanu	id=g:1758365
Sungai Lantang	id=g:1758366
Sungai Lantang	id=g:1758367
Bukit Lantai Datoh	id=g:1758368
Sungai Lantai	id=g:1758369
Sungai Lantai	id=g:1758370
Bukit Lantai	id=g:1758371
Sungai Lansir	id=g:1758372
Lan Seng Sun Estate	id=g:1758373
Lansat	id=g:1758374
Sungai Lansair	id=g:1758375
Sungai Lanpaki	id=g:1758376
Sungai Lanok	id=g:1758377
Sungai Lano	id=g:1758378
Sungai Lano	id=g:1758379
Gunong Lanno	id=g:1758380
Pulau Lankayan	id=g:1758381
Sungai Lanjut Ibu	id=g:1758382
Sungai Lanjut	id=g:1758383
Sungai Lanjut	id=g:1758384
Sungai Lanjut	id=g:1758385
Sungai Lanjut	id=g:1758386
Sungai Lanjut	id=g:1758387
Sungai Lanjut	id=g:1758388
Permatang Lanjut	id=g:1758389
Permatang Lanjut	id=g:1758390
Paya Lanjut	id=g:1758391
Lubok Lanjut	id=g:1758392
Caruk Lanjut	id=g:1758393
Bukit Lanjut	id=g:1758394
Bukit Lanjut	id=g:1758395
Bukit Lanjut	id=g:1758396
Bukit Lanjut	id=g:1758397
Bukit Lanjut	id=g:1758398
Sungai Lanjur	id=g:1758399
Sungai Lanjut	id=g:1758400
Lanjot Estate	id=g:1758401
Lanjoot Estate	id=g:1758402
Bukit Lanjan	id=g:1758403
Lanjak Entimau Protected Forest	id=g:1758404
Lanjak Entimau Forest Reserve	id=g:1758405
Sungai Lanik	id=g:1758406
Tanjong Langu	id=g:1758407
Tanjong Langu	id=g:1758408
Sungai Langu	id=g:1758409
Bukit Langu	id=g:1758410
Sungai Langtan	id=g:1758411
Langsat Estate	id=g:1758412
Tanjong Langsat	id=g:1758413
Tanjung Langsat	id=g:1758414
Sungai Langsat	id=g:1758415
Sungai Langsat	id=g:1758416
Sungai Langsat	id=g:1758417
Sungai Langsat	id=g:1758418
Sungai Langsat	id=g:1758419
Sungai Langsat	id=g:1758420
Sungai Langsat	id=g:1758421
Sungai Langsat	id=g:1758422
Sungai Langsat	id=g:1758423
Sungai Langsat	id=g:1758424
Sungai Langsat	id=g:1758425
Caruk Langsar	id=g:1758427
Bukit Langsat	id=g:1758428
Bukit Langsat	id=g:1758429
Bukit Langsat	id=g:1758430
Bukit Langsat	id=g:1758431
Bukit Langsat	id=g:1758432
Bukit Langsat	id=g:1758433
Bukit Langsat	id=g:1758434
Anak Ayer Langsat	id=g:1758435
Tanjong Langong	id=g:1758436
Sungai Langom	id=g:1758437
Sungai Langodot	id=g:1758438
Sungai Lang Mangis	id=g:1758439
Sungai Langlabang	id=g:1758440
Langkuku	id=g:1758441
Tanjong Langkong	id=g:1758442
Sungai Longkek	id=g:1758443
Sungai Lang Kechil	id=g:1758444
Langkawit	id=g:1758445
Rantau Langkau Takip	id=g:1758446
Rantau Langkau Seta	id=g:1758447
Rantau Langkau Mut	id=g:1758448
Rantau Langkau Mit	id=g:1758449
Rantau Langkau Mesa	id=g:1758450
Rantau Langkau Mat	id=g:1758451
Rantau Langkau Mansu	id=g:1758452
Bukit Langkau Lari	id=g:1758453
Rantau Langkau Hangus	id=g:1758454
Sungai Langkau Guma	id=g:1758455
Rantau Lankau Guma	id=g:1758456
Rantau Langkau Galau	id=g:1758457
Rantau Langkau Deris	id=g:1758458
Rantau Langkau Dayak Munson	id=g:1758459
Langkau Bala	id=g:1758460
