Temple Ner Tamid	id=g:6334684
Barlow Volunteer Fire Company 22	id=g:6340577
Biglerville Hose and Truck Company Number 1	id=g:6340578
Bonneauville Community Fire Company	id=g:6340579
Buchanan Valley Volunteer Fire Department Company 27	id=g:6340580
Fairfield Fire and Emergency Medical Services Company 2	id=g:6340581
Gettysburg Fire Department Company 1	id=g:6340582
Greenmount Fire Department Company 23	id=g:6340583
Hampton Fire Department Company 10	id=g:6340584
Birck Hall of Science	id=g:6340585
Dan and Ada Rice Center	id=g:6340586
Jaeger Residence Hall	id=g:6340587
Kindlon Hall of Learning	id=g:6340588
Kohlbeck Hall	id=g:6340589
Neuzil Residence Hall	id=g:6340590
Ondrak Residence Hall	id=g:6340591
Scholl Hall	id=g:6340592
The Sports Complex at Benedictine University	id=g:6340593
Chicago Engine Company 102	id=g:6340594
Mine Rescue Station	id=g:6340595
Eastern Kentucky Correctional Complex	id=g:6340596
Lynch Bathhouse (historical)	id=g:6340597
Lamp House Number 2	id=g:6340598
Benham School House Inn	id=g:6340599
Coal Miners Memorial Theater	id=g:6340600
Kentucky Coal Mining Museum	id=g:6340601
Benham Hotel (historical)	id=g:6340602
Squire House (historical)	id=g:6340603
Benham Jail House (historical)	id=g:6340604
Lenox Library (historical)	id=g:6340605
Leake And Watts Orphan Asylum (historical)	id=g:6340606
Regent Theatre (historical)	id=g:6340607
New York Engine Company Number 58 (historical)	id=g:6340608
Harlem Free Library (historical)	id=g:6340609
Harlem Club (historical)	id=g:6340610
Lafayette Theatre (historical)	id=g:6340611
New York Hook And Ladder Company Number 14 (historical)	id=g:6340612
San Juan Theatre (historical)	id=g:6340613
Alpine Theatre (historical)	id=g:6340614
Cabrini Terrace	id=g:6340615
Coliseum Cinemas	id=g:6340616
Fort Tryon Nursing Home	id=g:6340617
Thayer Street Telephone Exchange	id=g:6340618
Thirty fourth Precinct Police Station	id=g:6340619
Onehundredseventyninth Street Branch New York Public Library	id=g:6340620
Moser Community Center	id=g:6340621
Lake Quivira Police Department	id=g:6340622
Leawood Police Department	id=g:6340623
Lenexa Police Department	id=g:6340624
Mission Police Department	id=g:6340625
Merriam Police Department	id=g:6340626
New Century Adult Detention Center	id=g:6340627
New Century Adult Detention Center	id=g:6340628
Olathe Police Department	id=g:6340629
Olathe Adult Detention	id=g:6340630
Overland Park Police Department	id=g:6340631
Prairie Village Police Department	id=g:6340632
Fire Station Number 24	id=g:6340633
Fire Station Number 22	id=g:6340634
Fire Station Number 21	id=g:6340635
Fire Station Number 23	id=g:6340636
Fire Station Number 26	id=g:6340637
Fire Station Number 27	id=g:6340638
Fire Station Number 28	id=g:6340639
Downers Grove Fire Station Number 1	id=g:6340640
Downers Grove Fire Station Number 2	id=g:6340641
Downers Grove Fire Station Number 3	id=g:6340642
Downers Grove Fire Station Number 5	id=g:6340643
Downers Grove Police Department	id=g:6340644
Arlington Heights Fire Station 4	id=g:6340645
Arlington Heights Fire Station 2	id=g:6340646
Arlington Heights Fire Station 1	id=g:6340647
Arlington Heights Fire Station 3	id=g:6340648
Des Plaines Fire Station 3	id=g:6340649
Des Plaines Fire Station 2	id=g:6340650
Fire Station 12	id=g:6340651
Fire Station 13	id=g:6340652
Fire Station 14	id=g:6340653
Lisle-Woodridge Fire Station 5	id=g:6340654
Lisle-Woodridge Fire Station 1	id=g:6340655
Lisle-Woodridge Fire Station 3	id=g:6340656
Lisle-Woodridge Fire Station 2	id=g:6340657
Lisle-Woodridge Fire Station 4	id=g:6340658
Collingwood Library and Museum on Americanism	id=g:6340659
American Horticultural Society at River Farm	id=g:6340660
George Washington Memorial Parkway Headquarters	id=g:6340661
Antioch Library	id=g:6340662
Blue Valley Library	id=g:6340663
Cedar Roe Library	id=g:6340664
Central Resource Library	id=g:6340665
Corinth Library	id=g:6340666
Desoto Library	id=g:6340667
Edgerton Library	id=g:6340668
Gardner Library	id=g:6340669
Indian Creek Branch Library	id=g:6340670
Lackman Library	id=g:6340671
Leawood Pioneer Library	id=g:6340672
Oak Park Library	id=g:6340673
Olathe Public Library	id=g:6340674
Shawnee Library	id=g:6340675
Spring Hill Library	id=g:6340676
Olathe Medical Center Library	id=g:6340677
Providence Health Library	id=g:6340678
Shawnee Mission Medical Center Library	id=g:6340679
University of Kansas Medical Center Archie Dykes Library	id=g:6340680
Roeland Park Police Department	id=g:6340681
The Johnson County Law Library	id=g:6340682
Kansas City Main Library	id=g:6340683
Billington Library	id=g:6340684
Jewish Community Center	id=g:6340685
Consolidated Fire District 2 Station 1	id=g:6340686
Consolidated Fire District 2 Station 2	id=g:6340687
Station Number 1	id=g:6340688
Leawood Fire Department Station 1	id=g:6340689
Station Number 3	id=g:6340690
Marty Memorial Station 1	id=g:6340691
Cherokee Fire Station 2	id=g:6340692
Overland Park Fire Department Station 2 - Cherokee Fire Station	id=g:6340693
Tomahawk Ridge Station 4	id=g:6340694
Antioch Justice Center	id=g:6340695
Fairway Police Department	id=g:6340696
Gardner Police Department	id=g:6340697
Johnson County Juvenile Detention Center	id=g:6340698
Johnson County Courthouse	id=g:6340699
Johnson County Sheriffs Operation Center	id=g:6340700
Johnson County Sheriff's Office	id=g:6340701
Station Number 2	id=g:6340702
Station Number 3	id=g:6340703
Station Number 4	id=g:6340704
Lenexa Fire Department Station 4	id=g:6340705
Station Number 1	id=g:6340706
Station Number 2	id=g:6340707
Johnson County Fire District 1 Station 2	id=g:6340708
Shawnee Fire Department Station 1	id=g:6340709
Station Number 2	id=g:6340710
Shawnee Fire Department Station 2	id=g:6340711
Shawnee Fire Department Station 3	id=g:6340712
Station Number 1	id=g:6340713
Station Number 2	id=g:6340714
Station Number 3	id=g:6340715
Station Number 4	id=g:6340716
Desoto Station 1	id=g:6340717
Station Number 2	id=g:6340718
De Soto Fire and Rescue Department Station 1	id=g:6340719
Station 2	id=g:6340720
Station 35 Emergency Medical Services	id=g:6340721
Station 51 and 1105 Emergency Medical Services	id=g:6340722
Station 1103 Emergency Medical Services	id=g:6340723
Johnson County Fire and Emergency Medical Services District 2 Station 59	id=g:6340724
Johnson County Fire District 2 Station 4	id=g:6340725
1950s All-Electric House	id=g:6340726
Abbott Hall	id=g:6340727
Overland Park Fire Department Station 4 - Tomahawk Ridge	id=g:6340728
Olathe Fire Department Station 1	id=g:6340729
Olathe Fire Department Station 2	id=g:6340730
Olathe Fire Department Station 3	id=g:6340731
Olathe Fire Department Station 4	id=g:6340732
Olathe Fire Department Station 5	id=g:6340733
Olathe Fire Department Station 6	id=g:6340734
Olathe Fire Department Station 7	id=g:6340735
Shawnee Police Department	id=g:6340736
Spring Hill Police Department	id=g:6340737
Westwood Police Department	id=g:6340738
Fire Station 13	id=g:6340739
United States Coast Guard - Yankeetown Station	id=g:6340740
Fire Station 7	id=g:6340741
Fire Station 35	id=g:6340742
Fire Station 36	id=g:6340743
South Levy Volunteer Fire Station - District 1	id=g:6340744
Red Level Substation Number 1	id=g:6340745
Progress Energy Inglis Substation	id=g:6340746
Muslim Community Center	id=g:6340747
Young America City Hall	id=g:6340748
Overland Park Community Center	id=g:6340749
Johnson City Museum of History	id=g:6340750
Kansas City Jewish Museum	id=g:6340751
Lanesfield School	id=g:6340752
Legler Barn Museum	id=g:6340753
Mahaffie Farmstead and Stagecoach Stop	id=g:6340754
Merriam Community Center	id=g:6340755
Oxford School	id=g:6340756
Roman Catholic Archdiocese of Kansas City in Kansas	id=g:6340757
Strang Line Barn Museum	id=g:6340758
Old Shawnee Town	id=g:6340759
Wonderscope Children Museum	id=g:6340760
De Soto City Hall	id=g:6340761
Edgerton City Hall	id=g:6340762
Fairway City Hall	id=g:6340763
Gardner City Hall	id=g:6340764
Leawood City Hall	id=g:6340765
Lenexa City Hall	id=g:6340766
Mission Hills City Hall	id=g:6340767
Mission City Hall	id=g:6340768
Merriam City Hall	id=g:6340769
Olathe City Hall	id=g:6340770
Overland Park City Hall	id=g:6340771
Prairie Village City Hall	id=g:6340772
Roeland Park City Hall	id=g:6340773
Shawnee City Hall	id=g:6340774
Spring Hill City Hall	id=g:6340775
Westwood City Hall	id=g:6340776
Ensor Farmsite and Museum	id=g:6340777
Gardner Historical Museum	id=g:6340778
Lenexa Fire Department Station Number 1	id=g:6340779
Seventyninth Precinct Station House	id=g:6340780
Gates Theatre (historical)	id=g:6340781
Bedford Branch YMCA	id=g:6340782
Bedford Branch Brooklyn Public Library	id=g:6340783
Macon Branch Brooklyn Public Library	id=g:6340784
Saratoga Branch Brooklyn Public Library	id=g:6340785
Fulton Park Plaza	id=g:6340786
The National Museum of the Marine Corps	id=g:6340787
M H de Young Memorial Museum	id=g:6340788
Janelia Farm	id=g:6340789
Broad Run Tollhouse	id=g:6340790
Saint Croix Law Center	id=g:6340791
Valley Branch Library	id=g:6340792
Lakeland City Hall	id=g:6340793
Hugo City Hall	id=g:6340794
Hugo Fire Department	id=g:6340795
Forest Lake Public Library	id=g:6340796
Forest Lake Police Department	id=g:6340797
Forest Lake Fire Department	id=g:6340798
Washington County Historic Courthouse	id=g:6340799
Stillwater Police Department	id=g:6340800
Stillwater Fire Department	id=g:6340801
Stillwater City Hall	id=g:6340802
Stillwater Public Library	id=g:6340803
Washington County Museum	id=g:6340804
Washington County Government Center	id=g:6340805
Washington County Sheriff's Office	id=g:6340806
Oak Park Heights Police Department	id=g:6340807
Bayport Library	id=g:6340808
Bayport Fire Department	id=g:6340809
Bayport Police Department	id=g:6340810
Bayport City Hall	id=g:6340811
Afton Historical Museum	id=g:6340812
Afton City Hall	id=g:6340813
Madison Municipal Building	id=g:6340814
Fire Station 8	id=g:6340815
Fire Station 14	id=g:6340816
De Rosa Volunteer Fire Station 41	id=g:6340817
Fire Station 6	id=g:6340818
Judd Building	id=g:6340819
Lum Yip Kee Building	id=g:6340820
McCandless Building	id=g:6340821
Melchers Building	id=g:6340822
Model Progress Building	id=g:6340823
Nippu Jiji Building	id=g:6340824
Stangenwald Building	id=g:6340825
Wo Fat Building	id=g:6340826
Akahi Student Center	id=g:6340827
Bernice Pauahi Bishop Heritage Center	id=g:6340828
Frank E Midkiff Learning Center	id=g:6340829
Hale Alaka'i	id=g:6340830
Hale Hanai	id=g:6340831
Hale Kahu	id=g:6340832
Hale Koa	id=g:6340833
Hale Kukui	id=g:6340834
Hale Malama Ola	id=g:6340835
Hale Ola	id=g:6340836
Hale Pelekikena	id=g:6340837
Kalama Dining Hall	id=g:6340838
Keawe Gum	id=g:6340839
Princess Bernice Pauahi Administration Building	id=g:6340840
Princess Ruth Ke'elikolani Performing Arts Center	id=g:6340841
Ala Moana Building	id=g:6340842
Kent Avenue Generating Station	id=g:6340843
Eastern District YMCA	id=g:6340844
Williamsburg Branch Brooklyn Public Library	id=g:6340845
Ninetieth Precinct Police Station	id=g:6340846
New York Hook And Ladder Company Number 108 (historical)	id=g:6340847
Bushwick Branch Brooklyn Public Library	id=g:6340848
Broadway Theatre (historical)	id=g:6340849
New York Engine House Number 209 (historical)	id=g:6340850
New York Hook and Ladder Company Number 102 (historical)	id=g:6340851
Saint Joseph's Building	id=g:6340852
Saint Vincent's Building	id=g:6340853
Leonard Branch Brooklyn Public Library	id=g:6340854
Ninety fourth Precinct Police Station	id=g:6340855
Greenpoint Branch YMCA	id=g:6340856
Greenpoint Branch Brooklyn Public Library	id=g:6340857
Tompkins Park Recreation Center	id=g:6340858
Hampton City Hall	id=g:6340859
Childrens Museum	id=g:6340860
Athenaeum	id=g:6340861
Circle Theater	id=g:6340862
City-County Building	id=g:6340863
Conseco Fieldhouse	id=g:6340864
Indiana Convention Center	id=g:6340865
Indiana Government Center	id=g:6340866
Indiana Historical Society	id=g:6340867
Indiana Repertory Theater	id=g:6340868
Indiana State Library	id=g:6340869
Madam Walker Urban Life Center and Theater	id=g:6340870
Marion County Jail	id=g:6340871
Murat Shrine Theater	id=g:6340872
One America Building	id=g:6340873
One Indiana Square	id=g:6340874
One North Capitol Center	id=g:6340875
Scottish Rite Cathedral	id=g:6340876
Lawrence Branch Indianapolis-Marion County Public Library	id=g:6340877
Nora Branch Indianapolis-Marion County Public Library	id=g:6340878
Big Fork Fire Hall	id=g:6340879
Suffolk County Alms House And Childrens Home	id=g:6340880
Suffolk County Jail	id=g:6340881
Evan K Griffing Center	id=g:6340882
Riverhead Town Hall	id=g:6340883
Kenmore Theatre (historical)	id=g:6340884
Albemarle Theater (historical)	id=g:6340885
Shaair Torah Community Center	id=g:6340886
Loew's Kings Theater	id=g:6340887
Saint Blaise Youth Center	id=g:6340888
Linden Recreation Hall	id=g:6340889
New York Congreagational Home for the Aged	id=g:6340890
Sutton Hall	id=g:6340891
Flatbush Boys Club	id=g:6340892
Bethany Methodist Home for the Aged	id=g:6340893
Lanakila Center For The Blind	id=g:6340894
Kaukini Medical Center	id=g:6340895
Armstrong Building	id=g:6340896
Dillingham Transportation Building	id=g:6340897
Hastings City Fire Department	id=g:6340898
Hastings City Hall	id=g:6340899
Hastings Police Department	id=g:6340900
Morgan County Office Building	id=g:6340901
United States Penetentary at Big Sandy	id=g:6340902
Haven of Rest	id=g:6340903
East Kentucky Science Center	id=g:6340904
Prestonburg Community College Student Center	id=g:6340905
Prestonburg Community College Campbell Hall	id=g:6340906
Mountain Arts Center	id=g:6340907
Greewood Public Library	id=g:6340908
Beech Grove Public Library	id=g:6340909
Decatur Branch Indianapolis-Marion County Public Library	id=g:6340910
Franklin Road Branch Indianapolis-Marion County Public Library	id=g:6340911
Shelby Branch Indianapolis-Marion County Public Library	id=g:6340912
Southport Branch Indianapolis-Marion County Public Library	id=g:6340913
Johnson County Courthouse	id=g:6340914
Johnson County Public Library	id=g:6340915
Cohasset Fire Department	id=g:6340916
Itasca County Nursing Home	id=g:6340917
Judy Garland Children's Museum	id=g:6340918
Grand Rapids Police Department	id=g:6340919
Itasca County Sherrif's Office	id=g:6340920
Itasca County Courthouse	id=g:6340921
Grand Rapids Public Library	id=g:6340922
Coleraine Fire Hall	id=g:6340923
Coleraine Police Station	id=g:6340924
Coleraine Public Library	id=g:6340925
Bovey City Police Department	id=g:6340926
Bovey Public Library	id=g:6340927
Balsam Fire Hall	id=g:6340928
Calumet Library	id=g:6340929
Calumet City Hall	id=g:6340930
Auburn State Prison	id=g:6340931
Dakota County Courthouse	id=g:6340932
Dakota County Sheriff Office	id=g:6340933
Dakota County Government Center	id=g:6340934
Randolph City Hall	id=g:6340935
Vermillion City Hall	id=g:6340936
McKenna Languages Building	id=g:6340937
Old Main Building	id=g:6340938
Woodbury Arts and Sciences Building	id=g:6340939
Eaton Humanities Building	id=g:6340940
Hellems Arts and Sciences Building	id=g:6340941
Museum of Natural History - Henderson Building	id=g:6340942
Education Building	id=g:6340943
Denison Arts and Sciences Building	id=g:6340944
University Theatre	id=g:6340945
Guggenheim Geography Building	id=g:6340946
Economics Building	id=g:6340947
Museum Collections - Bruce Curtis Building	id=g:6340948
Gates Woodruff Womens Studies Cottage	id=g:6340949
Hale Science Building	id=g:6340950
Koenig Alumni Center	id=g:6340951
Armory Building	id=g:6340952
Continuing Education Building	id=g:6340953
Research Laboratory Number 6 - Marine Street Science Center	id=g:6340954
Kittredge West Hall	id=g:6340955
Fleming Law Building	id=g:6340956
Smith Hall	id=g:6340957
Andrews Hall	id=g:6340958
Arnett Hall	id=g:6340959
Buckingham Hall	id=g:6340960
Wolf Law Building	id=g:6340961
Engineering Center	id=g:6340962
Leeds School of Business	id=g:6340963
Integrated Teaching and Learning Laboratory	id=g:6340964
Environmental Health and Safety Center	id=g:6340965
Regent Drive AutoPark	id=g:6340966
Discovery Learning Center	id=g:6340967
Coors Events/Conference Center	id=g:6340968
Speech, Language, and Hearing Sciences Building	id=g:6340969
Sommers-Bausch Observatory	id=g:6340970
Fiske Planetarium and Science Center	id=g:6340971
Benson Earth Sciences Building	id=g:6340972
Mathematics Building	id=g:6340973
University of Colorado Police Department	id=g:6340974
Pleasant Hill Library	id=g:6340975
Cornwall Town Hall	id=g:6340976
Highland Fire Department	id=g:6340977
Storm King Engine Company Number 2	id=g:6340978
Storm King Theatre	id=g:6340979
Balch Fieldhouse	id=g:6340980
Norlin Library	id=g:6340981
Muenzinger Psychology Building	id=g:6340982
Ramaley Biology Building	id=g:6340983
Carlson Gymnasium	id=g:6340984
Student Recreation Center	id=g:6340985
Dal Ward Athletic Center	id=g:6340986
Health Physics Laboratory	id=g:6340987
Benson Earth Sciences Building	id=g:6340988
Duane Physics and Astrophysics Building	id=g:6340989
Laboratory for Atmospheric and Space Physics	id=g:6340990
Environmental Design Building	id=g:6340991
Imig Music Building	id=g:6340992
Wardenburg Health Center	id=g:6340993
Cheyenne Arapaho Hall	id=g:6340994
Willard Administrative Center - North Wing	id=g:6340995
Willard Hall - South Wing	id=g:6340996
Hallett Hall	id=g:6340997
Reed Hall	id=g:6340998
Crosman Hall	id=g:6340999
Cockerell Hall	id=g:6341000
Brackett Hall	id=g:6341001
Aden Hall	id=g:6341002
Libby Hall	id=g:6341003
Baker Hall	id=g:6341004
Euclid Avenue AutoPark	id=g:6341005
Sibell Wolle Fine Arts Building	id=g:6341006
Cristol Chemistry and Biochemistry Building	id=g:6341007
University Memorial Center	id=g:6341008
Ekeley Sciences Building	id=g:6341009
Cooperative Institute for Research in Environmental Sciences Building	id=g:6341010
