North River Gorge Trail	id=g:4776456
Rock Creek	id=g:4782445
Rock Creek	id=g:4782446
Rock Creek	id=g:4782447
Rock Creek	id=g:4782448
Rock Creek Church	id=g:4782449
Rock Creek Park Lake	id=g:4782450
Rock Creek Turn	id=g:4782451
Rock Enon	id=g:4782452
Rock Enon School (historical)	id=g:4782453
Rock Enon Springs	id=g:4782454
Rock Ford	id=g:4782455
Rock Ford Creek	id=g:4782456
Rock Creek Park Dam	id=g:4782457
Rock Gut	id=g:4782458
Rock Gut	id=g:4782459
Rock Gut	id=g:4782460
Rock Hall	id=g:4782461
Rock Hall Baptist Church	id=g:4782462
Rock Hill	id=g:4782463
Rock Hill	id=g:4782464
Rock Hill	id=g:4782465
Rock Hill	id=g:4782466
Rock Hill Academy	id=g:4782467
Rock Hill Cemetery	id=g:4782468
Rock Hill Church	id=g:4782469
Rock Hill Church	id=g:4782470
Rock Hill Church	id=g:4782471
Rock Hill Church	id=g:4782472
Rock Hill Church of God	id=g:4782473
Rock Hill Farm	id=g:4782474
Rock Hill District	id=g:4782475
Rock Hill School (historical)	id=g:4782476
Rock Hill School (historical)	id=g:4782477
Rock Hole	id=g:4782478
Rock Hollow	id=g:4782479
Rock Gate Cemetery	id=g:4782480
Rock Hollow	id=g:4782481
Rock Hollow	id=g:4782482
Rock House Mountain	id=g:4782483
Rock Island	id=g:4782484
Rock Island Creek	id=g:4782485
Rock Island	id=g:4782486
Rock Landing Shoal Channel	id=g:4782487
Rock Lick	id=g:4782488
Rock Island Haul	id=g:4782489
Rock Lick	id=g:4782490
Rock Lick Branch	id=g:4782491
Rock Lick Gap	id=g:4782492
Rock Lick Spring	id=g:4782493
Rock Mills	id=g:4782494
Rock Mountain	id=g:4782495
Rock of Ages Church	id=g:4782496
Rock Pike Church	id=g:4782497
Rock Point	id=g:4782498
Rock Point Creek	id=g:4782499
Rock Lick District	id=g:4782500
Rock Ridge Cemetery	id=g:4782501
Rock Ridge Church	id=g:4782502
Rock Road Cemetery	id=g:4782503
Rock Road School (historical)	id=g:4782504
Rock Run	id=g:4782505
Rock Point Overlook	id=g:4782506
Rock Run	id=g:4782507
Rock Run	id=g:4782508
Rock Spring	id=g:4782509
Rock Spring	id=g:4782510
Rock Spring Branch	id=g:4782511
Rock Run Church	id=g:4782512
Rock Spring Cemetery	id=g:4782513
Rock Spring Church	id=g:4782514
Rock Spring Church	id=g:4782515
Rock Spring Mountain	id=g:4782516
Rock Springs Church	id=g:4782517
Rock Springs Church	id=g:4782518
Rock Springs Congressional Church	id=g:4782519
Rock Springs Hill	id=g:4782520
Rock Switch	id=g:4782521
The Rock	id=g:4782522
Rock-A-Hock	id=g:4782523
Rockahock Bar	id=g:4782524
Rockaway	id=g:4782525
Rockbridge Alum Springs	id=g:4782526
Rockbridge Alum Springs Historic District	id=g:4782527
Rockbridge Baths	id=g:4782528
Rockbridge Baths Post Office	id=g:4782529
Rockbridge Church	id=g:4782530
Rockbridge County	id=g:4782531
Rockbridge County Administrative Offices	id=g:4782532
Rockbridge County Courthouse	id=g:4782533
Rockbridge County High School	id=g:4782534
Rockbridge Memorial Gardens	id=g:4782535
Rockbridge Regional Library	id=g:4782536
Rockbridge School (historical)	id=g:4782537
Rockbridge School (historical)	id=g:4782538
Rockbrook	id=g:4782539
Rockbury Hollow	id=g:4782540
Rock Spring Cabin	id=g:4782541
Rockcastle Creek	id=g:4782542
Rockcroft	id=g:4782543
Rockdale School (historical)	id=g:4782544
Rockdell	id=g:4782545
Rocketts	id=g:4782546
Rocketts Creek	id=g:4782547
Rockdale Lake	id=g:4782548
Rocketts Mills (historical)	id=g:4782549
Rockfield Church	id=g:4782550
Rockfield School (historical)	id=g:4782551
Rockfish	id=g:4782552
Rockfish Airpark	id=g:4782553
Rockfish Church	id=g:4782554
Rockfish Creek	id=g:4782555
Rocketts Landing	id=g:4782556
Rockfish Gap Visitors Center	id=g:4782557
Rockfish District (historical)	id=g:4782558
Rockfish River	id=g:4782559
Rockfish Gap	id=g:4782560
Rockfish Run	id=g:4782561
Rockfish River Dam	id=g:4782562
Rockfish Valley Church	id=g:4782563
Rockfish Valley High School (historical)	id=g:4782564
Rockfish River Elementary School	id=g:4782565
Rockford Church	id=g:4782566
Rockford School (historical)	id=g:4782567
Rockhill Cemetery	id=g:4782568
Rockhill Elementary School	id=g:4782569
Rockhouse	id=g:4782570
Rockhouse Branch	id=g:4782571
Rockfish Valley	id=g:4782572
Rockhouse Branch	id=g:4782573
Rockhouse Branch	id=g:4782574
Rockhouse Branch	id=g:4782575
Rockhouse Gap	id=g:4782576
Rockhouse Run	id=g:4782577
Rockhouse Ridge	id=g:4782578
Rockingham County	id=g:4782579
Rockingham County Courthouse	id=g:4782580
Rockingham County Health Center	id=g:4782581
Rockingham Court	id=g:4782582
Rockingham Court Church	id=g:4782583
Rockingham Memorial Hospital	id=g:4782584
Rockingham Public Library	id=g:4782585
Rockland	id=g:4782586
Rockland Cemetery	id=g:4782587
Rockland Church (historical)	id=g:4782588
Rockland Community Cemetery	id=g:4782589
Rockland Community Church	id=g:4782590
Rockland Creek	id=g:4782591
Rocking Cradle House	id=g:4782592
Rockledge Elementary School	id=g:4782593
Rocklick Branch	id=g:4782594
Rockland Mill Church (historical)	id=g:4782595
Rocklick Branch	id=g:4782596
Rocklick Church	id=g:4782597
Rocklick Creek	id=g:4782598
Rocklick School (historical)	id=g:4782599
Rocko Hollow	id=g:4782600
Rocks Church	id=g:4782601
Rocks Mountain Trail	id=g:4782602
Point of Rocks	id=g:4782603
Point of Rocks	id=g:4782604
The Rocks	id=g:4782605
Rocktown	id=g:4782606
Rockville	id=g:4782607
Rockville Airport	id=g:4782608
Rockville School	id=g:4782609
Rockwood Park	id=g:4782610
Rockwood Square Shopping Center	id=g:4782611
Rocky Bar	id=g:4782612
Rocky Bar School (historical)	id=g:4782613
Rocky Branch	id=g:4782614
Rocks Mountain	id=g:4782615
Rocky Branch	id=g:4782616
Rocky Branch	id=g:4782617
Rocky Branch	id=g:4782618
Rocky Branch	id=g:4782619
Rocky Branch	id=g:4782620
Rocky Branch	id=g:4782621
Rocky Branch	id=g:4782622
Rocky Branch	id=g:4782623
Rocky Branch	id=g:4782624
Rocky Branch	id=g:4782625
Rocky Branch	id=g:4782626
Rocky Branch	id=g:4782627
Rocky Branch	id=g:4782628
Rocky Branch	id=g:4782629
Rocky Branch	id=g:4782630
Rocky Branch	id=g:4782631
Rocky Branch	id=g:4782632
Rocky Branch	id=g:4782633
Rocky Branch	id=g:4782634
Rocky Branch	id=g:4782635
Rocky Branch	id=g:4782636
Rocky Branch	id=g:4782637
Rocky Branch	id=g:4782638
Rocky Branch	id=g:4782639
Rocky Branch	id=g:4782640
Rocky Branch	id=g:4782641
Rocky Branch	id=g:4782642
Rocky Branch	id=g:4782643
Rocky Branch	id=g:4782644
Rocky Branch	id=g:4782645
Rocky Branch	id=g:4782646
Rocky Branch	id=g:4782647
Rocky Branch	id=g:4782648
Rocky Branch Cemetery	id=g:4782649
Rocky Branch Church	id=g:4782650
Rocky Branch Church	id=g:4782651
Rocky Branch Marina	id=g:4782652
Rocky Branch School (historical)	id=g:4782653
Rocky Creek	id=g:4782654
Rocky Branch Church	id=g:4782655
Rocky Creek	id=g:4782656
Rocky Creek	id=g:4782657
Rocky Creek	id=g:4782658
Rocky Creek	id=g:4782659
Rocky Creek	id=g:4782660
Rocky Flat School (historical)	id=g:4782661
Rocky Ford	id=g:4782662
Rocky Ford	id=g:4782663
Rocky Ford	id=g:4782664
Rocky Ford	id=g:4782665
Rocky Ford Branch	id=g:4782666
Rocky Ford	id=g:4782667
Rocky Ford Church	id=g:4782668
Rocky Ford Creek	id=g:4782669
Rocky Ford Cemetery	id=g:4782670
Rocky Fork	id=g:4782671
Rocky Fork	id=g:4782672
Rocky Gap	id=g:4782673
Rocky Gap	id=g:4782674
Rocky Gap	id=g:4782675
Rocky Gap District (historical)	id=g:4782676
Rocky Hill	id=g:4782677
Rocky Hill Church	id=g:4782678
Rocky Hill Church	id=g:4782679
Rocky Hock Church	id=g:4782680
Rocky Hollow	id=g:4782681
Rocky Fork School	id=g:4782682
Rocky Hollow	id=g:4782683
Rocky Hollow	id=g:4782684
Rocky Hollow	id=g:4782685
Rocky Hollow	id=g:4782686
Rocky Hollow Trail	id=g:4782687
Rocky Knob	id=g:4782688
Rocky Knob Recreation Area	id=g:4782689
Rocky Mill Bridge	id=g:4782690
Rocky Mount	id=g:4782691
Rocky Mount	id=g:4782692
Rocky Mount Cemetery	id=g:4782693
Rocky Mount Church	id=g:4782694
Rocky Mount Church	id=g:4782695
Rocky Mount Church	id=g:4782696
Rocky Mount Church	id=g:4782697
Rocky Mount Elementary School	id=g:4782698
Rocky Mount District	id=g:4782699
Rocky Mount Overlook	id=g:4782700
Rocky Mount Shoppers World Shopping Center	id=g:4782701
Rocky Mount Trail	id=g:4782702
Rocky Mountain	id=g:4782703
Rocky Mountain	id=g:4782704
Rocky Mountain	id=g:4782705
Rocky Mountain	id=g:4782706
Rocky Mountain Church	id=g:4782707
Rocky Mountain Run	id=g:4782708
Rocky Knob	id=g:4782709
Rocky Neck	id=g:4782710
Rocky Oak Cemetery	id=g:4782711
Rocky Oak Church	id=g:4782712
Rocky Pen Run	id=g:4782713
Rocky Mountain School (historical)	id=g:4782714
Rocky Ridge	id=g:4782715
Rocky Ridge	id=g:4782716
Rocky Row Run	id=g:4782717
Rocky Point	id=g:4782718
Rocky Run	id=g:4782719
Rocky Row Trail	id=g:4782720
Rocky Run	id=g:4782721
Rocky Run	id=g:4782722
Rocky Run	id=g:4782723
Rocky Run	id=g:4782724
Rocky Run	id=g:4782725
Rocky Run	id=g:4782726
Rocky Run	id=g:4782727
Rocky Run	id=g:4782728
Rocky Run	id=g:4782729
Rocky Run	id=g:4782730
Rocky Run	id=g:4782731
Rocky Run	id=g:4782732
Rocky Run	id=g:4782733
Rocky Run	id=g:4782734
Rocky Run	id=g:4782735
Rocky Run	id=g:4782736
Rocky Run	id=g:4782737
Rocky Run Church	id=g:4782738
Rocky Run Creek	id=g:4782739
Rocky Run Church	id=g:4782740
Rocky Run Middle School	id=g:4782741
Rocky Run Park	id=g:4782742
Rocky Run School (historical)	id=g:4782743
Rocky Seat School (historical)	id=g:4782744
Rocky Sink School (historical)	id=g:4782745
Rocky Spring	id=g:4782746
Rocky Spring Church	id=g:4782747
Rocky Sprur Hollow	id=g:4782748
Rocky Run Elementary School	id=g:4782749
Rockybar Hollow	id=g:4782750
Rocky Station District (historical)	id=g:4782751
Rockytop	id=g:4782752
Rockytop Overlook	id=g:4782753
Rockytop Trail	id=g:4782754
Rod Hollow	id=g:4782755
Rockydale	id=g:4782756
Rodden	id=g:4782757
Roddy Branch	id=g:4782758
Roda	id=g:4782759
Rodes Creek	id=g:4782760
Rodes Church	id=g:4782761
Rodges Chapel	id=g:4782762
Rodney Thompson Middle School	id=g:4782763
Rodof Sholom Library	id=g:4782764
Rodophil	id=g:4782765
Roe Cemetery	id=g:4782766
Roebuck	id=g:4782767
Roetown	id=g:4782768
Roger Branch	id=g:4782769
Rodgers Chapel Cemetery	id=g:4782770
Roger Point	id=g:4782771
Rogers	id=g:4782772
Rogers Branch	id=g:4782773
Roger Milliken Textile Library	id=g:4782774
Rogers Cemetery	id=g:4782775
Rogers Cemetery	id=g:4782776
Rogers Corner	id=g:4782777
Rogers Creek	id=g:4782778
Rogers Cemetery	id=g:4782779
Rogers Dam	id=g:4782780
Rogers Pond	id=g:4782781
Rogers Ridge	id=g:4782782
Rogers Stadium	id=g:4782783
Mount Rogers	id=g:4782784
Rogue Island	id=g:4782785
Rogue Island	id=g:4782786
Rogue Point	id=g:4782787
Rogue Point	id=g:4782788
Rogues Hole	id=g:4782789
Rohoic Creek	id=g:4782790
Rogers Dam	id=g:4782791
Rohoic Farms	id=g:4782792
Rol Dam	id=g:4782793
Roland Branch	id=g:4782794
Sutherland Elementary School	id=g:4782795
Roland Chimney Hollow	id=g:4782796
Roland Crossroads	id=g:4782797
Roland Park Shopping Center	id=g:4782798
Roland Terrace	id=g:4782799
Rolands Mill	id=g:4782800
Rolands Run Branch	id=g:4782801
Roland Park	id=g:4782802
Roll Pone Branch	id=g:4782803
Roller Cemetery	id=g:4782804
Roller Chapel	id=g:4782805
Rolling Fields	id=g:4782806
Rolling Forest Park	id=g:4782807
Rolling Hill	id=g:4782808
Rolling Hills	id=g:4782809
Rolling Hills	id=g:4782810
Rolling Hills	id=g:4782811
Rolling Hills	id=g:4782812
Rolling Ridge Elementary School	id=g:4782813
Rolling Valley Elementary School	id=g:4782814
Rolling Valley Mall Shopping Center	id=g:4782815
Rolling Valley Professional Center	id=g:4782816
Rolling Woods	id=g:4782817
Rollingwood	id=g:4782818
Rollins Cemetery	id=g:4782819
Rollins Fork	id=g:4782820
Rollins Fork	id=g:4782821
Roman	id=g:4782822
Roman Eagle Nursing Home	id=g:4782823
Roman Rock	id=g:4782824
Romancoke	id=g:4782825
Rome Cemetery	id=g:4782826
Rome Church	id=g:4782827
Ronald Reagan Washington National Airport	id=g:4782828
Roller Cemetery	id=g:4782829
Rondo School (historical)	id=g:4782830
Rones Bay	id=g:4782831
Ronk	id=g:4782832
Roof Branch	id=g:4782833
Roop Cemetery	id=g:4782834
Roop Cemetery	id=g:4782835
Roosevelt Gardens	id=g:4782836
Roosevelt Gardens Shopping Center	id=g:4782837
Roosevelt Memorial Park	id=g:4782838
Roosevelt Pond	id=g:4782839
Roosevelt Pond	id=g:4782840
Roosevelt Pond Dam	id=g:4782841
Root Mill Creek	id=g:4782842
Rondo	id=g:4782843
Root Run	id=g:4782844
Root Swamp	id=g:4782845
Rooty Branch	id=g:4782846
La Roque Run	id=g:4782847
Rorer Creek	id=g:4782848
Rorer Mines (historical)	id=g:4782849
Rosa Swamp	id=g:4782850
Rosa	id=g:4782851
Rose Bower	id=g:4782852
Rose Cemetery	id=g:4782853
Rose Cemetery	id=g:4782854
Rose Cemetery	id=g:4782855
Rose Cemetery	id=g:4782856
Rose Cemetery	id=g:4782857
Rose Cemetery	id=g:4782858
Rose Cemetery	id=g:4782859
Rose Cemetery	id=g:4782860
Rose Ferry (historical)	id=g:4782861
Rose Garden	id=g:4782862
Rose Hill	id=g:4782863
Rose Hill	id=g:4782864
Rose Hill	id=g:4782865
Rose Hill	id=g:4782866
Rose Hill	id=g:4782867
Rose Hill	id=g:4782868
Rose Hill	id=g:4782869
Rose Hill	id=g:4782870
Rose Hill Baptist Church	id=g:4782871
Rose Hill Cemetery	id=g:4782872
Rose Hill Cemetery	id=g:4782873
Rose Hill Cemetery	id=g:4782874
Rose Hill Church	id=g:4782875
Rose Hill Church	id=g:4782876
Rose Hill Church (historical)	id=g:4782877
Rose Hill Dam	id=g:4782878
Rose Hill Elementary School	id=g:4782879
Rose Hill Estates	id=g:4782880
Rose Hill Farms	id=g:4782881
Rose Hill District (historical)	id=g:4782882
Rose Hill Nursing Home	id=g:4782883
Rose Hill Pond	id=g:4782884
Rose Hill Elementary School	id=g:4782885
Rose Hill School (historical)	id=g:4782886
Rose Hill Shopping Center	id=g:4782887
Rose Lawn Cemetery	id=g:4782888
Rose of Sharon Church	id=g:4782889
Rose Park United Methodist Cemetery	id=g:4782890
Rose Park United Methodist Church	id=g:4782891
Rose Retreat Farm Airport	id=g:4782892
Rose River	id=g:4782893
Rosalind Hills	id=g:4782894
Rose River Falls	id=g:4782895
Rose River Trail	id=g:4782896
Rose Run	id=g:4782897
Rose River Church	id=g:4782898
Rose Valley Island	id=g:4782899
Roseann	id=g:4782900
Roseann School	id=g:4782901
Rosebrook (historical)	id=g:4782902
Rosebrook Post Office (historical)	id=g:4782903
Rosebud Church	id=g:4782904
Rosebud School (historical)	id=g:4782905
Rosecrest	id=g:4782906
Rosedale	id=g:4782907
Rosedale Baptist Church	id=g:4782908
Rosedale Cemetery	id=g:4782909
Rosedale Christian Academy	id=g:4782910
Rosedale Church	id=g:4782911
Rosedale Church	id=g:4782912
Rosegil Lake	id=g:4782913
Rosegill Farm Airstrip	id=g:4782914
Rosegill Lake	id=g:4782915
Rosegill Upper Dam	id=g:4782916
Rosehill	id=g:4782917
Rosehill Addition	id=g:4782918
Rosehill Cemetery	id=g:4782919
Rose Hill Elementary School	id=g:4782920
Roseland	id=g:4782921
Roseland Cemetery	id=g:4782922
Roseland Rescue Squad Heliport	id=g:4782923
Roselawn Burial Park	id=g:4782924
Roselawn Cemetery	id=g:4782925
Roselawn Memorial Cemetery	id=g:4782926
Rosemary Ditch	id=g:4782927
Rosemary Lane	id=g:4782928
Rosemont	id=g:4782929
Rosemont	id=g:4782930
Rosemont	id=g:4782931
Rosemont	id=g:4782932
Rosemont	id=g:4782933
Rosemont	id=g:4782934
Rosemont	id=g:4782935
Rosemont Cemetery	id=g:4782936
Rosemont Elementary School	id=g:4782937
Rosemont Estate	id=g:4782938
Rosemont Estate	id=g:4782939
Rosemont Farm	id=g:4782940
Rosemont Forest Elementary School	id=g:4782941
Rosemont Middle School	id=g:4782942
Rosena	id=g:4782943
Rosenbaum Church	id=g:4782944
Rosenberger	id=g:4782945
Rosenvix (historical)	id=g:4782946
Rosenwald School	id=g:4782947
Rosenwald School (historical)	id=g:4782948
Rosenwald School (historical)	id=g:4782949
Rosenwald School (historical)	id=g:4782950
Rosenwald School (historical)	id=g:4782951
Roses Creek	id=g:4782952
Rose Union Church	id=g:4782953
Roses Run	id=g:4782954
Roses Mill	id=g:4782955
Roseville	id=g:4782956
Roseville Run	id=g:4782957
Rosespout	id=g:4782958
Rosewell Manor	id=g:4782959
Rosewell Memorial Garden	id=g:4782960
Rosewood Church	id=g:4782961
Rosewood Memorial Park	id=g:4782962
Rosewood Park	id=g:4782963
Rosier Creek	id=g:4782964
Rosewell	id=g:4782965
Rosin Camp Fork	id=g:4782966
Roslyn Hills	id=g:4782967
Rosney Creek	id=g:4782968
Rosney	id=g:4782969
Ross Branch	id=g:4782970
Rosney Estate	id=g:4782971
Ross Camp Hollow	id=g:4782972
Ross Building	id=g:4782973
Ross Cemetery	id=g:4782974
Ross Cemetery	id=g:4782975
Ross Cemetery	id=g:4782976
Ross Cemetery	id=g:4782977
Ross Cemetery	id=g:4782978
Ross Cemetery	id=g:4782979
Ross Knob	id=g:4782980
Ross Pocosin	id=g:4782981
Ross Point	id=g:4782982
Ross Run	id=g:4782983
Ross-Harbour Church	id=g:4782984
Rosseechees Bluff	id=g:4782985
Rosser Cemetery	id=g:4782986
Rosser Mountain	id=g:4782987
Rosslyn	id=g:4782988
Rosslyn Metro Station	id=g:4782989
Rosslyn Post Office	id=g:4782990
Rosson Hollow Run	id=g:4782991
Ross Camp Trail	id=g:4782992
Rosstown	id=g:4782993
Roszel Chapel United Methodist Church	id=g:4782994
Roth	id=g:4782995
Rotherwood	id=g:4782996
Rotunda	id=g:4782997
Roubin and Janeiro Incorporated Heliport	id=g:4782998
Roudabush (historical)	id=g:4782999
Roudabush Post Office (historical)	id=g:4783000
Rough Branch	id=g:4783001
Rossons Dam	id=g:4783002
Rough Creek	id=g:4783003
Rough Creek	id=g:4783004
Rough Creek	id=g:4783005
Rough Creek	id=g:4783006
Rough Mountain	id=g:4783007
Rough Mountain Wilderness	id=g:4783008
Rough Ridge	id=g:4783009
Rough School (historical)	id=g:4783010
Rough and Ready Mill (historical)	id=g:4783011
Round Bottom	id=g:4783012
Round Gut	id=g:4783013
Round Head	id=g:4783014
Round Hill	id=g:4783015
Round Hill	id=g:4783016
Round Hill	id=g:4783017
Round Hill	id=g:4783018
Round Hill	id=g:4783019
Round Hill	id=g:4783020
Round Hill	id=g:4783021
Round Hill	id=g:4783022
Round Hill	id=g:4783023
Round Hill	id=g:4783024
Round Hill	id=g:4783025
Round Hill	id=g:4783026
Round Hill	id=g:4783027
Round Hill	id=g:4783028
Round Hill	id=g:4783029
Round Hill Baptist Church	id=g:4783030
Round Hill Cemetery	id=g:4783031
Round Hill Cemetery	id=g:4783032
Round Hill Cemetery	id=g:4783033
Round Hill Cemetery	id=g:4783034
Round Hill Church	id=g:4783035
Round Hill Church	id=g:4783036
Round Hill Church	id=g:4783037
Round Hill Elementary School	id=g:4783038
Round Hill Neighborhood Park	id=g:4783039
Round Hill Park	id=g:4783040
Round Hill Post Office	id=g:4783041
Round Hill Post Office	id=g:4783042
Round Hill Presbyterian Church	id=g:4783043
Round Hill Reservoir	id=g:4783044
Round Hill Montessori Primary School	id=g:4783045
Round Hill School (historical)	id=g:4783046
Round Hill School (historical)	id=g:4783047
Round Hill Swamp	id=g:4783048
Rough Hill	id=g:4783049
Round Hill United Methodist Church	id=g:4783050
Round Hill United Methodist Church	id=g:4783051
Round Knob	id=g:4783052
Round Knob	id=g:4783053
Round Knob	id=g:4783054
Round Knob Cemetery	id=g:4783055
Round Knob Church	id=g:4783056
Round Knob Church	id=g:4783057
Round Knob School (historical)	id=g:4783058
Round Knob Trail	id=g:4783059
Round Meadow Country Club	id=g:4783060
Round Meadow Creek	id=g:4783061
Round Hill Terrace	id=g:4783062
Round Mountain	id=g:4783063
Round Mountain	id=g:4783064
Round Mountain	id=g:4783065
Round Mountain	id=g:4783066
Round Mountain	id=g:4783067
Round Mountain	id=g:4783068
Round Mountain	id=g:4783069
Round Mountain	id=g:4783070
Round Mountain	id=g:4783071
Round Mountain Farm	id=g:4783072
Round Oak Cemetery	id=g:4783073
Round Oak Church	id=g:4783074
Round Pond Church	id=g:4783075
Round Rock Channel	id=g:4783076
Round Top	id=g:4783077
Round Top	id=g:4783078
Round Top	id=g:4783079
Round Top	id=g:4783080
Round Top	id=g:4783081
Round Top	id=g:4783082
Round Top	id=g:4783083
Round Top Cemetery	id=g:4783084
Round Top Knob	id=g:4783085
Roundabout Creek	id=g:4783086
Round Meadow Overlook	id=g:4783087
