Sperry's Restaurant	id=g:7288749
Idanha - Detroit Rural Fire Protection District Substation	id=g:7310301
Nestucca Rural Fire Protection District Station 81 Headquarters	id=g:7310302
Dayton Fire District	id=g:7310303
Mosier Fire Department	id=g:7310304
Mount Vernon Fire Department	id=g:7310305
Medford Fire and Rescue Station 2	id=g:7310306
North Bend Fire Station 1	id=g:7310307
Jackson County Fire District 3 White City Station Headquarters	id=g:7310308
Odell Rural Fire Protection District	id=g:7310309
Siletz Rural Fire Protection District Main Station	id=g:7310310
Gearhart Volunteer Fire Department	id=g:7310311
Hillsboro Fire and Rescue Station 1 Downtown Main Station	id=g:7310312
Sublimity Rural Fire Protection District	id=g:7310313
Applegate Valley Rural Fire Protection District 9 Station 4	id=g:7310314
Pendleton City Fire and Ambulance Station 1	id=g:7310315
North Lincoln Fire and Rescue District 1 Station 1400 Lincoln City North	id=g:7310316
Lakeview Fire Department	id=g:7310317
Carlton Fire Department	id=g:7310318
Cannon Beach Rural Fire Protection District	id=g:7310319
City of Condon Volunteer Fire Department	id=g:7310320
Jefferson County Fire District 2	id=g:7310321
Salem Fire Department Station 6	id=g:7310322
Brookings Fire and Rescue	id=g:7310323
Stanfield Fire Department	id=g:7310324
Yamhill Fire Protection District	id=g:7310325
Springfield Department of Fire and Life Safety Station 5	id=g:7310326
Douglas County Fire District 2 Station 8	id=g:7310327
North Gilliam County Rural Fire Protection District	id=g:7310328
Wolf Creek Rural Fire Protection District	id=g:7310329
Hubbard Rural Fire Protection District	id=g:7310330
South Lane County Fire and Rescue Station 21	id=g:7310331
Clackamas Fire District 1 Station 1 Town Center	id=g:7310332
Nyssa Fire Department	id=g:7310333
Molalla Rural Fire Protection District 73 Station 85	id=g:7310334
Columbia River Fire and Rescue Saint Helens Station	id=g:7310335
Scappoose Rural Fire Protection District	id=g:7310336
Hermiston Fire and Emergency Services Station 1 Headquarters	id=g:7310337
Sandy Rural Fire Protection District 72 Main Station	id=g:7310338
Dee Rural Fire Protection District	id=g:7310339
Unity Volunteer Fire Department	id=g:7310340
Dundee Fire Department	id=g:7310341
Port Orford Volunteer Fire Department	id=g:7310342
Salem Fire Department Station 1 Headquarters	id=g:7310343
Aumsville Rural Fire Protection District	id=g:7310344
Nehalem City Hall and Fire Department	id=g:7310345
Brownsville Rural Fire District 61	id=g:7310346
Keizer Fire District	id=g:7310347
Hoodland Fire District 74 Main Station	id=g:7310348
John Day Fire Department	id=g:7310349
Oakland Rural Fire Protection District	id=g:7310350
Tualatin Valley Fire and Rescue Station 34 Tualatin	id=g:7310351
Clatskanie Rural Fire Main Station	id=g:7310352
Canyon City Volunteer Fire Department	id=g:7310353
South Lane County Fire and Rescue Station 23	id=g:7310354
Harrisburg Fire and Rescue Station 41	id=g:7310355
Tri - City Rural Fire Department	id=g:7310356
Hines Fire Department	id=g:7310357
Lyons Rural Fire Protection District Station 1	id=g:7310358
Butte Falls Volunteer Fire Department	id=g:7310359
Hood River Fire and Emergency Medical Services	id=g:7310360
Seaside Fire and Rescue	id=g:7310361
Bay City Fire Department	id=g:7310362
Colton Rural Fire Protection District 70 Main Station	id=g:7310363
City of Bend Fire Department Station 305 North Fire Station	id=g:7310364
Kingsley Field Fire Department	id=g:7310365
Fossil Volunteer Fire Department	id=g:7310366
Peoria Station 53	id=g:7310367
Lostine Volunteer Fire Department	id=g:7310368
Keno Rural Fire Protection District Station 3	id=g:7310369
Milton - Freewater Rural Fire District North Station	id=g:7310370
Jackson County Fire District 4 Trail Station	id=g:7310371
Hermiston Fire and Emergency Services Station 2	id=g:7310372
Aumsville Rural Fire Protection District Substation 670	id=g:7310373
La Pine Fire Department Station 102	id=g:7310374
Mist - Birkenfeld Rural Fire Protection District Fishhawk Lake Station	id=g:7310375
Harbor Rural Fire Protection District	id=g:7310376
Days Creek Fire Department	id=g:7310377
Cornelius Fire Department Station 8	id=g:7310378
Tualatin Valley Fire and Rescue Training Center	id=g:7310379
Monitor Rural Fire Protection District Station 58	id=g:7310380
Milo Rural Fire Protection District	id=g:7310381
Lakeside Rural Fire Protection District	id=g:7310382
Prairie City Fire Department	id=g:7310383
Roseburg Fire Department Station 1	id=g:7310384
Corvallis Fire Department Station 1	id=g:7310385
Aurora Rural Fire Protection District Donald	id=g:7310386
Sweet Home Fire and Ambulance District Station 21	id=g:7310387
Springfield Department of Fire and Life Safety Station 3	id=g:7310388
Jackson County Fire District 3 Eagle Point Station	id=g:7310389
Saint Paul Fire District Substation	id=g:7310390
City of Bend Fire Department Station 301 West Fire Station	id=g:7310391
Tygh Valley Fire Department	id=g:7310392
Powers Volunteer Fire and Ambulance	id=g:7310393
Central Oregon Coast Fire and Rescue District 7 Station 7200	id=g:7310394
Albany Fire Department Station 1	id=g:7310395
Monroe Rural Fire Protection District Station 1	id=g:7310396
Warrenton Fire Department	id=g:7310397
Boring Fire Protection District 59 Station 140	id=g:7310398
Umatilla Tribal Fire Department	id=g:7310399
Coquille Fire and Rescue	id=g:7310400
Jackson County Fire District 4 Shady Cove Station	id=g:7310401
Tualatin Valley Fire and Rescue Station 61 Butner Road	id=g:7310402
Burns Fire Department	id=g:7310403
Gladstone Fire Department	id=g:7310404
Dallas Fire Department	id=g:7310405
West Valley Fire District Substation	id=g:7310406
Lake Oswego Fire Department Station 214	id=g:7310407
Grants Pass Fire and Rescue Operations Division Station 1 Headquarters	id=g:7310408
Vale Fire and Ambulance	id=g:7310409
Rogue River Rural Fire Protection District	id=g:7310410
City of Heppner Fire Department	id=g:7310411
Vernonia Rural Fire Protection District	id=g:7310412
Riddle Volunteer Fire Department	id=g:7310413
Halsey - Shedd Rural Fire Protection District Station 51	id=g:7310414
Stayton Rural Fire Protection District Marion Station	id=g:7310415
Evans Valley Fire District 6	id=g:7310416
Banks Fire Protection District 13 Headquarters	id=g:7310417
Seal Rock Rural Fire Protection District Bayshore Station	id=g:7310418
Silverton Fire District Headquarters	id=g:7310419
Illinois Valley Fire District Station 1	id=g:7310420
Gold Beach Volunteer Fire Department	id=g:7310421
Coos Bay Fire Department Empire Station	id=g:7310422
Tillamook Fire District Station 71	id=g:7310423
Mill City Fire Department	id=g:7310424
Oakridge Fire Department	id=g:7310425
Boardman Rural Fire Protection District Station 1	id=g:7310426
Lane County Fire District 1 Station 11 - 1	id=g:7310427
Applegate Valley Rural Fire Protection District 9 Station 3 Headquarters	id=g:7310428
North Lincoln Fire and Rescue District 1 Station 1600 Taft	id=g:7310429
Dufur Volunteer Fire Department	id=g:7310430
Scio Rural Fire Protection District Station 91	id=g:7310431
Rufus Volunteer Fire Department and Ambulance Service	id=g:7310432
Newport Fire Department Station 10	id=g:7310433
Jackson County Fire District 3 Agate Lake Station	id=g:7310434
Fairview Rural Fire Protection District	id=g:7310435
Cascade Locks Fire and Emergency Medical Services	id=g:7310436
Manzanita Department of Public Safety	id=g:7310437
Portland Fire and Rescue Station 2 Parkrose Portland Airport	id=g:7310438
Gaston Rural Fire Protection District	id=g:7310439
Jacksonville Fire Department	id=g:7310440
North Douglas County Fire and Emergency Medical Services Station 3	id=g:7310441
Bonanza Rural Fire Protection District	id=g:7310442
Sutherlin Fire Department	id=g:7310443
Chemeketa - Brooks Regional Training Center	id=g:7310444
Medford Fire Department Station 6	id=g:7310445
Netarts - Oceanside Rural Fire Protection District Station 62	id=g:7310446
United States Forest Service Tiller Ranger District	id=g:7310447
Fremont Winema National Forest Fire Center	id=g:7310448
Umatilla Chemical Depot Fire Department	id=g:7310449
Oregon Air National Guard Base Fire and Rescue Portland	id=g:7310450
Corvallis Fire Department Station 5	id=g:7310451
Pine Hollow Volunteer Fire Department Station 1	id=g:7310452
Upper Chetco Rural Fire Protection District	id=g:7310453
Siuslaw Valley Fire and Rescue Station 5 Canary Station	id=g:7310454
South Lane County Fire and Rescue Station 22	id=g:7310455
Siuslaw Valley Fire and Rescue Station 2 Old Town Station	id=g:7310456
Hauser Rural Fire Protection District	id=g:7310457
Adrian Fire Department	id=g:7310458
United States Forest Service Ashland Ranger District	id=g:7310459
South Lane County Fire and Rescue Station 24	id=g:7310460
United States Forest Service Hebo Ranger District	id=g:7310461
United States Forest Service Hood River Ranger District	id=g:7310462
McKenzie Fire and Rescue Station 2 - Camp Creek Station	id=g:7310463
Keno Rural Fire Protection District Station 2	id=g:7310464
Douglas Forest Protective Association North Unit	id=g:7310465
Medford Fire Department Station 5	id=g:7310466
Jackson County Fire District 3 Gold Hill Station	id=g:7310467
Jackson County Fire District 3 Dodge Bridge Station	id=g:7310468
Irrigon Rural Fire Protection District	id=g:7310469
Boardman Rural Fire Protection District Station 2	id=g:7310470
Illinois Valley Fire District Station 5	id=g:7310471
Illinois Valley Fire District Station 3	id=g:7310472
Illinois Valley Fire District Old Station 3	id=g:7310473
Illinois Valley Fire District Station 2	id=g:7310474
Keating Rural Fire Protection District	id=g:7310475
Gresham Fire and Emergency Services Station 75	id=g:7310476
Gresham Fire and Emergency Services Station 74	id=g:7310477
Philomath Fire and Rescue Station 202	id=g:7310478
Thomas Creek Rural Fire Department	id=g:7310479
Southwest Polk County Rural Fire Protection District Station 110	id=g:7310480
United States Forest Service Prospect Ranger District	id=g:7310481
United States Forest Service Redmond Hotshots	id=g:7310482
Portland Fire and Rescue Station 24 - Swan Island	id=g:7310483
United States Forest Service Wild Rivers Ranger District	id=g:7310484
Eugene Fire Station 6 Sheldon Station	id=g:7310485
McKenzie Fire and Rescue Station 3 - Camp Creek Station	id=g:7310486
Sweet Home Fire and Ambulance District Station 22	id=g:7310487
Central Oregon Helitak Prineville Helibase	id=g:7310488
City of Bend Fire Department Station 302 Tumalo Fire Station	id=g:7310489
Tualatin Valley Fire and Rescue Station 23 Robinhood	id=g:7310490
Applegate Valley Rural Fire Protection District 9 Station 2	id=g:7310491
United States Forest Service Detroit Ranger District	id=g:7310492
Myrtle Point Fire Department Station 1	id=g:7310493
Eugene Fire Station 9 - Valley River Station	id=g:7310494
Eugene Fire Station 11Santa Clara Station	id=g:7310495
Merrill Rural Fire Protection District	id=g:7310496
Keno Rural Fire Protection District Station 1Headquarters	id=g:7310497
Huntington Volunteer Fire Department	id=g:7310498
Eagle Valley Rural Fire Protection District	id=g:7310499
Powder River - Mosquito Flat North Rural Fire Protection District	id=g:7310500
Applegate Valley Rural Fire Protection District 9 Station 1	id=g:7310501
Eugene Fire Station 7 Bethel Station	id=g:7310502
Tangent Rural Fire Department	id=g:7310503
Elkton Rural Fire Protection District	id=g:7310504
Tiller Rural Fire Protection District Headquarters	id=g:7310505
Applegate Valley Rural Fire Protection District 9 Station 5	id=g:7310506
Eugene Fire Station 8 Danebo Station	id=g:7310507
Scio Rural Fire Protection District Station 92	id=g:7310508
Sweet Home Fire and Ambulance District Station 24	id=g:7310509
Corvallis Fire Department Station 6	id=g:7310510
City of Bend Fire Department Station 304 East Fire Station	id=g:7310511
Sumner Rural Fire Protection District Station 1	id=g:7310512
North Bay Rural Fire Protection District	id=g:7310513
Albany Fire Department Station 4	id=g:7310514
Marion County Fire District 1 Station 6 Wheatland	id=g:7310515
Marion County Fire District 1 Station 3 Pratum	id=g:7310516
Marion County Fire District 1 Station 2 Middle Grove	id=g:7310517
Marion County Fire District 1 Station 7 Labish Center	id=g:7310518
Pilot Rock Rural Fire Protection District 7	id=g:7310519
Hoskins - Kings Valley Rural Fire Protection District	id=g:7310520
Bandon Rural Fire Protection District Kehl Station	id=g:7310521
Woodburn Rural Fire Protection District Station 24 Waconda	id=g:7310522
Sunriver Fire Department	id=g:7310523
Reedsport Volunteer Fire Department Station 2	id=g:7310524
Woodburn Rural Fire Protection District Station 25 Broadacres	id=g:7310525
Woodburn Rural Fire Protection District Station 21 Headquarters	id=g:7310526
Pendleton City Fire and Ambulance Station 2	id=g:7310527
Woodburn Rural Fire Protection District Station 22 James Street	id=g:7310528
Clackamas Fire District 1 Station 9	id=g:7310529
Douglas County Fire District 2 Melrose Station	id=g:7310530
Springfield Department of Fire and Life Safety Station 14	id=g:7310531
Nestucca Rural Fire Protection District Station 83 Beaver	id=g:7310532
United States Forest Service Sisters Ranger District	id=g:7310533
Camas Valley Fire Department Station 2	id=g:7310534
Southwest Polk County Rural Fire Protection District Station 130	id=g:7310535
Polk County Fire District 1 Station 70 Pedee	id=g:7310536
Polk County Fire District 1 Station 40 Buena Vista	id=g:7310537
Gresham Fire and Emergency Services Station 72	id=g:7310538
Sheridan Fire District Substation Ballston	id=g:7310539
Polk County Fire District 1 Station 80	id=g:7310540
Mosier Rural Fire District Station 2	id=g:7310541
Sublimity Fire District Station 52 Substation	id=g:7310542
Columbia River Fire and Rescue Fairgrounds Station	id=g:7310543
Monitor Rural Fire Protection District Yoder Station	id=g:7310544
Pendleton City Fire and Ambulance Station 3 Airport	id=g:7310545
Chiloquin Agency Lake Fire District Station 2	id=g:7310546
Jefferson Rural Fire Protection District Millersburg	id=g:7310547
Tualatin Valley Fire and Rescue Station 56 Elligsen Road	id=g:7310548
Lexington Volunteer Fire Department	id=g:7310549
Mist - Birkenfeld Rural Fire Protection District Peterson Station	id=g:7310550
Lane County Fire District 1 Station 18 - 2	id=g:7310551
Lane County Fire District 1 Station 11 - 4	id=g:7310552
Olney - Walluski Volunteer Fire and Rescue District	id=g:7310553
United States Forest Service - Diamond Lake Ranger District	id=g:7310554
Sutherlin Fire Department Calapooia Station	id=g:7310555
Mist - Birkenfeld Rural Fire Protection District	id=g:7310556
Depoe Bay Rural Fire Protection District Station 2400 - Otter Rock	id=g:7310557
Goshen Rural Fire Protection District	id=g:7310558
Douglas County Fire District 2 Headquarters	id=g:7310559
Gresham Fire and Emergency Services Station 71	id=g:7310560
Baker Rural Fire Protection District Pocahontas Road	id=g:7310561
Rural / Metro Fire Department Station 6	id=g:7310562
Rural / Metro Fire Department Station 4	id=g:7310563
Rural / Metro Fire Department Station 1	id=g:7310564
Haines Fire Protection District Muddy Creek Road	id=g:7310565
Marion County Fire District 1 Station 5 Brooks	id=g:7310566
Marion County Fire District 1 Station 8 Chemeketa	id=g:7310567
Elgin Rural Fire Protection District	id=g:7310568
Union City Fire Department	id=g:7310569
Scappoose Rural Fire Protection District Holbrook	id=g:7310570
Scappoose Rural Fire Protection District Chapman	id=g:7310571
Scappoose Rural Fire Protection District Marina	id=g:7310572
Bandon Rural Fire Protection District Randolph Station	id=g:7310573
Clatskanie Rural Fire Quincy Station	id=g:7310574
Columbia River Fire and Rescue Fernhill Station	id=g:7310575
Columbia River Fire and Rescue - Deer Island Station	id=g:7310576
Lowell Volunteer Fire Protection District Station 1	id=g:7310577
Tualatin Valley Fire and Rescue Station 358 Rosemont	id=g:7310578
Tualatin Valley Fire and Rescue Station 52 Wilsonville	id=g:7310579
Tualatin Valley Fire and Rescue Station 59 Willamette	id=g:7310580
Tualatin Valley Fire and Rescue Station 58 West Linn Bolton	id=g:7310581
Tualatin Valley Fire and Rescue Station 57 Mountain Road	id=g:7310582
Tualatin Valley Fire and Rescue Station 66 Brockman Road	id=g:7310583
Crook County Fire and Rescue - Juniper Canyon	id=g:7310584
Tualatin Valley Fire and Rescue Station 33 Sherwood	id=g:7310585
Tualatin Valley Fire and Rescue Station 363	id=g:7310586
Tualatin Valley Fire and Rescue Station 60 Cornell Road	id=g:7310587
Mitchell Volunteer Fire Department	id=g:7310588
Portland Fire and Rescue Station 16 Sylvan	id=g:7310589
Portland Fire and Rescue Station 13 Lloyd Center	id=g:7310590
Tualatin Valley Fire and Rescue Station 68 Oak Hills	id=g:7310591
Portland Fire and Rescue Station 31 Rockwood	id=g:7310592
North Lincoln Fire and Rescue District 1 Station 1300 Otis	id=g:7310593
Hillsboro Fire and Rescue Station 2 Brookwood	id=g:7310594
Portland Fire and Rescue Station 30 Gateway	id=g:7310595
Portland Fire and Rescue Station 15 Southwest Hills	id=g:7310596
Portland Fire and Rescue Station 22 Saint Johns	id=g:7310597
Portland Fire and Rescue Station 17 - Hayden Island	id=g:7310598
Portland Fire and Rescue Station 20 Sellwood - Moreland	id=g:7310599
Tualatin Valley Fire and Rescue Station 67 Farmington Road	id=g:7310600
Winston Dillard Rural Fire Protection District	id=g:7310601
Salem Fire Department Station 3	id=g:7310602
Albany Fire Department Station 2	id=g:7310603
Charleston Rural Fire Protection District Crown Point Station	id=g:7310604
Joseph Fire Department	id=g:7310605
Multnomah County Rural Fire Protection District 14 Station 61 Springdale	id=g:7310606
Hillsboro Fire and Rescue Parkwood Station	id=g:7310607
Lane County Fire District 1 Station 18 - 3	id=g:7310608
Ione Rural Fire Protection District	id=g:7310609
Hillsboro Fire and Rescue Station 3	id=g:7310610
Multnomah County Rural Fire Protection District 14 Station 62 Corbett	id=g:7310611
Yachats Rural Fire Protection District North Station	id=g:7310612
Sauvie Island Volunteer Rural Fire Protection District 30j	id=g:7310613
Gresham Fire and Emergency Services Station 76	id=g:7310614
Coquille Fire Department Station 2	id=g:7310615
