Averill Station (historical)	id=g:7272487
Lawsons Mill (historical)	id=g:7279202
Mackeys Mill (historical)	id=g:7279203
Lowell Fairgrounds	id=g:7279204
Grandville Marketplace	id=g:7279205
Cliff Dwellers Club (historical)	id=g:7279206
Knob Lick	id=g:7279207
Lancaster River Club (historical)	id=g:7279208
Old Wellington Fort (historical)	id=g:7279209
Perryville Fairground	id=g:7279210
Persimmon Grove	id=g:7279211
Salem	id=g:7279212
Wells Landing (historical)	id=g:7279213
Banner Fork Coal Company (historical)	id=g:7279214
Creed Smith Store and Sawmill (historical)	id=g:7279215
Darbytown	id=g:7279216
Flager	id=g:7279217
Hensley Store (historical)	id=g:7279218
Holmes House (historical)	id=g:7279219
Holmes Mill (historical)	id=g:7279220
Jacks Gap Rock	id=g:7279221
Jane Post Office (historical)	id=g:7279222
John Paces Store (historical)	id=g:7279223
Kettle Rockhouse	id=g:7279224
Loyall Post Office	id=g:7279225
McKnight	id=g:7279226
Natures Bathing Pool	id=g:7279227
Peepace Store (historical)	id=g:7279228
Ridgeway Post Office (historical)	id=g:7279229
Short Store (historical)	id=g:7279230
State Fish Hatchery (historical)	id=g:7279231
The Town Rocks	id=g:7279232
Barney V Brewer Mill (historical)	id=g:7279233
Brewers Mill (historical)	id=g:7279234
Daniel Brewers Mill (historical)	id=g:7279235
Forsythe Mill (historical)	id=g:7279236
Mercer County Alms House (historical)	id=g:7279237
Mercer County Fairgrounds	id=g:7279238
Harrodsburg Junction (historical)	id=g:7279239
John W. Finnells Mill (historical)	id=g:7279240
Windmill Acres	id=g:7279241
Highpoint Center	id=g:7279242
Vandyke Mill (historical)	id=g:7279243
Wyskoffs Saw Mill (historical)	id=g:7279244
Beaver Lake Boat Dock	id=g:7279245
Huffmans Distillery (historical)	id=g:7279246
Rices Mill (historical)	id=g:7279247
Tyrone Landing (historical)	id=g:7279248
Saddle Creek Ranch	id=g:7279249
Craigs Mill (historical)	id=g:7279250
Double Springs (historical)	id=g:7279251
Dudderars Mill (historical)	id=g:7279252
Englemans Mill (historical)	id=g:7279253
Hazel Dale	id=g:7279254
Orphans Home (historical)	id=g:7279255
Peytons Mill (historical)	id=g:7279256
Peytons Well (historical)	id=g:7279257
Richmond Junction (historical)	id=g:7279258
Ash Grove	id=g:7279259
Brights Old Stage Coach Inn (historical)	id=g:7279260
Buffalo Mill (historical)	id=g:7279261
Holdams Mill (historical)	id=g:7279262
Isaac Shelby State Shrine	id=g:7279263
Maple Wood	id=g:7279264
Amboy Railroad Siding (historical)	id=g:7279265
Coon Hollow Railroad Stop (historical)	id=g:7279266
Lofty Railroad Siding (historical)	id=g:7279267
Givens Depot	id=g:7279268
Cannonsburg Ski Area	id=g:7279269
Rockford Rest Area	id=g:7279270
Boulware Railroad Stop (historical)	id=g:7279271
Chestnut Grove Grange Hall (historical)	id=g:7279272
Christiansburg Depot (historical)	id=g:7279273
Croppers Depot (historical)	id=g:7279274
Cross Keys Tavern (historical)	id=g:7279275
Helms Mill (historical)	id=g:7279276
Herrington Mills (historical)	id=g:7279277
Rattle Trap	id=g:7279278
Shelby County Poor House (historical)	id=g:7279279
Zaring Mill (historical)	id=g:7279280
Dwight Ordway Orchards	id=g:7279281
Schilderink Dairy	id=g:7279282
Gibsons Landing (historical)	id=g:7279283
Haydons Stand (historical)	id=g:7279284
Inverness Landing (historical)	id=g:7279285
J D Burns Landing (historical)	id=g:7279286
Jones Landing (historical)	id=g:7279287
Lead Mine Landing (historical)	id=g:7279288
Lusby Mill (historical)	id=g:7279289
Marion and Simpsons Ferry (historical)	id=g:7279290
Marions Landing (historical)	id=g:7279291
Mussel Shoals Landing (historical)	id=g:7279292
Perrys Landing (historical)	id=g:7279293
Pond Branch Landing (historical)	id=g:7279294
Rileys Landing (historical)	id=g:7279295
Shiddells Woods (historical)	id=g:7279296
Springport Ferry (historical)	id=g:7279297
Thomas Landing (historical)	id=g:7279298
Vallandinghams Mill (historical)	id=g:7279299
Ballards Landing (historical)	id=g:7279300
Balls Landing (historical)	id=g:7279301
Cleveland (historical)	id=g:7279302
Chesser Dairy	id=g:7279303
Sugar Grove	id=g:7279304
Tatham Springs Hotel and Health Resort (historical)	id=g:7279305
Bredding Grist Mill (historical)	id=g:7279306
Careys Tunnel Mill (historical)	id=g:7279307
Dorseys Mill (historical)	id=g:7279308
Lone Star	id=g:7279309
Maple Grove	id=g:7279310
Parkers Landing (historical)	id=g:7279311
Rays Mill (historical)	id=g:7279312
Ryans Mill (historical)	id=g:7279313
Sharps Mill (historical)	id=g:7279314
Saranac Rest Area	id=g:7279315
Portland Rest Area	id=g:7279316
Thirty Mile Point Light	id=g:7279317
Edward Marshalls Mill (historical)	id=g:7279318
Parkers Cove	id=g:7279319
Van Dykes Mill (historical)	id=g:7279320
Eicks Ranch	id=g:7279321
Pendleton Ranch	id=g:7279322
Robertson Ranch	id=g:7279323
Robertson Ranch	id=g:7279324
Upshaw Ranch	id=g:7279325
Pendleton Ranch	id=g:7279326
The Flatwoods Section	id=g:7279327
Abbotts Landing (historical)	id=g:7279328
Boulwares Landing (historical)	id=g:7279329
Buffalo Crossing Landing (historical)	id=g:7279330
Clay Lick Landing (historical)	id=g:7279331
Drennon Landing (historical)	id=g:7279332
Drennon Springs Ruins	id=g:7279333
Henry County Poor House (historical)	id=g:7279334
J D Burns Landing (historical)	id=g:7279335
Jericho Railroad (historical)	id=g:7279336
Lanes Landing (historical)	id=g:7279337
Lead Mine Landing (historical)	id=g:7279338
Mole Hole Landing (historical)	id=g:7279339
Mount Zion (historical)	id=g:7279340
Pollards Landing (historical)	id=g:7279341
River Dale Landing (historical)	id=g:7279342
The Pinnacle	id=g:7279343
The Thrashing Rock	id=g:7279344
The Wolf Den	id=g:7279345
The Grass Field	id=g:7279346
The Hawk Point	id=g:7279347
The Log Chute (historical)	id=g:7279348
Wild Kitchen	id=g:7279349
A Salt Spring and Deer Lick	id=g:7279350
Becks Mill (historical)	id=g:7279351
Buffalo Wallow	id=g:7279352
Burris Mill (historical)	id=g:7279353
Cooley Mill (historical)	id=g:7279354
Denny Mill (historical)	id=g:7279355
Dogtown (historical)	id=g:7279356
Griffin Oil Pool (historical)	id=g:7279357
Jericho	id=g:7279358
Mack Tract	id=g:7279359
Onion Point	id=g:7279360
Possum Kingdom	id=g:7279361
Powells Mills (historical)	id=g:7279362
Shadoan Home (historical)	id=g:7279363
Shiner City	id=g:7279364
Sifter Rock	id=g:7279365
Steele Old Mill (historical)	id=g:7279366
The Blue Mud	id=g:7279367
Damell Ranch	id=g:7279368
Miller Ranch	id=g:7279369
Boone County Poor House (historical)	id=g:7279370
Bushs Crossroads	id=g:7279371
Excelsior Grange Hall (historical)	id=g:7279372
Garrison Landing (historical)	id=g:7279373
Hamilton Mills (historical)	id=g:7279374
Marshalls (historical)	id=g:7279375
Parlor Grove (historical)	id=g:7279376
Piatts Landing (historical)	id=g:7279377
Roberts Mill (historical)	id=g:7279378
Stephensons Mill (historical)	id=g:7279379
Sugar Grove	id=g:7279380
White Haven	id=g:7279381
Dolph Landing (historical)	id=g:7279382
Double Lick	id=g:7279383
Florence Crossroads	id=g:7279384
Grange Hall (historical)	id=g:7279385
Meeks Ferry Landing (historical)	id=g:7279386
Rock Landing (historical)	id=g:7279387
Sand Run Lick	id=g:7279388
White Oak Lick	id=g:7279389
Roberds Ranch	id=g:7279390
Otter Creek Mill (historical)	id=g:7279391
Reids Mill (historical)	id=g:7279392
Wilkins Mill (historical)	id=g:7279393
Moholand	id=g:7279394
Bailey Mill (historical)	id=g:7279395
Brighton Park Mill (historical)	id=g:7279396
Buffalo Trace Distillery	id=g:7279397
Conways Mill (historical)	id=g:7279398
Elkhorn Mills (historical)	id=g:7279399
Ezra Brooks Distillery (historical)	id=g:7279400
Foster Tavern (historical)	id=g:7279401
Frankfort Fish Hatchery	id=g:7279402
Franks Ford (historical)	id=g:7279403
Hoge	id=g:7279404
Macklin Mill (historical)	id=g:7279405
Manford Ferry (historical)	id=g:7279406
McDonald Ferry (historical)	id=g:7279407
Onan Ferry (historical)	id=g:7279408
Shady Grove (historical)	id=g:7279409
Spaghetti Junction	id=g:7279410
Steadmanville Mill (historical)	id=g:7279411
Graben Tavern (historical)	id=g:7279412
Kissinger Lead Mines (historical)	id=g:7279413
Potterville Rest Area	id=g:7279414
DeWitt Rest Area	id=g:7279415
Beaver Lodge	id=g:7279416
Beaver Lodge Dock	id=g:7279417
Beech Valley Inn (historical)	id=g:7279418
Blue Hole	id=g:7279419
Bone Cave	id=g:7279420
Browns Mill (historical)	id=g:7279421
Browns Mill (historical)	id=g:7279422
Carter Dock	id=g:7279423
Charley Bridgeman Mill (historical)	id=g:7279424
Cotton Patch	id=g:7279425
Cullom Rock	id=g:7279426
Davis Mill (historical)	id=g:7279427
Deer Point	id=g:7279428
Devils Kitchen	id=g:7279429
Dishman Mill (historical)	id=g:7279430
Ditch Mill (historical)	id=g:7279431
Fox Rock	id=g:7279432
Gap Creek Mill (historical)	id=g:7279433
Goff Mill (historical)	id=g:7279434
Hanging Rock	id=g:7279435
Hanging Rock	id=g:7279436
Happy Top	id=g:7279437
Hog Rock	id=g:7279438
Horse Rock	id=g:7279439
Hurts Mill (historical)	id=g:7279440
Indian Rockhouse	id=g:7279441
Jock Rankin Mill (historical)	id=g:7279442
Joshua Jones Furnace (historical)	id=g:7279443
Kelsay Mills	id=g:7279444
Lee Mill (historical)	id=g:7279445
Maggie Marshall Mill (historical)	id=g:7279446
Mose Point	id=g:7279447
O P Lins Sawmill (historical)	id=g:7279448
Oil Well Hole	id=g:7279449
Rabbit Patch	id=g:7279450
Ranking Mill (historical)	id=g:7279451
Reuben Dishman Mill (historical)	id=g:7279452
Samson Hammer	id=g:7279453
Shindig	id=g:7279454
Sloan Coal Mine (historical)	id=g:7279455
The Big Deer Lick	id=g:7279456
The Joe Rock	id=g:7279457
The Rabbit Patch	id=g:7279458
The Round Rock	id=g:7279459
Washington Young Home (historical)	id=g:7279460
Wayne County Speedway	id=g:7279461
Whitson Mill (historical)	id=g:7279462
99 Bar Ranch	id=g:7279463
Grattan Raceway	id=g:7279464
Stoller's Organic Dairy	id=g:7279465
John Ball Zoo	id=g:7279466
Leonard Fuller Plaza	id=g:7279467
Plainfield Plaza	id=g:7279468
Hills Plaza	id=g:7279469
Watervliet Rest Area	id=g:7279470
Sonnenalp Resort of Vail	id=g:7279471
Beaver Creek Resort	id=g:7279472
Delta Meadows Project	id=g:7279473
Platt Park Neighborhood	id=g:7279474
Attorney John Berman's Private Property - No Trespassing. Includes all McLaughlin Pond area.	id=g:7279490
Rancho Viejo	id=g:7279494
Former Willard Mack Estate	id=g:7279554
Willard mack Estate (Actor)	id=g:7279555
Echelon Building	id=g:7279914
Carmelo's Italian Restaurant‎	id=g:7280303
The Fish	id=g:7280304
Tintos Spanish Restaurant and Wine Bar	id=g:7280305
Pepper Tree Veggie Cuisine	id=g:7280351
Deep Creek United Methodist Church	id=g:7280460
Sentara Obici Hospital	id=g:7280461
Culpepper Family Cemetery	id=g:7280462
Multnomah County Belmont Branch Library	id=g:7280474
Mi Piaci	id=g:7280602
Nana Restaurant	id=g:7280603
The Boardroom	id=g:7280604
Carousel of Happiness	id=g:7280675
Nathan Lazarus Skate Park	id=g:7280676
McLean Game Refuge - Parking Lot	id=g:7280951
McLean Game Refuge - Parking Lot on Rt 10	id=g:7280952
Bar Hayama	id=g:7280956
ebasedEVOLUTION	id=g:7281127
Ameristar Cactus Petes Resort Casino	id=g:7281865
Ameristar Casino Hotel Council Bluffs	id=g:7281866
Ameristar Casino Hotel East Chicago	id=g:7281867
Ameristar Casino Hotel Kansas City	id=g:7281868
Ameristar Casino Resort Spa St Charles	id=g:7281870
Ameristar Casino Hotel Vicksburg	id=g:7281871
Hyatt Summerfield Suites Colorado Springs	id=g:7281872
Ameristar Casino Resort Spa Black Hawk	id=g:7281873
Holiday Inn Austin NW/Arboretum	id=g:7281875
Hyatt Summerfield Suites Houston/Galleria	id=g:7281878
Hyatt Summerfield Suites Austin NW/Arboretum	id=g:7281879
Port Clarence LORAN-C Transmission Mast	id=g:7282234
La Moure OMEGA Tower	id=g:7282244
Lualualei VLF transmitter, Mast West	id=g:7282246
Lualualei VLF transmitter, Mast East	id=g:7282247
BREN Tower	id=g:7282248
Aguada VLF Mast	id=g:7282249
Mechanicville Hydroelectric Power Plant	id=g:7282437
HVDC Pacific DC Intertie - Sylmar Static Inverter Plant	id=g:7282457
HVDC Pacific DC Intertie - Sylmar West Static Inverter Plant	id=g:7282458
HVDC Square Butte - Center Static Inverter Plant	id=g:7282468
HVDC Square Butte - Adolph Static Inverter Plant	id=g:7282469
David A. Hamil HVDC Back-to-back station	id=g:7282473
HVDC CU - Coal Creek Static Inverter Plant	id=g:7282477
HVDC CU - Dickinson Static Inverter Plant	id=g:7282478
Eddy County HVDC Back-to-back station	id=g:7282484
Blackwater HVDC Back-to-back station	id=g:7282486
Miles City HVDC Back-to-back station	id=g:7282490
Highgate HVDC Back-to-back station	id=g:7282491
HVDC Intermountain - Delta Static Inverter Plant	id=g:7282494
HVDC Intermountain - Adelanto Static Inverter Plant	id=g:7282495
Virginia Smith HVDC Back-to-back station	id=g:7282499
HVDC Quebec-New England - Comerford Static Inverter Plant	id=g:7282510
HVDC Quebec-New England - James Bay Static Inverter Plant	id=g:7282511
Welch-Monticello HVDC Back-to-back station	id=g:7282522
Eagle Pass HVDC Back-to-back station	id=g:7282534
HVDC Cross Sound Cable - New Haven Static Inverter Plant	id=g:7282544
HVDC Cross Sound Cable - Shoreham Static Inverter Plant	id=g:7282545
Rapid City HVDC Back-to-back station	id=g:7282553
Lamar HVDC Back-to-back station	id=g:7282562
HVDC Neptune Cable - Hicksville Static Inverter Plant	id=g:7282569
HVDC Neptune Cable - Sayreville Static Inverter Plant	id=g:7282570
Sharyland HVDC Back-to-back station	id=g:7282571
HVDC Trans Bay Cable - East Bay Static Inverter Plant	id=g:7282578
HVDC Trans Bay Cable - San Francisco Static Inverter Plant	id=g:7282579
Fadis Mediterranean Grill	id=g:7282806
Quan Yin Vegetarian Restaurant	id=g:7282986
Newark Liberty International Airport	id=g:7283139
Severn Railway Substation	id=g:7283333
Bowie Railway Substation	id=g:7283334
Landover Railway Substation	id=g:7283335
Thorndale Railway Substation	id=g:7283336
Paoli Railway Substation	id=g:7283337
Brywn Mar Railway Substation	id=g:7283338
New Rochelle Railway Substation	id=g:7283339
Stamford Railway Substation	id=g:7283340
Devon Railway Substation	id=g:7283341
Woodmont Railway Substation	id=g:7283342
New Haven Railway Substation	id=g:7283343
Richmond Railway Substation	id=g:7283344
Cornwell Heights Railway Substation	id=g:7283345
Edgely Railway Substation	id=g:7283346
Morrisville Railway Substation	id=g:7283347
Rahway Railway Substation	id=g:7283348
Elizabeth Railway Substation	id=g:7283349
Kearney Railway Substation	id=g:7283350
Hackensack Railway Substation	id=g:7283351
Millstone Railway Substation	id=g:7283352
Metuchen Railway Substation	id=g:7283353
Frazer Railway Substation	id=g:7283354
Parkesburg Railway Substation	id=g:7283355
Baltimore Railway Substation	id=g:7283356
Kinzers Railway Substation	id=g:7283357
Witmer Railway Substation	id=g:7283358
Royalton Railway Substation	id=g:7283359
Harrisburg Railway Substation	id=g:7283360
West Yard Railway Substation	id=g:7283361
Newark Railway Substation	id=g:7283362
Belluevue Railway Substation	id=g:7283363
Perryville Railway Substation	id=g:7283364
1st Philadelphia Railway Substation	id=g:7283365
2nd Philadelphia Railway Substation	id=g:7283366
Monmoth Junction Railway Substation	id=g:7283367
Jerico Park Static Converter	id=g:7283368
Safe Harbor Power Plant	id=g:7283369
Lamokin Rotating Converter	id=g:7283370
Lamokin Railway Substation	id=g:7283371
Richmond Static Converter	id=g:7283372
Richmond Rotary Converter	id=g:7283373
Sunnyside Yard Static Converter	id=g:7283374
Wayne Junction Static Converter	id=g:7283375
Benning Power Plant	id=g:7283376
HVDC Square Butte - Missouri Crossing, Tower West	id=g:7283649
HVDC Square Butte - Missouri Crossing, Tower East	id=g:7283650
HVDC Square Butte crosses HVDC CU - only overhead HVDC powerline crossing outside China	id=g:7283652
HVDC Quebec-New England - Crossing of border between USA and Canada	id=g:7283673
Irvine Chamber and Visitors Bureau - Irvine CVB	id=g:7283718
Winterplace Ski Resort	id=g:7284335
Ripken Stadium	id=g:7284345
Cedar Lane Regional Park	id=g:7284468
St. Elizabeth's Hospital	id=g:7284471
St. Elizabeth's Hospital	id=g:7284477
China Stix	id=g:7284478
Mystic Lake Casino	id=g:7284531
Minnesota Zoo	id=g:7284701
Hookipa Beach	id=g:7284724
Mama's Fish House	id=g:7284729
Haliimaile General Store	id=g:7284759
Touro University California	id=g:7284800
SeaRiver Maritime	id=g:7284801
Jelly Belly Factory	id=g:7284802
Mayuri Indian Restaurant	id=g:7284821
Holiday Inn Express & Suite Chicago Midway Airport	id=g:7284868
Holiday Inn Express Merrillville	id=g:7284870
Holiday Inn Grand Rapids	id=g:7284871
Budweiser Brewery	id=g:7284877
Anthem Outlet Stores	id=g:7284950
Historical Glendale	id=g:7284951
Santa Anita Race Track	id=g:7284973
University of Southern California	id=g:7284975
Toyota Speedway at Irwindale	id=g:7284979
Big League Dreams Sportsplex	id=g:7284980
Old Town Pasadena	id=g:7284981
Valley Village	id=g:7284982
Verizon Arena	id=g:7284983
Heifer International	id=g:7284984
University of Arkansas for Medical Sciences	id=g:7284985
Little Rock River Market District	id=g:7284986
Wildwood Park for the Performing Arts	id=g:7284987
The Promenade at Chenal	id=g:7284988
Citizens Bank Arena	id=g:7287683
Ontario Convention Center	id=g:7287684
California State Polytechnic University, Pomona	id=g:7287687
Los Angeles County Fairplex	id=g:7287688
Texas Gulf Coast	id=g:7287689
National Mall	id=g:7287690
Clay County Fair Association	id=g:7287691
Wal-Mart Corporate Office	id=g:7287692
Tyson Foods Incorporated	id=g:7287693
Lake Las Vegas	id=g:7287707
Bud Walton Arena	id=g:7287718
Randal Tyson Track Center	id=g:7287719
Mohawk Trail	id=g:7287720
Loving Hut	id=g:7287721
Il Valentino	id=g:7287722
Mr Stox Restaurant	id=g:7287723
Baba's Village Restaurant	id=g:7287724
Italian Village Restaurants	id=g:7287725
Ago Restaurant	id=g:7287726
Mogul Indian Restaurant	id=g:7287728
Cuisine of India	id=g:7287729
Okemo Mountain Ski Area	id=g:7287730
Twin River Casino	id=g:7287731
Kirkbrae Country Club	id=g:7287732
Country View Golf Club	id=g:7287733
Lucas County Arena	id=g:7287735
Franklin Park Westfield Mall	id=g:7287736
University of Massachusetts Dartmouth	id=g:7287769
Valentine Theatre	id=g:7287777
Las Olas Boulevard	id=g:7287819
Luray Caverns	id=g:7287820
The Westin Austin at the Domain	id=g:7287855
Blossom Vegan Restaurant	id=g:7287863
Mario's Restaurant	id=g:7287878
Mario's Restaurant	id=g:7287880
Jay Peak Ski & Summer Resort	id=g:7287902
Comcast Arena at Everett Events Center	id=g:7287905
Seattle Premium Outlets	id=g:7287911
Cross in the Woods	id=g:7287934
Providence Golf Club	id=g:7287935
Ridgewood Lakes Golf & Country Club	id=g:7287936
Deer Creek Course	id=g:7287937
ChampionsGate Golf Club	id=g:7287938
Highlands Reserve Golf Club	id=g:7287939
Polo Park East Course	id=g:7287940
Polo Park Golf Course	id=g:7287941
Cox Convention Center	id=g:7287945
Ford Center	id=g:7287946
Bricktown	id=g:7287947
Spokane Convention Center	id=g:7287959
Spokane Arena	id=g:7287962
INB Performing Arts Center	id=g:7287974
Northern Quest Casino	id=g:7287975
New England	id=g:7288047
Columbus Circle	id=g:7288049
WaterWorks Park in Holly, Michigan,USA	id=g:7288053
3 Concrete Tubes Shiawassee River	id=g:7288054
Hot Wok	id=g:7288065
Strom Park in Fenton	id=g:7288123
S. East Street Culvert	id=g:7288125
Fenton Dam	id=g:7288126
