Mokotibe-Antanimavo	id=g:1058747
Fanorahana	id=g:1065170
Fanongoavana	id=g:1065171
Fanomboa	id=g:1065172
Farihy Fanolana	id=g:1065173
Fanoa	id=g:1065174
Fanoa	id=g:1065175
Nosy Fano	id=g:1065176
Fanjatoana	id=g:1065177
Fanjarivo	id=g:1065178
Fanjakely	id=g:1065179
Fanjakana	id=g:1065180
Fanjakana	id=g:1065181
Fanjakana	id=g:1065182
Fanjakamandroso	id=g:1065183
Fanjakamandroso	id=g:1065184
Fanjaka	id=g:1065185
Fanjahirana	id=g:1065186
Fanjahira	id=g:1065187
Fanjahira	id=g:1065188
Fanjahira	id=g:1065189
Fanjabe	id=g:1065190
Fanivelona	id=g:1065191
Fanivelona	id=g:1065192
Fanindrona	id=g:1065193
Fanindrona	id=g:1065194
Îlot Faninana	id=g:1065195
Fanikay	id=g:1065196
Fanikay	id=g:1065197
Nosy Fanihy	id=g:1065198
Faniana	id=g:1065199
Fangorolava Sud	id=g:1065200
Fangorolava Nord	id=g:1065201
Fangorolava	id=g:1065202
Bouche Fangoro	id=g:1065203
Fangoro	id=g:1065204
Fangorano	id=g:1065205
Fangoloana Ambony	id=g:1065206
Fangoloana Ambany	id=g:1065207
Fangidraty	id=g:1065208
Fangato	id=g:1065209
Fangadiendraka	id=g:1065210
Fanevondro	id=g:1065211
Helodrano Fanemotra	id=g:1065212
Fanefara	id=g:1065213
Fandroana	id=g:1065214
Fandroa	id=g:1065215
Fandroa	id=g:1065216
Fandrikilandy Rivière	id=g:1065217
Fandrianarivo	id=g:1065218
Fandrianarivo	id=g:1065219
Fandrianakely	id=g:1065220
Fandriana	id=g:1065221
Fandriana	id=g:1065222
Fandriana	id=g:1065223
Fandriambarika	id=g:1065224
Fandria	id=g:1065225
Fandrary	id=g:1065226
Fandrarazana	id=g:1065227
Fandrapoha	id=g:1065228
Fandrangata	id=g:1065229
Fandrandava	id=g:1065230
Fandranarivo Nord	id=g:1065231
Fandranarivo	id=g:1065232
Fandranarivo	id=g:1065233
Fandranarivo	id=g:1065234
Fandranarivo	id=g:1065235
Fandranarivo	id=g:1065236
Fandrambato	id=g:1065237
Fandramana	id=g:1065238
Fandralambo	id=g:1065239
Fandrakotra	id=g:1065240
Fandrakoky	id=g:1065241
Fandoma-Ankifio	id=g:1065242
Anse Fandivotra	id=g:1065243
Fandiova	id=g:1065244
Fandana	id=g:1065245
Fandalova Atsimo	id=g:1065246
Fandalova	id=g:1065247
Fandalova	id=g:1065248
Fandalova	id=g:1065249
Fanazazana	id=g:1065250
Fanatolsana	id=g:1065251
Fanatera	id=g:1065252
Fanatera	id=g:1065253
Fanatena	id=g:1065254
Fanasoa	id=g:1065255
Fanasana	id=g:1065256
Fanarana	id=g:1065257
Fanantsarana	id=g:1065258
Fanantenano	id=g:1065259
Fanantara	id=g:1065260
Fananmbara Rivière	id=g:1065261
Fananehana	id=g:1065262
Fananehana	id=g:1065263
Fanandrana	id=g:1065264
Fanandrana	id=g:1065265
Passe Fanandomotra	id=g:1065266
Fanambana	id=g:1065267
Fanambana	id=g:1065268
Nosy Fanala	id=g:1065269
Fanahely	id=g:1065270
Fanahazana	id=g:1065271
Fanafana	id=g:1065272
Fampotakely	id=g:1065273
Fampotakely	id=g:1065274
Fampotabe	id=g:1065275
Fampotabe	id=g:1065276
Alan’ i Fampanambo	id=g:1065277
Fampanambo	id=g:1065278
Fampamelana	id=g:1065279
Famoto	id=g:1065280
Famoriana	id=g:1065281
Famoriana	id=g:1065282
Famoizankova	id=g:1065283
Famoizankova	id=g:1065284
Famofa	id=g:1065285
Famoa	id=g:1065286
Famgorolava	id=g:1065287
Famatalefo	id=g:1065288
Famata	id=g:1065289
Nosy Famaho	id=g:1065290
Nosy Faly	id=g:1065291
Falierana	id=g:1065292
Faliarivo-Antenina	id=g:1065293
Faliarivo	id=g:1065294
Faliarivo	id=g:1065295
Faliarivo	id=g:1065296
Faliarivo	id=g:1065297
Faliarivo	id=g:1065298
Faliarivo	id=g:1065299
Faliarivo	id=g:1065300
Faliandro	id=g:1065301
Faliandra	id=g:1065302
Fakadroka	id=g:1065303
Faitranambo	id=g:1065304
Fahona	id=g:1065305
Nosy Faho	id=g:1065306
Fahitrosy	id=g:1065307
Fahibe	id=g:1065308
Fahankalo	id=g:1065309
Fahambato	id=g:1065310
Fahambahy	id=g:1065311
Fahambahy	id=g:1065312
Fahambahy	id=g:1065313
Riamben’ ny Fahafatesana	id=g:1065314
Fadiorano	id=g:1065315
Ezoambo	id=g:1065316
Ezira Rivière	id=g:1065317
Ezira	id=g:1065318
Ezira	id=g:1065319
Evovo Avaratra	id=g:1065320
Evovo Atsimo	id=g:1065321
Evolo	id=g:1065322
Evohibandrika	id=g:1065323
Evazy	id=g:1065324
Evazy	id=g:1065325
Evazy	id=g:1065326
Evazy	id=g:1065327
Sommet Evatra Sud	id=g:1065328
Sommet Evatra Milieu	id=g:1065329
Sommet Evatra	id=g:1065330
Lohatanjona Evatra	id=g:1065331
Evatra	id=g:1065332
Evatra	id=g:1065333
Evato	id=g:1065334
Evasia	id=g:1065335
Evaho Rivière	id=g:1065336
Alan’ Evaho	id=g:1065337
Toraka Euryalus	id=g:1065338
Etsitonga	id=g:1065339
Etsirihy	id=g:1065340
Etsilitsily	id=g:1065341
Etrotroka Avaratra	id=g:1065342
Etrotroka	id=g:1065343
Etrobeke	id=g:1065344
Etoly	id=g:1065345
Etemitra	id=g:1065346
Etakaka	id=g:1065347
Banc Est de Lango	id=g:1065348
Toraka Estaing	id=g:1065349
Torak’ Estaing	id=g:1065350
Récif Est	id=g:1065351
Grande Passe de l’ Est	id=g:1065352
Esotreaky	id=g:1065353
Esoronga	id=g:1065354
Esomony	id=g:1065355
Esohihy	id=g:1065356
Esiva Rivière	id=g:1065357
Esiva	id=g:1065358
Esiteraky	id=g:1065359
Esira	id=g:1065360
Esira	id=g:1065361
Esinda	id=g:1065362
Esifaka	id=g:1065363
Esiasia	id=g:1065364
Esezaha	id=g:1065365
Eseva	id=g:1065366
Alan’ Esetra	id=g:1065367
Esetra	id=g:1065368
Esanta	id=g:1065369
Esama Rivière	id=g:1065370
Esama	id=g:1065371
Esama	id=g:1065372
Esakave	id=g:1065373
Esaka	id=g:1065374
Farihy Erombo	id=g:1065375
Erombazy Ouest	id=g:1065376
Erombazy Est	id=g:1065377
Erombazy	id=g:1065378
Erombasy	id=g:1065379
Eroka	id=g:1065380
Eriampisaky	id=g:1065381
Farihy Eria	id=g:1065382
Ereheta	id=g:1065383
Erara	id=g:1065384
Erakoky	id=g:1065385
Eraho	id=g:1065386
Erada	id=g:1065387
Erada	id=g:1065388
Dongoandranon’ i Eponge	id=g:1065389
Epiro	id=g:1065390
Eolienne camp	id=g:1065391
Banc de l’ Entrée	id=g:1065392
Enosy	id=g:1065393
Enosy	id=g:1065394
Enosy	id=g:1065395
Enosiary	id=g:1065396
Enimena	id=g:1065397
Enedia	id=g:1065398
Enanto	id=g:1065399
Enaniliha	id=g:1065400
Enanafia	id=g:1065401
Enamora	id=g:1065402
Enalitsy	id=g:1065403
Enakasa	id=g:1065404
Enakara Ambony	id=g:1065405
Enakara	id=g:1065406
Emoty	id=g:1065407
Emotombe	id=g:1065408
Canal d’ Emokala	id=g:1065409
Emokala	id=g:1065410
Emoita	id=g:1065411
Eminimy	id=g:1065412
Emina	id=g:1065413
Toraka Emile Heloise	id=g:1065414
Banc Emile	id=g:1065415
Emieba	id=g:1065416
Emieba	id=g:1065417
Emieba	id=g:1065418
Emeriaka	id=g:1065419
Torak’ Eméraude	id=g:1065420
Mer d’ Emeraude	id=g:1065421
Emaromiha	id=g:1065422
Emanoro	id=g:1065423
Emanomby	id=g:1065424
Emanobo	id=g:1065425
Emanevy	id=g:1065426
Emanda	id=g:1065427
Emanasara	id=g:1065428
Emaloa	id=g:1065429
Emahasoa	id=g:1065430
Elovia Rivière	id=g:1065431
Elovia	id=g:1065432
Elonty	id=g:1065433
Elonty	id=g:1065434
Elomoko	id=g:1065435
Eleza	id=g:1065436
Elesa	id=g:1065437
Elaza	id=g:1065438
Elavay	id=g:1065439
Forêt d’ Elava	id=g:1065440
Elatona	id=g:1065441
Elapa	id=g:1065442
Elanja	id=g:1065443
Scierie d’ Elandy	id=g:1065444
Elandy	id=g:1065445
Elanary	id=g:1065446
Elambovaha	id=g:1065447
Ekotra Rivière	id=g:1065448
Ekena	id=g:1065449
Ejeda	id=g:1065450
Ejeba	id=g:1065451
Ejaba	id=g:1065452
Ehongodrano	id=g:1065453
Ehivoky	id=g:1065454
Ehivoka	id=g:1065455
Ehazoara	id=g:1065456
Ehasity	id=g:1065457
Ehasita	id=g:1065458
Ehara	id=g:1065459
Egoda	id=g:1065460
Efoty	id=g:1065461
Efora	id=g:1065462
Efoetse	id=g:1065463
Efify	id=g:1065464
Efatsy-Anandroza	id=g:1065465
Efasy	id=g:1065466
Efasy	id=g:1065467
Efasy	id=g:1065468
Efamo Fleuve	id=g:1065469
Efame	id=g:1065470
Toraka Edwin	id=g:1065471
Eborano	id=g:1065472
Ebono	id=g:1065473
Ebobaky	id=g:1065474
Eboasiny	id=g:1065475
Ebelo	id=g:1065476
Ebakika Avaratra	id=g:1065477
Ebakika Atsimo	id=g:1065478
Ebakika	id=g:1065479
Earamy Rivière	id=g:1065480
Banc de Dzamandzar	id=g:1065481
Baie de la Dune	id=g:1065482
Delta Duman	id=g:1065483
Fort Duchesne	id=g:1065484
Droa	id=g:1065485
Récif Double	id=g:1065486
Dos de Baleine	id=g:1065487
Doroa	id=g:1065488
Doroa	id=g:1065489
Doroa	id=g:1065490
Dorisa	id=g:1065491
Nosy Dondosy	id=g:1065492
Dondoly	id=g:1065493
Nosy Dombala	id=g:1065494
Domaine d’Ankoakabo	id=g:1065495
Doloka	id=g:1065496
Dokolahy-Andimaky	id=g:1065497
Dokolahy	id=g:1065498
Doany	id=g:1065499
Doany	id=g:1065500
Doany	id=g:1065501
Doany	id=g:1065502
Doany	id=g:1065503
Farihy Doanivato	id=g:1065504
Doanikely	id=g:1065505
Doanihely	id=g:1065506
Doanihely	id=g:1065507
Doanihely	id=g:1065508
Doanibe	id=g:1065509
Doanibe	id=g:1065510
Doanibe	id=g:1065511
D’lkalamavony	id=g:1065512
Djangoa	id=g:1065513
Djamandjary	id=g:1065514
Djabalabe	id=g:1065515
Djabal	id=g:1065516
Toraka Dives	id=g:1065517
Ditsaka	id=g:1065518
Ditsaka	id=g:1065519
Ditsaka	id=g:1065520
Dinta	id=g:1065521
Dinga	id=g:1065522
Dinga	id=g:1065523
Dindoha	id=g:1065524
Dinarivo	id=g:1065525
Dihona	id=g:1065526
Diégo-Suarez	id=g:1065527
Diegokely	id=g:1065528
Diegokely	id=g:1065529
Nosy Diégo	id=g:1065530
Didy	id=g:1065531
Diavolana	id=g:1065532
Toraka Diamondra	id=g:1065533
Toraka Diamond	id=g:1065534
Diambato	id=g:1065535
Cap du Diable	id=g:1065536
Forêt Devidiambola	id=g:1065537
Récif Dentelé	id=g:1065538
Demoka	id=g:1065539
Demoka	id=g:1065540
Demoka	id=g:1065541
Demobavy	id=g:1065542
Demobavy	id=g:1065543
Davolo	id=g:1065544
Davanono Ruisseau	id=g:1065545
Anse Dauphine	id=g:1065546
Datsotsy	id=g:1065547
Vato Dart	id=g:1065548
Darika	id=g:1065549
Daraina	id=g:1065550
Daraina	id=g:1065551
Roche Daphné	id=g:1065552
Dangovato	id=g:1065553
Dangovato	id=g:1065554
Dango	id=g:1065555
Forêt Dandranovoridrejilo	id=g:1065556
Reserve Forestigre Danalabe	id=g:1065557
Danaboka	id=g:1065558
Roche Dalrymple	id=g:1065559
Daido	id=g:1065560
Dagorodea	id=g:1065561
Dadilahy	id=g:1065562
Dabolava Rivière	id=g:1065563
Dabolava	id=g:1065564
Dabolava	id=g:1065565
Dabolava	id=g:1065566
Dabara	id=g:1065567
Cul-de-Sac Gallois	id=g:1065568
Port Cruizer	id=g:1065569
Harandriaka Croissant	id=g:1065570
Les Rochers Cristaux	id=g:1065571
Port du Cratère	id=g:1065572
Pointe du Cratère	id=g:1065573
Anse du Cratère	id=g:1065574
Îlot du Courrier	id=g:1065575
Helodrano Courrier	id=g:1065576
Pointe Cornard	id=g:1065577
Torak’ i Cordelière	id=g:1065578
Toraka Cordelière	id=g:1065579
Pointe du Corail	id=g:1065580
Pointe Corail	id=g:1065581
Roche du Confluent	id=g:1065582
Banc du Conde	id=g:1065583
Condé	id=g:1065584
Concession Gohier	id=g:1065585
Concession de Balman	id=g:1065586
Concession	id=g:1065587
Port de Commerce	id=g:1065588
Cocoterie	id=g:1065589
Banc de Cinq Mètres	id=g:1065590
Pointe Chron	id=g:1065591
Nosy Chesterfield	id=g:1065592
Îlot de Chartres	id=g:1065593
Inlet Charbon	id=g:1065594
Rocher Champignon	id=g:1065595
Toraka Cavalier	id=g:1065596
Toraka Castor	id=g:1065597
Banc du Castor	id=g:1065598
Case	id=g:1065599
Mont Carré	id=g:1065600
Carion	id=g:1065601
Passe du Capricorne	id=g:1065602
Banc du Capricorne	id=g:1065603
Camp Lavergne	id=g:1065604
Rivière des Caïmans	id=g:1065605
Pointe du Caïman	id=g:1065606
Torak’ i Cachalot	id=g:1065607
Cabrion	id=g:1065608
Bozoba	id=g:1065609
Bovala	id=g:1065610
Bovakana	id=g:1065611
Bouvier	id=g:1065612
Bouvier	id=g:1065613
Bouvier	id=g:1065614
Toraka Boursaint	id=g:1065615
Toraka Boursaint	id=g:1065616
Brisants du Boursaint	id=g:1065617
Banc du Boursaint	id=g:1065618
Botrara	id=g:1065619
Botanantanana	id=g:1065620
Bosy	id=g:1065621
Bosimavo	id=g:1065622
Bory Bepoaka	id=g:1065623
Bory-Bepoaka	id=g:1065624
Nosy Bory	id=g:1065625
Bory	id=g:1065626
Bory	id=g:1065627
Borobontsy	id=g:1065628
Borobontsy	id=g:1065629
Boro	id=g:1065630
Bornéo	id=g:1065631
Boriravina	id=g:1065632
Borinikety	id=g:1065633
Borindramanga	id=g:1065634
Borilambo	id=g:1065635
Borilambo	id=g:1065636
Borikely	id=g:1065637
Borikely	id=g:1065638
Borikely	id=g:1065639
Boribory	id=g:1065640
Boribe	id=g:1065641
Borengeny	id=g:1065642
Borano	id=g:1065643
Bora	id=g:1065644
Bongotsara	id=g:1065645
Bongonisorony	id=g:1065646
Bongomena	id=g:1065647
Lembalemban’ i Bongolava	id=g:1065648
Forêt du Bongolava	id=g:1065649
Bongolava	id=g:1065650
Bongolava	id=g:1065651
Bongòlava	id=g:1065652
Bongolava	id=g:1065653
Bongolava	id=g:1065654
Bongolava	id=g:1065655
Bongatsara	id=g:1065656
Bongatsara	id=g:1065657
Bongara	id=g:1065658
Bongamiankina	id=g:1065659
Bongakely	id=g:1065660
Bongafisaka	id=g:1065661
Bongabe	id=g:1065662
Bongabe	id=g:1065663
Lac Bonga	id=g:1065664
Bonga	id=g:1065665
Bondrokely	id=g:1065666
Bondro	id=g:1065667
Bonaramena	id=g:1065668
Bonaky	id=g:1065669
Bonaka	id=g:1065670
Bomelo Rivière	id=g:1065671
Helodrano Bombetoka	id=g:1065672
Pointe Bolle	id=g:1065673
Bokotokona	id=g:1065674
Bokonaky Ambony	id=g:1065675
Bokonaky	id=g:1065676
Bokona	id=g:1065677
Boketry Vohitrandria	id=g:1065678
Boka-Tanambao	id=g:1065679
Boka Rivière	id=g:1065680
Lac Bokarano	id=g:1065681
Ancien Poste de Bokarano	id=g:1065682
Bokarano	id=g:1065683
Bokarano	id=g:1065684
Bokarano	id=g:1065685
Bokarano	id=g:1065686
Bokarano	id=g:1065687
Bokarano	id=g:1065688
Bokarana	id=g:1065689
Boka-Manamboay	id=g:1065690
Boka	id=g:1065691
Pointe Boisée	id=g:1065692
Boinakely Rivière	id=g:1065693
Cap Boina	id=g:1065694
Bohaky Ambany	id=g:1065695
Lac Bofo	id=g:1065696
Bofo	id=g:1065697
Boeny-Aranta	id=g:1065698
Boeny-Ampasy	id=g:1065699
Helodrano Boeny	id=g:1065700
Boeny	id=g:1065701
Boeny	id=g:1065702
Bodara	id=g:1065703
Boby	id=g:1065704
Boboky	id=g:1065705
Bobazaora	id=g:1065706
Bobavato	id=g:1065707
Bobatsiratra	id=g:1065708
Bobatomendry	id=g:1065709
Bobataolana	id=g:1065710
Bobatanty	id=g:1065711
Bobasatrana	id=g:1065712
Bobasakoa	id=g:1065713
Bobaombyvatobe	id=g:1065714
Tanjona Bobaomby	id=g:1065715
Bobaomby	id=g:1065716
Bobantsoza	id=g:1065717
Bobantsirevo	id=g:1065718
Bobantsetry	id=g:1065719
Bobantsetra Rivière	id=g:1065720
Bobandrogo	id=g:1065721
Bobamakotrahely	id=g:1065722
Bobamakotra	id=g:1065723
Bobalambo	id=g:1065724
Bobaky	id=g:1065725
Bobakindro	id=g:1065726
Bobakindro	id=g:1065727
Bobakilandy	id=g:1065728
Bobakilandikely	id=g:1065729
Bobaka	id=g:1065730
Bobahala	id=g:1065731
Bobaforoane	id=g:1065732
Boba	id=g:1065733
Pointe Boanamary	id=g:1065734
Boanamary	id=g:1065735
Boana	id=g:1065736
Boaka	id=g:1065737
Anse du Bivouac	id=g:1065738
Bity	id=g:1065739
Bisson	id=g:1065740
Bisareza	id=g:1065741
Birikily	id=g:1065742
Birandravelo	id=g:1065743
Birambo	id=g:1065744
Bira	id=g:1065745
Bingily	id=g:1065746
Binetsy	id=g:1065747
Binetry	id=g:1065748
Binara	id=g:1065749
Binara	id=g:1065750
Bilisy	id=g:1065751
Bikona	id=g:1065752
Bikoana	id=g:1065753
Bikary	id=g:1065754
Bikaka	id=g:1065755
Pointe Bigeault	id=g:1065756
Bigareka Rivière	id=g:1065757
Bigaraka	id=g:1065758
Biempoko	id=g:1065759
Bidia	id=g:1065760
Bibilena	id=g:1065761
Lac Biankoay	id=g:1065762
Bezora	id=g:1065763
Bezono	id=g:1065764
Bezono	id=g:1065765
Bezolahy	id=g:1065766
Beziva	id=g:1065767
Pointe Bezezika	id=g:1065768
Bezezika	id=g:1065769
Bezezika	id=g:1065770
Bezezika	id=g:1065771
Bezezika	id=g:1065772
Bezeky	id=g:1065773
Bezeky	id=g:1065774
Bezeka	id=g:1065775
Bezavona Rivière	id=g:1065776
Bezavonai	id=g:1065777
Lembalemban’ i Bezavona	id=g:1065778
Bezavona	id=g:1065779
Bezavona	id=g:1065780
Bezavona	id=g:1065781
Bezavona	id=g:1065782
Bezavona	id=g:1065783
Bezavona	id=g:1065784
Bezavona	id=g:1065785
Bezavona	id=g:1065786
Bezavona	id=g:1065787
Bezavona	id=g:1065788
Bezavona	id=g:1065789
Bezavona	id=g:1065790
Bezavona	id=g:1065791
Bezavodoany	id=g:1065792
Bezavoa Ambany	id=g:1065793
Bezavo	id=g:1065794
Bezavo	id=g:1065795
Bezavo	id=g:1065796
Bezavo	id=g:1065797
Bezavo	id=g:1065798
Bezavary	id=g:1065799
Bezarikely	id=g:1065800
Bezampy	id=g:1065801
Bezamana	id=g:1065802
Bezaka	id=g:1065803
Bezaha Sud	id=g:1065804
Bezaha	id=g:1065805
Bezaha	id=g:1065806
Bezaha	id=g:1065807
Bezaha	id=g:1065808
Bezaha	id=g:1065809
Bezaha	id=g:1065810
Bezaha	id=g:1065811
Bezaha	id=g:1065812
Bezaha	id=g:1065813
Bezabo	id=g:1065814
Beza	id=g:1065815
Beza	id=g:1065816
Beza	id=g:1065817
Beza	id=g:1065818
Beza	id=g:1065819
Bevovonana	id=g:1065820
Bevovoka	id=g:1065821
Bevovoka	id=g:1065822
Bevovoka	id=g:1065823
Bevovoka	id=g:1065824
Bevovo	id=g:1065825
Bevoty	id=g:1065826
Bevotry	id=g:1065827
Bevotry	id=g:1065828
Bevotry	id=g:1065829
Lohatanjona Bevory	id=g:1065830
Bevoronkoro	id=g:1065831
Bevorondrano	id=g:1065832
Bevoroka	id=g:1065833
Bevoroka	id=g:1065834
Bevorika	id=g:1065835
Bevony Atsimo	id=g:1065836
Bevony	id=g:1065837
Bevony	id=g:1065838
Bevontso	id=g:1065839
Bevontaka	id=g:1065840
Bevontaka	id=g:1065841
Bevonotra	id=g:1065842
Bevonoa Ambany	id=g:1065843
Bevondro III	id=g:1065844
Bevondro II	id=g:1065845
Bevondro Ambany	id=g:1065846
Bevondro	id=g:1065847
Bevondro	id=g:1065848
Bevondro	id=g:1065849
Bevondraka	id=g:1065850
Bevona	id=g:1065851
Bevomanga	id=g:1065852
Bevomanga	id=g:1065853
Bevoly	id=g:1065854
Bevoly	id=g:1065855
Bevolo	id=g:1065856
Bevoliengo	id=g:1065857
Bevohidava	id=g:1065858
Bevoha Sud	id=g:1065859
Bevoha Nord	id=g:1065860
Bevody	id=g:1065861
Bevoazavo	id=g:1065862
Bevoay Ruisseau	id=g:1065863
Bevoay Rivière	id=g:1065864
Bevoay Nord	id=g:1065865
Lake Bevoay	id=g:1065866
Lac Bevoay	id=g:1065867
Farihy Bevoay	id=g:1065868
Banc Bevoay	id=g:1065869
Bevoay	id=g:1065870
Bevoay	id=g:1065871
Bevoay	id=g:1065872
Bevoay	id=g:1065873
Bevoay	id=g:1065874
Bevoay	id=g:1065875
Bevoay	id=g:1065876
Bevoay	id=g:1065877
Bevoay	id=g:1065878
Bevoay	id=g:1065879
Bevoay	id=g:1065880
Bevoay	id=g:1065881
Bevoay	id=g:1065882
Bevoay	id=g:1065883
Bevoay	id=g:1065884
Bevoay	id=g:1065885
Bevoay	id=g:1065886
Bevoay	id=g:1065887
Bevoay	id=g:1065888
Bevoay	id=g:1065889
Bevoay	id=g:1065890
Bevoay	id=g:1065891
Bevoay	id=g:1065892
Bevoay	id=g:1065893
Bevoay	id=g:1065894
Bevoay	id=g:1065895
Bevoay	id=g:1065896
Bevoay	id=g:1065897
Bevoay	id=g:1065898
Bevoay	id=g:1065899
Bevoay	id=g:1065900
Bevoay	id=g:1065901
Bevoatavo	id=g:1065902
Bevoanjo	id=g:1065903
Bevoandrika	id=g:1065904
Bevoandelaka	id=g:1065905
Bevoandelaka	id=g:1065906
Bevoandelaka	id=g:1065907
Bevoalavo Nord	id=g:1065908
Bevoalavo Atsinanana	id=g:1065909
Bevoalavo Atsimo	id=g:1065910
Bevoalavo Andrefana	id=g:1065911
Bevoalavo	id=g:1065912
Bevoalavo	id=g:1065913
Bevoalava	id=g:1065914
Bevoako	id=g:1065915
Bevoahazo	id=g:1065916
Bevoa	id=g:1065917
Bevoa	id=g:1065918
Lembalemban’ i Bevitsika	id=g:1065919
Bevitsika	id=g:1065920
Bevitsika	id=g:1065921
Bevititsa	id=g:1065922
Bevitiky	id=g:1065923
Bevitiky	id=g:1065924
Bevitiky	id=g:1065925
Bevisika	id=g:1065926
Beviro	id=g:1065927
Bevintaka	id=g:1065928
Bevinda	id=g:1065929
Bevinda	id=g:1065930
Bevinda	id=g:1065931
Bevinda	id=g:1065932
Bevinda	id=g:1065933
Bevinda	id=g:1065934
Bevinda	id=g:1065935
Bevinda	id=g:1065936
Bevinda	id=g:1065937
Bevilona	id=g:1065938
Bevilany	id=g:1065939
Bevilany	id=g:1065940
Bevilany	id=g:1065941
Bevihazo	id=g:1065942
Bevihazo	id=g:1065943
Farihy Bevia	id=g:1065944
Bevia	id=g:1065945
Bevia	id=g:1065946
Bevia	id=g:1065947
Bevia	id=g:1065948
Bevezaka	id=g:1065949
Lac Bevery	id=g:1065950
Tampoketsan’ i Beveromay	id=g:1065951
Beveromay	id=g:1065952
Beveromay	id=g:1065953
Bevero	id=g:1065954
Bevero	id=g:1065955
Beventihazo	id=g:1065956
Bevendro Nord	id=g:1065957
Bevendra	id=g:1065958
Bevelatsy	id=g:1065959
Bevday	id=g:1065960
Bevazandambo	id=g:1065961
Bevazaha	id=g:1065962
Bevavongo Ruisseau	id=g:1065963
Lac Bevava	id=g:1065964
Bevava	id=g:1065965
Bevava	id=g:1065966
Bevava	id=g:1065967
Bevava	id=g:1065968
Lac Bevatry	id=g:1065969
Lac Bevatry	id=g:1065970
Bevatry	id=g:1065971
Bevatry	id=g:1065972
Bevatry	id=g:1065973
Bevatry	id=g:1065974
Bevato Rivière	id=g:1065975
Nosy Bevato	id=g:1065976
Cap Bevato	id=g:1065977
Alan’ i Bevato	id=g:1065978
Bevato	id=g:1065979
Bevato	id=g:1065980
Bevato	id=g:1065981
Bevato	id=g:1065982
Bevato	id=g:1065983
Bevato	id=g:1065984
Bevato	id=g:1065985
Bevato	id=g:1065986
Bevato	id=g:1065987
Bevato	id=g:1065988
Bevato	id=g:1065989
Bevato	id=g:1065990
Bevato	id=g:1065991
Bevato	id=g:1065992
Bevato	id=g:1065993
Bevato	id=g:1065994
Bevato	id=g:1065995
Bevato	id=g:1065996
Bevato	id=g:1065997
Bevato	id=g:1065998
Bevato	id=g:1065999
Bevato	id=g:1066000
Alan’ i Bevatamena	id=g:1066001
Bevata	id=g:1066002
Lembalemban’ i Bevary	id=g:1066003
Lac Bevary	id=g:1066004
Bevary	id=g:1066005
Bevary	id=g:1066006
Bevary	id=g:1066007
Bevary	id=g:1066008
Bevary	id=g:1066009
Bevary	id=g:1066010
Bevaro	id=g:1066011
Bevaro	id=g:1066012
Bevaro	id=g:1066013
Bevaro	id=g:1066014
Bevaro	id=g:1066015
Bevaro	id=g:1066016
Bevaro	id=g:1066017
Bevaro	id=g:1066018
Bevaro	id=g:1066019
Bevaondrano	id=g:1066020
Rocher Bevaoko	id=g:1066021
Bevantaza	id=g:1066022
Bevantaka	id=g:1066023
Bevano	id=g:1066024
Bevandra	id=g:1066025
Bevanda Rivière	id=g:1066026
Bevanana	id=g:1066027
Bevanana	id=g:1066028
Bevampika	id=g:1066029
Bevampaza	id=g:1066030
Bevalay	id=g:1066031
Bevalavala	id=g:1066032
Bevalanirana	id=g:1066033
Bevalala	id=g:1066034
Bevalahy	id=g:1066035
Bevalaha	id=g:1066036
Bevalaha	id=g:1066037
Bevala	id=g:1066038
Bevala	id=g:1066039
Bevala	id=g:1066040
Bevala	id=g:1066041
Bevala	id=g:1066042
Bevala	id=g:1066043
Bevala	id=g:1066044
Bevala	id=g:1066045
Bevala	id=g:1066046
Bevala	id=g:1066047
Bevakoa	id=g:1066048
Bevakiloha	id=g:1066049
Bevahy	id=g:1066050
Bevahy	id=g:1066051
Bevahy	id=g:1066052
Bevahona	id=g:1066053
Bevahona	id=g:1066054
Bevahona	id=g:1066055
Bevaho	id=g:1066056
Bevaho	id=g:1066057
Bevaho	id=g:1066058
Bevaho	id=g:1066059
Bevaho	id=g:1066060
Bevaho	id=g:1066061
Bevaho	id=g:1066062
Bevaho	id=g:1066063
Bevaho	id=g:1066064
Bevaho	id=g:1066065
Bevaho	id=g:1066066
Bevaho	id=g:1066067
Bevaho	id=g:1066068
Bevaho	id=g:1066069
Bevaho	id=g:1066070
Bevaho	id=g:1066071
Bevaho	id=g:1066072
Bevaho	id=g:1066073
Bevaho	id=g:1066074
Bevahavaha	id=g:1066075
Betsotaky Rivière	id=g:1066076
Betsotaky	id=g:1066077
Betsomotsoy	id=g:1066078
Betsomanga	id=g:1066079
Betsokirsaky	id=g:1066080
Betsohana	id=g:1066081
Betsohafohy	id=g:1066082
Betsofa	id=g:1066083
Betsizaray	id=g:1066084
Betsizaraina	id=g:1066085
Betsizaraina	id=g:1066086
Betsivovoka	id=g:1066087
Betsivaky	id=g:1066088
Betsivakiana	id=g:1066089
Betsitipahina	id=g:1066090
Betsitindry	id=g:1066091
Betsitindry	id=g:1066092
Betsitindry	id=g:1066093
Betsitindry	id=g:1066094
Betsisotry	id=g:1066095
Betsiriry	id=g:1066096
Betsiriry	id=g:1066097
Betsiriry	id=g:1066098
Betsiriry	id=g:1066099
Betsiriry	id=g:1066100
Betsiriry	id=g:1066101
