Talisgüite	id=g:3588575
La Ceiba	id=g:3594903
La Ceiba	id=g:3594904
La Ceiba	id=g:3594905
Cerro La Cebadilla	id=g:3594906
La Cebadilla	id=g:3594907
La Catocha	id=g:3594908
Finca La Castaña	id=g:3594909
La Castalia	id=g:3594910
La Casona	id=g:3594911
La Casita	id=g:3594912
La Cartuchera	id=g:3594913
Finca La Carmela	id=g:3594914
Hacienda La Carbonera	id=g:3594915
Finca La Capital	id=g:3594916
La Capellanía	id=g:3594917
Riachuelo La Caparrosa	id=g:3594918
La Caoba	id=g:3594919
Lacantú	id=g:3594920
Río La Cantadora	id=g:3594921
Hacienda La Cantadora	id=g:3594922
Finca La Cantadora	id=g:3594923
Finca La Canoa	id=g:3594924
La Canoa	id=g:3594925
La Canoa	id=g:3594926
Volcán Lacandón	id=g:3594927
Laguneta Lacandón	id=g:3594928
Lacandón	id=g:3594929
Lacandón	id=g:3594930
Hacienda La Candelaria	id=g:3594931
Finca La Candelaria	id=g:3594932
Finca La Candelaria	id=g:3594933
Finca La Candelaria	id=g:3594934
Finca La Candelaria	id=g:3594935
La Candelaria	id=g:3594936
La Candelaria	id=g:3594937
La Candelaria	id=g:3594938
Lacanaya	id=g:3594939
Hacienda La Canasta	id=g:3594940
Zanjón La Cañada	id=g:3594941
Río La Cañada	id=g:3594942
Río La Cañada	id=g:3594943
Quebrada La Cañada	id=g:3594944
Hacienda La Cañada	id=g:3594945
Finca La Cañada	id=g:3594946
La Cañada	id=g:3594947
La Cañada	id=g:3594948
Cerro La Campana	id=g:3594949
Cerro La Campana	id=g:3594950
La Campana	id=g:3594951
La Campana	id=g:3594952
Quebrada La Calera	id=g:3594953
La Calera	id=g:3594954
Río La Cal	id=g:3594955
La Cal	id=g:3594956
Finca La Cajeta	id=g:3594957
La Cabecera	id=g:3594958
Hacienda La Cabaña	id=g:3594959
Hacienda La Cabaña	id=g:3594960
Cerro La Burrea	id=g:3594961
Quebrada La Burra	id=g:3594962
Hacienda La Brisa	id=g:3594963
La Brisa	id=g:3594964
La Brigada	id=g:3594965
Quebrada de La Brea	id=g:3594966
Quebrada La Brea	id=g:3594967
Quebrada La Brea	id=g:3594968
Quebrada La Brea	id=g:3594969
Montaña La Brea	id=g:3594970
La Brea	id=g:3594971
La Brea	id=g:3594972
La Brea	id=g:3594973
Cerro La Botija	id=g:3594974
Pampa La Botella	id=g:3594975
Finca Labor Vieja	id=g:3594976
Labor Vieja	id=g:3594977
Labor Vieja	id=g:3594978
Finca Labor de Falla	id=g:3594979
Labor de Falla	id=g:3594980
La Bomba	id=g:3594981
Finca La Bolsa	id=g:3594982
La Bodega	id=g:3594983
Hacienda La Blanquita	id=g:3594984
Finca La Blanquita	id=g:3594985
Salinas La Blanca	id=g:3594986
Salinas La Blanca	id=g:3594987
Laguneta La Blanca	id=g:3594988
La Blanca	id=g:3594989
La Blanca	id=g:3594990
Hacienda Laberinto	id=g:3594991
Labor La Batalla	id=g:3594992
La Batalla	id=g:3594993
Cerro de La Basa	id=g:3594994
La Basa	id=g:3594995
La Barrita	id=g:3594996
La Barrita	id=g:3594997
Finca La Barranquilla	id=g:3594998
Río La Barranca	id=g:3594999
Riachuelo La Barranca	id=g:3595000
Quebrada La Barranca	id=g:3595001
Quebrada La Barranca	id=g:3595002
La Barranca	id=g:3595003
La Barranca	id=g:3595004
La Barranca	id=g:3595005
La Barca	id=g:3595006
Quebrada de La Barandilla	id=g:3595007
La Barandilla	id=g:3595008
Montaña La Bandera	id=g:3595009
Cerro La Bandera	id=g:3595010
Cerro La Bandera	id=g:3595011
La Balsa	id=g:3595012
Río La Balandra	id=g:3595013
La Balam	id=g:3595014
La Bacadilla	id=g:3595015
Finca La Azucena	id=g:3595016
Riachuelo La Azotea	id=g:3595017
Ranchería La Azadera	id=g:3595018
La Ayudo	id=g:3595019
Finca La Aventurera	id=g:3595020
Finca La Avenida	id=g:3595021
La Avellana	id=g:3595022
Hacienda La Aurora	id=g:3595023
Finca La Aurora	id=g:3595024
Finca La Aurora	id=g:3595025
Finca La Aurora	id=g:3595026
Finca La Aurora	id=g:3595027
La Aurora	id=g:3595028
La Aurora	id=g:3595029
La Aurora	id=g:3595030
La Aurora	id=g:3595031
La Aurora	id=g:3595032
La Asunción Copón	id=g:3595033
Finca La Asunción	id=g:3595034
Cerro La Asunción	id=g:3595035
Finca La Argentina	id=g:3595036
Finca La Argentina	id=g:3595037
Finca La Argentina	id=g:3595038
La Arenera	id=g:3595039
La Aradita	id=g:3595040
Quebrada La Arada	id=g:3595041
La Arada	id=g:3595042
La Arada	id=g:3595043
La Arada	id=g:3595044
Finca La Arabia	id=g:3595045
Finca La Arabia	id=g:3595046
La Angostura	id=g:3595047
Hacienda La América	id=g:3595048
La Amelia	id=g:3595049
La Amay	id=g:3595050
Finca La Alianza Miralta	id=g:3595051
La Alfalfa	id=g:3595052
Finca La Alegría	id=g:3595053
Finca La Alameda	id=g:3595054
La Adobera	id=g:3595055
Finca La Abundancia	id=g:3595056
Sitio Arqueológico Kinal	id=g:3595057
Kaminaljuyú	id=g:3595058
Kaibil Balam	id=g:3595059
Río Juyamá	id=g:3595060
Juyamá	id=g:3595061
Río Jutillo	id=g:3595062
Quebrada del Jutillo	id=g:3595063
Riachuelo Jutiapilla	id=g:3595064
Municipio de Jutiapa	id=g:3595065
Finca Jutiapa	id=g:3595066
Departamento de Jutiapa	id=g:3595067
Jutiapa	id=g:3595068
Jutiapa	id=g:3595069
Quebrada Jutén	id=g:3595070
Jute de la Cobana	id=g:3595071
Quebrada del Jute	id=g:3595072
Quebrada del Jute	id=g:3595073
Quebrada del Jute	id=g:3595074
Quebrada del Jute	id=g:3595075
Quebrada del Jute	id=g:3595076
Cerro del Jute	id=g:3595077
Jute	id=g:3595078
Justo Rufino Barrios	id=g:3595079
Río Jupilingo	id=g:3595080
Jupilingo	id=g:3595081
Juntecholol	id=g:3595082
Junquillo	id=g:3595083
Junché	id=g:3595084
Cerro Junajpú	id=g:3595085
Riachuelo Jumuzna	id=g:3595086
Jumuzna	id=g:3595087
Jumuzna	id=g:3595088
Volcán Jumaytepeque	id=g:3595089
Jumaytepeque	id=g:3595090
Volcán Jumay	id=g:3595091
Finca Jumay	id=g:3595092
Jumaj	id=g:3595093
Julumichapa	id=g:3595094
Río Julubal	id=g:3595095
Cayo Julio	id=g:3595096
Juliboj	id=g:3595097
Río Julia	id=g:3595098
Julec	id=g:3595099
Julec	id=g:3595100
Quebrada Julaín	id=g:3595101
Juiná	id=g:3595102
Zanjón Juilín	id=g:3595103
Juil	id=g:3595104
Jucub	id=g:3595105
Río Juchaneb	id=g:3595106
Juchaneb	id=g:3595107
Jucanyá	id=g:3595108
Jubuquito	id=g:3595109
Río Jubuco	id=g:3595110
Juárez	id=g:3595111
Río Juan Vicente	id=g:3595112
Juan Ponce	id=g:3595113
Cerro Juan Pérez	id=g:3595114
Finca Juan Martín	id=g:3595115
Juan de Paz	id=g:3595116
Río Juan Cano	id=g:3595117
Juan Cano	id=g:3595118
Riachuelo Juan Blanco	id=g:3595119
Juana de Arco	id=g:3595120
Juá	id=g:3595121
Joyitas	id=g:3595122
Joyas Verdes	id=g:3595123
Joyas de San Nicolás	id=g:3595124
Joyas	id=g:3595125
Quebrada Joya Oscura	id=g:3595126
Joya López	id=g:3595127
Finca Joya Las Vacas	id=g:3595128
Joya Las Tablas	id=g:3595129
Quebrada Joya Larga	id=g:3595130
Joya Honda	id=g:3595131
Joya Honda	id=g:3595132
Finca Joya Grande	id=g:3595133
Cerro Joya Grande	id=g:3595134
Joya Grande	id=g:3595135
Joya Grande	id=g:3595136
Joya Grande	id=g:3595137
Joya Grande	id=g:3595138
Joya Grande	id=g:3595139
Joya Galana	id=g:3595140
Joya del Ternero	id=g:3595141
Joya del Rodeo	id=g:3595142
Finca Joya de los Terneros	id=g:3595143
Joya de los Terneros	id=g:3595144
Joya de Los Cedros	id=g:3595145
Joya de Las Veguitas	id=g:3595146
Municipio de Joyabaj	id=g:3595147
Joyabaj	id=g:3595148
Joya	id=g:3595149
Cerro Jox	id=g:3595150
Zanjón Jovel	id=g:3595151
Estero Jovel	id=g:3595152
Jovel	id=g:3595153
Finca Josefita	id=g:3595154
Jorgia	id=g:3595155
Quebrada de Jorer	id=g:3595156
Jones	id=g:3595157
Jolomtenam	id=g:3595158
Jolomtaj	id=g:3595159
Jolomquisis	id=g:3595160
Hacienda Jolomquién	id=g:3595161
Jolomhuitz	id=g:3595162
Quebrada Jolomcot	id=g:3595163
Jolomcot	id=g:3595164
Cerro Jolom	id=g:3595165
Jolobob	id=g:3595166
Jocotón	id=g:3595167
Jocotillo	id=g:3595168
Jocotillo	id=g:3595169
Municipio de Jocotenango	id=g:3595170
Jocotenango	id=g:3595171
Finca Jocotén	id=g:3595172
Quebrada Jocote Dulce	id=g:3595173
Jocote Dulce	id=g:3595174
Jocote Dulce	id=g:3595175
Quebrada del Jocote	id=g:3595176
Quebrada del Jocote	id=g:3595177
Quebrada Jocote	id=g:3595178
Río Jocotán	id=g:3595179
Municipio de Jocotán	id=g:3595180
Jocotán	id=g:3595181
Jocotales	id=g:3595182
Jocotales	id=g:3595183
Jocotal	id=g:3595184
Jocotal	id=g:3595185
Jocotal	id=g:3595186
Río Jocá	id=g:3595187
Jobompiche	id=g:3595188
Jobomó	id=g:3595189
Jobalché	id=g:3595190
Estación Joaquina	id=g:3595191
Jíquiti	id=g:3595192
Jiquilite	id=g:3595193
Zanjón Jiote	id=g:3595194
Barra del Jiote	id=g:3595195
Quebrada Jimililar	id=g:3595196
Quebrada Jimilil	id=g:3595197
Río Jimerito	id=g:3595198
Jimerito	id=g:3595199
Arroyo Jicotea	id=g:3595200
Jícaro Peinado	id=g:3595201
Jícaro Cubiletes	id=g:3595202
Río del Jícaro	id=g:3595203
Jícaro	id=g:3595204
Jícaro	id=g:3595205
Jícaro	id=g:3595206
Pampa Jicaral	id=g:3595207
Pampa Jicaral	id=g:3595208
Jicaral	id=g:3595209
Jicaral	id=g:3595210
Jicaral	id=g:3595211
Jicamapa	id=g:3595212
Jesús y María	id=g:3595213
Jesús María	id=g:3595214
Jesús La Bomba	id=g:3595215
Río Jesús	id=g:3595216
Río Jesús	id=g:3595217
Quebrada de Jesús	id=g:3595218
Finca Jerusalén	id=g:3595219
Jerónimo	id=g:3595220
Río Jerez	id=g:3595221
Municipio de Jerez	id=g:3595222
Jerez	id=g:3595223
Jerez	id=g:3595224
Jaxjaj	id=g:3595225
Quebrada del Jardín	id=g:3595226
Finca Japón Sandoval	id=g:3595227
Japón	id=g:3595228
Japalguapa	id=g:3595229
Jampú	id=g:3595230
Municipio de Jalpatagua	id=g:3595231
Jalpatagua	id=g:3595232
Jalisco	id=g:3595233
Finca Jalaute	id=g:3595234
Municipio de Jalapa	id=g:3595235
Departamento de Jalapa	id=g:3595236
Jalapa	id=g:3595237
Jalapa	id=g:3595238
Jajagüilo	id=g:3595239
Río Jaibalito	id=g:3595240
Jaibalito	id=g:3595241
Finca Jaibal	id=g:3595242
Jagua	id=g:3595243
Jacolol	id=g:3595244
Jacoló	id=g:3595245
Islote Jacinto Rodríguez Díaz	id=g:3595246
Municipio de Jacaltenango	id=g:3595247
Jacaltenango	id=g:3595248
Jacalté	id=g:3595249
Río Jabalsiguán	id=g:3595250
Zanjón Jabalín	id=g:3595251
Ranchería Jabalín	id=g:3595252
Zanjón Jabalí	id=g:3595253
Municipio de Iztapa	id=g:3595254
Iztapa	id=g:3595255
Lago de Izabal	id=g:3595256
Finca Izabal	id=g:3595257
Finca Izabal	id=g:3595258
Departamento de Izabal	id=g:3595259
Izabal	id=g:3595260
Ixtupil	id=g:3595261
Ixtinto	id=g:3595262
Ixtinto	id=g:3595263
Ixtinajab	id=g:3595264
Río Ixtimpaj	id=g:3595265
Ixtiapoc	id=g:3595266
Volcán Ixtepeque	id=g:3595267
Finca Ixtepeque	id=g:3595268
Montaña Ixtenam	id=g:3595269
Ixtenam	id=g:3595270
Ixtenam	id=g:3595271
Ixtenam	id=g:3595272
Río Ixte	id=g:3595273
Salinas Ixtán	id=g:3595274
Finca Ixtán	id=g:3595275
Estero Ixtán	id=g:3595276
Ixtán	id=g:3595277
Río Ixtalito	id=g:3595278
Río Ixtal	id=g:3595279
Ixtájel	id=g:3595280
Municipio de Ixtahuacán	id=g:3595281
Ixtahuacán	id=g:3595282
Río Ixtacapa	id=g:3595283
Ixtacapa	id=g:3595284
Río Ixquisis	id=g:3595285
Finca Ixquisis	id=g:3595286
Ixquihuila	id=g:3595287
Ixquiac	id=g:3595288
Río Ixquén	id=g:3595289
Laguna de Ixquén	id=g:3595290
Río Ixpop	id=g:3595291
Ixpop	id=g:3595292
Río Ixpil	id=g:3595293
Río Ixpil	id=g:3595294
Zanjón Ixpetó	id=g:3595295
Hacienda Ixpetó	id=g:3595296
Ixpetén	id=g:3595297
Ixpayac	id=g:3595298
Río Ixpatz	id=g:3595299
Laguna Ixpatz	id=g:3595300
Arroyo Ixpasás	id=g:3595301
Ixpaltzaj	id=g:3595302
Ixpajau	id=g:3595303
Laguna de Ixpaco	id=g:3595304
Ixpaco	id=g:3595305
Ixobel	id=g:3595306
Ixmulcá	id=g:3595307
Ixmul	id=g:3595308
Río Ixmay	id=g:3595309
Río Ixlú	id=g:3595310
Ixlú	id=g:3595311
Ixloc	id=g:3595312
Arroyo Ixlán	id=g:3595313
Río Ixlamá	id=g:3595314
Iximché	id=g:3595315
Cerro Ixilá	id=g:3595316
Ixilá	id=g:3595317
Ixhuitz	id=g:3595318
Río Ixcús	id=g:3595319
Río Ixcunén	id=g:3595320
Ixcún	id=g:3595321
Sitio Arqueológico Ixcún	id=g:3595322
Río Ixcucuá	id=g:3595323
Ixconob	id=g:3595324
Río Ixconá	id=g:3595325
Lagunetas Ixcoche	id=g:3595326
Arroyo Ixcoch	id=g:3595327
Municipio de Ixchiguán	id=g:3595328
Ixchiguán	id=g:3595329
Río de Ixchel	id=g:3595330
Ixchel	id=g:3595331
Ixcayán	id=g:3595332
Río Ixcatuná	id=g:3595333
Finca Ixcantzán	id=g:3595334
Arroyo Ixcanrío	id=g:3595335
Ixcanrío	id=g:3595336
Ixcananté	id=g:3595337
Ixcanal	id=g:3595338
Ixcaná	id=g:3595339
Ixcán	id=g:3595340
Ixcamiche	id=g:3595341
Río Ixcahuín	id=g:3595342
Ixcacao	id=g:3595343
Río Ixbobó	id=g:3595344
Ixbobó	id=g:3595345
Río Ixbén Chiquito	id=g:3595346
Río Ixbén	id=g:3595347
Ixairío	id=g:3595348
Itzponé	id=g:3595349
Itzimté	id=g:3595350
Itzimté	id=g:3595351
Laguna Itzán	id=g:3595352
Arroyo Itzán	id=g:3595353
Itzán	id=g:3595354
Finca Italia	id=g:3595355
Italia	id=g:3595356
Italia	id=g:3595357
Islote	id=g:3595358
Islán	id=g:3595359
Río Ischol	id=g:3595360
Isabelita	id=g:3595361
Volcán de Ipala	id=g:3595362
Municipio de Ipala	id=g:3595363
Laguna de Ipala	id=g:3595364
Finca Ipala	id=g:3595365
Ipala	id=g:3595366
Inupal	id=g:3595367
Quebrada Injuté	id=g:3595368
Quebrada Injerto	id=g:3595369
Cerro Injerto	id=g:3595370
Injerto	id=g:3595371
Finca Ingenio La Amistad	id=g:3595372
Ingenio Guaraquiché	id=g:3595373
Ingenio de Ayarza	id=g:3595374
Río Ingenio	id=g:3595375
Quebrada del Incienso	id=g:3595376
Incienso	id=g:3595377
Inchuex	id=g:3595378
Finca Ilusiones	id=g:3595379
Ilom	id=g:3595380
Ikacal	id=g:3595381
Ijorga	id=g:3595382
Laguneta Ijá	id=g:3595383
Ijá	id=g:3595384
Cerro Iguanero	id=g:3595385
Cerro de las Iguanas	id=g:3595386
Iguana	id=g:3595387
Ídolos	id=g:3595388
Ichomchaj	id=g:3595389
Río Icbolay	id=g:3595390
Río Icán	id=g:3595391
Ical	id=g:3595392
Quebrada Iboyjá	id=g:3595393
Laguneta Iberia	id=g:3595394
Iberia	id=g:3595395
Huixoc	id=g:3595396
Quebrada Huitzitzil	id=g:3595397
Quebrada Huitzitzil	id=g:3595398
Huitzitzil	id=g:3595399
Huito	id=g:3595400
Río Huité	id=g:3595401
Municipio de Huité	id=g:3595402
Huité	id=g:3595403
Municipio de Huitán	id=g:3595404
Cerro Huitán	id=g:3595405
Huitán	id=g:3595406
Río Huista	id=g:3595407
Quebrada Huilihuiste	id=g:3595408
Río Huijó	id=g:3595409
Huijó	id=g:3595410
Huicá	id=g:3595411
Río Güeveapa	id=g:3595412
Huertas	id=g:3595413
Municipio de Huehuetenango	id=g:3595414
Departamento de Huehuetenango	id=g:3595415
Huehuetenango	id=g:3595416
Huapac	id=g:3595417
Huacut	id=g:3595418
Huacut	id=g:3595419
Huacal Majada	id=g:3595420
Quebrada de Los Hoyos	id=g:3595421
Laguna del Hoyo	id=g:3595422
Horquetas	id=g:3595423
Horqueta	id=g:3595424
Quebrada de los Hornos	id=g:3595425
Horno de Vides	id=g:3595426
Horno de Cal	id=g:3595427
Quebrada del Encino	id=g:3595428
Hormiguero	id=g:3595429
Hormiguero	id=g:3595430
Hormigas	id=g:3595431
Horepón	id=g:3595432
Quebrada Horcones	id=g:3595433
Horcones	id=g:3595434
Horcones	id=g:3595435
Horcones	id=g:3595436
Hopi	id=g:3595437
Hondurita	id=g:3595438
Honduras	id=g:3595440
Quebrada Hondura	id=g:3595441
Río Hondo	id=g:3595442
Río Hondo	id=g:3595443
Quebrada Honda	id=g:3595444
Quebrada Honda	id=g:3595445
Quebrada Honda	id=g:3595446
Quebrada Honda	id=g:3595447
Quebrada Honda	id=g:3595448
Quebrada Honda	id=g:3595449
Quebrada Honda	id=g:3595450
Quebrada Honda	id=g:3595451
Quebrada Honda	id=g:3595452
Quebrada Honda	id=g:3595453
Quebrada Honda	id=g:3595454
Quebrada Honda	id=g:3595455
Laguneta Honda	id=g:3595456
Holmul	id=g:3595457
Finca Hojarales	id=g:3595458
Cerro Hoja de Queso	id=g:3595459
Hoja Blanca	id=g:3595460
Río de Herrera	id=g:3595461
Finca Santa Herminia	id=g:3595462
Cerro Hércules	id=g:3595463
Finca Helvetia	id=g:3595464
Finca Helevetia	id=g:3595465
Río Helado	id=g:3595466
Quebrada Hedionda	id=g:3595467
Hawaii	id=g:3595468
Hato Viejo	id=g:3595469
Río Hato	id=g:3595470
Finca Hamburgo	id=g:3595471
Finca Hacienda Vieja	id=g:3595472
Hacienda Vieja	id=g:3595473
Hacienda Vieja	id=g:3595474
Hacienda Vieja	id=g:3595475
Hacienda Vieja	id=g:3595476
Hacienda Vieja	id=g:3595477
Hacienda María	id=g:3595478
Hacienda de Santiago	id=g:3595479
Guonabaj	id=g:3595480
Guitarra	id=g:3595481
Cerro Güistepeque	id=g:3595482
Cerro Güisiltepeque	id=g:3595483
Güisiltepeque	id=g:3595484
Zanjón Güiscoyol	id=g:3595485
Zanjón Güiscoyol	id=g:3595486
Laguna Güiscoyol	id=g:3595487
Río Güirila	id=g:3595488
Quebrada de Guior	id=g:3595489
Quebrada Guior	id=g:3595490
Guior	id=g:3595491
Guior	id=g:3595492
Guineales	id=g:3595493
Cerro del Guineal	id=g:3595494
Guineal	id=g:3595495
Guineal	id=g:3595496
Guilá	id=g:3595497
Río Güexá	id=g:3595498
Guevara	id=g:3595499
Guerrero	id=g:3595500
Quebrada Guerrero	id=g:3595501
Municipio de Guazacapán	id=g:3595502
Guazacapán	id=g:3595503
Guaytán	id=g:3595504
Guaynep	id=g:3595505
Guaycuclaj	id=g:3595506
Guayasco	id=g:3595507
Finca Guayacán	id=g:3595508
Guayabquej	id=g:3595509
Cerro del Guayabo	id=g:3595510
Cerro del Guayabo	id=g:3595511
Guayabo	id=g:3595512
Guayabo	id=g:3595513
Guayabo	id=g:3595514
Cerro Guayabitas	id=g:3595515
Guayabitas	id=g:3595516
Guayabillas	id=g:3595517
Guayabillas	id=g:3595518
Laguna Guayabal	id=g:3595519
Guayabal	id=g:3595520
Guayabal	id=g:3595521
Río Guaxacaná	id=g:3595522
Finca Guaxacaná	id=g:3595523
Guaxac	id=g:3595524
Cerro Guatojón	id=g:3595525
Guativil Chiquito	id=g:3595526
Río Guativil	id=g:3595527
Republic of Guatemala	id=g:3595528
Municipio de Guatemala	id=g:3595529
Departamento de Guatemala	id=g:3595530
Finca Guatalón	id=g:3595531
Finca Guatalón	id=g:3595532
Guatalón	id=g:3595533
Guatalón	id=g:3595534
Río Guastatoya	id=g:3595535
Guasintepeque	id=g:3595536
Guaritas	id=g:3595537
Guareruche	id=g:3595538
Montaña del Guaray	id=g:3595539
Quebrada Guaraquiché	id=g:3595540
Río Guaranjá	id=g:3595541
Quebrada Guaranjá	id=g:3595542
Guaranjá	id=g:3595543
Río Guapinol	id=g:3595544
Finca Guapinol	id=g:3595545
Guapinol	id=g:3595546
Guapinol	id=g:3595547
Guapinol	id=g:3595548
Guapinol	id=g:3595549
Guapinol	id=g:3595550
Guantajau	id=g:3595551
Guanal	id=g:3595552
Municipio de Guanagazapa	id=g:3595553
Guanagazapa	id=g:3595554
Punta Guanabisia	id=g:3595555
Río Gualmaxán	id=g:3595556
Gualibaj	id=g:3595557
Río Gualchojojché	id=g:3595558
Municipio de Gualán	id=g:3595559
Gualán	id=g:3595560
Guajilote	id=g:3595561
Río Guajcol	id=g:3595562
Arroyo Guaisná	id=g:3595563
Guaisná	id=g:3595564
Finca Guadiela	id=g:3595565
Quebrada de Guadalupe	id=g:3595566
Hacienda Guadalupe	id=g:3595567
Hacienda Guadalupe	id=g:3595568
Finca Guadalupe	id=g:3595569
Finca Guadalupe	id=g:3595570
Finca Guadalupe	id=g:3595571
Finca Guadalupe	id=g:3595572
Guadalupe	id=g:3595573
Guadalupe	id=g:3595574
Guadalupe	id=g:3595575
Guacutul	id=g:3595576
Cerro Guachisote	id=g:3595577
Quebrada del Guachipilín	id=g:3595578
Quebrada de Guachipilín	id=g:3595579
Finca Guachipilín	id=g:3595580
Guachipilín	id=g:3595581
Guachipilín	id=g:3595582
Guachipilín	id=g:3595583
Guachipilín	id=g:3595584
Guachipilín	id=g:3595585
Guachipilín	id=g:3595586
Guachibal	id=g:3595587
Laguna Guacamayo	id=g:3595588
Guacamayo	id=g:3595589
Quebrada Guacamayas	id=g:3595590
Quebrada Guacamayas	id=g:3595591
Laguneta Guacamayas	id=g:3595592
Hacienda Guacamayas	id=g:3595593
Guacamayas	id=g:3595594
Guacamayas	id=g:3595595
Guacamayas	id=g:3595596
Guacamayas	id=g:3595597
Guacamayas	id=g:3595598
Río Guacamaya	id=g:3595599
Río Guacalate	id=g:3595600
Punta Gruesa	id=g:3595601
Finca Grecia	id=g:3595602
Río Grande de Zacapa	id=g:3595603
Río Grande de Pasaco	id=g:3595604
Río Grande de Monjas	id=g:3595605
Río Grande de Mita	id=g:3595606
Río Grande	id=g:3595607
Río Grande	id=g:3595608
Río Grande	id=g:3595609
Río Grande	id=g:3595610
Río Grande	id=g:3595611
Riachuelo Grande	id=g:3595612
Quebrada Grande	id=g:3595613
Quebrada Grande	id=g:3595614
Quebrada Grande	id=g:3595615
Quebrada Grande	id=g:3595616
Quebrada Grande	id=g:3595617
Quebrada Grande	id=g:3595618
Quebrada Grande	id=g:3595619
Quebrada Grande	id=g:3595620
Quebrada Grande	id=g:3595621
Quebrada Grande	id=g:3595622
Quebrada Grande	id=g:3595623
Laguna Grande	id=g:3595624
Laguna Grande	id=g:3595625
Laguna Grande	id=g:3595626
Cerro Grande	id=g:3595627
Cerro Grande	id=g:3595628
Gran Cañón	id=g:3595629
Municipio de Granados	id=g:3595630
Granados	id=g:3595631
Granados	id=g:3595632
Granados	id=g:3595633
Granadillo	id=g:3595634
Granadillas	id=g:3595635
Granadillas	id=g:3595636
Zanjón Granada	id=g:3595637
Cerro Granada	id=g:3595638
Granada	id=g:3595639
Granada	id=g:3595640
Granada	id=g:3595641
Río Gramal	id=g:3595642
Riachuelo Gramal	id=g:3595643
Punta Graciosa	id=g:3595644
Finca Graciela	id=g:3595645
Graciela	id=g:3595646
Río Gracias a Dios	id=g:3595647
Hacienda Gracias a Dios	id=g:3595648
Finca Gracias a Dios	id=g:3595649
Gracias a Dios	id=g:3595650
Gracias a Dios	id=g:3595651
Finca Goritzia	id=g:3595652
Cerro Gordo	id=g:3595653
Cerro Gordo	id=g:3595654
Cerro Gordo	id=g:3595655
Cerro Gordo	id=g:3595656
Cerro Gordo	id=g:3595657
Cerro Gordo	id=g:3595658
Cerro Gordo	id=g:3595659
González	id=g:3595660
Golito	id=g:3595661
Godínez	id=g:3595662
Girones	id=g:3595663
Finca Girondina	id=g:3595664
Cerro Gigante	id=g:3595665
Quebrada Gexexá	id=g:3595666
Finca Gerona	id=g:3595667
Finca Germania	id=g:3595668
Genoveva	id=g:3595669
Municipio de Génova	id=g:3595670
Granja Génova	id=g:3595671
Finca Génova	id=g:3595672
Estación Génova	id=g:3595673
Génova	id=g:3595674
Gato Salvaje	id=g:3595675
Finca Garita Grande	id=g:3595676
Garita Chapina	id=g:3595677
Garibaldi	id=g:3595678
Garibaldi	id=g:3595679
Laguneta García	id=g:3595680
García	id=g:3595681
Garbutt’s Falls	id=g:3595682
Riachuelo Garay	id=g:3595683
Garay	id=g:3595684
Gancho de Fierro	id=g:3595685
Río del Ganado	id=g:3595686
Bahía de Gálvez	id=g:3595687
Gálvez	id=g:3595688
Galluser	id=g:3595689
Gallegos	id=g:3595690
Hacienda Galilea	id=g:3595691
