Meadowlands Country Club	id=g:5200636
Lavna	id=g:626220
Lavki	id=g:626221
Laveykuny	id=g:626222
Latyshi	id=g:626223
Latyshchino	id=g:626224
Latygovo	id=g:626225
Latygovka	id=g:626226
Latygolova	id=g:626227
Latygolichi	id=g:626228
Latygol’	id=g:626229
Latygol’	id=g:626230
Latygol’	id=g:626231
Latkova	id=g:626232
Lasitsk	id=g:626233
Lasitsa	id=g:626234
Lasha	id=g:626235
Lariyanovo	id=g:626236
Larishchevo	id=g:626237
Larinovka	id=g:626238
Lapushnitsy	id=g:626239
Laptevka	id=g:626240
Laplino	id=g:626241
Lapki	id=g:626242
Lapintsy	id=g:626243
Lapine	id=g:626244
Stantsiya Lapichi	id=g:626245
Lapichy	id=g:626246
Lapichi	id=g:626247
Lapeshchino	id=g:626248
Lantseviche	id=g:626249
Lanskaya	id=g:626250
Lanpeki	id=g:626251
Lan’kovo	id=g:626252
Lanitsa	id=g:626253
Laninka	id=g:626254
Landy	id=g:626255
Lan’	id=g:626256
Lan’	id=g:626257
Lamy	id=g:626258
Lambov	id=g:626259
Lakno	id=g:626260
Stantsiya Lakhva	id=g:626261
Lakhva	id=g:626262
Lakhva	id=g:626263
Lakhva	id=g:626264
Lakhovka	id=g:626265
Lahishyn	id=g:626266
Lagvoshcha	id=g:626267
Laguny	id=g:626268
Lagodka	id=g:626269
Lagoda	id=g:626270
Ladorozhe	id=g:626271
Ladeniki	id=g:626272
Labynshchina	id=g:626273
Labunshchina	id=g:626274
Krywchytsy	id=g:626275
Kvyatkovtsy	id=g:626276
Kvetcha	id=g:626277
Kvatery	id=g:626278
Kvasovka	id=g:626279
Kvasyevichy	id=g:626280
Kvartyany	id=g:626281
Kvachi	id=g:626282
Kvachi	id=g:626283
Kuzovina	id=g:626284
Kuz’mino	id=g:626285
Kuz’mino	id=g:626286
Kuzminka	id=g:626287
Kuz’minka	id=g:626288
Kuz’minitskaya	id=g:626289
Kuz’minichi	id=g:626290
Kuz’minichi	id=g:626291
Kuz’michi	id=g:626292
Kuz’michi	id=g:626293
Kuz’michi	id=g:626294
Kuz’kovichi	id=g:626295
Kuzhinets	id=g:626296
Kuzevskiy Posëlok Vtoroy	id=g:626297
Kuzevskiy Posëlok Pervyy	id=g:626298
Kuzevichi	id=g:626299
Kuvechina	id=g:626300
Kuty	id=g:626301
Kuty	id=g:626302
Kuty	id=g:626303
Kuty	id=g:626304
Kutsovshchina	id=g:626305
Kutski	id=g:626306
Kuts’ki	id=g:626307
Kutsevichi	id=g:626308
Kutnyany	id=g:626309
Kutlyany	id=g:626310
Kutino	id=g:626311
Kutin	id=g:626312
Kustychi	id=g:626313
Kustovnitsa	id=g:626314
Kustovichi	id=g:626315
Kushtali	id=g:626316
Kushnery	id=g:626317
Kushlyany	id=g:626318
Kushliki	id=g:626319
Kusevshchyzna	id=g:626320
Kurty	id=g:626321
Kurtasy	id=g:626322
Kurshynavichy	id=g:626323
Kurseviche	id=g:626324
Kurovoye	id=g:626325
Khutor Kurovishche	id=g:626326
Kuropol’ye	id=g:626327
Kurnevichi	id=g:626328
Kurmanovo	id=g:626329
Kurkule	id=g:626330
Kurkovichi	id=g:626331
Kurki	id=g:626332
Kuritichi	id=g:626333
Kurino	id=g:626334
Kurin	id=g:626335
Kurilovichi	id=g:626336
Kurgan’ye	id=g:626337
Kurgan’ye	id=g:626338
Sovkhoz Kurgany	id=g:626339
Kurgany	id=g:626340
Kureysha	id=g:626341
Kurevichi	id=g:626342
Kureni	id=g:626343
Kurenets	id=g:626344
Kurduny	id=g:626345
Kurchovtsy	id=g:626346
Kurchino	id=g:626347
Kurchi	id=g:626348
Kurbaki	id=g:626349
Kurashchany	id=g:626350
Kuranovshchina	id=g:626351
Kuraki	id=g:626352
Kupyatichi	id=g:626353
Kuproviche	id=g:626354
Kupreyevka	id=g:626355
Kupovtsy	id=g:626356
Kupnoly	id=g:626357
Kuplenka	id=g:626358
Kupichy	id=g:626359
Kupely	id=g:626360
Kupcheli	id=g:626361
Kupaly	id=g:626362
Kupa	id=g:626363
Kuntsevshchina	id=g:626364
Kunsy	id=g:626365
Kunovets	id=g:626366
Kunëvichi	id=g:626367
Kumel’shchyzna	id=g:626368
Kulyany	id=g:626369
Kulyaki	id=g:626370
Kul’turnyy	id=g:626371
Kul’tura	id=g:626372
Kul’tura	id=g:626373
Kul’shichi	id=g:626374
Kulishki	id=g:626375
Kulinki	id=g:626376
Kulikovo	id=g:626377
Sovkhoz Kulikovka	id=g:626378
Kulikovka	id=g:626379
Kuliki	id=g:626380
Kuli	id=g:626381
Kuli	id=g:626382
Kul’gai	id=g:626383
Kulëvtsy	id=g:626384
Kulevtse	id=g:626385
Kuleshi	id=g:626386
Kuleshe	id=g:626387
Kulesha	id=g:626388
Kulazhka	id=g:626389
Kulazhin	id=g:626390
Kulakovo	id=g:626391
Kulakovka	id=g:626392
Kulakovik	id=g:626393
Kul’	id=g:626394
Kukuyevka	id=g:626395
Kukshevichi	id=g:626396
Kukry	id=g:626397
Kukovo	id=g:626398
Kukovichi	id=g:626399
Kuklyany	id=g:626400
Kuklichi	id=g:626401
Kuklichi	id=g:626402
Kukli	id=g:626403
Kukhty	id=g:626404
Kukhty	id=g:626405
Kukhty	id=g:626406
Kukhtitsy	id=g:626407
Kukhary	id=g:626408
Kukharonki	id=g:626409
Kuken’	id=g:626410
Kukel’ki	id=g:626411
Kukelevshchina	id=g:626412
Kukarëvo	id=g:626413
Kudrichi	id=g:626414
Kudrichi	id=g:626415
Kudrevshchyzna	id=g:626416
Kudovichi	id=g:626417
Kudinovichi	id=g:626418
Kudino	id=g:626419
Kudeyshi	id=g:626420
Kudayevo	id=g:626421
Kuchinsk	id=g:626422
Kuchin	id=g:626423
Kuchin	id=g:626424
Kubrakovka	id=g:626425
Kublishchizna	id=g:626426
Kublik	id=g:626427
Kublichi	id=g:626428
Ksty	id=g:626429
Kshivki	id=g:626430
Kshesla	id=g:626431
Kshechoty	id=g:626432
Kryukovshchina	id=g:626433
Kryukovichi	id=g:626434
Kruki	id=g:626435
Krytyshyn	id=g:626436
Krytseviche	id=g:626437
Krystynovo	id=g:626438
Kryshyloviche	id=g:626439
Kryshilovshchina	id=g:626440
Khutor Kryshichi	id=g:626441
Kryshichi	id=g:626442
Stantsiya Krynki	id=g:626443
Krynki	id=g:626444
Krynki	id=g:626445
Krynki	id=g:626446
Krynitsa	id=g:626447
Krylov	id=g:626448
Krychniki	id=g:626449
Krychaw	id=g:626450
Krutoye	id=g:626451
Krutki	id=g:626452
Krutilova	id=g:626453
Krutaya Gora	id=g:626454
Krutaya Gora	id=g:626455
Krushniki	id=g:626456
Ozero Krushinovka	id=g:626457
Krushinovka	id=g:626458
Krushinniki	id=g:626459
Kanava Krushinnaya	id=g:626460
Krupyazhna	id=g:626461
Kruptsy	id=g:626462
Krupski Rayon	id=g:626463
Krupskiy	id=g:626464
Krupovo	id=g:626465
Krupnya	id=g:626466
Krupnya	id=g:626467
Krupnitsa	id=g:626468
Kruplyany	id=g:626469
Krupli	id=g:626470
Krupki	id=g:626471
Krupka	id=g:626472
Krupitsa	id=g:626473
Krupichovshchyzna	id=g:626474
Krupichi	id=g:626475
Krupeyki	id=g:626476
Krupenino	id=g:626477
Krupenina	id=g:626478
Krupa	id=g:626479
Krupa	id=g:626480
Kruni	id=g:626481
Krumplevo	id=g:626482
Stantsiya Krulevshchizna	id=g:626483
Krulevshchizna	id=g:626484
Kruki	id=g:626485
Kruki	id=g:626486
Krugovka	id=g:626487
Krugovets-Kalinino	id=g:626488
Krugovets	id=g:626489
Kryhlyanski Rayon	id=g:626490
Kruhlaye	id=g:626491
Krugloye	id=g:626492
Krugloye	id=g:626493
Kruglitsa	id=g:626494
Krugi	id=g:626495
Krucha	id=g:626496
Krovnitsa	id=g:626497
Krotovo	id=g:626498
Krotov	id=g:626499
Krotki	id=g:626500
Kroshyn	id=g:626501
Kron’ki	id=g:626502
Kromovichi	id=g:626503
Krivsk	id=g:626504
Krivsk	id=g:626505
Krivoy Kryuk	id=g:626506
Krivoye Selo	id=g:626507
Krivoye Selo	id=g:626508
Krivoye Selo	id=g:626509
Ozero Krivoye	id=g:626510
Krivoye	id=g:626511
Kryvoshyn	id=g:626512
Krivosel’ye	id=g:626513
Krivosel’tsevo	id=g:626514
Krivosëlki	id=g:626515
Krivonosy	id=g:626516
Krivonosy	id=g:626517
Krivonogova	id=g:626518
Krywlyany	id=g:626519
Krivitsa	id=g:626520
Krivino	id=g:626521
Stantsiya Krivichi	id=g:626522
Krivichi	id=g:626523
Krivichi	id=g:626524
Krivichi	id=g:626525
Krivichi	id=g:626526
Krivel’	id=g:626527
Krivaya Niva	id=g:626528
Krivaya Gryada	id=g:626529
Krivaya	id=g:626530
Krivaya	id=g:626531
Krival’	id=g:626532
Kriusha	id=g:626533
Kriulin	id=g:626534
Kristompol’ye	id=g:626535
Krishtofovo	id=g:626536
Krisevo	id=g:626537
Kripuli	id=g:626538
Krinitsa	id=g:626539
Krynitsa	id=g:626540
Krinitsa	id=g:626541
Krinichnyy	id=g:626542
Khutora Krinichnaya Gryada	id=g:626543
Stantsiya Krichëv Vtoroy	id=g:626544
Krychawski Rayon	id=g:626545
Stantsiya Krichëv Pervyy	id=g:626546
Kreyvantsy	id=g:626547
Krevo	id=g:626548
Krevelitska	id=g:626549
Stantsiya Krest’yanka	id=g:626550
Krenty Bzheg	id=g:626551
Kremyanki	id=g:626552
Kremyanka	id=g:626553
Kremyanitsa	id=g:626554
Kremok	id=g:626555
Kremno	id=g:626556
Kremenets	id=g:626557
Kraytsy	id=g:626558
Kraysk	id=g:626559
Krayevniki	id=g:626560
Kray	id=g:626561
Kravtsovo	id=g:626562
Kravtsovo	id=g:626563
Kravtsovka	id=g:626564
Kravtsov	id=g:626565
Kravchonki	id=g:626566
Kratsevichi	id=g:626567
Krasynya	id=g:626568
Krasulino	id=g:626569
Krasovshchyzna	id=g:626570
Krasovshchina	id=g:626571
Krasovka	id=g:626572
Krasovichi	id=g:626573
Krasovicheskaya Sloboda	id=g:626574
Krasova	id=g:626575
Krasnyy Trud	id=g:626576
Krasnyy Ruchey	id=g:626577
Krasnyy Rog	id=g:626578
Krasnyy Posëlok	id=g:626579
Krasnyy Posëlok	id=g:626580
Krasnyy Posëlok	id=g:626581
Krasnyy Partizan	id=g:626582
Krasnyy Pal’chik	id=g:626583
Krasnyy Ostrov	id=g:626584
Krasnyy Oktyabr’	id=g:626585
Krasnyy Most	id=g:626586
Krasnyy Dvor	id=g:626587
Krasnyy Dar	id=g:626588
Stantsiya Krasnyy Brod	id=g:626589
Krasnyy Brod	id=g:626590
Krasnyy Borok	id=g:626591
Krasnyy Bor	id=g:626592
Krasnyy Bor	id=g:626593
Krasnyy Bor	id=g:626594
Krasnyy Bor	id=g:626595
Krasnyy Bor	id=g:626596
Krasnyy Bereg	id=g:626597
Krasnyy Bereg	id=g:626598
Krasnyy Bereg	id=g:626599
Krasnyy	id=g:626600
Krasnozëm’ye	id=g:626601
Stantsiya Krasnoye Znamya	id=g:626602
Krasnoye Znamya	id=g:626603
Krasnoye Znamya	id=g:626604
Krasnoye Vtoroye	id=g:626605
Krasnoye Selo	id=g:626606
Krasnoye Selo	id=g:626607
Krasnoye Pole	id=g:626608
Krasnoye	id=g:626609
Krasnoye	id=g:626610
Krasnoye	id=g:626611
Krasnoye	id=g:626612
Krasnoye	id=g:626613
Krasnoye	id=g:626614
Krasnoye	id=g:626615
Krasnoye	id=g:626616
Krasnovka	id=g:626617
Krasnovka	id=g:626618
Krasnosel’ye	id=g:626619
Krasnosel’tse	id=g:626620
Krasnosel’skiy	id=g:626621
Krasnopol’ye	id=g:626622
Krasnopol’ye	id=g:626623
Krasnopol’ye	id=g:626624
Krasnapollye	id=g:626625
Krasnapol’ski Rayon	id=g:626626
Krasnoluki	id=g:626627
Krasnoluchka	id=g:626628
Krasnoleski	id=g:626629
Krasnogurka	id=g:626630
Krasnodvortsy	id=g:626631
Krasnoberezh’ye	id=g:626632
Krasnitsa Vtoraya	id=g:626633
Krasnitsa Pervaya	id=g:626634
Sovkhoz Krasnitsa	id=g:626635
Krasnitsa	id=g:626636
Krasnitsa	id=g:626637
Krasnitsa	id=g:626638
Krasnitsa	id=g:626639
Krasnitsa	id=g:626640
Krasnitsa	id=g:626641
Krasniki	id=g:626642
Krasne	id=g:626643
Krasne	id=g:626644
Krasnaya Zvezda	id=g:626645
Krasnaya Zvezda	id=g:626646
Krasnaya Zor’ka	id=g:626647
Krasnaya Znamenka	id=g:626648
Krasnaya Zarya	id=g:626649
Krasnaya Volya	id=g:626650
Krasnaya Vetka	id=g:626651
Krasnaya Vetka	id=g:626652
Krasnaya Slobodka	id=g:626653
Krasnaya Sloboda	id=g:626654
Krasnaya Sloboda	id=g:626655
Krasnaya Sloboda	id=g:626656
Krasnaya Sloboda	id=g:626657
Krasnaya Sloboda	id=g:626658
Krasnaya Sloboda	id=g:626659
Chyrvonaya Slabada	id=g:626660
Krasnaya Ryminka	id=g:626661
Krasnaya Niva	id=g:626662
Krasnaya Niva	id=g:626663
Krasnaya Gorka	id=g:626664
Krasnaya Gorka	id=g:626665
Krasnaya Gorka	id=g:626666
Krasnaya Gora	id=g:626667
Krasnaya Dubrova	id=g:626668
Krasnaya Dubrava	id=g:626669
Krasnaya Buda	id=g:626670
Krasnaya Buda	id=g:626671
Krasnaya Buda	id=g:626672
Krasnaya	id=g:626673
Krasnaya	id=g:626674
Krasnaya	id=g:626675
Krasnaya	id=g:626676
Krasnaya	id=g:626677
Kraskovo	id=g:626678
Krasilovka	id=g:626679
Krashuty	id=g:626680
Krashino	id=g:626681
Krashavitsy	id=g:626682
Krasavin	id=g:626683
Krapuzhnino	id=g:626684
Krapivnoye	id=g:626685
Krapivnitsa	id=g:626686
Krapivka	id=g:626687
Krapivenka	id=g:626688
Krakovka	id=g:626689
Krai	id=g:626690
Kraglevichi	id=g:626691
Krachkovo	id=g:626692
Stantsiya Kozyrëvo	id=g:626693
Koz’ye	id=g:626694
Koz’yany	id=g:626695
Kozyany	id=g:626696
Koz’yany	id=g:626697
Koz’yany	id=g:626698
Kozulichi	id=g:626699
Kozodoy	id=g:626700
Kozly	id=g:626701
Kozly	id=g:626702
Kozly	id=g:626703
Kozly	id=g:626704
Kozly	id=g:626705
Kozly	id=g:626706
Kozlovyy Bereg	id=g:626707
Khutora Kozlovskiye	id=g:626708
Kozlovshchina	id=g:626709
Kozlovshchina	id=g:626710
Kozlovshchina	id=g:626711
Kozlovo	id=g:626712
Kozlovo	id=g:626713
Kozlovka	id=g:626714
Kazlovichy	id=g:626715
Kozlovichi Vtoryye	id=g:626716
Kozlovichi	id=g:626717
Kozlovichi	id=g:626718
Kozlovichi	id=g:626719
Kozlovichi	id=g:626720
Kozlovichi	id=g:626721
Kozlovichi	id=g:626722
Kozloviche	id=g:626723
Kozlevshchina	id=g:626724
Kozisheche	id=g:626725
Kozinki	id=g:626726
Koziki	id=g:626727
Koziki	id=g:626728
Koz’i Gorki	id=g:626729
Kozhushki	id=g:626730
Kozhurovshchina	id=g:626731
Kozhukhovtsy	id=g:626732
Kozhevo	id=g:626733
Kozhemyakino	id=g:626734
Kozhemyakino	id=g:626735
Kozhelichin	id=g:626736
Kozhanovichi	id=g:626737
Kazhan-Haradok	id=g:626738
Kozeykovtse	id=g:626739
Kozerogi	id=g:626740
Koze Penno	id=g:626741
Kozenyaty	id=g:626742
Stantsiya Kozenki	id=g:626743
Kozel’ye	id=g:626744
Kozeluzh’ye	id=g:626745
Kozel’skaya Buda	id=g:626746
Kozel’shchyzna	id=g:626747
Kozekovo	id=g:626748
Kozarovshchyzna	id=g:626749
Kozarezy	id=g:626750
Kozanovka	id=g:626751
Kozakovshchina	id=g:626752
Kozaki	id=g:626753
Kozaki	id=g:626754
Kozachki	id=g:626755
Kovychitsy	id=g:626756
Kovshovo	id=g:626757
Kovshovo	id=g:626758
Kovsheviche	id=g:626759
Kovshelëvo	id=g:626760
Kovshary	id=g:626761
Kovrin	id=g:626762
Kovnyatin	id=g:626763
Kovnyany	id=g:626764
Koverzhitsy	id=g:626765
Kovenyuv	id=g:626766
Kovchitsy Vtoryye	id=g:626767
Kovchitsy Pervyye	id=g:626768
Koval’ki	id=g:626769
Koval’ki	id=g:626770
Kovalishki	id=g:626771
Kovali	id=g:626772
Kovali	id=g:626773
Kovali	id=g:626774
Kovali	id=g:626775
Kovali	id=g:626776
Kovali	id=g:626777
Kovali	id=g:626778
Kovali	id=g:626779
Kovali	id=g:626780
Kovali	id=g:626781
Kovalëvtsy	id=g:626782
Kovalevshchizna Vel’ka	id=g:626783
Kovalevshchizna Mala	id=g:626784
Kovalevichi	id=g:626785
Kovalëva	id=g:626786
Kovale	id=g:626787
Kovale	id=g:626788
Kovale	id=g:626789
Kovaka	id=g:626790
Koupyta	id=g:626791
Koty	id=g:626792
Kotra	id=g:626793
Kotovshchina	id=g:626794
Kotovshchina	id=g:626795
Kotovo	id=g:626796
Kotlovitsa	id=g:626797
Kotel’nya Boyarskaya	id=g:626798
Kotëlki	id=g:626799
Kotelëvo	id=g:626800
Kosynichi	id=g:626801
Kos’ye	id=g:626802
Kostyushkovichi	id=g:626803
Stantsiya Kostyukovka	id=g:626804
Kostyukovka	id=g:626805
Kostyukovka	id=g:626806
Kastsyukovitski Rayon	id=g:626807
Kastsyukovichy	id=g:626808
Kostyukovichi	id=g:626809
Kostyuki	id=g:626810
Kostyuki	id=g:626811
Kostyagovka	id=g:626812
Kos’tsene	id=g:626813
Kostruv	id=g:626814
Kostrovichi	id=g:626815
Kostritsa	id=g:626816
Kostrichskaya Slobodka	id=g:626817
Kostrichi	id=g:626818
Kostino	id=g:626819
Kostinka	id=g:626820
Kosteyevo	id=g:626821
Kostevichi	id=g:626822
Kosteshi	id=g:626823
Kosteshi	id=g:626824
Kostenëvo	id=g:626825
Kostenëvo	id=g:626826
Kostenevichi	id=g:626827
Stantsyya Kosava-Palyeskaye	id=g:626828
Kosava	id=g:626829
Kosovo	id=g:626830
Kosovka	id=g:626831
Kosminichi	id=g:626832
Kos’kovo	id=g:626833
Kositskoye	id=g:626834
Kositov	id=g:626835
Kosino	id=g:626836
Kosino	id=g:626837
Kosin	id=g:626838
Kosichi	id=g:626839
Kosichi	id=g:626840
Kosiche Vel’ke	id=g:626841
Ozero Kosho	id=g:626842
Koshevniki-Vel’ke	id=g:626843
Koshevichi	id=g:626844
Koshevichi	id=g:626845
Koshel’ye	id=g:626846
Kosheli	id=g:626847
Koshelevskiy	id=g:626848
Koshelëvo	id=g:626849
Koshelëvo	id=g:626850
Koshelëv	id=g:626851
Koshchichi	id=g:626852
Koshary	id=g:626853
Khutora Kosharskiye	id=g:626854
Koshany	id=g:626855
Koshanka	id=g:626856
Kosenichi	id=g:626857
Kosel’skiy Prudok	id=g:626858
Kosel’	id=g:626859
Kosarëvo	id=g:626860
Korzyuki	id=g:626861
Korzhikovo	id=g:626862
Kanal Korytyn’ski	id=g:626863
Korytnoye	id=g:626864
Korytnitsi	id=g:626865
Korytnitsa	id=g:626866
Koryst’	id=g:626867
Korynka	id=g:626868
Korveli	id=g:626869
Korunny	id=g:626870
Korsyne	id=g:626871
Korshunki	id=g:626872
Korshuki	id=g:626873
Korshaki	id=g:626874
Korsakovichi	id=g:626875
Korovyak	id=g:626876
Korovino	id=g:626877
Korovichi	id=g:626878
Korovchino	id=g:626879
Korovatichi	id=g:626880
Korotkovichi	id=g:626881
Korot’ki	id=g:626882
Korotichi	id=g:626883
Korostovo	id=g:626884
Korosten’	id=g:626885
Korost’	id=g:626886
Koromka	id=g:626887
Koromka	id=g:626888
Korolishchevichi	id=g:626889
Korolina	id=g:626890
Korolin	id=g:626891
Korolin	id=g:626892
Koroli	id=g:626893
Korolëvtsy	id=g:626894
Korolëv Stan	id=g:626895
Korolevskiye	id=g:626896
Korolevskaya Sloboda Pervaya	id=g:626897
Korolevskaya Sloboda	id=g:626898
Korolëv-Ostrov	id=g:626899
Korolëvo	id=g:626900
Korolëvo	id=g:626901
Korolevka	id=g:626902
Korolevichi	id=g:626903
Korolëva	id=g:626904
Korochevshchyzna	id=g:626905
Koroby	id=g:626906
Korobovichi	id=g:626907
Korobki	id=g:626908
Korobchitsy	id=g:626909
Korobchinskiye	id=g:626910
Korob	id=g:626911
Kornitsa	id=g:626912
Kornily	id=g:626913
Karmyanski Rayon	id=g:626914
Kormsha	id=g:626915
Korma	id=g:626916
Karma	id=g:626917
Korma	id=g:626918
Korma	id=g:626919
Korma	id=g:626920
Korma	id=g:626921
Korma	id=g:626922
Korkenyata Malaya	id=g:626923
Korkenyata Bol’shaya	id=g:626924
Korgovo	id=g:626925
Korenyaty	id=g:626926
Korenishche	id=g:626927
Korenikhi	id=g:626928
Koreni	id=g:626929
Koreni	id=g:626930
Stantsiya Korenëvka	id=g:626931
Korenëvka	id=g:626932
Korenëvka	id=g:626933
Korenëvka	id=g:626934
Korenëvka	id=g:626935
Korenets	id=g:626936
Koren’	id=g:626937
Karelitski Rayon	id=g:626938
Karelichy	id=g:626939
Korechin	id=g:626940
Kordon	id=g:626941
Korchëv’ye	id=g:626942
Korchevakha	id=g:626943
Korchëmka	id=g:626944
Korany	id=g:626945
Korable	id=g:626946
Kopysitsa	id=g:626947
Stantsiya Kopys’	id=g:626948
Kopys’	id=g:626949
Kopyly	id=g:626950
Kapyl’ski Rayon	id=g:626951
Kopyl’skaya Gryada	id=g:626952
Kopyl’shchizna	id=g:626953
Kopyl’shchina	id=g:626954
Kopylovshchina	id=g:626955
Kapyl’	id=g:626956
Koptyush	id=g:626957
Kopts’ovshchyzna	id=g:626958
Stantsiya Koptsevichi	id=g:626959
Koptsevichi	id=g:626960
Koptsevichi	id=g:626961
Koptsevichi	id=g:626962
Koptseviche	id=g:626963
Koptëvka	id=g:626964
Koptevichi	id=g:626965
Kopishche	id=g:626966
Kopeyna	id=g:626967
Kopcha	id=g:626968
Kopatsevichi	id=g:626969
Kopatkevichi	id=g:626970
Kopanka	id=g:626971
Kopani	id=g:626972
Kopan’	id=g:626973
Kopachi	id=g:626974
Kopachëvka	id=g:626975
Kopache	id=g:626976
Koopti	id=g:626977
Konyushany	id=g:626978
Konyukhy	id=g:626979
Konyukhovo	id=g:626980
Konyukhi	id=g:626981
Konyukhi	id=g:626982
Konyukhi	id=g:626983
Konvalishki	id=g:626984
Konturovka	id=g:626985
Kontsy	id=g:626986
Kontsevichi	id=g:626987
Kontenety	id=g:626988
Konstantynovo	id=g:626989
Konstantov	id=g:626990
Konstantinovo	id=g:626991
Konstantinovo	id=g:626992
Konstantinovka	id=g:626993
Konstantinovka	id=g:626994
Konovaly	id=g:626995
Konovalovo	id=g:626996
Konotopy	id=g:626997
Konotopy	id=g:626998
Konotop	id=g:626999
Konotop	id=g:627000
Konoshi	id=g:627001
Konosa	id=g:627002
Konopel’ka	id=g:627003
Kononovshchina	id=g:627004
Kononovka Vtoraya	id=g:627005
Kononovka Pervaya	id=g:627006
Konna	id=g:627007
Konkovichi	id=g:627008
Konets	id=g:627009
Konets	id=g:627010
Kondraty	id=g:627011
Kondratovsk	id=g:627012
Kondratovichi	id=g:627013
Konchytsy	id=g:627014
Konchany	id=g:627015
Konchany	id=g:627016
Konchani	id=g:627017
Konakhy	id=g:627018
Konakhovka	id=g:627019
Komzetovka	id=g:627020
Komsomol’skaya	id=g:627021
Komsichi	id=g:627022
Komsenichi	id=g:627023
Komsenichi	id=g:627024
Stantsiya Kommunary	id=g:627025
Kommunar	id=g:627026
Kommuna Felisberg	id=g:627027
Kommuna Bukharo-Proletarskaya Pervaya	id=g:627028
Kommuna	id=g:627029
Komlishchy	id=g:627030
Komlevshchyzna	id=g:627031
Komissarskiy Sad	id=g:627032
Komaysk	id=g:627033
Komatovo	id=g:627034
Komaryshki	id=g:627035
Komary	id=g:627036
Komarovshchina	id=g:627037
Komarovo	id=g:627038
Komarovka	id=g:627039
Komarovka	id=g:627040
Kamarowka	id=g:627041
Komarovichi	id=g:627042
Komarovichi	id=g:627043
Komarovichi	id=g:627044
Kamaryn	id=g:627045
Komarichi	id=g:627046
Komanov	id=g:627047
Komai	id=g:627048
Kolyugi	id=g:627049
Kolyshki	id=g:627050
Kolybovka	id=g:627051
Kolyban’	id=g:627052
Kolyazhino	id=g:627053
Kolyagi	id=g:627054
Stantsiya Kolyadichi	id=g:627055
Kolyadichi	id=g:627056
Kolyadichi	id=g:627057
Koltovo	id=g:627058
Kolpenitsa	id=g:627059
Kolpen’	id=g:627060
Kolpaki	id=g:627061
Kolozuby	id=g:627062
Kolovichi	id=g:627063
Kolotovka	id=g:627064
Kolotily	id=g:627065
Kolota	id=g:627066
Kolosy	id=g:627067
Kolosovshchyzna	id=g:627068
Kolosovshchina	id=g:627069
Kolontayevo	id=g:627070
Kolonsk	id=g:627071
Koloniya Uzhmëny	id=g:627072
Koloniya Porplishche	id=g:627073
Koloniya Plyanta	id=g:627074
Koloniya Ostromechevo	id=g:627075
Koloniya Konstantynuv	id=g:627076
Koloniya Bzhostovichany	id=g:627077
Koloniya	id=g:627078
Kalodnaye	id=g:627079
Kolodnitsa	id=g:627080
Kolodliv	id=g:627081
Kolodki	id=g:627082
Kolodishchi	id=g:627083
Kolodino	id=g:627084
Kolodezskaya	id=g:627085
Kolodez’ki	id=g:627086
Kolodezi	id=g:627087
Kolodezi	id=g:627088
Kolodeyevichi	id=g:627089
Kolodchyn	id=g:627090
Kol’no	id=g:627091
Kol’niki	id=g:627092
Kollegov	id=g:627093
Kollantaye	id=g:627094
Kolki	id=g:627095
Kolki	id=g:627096
Kolki	id=g:627097
Kolki	id=g:627098
Kolichenko	id=g:627099
Kolesishche	id=g:627100
Stantsiya Koleno	id=g:627101
Koleina	id=g:627102
Kaldycheva	id=g:627103
Kol’chuny	id=g:627104
Kol’chitsy Staryye	id=g:627105
Kol’chitsy Novyye	id=g:627106
Kolby	id=g:627107
Kolbovo	id=g:627108
Kolbovka	id=g:627109
Kolbovichi	id=g:627110
Kolbiki	id=g:627111
Kolbcha	id=g:627112
Kolbasino	id=g:627113
Kolbasichi	id=g:627114
Kokoyskiy	id=g:627115
Kokoysk	id=g:627116
Kokovchino	id=g:627117
Kokotovo	id=g:627118
Kokoshchitsy	id=g:627119
Kokorichi	id=g:627120
Kokhonovka	id=g:627121
Stantsiya Kokhanovo	id=g:627122
Kokhanovo	id=g:627123
Kokhanovichi	id=g:627124
Kogurina	id=g:627125
Kodukovo	id=g:627126
Kodi	id=g:627127
Prypynachny Punkt Kodzyen’	id=g:627128
Kochkuny	id=g:627129
Kochishche	id=g:627130
Kocherezhino	id=g:627131
Kochany	id=g:627132
Kochanovichi	id=g:627133
Kobylyanka	id=g:627134
Kobylyanka	id=g:627135
Kobylyanka	id=g:627136
Kobyl’shchina	id=g:627137
Kobyl’niki	id=g:627138
Kobyl’niki	id=g:627139
Kobylki	id=g:627140
Kobylichi	id=g:627141
Kobylichi	id=g:627142
Kobylichi	id=g:627143
Kobuza	id=g:627144
Kobryn	id=g:627145
Kobrynski Rayon	id=g:627146
Kobelyakskiye Porogi	id=g:627147
Kobelyaki	id=g:627148
Kabyolki	id=g:627149
Kobarevo	id=g:627150
Knyshevichi	id=g:627151
Knyazi	id=g:627152
Knyazhitsy	id=g:627153
Knyazhitsy	id=g:627154
Stantsiya Knyazhitsa	id=g:627155
Knyazhino	id=g:627156
Knyazhevodtse	id=g:627157
Knyazheskaya Sloboda	id=g:627158
