Al ‘Aqm	id=g:402496
Jabal Maswar	id=g:7342511
Maḩall Ḩajjāl	id=g:7342512
Jabal aţ Ţawīl	id=g:7342513
Al Jarādī	id=g:7342514
Jabal as Sawdā’	id=g:7342515
An Namrayn	id=g:7342516
Al Aghrabah	id=g:7342517
Maqrīsh	id=g:7342518
Al Ḩayūf	id=g:7342519
Al ‘Uqlah	id=g:7342520
Masbab	id=g:7342521
Jabal al Qadam	id=g:7342522
Jabal Qabāl	id=g:7342523
Jabal ar Rayd	id=g:7342524
Al ‘Ashshah	id=g:7342525
Ash Shi‘āf	id=g:7342526
Jabal aş Şalwāh	id=g:7342527
Jabal Bayt Muray‘	id=g:7342528
Ḑawrān	id=g:7342529
Ash Sharafah	id=g:7342530
Bayt al ‘Araj	id=g:7342531
Jabal Wardān	id=g:7342532
Bayt an Nihmī	id=g:7342533
Naqīl al Maḩwal	id=g:7342534
Jabal al Ḩawfah	id=g:7342535
Maḩall As‘ād	id=g:7342536
Qubā’	id=g:7342537
Al Wa‘īrah	id=g:7342538
An Naşlah	id=g:7342539
Jabal al Ghamar	id=g:7342540
Wādī al ‘Ashshah	id=g:7342541
As Sawādah	id=g:7342542
Al Lakamah as Sawdā’	id=g:7342543
Al Hijrah	id=g:7342544
Wādī Ḩisarah	id=g:7342545
Wādī Sihām	id=g:7342546
Bayt al Qaramānī	id=g:7342547
Dār al Qāḑī	id=g:7342548
Al Ḩijlah	id=g:7342560
As Sawdā’	id=g:7342561
Ash Shawātir	id=g:7342562
Al Birār	id=g:7342563
Al Asdād	id=g:7342564
Al Qufl	id=g:7342565
Wādī Ramā’	id=g:7342566
Wādī Fundugh	id=g:7342567
Jabal al Bayḑā’	id=g:7342568
Ramā’	id=g:7342569
Al ‘Anbar	id=g:7342570
Bayt al Murtaḑá	id=g:7342571
Bayt as Sirājī	id=g:7342572
Bayt Mihābah	id=g:7342573
Banī Yazīd	id=g:7342574
Bayt al Ghuwaydī	id=g:7342575
Bayt ‘Alwān	id=g:7342576
Az Zīlah	id=g:7342577
Aş Şubāḩah	id=g:7342578
Bayt ‘Aţshān	id=g:7342579
Bayt Ḩarmal	id=g:7342580
Bayt Suwār	id=g:7342581
Al Juruf	id=g:7342582
Bayt Shab‘ān	id=g:7342583
Bayt Rafīq Allāh	id=g:7342584
Bayt Şāliḩ Qāsim	id=g:7342585
Bayt Ḩilalī	id=g:7342586
Jabal al Ḩāwirī	id=g:7342587
An Nushayfah	id=g:7342669
Ḩazm al ‘Arjān	id=g:7342670
Wādī al Ajrāf	id=g:7342671
Al Manjaz	id=g:7342672
Wādī Ḩalḩalān	id=g:7342673
Najrān	id=g:7342674
Jabal al Quff	id=g:7342675
Aḑ Ḑayq	id=g:7342676
Al Ḩayfah	id=g:7342677
Maḩall Bin Ḩuzaym Wighrāb	id=g:7342678
Jabal ad Durm	id=g:7342679
Jabal al Luwaydh	id=g:7342680
Āl Ḩarmal	id=g:7342681
As Sūdah	id=g:7342682
Jabal Tubayyin	id=g:7342683
Wādī an Nukhaylah	id=g:7342684
Jabal al Katif	id=g:7342685
Wādī Mishmakh	id=g:7342686
Rub‘ as Sawdā’	id=g:7342687
Adh Dhirā‘	id=g:7342688
Ḩaqībah	id=g:7342689
Jabal al Qaţafāt	id=g:7342690
Jabal Diqn	id=g:7342691
Jabal an Naşīb al Aswad	id=g:7342692
Zijjān	id=g:7342693
Jabal Zijjān	id=g:7342694
Jabal al ‘Aynūnah	id=g:7342695
Az Zuqayqā	id=g:7342696
Wādī Majzar	id=g:7342697
Al Maqāshib	id=g:7342698
Ad Darb	id=g:7342699
Aş Şalab	id=g:7342700
Wādī Milāḩā	id=g:7342701
Milāḩā	id=g:7342702
Darb al Ashrāf	id=g:7342703
Wādī al ‘Arjā’	id=g:7342704
Al ‘Aţf	id=g:7342705
Jabal ad Darb	id=g:7342706
Wādī Tilbis	id=g:7342707
Al Mawdin	id=g:7342708
As Salīl	id=g:7342709
Qaryat as Saḩārī	id=g:7342710
Qaryat Baḩarah	id=g:7342711
Wādī al Yissān	id=g:7342712
Wādī al Ḩā’irah	id=g:7342713
Al Maqāţir	id=g:7342714
Jirbat Khabārah	id=g:7342715
Wādī al Manjūrah	id=g:7342716
Wādī al Barābir	id=g:7342717
Az Zarqah	id=g:7342718
Qaryat Khurşān	id=g:7342719
Wādī Baqlān	id=g:7342720
Wādī al Bayt	id=g:7342721
Wādī al ‘Iyanah	id=g:7342722
Tilbis	id=g:7342723
Wādī ar Rawḑ	id=g:7342724
Umm as Salam	id=g:7342725
Jabal Umm as Salam	id=g:7342726
Wādī al Az̧bāb	id=g:7342727
Wādī Marāhī	id=g:7342728
Jabal Baḩarah	id=g:7342729
Wādī Zaghdūd	id=g:7342730
Wādī Mās	id=g:7342731
Nab‘ah	id=g:7342732
Wādī Nab‘ah	id=g:7342733
Jabal al Manāmah	id=g:7342734
Al Qaltah	id=g:7342735
Al ‘Alaq	id=g:7342736
At Tanhīyah	id=g:7342737
Al Burum	id=g:7342738
As Sumur	id=g:7342739
Al Multaqá	id=g:7342740
Wādī al Miḩjizah	id=g:7342741
Jabal Shibrayn	id=g:7342742
Jabal Yām	id=g:7342743
Jabal Sakhbarah Yām	id=g:7342744
Jabal Şufr	id=g:7342745
Shi‘b at Tiwayy	id=g:7342746
Jabal Qunfūdh	id=g:7342747
Wādī al Mighsāl	id=g:7342748
Jabal Ashra‘	id=g:7342749
Al Ḩarshafah	id=g:7342750
Ḑabū‘ah	id=g:7342751
Aţ Ţawqah	id=g:7342752
Al Ḩafan	id=g:7342753
Al Qahalah	id=g:7342754
Jabal Umm Ḩaţab	id=g:7342755
Al Jabal al Abyaḑ	id=g:7342756
Ar Ramādah	id=g:7342757
Al Ashrāf	id=g:7342758
‘Iyāl Ḩusayn	id=g:7342759
‘Iyāl Muḩammad	id=g:7342760
Banī Şā‘	id=g:7342761
Jabal Umm Rukab	id=g:7342762
Jabal aş Şalţā’	id=g:7342763
Al Mabda‘ah	id=g:7342764
An Nishaf	id=g:7342765
Banī Bāriq	id=g:7342766
Jabal al Ḩawl	id=g:7342767
Shi‘b Jumjum	id=g:7342768
Banī Shanjar	id=g:7342769
Al Ḩawl	id=g:7342770
Wādī an Naḩḑ	id=g:7342771
Jabal al Maḩjar	id=g:7342772
Maḩall ‘Awsajah	id=g:7342773
Banī Mizqām	id=g:7342774
Bayt Bin Şabir	id=g:7342775
Jabal al Qarn	id=g:7342776
Al Yammaynah	id=g:7342777
Banī Ţālib	id=g:7342778
Ar Rizwah	id=g:7342779
Wādī Maḩallī	id=g:7342780
Wādī Ghaylamah	id=g:7342781
Wādī al Qatab	id=g:7342782
Jabal al Masāwarah	id=g:7342783
Ad Dīrah	id=g:7342784
Jabal Ḩarīm	id=g:7342785
Bayt as Sayyid	id=g:7342786
Al ‘Abādil	id=g:7342787
Qaryat Milḩ	id=g:7342788
Jabal al Maqāţi‘	id=g:7342789
Jabal al Qatab	id=g:7342790
An Na‘aymāt	id=g:7342791
Ash Sharyah	id=g:7342792
Wādī al Aḩmalayn	id=g:7342793
Jabal Rashā’	id=g:7342794
Jabal al Maşna‘ah	id=g:7342795
Jabal al Qatab	id=g:7342796
Jabal al Manārah	id=g:7342797
Kawlat an Naffāḩ	id=g:7342798
Jabal Bādīn	id=g:7342799
Jabal al Jabahah	id=g:7342800
Maḩall al Ghathamah	id=g:7342801
Wādī al ‘Aţf	id=g:7342802
Jabal Ḩiyād adh Dhahab	id=g:7342803
Jabal an Nakhish	id=g:7342804
Wādī Qarāqir	id=g:7342805
Al Ḩarayshā	id=g:7342806
Kamb al Jufrah	id=g:7342807
Al Bāţin	id=g:7342808
Āl Si‘īd	id=g:7342809
Bayt Rāshid Jiḩzah	id=g:7342810
Qaryat Banī Jiḩzah	id=g:7342811
Āl Ḩasān	id=g:7342812
Āl ‘Āyiḑ al Bukhaytī	id=g:7342813
Wādī Nakhlān	id=g:7342814
Wādī Harār	id=g:7342815
Qā‘ al Ḩamrā’	id=g:7342816
Al ‘Uqrān	id=g:7342817
Wādī al ‘Uqrān	id=g:7342818
Al Mashāriqah	id=g:7342819
‘Aşir	id=g:7342820
Banī Zahīr	id=g:7342821
Banī Ghālib	id=g:7342822
Banī ‘Āmir	id=g:7342823
Jabal al Ḩamrā’	id=g:7342824
Maḩall al Maraţah	id=g:7342825
Al Majāwiḩah	id=g:7342826
Ash Shaţaybah	id=g:7342827
Ghūlat ‘Āşim	id=g:7342828
Banī Sayyār	id=g:7342829
Adh Dhaḩal	id=g:7342830
Al Majāwiḩah	id=g:7342831
Al Ma‘aynah	id=g:7342832
Jabal ‘Arḑ Umm Shayl	id=g:7342833
Najd al Maraţah	id=g:7342834
Jabal al Lawīyah	id=g:7342835
Jabal al Maqşūrah	id=g:7342836
Jabal al Qarab	id=g:7342837
Bayt Ma‘war	id=g:7342838
Bayt Sa‘dayn	id=g:7342839
Wādī Banī ‘Alī	id=g:7342840
Wādī Buşbuş	id=g:7342841
Banī ‘Alī	id=g:7342842
Banī Shaddād	id=g:7342843
Bayt Abū Ţāhir	id=g:7342844
Kawlat Ghurāb	id=g:7342845
An Naḩḑ	id=g:7342846
Jabal Rakhmān	id=g:7342847
Wādī al Ghayḑah	id=g:7342848
Jabal Şakhrah	id=g:7342849
Jabal as Sa‘dī	id=g:7342850
Wādī al Jufrah	id=g:7342851
Wādī al Khāniq	id=g:7342852
Jabal Nakhlān	id=g:7342853
Al Ghawl	id=g:7342854
Jabal Şalab	id=g:7342855
Al Ḩājib	id=g:7342856
Jabal Şalab	id=g:7342857
Āl Khurayş	id=g:7342858
Āl Sa‘d	id=g:7342859
Jabal Watrān	id=g:7342860
Al Bizah	id=g:7342861
Maḩallāt Āl ‘Āmir	id=g:7342862
Wādī Wişit	id=g:7342863
Jabal al Adhān	id=g:7342864
Qarn adh Dhiyāb	id=g:7342865
Maḩall adh Dhirā‘	id=g:7342866
Az̧ Z̧al‘ah	id=g:7342867
Al Ḩaql	id=g:7342868
As Sirḩah	id=g:7342869
Ar Raqil	id=g:7342870
Al Bāḩah	id=g:7342871
Jabal al Ḩumrah	id=g:7342872
Ḩalbas	id=g:7342873
Jizāmah	id=g:7342874
Wādī Namlah	id=g:7342875
Jabal Wathabāt	id=g:7342876
Al A‘bal	id=g:7342877
Ḩamadah	id=g:7342878
Wādī Suraym	id=g:7342879
Al Ḩazm	id=g:7342880
Al Ghāwiyah	id=g:7342881
Jabal al Ḩumrah	id=g:7342882
Jabal Sanbah	id=g:7342883
Jabal al Maḑraḩī	id=g:7342884
Jabal Rakhmān	id=g:7342885
Banī Da‘īs	id=g:7342886
Banī Şabir	id=g:7342887
Al Ḩannaykah	id=g:7342888
Jabal al Fāridah	id=g:7342889
Jabal Abū Yihr	id=g:7342890
Kaym	id=g:7342891
Al Ḩarajah	id=g:7342892
Wādī Ḩarīb Nihm	id=g:7342893
Jabal al Ḩarf al Aḩmar	id=g:7342894
Al Ḩaz̧an	id=g:7342895
Banī Hilāl	id=g:7342896
Al Jishshār	id=g:7342897
Wādī Haynā’	id=g:7342898
Al Minaţţaqah	id=g:7342899
Wādī aḑ Ḑayq	id=g:7342900
Jabal al Minaţţaqah	id=g:7342901
Ar Rawābī	id=g:7342902
Aş Şafrā’	id=g:7342903
Maḩallī	id=g:7342904
Shi‘b al Gharas	id=g:7343529
A‘mād	id=g:7343530
Ar Rahb	id=g:7343531
Qu‘bīyah	id=g:7343532
Al Ma‘mar	id=g:7343533
Ash Shibāk	id=g:7343534
Al Qal‘ah	id=g:7343535
Al Manafah	id=g:7343536
Al ‘Amashah	id=g:7343537
Al Mi‘zāb	id=g:7343538
Banī ash Shammākh	id=g:7343539
Banī Zayd	id=g:7343540
Al Wujibah	id=g:7343541
Al Quz‘ī	id=g:7343542
Banī ‘Umar	id=g:7343543
Al Maḩall	id=g:7343544
Al Qushfah	id=g:7343545
Al Qaz‘ah	id=g:7343546
Banī Mujammal	id=g:7343547
Al Ḩābiţ	id=g:7343548
Sa‘dān	id=g:7343549
Al Mirwāh	id=g:7343550
Aţ Ţūr al Asfal	id=g:7343551
Aţ Ţūr al A‘lá	id=g:7343552
Jabal Madwam	id=g:7343553
Maḩall aţ Ţurayf	id=g:7343554
Maḩall al Khuţwah	id=g:7343555
Maḩall al Ḩadabah	id=g:7343556
Maḩall Bayt aḑ Ḑil‘ah	id=g:7343557
Maḩall al Ghawārib	id=g:7343558
Maḩall aţ Ţiffah	id=g:7343559
Makhḑarah	id=g:7343560
Bayn aḑ Ḑubb	id=g:7343561
Al A‘qāb	id=g:7343562
Banī Mufaḑḑal	id=g:7343563
Wādī al Majash	id=g:7343564
Ghārib Sulaymān	id=g:7343565
Al Ḩamrā’	id=g:7343566
Al Mīrādah	id=g:7343567
Wādī Mijāj	id=g:7343568
Al Mushawwakah	id=g:7343569
Rubā‘ī	id=g:7343570
Al Kharrāţīn	id=g:7343571
Al Ḩanakah	id=g:7343573
Maşlūl	id=g:7343574
Maḩall al Ku‘shulah	id=g:7343575
Shi‘b al Ḩaddād	id=g:7343576
Maḩall Bin Jarād	id=g:7343577
Wādī Būyāḑah	id=g:7343578
Shi‘b Mirzīḩ	id=g:7343579
Wādī Thiqqah	id=g:7343580
Dhū Di‘bāb	id=g:7343581
Maḩall Sayyār	id=g:7343582
Jabal Murghim	id=g:7343583
Wādī Shamayān	id=g:7343584
Banī Dhubāb	id=g:7343585
Maḩall Darqam	id=g:7343586
Bayt al Kharāb	id=g:7343587
Al Mūsim	id=g:7343588
Qaryat al Qazqazī	id=g:7343590
Banī Ḩaydarah	id=g:7343591
Marqaş	id=g:7343592
Qaryat Jishaym	id=g:7343593
Al Habīlah	id=g:7343594
Al Makas	id=g:7343595
Al ‘Anwāt	id=g:7343596
Wādī ‘Uşmān	id=g:7343597
Shākir	id=g:7343598
Ghayl Maghdaf	id=g:7343599
Darb ar Ra’s	id=g:7343600
Bayt Birāz	id=g:7343601
Al Maḩāfīḑ	id=g:7343602
Bayt ar Rāshidī	id=g:7343603
Sukhayn	id=g:7343604
Darbayn	id=g:7343605
Bayt ‘Izzān	id=g:7343606
Bayt Maţar	id=g:7343607
Dhū Rashīd	id=g:7343608
Sakan	id=g:7343609
Bayt al Wuqays	id=g:7343610
Bayt al Qatar	id=g:7343611
Al Mishil	id=g:7343612
Bayt al ‘Āmirī	id=g:7343613
Al Jisāmī	id=g:7343614
Ḩadabat Mughabbish	id=g:7343615
Ḩadabat Hammās	id=g:7343616
Wādī Akhraf	id=g:7343617
Al Jafrah	id=g:7343618
Ḩabashah	id=g:7343619
Dhū Ghulays	id=g:7343620
Al Jar‘ah	id=g:7343621
Maḩall al Hayjah	id=g:7343622
Shaţţ Nājī	id=g:7343623
Aş Şadaqah	id=g:7343624
Wādī al Malaḩ	id=g:7343625
Banī Khātim	id=g:7343626
Shi‘b Ghaylān	id=g:7343627
Al Mirkā‘	id=g:7343628
Ash Sharraysah	id=g:7343629
Wādī al Fijrayn	id=g:7343630
Wādī al Mawrad	id=g:7343631
Jabal Qafal	id=g:7343632
Abū ‘Assāj	id=g:7343633
Al Ma‘ārīḑ	id=g:7343634
Al Qaza‘ah	id=g:7343635
Al Ḩişn	id=g:7343636
Al Mawrad	id=g:7343637
Al Ḩadabah	id=g:7343638
Al Ma‘mar	id=g:7343639
Al Mi‘zāb	id=g:7343640
Banī Dāwud	id=g:7343641
Al Qarn	id=g:7343642
Banī as Sa‘dān	id=g:7343643
Banī Baş‘ān	id=g:7343644
Wādī Nishān	id=g:7343645
Banī Shūm	id=g:7343646
Bayt adh Dhayb	id=g:7343647
‘Asalah	id=g:7343648
Sūq al Jalājil	id=g:7343649
Al Khadar	id=g:7343650
Banī ‘Īsá	id=g:7343651
Al Khurraj	id=g:7343652
Dhāwīd	id=g:7343653
Ru‘ayn	id=g:7343654
Al Maḩras	id=g:7343655
Bayt As‘ad	id=g:7343656
Banī Makhārish	id=g:7343657
Al Qāhir	id=g:7343658
Banī Hādī	id=g:7343659
‘Ukkāz	id=g:7343660
Al Qaşabah	id=g:7343661
Al ‘Aşmā’	id=g:7343662
Ḩuz̧yān	id=g:7343663
Al Ḩawq	id=g:7343664
Shāhir	id=g:7343665
Wādī aş Şalaḩī	id=g:7343666
Wādī al Majma‘	id=g:7343667
Maghīthah	id=g:7343668
Ad Darb	id=g:7343669
Al Maḑāḩī	id=g:7343670
Al Maghsal	id=g:7343671
Qā‘al Jaḩrah	id=g:7343672
Al Maşna‘ah	id=g:7343673
Banī	id=g:7343674
Bayt Ţāhir	id=g:7343675
‘Irq ‘Affār	id=g:7343676
Gharb al Ḩillah	id=g:7343677
Ra’s az̧ Z̧ahrah	id=g:7343678
Qaryat Shaybah	id=g:7343679
Al Mukmil	id=g:7343680
Wādī Bin Nā‘im	id=g:7343681
As Sanad	id=g:7343682
Z̧ahrat al Ḩamrā’	id=g:7343683
Shi‘b al Mi‘zāb	id=g:7343684
Bayt al Qaḩm	id=g:7343685
Wādī Tukhmud	id=g:7343686
Qaryat an Nakhlah	id=g:7343687
Al Kawlah	id=g:7343688
Az̧ Z̧aharah	id=g:7343689
Al Ḩadabah	id=g:7343690
Al Mudawwar	id=g:7343691
Saḩayyan	id=g:7343692
Ḩişn ‘Arshān	id=g:7343693
Ḩalḩalah	id=g:7343694
Al Wakab	id=g:7343695
Aḑ Ḑayq	id=g:7343696
Al ‘Adīnah	id=g:7343697
Al ‘Āshirī	id=g:7343698
Al Qal‘ah	id=g:7343699
Qaryat Mājil Sa‘īd	id=g:7343700
Al Ghabrā’	id=g:7343701
Shāţī al Ḩadhā	id=g:7343702
As Sahl al A‘lá	id=g:7343703
As Sahl al Asfal	id=g:7343704
Qaryat Barāsh	id=g:7343705
Qaryat Naysā’	id=g:7343706
Ḩadabat al Ḩajāwirah	id=g:7343707
Al Aşfūr	id=g:7343708
Qaryat Bajjāsh	id=g:7343709
Ḩadabat al Jānih	id=g:7343710
Wādī al ‘Aşmā’	id=g:7343711
Wādī Dhāwid	id=g:7343712
Bayt ‘Ibāsh	id=g:7343713
Al Qaşabah	id=g:7343714
Al Ḩaşabah	id=g:7343715
Al Ḩarīrah	id=g:7343716
Al Maḩallah	id=g:7343717
Maghbar	id=g:7343718
Wādī al ‘Akābir	id=g:7343719
Na‘mān	id=g:7343720
Al Mashāriqah	id=g:7343721
Al Qaryatayn	id=g:7343722
Maḩall ‘Ibār al Qā‘	id=g:7343723
Shi‘bat al Qaryah	id=g:7343724
Bayt al Jarmī	id=g:7343725
Bayt Abū Zāhir	id=g:7343726
Al Qaflah	id=g:7343727
Rabad	id=g:7343728
Bāb Mūris	id=g:7343729
‘Ar‘ar	id=g:7343730
Al Ḩadabah	id=g:7343731
Wādī Mūris	id=g:7343732
Al Bādiyah	id=g:7343733
Aş Şafīf	id=g:7343734
Jamhā	id=g:7343735
Al ‘Uţfah	id=g:7343736
Ar Rab‘ah	id=g:7343737
Al Maghrabah	id=g:7343738
Al Qārah	id=g:7343739
Bayt al Qāḑī	id=g:7343740
Banī Haws al Asfal	id=g:7343741
Ghawl Ithrah	id=g:7343742
Ar Rajamah	id=g:7343743
Az Zabbā‘ah	id=g:7343744
Aş Şabarah	id=g:7343745
Rukn al ‘Arīsh	id=g:7343746
Al Qashash al Mashhad	id=g:7343747
Al Jadad	id=g:7343748
Maḩallāt Bayt Mirshid Hādī Zāhir	id=g:7343749
Shi‘b Banī Ḩumaydān	id=g:7343750
Al Maghārib	id=g:7343751
Banī Jaysh	id=g:7343752
Ash Shujā‘ī	id=g:7343753
Shi‘b al Ghulfī	id=g:7343754
Wādī Quţābah	id=g:7343755
Maḩall Bayt Ghāzī	id=g:7343756
Al Ma‘mar	id=g:7343757
Wādī Khidār	id=g:7343758
Al Lāḩif	id=g:7343759
Sāyid	id=g:7343760
Jabal al Ḩimā’	id=g:7343761
Zīlah	id=g:7343762
Shi‘b an Nār	id=g:7343763
Az Zīlah	id=g:7343764
Al ‘Ashshah	id=g:7343765
Bayt al Qulālī	id=g:7343766
Qaryat Abī al Jār	id=g:7343767
Farā’	id=g:7343768
Wādī Tuwāḩ	id=g:7343769
Bayt at Tām	id=g:7343770
Wādī Şabaḩah	id=g:7343771
Bayt Ţālib	id=g:7343772
Banī Ḩamzah	id=g:7343773
Shi‘b al ‘Arshī	id=g:7343774
Al ‘Iqāl	id=g:7343775
As Saymiyāt	id=g:7343776
Al Mi‘rāmah	id=g:7343777
Al Khadar	id=g:7343778
Dīnās	id=g:7343779
Aḑ Ḑil‘ah	id=g:7343780
‘Ufurah	id=g:7343781
Sidād	id=g:7343782
Shi‘b Hādī	id=g:7343783
Al Khalwah	id=g:7343784
Wādī al Khāb	id=g:7343785
Adh Dhawwaydah	id=g:7343786
Bayt al Qaḩm	id=g:7343787
Banī al Wurrī	id=g:7343788
Al Bakīlī	id=g:7343789
Al Majāhirah	id=g:7343790
Bayt al Wurrī	id=g:7343791
Al ‘Uţayrī	id=g:7343792
Al Ḩajar	id=g:7343793
Al Jamlūn	id=g:7343794
Az̧ Z̧ahrah	id=g:7343795
Al Ma‘mar	id=g:7343796
Jabal Nawfān	id=g:7343797
Banī ‘Alī	id=g:7343798
Banī ‘Umaysī	id=g:7343799
Al Mashabbah	id=g:7343800
Banī Rafīq	id=g:7343801
Banī Shaddād	id=g:7343802
Al Ḩabīl	id=g:7343803
Banī ‘Awāḑ	id=g:7343804
Banī Jārid	id=g:7343805
Banī Maḩfūz̧	id=g:7343806
Karrūsh	id=g:7343807
Bayt Abū Aḩmad	id=g:7343808
Bayt Ka‘wat	id=g:7343809
Az̧ Z̧ahāwir	id=g:7343810
Zughbah	id=g:7343811
Al Buwayriq	id=g:7343812
Maḩall Dhū Mus‘id	id=g:7343813
Ḩayādah	id=g:7343814
Maḩall al Ḩidbī	id=g:7343815
As Suwad	id=g:7343816
Bayt al Qashsh	id=g:7343817
Banī Falītah	id=g:7343818
Sūq al Khamīs	id=g:7343819
Al Līmah	id=g:7343820
Ash Sharraysah	id=g:7343821
Wādī ash Sharqī	id=g:7343822
Banī Ghāwī	id=g:7343823
Bayt al ‘Urrī	id=g:7343824
Banī Khātim	id=g:7343825
Al ‘Ulkī	id=g:7343826
Qalid	id=g:7343827
Qal‘ at al Kaḩbī	id=g:7343828
Qusām	id=g:7343829
Bayt ash Shatwī	id=g:7343830
Hijārah	id=g:7343831
Al Marbaz̧ah	id=g:7343832
Karnashar	id=g:7343833
Bayt Sa‘d ad Dīn	id=g:7343834
Al Kalābā	id=g:7343835
Qaflat Banī Ţāhir	id=g:7343836
Wādī Maghtūb	id=g:7343837
Wādī Withn	id=g:7343838
Banī Thamnīyah	id=g:7343839
Bayt al Marjūz	id=g:7343840
Maḩall al Wakabah	id=g:7343841
Al Khaz̧ū‘	id=g:7343842
Al Manḩar	id=g:7343843
Jabal Qudam	id=g:7343844
Ash Shi‘āb	id=g:7343845
Maḩall al Qa‘war	id=g:7343846
Maḩall Zubaydah	id=g:7343847
Bayt ad Duqaymī	id=g:7343848
Banī Ḩifz̧ Allāh	id=g:7343849
Maḩallāt Bayt Shamlān	id=g:7343850
Wādī Astar	id=g:7343851
‘Ukash	id=g:7343852
Qaryat Razāhī	id=g:7343853
Ḩūmī	id=g:7343854
Wādī Ḩūmī	id=g:7343855
Shi‘b al Ba‘l	id=g:7343856
Banī Saylān	id=g:7343857
Kharāshi‘	id=g:7343858
Bayt al ‘Ammārī	id=g:7343859
Jabal al Jara‘ah	id=g:7343860
Al Qaşabah	id=g:7343861
Maḩall ‘Awāḑ	id=g:7343862
Maḩall Duraysah	id=g:7343863
Al ‘Imshīyah	id=g:7343864
Baghdād	id=g:7343865
Maḩall Nibāsh	id=g:7343866
Sanḩān	id=g:7343867
Al Madārah	id=g:7343868
Al Maşām	id=g:7343869
Bayt al Bawnī	id=g:7343870
Ma‘mar Waththāb	id=g:7343871
Bayt al Bawnī	id=g:7343872
Bayt Ḩāzib	id=g:7343873
Al Qaryah	id=g:7343874
Bayt ‘Abdah	id=g:7343875
Muqanni‘	id=g:7343876
Bayt al Ḩanash	id=g:7343877
Bayt aş Şa‘aydī	id=g:7343878
Bayt al Wādi‘ī	id=g:7343879
Ma‘mar as Sawd	id=g:7343880
Raḩbah	id=g:7343881
Bayt Farḩān	id=g:7343882
Rawḩān	id=g:7343883
Qal‘at Sirāj	id=g:7343884
Sūq as Sawd	id=g:7343885
Banī ‘Azzām	id=g:7343886
Şabaḩah	id=g:7343887
Al Ma‘mar	id=g:7343888
Lissān	id=g:7343889
Al Maşna‘ah	id=g:7343890
Sha‘r	id=g:7343891
Nashamah	id=g:7343892
Mi‘āzīb Qaraḑah	id=g:7343893
Al Ḩijār	id=g:7343894
Banī ‘Alá	id=g:7343895
Bayt al Wādi‘ī	id=g:7343896
Ash Shamīm	id=g:7343897
Bayt Shi‘lān	id=g:7343898
Bayt al ‘Anas	id=g:7343899
Bayt aş Şuraymī	id=g:7343900
Bayt Wahfān	id=g:7343901
Bayt Taykal	id=g:7343902
Bayt ar Ramādī	id=g:7343903
Wuḑayḩ	id=g:7343904
Qaryat al Wādī	id=g:7343905
Bayt al Qaydalah	id=g:7343906
Şubārah	id=g:7343907
Qaryat Ḩabah	id=g:7343908
Aḑ Ḑāli‘ayn	id=g:7343909
Tabiq	id=g:7343910
Khawlān	id=g:7343911
Riḩabah	id=g:7343912
Şalabah	id=g:7343913
Wādī Şalabah	id=g:7343914
Al ‘Arabī	id=g:7343915
Shaw‘	id=g:7343916
Jaḩāwir	id=g:7343917
Al Mirqa‘ī	id=g:7343918
Şalabah	id=g:7343919
Al Ḩaz̧an	id=g:7343920
Wādī Samaḩ	id=g:7343921
Banī al Lā‘ī	id=g:7343922
Ash Shāwirīyah	id=g:7343923
Ar Rāḩah	id=g:7343924
Al ‘Ablā’	id=g:7343925
Maghnīyah	id=g:7343926
Al Majrab	id=g:7343927
Qarn aş Şubur	id=g:7343928
Ghārib al Ḩijār	id=g:7343929
Ar Ruqa‘ī	id=g:7343930
Al Lawīyah	id=g:7343931
Qaryat ‘Assāb	id=g:7343932
Qaryat ‘Abr	id=g:7343933
Al Qaflah	id=g:7343934
Al Qu‘ayr	id=g:7343935
Sūq ad Dawmah	id=g:7343936
Al Ḩayd	id=g:7343937
Wādī Ḩaylān	id=g:7343938
Al Wāghirah	id=g:7343939
Al Ḩalbaja‘	id=g:7343940
Al Marka‘	id=g:7343941
Qaryat Radā‘ī	id=g:7343942
Bilād al Qaḩm	id=g:7343943
Mas‘ūdah	id=g:7343944
Qaryat al Ḩusaynāt	id=g:7343945
Ash Shayq	id=g:7343946
Dhū Muthanná	id=g:7343947
Dhū Ḩadabānah	id=g:7343948
Al Faraḩah	id=g:7343949
Radmān	id=g:7343950
Fāqi‘ah	id=g:7343951
Al Maḩaţţah	id=g:7343952
Maḩall al Badād	id=g:7343953
Qaryat Wijr	id=g:7343954
Al ‘Amashah	id=g:7343955
Al Jamīmah	id=g:7343956
Aţ Ţalḩ	id=g:7343957
Al Marbakhah	id=g:7343958
Al Mushawwak	id=g:7343959
Al Qishbah	id=g:7343960
Dhū Rājiḩ	id=g:7343961
Al Jawar	id=g:7343962
Al Mawhabah	id=g:7343963
Al Hayjah	id=g:7343964
Sūq al Hayjah	id=g:7343965
Al Khaww	id=g:7343966
Bayt Abū Musallī	id=g:7343967
Bayt Şumşān	id=g:7343968
Bayt Mus‘id	id=g:7343969
Bayt ‘Ā’ iz̧	id=g:7343970
Al Jamīmah	id=g:7343971
Wādī al Wa‘rah	id=g:7343972
Ath Thaghrah	id=g:7343973
Qaryat al Walī	id=g:7343974
Maḩall Bayt an Nawānī	id=g:7343975
Maḩall Qaraḑah	id=g:7343976
Bayt al Baraz̧ī	id=g:7343977
Ash Shaţţayn	id=g:7343978
