Kominasaeo	id=g:2093584
Mount Avinia	id=g:2100255
Aviklo	id=g:2100256
Avikara	id=g:2100257
Avihasa	id=g:2100258
Avihain	id=g:2100259
Avieme	id=g:2100260
Avieme	id=g:2100261
Avieme	id=g:2100262
Avi Avi East Branch	id=g:2100263
Avia River	id=g:2100264
Aviara-Oreke	id=g:2100265
Aviamp	id=g:2100266
Avia	id=g:2100267
Aveve	id=g:2100268
Aveta	id=g:2100269
Avero Creek	id=g:2100270
Aveni	id=g:2100271
Avenggu	id=g:2100272
Aven	id=g:2100273
Avelus	id=g:2100274
Avei	id=g:2100275
Avatip Lagoon	id=g:2100276
Avatip	id=g:2100277
Avangumba	id=g:2100278
Avanamapase	id=g:2100279
Avana	id=g:2100280
Avak Inlet	id=g:2100281
Avaira-Waima	id=g:2100282
Avaii Creek	id=g:2100283
Avahain Island	id=g:2100284
Avabadina	id=g:2100285
Auyana	id=g:2100286
Auya	id=g:2100287
Auwin	id=g:2100288
Auwihu	id=g:2100289
Auwi	id=g:2100290
Auwei	id=g:2100291
Auwali	id=g:2100292
Auwaiabaiwa	id=g:2100293
A’u’uwaiyi	id=g:2100294
Au’una	id=g:2100295
Au’una	id=g:2100296
Autogi	id=g:2100297
Auti	id=g:2100298
Autang Plantation	id=g:2100299
Autabak	id=g:2100300
Ausini	id=g:2100301
Ausaub	id=g:2100302
Ausak Island	id=g:2100303
Aurump	id=g:2100304
Auruku	id=g:2100305
Aurui	id=g:2100306
Auro River	id=g:2100307
Auro	id=g:2100308
Au River	id=g:2100309
Au River	id=g:2100310
Aurimbit 2	id=g:2100311
Aurimbit	id=g:2100312
Mount Auriga	id=g:2100313
Auri	id=g:2100314
Aure Scarp	id=g:2100315
Aure River	id=g:2100316
Aure Creek	id=g:2100317
Aure	id=g:2100318
Aure	id=g:2100319
Aure	id=g:2100320
Aure	id=g:2100321
Aura River	id=g:2100322
Auragu	id=g:2100323
Aura	id=g:2100324
Aupwel	id=g:2100325
Au Point	id=g:2100326
Aupik	id=g:2100327
A-Upi Creek	id=g:2100328
Aupia	id=g:2100329
Auom	id=g:2100330
Aunyelim	id=g:2100331
Aunyalin Number 2	id=g:2100332
Aunyalin Number 1	id=g:2100333
Auno	id=g:2100334
Aunja River	id=g:2100335
Auni	id=g:2100336
Lake Aunde	id=g:2100337
Aun Creek	id=g:2100338
Auna Island	id=g:2100339
Auna	id=g:2100340
Aumuna	id=g:2100341
Aum River	id=g:2100342
Aumo Passage	id=g:2100343
Aumo	id=g:2100344
Aumo	id=g:2100345
Au Mission	id=g:2100346
Aumi	id=g:2100347
Aumbo Creek	id=g:2100348
Auma Point	id=g:2100349
Auma	id=g:2100350
Aulu’u	id=g:2100351
Cape Aulop	id=g:2100352
Auli	id=g:2100353
Aulatonger Bay	id=g:2100354
Aulac Creek	id=g:2100355
Aukopmin	id=g:2100356
Au Island	id=g:2100357
Auia Number 2	id=g:2100358
Auia Number 1	id=g:2100359
Auguwana	id=g:2100360
August River	id=g:2100361
Augu River	id=g:2100362
Augu River	id=g:2100363
Augu River	id=g:2100364
Augu	id=g:2100365
Augs Creek	id=g:2100366
Augitni	id=g:2100367
Auga River	id=g:2100368
Augaramuba Point	id=g:2100369
Augana	id=g:2100370
Auena Point	id=g:2100371
Audrusi Point	id=g:2100372
Audi	id=g:2100373
Au Bay	id=g:2100374
Auang	id=g:2100375
Aua Island	id=g:2100376
Auagum Range	id=g:2100377
Au	id=g:2100378
Au	id=g:2100379
Au	id=g:2100380
Atzera Range	id=g:2100381
Atwara	id=g:2100382
Atuo	id=g:2100383
Atu Lagoon	id=g:2100384
Atuia Bay	id=g:2100385
Atui	id=g:2100386
Atu	id=g:2100387
Atsuvatapi	id=g:2100388
Atsunas	id=g:2100389
Atsuk	id=g:2100390
Atob River	id=g:2100391
Ato	id=g:2100392
Ato	id=g:2100393
Mount Atlee-Hunt	id=g:2100394
Atle	id=g:2100395
Atlamau	id=g:2100396
Atkamba Mission	id=g:2100397
Atitau	id=g:2100398
Atit	id=g:2100399
Atilem River	id=g:2100400
Atilem Creek	id=g:2100401
Atiera	id=g:2100402
Atiapi	id=g:2100403
Aterum	id=g:2100404
Atemtaman	id=g:2100405
Atem River	id=g:2100406
Atemkismin	id=g:2100407
Atemin	id=g:2100408
Atemble Mission	id=g:2100409
Atemble	id=g:2100410
Atembip	id=g:2100411
Atembip	id=g:2100412
Ateltem River	id=g:2100413
Atebin	id=g:2100414
Atbit	id=g:2100415
Atbine	id=g:2100416
Atbalmin	id=g:2100417
Atare	id=g:2100418
Atara River	id=g:2100419
Atapaura	id=g:2100420
Atapao	id=g:2100421
Atangato	id=g:2100422
Atamo	id=g:2100423
Atalum	id=g:2100424
Ataliklikun Bay	id=g:2100425
Atakara	id=g:2100426
Atabu	id=g:2100427
Ataata Creek	id=g:2100428
Ata	id=g:2100429
Asuwint	id=g:2100430
Asuramba Plantation	id=g:2100431
Asuramba	id=g:2100432
Asumawi	id=g:2100433
Asuku Creek	id=g:2100434
Asui	id=g:2100435
Asua Creek	id=g:2100436
Astrolabe Range	id=g:2100437
Astrolabe Bay	id=g:2100438
Assalau	id=g:2100439
Mount Asowa	id=g:2100440
Asor	id=g:2100441
Asolani	id=g:2100442
Asoatutuma	id=g:2100443
Aslingpun	id=g:2100444
Askam	id=g:2100445
Asiwa River	id=g:2100446
Asit	id=g:2100447
Asisi	id=g:2100448
Asisi	id=g:2100449
Asirangka	id=g:2100450
Asipuia	id=g:2100451
Asiopoana	id=g:2100452
Asinni River	id=g:2100453
Asini	id=g:2100454
Asimba River	id=g:2100455
Asimba	id=g:2100456
Asiling	id=g:2100457
Asilimapua	id=g:2100458
Asilima Bay	id=g:2100459
Atsinima	id=g:2100460
Asikouei	id=g:2100461
Asikan	id=g:2100462
Asier	id=g:2100463
Asier	id=g:2100464
Asiam	id=g:2100465
Asepsep	id=g:2100466
Asel Creek	id=g:2100467
Aseki	id=g:2100468
Asau Camp	id=g:2100469
Asau	id=g:2100470
Asatupi	id=g:2100471
Asasapas	id=g:2100472
Asas	id=g:2100473
Asarozuha	id=g:2100474
Asaro River	id=g:2100475
Asariyufa Number 3	id=g:2100476
Asariyufa Number 2	id=g:2100477
Asariyufa Number 1	id=g:2100478
Asariyufa	id=g:2100479
Asaramio	id=g:2100480
Asara	id=g:2100481
Asapoi River	id=g:2100482
Asapi	id=g:2100483
Asapa	id=g:2100484
Asapa	id=g:2100485
Asanga River	id=g:2100486
Asanga Number 2	id=g:2100487
Asangamui	id=g:2100488
Asang	id=g:2100489
Asanakor	id=g:2100490
Asama	id=g:2100491
Asam	id=g:2100492
Asaloka	id=g:2100493
Asalingi Plantation	id=g:2100494
Asalibi	id=g:2100495
Asaingida Lagoon	id=g:2100496
Arymei	id=g:2100497
Aruwini	id=g:2100498
Aruway	id=g:2100499
Arutu River	id=g:2100500
Aruruhu	id=g:2100501
Arupon Plantation	id=g:2100502
Arupi	id=g:2100503
Arupala Creek	id=g:2100504
Aruoa Bay	id=g:2100505
Arunggam	id=g:2100506
Arung Bay	id=g:2100507
Arung	id=g:2100508
Aruna Reef	id=g:2100509
Arumu River	id=g:2100510
Arumbum	id=g:2100511
Aruma River	id=g:2100512
Arumanda	id=g:2100513
Arumabai	id=g:2100514
Aruma Apa Range	id=g:2100515
Arulai	id=g:2100516
Arufi Mission	id=g:2100517
Arufa	id=g:2100518
Aru Creek	id=g:2100519
Lake Aru Aru	id=g:2100520
Arua River	id=g:2100521
Arua’idu	id=g:2100522
Aru	id=g:2100523
Aru	id=g:2100524
Artagard River	id=g:2100525
Arrakus Creek	id=g:2100526
Arowe Island	id=g:2100527
Arowak Island	id=g:2100528
Arovaraisa	id=g:2100529
Arou	id=g:2100530
Arorata	id=g:2100531
Arora	id=g:2100532
Arora	id=g:2100533
Arop Villages	id=g:2100534
Aropokina Landing	id=g:2100535
Aropokina	id=g:2100536
Aropa Rvier	id=g:2100537
Arona Number 2	id=g:2100538
Arona Number 1	id=g:2100539
Aronaimutu Island	id=g:2100540
Arona	id=g:2100541
Aromot Island	id=g:2100542
Aromei	id=g:2100543
Aromaitsi	id=g:2100544
Arokara Government Rest House	id=g:2100545
Arokara	id=g:2100546
Arohemi	id=g:2100547
Aroaro	id=g:2100548
Aroa River	id=g:2100549
Aroa Plantation	id=g:2100550
Aroana Plantation	id=g:2100551
Aroa	id=g:2100552
Aro	id=g:2100553
Aro	id=g:2100554
Arni Reef	id=g:2100555
Arndt Point	id=g:2100556
Army Range	id=g:2100557
Armit Range	id=g:2100558
Armi Creek	id=g:2100559
Arl River	id=g:2100560
Cape Arkona	id=g:2100561
Arkim River	id=g:2100562
Arivai Creek	id=g:2100563
Aritapu	id=g:2100564
Aris Island	id=g:2100565
Arisili	id=g:2100566
Arip Valley	id=g:2100567
Aripau Point	id=g:2100568
Wok Arip	id=g:2100569
Ok Arip	id=g:2100570
Arione	id=g:2100571
Ariome	id=g:2100572
Ario Creek	id=g:2100573
Ario	id=g:2100574
Ario	id=g:2100575
Aringona	id=g:2100576
Aringlo	id=g:2100577
Aringi	id=g:2100578
Aringen	id=g:2100579
Arinafa	id=g:2100580
Mount Arimu	id=g:2100581
Arimori	id=g:2100582
Arimin Number 3	id=g:2100583
Arimin Number 2	id=g:2100584
Arimin Number 1	id=g:2100585
Arimegi Plantation	id=g:2100586
Arimegi Island	id=g:2100587
Arimbugor	id=g:2100588
Arimatau Number 2	id=g:2100589
Arimatau Number 1	id=g:2100590
Arimanda	id=g:2100591
Arili Island	id=g:2100592
Arikiyufa	id=g:2100593
Ok Arik	id=g:2100594
Arik	id=g:2100595
Arigo	id=g:2100596
Ariga River	id=g:2100597
Arifogo	id=g:2100598
Arifiran	id=g:2100599
Arielo Bay	id=g:2100600
Arid Creek	id=g:2100601
Ari Creek	id=g:2100602
Ariati Mountain	id=g:2100603
Aria River	id=g:2100604
Aria River	id=g:2100605
Ariapan	id=g:2100606
Ariap	id=g:2100607
Ariangon	id=g:2100608
Ariaka	id=g:2100609
Aria Creek	id=g:2100610
Aria Creek	id=g:2100611
Aria	id=g:2100612
Argau Creek	id=g:2100613
Aremaku	id=g:2100614
Aremaka	id=g:2100615
Areibunkra	id=g:2100616
Arehe Blocks	id=g:2100617
Arehava Number 2	id=g:2100618
Arehava Number 1	id=g:2100619
Aregenang	id=g:2100620
Are	id=g:2100621
Cape Archway	id=g:2100622
Arawum	id=g:2100623
Arawia	id=g:2100624
Arawe Point	id=g:2100625
Arawe Passage	id=g:2100626
Arawe Islands	id=g:2100627
Arawe Island	id=g:2100628
Arawe Harbour	id=g:2100629
Arawe	id=g:2100630
Arawan	id=g:2100631
Arawa Bay	id=g:2100632
Arawa	id=g:2100633
Aravan	id=g:2100634
Araupa Island	id=g:2100635
Arau Number 3	id=g:2100636
Arau Number 2	id=g:2100637
Arau Number 1	id=g:2100638
Aratuguyufa	id=g:2100639
Arat	id=g:2100640
Arasum Creek	id=g:2100641
Mount Arasum	id=g:2100642
Ararana Landing	id=g:2100643
Arara Creek	id=g:2100644
Arar	id=g:2100645
Aran 2	id=g:2100646
Aran 1	id=g:2100647
Aranora	id=g:2100648
Arangunam	id=g:2100649
Arango	id=g:2100650
Aranantu	id=g:2100651
Aran	id=g:2100652
Aran	id=g:2100653
Aramut	id=g:2100654
Aramundi	id=g:2100655
Aramia River	id=g:2100656
Aramia Island	id=g:2100657
Aramia Creek	id=g:2100658
Arame Creek	id=g:2100659
Aram Creek	id=g:2100660
Aramata Creek	id=g:2100661
Aramasu	id=g:2100662
Araltamu Island	id=g:2100663
Arakuti Reef	id=g:2100664
Arakubi Creek	id=g:2100665
Arak Rock	id=g:2100666
Arakawauru River	id=g:2100667
Arai River	id=g:2100668
Araining	id=g:2100669
Araimiri Plantation	id=g:2100670
Araimiri Creek	id=g:2100671
Araimira Mission	id=g:2100672
Ara’ia	id=g:2100673
Arai	id=g:2100674
Arai	id=g:2100675
Aragipa	id=g:2100676
Aragaingina	id=g:2100677
Arafundi River	id=g:2100678
Arabuka	id=g:2100679
Ara’ava	id=g:2100680
Araaira	id=g:2100681
Apwambo	id=g:2100682
Apuo Island	id=g:2100683
Apun Creek	id=g:2100684
Apumaka	id=g:2100685
Apugi	id=g:2100686
Apu Creek	id=g:2100687
Apuapu	id=g:2100688
April River	id=g:2100689
April Hills	id=g:2100690
Apram	id=g:2100691
Apos	id=g:2100692
Aporota	id=g:2100693
Apo	id=g:2100694
Apmi River	id=g:2100695
Apkomrae	id=g:2100696
Apiope	id=g:2100697
Apingan 1	id=g:2100698
Apinega	id=g:2100699
Apiapi	id=g:2100700
Aperinga	id=g:2100701
Apenda	id=g:2100702
Apenam	id=g:2100703
Ape Hills	id=g:2100704
Apehai Point	id=g:2100705
Apeawa	id=g:2100706
Apateparus	id=g:2100707
Apari	id=g:2100708
Aparam River	id=g:2100709
Apapulu	id=g:2100710
Apangai 2	id=g:2100711
Apangai 1	id=g:2100712
Apangai	id=g:2100713
Apanaipi	id=g:2100714
Apambi	id=g:2100715
Apalap	id=g:2100716
Mount Apal	id=g:2100717
Aomo River	id=g:2100718
A’o	id=g:2100719
Mount Anzara	id=g:2100720
Anwek River	id=g:2100721
Anusnus Point	id=g:2100722
Anusau Island	id=g:2100723
Anusagari Island	id=g:2100724
Anusagaro Island	id=g:2100725
Anuro Island	id=g:2100726
Anu River	id=g:2100727
Anur Island	id=g:2100728
Anunggabam	id=g:2100729
Anumpa Government Rest House	id=g:2100730
Anum Island	id=g:2100731
Cape Anukur	id=g:2100732
Anu Creek	id=g:2100733
Antriemsomae	id=g:2100734
Antiragin	id=g:2100735
Antiguran	id=g:2100736
Ansawe	id=g:2100737
Anowani River	id=g:2100738
Cape Anombia	id=g:2100739
Anokafa	id=g:2100740
Annen Point	id=g:2100741
Annanberg	id=g:2100742
Anminik	id=g:2100743
Ankevi River	id=g:2100744
Mount Anju	id=g:2100745
Anjo	id=g:2100746
Anjibal	id=g:2100747
Aninofi	id=g:2100748
Aningi	id=g:2100749
Aningel Creek	id=g:2100750
Anina River	id=g:2100751
Anima	id=g:2100752
Anilabip	id=g:2100753
Anieru	id=g:2100754
Ania River	id=g:2100755
Ania	id=g:2100756
Anhabak	id=g:2100757
Angweta	id=g:2100758
Angup Island	id=g:2100759
Anguganak	id=g:2100760
Angriman	id=g:2100761
Angorogo	id=g:2100762
Angoram Village	id=g:2100763
Angoram District	id=g:2100764
Angoram	id=g:2100765
Angora	id=g:2100766
Angobio	id=g:2100767
Angoar Mission	id=g:2100768
Angna	id=g:2100769
Angles River	id=g:2100770
Angisi	id=g:2100771
Angi	id=g:2100772
Angger	id=g:2100773
Anggaie	id=g:2100774
Angfa Plantation	id=g:2100775
Angendrowa Plantation	id=g:2100776
Angel Island	id=g:2100777
Angelek	id=g:2100778
Angel	id=g:2100779
Angeiwunga	id=g:2100780
Angau	id=g:2100781
Angaruyle	id=g:2100782
Angar Olye	id=g:2100783
Anga River	id=g:2100784
Angara	id=g:2100785
Angang	id=g:2100786
Anganamei	id=g:2100787
Angamarut Monument	id=g:2100788
Angamarut	id=g:2100789
Angamanda	id=g:2100790
Angal	id=g:2100791
Angaifu	id=g:2100792
Anga Gorge	id=g:2100793
Angabu	id=g:2100794
Angabena	id=g:2100795
Angabanga River	id=g:2100796
Anewa Bay	id=g:2100797
Anepmete	id=g:2100798
Anelaua Island	id=g:2100799
Aneiga Number 2	id=g:2100800
Aneiga	id=g:2100801
Andumout	id=g:2100802
Andumosom	id=g:2100803
Andubi	id=g:2100804
Andua	id=g:2100805
Andru River	id=g:2100806
Andra Island	id=g:2100807
Andowari	id=g:2100808
Andorora	id=g:2100809
Andinggaumo	id=g:2100810
Andimorana	id=g:2100811
Mount Andewa	id=g:2100812
Andenggaumo	id=g:2100813
Andel River	id=g:2100814
Andeamarup	id=g:2100815
Andawe River	id=g:2100816
Andaviyufa	id=g:2100817
Andavaiyufa	id=g:2100818
Andarila	id=g:2100819
Andari	id=g:2100820
Andarandagum	id=g:2100821
Andandora	id=g:2100822
Andandara Government Rest House	id=g:2100823
Andamunga	id=g:2100824
Andamil	id=g:2100825
Andalaram River	id=g:2100826
Andakombe	id=g:2100827
Andafugan	id=g:2100828
Andabare River	id=g:2100829
Ancila Bay	id=g:2100830
Mount Anboa	id=g:2100831
Anau Creek	id=g:2100832
Anato	id=g:2100833
Anasari Harbour	id=g:2100834
Ana River	id=g:2100835
Wok Anarip	id=g:2100836
Wok Anarik	id=g:2100837
Anara River	id=g:2100838
Anapin Creek	id=g:2100839
Anapayufa	id=g:2100840
Anang	id=g:2100841
Anandor	id=g:2100842
Anandea	id=g:2100843
Anamapi Creek	id=g:2100844
Analtin Island	id=g:2100845
Analo	id=g:2100846
Anobat Island	id=g:2100847
Ana	id=g:2100848
Ana	id=g:2100849
Amuyei	id=g:2100850
Amusi	id=g:2100851
Amusa	id=g:2100852
Amuraisa-Toroto	id=g:2100853
Amuraisa	id=g:2100854
Amuraika	id=g:2100855
Mount Amung	id=g:2100856
Amune Creek	id=g:2100857
Amun	id=g:2100858
Amulus River	id=g:2100859
Amulibanth	id=g:2100860
Amuk River	id=g:2100861
Amuk	id=g:2100862
Amuioan	id=g:2100863
Amugil Creek	id=g:2100864
Amufi	id=g:2100865
Amto	id=g:2100866
Amtanmin 2	id=g:2100867
Amtanmin 1	id=g:2100868
Amsuku	id=g:2100869
Amrae	id=g:2100870
Ampul Island	id=g:2100871
Amphlett Point	id=g:2100872
Amphlett Group	id=g:2100873
Amot Island	id=g:2100874
Amor Islands	id=g:2100875
Amora Range	id=g:2100876
Amora	id=g:2100877
Amongabi	id=g:2100878
Amona Creek	id=g:2100879
Amoiboa	id=g:2100880
Amoi	id=g:2100881
Amoi	id=g:2100882
Amogu River	id=g:2100883
Amoamo	id=g:2100884
Amoa	id=g:2100885
Amjenuwa	id=g:2100886
Amjaibibu	id=g:2100887
Amiuan Bay	id=g:2100888
Amipoke	id=g:2100889
Amio	id=g:2100890
Aminten	id=g:2100891
Amini	id=g:2100892
Ok Amin	id=g:2100893
Amil River	id=g:2100894
Ami Island	id=g:2100895
Amien	id=g:2100896
Ami Creek	id=g:2100897
Ami Anga Mountains	id=g:2100898
Amiagour	id=g:2100899
Ami	id=g:2100900
Ami	id=g:2100901
Amgoring River	id=g:2100902
Amgoreng	id=g:2100903
Amgen River	id=g:2100904
Amge Island	id=g:2100905
Amgal	id=g:2100906
Amfa	id=g:2100907
Amer Lagoon	id=g:2100908
Ame River	id=g:2100909
Amerer Island	id=g:2100910
Amereinum Creek	id=g:2100911
Mount Amera	id=g:2100912
Amer	id=g:2100913
Amenu	id=g:2100914
Amenpa	id=g:2100915
Ameni	id=g:2100916
Amenetu	id=g:2100917
Amenamo	id=g:2100918
Amena	id=g:2100919
Amelingan	id=g:2100920
Amele	id=g:2100921
Ameisen Island	id=g:2100922
Ameisen Island	id=g:2100923
Ameika	id=g:2100924
Amegeau	id=g:2100925
Amdi Range	id=g:2100926
Ambuyan	id=g:2100927
