Nahr al Braghūthīyat	id=g:6763876
Tall Abū Şabbāḩ	id=g:6788805
Nahr Durayfī	id=g:6788806
Ḩusayn al Faraj	id=g:6788807
‘Arab Raḩmān	id=g:6788808
Muḩammad aţ Ţāhir	id=g:6788809
Hawr al ‘Arab	id=g:6788810
Al Khazā‘il	id=g:6788811
Tall Şudūm	id=g:6788812
Sayyid Kāz̧im	id=g:6788813
Imām Abū Chubnah	id=g:6788814
Al Ghuwām	id=g:6788815
Ālbū Nāhiḑ	id=g:6788816
Sayyid Waḩīd	id=g:6788817
Kuwām ‘Umrān	id=g:6788818
Ālbū Shuhayb	id=g:6788819
Ad Dawb	id=g:6788820
Al Būrkah	id=g:6788821
Maḩaţţat Qiţār As Sunnīyah	id=g:6788822
Ḩājj Shāh Khayn	id=g:6788823
Ḩasan Rāḑī	id=g:6788824
Fulayḩ	id=g:6788825
Shaţţ ad Daghārah	id=g:6788826
Abū Jalālah	id=g:6788827
Saydūn	id=g:6788828
Nahr al Ḩamdāwī	id=g:6788829
Waki‘ as Salmān	id=g:6788830
Imām Abū al Faḑl	id=g:6788831
Najim al ‘Abd Allāh	id=g:6788832
Ḩamād ash Shuhayb	id=g:6788833
Ḩasan as Sajīn	id=g:6788834
Dūmān Challāb	id=g:6788835
Rāḑī al ‘Alaywī	id=g:6788836
Jāsim Şaddam	id=g:6788837
Nahr al Ghamāzah	id=g:6788838
Nahr ‘Alwān	id=g:6788839
‘Alwān al Muḩammad	id=g:6788840
Nahr ash Shabţah	id=g:6788841
Sayyid Ḩindī	id=g:6788842
Sayyid Kāz̧im	id=g:6788843
Ālbū Ghāzī	id=g:6788844
Imām Muḩammad Bin ‘Alī	id=g:6788845
Nahr al Alkīyah	id=g:6788846
Al Kūwām	id=g:6788847
Imām Abū al Faḑl	id=g:6788848
Nahr al Mahnūnah	id=g:6788849
Nahr al Bāzūl	id=g:6788850
Madrasat al Ḩawdhar	id=g:6788851
Karīm Kashāsh	id=g:6788852
Kāz̧im Abū an Nawk	id=g:6788853
Nahr al Kammīyah	id=g:6788854
Kāz̧im as Sallūm	id=g:6788855
‘Arab Ḩājj Jaddū‘	id=g:6788856
Al Akra‘ al Funūn	id=g:6788857
Nahr al Wādi‘īyah	id=g:6788858
Nahr ad Durāghīyah	id=g:6788859
Sa‘dūn ‘Abd al Ḩamrah	id=g:6788860
As Sayyid Hādī	id=g:6788861
Qaryat Ālbū Nāyil	id=g:6788862
Āl Salmān	id=g:6788863
Marbī Bin ‘Ulyawī	id=g:6788864
Jabr al ‘Abbās	id=g:6788865
Ḩājj Ḩumrat as Salmān	id=g:6788866
Najīb al Yūnis	id=g:6788867
Raḩmān	id=g:6788868
Abū Nufaykhah	id=g:6788869
Şad‘at Muḩammad al ‘Aţīyah	id=g:6788870
Qaryat Abū Bārūd	id=g:6788871
Tall Abū Bārūd	id=g:6788872
Nahr al Ḩusaynīyah	id=g:6788873
Nahr aţ Ţabr	id=g:6788874
Nahr al Lubaydīyah	id=g:6788875
Kuwām Imām ‘Awn	id=g:6788876
Īshān Kasfān	id=g:6788877
Nahr al Majarr	id=g:6788878
Nahr as Sijlah	id=g:6788879
Nahr at Tublīyah	id=g:6788880
Nahr al ‘Aklīyah	id=g:6788881
Imām Muḩī	id=g:6788882
Nahr ash Shabbānah	id=g:6788883
Qaryat Zaydān	id=g:6788884
Salmān al Ḩāwī	id=g:6788885
Qaryat al Akra‘	id=g:6788886
Imām Abū Dirbāsh	id=g:6788887
Tall Ḩalālāt	id=g:6788888
Nahr az̧ Z̧ālimīyah	id=g:6788889
Arāḑī al ‘Unqūd	id=g:6788890
Nahr al Khashāfīyah	id=g:6788891
Nahr Abū Quţn	id=g:6788892
Nahr al Hindīyah	id=g:6788893
‘Arab Jawbīr	id=g:6788894
Nahr al Washāsh	id=g:6788895
Tall Ḩamīd	id=g:6788896
Nahr al ‘Abd	id=g:6788897
Jawād al ‘Abd Ghū’á	id=g:6788898
Makī as Salmān	id=g:6788899
Ālbū Şāliḩ	id=g:6788900
Muḩammad al Ḩamad	id=g:6788901
Nahr ash Shafaqīyah	id=g:6788902
Ḩājj Fanūn	id=g:6788903
Nahr al Muthayrb	id=g:6788904
Sultān Amīn	id=g:6788905
As Sādah al Aşlah	id=g:6788906
Kharā’ib al Mūsá Ālbū Chalāb	id=g:6788907
Kaūm	id=g:6788908
Sayyid Kāz̧im	id=g:6788909
‘Arkūb al ‘Amyyah	id=g:6788910
Nahr al Manşwrīyah	id=g:6788911
Nahr al Ḩusaynīyah	id=g:6788912
Tall Abū Shalgham	id=g:6788913
Nahr aş Şāfiyah	id=g:6788914
Al ‘Abraz	id=g:6788915
Nahr ar Rashāw	id=g:6788916
‘Arab ‘Alwān	id=g:6788917
‘Alwān al ‘Abbūd	id=g:6788918
Marḩab	id=g:6788919
Nahr al ‘Awsāyah	id=g:6788920
Imām ‘Ujayl	id=g:6788921
As Saktarī	id=g:6788922
Qaryat ‘Abbūd Challāb al Mihnah	id=g:6788923
Tall Abū Dhahab	id=g:6788924
Īshān al Qaws	id=g:6788925
Sitār al Jabr	id=g:6788926
Nahr al Khaysīsah	id=g:6788927
Ḩusayn al ‘Abbūd	id=g:6788928
Qaryat Muḩammad al Ḩusayn	id=g:6788929
Al Kuwām	id=g:6788930
Nahr al Halabīyah	id=g:6788931
Mājid	id=g:6788932
Ḩājj Shilāl al Muḩammadah	id=g:6788933
Qaryat Āl Maţar	id=g:6788934
Nahr an Nakābīyah	id=g:6788935
Nahr al Jarbū‘īyah	id=g:6788936
Chulūb al Mi‘tah	id=g:6788937
‘Arab Kāz̧im Shaylam	id=g:6788938
Tall aţ Ţakţākah	id=g:6788939
‘Arab aţ Ţakţākah	id=g:6788940
Nahr Bazl ‘Adāy	id=g:6788941
Maz‘al al Jiyād	id=g:6788942
Al Huraybid	id=g:6788943
Nahr al Haysh	id=g:6788944
Qaryat al Jabbūr	id=g:6788945
Nahr al Marjānīyah	id=g:6788946
Qaryat al Maḩāmidah	id=g:6788947
Al Umḩāmidah	id=g:6788948
Tall ‘Arkūb	id=g:6788949
Tall Jirn	id=g:6788950
Nahr al Khaymah	id=g:6788951
Nahr az̧ Z̧ubaynah	id=g:6788952
Al Mas‘adah	id=g:6788953
Abū Ţarbākah	id=g:6788954
Īshān Abū Ţarbākah	id=g:6788955
Marjānī	id=g:6788956
Qaryat al Ḩāmidah	id=g:6788957
Abū Marābiţ	id=g:6788958
Al Jawşarīyah	id=g:6788959
Qaryat Banī Ḩasan	id=g:6788960
Salaf ar Raza’ah	id=g:6788961
Salaf ar Riḑā‘ah	id=g:6788962
Aş Şulayjīyah	id=g:6788963
Nahr al Ghazālī	id=g:6788964
Abū Shujayr	id=g:6788965
Nazl Ālbū ‘Āriḑ	id=g:6788966
Nahr ad Dalī	id=g:6788967
Basātīn as Sayyid Hādī	id=g:6788968
Ḩusayn as Satam	id=g:6788969
Ḩasan Yūsuf	id=g:6788970
Jubār al Ḩasan	id=g:6788971
Al Fatlah	id=g:6788972
‘Arab ‘Azīz	id=g:6788973
Nahr al Muhalhil	id=g:6788974
Nahr al Ma‘ādin	id=g:6788975
Nahr Shalnū‘	id=g:6788976
As Sayyid ‘Azīz	id=g:6788977
Sayyid Mahdī	id=g:6788978
Ţālī Abū Ḩasanah	id=g:6788979
As Sayyid Hāshim	id=g:6788980
Ḩusayn al ‘Alī	id=g:6788981
Bazl al Khamsāt	id=g:6788982
Nahr as Saddah	id=g:6788983
Nahr al Khamsāt	id=g:6788984
Al Jidīyah	id=g:6788985
Jamā‘at ‘Abd as Sādah	id=g:6788986
Qaryat Fatlah	id=g:6788987
Nāḩiyat aţ Ţulay‘ah	id=g:6788988
Sa‘īd Majīd	id=g:6788989
Nahr al Majrī	id=g:6788990
‘Abbās al ‘Abbūd	id=g:6788991
Muḩsin al Miyyah	id=g:6788992
Sayyid Khalīl	id=g:6788993
Hādī Ḩājj ‘Alwān	id=g:6788994
Qaryat al Majrī	id=g:6788995
Al ‘Awābid	id=g:6788996
Al Fatlah	id=g:6788997
Majrá al ‘Awābid	id=g:6788998
Nāşir	id=g:6788999
Nahr ach Chījān	id=g:6789000
Qaryat as Sayyid Ḩabīb	id=g:6789001
Qaryat al ‘Awābid	id=g:6789002
Qaryat as Sādah	id=g:6789003
Al Ma‘raḑ	id=g:6789004
Ḩājj Muḩammad Āl ‘Abd Āl Salmān	id=g:6789005
Nahr Ḩasan an Nāşir	id=g:6789006
‘Abd al ‘Abas	id=g:6789007
Al Ḩājj Muḩammad al ‘Abd	id=g:6789008
Qaryat Fatlah	id=g:6789009
Nahr al Bayḑāwī	id=g:6789010
Kuwām al Imām Ḩabīb	id=g:6789011
Qaryat al ‘Akar	id=g:6789012
Al Ḩaddādī	id=g:6789013
Dhiyāb Hulayl	id=g:6789014
Nahr al Ḩaddādī	id=g:6789015
Nahr al Ḩajūl	id=g:6789016
Aş Şalāḩīyah	id=g:6789017
Ḩājj Sarḩān	id=g:6789018
Ismā‘īl Ḩājj Jawād	id=g:6789019
‘Arab ‘Uthmān	id=g:6789020
Nahr al Kidhb	id=g:6789021
Qaryat Īshān al ‘Akar	id=g:6789022
Nahr ‘Akar	id=g:6789023
Madrasat al Khālidīyah	id=g:6789024
‘Arab ‘Aţiyat al Kāz̧im	id=g:6789025
Waqf Imām Zinād	id=g:6789026
Tall an Nakhlah	id=g:6789027
Qaryat al ‘Akar	id=g:6789028
Qaryat al ‘Uwayjah	id=g:6789029
Qaryat al Maḩāmidah	id=g:6789030
Īshān Abū Umaymah	id=g:6789031
Al ‘Arjah	id=g:6789032
Tall Abū ‘Umbah	id=g:6789033
Tall Ajfīḩāt	id=g:6789034
‘Arab Āl Khalīl	id=g:6789035
Tulūl as Salāmīyah	id=g:6789036
Kharā’ib Thumbārah	id=g:6789037
Imām Muḩammad Bin al Ḩasan	id=g:6789038
Al Bāzūlī	id=g:6789039
Kharā’ib Ḩājj Funūn	id=g:6789040
Īshān Mulaykīţāt	id=g:6789041
Hawr al Wurayjī	id=g:6789042
Sayyid Majīd	id=g:6789043
Qaryat al Ḩiyāl	id=g:6789044
Hawnal	id=g:6789045
Tall al Marjānī	id=g:6789046
Tall Jarrah	id=g:6789047
Nahr Malīḩah	id=g:6789048
Qāsim al Mālik	id=g:6789049
Tall al Makţaţ	id=g:6789050
Al Ḩājj ‘Umrān	id=g:6789051
Ḩasan as Surayfāwī	id=g:6789052
Nahr Narhān	id=g:6789053
Nahr Ālbū Najm	id=g:6789054
Nahr al Maţarī	id=g:6789055
Nahr al Khaz‘alī	id=g:6789056
Shaţţ Abū Samak	id=g:6789057
Qaryat ad Dakhīl	id=g:6789058
‘Abd al ‘Abbās Shūn	id=g:6789059
Mas‘ūd Farḩān	id=g:6789060
Qaryat al Kurayţīyah	id=g:6789061
Qaryat aţ Ţanţūr	id=g:6789062
Ḩusayn Ḩajjī Farḩān	id=g:6789063
Ḩusayn Sayyid Jiyād	id=g:6789064
Ḩusayn ‘Abbūd	id=g:6789065
Fakhrī ‘Īsá	id=g:6789066
Karīm Sayyid Shākir	id=g:6789067
‘Abbās Ḩajjī Laylū	id=g:6789068
Qaryat al Baḩūnī	id=g:6789069
Jābir Jāsim	id=g:6789070
Qaryat as Sālim	id=g:6789071
Ja‘far Maḩrūs	id=g:6789072
‘Abd Zayd Riḑā	id=g:6789073
Ḩamādī Fahd	id=g:6789074
Sayyid Z̧āhir	id=g:6789075
Qaryat Sākān	id=g:6789076
Karīm Ḩabīb	id=g:6789077
Qaryat al Ma‘allī	id=g:6789078
Jidām Sa‘dūn Hādī	id=g:6789079
Sayyid Nāşir	id=g:6789080
Sayyid Ḩusayn	id=g:6789081
‘Abd al Ḩusayn	id=g:6789082
Shaykh Kāz̧im	id=g:6789083
Ni‘mat Sa‘d	id=g:6789084
Ḩusayn Kāz̧im	id=g:6789085
Qaryat as Sālim	id=g:6789086
Ḩusayn Jabr	id=g:6789087
Kāz̧im Ḩajjī Ḩassūn	id=g:6789088
Madrasat ar Raḩīlah	id=g:6789089
Bayt ‘Abbās ‘Abd	id=g:6789090
Shākir Jabr	id=g:6789091
Shawādī Karīm	id=g:6789092
Raḩīm Abū Ḩasanah	id=g:6789093
Qaryat al ‘Alī	id=g:6789094
Kāmil Kuraydī	id=g:6789095
Shantūl Ḩusayn	id=g:6789096
Jāsim Ni‘mah	id=g:6789097
Ḩusayn Yāsīn	id=g:6789098
‘Alī Mūsá	id=g:6789099
Mahdī Hādī	id=g:6789100
Sirḩān Kāz̧im	id=g:6789101
Madrasat Ţūl Karam	id=g:6789102
‘Imrān Abū Jāsim	id=g:6789103
Mahdī Sayyid ‘Abbūd	id=g:6789104
‘Abd al Wāḩid Ḩassūn	id=g:6789105
‘Azīz Rāḑī	id=g:6789106
‘Abd Allāh Sayyid Ghānib	id=g:6789107
Qaryat Umm Dakhan	id=g:6789108
Qaryat al Badīr	id=g:6789109
Kāz̧im Hindī	id=g:6789110
Qaryat Ālbū Ḩajjī Ḩasan	id=g:6789111
Bustān Jāsim Jawād	id=g:6789112
Bustān Jābir Muḩammad	id=g:6789113
Hanāwī Muḩammad	id=g:6789114
Qaryat as Sādah	id=g:6789115
‘Abd al Ḩusayn Salmān	id=g:6789116
Sayyid ‘Ubays	id=g:6789117
Sayyid Jāsim	id=g:6789118
Shākir Ḩajjī Muḩsin	id=g:6789119
Madrasat al Ma‘arrī al Ibtidā’īyah	id=g:6789120
Bustān Tūmās ‘Aţshān	id=g:6789121
Muḩammad Kāz̧im Winās	id=g:6789122
Bustān ‘Ubayd Sayyid Salmān	id=g:6789123
Muḩammad Ḩajjī	id=g:6789124
‘Abd al Ḩasan	id=g:6789125
Sayyid ‘Azīz Shākir	id=g:6789126
‘Abd al Ḩasan Ādhār	id=g:6789127
Jāsim Majhūl	id=g:6789128
Bustān Fāḑil wa ‘Ayar	id=g:6789129
Ḩusayn Ḩabīb	id=g:6789130
‘Abd Zayd ‘Awdah	id=g:6789131
Bustān Ḩajjī Kuwayr	id=g:6789132
‘Awnī ‘Alī	id=g:6789133
Jubār Ḩusayn	id=g:6789134
Qaryat al Kaym	id=g:6789135
Nahr Jumāth	id=g:6789136
Qaryat aş Şakyān	id=g:6789137
Nāz̧irīyat Āl Ḩassān	id=g:6789138
Markaz Taswīq al Andalus	id=g:6789139
Bustān ‘Alī Zaghīr	id=g:6789140
Bustān ‘Abd al Kāz̧im Farhūd	id=g:6789141
‘Abd al Hādī ‘Awn	id=g:6789142
‘Ashā’ir al Fatlah	id=g:6789143
‘Abd al Ḩusayn Murād	id=g:6789144
Bayt al Jallāb	id=g:6789145
Qaryah Bāhīrah	id=g:6789146
Qaşr Sawādī	id=g:6789147
Qaryat Ālbū Ḩamāl	id=g:6789148
Sayyid Salmān	id=g:6789149
Sayyid Muḩsin	id=g:6789150
Salmān Maţshar	id=g:6789151
Muḩammad ‘Abbās	id=g:6789152
‘Abd ‘Alwān al Janābī	id=g:6789153
Arāḑī Hātif Shaknā‘	id=g:6789154
Qaryat al Bajīr	id=g:6789155
Rabālat ‘Abd al Ḩusayn	id=g:6789156
Marzat Yūnis	id=g:6789157
Nāz̧irīyat	id=g:6789158
Sayyid Sa‘d	id=g:6789159
Muḩammad Jāsim	id=g:6789160
Muḩammad Ni‘mah	id=g:6789161
Jāsim ‘Abd Allāh Ḩamādī	id=g:6789162
Shākir Mut‘ib	id=g:6789163
Minţaqat al Majātīm	id=g:6789164
Muḩsin Ḩabbār	id=g:6789165
Muḩammad ‘Annāb	id=g:6789166
‘Alī ‘Abd	id=g:6789167
Nāşir ‘Abd as Sādah	id=g:6789168
Yāsir ‘Ubādī	id=g:6789169
Kitāb Mahdī	id=g:6789170
Madrasat Ḩuzayrān	id=g:6789171
‘Armūţ Ḩassūn	id=g:6789172
‘Abd Zayd Wāwī	id=g:6789173
Ju‘ayfar Mūsá	id=g:6789174
Qaryat ar Rābiţ	id=g:6789175
Minţaqat al Jam‘ayāt	id=g:6789176
Al Jam‘īyah	id=g:6789177
‘Alyawī Kāz̧im	id=g:6789178
Qaryat al Ma‘barah	id=g:6789179
Ghāfir Muḩammad	id=g:6789180
Kitāb ‘Ilāj	id=g:6789181
As Sādah ash Shuryāt	id=g:6789182
Sālim Ḩusayn	id=g:6789183
Jawād ‘Abbās	id=g:6789184
Jāsim Barhān	id=g:6789185
Khashshān Ḩabl	id=g:6789186
‘Abd al Ḩusayn Darwīsh	id=g:6789187
Sarḩān Dalīl	id=g:6789188
Qaryat ar Rākūb	id=g:6789189
Bustān Mahdī Ḩasan	id=g:6789190
Madrasat Ḩayyān	id=g:6789191
Madrasat al Işlāḩ	id=g:6789192
Ālbū Ḩijāb	id=g:6789193
Qaryat al ‘Awjah	id=g:6789194
Ḩusayn Murād	id=g:6789195
Ibrāhīm Salmān	id=g:6789196
Qaryat al Maşlakah	id=g:6789197
Bustān Ḩasan Kāz̧im	id=g:6789198
Qaryat Umm Rafash	id=g:6789199
‘Abd al Ḩusayn Laftah	id=g:6789200
Āl Sayyid Ḩamzah	id=g:6789201
Muḩammad Khashān	id=g:6789202
Kāz̧im ‘Abbās	id=g:6789203
Madrasat al Khāfiqī	id=g:6789204
Qaryat as Suraydāt	id=g:6789205
Ālbū Salām	id=g:6789206
‘Abd al Ḩamzah al Majnūmī	id=g:6789207
Nahr Abū al Fār	id=g:6789208
Shahāwī ‘Abd az Zahrah	id=g:6789209
Kitāb Kinţār	id=g:6789210
‘Ashīrat al Majāthīm	id=g:6789211
Bazl ‘Abbās	id=g:6789212
‘Abd al Karīm	id=g:6789213
‘Abd az Zahrah	id=g:6789214
Abū ‘Abd al Kaysūn	id=g:6789215
Şbār Sayyid Hādī	id=g:6789216
‘Abd az Zahrah Farhūd	id=g:6789217
Ḩusayn ‘Ulwān	id=g:6789218
Bustān ‘Alī Ḩusayn	id=g:6789219
Minţaqat ar Raml	id=g:6789220
Sayyid Şāfī	id=g:6789221
As Sādah	id=g:6789222
Yāsir Şāliḩ Mahdī	id=g:6789223
Sayyid Muḩsin	id=g:6789224
Sayyid Jū‘ān	id=g:6789225
Bustān Karīm	id=g:6789226
Sayyid Ḩusayn	id=g:6789227
‘Ashīrat al Ba‘āriḑī	id=g:6789228
Sayyid ‘Alī	id=g:6789229
Sayyid ‘Abd	id=g:6789230
Sayyid Muḩammad Khalaf	id=g:6789231
Qaryat as Sādah	id=g:6789232
Sayyid ‘Azzūz	id=g:6789233
Z̧āhir Sayyid Nūmās	id=g:6789234
Nāşir Ḩusayn ‘Uthayth	id=g:6789235
Qaryat al Ghīlah	id=g:6789236
Nahr al Ḩamdānī	id=g:6789237
Dīwān Shamkhī	id=g:6789238
Bustān Dīwān Shamkhī	id=g:6789239
‘Awdat Z̧āhir	id=g:6789240
Shāhir Shuyūţ	id=g:6789241
Ghālá Nūr	id=g:6789242
Salmān Huwayd	id=g:6789243
Qaryat Ḩamzat al Gharbī	id=g:6789244
Sayyid Hādī	id=g:6789245
Wasīm Mūsá	id=g:6789246
Kāz̧im Ţāhā	id=g:6789247
Nahr aş Şulayjīyah al Qadīm	id=g:6789248
Fātir Ḩasan	id=g:6789249
Hāshim Ḩasan	id=g:6789250
Jawād Kāz̧im	id=g:6789251
Qaryat Abū Ḩillān	id=g:6789252
Harāţat Ibrāhīm	id=g:6789253
Muḩammad ‘Īdān	id=g:6789254
Jābir Ḩamūd	id=g:6789255
Kīţān Laftah	id=g:6789256
Muḩaysin Rahīf	id=g:6789257
Sayyid Muḩammad Şabr	id=g:6789258
Shākir Barīd	id=g:6789259
Jūdat Şāliḩ	id=g:6789260
Kāz̧im Dākhil	id=g:6789261
Kāz̧im ‘Ujayl	id=g:6789262
Kāz̧im ‘Abbūd	id=g:6789263
Kāz̧im Laftah	id=g:6789264
‘Abbās Dhiyāb	id=g:6789265
‘Abbūd Ḩusayn	id=g:6789266
‘Abd as Sādah Kutayf	id=g:6789267
‘Ubayd Jabr	id=g:6789268
Jāsim Hāshim	id=g:6789269
Ḩasan Jabr	id=g:6789270
‘Alyawī Ḩusayn	id=g:6789271
‘Abbās Jabr	id=g:6789272
‘Ubayd Ḩamūd	id=g:6789273
Rāḑī Murād	id=g:6789274
‘Abd al Ḩusayn Jabbār	id=g:6789275
Şāliḩ Şāfī	id=g:6789276
Yūsuf Abū Shaffah	id=g:6789277
Hurdī Hadār	id=g:6789278
Madrasat Lubnān al ‘Arabī	id=g:6789279
‘Alyawī Şalbūţ	id=g:6789280
‘Abd al Ḩusayn	id=g:6789281
‘Abd ‘Alī	id=g:6789282
‘Abd Ḩamzah	id=g:6789283
Māyij Maţlab	id=g:6789284
‘Abd Muslim	id=g:6789285
‘Abd al Ḩusayn	id=g:6789286
Madrasat al Mustaqbal al Ibtidā’īyah	id=g:6789287
Jawād Muḩaysin	id=g:6789288
Sayyid Jabr Z̧āhir	id=g:6789289
‘Abd al Ḩusayn Ḩasan	id=g:6789290
Kāz̧im Ḩassūn	id=g:6789291
Ḩasan ‘Abbūd	id=g:6789292
‘Ashā’ir Banī Ḩasan	id=g:6789293
Jubār al ‘Ābidī	id=g:6789294
‘Abd Allāh Shalāl	id=g:6789295
Qaryat al Faraḩ	id=g:6789296
Madrasat al ‘Uyūn	id=g:6789297
‘Ashīrat Ālbū ‘Arḑī	id=g:6789298
Nahr al Ḩusayn	id=g:6789299
Hawr Umm Ḩajal	id=g:6789300
Qaryat Ālbū Yafraj	id=g:6789301
‘Abbās Ḩamādī	id=g:6789302
Qaryat al ‘Uyūn	id=g:6789303
Rāhī Şabbār	id=g:6789304
Waḩīd Yāsīn	id=g:6789305
Muḩammad ‘Abd al Amīr	id=g:6789306
Ḩasan Manākhī	id=g:6789307
‘Abbās Kāz̧im	id=g:6789308
Ţāhir Hawdī	id=g:6789309
Fayşal ‘Abd al Kāz̧im	id=g:6789310
‘Abd al Ḩusayn Ḩarīj	id=g:6789311
Karīm ‘Ubayd	id=g:6789312
Şāliḩ Fulays	id=g:6789313
Mahdī ‘Abd Allāh	id=g:6789314
Kāz̧im ash Shāţī	id=g:6789315
‘Ubayd ‘Abd Allāh	id=g:6789316
‘Īdān Karīm	id=g:6789317
Ḩamzat Muḩammad	id=g:6789318
Mirdān Muḩammad	id=g:6789319
‘Ashā’ir al Badīr	id=g:6789320
‘Abd al Ḩusayn Karīm	id=g:6789321
‘Abd Karīm	id=g:6789322
Kāmil ‘Abbūd	id=g:6789323
Şāliḩ Jubjān	id=g:6789324
‘Abd az Zahrah Şāliḩ	id=g:6789325
Kāz̧im ‘Abd Allāh	id=g:6789326
Julūd Kashshah	id=g:6789327
Khālid Muḩammad	id=g:6789328
‘Ubayd Julhum	id=g:6789329
Waḩīd ‘Abd an Nūr	id=g:6789330
Madrasat al Ghazālī	id=g:6789331
Hawr al ‘Aylah	id=g:6789332
Nahr al A‘má	id=g:6789333
Ḩamīd ‘Abd Yāsir	id=g:6789334
Qaryat ash Shākhah	id=g:6789335
Qaryat ‘Abd az Zahrah Salmān Makrūd	id=g:6789336
Qaryat as Sādah	id=g:6789337
Sayyid Jābir	id=g:6789338
Sayyid Khalaf	id=g:6789339
Sayyid Jabr	id=g:6789340
Sawādī Ḩassūn	id=g:6789341
‘Abd as Sādah Ḩassūn	id=g:6789342
Nahr Abū Ḩadīdah	id=g:6789343
‘Arkūb Abū Khaymah	id=g:6789344
Muḩammad al ‘Abbūd	id=g:6789345
Ḩamzat ‘Abbūd	id=g:6789346
Ḩamādī Abū al Ḩayyah	id=g:6789347
Bustān Dūhān al Ḩasan	id=g:6789348
Daylī ‘Ubays	id=g:6789349
Muḩmaymīd Şak‘arī	id=g:6789350
Dūr Abū Ţarfah	id=g:6789351
Madrasat Abū Ţarfah	id=g:6789352
Ad Dāwudīyah	id=g:6789353
Bustān Ḩākim Shamrān	id=g:6789354
Qaryat Maţar Kuḑayb	id=g:6789355
Şakţarī ‘Arāk	id=g:6789356
Bustān ‘Anab	id=g:6789357
Imām Ḩamzah	id=g:6789358
Imām Idrīs	id=g:6789359
Arāḑī Sabkhah	id=g:6789360
Qaryat as Sādah Āl Khuwayn	id=g:6789361
Qaryat Şāḩib Mahdī	id=g:6789362
Ḩājj Ma‘ārij ‘Akrab	id=g:6789363
Madrasat al Mirjānīyah	id=g:6789364
Ghāfil Shanāwah	id=g:6789365
Qaryat Sulţān	id=g:6789366
Qaryat al Jawāzirīyah	id=g:6789367
Bustān Jāsim	id=g:6789368
Muḩammad Līdū	id=g:6789369
Arāḑī Sabkhat	id=g:6789370
Imām ‘Abd Allāh	id=g:6789371
Qaryat Kuwām ‘Abd Allāh	id=g:6789372
Mūsá Rāḑī	id=g:6789373
Ḩasan Sharīdah	id=g:6789374
Muḩsin Bijjāy	id=g:6789375
Jāsim Muḩammad Sharīdah	id=g:6789376
Arḑ Sabkhah	id=g:6789377
Al Jawāzirīyah	id=g:6789378
‘Abd al Ḩasan Kāz̧im	id=g:6789379
Ḩassān Rashīd	id=g:6789380
Ḩākim Rashīd	id=g:6789381
Mukhīf Majīd	id=g:6789382
Rāḑī Kāz̧im	id=g:6789383
Zaghīr Salmān	id=g:6789384
Bustān Zaghīr Salmān	id=g:6789385
Al Ḩamīdīyah	id=g:6789386
Ḩamzat al ‘Abbūd	id=g:6789387
Īshān al Barz	id=g:6789388
Khasīr ‘Aīs	id=g:6789389
Qaryat Ḩamzat al ‘Alwān ‘Abbūd	id=g:6789390
Ḩamīd Ḩusayn Ḩarbī	id=g:6789391
Ghāzī Maţar Kuḑayb	id=g:6789392
Īshān as Samḩāt	id=g:6789393
Ḩāmid Khalaf	id=g:6789394
Sayyid Jāsim Jabr	id=g:6789395
As Sādah ar Rufayshāt	id=g:6789396
Ḩusayn Shukhayr	id=g:6789397
Al Barīdīyah	id=g:6789398
‘Alī al Maţlab	id=g:6789399
Qaryat Ālbū ‘Ubayd	id=g:6789400
‘Abd al Ḩāfiz ‘Abbūd	id=g:6789401
Al‘Īd	id=g:6789402
Īshān al Ghars	id=g:6789403
Jallāb Muhannā	id=g:6789404
Bustān ‘Alwān al ‘Abbūd	id=g:6789405
Al Ajbār	id=g:6789406
‘Abbūd Būhān	id=g:6789407
‘Abd as Sādah Khaţţār	id=g:6789408
Arāḑī al ‘Ujayz	id=g:6789409
Muḩammad Zaydān	id=g:6789410
Şāḩib ‘Abd Ḩasan	id=g:6789411
Qaryat Ālbū ‘Ubayd	id=g:6789412
Thāmir Shibl	id=g:6789413
Riyākh ash Shibl	id=g:6789414
Īshān Abū Ḑabā‘	id=g:6789415
Qaryat Abū Samas	id=g:6789416
Bayt Kaţrān Ḩusayn	id=g:6789417
Jiyād Shakhīr	id=g:6789418
Qaryat az Ziyādīyah	id=g:6789419
Madrasat al Wafa’	id=g:6789420
Jawād Hadhūd	id=g:6789421
Kīţān Hadhūd	id=g:6789422
Qaryat Khāyir Hudayd	id=g:6789423
Jawād Rāḑī	id=g:6789424
Ḩusayn Muḩayjī	id=g:6789425
Tall Shajar	id=g:6789426
Ḩamzat Abū Dhawīl	id=g:6789427
‘Abbūd ‘Alyawī	id=g:6789428
Qaryat al Işlāḩ al Jadīdah	id=g:6789429
‘Abd az Zahrah ‘Īdān	id=g:6789430
‘Inād Fahd	id=g:6789431
Qaryat Kharī‘ah	id=g:6789432
Bustān ‘Azīz ‘Arrāk	id=g:6789433
Madrasat al Aḩrār	id=g:6789434
Jawād Kāz̧im	id=g:6789435
Ḩamzat Ḩusayn Jayād	id=g:6789436
Qaryat ‘Abd al Ḩusayn Āl Shalāl	id=g:6789437
Kharā’ib Kāz̧im Mūsá	id=g:6789438
Bustān Muḩammad Khuḑayr	id=g:6789439
Qaryat Ālbū Ḩamandī	id=g:6789440
‘Īdān Hādī	id=g:6789441
Āl Sayyid ‘Udāyy	id=g:6789442
