Wādī ‘Aţshān	id=g:107975
Jaww al Mugharrazīyah	id=g:394097
Barqā’ Kharrit	id=g:394098
Qārat ar Raqbā’	id=g:394099
Quwīd al Mugharrazīyah	id=g:394100
Dabbāyat ‘Usayfīrah	id=g:394102
Quwīd Murrān	id=g:394104
Quwīd Dūlān	id=g:394105
‘Urūq Lawdhan	id=g:394107
Qulbān Murrān	id=g:394108
Ţu‘ūs Umm al Aţnāb	id=g:394109
Qārat Jirwān	id=g:394110
Ḩawā’ir āl Suwīd	id=g:394111
Shiqqat Ḩuţayyibah	id=g:394113
Ţu‘ūs Munayhīmah	id=g:394116
‘Urūq Nāyif	id=g:394117
‘Urūq Abū Khayālah	id=g:394119
Quwīd Jirwān	id=g:394120
Quwar Mudayfīnah	id=g:394121
Ghār adh Dhi‘ābah	id=g:394122
Khuyūţ Muqaynimah	id=g:394123
Khashm Muqaynimah	id=g:394124
Shiqqat al Ḩujūl	id=g:394125
Qawz al Quţu’	id=g:394126
Zibārat ‘Ubūdah	id=g:394129
Khuyūţ Muţribah	id=g:394130
Bi’r Muţribah	id=g:394131
Quwīd Muţribah	id=g:394132
Quwīd Ibn Juhayyim	id=g:394133
Khashm al Ḩā’il	id=g:394134
Ad Duhum	id=g:394149
Ḩazm ‘Ubūdān	id=g:394150
Bi’r al Khashabi	id=g:394151
Khawr Ibn Fuţays	id=g:394152
Mishāsh ‘Ishayw	id=g:394153
Ţuwāl ‘Ishayw	id=g:394154
Jaww Dikhān	id=g:394155
Ḩazm Shaj‘ah	id=g:394156
As Surrah	id=g:394157
Ḩazm Shujay‘ah	id=g:394158
Khayţ Muţrib	id=g:394159
Ḩazm Abū Shidād	id=g:394160
Abraq Rawdah	id=g:394161
Barqā’ Umm ath Thi‘ālah	id=g:394162
Barqā’ Umm al ‘Ishar	id=g:394163
Ḩuzūm al Quwar	id=g:394164
Qawz Abā al ‘Ushūsh	id=g:394165
Umm al Birkān	id=g:394166
Laghāligh	id=g:394167
Ghār Abū Khirqah	id=g:394168
Mishāsh al Ḩudaybī	id=g:394169
Şummān aţ Ţuwāl	id=g:394170
Ḩazm al Barzah	id=g:394171
Marbakh Shi’lah	id=g:394172
Şal‘ā’ Murrān	id=g:394173
Ābār Shi‘lah	id=g:394174
Quwar Qaḩazah	id=g:394175
Umm ar Rūs al Janūbīyah	id=g:394176
Khuyūţ Şubayḩā’	id=g:394177
Marbakh Ghadrā’	id=g:394178
Zibārat al Liqāḩ	id=g:394179
Qawz ar Rimāyah	id=g:394180
Al Haysalān	id=g:394181
Khuyūţ Kuzmah	id=g:394182
Arkham al Khullah	id=g:394183
Bi’r Bannā	id=g:394184
Bi’r Zibdah	id=g:394185
Sha‘īb as Suhayb	id=g:394186
Ar Rumaylah	id=g:394187
Mishāsh Fayḑat ad Dawsirī	id=g:394188
Ḩuzūm Abū Shidād	id=g:394189
Khawr Abū Shaqrā’	id=g:394190
Khuyūţ Abū Shaqrā’	id=g:394191
Barqā’ Umm ar Rūs ash Shamālīyah	id=g:394192
Ḩuzūm al Amyāl	id=g:394193
Jaww ath Thamīlah	id=g:394194
Ḩabl al Munbaţiḩ	id=g:394195
Jaww Dughayyim	id=g:394196
Jaww Mubghir	id=g:394197
Sha‘īb Namlān	id=g:394198
Wādī al Baţḩāwī	id=g:394199
Mishāsh al Baţḩāwī	id=g:394200
Khaţţ Ma‘fīyah	id=g:394201
Ḩazm Abū Mafātīḩ	id=g:394202
Umm al Barāmīl	id=g:394203
Umm al ‘Abal	id=g:394204
Bi‘şūşah	id=g:394205
Radīfat Samḩah	id=g:394206
Ar Rumaythah	id=g:394207
Khabrā’ Umm ‘Iz̧ām	id=g:394208
Umm an Na‘īm	id=g:394209
Bi’r Shaqrā’	id=g:394210
Quwīd as Suwayq	id=g:394211
Qārat Ruḩayyah	id=g:394212
Z̧ahrat al Ghubayyah	id=g:394213
Ḩazm al Arkham	id=g:394214
Ḩazm al Ghār	id=g:394215
Qawz Juhayr al Janūbī	id=g:394216
Ţi’s Qi’mān	id=g:394217
Zibārat ar Rawshanah	id=g:394218
Ḩuzūm ar Rawshanah	id=g:394219
Rumaythat al Quţu’	id=g:394220
Şummān Yabrīn	id=g:394221
Ḩazm Abū Sawm	id=g:394222
Al Muḩtajibah	id=g:394223
Al Khīrān	id=g:394230
Quwīd al ‘Ūj	id=g:394231
Qawz Jarrūdah	id=g:394232
Ābār al ‘Ūj	id=g:394233
Ḩuzūm al Ma‘adhar	id=g:394234
Ḩazm Dir‘ah	id=g:394235
Qawz Bikhrān	id=g:394236
Shiqqat Sulaymān	id=g:394237
Shiqqat Şāliḩah	id=g:394238
Ḩazm Naflā’	id=g:394239
Qīzān al Maqran al Gharbī	id=g:394240
Umm al ‘Arād	id=g:394241
Qīzān al Maqran ash Sharqī	id=g:394242
Umm al Qulumah	id=g:394243
Umm al Karāwīn	id=g:394244
Abū Quwar	id=g:394245
Jaww ‘Asrān	id=g:394246
Wādī al Ḩilwah	id=g:394247
Fayḑat al Ḩilwah	id=g:394248
Khashm ar Rumaythah	id=g:394249
Umm al Ḩabārī	id=g:394250
Umm al Ḩuqq	id=g:394251
Khayţ Miqbil	id=g:394252
Qawz al Quţu’	id=g:394253
Umm al Harm	id=g:394254
Qīzān ad Dibarah	id=g:394255
Umm aḑ Ḑīfān	id=g:394256
Umm ar Rimth	id=g:394257
Ţu‘ūs al Mubarraz	id=g:394258
Ḩuzūm al Mubarraz	id=g:394260
Ḩazm Umm al Ghizlān	id=g:394261
Mishāsh Rāshid	id=g:394262
Qawz Ibn Nawţān	id=g:394263
Qa‘adat Ḩamḑah	id=g:394264
Qawz al Miqlāţ	id=g:394265
Ḩazm Abū Shidād	id=g:394266
Radīfat al Qāsimah	id=g:394267
Qīzān aḑ Ḑumaydā’	id=g:394268
Ābār al Mulayḩah al Gharbīyah	id=g:394269
‘Afjat Baynhā	id=g:394270
Khaţţ Mish Ab	id=g:394271
Ābār Nadqān ash Sharqī	id=g:394273
‘Afjat Nadqān	id=g:394274
Bi’r Thunayyān	id=g:394275
Zibārat al Harm	id=g:394276
Jaww Ūban	id=g:394277
Jaww ar Rikāb	id=g:394278
Ābār Nadqān al Gharbī	id=g:394279
Samḩah	id=g:394280
Ţu‘ūs an Nāşirah	id=g:394303
Khundūq al Khafs	id=g:394304
Khundūq al Kūlah	id=g:394305
Ţu‘ūs ‘Aţsah	id=g:394306
Mudayfīnāt	id=g:394307
Khundūq Nadqān	id=g:394308
Ţu‘ūs al Qāsimah	id=g:394309
Al Qa’ad	id=g:394310
Ţu‘ūs al Qilīţ	id=g:394311
Ţu‘ūs ‘Alī	id=g:394312
Ad Dirwāzah	id=g:394313
Quşmat al Qarāyin	id=g:394314
Ţu‘ūs al Batrā’	id=g:394315
Umm at Tifah	id=g:394316
Umm as Saḩḩārah	id=g:394317
Shiqqat ar Raqbā’	id=g:394318
Ţu‘ūs ash Shībān	id=g:394319
Abū Khashnā	id=g:394320
Ash Shu‘bah	id=g:394322
Midārat Ibn ‘Aḑhān	id=g:394324
Quşmat Ibn Jārallah	id=g:394325
Midārat al Lāhij	id=g:394326
Ummahāt az Zahar	id=g:394327
Qulumat Umm ash Shībān	id=g:394328
Mishāsh as Sahbā’	id=g:394329
Sha‘īb Umm Khubar	id=g:394330
Bi’r al Manşūr	id=g:394331
Qawz al ‘Awjā’	id=g:394332
Ţu‘ūs Dasmān	id=g:394333
‘Urūq Āl Abū ‘Alī	id=g:394334
Ḩazm al Midī	id=g:394335
Al Mathlūth al Aḩmar	id=g:394336
Abraq al Khīrān	id=g:394337
Qawz Ḩizar	id=g:394338
‘Ayn as Sayḩ	id=g:394339
Sabkhat Ḩizar	id=g:394340
Qawz Juhayr ash Shamālī	id=g:394341
Ţīnat as Sahbā’	id=g:394342
Khuyūţ al Barzah	id=g:394362
Sāḩib Lawdhan	id=g:394363
Shiqqat al Barzah	id=g:394364
Shiqqat Ji‘shān	id=g:394365
Shiqqat Abū ‘Idbūlah	id=g:394366
Shiqqat Urqud	id=g:394367
Khuyūţ al Faşl	id=g:394368
Sāḩib adh Dhi‘ābah	id=g:394369
Ḩijl al Ghaḑá	id=g:394370
Sāḩib aḑ Ḑāli’	id=g:394371
Quşmat Kharbaqā’	id=g:394372
Sha‘īb Qab‘ah	id=g:394373
Al Ḩaqw	id=g:394374
Bulaydat ad Duhum	id=g:394375
Ḩiqnat ‘Ubūdah	id=g:394376
Al Ḩalāt al Janūbīyah	id=g:394377
Al Ḩalāt ash Shamālīyah	id=g:394378
Ḩazm Abū Milḩ	id=g:394380
Ummahāt Milḩ aţ Ţuwāl	id=g:394381
Ummahāt al Qurḑī al Janūbīyah	id=g:394382
Quşmat al Luwayziqah	id=g:394383
Quşmat Ruwayyah	id=g:394384
Shiqqat al ‘Arfaj	id=g:394385
Rajd al Maqbal	id=g:394386
At Tīmān	id=g:394387
Al Ḩurrah	id=g:394388
Samrat ar Ruwāshin	id=g:394389
Samrat al Mubarraz	id=g:394390
Radīfat at Tīmān	id=g:394391
Ummahāt al Qurḑī ash Shamālīyah	id=g:394392
Quşmat Ḩimrah	id=g:394393
Kharazat Rumayḑ	id=g:394394
Ḩadabat Sarābah	id=g:394395
Ummahāt Milḩ al Jawb	id=g:394396
Ḩawāyir Ḩuraysh	id=g:394397
Ḩāyirat Ibn Khummayyis	id=g:394398
Bi’r Maţ‘ūnah al Ghuwayrah	id=g:394399
Ḩā’irat Umm al Judū	id=g:394400
Bi’r Umm Rakḩ	id=g:394403
Madfan as Sahbā’	id=g:394404
Jibāl al ‘Umaydāt	id=g:394405
Suwaydān	id=g:394406
Markhat as Sahbā’	id=g:394407
Ţi‘s al Huwaymil	id=g:394408
Ţi‘s Nimrān	id=g:394409
Qārat ‘Umrān	id=g:394410
Qulumat Umm al ‘Ilal	id=g:394412
Ţu‘ūs al Hamal	id=g:394413
Hashm Yaţmar	id=g:394414
Khayţ Mirdif	id=g:394415
Ţu‘ūs al ‘Uţayyib	id=g:394416
Ţu‘ūs Birkān	id=g:394417
Ţu‘ūs Barrūk	id=g:394418
Qulumat Midrikah	id=g:394420
Qārat Ruḩayyah	id=g:394421
Khundūq Ibn Dir‘ah	id=g:394422
Ḩazm Murayzīq	id=g:394423
Qārat al Mu‘ayqil	id=g:394424
Qārat Adayra‘	id=g:394425
Qawz al Qiţi‘	id=g:394426
Qulumat al Gharqah	id=g:394427
Khuyūţ Umm Ḑurūs	id=g:394428
Khawr Ţuḩnūn	id=g:394429
Khundūq Ţuḩnūn	id=g:394430
Khundūq al Uşba‘ah	id=g:394431
Al Gharqah	id=g:394432
Qārat Şulayhim	id=g:394433
Khayţ an Nāşifah	id=g:394434
Gharāmīl al Muşabbaḩ	id=g:394435
Gharāmīl Abū Nubţah	id=g:394436
Jabal al ‘Abdah	id=g:394437
Shiqqat ad Dirāmāt	id=g:394438
Jibāl Akbād	id=g:394439
Jibāl ash Shulaylāt	id=g:394440
Musā’adah	id=g:394441
Gharāmīl al Mudhaybiḩ	id=g:394442
Qulumat al Ghurayqah	id=g:394443
Bi’r al ‘Umayshā’	id=g:394444
Bi’r Ḩujaylīn	id=g:394447
Sabkhat Liḩsah	id=g:394449
Sabkhat Şalīl	id=g:394450
Bi’r Liḩsah	id=g:394451
Bi’r Şalīl	id=g:394453
Ābār ‘Aţīyah	id=g:394455
Sabkhat ‘Aţīyah	id=g:394457
Bi’r Rihmah	id=g:394458
Bi’r al Qarā’in	id=g:394459
Bi’r Ḩuqayy	id=g:394461
Bi’r Abū Şabl	id=g:394465
Qulumat Abū Şabl	id=g:394466
Bi’r aţ Ţuwayrishah	id=g:394467
Khawr al Qa‘dah	id=g:394468
Khawr Abū ‘Arādah	id=g:394469
Khawr ar Raqbā’	id=g:394470
Mā’ Dhuhaybān	id=g:394525
Jibāl al ‘Az̧āmīyāt	id=g:394526
Qīzān al Mulayḩah al Gharbīyah	id=g:394527
Khawr al ‘Andab	id=g:394528
Khawr al Ghuraynīq	id=g:394529
Khawr al Qawāshīţ	id=g:394530
Khawr Abū Shawlah	id=g:394531
Qaţ‘ al Bidūn	id=g:394532
Qaţ‘at Ḩuzayyib	id=g:394533
Bi’r āl Fuţūr	id=g:394534
Ābār al Ḩuşānah	id=g:394536
Jaww Shal’ah	id=g:394538
Qīzān al Maqran ash Sharqī	id=g:394539
Qawz ar Rākah	id=g:394541
Mastūrah	id=g:394542
Dhuhaybān	id=g:394543
Aswad Mā’	id=g:394544
‘Afjat al ‘Awāmir	id=g:394545
Khawr Ibn ‘Ufayyifah	id=g:394546
Bi’r Muhalliţah	id=g:394547
Al ‘Aşal	id=g:394548
Bi’r Muhaylīţ	id=g:394550
Ābār aţ Ţuwayrifah	id=g:394551
Aţ Ţuwayrifah	id=g:394552
Mishāsh Rakham	id=g:394553
Şal‘ā’ Dukhayyil	id=g:394554
Mishāsh al Bukhayrah	id=g:394555
Jibāl az Zabnah	id=g:394556
Qulumat al Uzaywiḩ	id=g:394557
Zibārat al ‘Uḑaydā’	id=g:394558
‘Āqir	id=g:394559
Bi’r al Uzaywiḩ	id=g:394560
‘Uwayqir	id=g:394562
Zibārat al Uzaywiḩ	id=g:394563
Zibārat ad Dawwāy	id=g:394564
Bi’r ad Dawwāy	id=g:394565
Al ‘Uḑaydā’	id=g:394566
Al Ḩirjah	id=g:394567
Khuyūţ Umm Ḑurūs	id=g:394568
Zibārat an Naghāshah	id=g:394569
Khuyūţ al Huraymah	id=g:394570
Bi’r Ibn Şulaykh	id=g:394571
Al Mafraq	id=g:394572
Jabal ar Rubūd	id=g:394573
Jabal Umm ‘Urf	id=g:394574
Jabal Muşa‘	id=g:394576
Jabal al Ḩiqāqī	id=g:394577
Khundūq Liţīţ	id=g:394578
Jabal Umm Laḩm	id=g:394579
Jabal ash Shaqq	id=g:394580
Khawr al ‘Aşal	id=g:394581
Quwar al ‘Aşal	id=g:394582
Ḩumrat Janḩah	id=g:394583
Ḩibrān	id=g:394584
Bi’r Ḩibrān	id=g:394585
Bi’r Janḩah	id=g:394586
Qawz Liţīţ	id=g:394587
Zibārat Maryam	id=g:394588
‘Irq aḑ Ḑurbūn	id=g:394589
Qawz Ibn Muhayrah	id=g:394590
Ash Shab‘ān	id=g:394591
Qawz Murayţ	id=g:394592
Bi’r ash Shab‘ān	id=g:394594
Midrikah	id=g:394596
Qawz ash Shab‘ān	id=g:394598
Ābār Umm ‘Uwaynah	id=g:394599
Sabkhat ash Shab‘ān	id=g:394600
Ābār al Murayr	id=g:394601
Ţi’s ‘Iqāb	id=g:394602
Bi’r al ‘Uyaynah	id=g:394603
Qārat Sarmadā	id=g:394604
Umm al Mawātir	id=g:394605
Qārat Umm Nu‘ḑah	id=g:394606
Qārat ‘Aţsah	id=g:394607
Qawz Ḑīţir	id=g:394608
Sha‘īb al Ubaytir	id=g:394609
Sabkhat al Bāridah	id=g:394610
Sha‘īb Rawḑat at Tinhāh	id=g:394611
Ţu‘ūs ‘Aţsah	id=g:394612
Ābār al Barīdah	id=g:394613
Jibāl Shurayfah	id=g:394614
Jabal Shurayfān	id=g:394615
Qawz al ‘Ashwā’	id=g:394616
Jabal ‘Anz al Madhrūbah	id=g:394617
Bi’r al ‘Abbāsīyah	id=g:394618
Ţu‘ūs al Mityāhah	id=g:394619
Bi’r Ibn ‘Ulayyān	id=g:394620
Bi’r Rīmah	id=g:394621
Ţi’s Rīmān	id=g:394623
An Nuqay‘ah	id=g:394624
‘Irq Ḩumayyid	id=g:394625
Shiqqat al ‘Arād	id=g:394626
Ţu‘ūs an Na‘āyim	id=g:394637
Zibārat Abā as Sīqān	id=g:394638
Khuyūţ Murayzīq	id=g:394639
Al Wasī’ah	id=g:394640
‘Alam al Wasī’ah	id=g:394641
Ţu‘ūs al Khamsah	id=g:394642
Jimshah	id=g:394643
Khayţ Jimshah	id=g:394644
Khuyūţ Kuzmah	id=g:394645
Ar Raqbā’	id=g:394646
Al Qa‘dah	id=g:394647
Tāliyah	id=g:394648
Az Zaqībā’	id=g:394649
Aţ Ţuwayrishah	id=g:394650
Shiqqat al Juwayfā’	id=g:394651
Bi’r Ibn Muhrān	id=g:394652
Qawz Ibn Suwaylim	id=g:394653
‘Urūq al Juwayfā’	id=g:394654
Qawz al Quţu’	id=g:394655
‘Irq al Ghanam	id=g:394656
‘Irq Mushay’īb	id=g:394657
Nufūd al Ḩayzā	id=g:394658
Ţi‘s al Ghaḑāh	id=g:394659
‘Irq Ḩumayyid	id=g:394660
Shiqqat al Biyar	id=g:394661
Ţi‘s Zibrān	id=g:394662
‘Irq Ḩusayn	id=g:394663
Zibārat Qarā’in ‘Aţīyah	id=g:394664
Zibārat Umm al ‘lz̧ām	id=g:394665
Bi’r Rawzah	id=g:394666
Umm ‘Attūsh	id=g:394667
Zibārat Ţuwayrishah	id=g:394668
Bi’r Uwaysiţ	id=g:394669
Zibārat Shu‘ū’ah	id=g:394670
Al Qulbān	id=g:394671
Saḩmah	id=g:394672
Binī Nu‘aymān	id=g:394673
Ţi‘s Ḩamdān	id=g:394674
Ţi‘s al Qarānā	id=g:394675
Qawz Abū ‘Iz̧ām	id=g:394676
Ţu‘ūs ar Radmih	id=g:394677
Zibārat al Mashḩūn	id=g:394678
Mā’ al Ḩişān	id=g:394679
Al Ḩişān	id=g:394680
‘Urūq al Fulūkh	id=g:394681
Badā’i‘ as Sab‘ān	id=g:394683
Sumr at Tiqbil	id=g:394684
Bi’r Sabbā	id=g:394685
Sha‘īb al Ḩār	id=g:394686
Ţu‘ūs al Qarā’in	id=g:394687
Sha‘īb Mindīl	id=g:394688
Samrā’ Z̧afrah	id=g:394689
Ţi’s ad Dawwāy	id=g:394690
Jaww al Mab‘ūth	id=g:394691
Zibārat Umm Shima’ah	id=g:394692
Jibāl Khāfiḑ	id=g:394693
Ţi’s Abū Ghawārib	id=g:394694
Jabal al Ḩarīq	id=g:394695
Sha‘īb Abū Maşşāş	id=g:394696
Bi’r al Mabā‘īth	id=g:394697
Ţu’ūs al Qarāţīs	id=g:394698
Qawz al Mabā‘īth	id=g:394699
Sha‘īb al Ḩarīq	id=g:394700
Bi’r Şunayqir	id=g:394701
Bi’r aş Şuwayfī	id=g:394702
Ţi’s ar Rumayş	id=g:394703
Jabal Muşakk al Biḩarah	id=g:394704
Ţu‘ūs al Murayrā	id=g:394705
Ţi‘s ar Ray‘	id=g:394707
Zibārat al Majāmī’	id=g:394708
Ţi‘s Şubayḩ	id=g:394709
Sabkhat Qawz az Zahr	id=g:394710
Qawz az Zahr	id=g:394711
‘Irq Ibn Midhlāj	id=g:394712
Qawz Ibn ‘Aţīyah	id=g:394713
Khabb Musayyib	id=g:394715
Qīzān ar Rīf	id=g:394716
Khabb al Buwayb	id=g:394717
Sabkhat ar Rīf	id=g:394718
Khabb Abū ‘Uz̧ām	id=g:394719
Ţi‘s ash Shaykhah	id=g:394720
Ţi‘s ash Shaykh	id=g:394721
Ţi‘s al Wuḩayyid	id=g:394722
Ţu‘ūs Umm Idhin	id=g:394723
Qawz Abū Sāḩib	id=g:394724
Ţu‘ūs al Ghurayrīyah	id=g:394725
Qawz Şubayḩīn	id=g:394726
Nāziyat al Ghurayrī	id=g:394727
Sabkhat al Mu‘tariḑ	id=g:394728
‘Alam Faḑīlah	id=g:394729
Nāziyat Farḩah	id=g:394730
Nāziyat Sūdān	id=g:394731
Nāziyat Muwayḑī	id=g:394732
‘Alam al ‘Usaylah	id=g:394733
Nāziyat al Fiḩaythah	id=g:394734
Nāziyat al Muz̧ayhīr	id=g:394735
Sabkhat al Mab‘ūth	id=g:394736
Bi’r Farḩah	id=g:394737
‘Irq an Nāşifah	id=g:394738
Ţi‘s ‘Irqān	id=g:394739
‘Irq as Sanduwānah	id=g:394740
Qīzān Quraynīs	id=g:394741
Bi’r Shanāz̧ir	id=g:394742
Zibārat Shāfī	id=g:394743
Khuyūţ al Qalam	id=g:394744
Qawz al Hākib	id=g:394745
Ḩaḑabat Umm Laḩam	id=g:394746
Hiḑāb Milayḩah	id=g:394747
Sabkhat al Hākib	id=g:394748
Sabkhat Quraynīs	id=g:394749
Nāziyat Umm Şi‘ayfīq	id=g:394750
Khuyūţ as Sifarah	id=g:394751
Umm al Barāmīl	id=g:394752
Nāziyat Umm Ţuwayqīyah	id=g:394753
As Surrah	id=g:394754
Ābār Buraydān	id=g:394755
Qulumat Buraydān	id=g:394756
Jabal al Lijāh	id=g:394757
Bi’r al ‘Uwayd	id=g:394758
Bi’r al Lijāwī	id=g:394759
Al Kawranah	id=g:394760
Qawz Dir‘ah	id=g:394761
Ti’s Hirrah	id=g:394762
Sabkhat al Kawranah	id=g:394763
Ḩumayḑat al Qiţi’	id=g:394764
Bi’r al Badā’i‘	id=g:394765
Şal‘ā’ al Qara‘ah	id=g:394766
Quşmat Kilākh	id=g:394767
Bi’r al Kalbah	id=g:394768
Mufarrad aş Şidāwī	id=g:394769
Bi’r al Khalīqah	id=g:394770
Khaţţ ar Riyādīyah	id=g:394771
‘Irq al ‘Abal	id=g:394772
Nabwat al Khayālah	id=g:394773
‘Irq al Kharīf	id=g:394774
Bi’r Zibdah	id=g:394775
Jabal al ‘Arfā’	id=g:394776
Jabal al Jish	id=g:394777
Jabal Khunayşir	id=g:394778
Jabal ‘Işfir	id=g:394779
Al Musannāh	id=g:394780
Al Biḩarah	id=g:394781
Jibāl Mu‘allaq	id=g:394782
Bi’r Ibn Rukhaylah	id=g:394783
‘Irq Muqannif	id=g:394784
Bayyinah	id=g:394785
Jibāl Uḩaymirāt	id=g:394786
Jibāl Marawrāh	id=g:394787
Jabal al Ḩadbā’	id=g:394788
Jibāl Shaţīb	id=g:394789
Nāziyat Ḩusayn	id=g:394790
Qamrā’	id=g:394791
Qī‘ān aţ Ţarā’if	id=g:394792
Bi’r ‘Uzayyizah	id=g:394793
Khawr Abū Şal‘ā’	id=g:394794
Sabkhat Nāyif	id=g:394795
Khayţ al Majrá	id=g:394796
‘Irq Nāyif	id=g:394797
Qā‘ Būhān	id=g:394798
Qawz al Ḩawīyah	id=g:394799
Qā‘ al Akādir	id=g:394800
Jibāl al ‘Uqaylah	id=g:394801
Jabal ‘Itifah	id=g:394802
Murayfiq	id=g:394803
Sahlat Badanah	id=g:394804
Qawnisat al Majāmī’	id=g:394805
Jibāl Daym	id=g:394806
Qawnisat Ibn Jallāb	id=g:394807
Jibāl an Nabţah	id=g:394808
Sha‘īb an Nabţah	id=g:394809
Bi’r Abū Nimir	id=g:394810
Zibārat Bayyinah	id=g:394811
Khuyūţ Umm al ‘Amad	id=g:394812
Shiqqat Suwaydān	id=g:394813
Shiqqat Jahwīlah	id=g:394814
Khayţ Bukhaytān	id=g:394815
Ţu‘ūs ar Ruhayţ	id=g:394816
Qulbān ar Ruhayţ	id=g:394817
‘Alam Qamrā’	id=g:394818
‘Irq al Āyil	id=g:394819
Ḩiqnat Ibn ‘Alyān	id=g:394820
Ḩiqnat Mu‘aylī	id=g:394821
Ḩiqnat Fuţūr	id=g:394822
Sihlat al Mulayyiḩ	id=g:394823
Az̧ Z̧afrah	id=g:394824
Ramlat Nāfiş	id=g:394825
Khayţ al Mulayyiḩ	id=g:394827
‘Urūq Abū Şal‘ā’	id=g:394828
Al Muşţafiqah	id=g:394829
Şufr Milayḩah	id=g:394830
Rawḑat Abū Nimir	id=g:394831
Al ‘Ishsh	id=g:394832
Badā’i‘ al ‘Ishsh	id=g:394833
Jibāl al Mukhtabiyah	id=g:394834
Jibāl al Ma‘dan	id=g:394835
Al Ḩāmirīyah	id=g:394836
Al Muwaykir	id=g:394837
Rimāl al Muşţafiqah	id=g:394838
Şumūd al Murayrā	id=g:394839
Ramlat al Ḩādhdhah	id=g:394840
Khall al ‘Asrih	id=g:394841
Khall al Miḩawlih	id=g:394842
Khall ‘Amayshān	id=g:394843
Khall Farḩah	id=g:394845
Ramlat al Ḩuqq	id=g:394846
Niwāzī Ummahāt Kirrāth	id=g:394847
Qi‘r al Mikhzan	id=g:394848
Jibāl Sarrā’	id=g:394849
Sarrā’	id=g:394850
Niwāzī an Nidaḩ	id=g:394851
Majrá Hudbah	id=g:394852
Niwāzī al Hirbīdīyah	id=g:394853
Sūdat al Gharqah	id=g:394854
Qi‘r ‘Ubayyān	id=g:394855
Sūdat Dihnah	id=g:394856
Niwāzī Sarmidā	id=g:394857
Sūdat Ibn Rukhaylah	id=g:394858
Niwāzī ‘Arāzim	id=g:394859
Zūmah	id=g:394860
Khundūq Hudbah	id=g:394861
Jabal Şāyid	id=g:394862
Anz adh Dhiriw	id=g:394863
Ad Dārah	id=g:394864
Ash Shubaykah	id=g:394865
Al Makz̧um	id=g:394866
Al Mab‘ūthah	id=g:394867
Khuyūţ al Marāsh	id=g:394869
Şaḩrā’ Baqrāt	id=g:394870
Qā‘ Jāsim	id=g:394871
Qaţ‘at Ways	id=g:394872
Jibāl al Miliḩīyah	id=g:394873
Madārat al Qārah	id=g:394874
Mushīd	id=g:394875
Madārat aḑ Ḑamdā’	id=g:394876
Wādī Kaḩlah	id=g:394877
Jibāl al Khandhuwah	id=g:394878
Jibāl al Khunaydhuwah	id=g:394879
‘Idwat al Harm	id=g:394880
Dirwāzat Buraydān	id=g:394881
Barqā’ an Nusayq	id=g:394883
Qārat al Majrá	id=g:394884
Sha‘īb al Mab‘ūthah	id=g:394885
Sha‘īb as Saḩālīḩ	id=g:394886
Sha‘īb al Baţn	id=g:394887
Jibāl Abū Z̧ubārah	id=g:394888
Şufayyān	id=g:394889
Hadabat Ţayyibat al Isim	id=g:394890
Sha‘īb Sarrā’	id=g:394891
Qūnisat Hudbah	id=g:394893
Wasq al ‘Az̧āmīyāt	id=g:394894
Al Kharam	id=g:394896
Qūnisat al Buyūt	id=g:394897
Jibāl Hudaybān	id=g:394898
Khuwayrān Haqshah	id=g:394899
Ḩişān ‘Irnān	id=g:394900
Ţa‘īs al Baqar	id=g:394902
‘Arīn ath Thawr	id=g:394903
Ţa‘īs as Suwānī	id=g:394904
Sha‘īb Hudaybān	id=g:394905
Ţa‘īs Abū Rimthah	id=g:394906
Ghār al Khadam	id=g:394908
Jibāl Ḑuwāllah	id=g:394909
Al Ghār	id=g:394910
Al ‘Irq	id=g:394912
Jibāl al Junidal	id=g:394913
Sha‘īb al ‘Ushaysh	id=g:394914
Wādī al Ghār	id=g:394915
Rujūm al Hawyānah	id=g:394916
Sha‘īb Daym	id=g:394917
Bi’r Arkān	id=g:394918
Sha‘īb Muşiddah	id=g:394919
Al Quşūrīyah	id=g:394920
Jibāl al Jumaymūwāt	id=g:394921
Bi’r al Mudhaybiḩ	id=g:394922
Ḩuzūm Zuwāqīb	id=g:394923
Ābār Thulaythūwah	id=g:394924
Thulaythūwāt	id=g:394925
Raynibah	id=g:394926
Ţu‘ūs Khabb al Qu‘ūd	id=g:394927
Badā’i‘ Murayfiq	id=g:394928
Ţu‘ūs Qi‘r adh Dhi’b	id=g:394929
Binīyat ar Rawwāy	id=g:394930
Ābār Hadbā’	id=g:394931
Binīyat al Khall	id=g:394932
Sha‘īb ‘Ayār	id=g:394933
Binīyat ash Shulayyil	id=g:394934
Sha‘īb ash Shuhaybā’	id=g:394935
Binīyat al Fuhayqī	id=g:394936
Binīyat al Zal‘	id=g:394937
Khabb ash Shiwāyā	id=g:394938
Jibāl al Malāḩ	id=g:394939
Bi’r al Murayr	id=g:394940
Sha‘īb al Maşlī	id=g:394941
Sha‘īb al ‘Ubaythirānah	id=g:394942
Matāhat al Farḩah	id=g:394943
Shuwaytīḩah	id=g:394944
Al Makz̧am	id=g:394945
Al Ḩumayrā’	id=g:394947
Az̧ Z̧uluz̧al	id=g:394948
Muthallath al Ḩuşānah	id=g:394949
Al Muşayqir	id=g:394950
Al Bukhayrah	id=g:394951
Ghassāl	id=g:394952
