Trail Number 10	id=g:5141290
Township of Benton	id=g:5147093
Benwell Farm (historical)	id=g:5147094
Beougher School (historical)	id=g:5147095
Ber Al. Lake	id=g:5147096
Berea	id=g:5147097
Berea Baptist Church	id=g:5147098
Berea Childrens Home	id=g:5147099
Berea Church of Christ Holiness	id=g:5147100
Berea City Hall	id=g:5147101
Berea Commons Shopping Center	id=g:5147102
Berea Falls Scenic Overlook	id=g:5147103
Berea High School	id=g:5147104
Berea Plaza Shopping Center	id=g:5147105
Berea Post Office	id=g:5147106
Berea Station	id=g:5147107
City of Berea	id=g:5147108
Berean Baptist Church	id=g:5147109
Berean Christadelphians Church	id=g:5147110
Berean Church	id=g:5147111
Berean Fellowship Church	id=g:5147112
Berean Fellowship Church	id=g:5147113
Berger	id=g:5147114
Berger Cemetery	id=g:5147115
Berger Park	id=g:5147116
Berger Road Ditch	id=g:5147117
Bergholz	id=g:5147118
Bergholz Cemetery	id=g:5147119
Berghorn School (historical)	id=g:5147120
Berkebile Cemetery	id=g:5147121
Berkettsville Post Office	id=g:5147122
Berkey	id=g:5147123
Berkey Cemetery	id=g:5147124
Berkey Congregational Christian Church	id=g:5147125
Berkey Post Office	id=g:5147126
Berkshire	id=g:5147127
Berkshire Cemetery	id=g:5147128
Berkshire High School	id=g:5147129
Berkshire Post Office (historical)	id=g:5147130
Township of Berkshire	id=g:5147131
Berlin	id=g:5147132
Berlin	id=g:5147133
Berlin Airpark	id=g:5147134
Berlin Center	id=g:5147135
Berlin Center Station	id=g:5147136
Berlin Church	id=g:5147137
Berlin Dam	id=g:5147138
Berlin Elementary School	id=g:5147139
Berlin Heights	id=g:5147140
Berlin Heights Baptist Cemetery	id=g:5147141
Berlin Heights Baptist Church	id=g:5147142
Berlin Heights Post Office	id=g:5147143
Berlin Heights Station	id=g:5147144
Berlin Lake	id=g:5147145
Berlin Mennonite Church	id=g:5147146
Berlin Methodist Episcopal Cemetery	id=g:5147147
Berlin Post Office	id=g:5147148
Berlin Station Landing Strip	id=g:5147149
Berlin Township Cemetery	id=g:5147150
Berlin Township Public Library	id=g:5147151
Township of Berlin	id=g:5147152
Township of Berlin	id=g:5147153
Township of Berlin	id=g:5147154
Township of Berlin	id=g:5147155
Township of Berlin	id=g:5147156
Berlin-Milan Middle School	id=g:5147157
Berlinville	id=g:5147158
Berlinville Cemetery	id=g:5147159
Berlinville Post Office (historical)	id=g:5147160
Bernard Park	id=g:5147161
Bernet Hall	id=g:5147162
Bernice	id=g:5147163
Berns Residence Hall	id=g:5147164
Berringer Cemetery	id=g:5147165
Berry Cemetery	id=g:5147166
Berry Cemetery	id=g:5147167
Berry Cemetery	id=g:5147168
Berry Creek	id=g:5147169
Benien Ditch	id=g:5147170
Berryhill Airport	id=g:5147171
Berrynill Cemetery	id=g:5147172
Bertha Bradshaw Elementary School	id=g:5147173
Berwick	id=g:5147174
Berwick Post Office (historical)	id=g:5147175
Berwyn (historical)	id=g:5147176
Best	id=g:5147177
Beth El Congregation	id=g:5147178
Beth Haknesseth Anshe Grodno (historical)	id=g:5147179
Beth Israel Temple	id=g:5147180
Beth Shalom Cemetery	id=g:5147181
Beth Yeshua Congregation	id=g:5147182
Bethany Assembly of God Church	id=g:5147183
Bethany Baptist Church	id=g:5147184
Bethany Baptist Church	id=g:5147185
Bethany Baptist Church	id=g:5147186
Bethany Cemetery	id=g:5147187
Bethany Christian Union Church of Christ (historical)	id=g:5147188
Bethany Church	id=g:5147189
Bethany Church	id=g:5147190
Bethany Church	id=g:5147191
Bethany Church	id=g:5147192
Bethany Evangelical Church	id=g:5147193
Bethany Evangelical Lutheran Church	id=g:5147194
Bethany Evangelical Lutheran Church	id=g:5147195
Bethany Evangelical Lutheran Church	id=g:5147196
Bethany Evangelical Lutheran Church	id=g:5147197
Bethany Evangelical United Brethren Church	id=g:5147198
Bethany Evangelical United Brethren Church	id=g:5147199
Bethany German Evangelical Lutheran Church (historical)	id=g:5147200
Berry School (historical)	id=g:5147201
Bethany Methodist Episcopal Church (historical)	id=g:5147202
Bethany Presbyterian Church	id=g:5147203
Bethany School (historical)	id=g:5147204
Bethany United Church of Christ	id=g:5147205
Bethel African Methodist Episcopal Church	id=g:5147206
Bethel African Methodist Episcopal Church	id=g:5147207
Bethel African Methodist Episcopal Church	id=g:5147208
Bethel African Methodist Episcopal Zion Church	id=g:5147209
Bethel Apostolic Church	id=g:5147210
Bethel Apostolic Temple	id=g:5147211
Bethel Assembly of God Church	id=g:5147212
Bethel Baptist Church	id=g:5147213
Bethel Baptist Church	id=g:5147214
Bethel Baptist Church	id=g:5147215
Bethel Baptist Church	id=g:5147216
Bethel Bentley Plaza Shopping Center	id=g:5147217
Bethel CHurch (historical)	id=g:5147218
Bethel Cemetery	id=g:5147219
Bethel Cemetery	id=g:5147220
Bethel Cemetery	id=g:5147221
Bethel Cemetery	id=g:5147222
Bethel Cemetery	id=g:5147223
Bethel Cemetery	id=g:5147224
Bethel Cemetery	id=g:5147225
Bethel Cemetery	id=g:5147226
Bethel Cemetery	id=g:5147227
Bethel Cemetery	id=g:5147228
Bethel Cemetery	id=g:5147229
Bethel Cemetery	id=g:5147230
Bethel Cemetery	id=g:5147231
Bethel Cemetery	id=g:5147232
Bethel Cemetery	id=g:5147233
Bethel Cemetery	id=g:5147234
Bethel Cemetery	id=g:5147235
Bethel Cemetery	id=g:5147236
Bethel Cemetery	id=g:5147237
Bethel Cemetery	id=g:5147238
Bethel Centre Shopping Center	id=g:5147239
Bethel Chapel	id=g:5147240
Bethel Chapel	id=g:5147241
Bethel Christian Assembly Church	id=g:5147242
Bethel Christian Methodist Episcopal Church	id=g:5147243
Bethel Church	id=g:5147244
Bethel Church	id=g:5147245
Bethel Church	id=g:5147246
Bethel Church	id=g:5147247
Bethel Church	id=g:5147248
Bethel Church	id=g:5147249
Bethel Church	id=g:5147250
Bethel Church	id=g:5147251
Bethel Church	id=g:5147252
Bethel Church	id=g:5147253
Bethel Church	id=g:5147254
Bethel Church	id=g:5147255
Bethel Church	id=g:5147256
Bethel Church	id=g:5147257
Bethel Church	id=g:5147258
Bethel Church	id=g:5147259
Bethel Church	id=g:5147260
Bethel Church	id=g:5147261
Bethel Church	id=g:5147262
Bethel Church	id=g:5147263
Bethel Church	id=g:5147264
Bethel Church (historical)	id=g:5147265
Bethel Church (historical)	id=g:5147266
Bethel Church of the Nazarene	id=g:5147267
Bethel Church of the Nazarene	id=g:5147268
Bethel Corners	id=g:5147269
Bethel Evangelical Free Church (historical)	id=g:5147270
Bethel Evangelical Friends Church	id=g:5147271
Bethel Evangelical Lutheran Church	id=g:5147272
Bethel Lutheran Church	id=g:5147273
Bethel Lutheran Church	id=g:5147274
Bethel Lutheran Church	id=g:5147275
Bethel Lutheran Church	id=g:5147276
Bethel Mennonite Cemetery	id=g:5147277
Bethel Mennonite Church	id=g:5147278
Bethel Mennonite Church	id=g:5147279
Bethel Mennonite Church	id=g:5147280
Bethel Methodist Cemetery	id=g:5147281
Bethel Methodist Church	id=g:5147282
Bethel Methodist Episcopal Cemetery	id=g:5147283
Bethel Mission Assembly of God Church	id=g:5147284
Bethel Presbyterian Church	id=g:5147285
Bethel Presbyterian Church	id=g:5147286
Bethel School (historical)	id=g:5147287
Bethel School (historical)	id=g:5147288
Bethel School (historical)	id=g:5147289
Bethel School (historical)	id=g:5147290
Bethel Seventh Day Adventist Church	id=g:5147291
Bethel Seventh Day Adventist Church	id=g:5147292
Bethel Spanish Church	id=g:5147293
Bethel Station (historical)	id=g:5147294
Bethel Temple	id=g:5147295
Bethel Temple Assembly of God Church	id=g:5147296
Bethel Temple Original Glorious Church	id=g:5147297
Bethel United Brethren Church	id=g:5147298
Bethel United Methodist Church	id=g:5147299
Bethel United Methodist Church	id=g:5147300
Bethel-Fairfield Cemetery	id=g:5147301
Bethesda	id=g:5147302
Bethesda Apostolic Church	id=g:5147303
Bethesda Cemetery	id=g:5147304
Bethesda Cemetery	id=g:5147305
Bethesda Cemetery	id=g:5147306
Bethesda Cemetery	id=g:5147307
Bethesda Church	id=g:5147308
Bethesda Church	id=g:5147309
Bethesda Church of the Living God	id=g:5147310
Bethesda Elementary School	id=g:5147311
Bethesda Methodist Church	id=g:5147312
Bethesda Post Office	id=g:5147313
Bethesda Reservoir	id=g:5147314
Bethesda Reservoir Dam	id=g:5147315
Bethesda on the Bay Lutheran Church	id=g:5147316
Bethlehem	id=g:5147317
Bethlehem (historical)	id=g:5147318
Bethlehem Baptist Church	id=g:5147319
Bethlehem Cemetery	id=g:5147320
Bethlehem Cemetery	id=g:5147321
Bethlehem Christian Union Church	id=g:5147322
Bethlehem Church	id=g:5147323
Bethlehem United Methodist Church	id=g:5147324
Bethlehem Church	id=g:5147325
Bethlehem Church	id=g:5147326
Bethlehem Congregational Church (historical)	id=g:5147327
Bethlehem Evangelical Lutheran Church	id=g:5147328
Bethlehem Evangelical Lutheran Church (historical)	id=g:5147329
Bethlehem Lutheran Cemetery	id=g:5147330
Bethlehem Lutheran Church	id=g:5147331
Bethlehem Lutheran Church	id=g:5147332
Bethlehem Lutheran Church	id=g:5147333
Bethlehem Lutheran Church	id=g:5147334
Bethlehem Lutheran Church	id=g:5147335
Bethlehem School	id=g:5147336
Bethlehem United Church of Christ	id=g:5147337
Township of Bethlehem	id=g:5147338
Township of Bethlehem	id=g:5147339
Lake Betsy	id=g:5147340
Bettes Corners	id=g:5147341
Bettes Elementary School	id=g:5147342
Bettes Park	id=g:5147343
Bettsville	id=g:5147344
Bettsville Elementary School	id=g:5147345
Bettsville High School	id=g:5147346
Bettsville Post Office	id=g:5147347
Betty Jane Elementary School	id=g:5147348
Betty Jane Rehabilitation Center	id=g:5147349
Beudale (historical)	id=g:5147350
Beulah Baptist Cemetery	id=g:5147351
Beulah Baptist Church	id=g:5147352
Beulah Baptist Church	id=g:5147353
Beulah Baptist Church	id=g:5147354
Beulah Baptist Church	id=g:5147355
Beulah Baptist Church	id=g:5147356
Beulah Beach	id=g:5147357
Beulah Beach Post Office (historical)	id=g:5147358
Beulah Church	id=g:5147359
Beulah Church	id=g:5147360
Beulah Park	id=g:5147361
Beulah Temple United Church of America	id=g:5147362
Beulah United Methodist Church	id=g:5147363
Bevelheimer Ditch	id=g:5147364
Bevelheimer Park	id=g:5147365
Bever Cemetery	id=g:5147366
Beverly Elementary School	id=g:5147367
Beverly Hills	id=g:5147368
Beverly Hills Plaza Shopping Center	id=g:5147369
Bevington School (historical)	id=g:5147370
Bevis Hall	id=g:5147371
Bexley Hall	id=g:5147372
Beyers Pond	id=g:5147373
Bibbees Little Rock Lake	id=g:5147374
Bibbees Little Rock Lake Dam	id=g:5147375
Bible Baptist Church	id=g:5147376
Bible Baptist Church	id=g:5147377
Bible Baptist Church	id=g:5147378
Bible Baptist Church	id=g:5147379
Bible Baptist Temple	id=g:5147380
Bible Holiness Church	id=g:5147381
Bible Institute of Ohio	id=g:5147382
Bible Missionary Church	id=g:5147383
Bible Park	id=g:5147384
Bible Temple Pentecostal Holiness Church	id=g:5147385
Bibler Cemetery	id=g:5147386
Bibleway Christian Academy	id=g:5147387
Bibleway Christian Center	id=g:5147388
Bibleway Church	id=g:5147389
Bice School (historical)	id=g:5147390
Bicentennial Park	id=g:5147391
Bicentennial Park	id=g:5147392
Bicentennial Park	id=g:5147393
Bicentennial Park	id=g:5147394
Bickel School (historical)	id=g:5147395
Bickford School (historical)	id=g:5147396
Bickham Bridge	id=g:5147397
Biddle (historical)	id=g:5147398
Biddle Cemetery	id=g:5147399
Biddle Church	id=g:5147400
Biddle Mills Post Office (historical)	id=g:5147401
Biddulph Plaza Shopping Center	id=g:5147402
Bidwell Ditch	id=g:5147403
Bidwell Elsey Ditch	id=g:5147404
Bieber	id=g:5147405
Bieler Run	id=g:5147406
Bethany Lutheran Church	id=g:5147407
Big Bend	id=g:5147408
Big Bend Golf Course	id=g:5147409
Big Bend School (historical)	id=g:5147410
Big Creek	id=g:5147411
Bierce Library	id=g:5147412
Big Creek	id=g:5147413
Big Creek	id=g:5147414
Big Creek Elementary School	id=g:5147415
Big Creek Parkway	id=g:5147416
Big Creek Reservation	id=g:5147417
Big Darby Cemetery	id=g:5147418
Big Darby Church	id=g:5147419
Big Hollow	id=g:5147420
Big Creek Metro Reservation	id=g:5147421
Big Hollow	id=g:5147422
Big Island	id=g:5147423
Big Island School (historical)	id=g:5147424
Big Island Wildlife Area	id=g:5147425
Big Island Wildlife Area Dam	id=g:5147426
Big Island Wildlife Area Reservoir	id=g:5147427
Township of Big Island	id=g:5147428
Big Italy	id=g:5147429
Big Lake	id=g:5147430
Big Meadows Picnic Area	id=g:5147431
Big Met Golf Course	id=g:5147432
Big Oak Church	id=g:5147433
Big Oak School (historical)	id=g:5147434
Big Oaks Picnic Area	id=g:5147435
Big Pickerel Reef	id=g:5147436
Big Prairie	id=g:5147437
Big Prairie	id=g:5147438
Big Prairie Post Office	id=g:5147439
Big Rock Lake	id=g:5147440
Big Rock Lake Dam	id=g:5147441
Big Run	id=g:5147442
Big Island Post Office (historical)	id=g:5147443
Big Run	id=g:5147445
Big Run	id=g:5147446
Big Run	id=g:5147447
Big Run	id=g:5147448
Big Run	id=g:5147449
Big Run	id=g:5147450
Big Run	id=g:5147451
Big Run	id=g:5147452
Big Run	id=g:5147453
Big Run	id=g:5147454
Big Run	id=g:5147455
Big Run	id=g:5147456
Big Run Cemetery	id=g:5147457
Big Run School (historical)	id=g:5147458
Big Run School (historical)	id=g:5147459
Big Run School (historical)	id=g:5147460
Big Run School (historical)	id=g:5147461
Big Sand Bay	id=g:5147462
Big Spring Cemetery	id=g:5147463
Big Spring Farm (historical)	id=g:5147464
Big Spring Post Office (historical)	id=g:5147465
Big Spring School (historical)	id=g:5147466
Township of Big Spring	id=g:5147467
Big Springs	id=g:5147468
Big Springs Golf Club	id=g:5147469
Big Swale	id=g:5147470
Big Run	id=g:5147471
Big Swale Creek	id=g:5147472
Big Swale School (historical)	id=g:5147473
Big Walnut Golf Course	id=g:5147474
Big Walnut High School	id=g:5147475
Big Walnut Intermediate School	id=g:5147476
Big Walnut Isle	id=g:5147477
Big Walnut Sixth Grade School	id=g:5147478
Garbry Big Woods Sanctuary	id=g:5147479
Bigelow Cemetery	id=g:5147480
Bigelow Cemetery Prairie	id=g:5147481
Bigelow Cemetery State Nature Preserve	id=g:5147482
Bigelow Hill Elementary School	id=g:5147483
Bigelow Pioneer Cemetery	id=g:5147484
Bigelow School (historical)	id=g:5147485
Bigelow United Methodist Church	id=g:5147486
Bigelow-Rice Hall	id=g:5147487
Biggin Corners	id=g:5147488
Biggs Cemetery	id=g:5147489
Biglick Cemetery	id=g:5147490
Township of Biglick	id=g:5147491
Biglow Cemetery	id=g:5147492
Biglow Church	id=g:5147493
Bigsprings Post Office (historical)	id=g:5147494
Bill Moose Memorial	id=g:5147495
Bill Moose Run	id=g:5147496
Big Walnut Elementary School	id=g:5147497
Billingstown Cemetery	id=g:5147498
Billow Memorial Chapel	id=g:5147499
Billtown School (historical)	id=g:5147500
Biltmore Gardens	id=g:5147501
Bingham Building	id=g:5147502
Bingham Cemetery	id=g:5147503
Bingham Engineering Building	id=g:5147504
Binkley Cemetery	id=g:5147505
Binkley Ditch	id=g:5147506
Binola	id=g:5147507
Binola Post Office (historical)	id=g:5147508
Birch Primary School	id=g:5147509
Birchard Park	id=g:5147510
Birchard Public Library	id=g:5147511
Bird Cemetery	id=g:5147512
Bird Cemetery	id=g:5147513
Bird Family Cemetery	id=g:5147514
Bird Street Park	id=g:5147515
Birdland Airport	id=g:5147516
Birds Nest	id=g:5147517
Birds Run	id=g:5147518
Birds Run	id=g:5147519
Billingstown	id=g:5147520
Birds Run Post Office (historical)	id=g:5147521
Birds School (historical)	id=g:5147522
Birmingham	id=g:5147523
Birmingham	id=g:5147524
Birmingham Cemetery	id=g:5147525
Birmingham Cemetery	id=g:5147526
Birmingham Methodist Church	id=g:5147527
Birmingham Post Office	id=g:5147528
Birmingham Elementary School	id=g:5147529
Bisel Church Cemetery	id=g:5147530
Bisel United Methodist Church	id=g:5147531
Bishard Pond	id=g:5147532
Bishard Pond Dam	id=g:5147533
Bishop Cemetery	id=g:5147534
Bishop School (historical)	id=g:5147535
Bishop School (historical)	id=g:5147536
Bishop Seybert Memorial Evangelical Church	id=g:5147537
Bishop Watterson High School	id=g:5147538
Bismarck	id=g:5147539
Bismark Post Office (historical)	id=g:5147540
Bissels School (historical)	id=g:5147541
Bissman Hall	id=g:5147542
Bixler (historical)	id=g:5147543
Bixler Hall	id=g:5147544
Bixler School (historical)	id=g:5147545
Bixon Creek	id=g:5147546
Blachleyville	id=g:5147547
Blachleyville Cemetery	id=g:5147548
Black	id=g:5147549
Black Brook	id=g:5147550
Birds Run Methodist Episcopal Cemetery	id=g:5147551
Black Brook Ditch	id=g:5147552
Black Brook Golf Course	id=g:5147553
Black Cemetery	id=g:5147554
Black Creek	id=g:5147555
Black Brook Dike	id=g:5147556
Black Creek	id=g:5147557
Black Creek	id=g:5147558
Black Creek	id=g:5147559
Black Creek	id=g:5147560
Township of Black Creek	id=g:5147561
Black Fork Mohican River	id=g:5147562
Black Cultural Center	id=g:5147563
Black Hand State Nature Preserve	id=g:5147564
Black Horse	id=g:5147565
Black Lake	id=g:5147566
Black Lake School (historical)	id=g:5147567
Black Log Cemetery	id=g:5147568
Black Pond	id=g:5147569
Black River	id=g:5147570
Black Hand Rock	id=g:5147571
Black River Church of the Brethren	id=g:5147572
Black River High School	id=g:5147573
Black River Intermediate School	id=g:5147574
Black River Middle School	id=g:5147575
Black River Primary School	id=g:5147576
Black River State Reservation	id=g:5147577
Black Run	id=g:5147578
Black River Cemetery	id=g:5147579
Black Run	id=g:5147580
Black Run	id=g:5147581
Black Swamp School (historical)	id=g:5147582
Black and White School (historical)	id=g:5147583
Blackacre Farm Airport	id=g:5147584
Blackband	id=g:5147585
Blackband Post Office (historical)	id=g:5147586
Blackberry Corner	id=g:5147587
Blackberry Island	id=g:5147588
Blackberry Trail	id=g:5147589
Blackbird School (historical)	id=g:5147590
Blackbrook Cemetery	id=g:5147591
Blackburn Hill	id=g:5147592
Blackhawk Country Club	id=g:5147593
Blackhawk Island	id=g:5147594
Blackhawk Park	id=g:5147595
Blackhawk Run	id=g:5147596
Black Swamp Nature Center	id=g:5147597
Blackhawk School (historical)	id=g:5147598
Blackhawk School (historical)	id=g:5147599
Blackhoof Creek	id=g:5147600
Blackhawk School (historical)	id=g:5147601
Blackman School (historical)	id=g:5147602
Blacks Island (historical)	id=g:5147603
Blacksnake Creek	id=g:5147604
Blackloon Reserve	id=g:5147605
Bladensburg Cemetery	id=g:5147606
Bladensburg Elementary School	id=g:5147607
Bladensburg Post Office	id=g:5147608
Blades Landing Heliport	id=g:5147609
Blain School (historical)	id=g:5147610
Blaine	id=g:5147611
Blaine Elementary School (historical)	id=g:5147612
Blaine Post Office	id=g:5147613
Blainesville	id=g:5147614
Blair Casey Park	id=g:5147615
Blair Cemetery	id=g:5147616
Blair Knapp Hall	id=g:5147617
Blair School (historical)	id=g:5147618
Blairmont	id=g:5147619
Blairmont Post Office (historical)	id=g:5147620
Blake	id=g:5147621
Blake Cemetery	id=g:5147622
Blake Ditch	id=g:5147623
Blake Post Office (historical)	id=g:5147624
Blake School (historical)	id=g:5147625
Blakely Care Center	id=g:5147626
Blakeslee	id=g:5147627
Blakeslee Cemetery	id=g:5147628
Blanchard	id=g:5147629
Blanchard (historical)	id=g:5147630
Blanchard Cemetery	id=g:5147631
Blanchard Church	id=g:5147632
Blanchard Post Office (historical)	id=g:5147633
Blanchard River	id=g:5147634
Bladensburg	id=g:5147635
Blanchard Valley Hospital	id=g:5147636
Township of Blanchard	id=g:5147637
Township of Blanchard	id=g:5147638
Township of Blanchard	id=g:5147639
Blanco	id=g:5147640
Blanco Post Office (historical)	id=g:5147641
Blatter Airport (historical)	id=g:5147642
Blazer Hollow	id=g:5147643
Blanchard River Church	id=g:5147644
Blendon Middle School	id=g:5147645
Blendon Woods Metropolitan Park	id=g:5147646
Township of Blendon	id=g:5147647
