Hakau Fusipala	id=g:4032647
Reşadiye	id=g:302392
Rerevas	id=g:302393
Renkoğlu	id=g:302394
Şehitömer Tepesi	id=g:302395
Kumgölü	id=g:302396
Reislercamii	id=g:302397
Reis	id=g:302398
Resdere	id=g:302399
Reis	id=g:302400
Refahiye	id=g:302401
Refahiye	id=g:302402
Recepli	id=g:302403
Recepli	id=g:302404
Recepli	id=g:302405
Recepli	id=g:302406
Recepler	id=g:302407
Recepköy	id=g:302408
Recep	id=g:302409
Rebil	id=g:302410
Rebet	id=g:302411
Raziyeler	id=g:302412
Razik	id=g:302413
Raşoğlu	id=g:302414
Yayık	id=g:302415
Ramuran	id=g:302416
Ramazanlı	id=g:302417
Ramazankent	id=g:302418
Ramazan	id=g:302419
Ramazan	id=g:302420
Ramat	id=g:302421
Raman	id=g:302422
Raman	id=g:302423
Rama Deresi	id=g:302424
Rahmeler	id=g:302425
Rahmanlar	id=g:302426
Rahmanlar	id=g:302427
Rahmanlar	id=g:302428
Rahmanlar	id=g:302429
Rahmankulu	id=g:302430
Rahmacılar	id=g:302431
Rahlı	id=g:302432
Rahimler	id=g:302433
Ragıllar	id=g:302434
Aydınlar	id=g:302435
Rabat	id=g:302436
Rabat	id=g:302437
Rabat	id=g:302438
Puzyan	id=g:302440
Putyan	id=g:302441
Pütürge	id=g:302442
Bircan	id=g:302443
Kayabağ	id=g:302444
Pusudere	id=g:302445
Püşkülan	id=g:302446
Pusatlı Dağı	id=g:302447
Pusatlı	id=g:302448
Pusatlar	id=g:302449
Pusat	id=g:302450
Pusan	id=g:302451
Gayda	id=g:302452
Pürsünler	id=g:302453
Purs	id=g:302454
Bindarı	id=g:302455
Pınar	id=g:302456
Pürlek Deresi	id=g:302457
Sehmirza	id=g:302458
Purdağları	id=g:302459
Pürahmet Tepesi	id=g:302460
Puns	id=g:302461
Sütlüce	id=g:302462
Pulur Deresi	id=g:302463
Pulur	id=g:302464
Sunak	id=g:302465
Pulur	id=g:302466
Pulur	id=g:302467
Pülümür Çayı	id=g:302468
Pülümür	id=g:302469
Pullutarla	id=g:302470
Pulluca	id=g:302471
Pullar	id=g:302472
Pulköy	id=g:302473
Pülk Çayı	id=g:302474
Pülk	id=g:302475
Pulat	id=g:302476
Suvaran	id=g:302477
Puğkaracadağ	id=g:302478
Pırasa Adası	id=g:302479
Pozantı Deresi	id=g:302480
Pozantı Dağı	id=g:302481
Pozantı	id=g:302482
Pozanlı	id=g:302483
Pozan Gölü	id=g:302484
Poyraz Tepesi	id=g:302485
Poyraz Tepesi	id=g:302486
Poyraz Limanı	id=g:302487
Poyrazlı	id=g:302488
Poyrazdamları	id=g:302489
Poyrazalan	id=g:302490
Poyraz	id=g:302491
Poyraz	id=g:302492
Poyraz	id=g:302493
Poyraz	id=g:302494
Poyracık	id=g:302495
Poyracık	id=g:302496
Poyra	id=g:302497
Poterver	id=g:302498
Pote	id=g:302499
Posyağbasan	id=g:302500
Postkabasakal	id=g:302501
Posti Deresi	id=g:302502
Postallı	id=g:302503
Poslu	id=g:302504
Poskoflu	id=g:302505
Körme	id=g:302506
Posi Deresi	id=g:302507
Portakallık	id=g:302508
Portakal Burnu	id=g:302509
Porsuklar	id=g:302510
Porsuk II	id=g:302511
Porsuk I	id=g:302512
Porsuk Çayı	id=g:302513
Porsuk Barajı	id=g:302514
Porsuk	id=g:302515
Porsuk	id=g:302516
Pörnekler	id=g:302517
Pörnek	id=g:302518
Kınalıtarla	id=g:302519
Polis	id=g:302520
Polatyurdu	id=g:302521
Polatuşağı	id=g:302522
Polatpınarı	id=g:302523
Polatlı	id=g:302524
Polatlı	id=g:302525
Polatlar	id=g:302526
Polatgölü Dağı	id=g:302527
Polatderesi	id=g:302528
Polatbey	id=g:302529
Polat	id=g:302530
Polat	id=g:302531
Hacimehmet	id=g:302532
Pokir Dağı	id=g:302533
Pöhrenk	id=g:302534
Pöhrenk	id=g:302535
Poğginer	id=g:302536
Yeşilada	id=g:302537
Pızzı	id=g:302538
Pizvan	id=g:302539
Pizunk	id=g:302540
Piyonk	id=g:302541
Piyadeler	id=g:302542
Piyade	id=g:302543
Pivazok Tepesi	id=g:302544
Petuna Harap	id=g:302545
Pitireli	id=g:302546
Pissi	id=g:302547
Pispisi	id=g:302548
Pisil	id=g:302549
Duatepe	id=g:302550
Pırtın	id=g:302551
Pırtılar	id=g:302552
Pirreşitdağı Tepesi	id=g:302553
Pirpirim	id=g:302554
Pırpır	id=g:302555
Pirömerli	id=g:302556
Pirömer	id=g:302557
Pırnaz	id=g:302558
Pırnaşil	id=g:302559
Pırnakapan	id=g:302560
Pirlibey	id=g:302561
Pirli	id=g:302562
Pirküt	id=g:302563
Pirküçük Deresi	id=g:302564
Pirkinik	id=g:302565
Uluçınar	id=g:302566
Piriz	id=g:302567
Pirinç Tepe	id=g:302568
Pirinçlik	id=g:302569
Pirinçli	id=g:302570
Pirinçli	id=g:302571
Pirinçli	id=g:302572
Pirinçeken	id=g:302573
Pirinççi	id=g:302574
Pirinççi	id=g:302575
Yenigüven	id=g:302576
Kolluca	id=g:302577
Serince	id=g:302578
Pirice	id=g:302579
Piribeyler İstasyonu	id=g:302580
Piribeyler	id=g:302581
Piribabil	id=g:302582
Pirhüseyin	id=g:302583
Pirhüseyin	id=g:302584
Pirhasan Tepesi	id=g:302585
Pirhasanlar	id=g:302586
Pirhasan Dağı	id=g:302587
Pirhasan	id=g:302588
Pirhasan	id=g:302589
Pirgarip	id=g:302590
Pireveliler	id=g:302591
Bahçeçik	id=g:302592
Pireligevne Yaylası	id=g:302593
Yolçatı	id=g:302594
İvecik	id=g:302595
Pirbedelan	id=g:302596
Piraziz Dağı	id=g:302597
Pirasanlı Yaylası	id=g:302598
Pırasa Adası	id=g:302599
Piran Dağı	id=g:302600
Piran	id=g:302601
Piran	id=g:302602
Piralioğlu Yaylası	id=g:302603
Pirali	id=g:302604
Pınarlık	id=g:302605
Piral	id=g:302606
Kavaklı	id=g:302607
Pirajman Mountain	id=g:302608
Pirajman	id=g:302609
Pirahmet	id=g:302610
Pirahmet	id=g:302611
Sallıca	id=g:302612
Pirabat	id=g:302613
Piraardi	id=g:302614
Pinisan	id=g:302615
Pinganis	id=g:302616
Pınaryolu	id=g:302617
Pınaryayla	id=g:302618
Pınaryakası	id=g:302619
Pınar Tepe	id=g:302620
Pınarpazar	id=g:302621
Pınarözü	id=g:302622
Pınarova	id=g:302623
Pınarönü	id=g:302624
Pınarönü	id=g:302625
Pınarlıkaya	id=g:302626
Pınarlık	id=g:302627
Pınarlı İstasyonu	id=g:302628
Pınarlıbelen	id=g:302629
Pınarlı	id=g:302630
Pınarlı	id=g:302631
Pınarlı	id=g:302632
Pınarlar	id=g:302633
Pınarlar	id=g:302634
Pınarlar	id=g:302635
Pınarköy	id=g:302636
Pınarköy	id=g:302637
Pınarköy	id=g:302638
Pınarkaya	id=g:302639
Pınarkaya	id=g:302640
Pınargözü	id=g:302641
Pınargözü	id=g:302642
Pınargözü	id=g:302643
Pınardüzü	id=g:302644
Pınardere	id=g:302645
Pınar Dağı	id=g:302646
Pınar Dağı	id=g:302647
Pınarcık	id=g:302648
Pınarcık	id=g:302649
Pınarcık	id=g:302650
Pınarcık	id=g:302651
Pınarcık	id=g:302652
Pınarcık	id=g:302653
Pınarcık	id=g:302654
Pınarcık	id=g:302655
Pınarca	id=g:302656
Pınarca	id=g:302657
Pınarbataklığı	id=g:302658
Pınarbaşıyaylası	id=g:302659
Pınarbaşı Gölü	id=g:302660
Pınarbaşı Deresi	id=g:302661
Pınarbaşı	id=g:302662
Pınarbaşı	id=g:302663
Pınarbaşı	id=g:302664
Pınarbaşı	id=g:302665
Pınarbaşı	id=g:302666
Pınarbaşı	id=g:302667
Pınarbaşı	id=g:302668
Pınarbaşı	id=g:302669
Pınarbaşı	id=g:302670
Pınarbaşı	id=g:302671
Pınarbaşı	id=g:302672
Pınarbaşı	id=g:302673
Pınarbaşı	id=g:302674
Pınarbaşı	id=g:302675
