Beji	id=g:6388519
Desa Panguragan Lor	id=g:6402146
Desa Lemahtamba	id=g:6402147
Desa Karanganyar	id=g:6402148
Desa Pegagan Kidul	id=g:6402149
Laranganjambe	id=g:6402150
Sayen	id=g:6402151
Blok Kidul	id=g:6402152
Blok Tengah	id=g:6402153
Kidul	id=g:6402154
Wetan	id=g:6402155
Kedokansari	id=g:6402156
Truwali	id=g:6402157
Unit Eksplorasi dan Produksi Tiga Krangkeng	id=g:6402158
Dusun Satu	id=g:6402159
Dusun Dua	id=g:6402160
Dusun Tiga	id=g:6402161
Dusun Empat	id=g:6402162
Kecamatan Krangkeng	id=g:6402163
Bakaljaya	id=g:6402164
Bencirong	id=g:6402165
Lurah	id=g:6402166
Kliwon	id=g:6402167
Pancakaki	id=g:6402168
Raksabumi	id=g:6402169
Karanganyar	id=g:6402170
Dukuhguna	id=g:6402171
Kedungwungu	id=g:6402172
Widara Kulon	id=g:6402173
Cemeti	id=g:6402174
Klampok	id=g:6402175
Gapola	id=g:6402176
Lungbenda	id=g:6402177
Talok	id=g:6402178
Dusun Satu	id=g:6402179
Tangsi	id=g:6402180
Maja	id=g:6402181
Anyar	id=g:6402182
Dusun Empat	id=g:6402183
Widara Wetan	id=g:6402184
Bakung	id=g:6402185
Pondok	id=g:6402186
Marguna	id=g:6402187
Panggang	id=g:6402188
Gudang Depot Logistik	id=g:6402189
Sidamulya	id=g:6402190
Kayen	id=g:6402191
Dolog	id=g:6402192
Mengerjati	id=g:6402193
Dusun Dua	id=g:6402194
Dusun Tiga	id=g:6402195
Kali Jonggol	id=g:6402196
Manguntara	id=g:6402197
Mundu	id=g:6402198
Pelem	id=g:6402199
Kedokanbajing	id=g:6402200
Kali Wanakersa	id=g:6402201
Slendra	id=g:6402202
Dusun Dua	id=g:6402203
Dusun Empat	id=g:6402204
Dusun A	id=g:6402205
Dusun B	id=g:6402206
Dusun C	id=g:6402207
Dusun Satu	id=g:6402208
Dusun Satu	id=g:6402209
Kali Mati	id=g:6402210
Telaga	id=g:6402211
Pesantren	id=g:6402212
Singakerta	id=g:6402213
Pengajur	id=g:6402214
Pesantren	id=g:6402215
Dusun Dua	id=g:6402216
Dusun Tiga	id=g:6402217
Pecantian Dusun C	id=g:6402218
Kali Temukuning	id=g:6402219
Kalensuda	id=g:6402220
Sukamulya	id=g:6402221
Sungai Wideng	id=g:6402222
Kali Cangked	id=g:6402223
Bundel	id=g:6402224
Sumurjaya	id=g:6402225
Bangunaraja	id=g:6402226
Singajaya	id=g:6402227
Lebakteratai	id=g:6402228
Dedali	id=g:6402229
Kali Tumasilem	id=g:6402230
Simbal	id=g:6402231
Situnggak	id=g:6402232
Dusun Dua	id=g:6402233
Dusun Dua	id=g:6402234
Dusun Tiga	id=g:6402235
Dusun Tiga	id=g:6402236
Kecamatan Gegesik	id=g:6402237
Pulorancang	id=g:6402238
Bangunjaya	id=g:6402239
Sidomulyo	id=g:6402240
Sibubut	id=g:6402241
Sungai Wala	id=g:6402242
Kedung Lor	id=g:6402243
Warsiki	id=g:6402244
Santrok	id=g:6402245
Terate	id=g:6402246
Sentrok Lor	id=g:6402247
Sungai Ngebe	id=g:6402248
Sungai Pulorancang	id=g:6402249
Dusun Dua	id=g:6402250
Dusun Satu	id=g:6402251
Dusun Empat	id=g:6402252
Kali Lempung	id=g:6402253
Setation Kaliwedi	id=g:6402254
Malasem	id=g:6402255
Dusun Dua	id=g:6402256
Dusun Tiga	id=g:6402257
Dusun Satu	id=g:6402258
Tengah	id=g:6402259
Dusun Dua	id=g:6402260
Dusun Tiga	id=g:6402261
Dusun Satu	id=g:6402262
Sentrok Kidul	id=g:6402263
Kali Pasangrahan	id=g:6402264
Dusun Tiga	id=g:6402265
Dusun Lima	id=g:6402266
Dusun Empat	id=g:6402267
Karanganyar	id=g:6402268
Hilir	id=g:6402269
Dusun Satu	id=g:6402270
Dusun Dua	id=g:6402271
Dusun Tiga	id=g:6402272
Dusun Dua	id=g:6402273
Udik	id=g:6402274
Dusun Tiga	id=g:6402275
Dusun Lima	id=g:6402276
Dusun Empat	id=g:6402277
Dusun Tiga	id=g:6402278
Pakuan. Kali	id=g:6402279
Karanganyar	id=g:6402280
Bulak	id=g:6402281
Kali Gonggong	id=g:6402282
Pilangsari	id=g:6402283
Rengas	id=g:6402284
Dusun Tiga	id=g:6402285
Dusun Dua	id=g:6402286
Dusun Satu	id=g:6402287
Dusun Dua	id=g:6402288
Dusun Dua	id=g:6402289
Dusun Empat	id=g:6402290
Dusun Tiga	id=g:6402291
Dusun Lima	id=g:6402292
Dusun Dua	id=g:6402293
Dusun Dua	id=g:6402294
Karangmulya	id=g:6402295
Dusun Satu	id=g:6402296
Karangjeruk	id=g:6402297
Dusun Empat	id=g:6402298
Dusun Tiga	id=g:6402299
Dusun Satu	id=g:6402300
Dusun Satu	id=g:6402301
Dusun Satu	id=g:6402302
Dusun Tiga	id=g:6402303
Rawagatel	id=g:6402304
Dusun Dua	id=g:6402305
Dusun Satu	id=g:6402306
Kebunpisang	id=g:6402307
Apelgading	id=g:6402308
Dusun Tiga	id=g:6402309
Dusun Satu	id=g:6402310
Dusun Dua	id=g:6402311
Dusun Empat	id=g:6402312
Dusun Lima	id=g:6402313
Dusun Satu	id=g:6402314
Dusun Dua	id=g:6402315
Dusun Tiga	id=g:6402316
Dusun Lima	id=g:6402317
Dusun Empat	id=g:6402318
Dusun Satu	id=g:6402319
Dusun Dua	id=g:6402320
Desa Dukuhjati	id=g:6402321
Desa Santing	id=g:6402322
Desa Krimun	id=g:6402323
Desa Jangga	id=g:6402324
Desa Jumbleng	id=g:6402325
Desa Pangkalan	id=g:6402326
Desa Kiajaran Kulon	id=g:6402327
Desa Kiajaran Wetan	id=g:6402328
Desa Langut	id=g:6402329
Muntar	id=g:6402330
Desa Lelea	id=g:6402331
Desa Lanjan	id=g:6402332
Desa Cempeh	id=g:6402333
Desa Rajaiyang	id=g:6402334
Desa Pegagan	id=g:6402335
Desa Kendayakan	id=g:6402336
Desa Ranjeng	id=g:6402337
Desa Plosokerep	id=g:6402338
Desa Cikedung	id=g:6402339
Desa Karangasem	id=g:6402340
Desa Rajasinga	id=g:6402341
Desa Mundakjaya	id=g:6402342
Desa Cibereng	id=g:6402343
Desa Tempelkulon	id=g:6402344
Desa Tempel	id=g:6402345
Desa Pengauban	id=g:6402346
Desa Langgengsari	id=g:6402347
Desa Telagasari	id=g:6402348
Desa Tugu	id=g:6402349
Desa Nunuk	id=g:6402350
Desa Cikedung Lor	id=g:6402351
Desa Jambak	id=g:6402352
Komplek Pertamina	id=g:6402353
Karanganyar	id=g:6402354
Ci Buaya	id=g:6402355
Kali Weru	id=g:6402356
Kali Pedomasan	id=g:6402357
Kecamatan Losarang	id=g:6402358
Kali Cangkring	id=g:6402359
Kali Parat	id=g:6402360
Pangkalan Wetan	id=g:6402361
Kali Betokan	id=g:6402362
Kali Sumberagung	id=g:6402363
Krimun	id=g:6402364
Jarong	id=g:6402365
Santing	id=g:6402366
Blokbetok	id=g:6402367
Kebuyutgentong	id=g:6402368
Beringin	id=g:6402369
Sarangwetan	id=g:6402370
Sukaraja	id=g:6402371
Gudanggaram	id=g:6402372
Blokdesa	id=g:6402373
Karangmalang	id=g:6402374
Karanganyar Dua	id=g:6402375
Karangbong	id=g:6402376
Karangmulya	id=g:6402377
Kombo Dua	id=g:6402378
Jumbleng	id=g:6402379
Ci Beras	id=g:6402380
Pangkalan Kulon	id=g:6402381
Telukjaya	id=g:6402382
Bloktanggul	id=g:6402383
Pelabuhan	id=g:6402384
Langgen	id=g:6402385
Langut Utara	id=g:6402386
Langut Selatan	id=g:6402387
Sukawera	id=g:6402388
Kiajaran Wetan	id=g:6402389
Telukan	id=g:6402390
Kiajaran Kulon	id=g:6402391
Kalenbojong	id=g:6402392
Lojok	id=g:6402393
Rancagunda	id=g:6402394
Karanganyar Satu	id=g:6402395
Kramatjaya	id=g:6402396
Desa Puntang	id=g:6402397
Kali Maja	id=g:6402398
Kali Congger	id=g:6402399
Kali Sumberwates	id=g:6402400
Kaliranca Dua	id=g:6402401
Blokdesa	id=g:6402402
Doblang	id=g:6402403
Karanganyar	id=g:6402404
Ilir Utara	id=g:6402405
Cempeh	id=g:6402406
Mijen	id=g:6402407
Lanjan	id=g:6402408
Bojong	id=g:6402409
Jemeti	id=g:6402410
Kali Irigasi	id=g:6402411
Kaliranca Satu	id=g:6402412
Bojongselap	id=g:6402413
Ranjeng Utara	id=g:6402414
Ranjeng Tengah	id=g:6402415
Ranjeng Selatan	id=g:6402416
Karangmalang	id=g:6402417
Kali Mecat	id=g:6402418
Cilogog	id=g:6402419
Nagrak	id=g:6402420
Karangmoncol	id=g:6402421
Bloktengah	id=g:6402422
Telukjaya	id=g:6402423
Darim	id=g:6402424
Erpah	id=g:6402425
Langgen	id=g:6402426
Karangmalang	id=g:6402427
Karangkapi	id=g:6402428
Rajaiyang	id=g:6402429
Bojongkokok	id=g:6402430
Blok Dua	id=g:6402431
Blok Tiga	id=g:6402432
Limbangan	id=g:6402433
Karanganyar	id=g:6402434
Limbangan	id=g:6402435
Kecamatan Lelea	id=g:6402436
Blokmasjid	id=g:6402437
Kali Dermaga	id=g:6402438
Kali Dudukan	id=g:6402439
Kali Jaso	id=g:6402440
Langgengsari	id=g:6402441
Bojongnyemon	id=g:6402442
Karanganyar	id=g:6402443
Kali Pulutan	id=g:6402444
Bojong	id=g:6402445
Blok Satu	id=g:6402446
Cibereng Dua	id=g:6402447
Kendayakan	id=g:6402448
Karangipot	id=g:6402449
Lungsemut	id=g:6402450
Pulutan Wetan	id=g:6402451
Dusun Lima	id=g:6402452
Gunungsari	id=g:6402453
Bucu	id=g:6402454
Dusun Tiga	id=g:6402455
Cibereng Tiga	id=g:6402456
Badak	id=g:6402457
Munjul	id=g:6402458
Sukaraja	id=g:6402459
Karangsari	id=g:6402460
Limbangansepur	id=g:6402461
Blokdesa	id=g:6402462
Wedari	id=g:6402463
Bloktagog	id=g:6402464
Telakop	id=g:6402465
Kali Kedungpedati	id=g:6402466
Tarikolot	id=g:6402467
Lunggadung	id=g:6402468
Kali Pasirangin	id=g:6402469
Karangpulo	id=g:6402470
Lodoyong	id=g:6402471
Stasiun Terisi	id=g:6402472
Karanganyar	id=g:6402473
Karangturi	id=g:6402474
Sukawera	id=g:6402475
Embos	id=g:6402476
Plosokerep	id=g:6402477
Lungsalam	id=g:6402478
Blok Satu	id=g:6402479
Kali Jamban	id=g:6402480
Kali Cangap	id=g:6402481
Kali Combrang	id=g:6402482
Panjiwulung	id=g:6402483
Sukawera	id=g:6402484
Bojong	id=g:6402485
Senggol	id=g:6402486
Sarean	id=g:6402487
Liyep	id=g:6402488
Gempol	id=g:6402489
Blok Tiga	id=g:6402490
Ci Lengkrang	id=g:6402491
Kali Gaek	id=g:6402492
Kali Penjalin	id=g:6402493
Bojongcingcing	id=g:6402494
Blok Dua	id=g:6402495
Dusun Satu	id=g:6402496
Dusun Dua	id=g:6402497
Bojonglengkong	id=g:6402498
Rajasinga	id=g:6402499
Desa Sukasari	id=g:6402500
Desa Lamarantarung	id=g:6402501
Desa Pasekan	id=g:6402502
Desa Cangkring	id=g:6402503
Desa Cantigi Wetan	id=g:6402504
Desa Cantigi Kulon	id=g:6402505
Desa Pranggong	id=g:6402506
Desa Sukadadi	id=g:6402507
Desa Tawangsari	id=g:6402508
Desa Losarang	id=g:6402509
Desa Muntur	id=g:6402510
Desa Karanganyar	id=g:6402511
Desa Parean Girang	id=g:6402512
Desa Cemara	id=g:6402513
Kali Paralak	id=g:6402514
Teluk Pancergede	id=g:6402515
Teluk Kentong	id=g:6402516
Kali Gendeng	id=g:6402517
Kali Kemis	id=g:6402518
Kali Arwan	id=g:6402519
Muara Kentong	id=g:6402520
Ujung Blabat	id=g:6402521
Ujung Wangkang	id=g:6402522
Kali Arifin	id=g:6402523
Teluk Cina	id=g:6402524
Kali Kastal	id=g:6402525
Kali Kebun	id=g:6402526
Kali Pancerpindang	id=g:6402527
Waledan	id=g:6402528
Ujung Suryan	id=g:6402529
Muara Pangkalan	id=g:6402530
Muara Pleok	id=g:6402531
Kali Idris	id=g:6402532
Kali Saleh	id=g:6402533
Kali Penganten	id=g:6402534
Jongor Satu	id=g:6402535
Kali Tarsih	id=g:6402536
Centilan Waledan	id=g:6402537
Kali Taringkem	id=g:6402538
Kali Pulomas	id=g:6402539
Kali Kepiting	id=g:6402540
Kali Tambur	id=g:6402541
Baladesa	id=g:6402542
Tarsih	id=g:6402543
Jongor Dua	id=g:6402544
Kali Urang	id=g:6402545
Muara Tempalong	id=g:6402546
Kali Susukan	id=g:6402547
Kali Citet	id=g:6402548
Kali Glodok	id=g:6402549
Kali Baru	id=g:6402550
Kali Dalim	id=g:6402551
Karanghaji	id=g:6402552
Legok	id=g:6402553
Karangkoman	id=g:6402554
Karanguyah	id=g:6402555
Karangmalang	id=g:6402556
Cemara Wetan	id=g:6402557
Karangbedahan	id=g:6402558
Cemara Tengah	id=g:6402559
Cemarabong	id=g:6402560
Cilet	id=g:6402561
Blendung	id=g:6402562
Tempalong	id=g:6402563
Kali Seli	id=g:6402564
Kali Jarak	id=g:6402565
Kali Pasir	id=g:6402566
Kali Semak	id=g:6402567
Blok Tengah	id=g:6402568
Pulogosong	id=g:6402569
Pranggong	id=g:6402570
Rawagelap	id=g:6402571
Blokpulo	id=g:6402572
Blok Desa	id=g:6402573
Kali Maja	id=g:6402574
Darim	id=g:6402575
Waled	id=g:6402576
Kali Betokan	id=g:6402577
Blokcukup	id=g:6402578
Kertasari	id=g:6402579
Kertajadi	id=g:6402580
Kali Cilet	id=g:6402581
Sukapernah	id=g:6402582
Jembret	id=g:6402583
Tawangsari	id=g:6402584
Kali Cangking	id=g:6402585
Kali Weru	id=g:6402586
Kali Parean	id=g:6402587
Desa Lobener	id=g:6403706
Kali Sindupraja	id=g:6403707
Luwungpiring	id=g:6403708
Malangsemirang Lor	id=g:6403709
Dusun Dua	id=g:6403710
Kedunglegok	id=g:6403711
Ilir	id=g:6403712
Kali Limpas	id=g:6403713
Dusun Empat	id=g:6403714
Pulo	id=g:6403715
Desa Rawadalem	id=g:6403716
Desa Malangsemirang	id=g:6403717
Desa Gelarmendala	id=g:6403718
Desa Pekandanganjaya	id=g:6403719
Desa Larangan	id=g:6403720
Desa Waru	id=g:6403721
Desa Legok	id=g:6403722
Desa Lohbener	id=g:6403723
Desa Pamayahan	id=g:6403724
Desa Sindangkerta	id=g:6403725
Desa Sudimampir	id=g:6403726
Desa Krasak	id=g:6403727
Desa Rambatan Kulon	id=g:6403728
Desa Telukagung	id=g:6403729
Desa Plumbon	id=g:6403730
Desa Lobener Lor	id=g:6403731
Desa Kalimati	id=g:6403732
Desa Longok	id=g:6403733
Desa Sudimampir Lor	id=g:6403734
Desa Tugu	id=g:6403735
Desa Jatisawit Lor	id=g:6403736
Desa Jatisawit	id=g:6403737
Desa Bojongslawi	id=g:6403738
Desa Leuwigede	id=g:6403739
Desa Ujungpendok Jaya	id=g:6403740
Desa Kasmaran	id=g:6403741
Desa Tamansari	id=g:6403742
Desa Ujungaris	id=g:6403743
Desa Bunder	id=g:6403744
Desa Kalensari	id=g:6403745
Desa Widasari	id=g:6403746
Desa Kongsijaya	id=g:6403747
Desa Bangkaloailir	id=g:6403748
Desa Jatibarang Baru	id=g:6403749
Desa Jatibarang	id=g:6403750
Desa Kebulen	id=g:6403751
Desa Ujungjaya	id=g:6403752
Desa Bulak Lor	id=g:6403753
Desa Pawidean	id=g:6403754
Desa Bulak	id=g:6403755
Desa Sleman	id=g:6403756
Desa Tenajar Lor	id=g:6403757
Desa Tambi	id=g:6403758
Desa Tambi Lor	id=g:6403759
Desa Sleman Lor	id=g:6403760
Desa Sliyeg	id=g:6403761
Desa Majasari	id=g:6403762
Desa Gadingan	id=g:6403763
Desa Mekargading	id=g:6403764
Desa Sliyeg Lor	id=g:6403765
Desa Majasih	id=g:6403766
Desa Tugu Kidul	id=g:6403767
Desa	id=g:6403768
Sindangkertapulo	id=g:6403769
Dongkal	id=g:6403770
Percantilan	id=g:6403771
Sindangkerta	id=g:6403772
Blendung	id=g:6403773
Inpres	id=g:6403774
Blok C	id=g:6403775
Rambatan Kulon	id=g:6403776
Pulo	id=g:6403777
Nata	id=g:6403778
Balong	id=g:6403779
Kupu	id=g:6403780
Mesjid	id=g:6403781
Bojong	id=g:6403782
Bojong Dua	id=g:6403783
Bojong Satu	id=g:6403784
Sindupraja	id=g:6403785
Tengah	id=g:6403786
Pilang	id=g:6403787
Siwatu	id=g:6403788
Gualandak	id=g:6403789
Rukem	id=g:6403790
Sukareja	id=g:6403791
Kali Darung	id=g:6403792
Panggungan	id=g:6403793
Banjir	id=g:6403794
Panggang	id=g:6403795
Tegaltalam	id=g:6403796
Talam	id=g:6403797
Cigedang	id=g:6403798
Bangkir	id=g:6403799
Sidupraja Selatan	id=g:6403800
Buyutgalih	id=g:6403801
Singapraja	id=g:6403802
Kebonkopi	id=g:6403803
Mesjid	id=g:6403804
Tengah	id=g:6403805
Dusun Satu	id=g:6403806
Dusun Tiga	id=g:6403807
Pamayahan	id=g:6403808
Dusun Empat	id=g:6403809
Jongkara	id=g:6403810
Berok	id=g:6403811
Karangbaru Barat	id=g:6403812
Karangmalang	id=g:6403813
Cangkring Lohbener	id=g:6403814
Cangkring Pamayahan	id=g:6403815
Gadis Barat	id=g:6403816
Ceplik Barat	id=g:6403817
Serja Dua	id=g:6403818
Ceplik Timur	id=g:6403819
Larangan	id=g:6403820
Cilempong	id=g:6403821
Maja	id=g:6403822
Toang	id=g:6403823
Bukasen	id=g:6403824
Bojong	id=g:6403825
Beringin	id=g:6403826
Carik	id=g:6403827
Gorda	id=g:6403828
Sukamelang	id=g:6403829
Jambe	id=g:6403830
Karangbaru Timur	id=g:6403831
Malangsemirang	id=g:6403832
Siwalan	id=g:6403833
Kuwen	id=g:6403834
Ngor	id=g:6403835
Sana	id=g:6403836
Prupugan	id=g:6403837
Cibogo	id=g:6403838
Krajan	id=g:6403839
Serja Satu	id=g:6403840
Legokkolot	id=g:6403841
Krasakpulo	id=g:6403842
Waluntas	id=g:6403843
Waru Lor	id=g:6403844
Kali Sendol	id=g:6403845
Lengo	id=g:6403846
Tengah	id=g:6403847
Kedung	id=g:6403848
Kasmaran	id=g:6403849
Melati	id=g:6403850
Selaur	id=g:6403851
Bojong	id=g:6403852
Pintuair	id=g:6403853
Mudang	id=g:6403854
Kuwod	id=g:6403855
Kuwang	id=g:6403856
Sumuran	id=g:6403857
Cibalas	id=g:6403858
Ketok	id=g:6403859
Gandu	id=g:6403860
Mundu Satu	id=g:6403861
Mundu Dua	id=g:6403862
Bojong	id=g:6403863
Desa Lor	id=g:6403864
Tajug	id=g:6403865
Benduk	id=g:6403866
Kletek	id=g:6403867
Karangmalang Satu	id=g:6403868
Karangmalang Dua	id=g:6403869
Karangmalang	id=g:6403870
Kayumanis	id=g:6403871
Bojongslawi	id=g:6403872
Selaur Lor	id=g:6403873
Winong	id=g:6403874
Gablog Kulon	id=g:6403875
Bonjot	id=g:6403876
Bojongjati	id=g:6403877
Karang Tengah	id=g:6403878
Leuwigede	id=g:6403879
Leuwigede Kulon	id=g:6403880
Senggol	id=g:6403881
Buyutmuad	id=g:6403882
Kepuh	id=g:6403883
Tegalbedug	id=g:6403884
Danau Kalentawa	id=g:6403885
Ujungpendok	id=g:6403886
Beruntak	id=g:6403887
Menyos	id=g:6403888
Bojong	id=g:6403889
Gadis Barat	id=g:6403890
Gadis Timur	id=g:6403891
Danau Warak	id=g:6403892
Pasih Satu	id=g:6403893
Pasih Dua	id=g:6403894
Desa Dua	id=g:6403895
Pesek	id=g:6403896
Maja Empat	id=g:6403897
Lamaran	id=g:6403898
Kabas	id=g:6403899
Ketapang	id=g:6403900
Tempel	id=g:6403901
Pandan	id=g:6403902
Buyutgading	id=g:6403903
Dusun Dua	id=g:6403904
Dusun Satu	id=g:6403905
Dusun Tiga	id=g:6403906
Kelir	id=g:6403907
Desa Dua	id=g:6403908
Sana	id=g:6403909
Desa Satu	id=g:6403910
Kendali	id=g:6403911
Jatibarangindah	id=g:6403912
Rengas	id=g:6403913
Kali Sojar	id=g:6403914
Bantaragung	id=g:6403915
Gejleg	id=g:6403916
Glenter	id=g:6403917
Ujungaris Satu	id=g:6403918
Damping	id=g:6403919
Kesesih	id=g:6403920
Kali Lodang	id=g:6403921
Rancagede	id=g:6403922
Bunderkolot	id=g:6403923
Ujungaris Tiga	id=g:6403924
Ujungaris Dua	id=g:6403925
Kongsi	id=g:6403926
Widasari	id=g:6403927
Jembatan	id=g:6403928
Blok Dua	id=g:6403929
Mesjid	id=g:6403930
Karanganyar	id=g:6403931
Blok Satu	id=g:6403932
Buyutsemar	id=g:6403933
Pande	id=g:6403934
Gudang Barat	id=g:6403935
Gudang Timur	id=g:6403936
Pendowo	id=g:6403937
Cilengkung	id=g:6403938
Karangbaru	id=g:6403939
Bugajak	id=g:6403940
Pertigaan	id=g:6403941
Kuburan	id=g:6403942
Cibogor	id=g:6403943
Indahsari	id=g:6403944
Ampel Jaya	id=g:6403945
Bangkrong	id=g:6403946
Gadis Timur	id=g:6403947
