Shi‘b Hājir	id=g:7344167
Bayt al Ghabbān	id=g:7357928
Bayt al Jarāmīyah	id=g:7357929
Bayt al Kāmil	id=g:7357930
Bayt al Wādī	id=g:7357931
Bayt an Nahārī	id=g:7357932
Bayt ash Shi‘b	id=g:7357933
Bayt Yaḩyá Nāşir	id=g:7357934
Jabal al Buruḩ	id=g:7357935
Jabal ad Daraj	id=g:7357936
Jabal aḑ Ḑawīr	id=g:7357937
Dhī Ḩawrān	id=g:7357938
Dhī Ḩayzān	id=g:7357939
Jabal Dhī Khayrān	id=g:7357940
Dhī Mu‘ayyin	id=g:7357941
Dhī Qurşub	id=g:7357942
Dhī Sa‘bal	id=g:7357943
Di‘āşimī	id=g:7357944
Ḑiḩ al Ḩamām	id=g:7357945
Jabal Dilmadān	id=g:7357946
Shi‘b Dubāyah	id=g:7357947
Duḩaybah	id=g:7357948
Duḩmar	id=g:7357949
Dujnūb	id=g:7357950
Dukhaynah	id=g:7357951
Dushuru‘	id=g:7357952
Jabal ad Duwayr	id=g:7357953
Jabal al Gharīb	id=g:7357954
Shi‘b al Ghayl	id=g:7357955
Jabal al Ghurāb	id=g:7357956
Jabal al Ghurayf	id=g:7357957
Shi‘b Ḩābis	id=g:7357958
Wādī al Ḩajf	id=g:7357959
Wādī al Ḩamāmī	id=g:7357960
Wādī al Ḩanakah	id=g:7357961
‘Abbād	id=g:7357962
Jabal ‘Abbād	id=g:7357963
Wādī al ‘Aşārah	id=g:7357964
Wādī al ‘Ayn	id=g:7357965
‘Işābah	id=g:7357966
Jabal ‘Isāmah	id=g:7357967
Wādī ‘Ukāsh	id=g:7357968
Jabal ‘Ulāyib	id=g:7357969
Jabal ‘Uraydī	id=g:7357970
‘Uwayd al Yamānī	id=g:7357971
Jabal ‘Uwwah	id=g:7357972
Aḑ Ḑabāz̧ib	id=g:7357973
Ad Dafinah	id=g:7357974
Ad Dahan wa al ‘Azīz	id=g:7357975
Aḑ Ḑāḩī	id=g:7357976
Ad Dahmash	id=g:7357977
Ad Dār	id=g:7357978
Ad Dārah	id=g:7357979
Aḑ Ḑārah	id=g:7357980
Ad Dāshir	id=g:7357981
Ad Dayyarah	id=g:7357982
Ad Duhrah	id=g:7357983
Ad Duḩrah al Hājirīyah	id=g:7357984
Ad Duwayrah	id=g:7357985
Wādī Adamah	id=g:7357986
Jabal al Aḩmar	id=g:7357987
Jabal al Akamah	id=g:7357988
Wādī al Akhḑarī	id=g:7357989
Al ‘Adhīr	id=g:7357990
Al ‘Adūf	id=g:7357991
Al ‘Amūmīyah	id=g:7357992
Al ‘Anīn	id=g:7357993
Al ‘Anīn	id=g:7357994
Al ‘Arsh	id=g:7357995
Al ‘Arshah	id=g:7357996
Al ‘Ubr	id=g:7357997
Al ‘Uqaydah	id=g:7357998
Al ‘Uraym	id=g:7357999
Al A‘waj	id=g:7358000
Al Aḩjār	id=g:7358001
Al Aḩjūr	id=g:7358002
Al Ash‘āb	id=g:7358003
Qanāt al Ashrāf	id=g:7358004
Al Azmūl	id=g:7358005
Al Baq‘	id=g:7358006
Al Barīt	id=g:7358007
Al Buq‘ah	id=g:7358008
Al Buruḩ	id=g:7358009
Al Faqīr	id=g:7358010
Al Fujjir	id=g:7358011
Al Gharafah	id=g:7358012
Al Gharbī	id=g:7358013
Al Ḩā’iţ	id=g:7358014
Al Ḩabaq	id=g:7358015
Al Ḩabīl	id=g:7358016
Al Ḩabīl	id=g:7358017
Al Ḩabīl	id=g:7358018
Al Ḩaḑan	id=g:7358019
Al Ḩaḑan	id=g:7358020
Al Hajar	id=g:7358021
Al Hajar	id=g:7358022
Al Ḩajf	id=g:7358023
Al Ḩājib	id=g:7358024
Al Ḩamāmī	id=g:7358025
Al Ḩarf	id=g:7358026
Al Ḩarf	id=g:7358027
Al Harhar	id=g:7358028
Al Ḩawf	id=g:7358029
Al Ḩillah	id=g:7358030
Al Ḩirm	id=g:7358031
Al Ḩişāş	id=g:7358032
Al Ḩişn	id=g:7358033
Al Hubay‘	id=g:7358034
Qanāt al Ḩudayd	id=g:7358035
Al Ḩūf	id=g:7358036
Al Ḩummar	id=g:7358037
Al Ḩuwayḑ	id=g:7358038
Al Jabal	id=g:7358039
Al Jabal	id=g:7358040
Al Jāḩ	id=g:7358041
Al Jaḩrah	id=g:7358042
Al Jazarah	id=g:7358043
Al Jibāl	id=g:7358044
Al Jiḩār	id=g:7358045
Al Jubayl	id=g:7358046
Al Jum‘ah	id=g:7358047
Al Jum‘ah	id=g:7358048
Al Jurn	id=g:7358049
Al Kadamah	id=g:7358050
Al Kawkabah	id=g:7358051
Al Khaḑrā’	id=g:7358052
Al Khūrāb	id=g:7358053
Al Labakhah	id=g:7358054
Al Lukaymah	id=g:7358055
Al Ma‘ān	id=g:7358056
Al Ma‘būr	id=g:7358057
Al Ma‘ţaf	id=g:7358058
Al Maḑbūr	id=g:7358059
Al Maghārib	id=g:7358060
Al Maḩall	id=g:7358061
Al Maḩall	id=g:7358062
Al Maḩallah	id=g:7358063
Al Maḩallah	id=g:7358064
Al Maḩaţţ	id=g:7358065
Al Muhī	id=g:7358066
Al Maḩjar	id=g:7358067
Al Maḩjar	id=g:7358068
Al Majādir	id=g:7358069
Al Manāwib	id=g:7358070
Al Marābīḑ	id=g:7358071
Al Marāḩilah	id=g:7358072
Al Marjah	id=g:7358073
Al Markaz	id=g:7358074
Al Maşābiḩ	id=g:7358075
Al Masārīb	id=g:7358076
Al Masāwiḩ	id=g:7358077
Al Matā‘ah	id=g:7358078
Al Maţā‘ah	id=g:7358079
Al Maţraḩ	id=g:7358080
Al Mawdanah	id=g:7358081
Al Mawradah	id=g:7358082
Al Mawsaţah	id=g:7358083
Al Mazirī	id=g:7358084
Al Miftāḩ	id=g:7358085
Al Minshāḩ	id=g:7358086
Al Mu‘qim	id=g:7358087
Al Mudayjīr	id=g:7358088
Al Mufri‘	id=g:7358089
Al Muhjah	id=g:7358090
Al Murabba‘	id=g:7358091
Al Muşallá	id=g:7358092
Al Mushāra‘ah	id=g:7358093
Al Qābil	id=g:7358094
Al Qadḩah	id=g:7358095
Al Qaḩfah	id=g:7358096
Al Qāhirah	id=g:7358097
Al Qal‘ah	id=g:7358098
Al Qaryah	id=g:7358099
Al Qawā‘id	id=g:7358100
Ḩarf al Mashan	id=g:7358101
Jabal al Ḩaşşah	id=g:7358102
Jabal Ḩaţab	id=g:7358103
Jabal al Ḩişn	id=g:7358104
Jabal Ḩufāsh	id=g:7358105
Ḩumaydān	id=g:7358106
Jabal al Ḩuşayn	id=g:7358107
Jabal al Jābirah	id=g:7358108
Jabal al Jābirah	id=g:7358109
Jabal al Jabūb	id=g:7358110
Jabal al Janad	id=g:7358111
Jarā’ib Jarbān	id=g:7358112
Jarājir	id=g:7358113
Wādī Jarbān	id=g:7358114
Jawwah	id=g:7358115
Jabal Juḩur	id=g:7358116
Julbah	id=g:7358117
Wādī Juraybān	id=g:7358118
Jurbah	id=g:7358119
Jabal Jurdūd	id=g:7358120
Jabal al Jurrah	id=g:7358121
Kabbat Mu‘aymirah	id=g:7358122
Kabbat Rukham	id=g:7358123
Kabbat Sulaymān	id=g:7358124
Kaz̧ar	id=g:7358125
Jabal al Khaḑrā’	id=g:7358126
Wādī al Khaḑrā’	id=g:7358127
Shi‘b Kharabān	id=g:7358128
Maghrabat Khaysh	id=g:7358129
Jabal Khaysh	id=g:7358130
Khudayshah	id=g:7358131
Wādī Khuzayjah	id=g:7358132
Kubab Umm Zahr	id=g:7358133
Kuḩayl	id=g:7358134
Kur‘iz	id=g:7358135
Kurāsh	id=g:7358136
Jabal Kurāsh	id=g:7358137
Shi‘b al Laban	id=g:7358138
Lakamah	id=g:7358139
Ma‘bar	id=g:7358140
Jabal Ma‘bar	id=g:7358141
Madarah	id=g:7358142
Jabal Maddār	id=g:7358143
Jabal al Maghārib	id=g:7358144
Maḩall al Aşrāf	id=g:7358145
Wādī al Maḩjar	id=g:7358146
Wādī Maḩnīyah	id=g:7358147
Jabal al Majāhim	id=g:7358148
Mamdī Ḩamūd	id=g:7358149
Jabal al Manşūr	id=g:7358150
Maqrūḑah	id=g:7358151
Martabah	id=g:7358152
Jabal Mashāḩah	id=g:7358153
Mashra‘ah	id=g:7358154
Masqalah	id=g:7358155
Mawtarān	id=g:7358156
Jabal al Midannif	id=g:7358157
Jabal al Miḩandad	id=g:7358158
Jabal al Miḩazzam	id=g:7358159
Milḩah	id=g:7358160
Milḩah	id=g:7358161
Wādī Milḩah	id=g:7358162
Jabal al Mişbāḩ	id=g:7358163
Jabal al Mishmās	id=g:7358164
Jabal Misqā’	id=g:7358165
Mişyād	id=g:7358166
Jabal Mud-hir	id=g:7358167
Jabal Muḩjin	id=g:7358168
Mujarjirah	id=g:7358169
Jabal Muk‘ul	id=g:7358170
Jabal Muqra‘ah	id=g:7358171
Wādī al Mush‘ur	id=g:7358172
Wādī Muşrib	id=g:7358173
Jabal Muz‘iţah	id=g:7358174
Shi‘b an Nahārī	id=g:7358175
Jabal an Nakhish	id=g:7358176
Shi‘b Nakhlah	id=g:7358177
Wādī Nakhlah	id=g:7358178
Naqīl al Maghārib	id=g:7358179
Naqīl al Mush‘ur	id=g:7358180
Naqīl ash Shaybah	id=g:7358181
Jabal an Nawbatayn	id=g:7358182
Wādī an Nufay‘ī	id=g:7358183
Jabal Nuhayd	id=g:7358184
Qā ‘al Maghrabah	id=g:7358185
Qaḩfah	id=g:7358186
Qaḩfazī	id=g:7358187
Qal‘at al Mişbāḩ	id=g:7358188
Bayt al Jabalī	id=g:7358189
Bayt al Wādī	id=g:7358190
Bayt al Wādi‘ī	id=g:7358191
Bayt Ḩātim	id=g:7358192
Dalil	id=g:7358193
Dār al ‘Aşab	id=g:7358194
Ḑarājim	id=g:7358195
Ḑawrah	id=g:7358196
Jabal Dharī	id=g:7358197
Dhī Faḑālah	id=g:7358198
Dhī Ḩāshiḑī	id=g:7358199
Dhī Ma‘rash	id=g:7358200
Dhī Manqal	id=g:7358201
Dhī Şāliḩ	id=g:7358202
Wādī al Fajrah	id=g:7358203
Fulayḩ	id=g:7358204
Gharbī Banī Sādī	id=g:7358205
Ḩabarah	id=g:7358206
Ḩabur	id=g:7358207
Wādī al Ḩajib	id=g:7358208
Ḩalamah	id=g:7358209
Haşşā’	id=g:7358210
Ḩazāz	id=g:7358211
Ḩişn ‘Āţif	id=g:7358212
Ḩişn al Ḩajar	id=g:7358213
Ḩişn ash Sharm	id=g:7358214
Ḩişn Ḩuwayz	id=g:7358215
Ḩişn Kabūd	id=g:7358216
Hujjirah	id=g:7358217
Jabal Ibrāhīm	id=g:7358218
Jabal Ja‘ir	id=g:7358219
Jadāhid	id=g:7358220
Jawfah	id=g:7358221
Jimmah	id=g:7358222
Kabūd	id=g:7358223
Jabal Kabūd	id=g:7358224
Kammat aţ Ţanib	id=g:7358225
Kammat Ghurāb	id=g:7358226
Katif	id=g:7358227
Jabal Khuyūr	id=g:7358228
Kibīrat ‘Utmah	id=g:7358229
Kurīfah	id=g:7358230
Likām	id=g:7358231
Ma‘yanah	id=g:7358232
Wādī Ma‘yanah	id=g:7358233
Z̧uhrat Ma‘yanah	id=g:7358234
Z̧ulāf	id=g:7358235
‘Aqm ad Dāri‘	id=g:7358236
Wādī al ‘Arām	id=g:7358237
Bāb al ‘Uwayjā’	id=g:7358238
Aḑ Ḑāḩī Banī Salamah	id=g:7358239
Aḑ Ḑāḩī Banī Salamah	id=g:7358240
Ad Darajah	id=g:7358241
Aḑ Ḑawār Quwir	id=g:7358242
Ad Diḩbāshīyah	id=g:7358243
Jabal al Qanābi‘	id=g:7358244
Qaraḑān	id=g:7358245
Wādī Qaraḑān	id=g:7358246
Wādī al Qaryah	id=g:7358247
Wādī al Qaryah	id=g:7358248
Qaryat ‘Uşşafah	id=g:7358249
Qaryat al ‘Adhīr	id=g:7358250
Qaryat al Aghyūth	id=g:7358251
Qaryat al Birḩūth al Jadilah	id=g:7358252
Qaryat al Ḩaql	id=g:7358253
Qaryat al Ḩaykan	id=g:7358254
Qaryat al Mawsaţah	id=g:7358255
Qaryat al Muqdār	id=g:7358256
Qaryat al Qaraḑī	id=g:7358257
Qaryat al Qaşābā’	id=g:7358258
Qaryat al Qawāshim	id=g:7358259
Qaryat al Quşaybā’	id=g:7358260
Qaryat al Wādī	id=g:7358261
Qaryat al Wasaţ	id=g:7358262
Qaryat Aryab	id=g:7358263
Qaryat ash Sha‘bīyah	id=g:7358264
Qaryat Bunā’ah	id=g:7358265
Qaryat Dhī Karmadīn	id=g:7358266
Qaryat Ḩarij	id=g:7358267
Qaryat Jabal Ashwal	id=g:7358268
Qaryat Madarah	id=g:7358269
Qaryat Mīrah	id=g:7358270
Qaryat Qashaţ	id=g:7358271
Qaryat Tabīḩ	id=g:7358272
Jabal Qashaţ	id=g:7358273
Qawārīr	id=g:7358274
Jabal Qawārīr	id=g:7358275
Qub‘ah	id=g:7358276
Jabal Qub‘ah	id=g:7358277
Jabal Qudhayf	id=g:7358278
Jabal al Qudmah	id=g:7358279
Jabal al Qudmah	id=g:7358280
Jabal al Qumal	id=g:7358281
Shi‘b al Quşaybā’	id=g:7358282
Quţaybīyah	id=g:7358283
Quway‘idah	id=g:7358284
Jabal Quway‘idah	id=g:7358285
Jabal ar Rawīyah	id=g:7358286
Shi‘b Rubāḩ	id=g:7358287
Wādī ar Ruḩabah	id=g:7358288
Shi‘b Rumān	id=g:7358289
Jabal Sa‘dān	id=g:7358290
Jabal as Sabbāk	id=g:7358291
Shi‘b aş Şadaqah	id=g:7358292
Sahlat ‘Alī Nāşir	id=g:7358293
Shi‘b Salm	id=g:7358294
Wādī as Samḩah	id=g:7358295
Jabal Sāmid	id=g:7358296
Saqamah	id=g:7358297
Wādī Şardaḩ	id=g:7358298
Jabal as Sawād	id=g:7358299
Wādī aş Şayrah	id=g:7358300
Jabal Shaddād	id=g:7358301
Shi‘b ash Shakīrah	id=g:7358302
Jabal Shamaţān	id=g:7358303
Jabal Shāqirah	id=g:7358304
Jabal ash Sharaf	id=g:7358305
Bāb Sharīj	id=g:7358306
Wādī Sharij	id=g:7358307
Jabal ash Sharīmah	id=g:7358308
Jabal Shi‘b an Nawb	id=g:7358309
Jabal ash Shu‘ūb	id=g:7358310
Jabal Shukr	id=g:7358311
Sufāl an Naqīl	id=g:7358312
Bāb as Sufaynīyah	id=g:7358313
Wādī as Sufaynīyah	id=g:7358314
Suḩlūlah	id=g:7358315
Şunayf al Ma‘ābirah	id=g:7358316
Sūq Nabhān	id=g:7358317
Surayt	id=g:7358318
Wādī Surwal	id=g:7358319
Ta‘ānib	id=g:7358320
Jabal Tabīḩ	id=g:7358321
Jabal Tha‘wal	id=g:7358322
Jabal ath Thamūmah	id=g:7358323
Jabal Ţiyāsh	id=g:7358324
‘Urramād	id=g:7358325
Jabal ‘Uşābah	id=g:7358326
Jabal al Waqī‘	id=g:7358327
Jabal Warafāt	id=g:7358328
Zabarān	id=g:7358329
Zaḩmūm	id=g:7358330
Z̧ahr	id=g:7358331
Z̧ahr Buram	id=g:7358332
Shi‘b az Zarb	id=g:7358333
Zuhayr	id=g:7358334
Wādī ‘Abyah	id=g:7358335
‘Armah	id=g:7358336
‘Arūmah	id=g:7358337
‘Asaqān	id=g:7358338
‘Urwish	id=g:7358339
Maghrabat al Ḩaym	id=g:7358340
Maghrabat Saghar	id=g:7358341
Wādī Maḩāq	id=g:7358342
Makhdūrah	id=g:7358343
Makhlaf Ghaythān	id=g:7358344
Marḩabah	id=g:7358345
Jabal Markhūmah	id=g:7358346
Wādī al Maşrūb	id=g:7358347
Maṭḩan	id=g:7358348
Maţḩan	id=g:7358349
Maţḩan	id=g:7358350
Jabal Maţḩan	id=g:7358351
Mawsa‘ah	id=g:7358352
May‘ad	id=g:7358353
Wādī Mirbā’ī	id=g:7358354
Mirbā’ī	id=g:7358355
Wādī Mirrah	id=g:7358356
Mishrāq	id=g:7358357
Mudḩij as Sāfil	id=g:7358358
Wādī al Muharkil	id=g:7358359
Muqaḑaz̧ah	id=g:7358360
Mushrifah	id=g:7358361
Jabal Mushrifah	id=g:7358362
Na‘mān	id=g:7358363
Naba‘	id=g:7358364
Shi‘b an Nakhl	id=g:7358365
Jabal Naqiḑ	id=g:7358366
Wādī an Nār	id=g:7358367
Nukhrah	id=g:7358368
Qā‘idah	id=g:7358369
Qal‘at Shu‘āf	id=g:7358370
Qal‘at Shu‘āf	id=g:7358371
Qaryat al Fajrah	id=g:7358372
Qaţwah	id=g:7358373
Jabal Qaţwah	id=g:7358374
Jabal al Qawātī	id=g:7358375
Qudmah	id=g:7358376
Jabal Qurdūd	id=g:7358377
Quwaḩah	id=g:7358378
Jabal Rāziḩ	id=g:7358379
Wādī Rima‘	id=g:7358380
Wādī ar Rubū	id=g:7358381
Rujājīyah	id=g:7358382
Wādī al Rushīn	id=g:7358383
Sabalā’	id=g:7358384
Wādī as Salaq	id=g:7358385
Sāliq	id=g:7358386
Şanwah	id=g:7358387
Saţīḩ	id=g:7358388
Bāb Şayyāḩ	id=g:7358389
Sha‘b al Mu‘allim	id=g:7358390
Shārijīyah	id=g:7358391
Sharqī ‘Utmah	id=g:7358392
Shijab	id=g:7358393
Şubbaḩah	id=g:7358394
Sublat ash Sharm	id=g:7358395
Wādī Sukhmul	id=g:7358396
Sūq al ‘Uwal	id=g:7358397
Sūq al Ithnayn	id=g:7358398
Sūq al Ithnayn	id=g:7358399
Sūq al Mashrū‘	id=g:7358400
Sūq al Mi‘qāb	id=g:7358401
Sūq al Wiḩdah	id=g:7358402
Sūq ar Rubū‘ al ‘Ālī	id=g:7358403
Sūq ar Rubū‘	id=g:7358404
Sūq ar Rubū‘ as Sāfil	id=g:7358405
Sūq ash Sharm	id=g:7358406
Sūq ash Shaţţ	id=g:7358407
Sūq at Ta‘āwin	id=g:7358408
Sūq at Ta‘āwin	id=g:7358409
Sūq Bāb Shi‘b Ja‘far	id=g:7358410
Sūq Muşayni‘ah	id=g:7358411
Sūq Najd al Ḩamrā’	id=g:7358412
Sūq Saban	id=g:7358413
Sūq Shafrah	id=g:7358414
Şurab	id=g:7358415
Jabal Şurab	id=g:7358416
Wādī Sūrah	id=g:7358417
Suţaḩ	id=g:7358418
Thulūth Naqiḑ	id=g:7358419
Wādī Wajis	id=g:7358420
Wādī al Warīr	id=g:7358421
Watārah	id=g:7358422
Z̧ahī	id=g:7358423
Wādī Z̧ahī	id=g:7358424
Wādī az̧ Z̧uhrah	id=g:7358425
Jabal ‘Utmah	id=g:7358426
Wādī al ‘Uwal	id=g:7358427
‘Uzlat ar Rabī ‘ah	id=g:7358428
‘Uzlat al Muqanzi‘ah	id=g:7358429
‘Uzlat Banī al Baḩrī	id=g:7358430
‘Uzlat Banī Mahdī Bayt az Zā’idī	id=g:7358431
‘Uzlat Latām	id=g:7358432
Abzār	id=g:7358433
Ad Dār	id=g:7358434
Ad Dārah	id=g:7358435
Aḑ Ḑubr	id=g:7358436
Aḑ Ḑula‘	id=g:7358437
Aḑ Ḑula‘	id=g:7358438
Adh Dhirā‘	id=g:7358439
Najd Aḩmad	id=g:7358440
Al ‘Atab	id=g:7358441
Al Aḩkal	id=g:7358442
Al Barḩah	id=g:7358443
Al Barḩah	id=g:7358444
Al Bayādi‘	id=g:7358445
Al Buruḩ	id=g:7358446
Al Fāj	id=g:7358447
Al Ḩaddād	id=g:7358448
Al Ḩajib	id=g:7358449
Al Ḩamrā’	id=g:7358450
Al Ḩaqībah	id=g:7358451
Al Ḩarf	id=g:7358452
Al Hijrah	id=g:7358453
Al Ḩumar	id=g:7358454
Al Jāmi‘	id=g:7358455
Al Jīrah	id=g:7358456
Al Jirrah	id=g:7358457
Al Jizzāḩ	id=g:7358458
Al Kammah	id=g:7358459
Al Karīf	id=g:7358460
Al Lakamah	id=g:7358461
Al Mabdā’	id=g:7358462
Al Maḑābī	id=g:7358463
Al Madyar	id=g:7358464
Al Mafraḩ	id=g:7358465
Al Mafraq	id=g:7358466
Al Maghārib	id=g:7358467
Al Maghlaq	id=g:7358468
Al Maḩallah	id=g:7358469
Al Maḩallah	id=g:7358470
Al Maḩallah	id=g:7358471
Al Makdūm	id=g:7358472
Al Maqārib	id=g:7358473
Al Markaz	id=g:7358474
Al Mashārib	id=g:7358475
Al Mi‘dālah	id=g:7358476
Al Mi‘shār	id=g:7358477
Al Mīdān	id=g:7358478
Al Milbājah	id=g:7358479
Al Misţāḩ	id=g:7358480
Al Misyār	id=g:7358481
Al Mubāyah	id=g:7358482
Al Qashrī	id=g:7358483
Al Qawātī	id=g:7358484
Al Qayn	id=g:7358485
Al Waḩs	id=g:7358486
Al Wikk	id=g:7358487
‘Alhab	id=g:7358488
Ar Rawḑah	id=g:7358489
Ar Rawnah	id=g:7358490
Ar Ribāţ	id=g:7358491
Ar Rukub	id=g:7358492
Araḑah	id=g:7358493
Aryamāt	id=g:7358494
As Sabal	id=g:7358495
As Salal	id=g:7358496
As Sannah	id=g:7358497
As Suma‘ma‘ī	id=g:7358498
As Sumal Banī Yūb	id=g:7358499
Ash Sha‘ārīyah	id=g:7358500
Ash Shābirah	id=g:7358501
Ash Sharaf	id=g:7358502
Ash Shirāfī	id=g:7358503
Ash Shirrah	id=g:7358504
Aţ Ţafan	id=g:7358505
At Talabī	id=g:7358506
Aţ Ţawrā’	id=g:7358507
Az̧ Z̧āhir	id=g:7358508
Az̧ Z̧ubrah	id=g:7358509
Az̧ Z̧uhrah	id=g:7358510
Bahwān	id=g:7358511
Jabal Banī al Asad	id=g:7358512
Banī al Gharīb	id=g:7358513
Banī al Ḩaddād	id=g:7358514
Banī al Ḩaddād	id=g:7358515
Wādī Banī al Mūt	id=g:7358516
Banī as Samḩī	id=g:7358517
Banī Asad	id=g:7358518
Wādī Banī Jumā‘ah	id=g:7358519
Banī Muslim	id=g:7358521
Jabal Banī Rabī‘ah	id=g:7358522
Wādī Banī Rafī‘	id=g:7358523
Ad Duhnah	id=g:7358524
Ad Duqayyiq	id=g:7358525
Adh Dhanīb	id=g:7358526
Adh Dhawārī	id=g:7358527
Akhnah	id=g:7358528
Al ‘Alāyah	id=g:7358529
Al ‘Āmirīyah	id=g:7358530
Al ‘Arām	id=g:7358531
Al ‘Āris	id=g:7358532
Al ‘Āris	id=g:7358533
Al ‘Ayn	id=g:7358534
Al ‘Ayshah	id=g:7358535
Al ‘Irsh	id=g:7358536
Al ‘Ulāmah	id=g:7358537
Al ‘Urwish	id=g:7358538
Al Ajruf	id=g:7358539
Al Akhrāf	id=g:7358540
Al Ashmūs	id=g:7358541
Al Bādiyah al Masīl	id=g:7358542
Al Fajj	id=g:7358543
Al Fuwāhah	id=g:7358544
Al Fuwāhah	id=g:7358545
Al Ghārib	id=g:7358546
Al Ḩadāj	id=g:7358547
Al Ḩarūrah	id=g:7358548
Al Ḩaşib al ‘Ālī	id=g:7358549
Al Ḩāwish	id=g:7358550
Al Ḩawīyah	id=g:7358551
Al Ḩaydayn	id=g:7358552
Al Hayj	id=g:7358553
Al Ḩaz̧ān	id=g:7358554
Al Ḩaznah	id=g:7358555
Al Ḩishr	id=g:7358556
Al Ḩudayd	id=g:7358557
Al Ḩufar	id=g:7358558
Al Ḩumarah	id=g:7358559
Al Humaylī	id=g:7358560
Al Jallah	id=g:7358561
Al Jamīmah	id=g:7358562
Al Ju‘arīyah	id=g:7358563
Al Kabbah	id=g:7358564
Al Khashab	id=g:7358565
Al Khild	id=g:7358566
Al Kushayyish	id=g:7358567
Al Lafjah	id=g:7358568
Al Laqīyah	id=g:7358569
Al Ma‘sil	id=g:7358570
Al Maghrabah	id=g:7358571
Al Maghrīf	id=g:7358572
Al Maḩrab	id=g:7358573
Al Maḩshūr	id=g:7358574
Al Majādhir	id=g:7358575
Al Majbā’	id=g:7358576
Al Makhdar	id=g:7358577
Al Mashān	id=g:7358578
Al Mashjūb	id=g:7358579
Al Masīl	id=g:7358580
Al Masīl	id=g:7358581
Al Mawj	id=g:7358582
Al Maz̧āwīḩ	id=g:7358583
Al Miḩlāl	id=g:7358584
Al Mijabbah Banī Salamah	id=g:7358585
Al Mikarfas	id=g:7358586
Al Mirbā‘	id=g:7358587
Al Mithyānah	id=g:7358588
Al Muşbarīyah	id=g:7358589
Al Qaḑabah	id=g:7358590
Al Qaḑabah	id=g:7358591
Al Qaharā’	id=g:7358592
Al Qaharā’	id=g:7358593
Al Qarāqirah	id=g:7358594
Al Qarāqirah	id=g:7358595
Al Quḩāf	id=g:7358596
Al Qushm	id=g:7358597
Al Wāsiţ	id=g:7358598
Al Waţā’	id=g:7358599
Aş Şan‘	id=g:7358600
Ash Sha‘āwir	id=g:7358601
Ash Sha‘āwir	id=g:7358602
Ash Shanqūf	id=g:7358603
Ash Shawārif	id=g:7358604
Az̧ Z̧āḩatayn	id=g:7358605
Banī ‘Abd Allāh	id=g:7358606
Banī ‘Abd Allāh	id=g:7358607
Banī ‘Umar	id=g:7358608
Banī Khālid	id=g:7358609
Banī Lāhib	id=g:7358610
Banī Lāhib	id=g:7358611
Banī Salamah	id=g:7358612
Biţān	id=g:7358613
Wādī aḑ Ḑab‘	id=g:7358614
Dār Ḩamzah	id=g:7358615
Dār Salmān Ziyād	id=g:7358616
Dindiwān	id=g:7358617
Diyam Sa‘d	id=g:7358618
Wādī al Fajj	id=g:7358619
Jabal Fuwayl	id=g:7358620
Ḩabīl al Miḩdādah	id=g:7358621
Ḩarazah	id=g:7358622
Ḩarīz Banī Mūsá	id=g:7358623
Ḩarīz Banī Mūsá	id=g:7358624
Ḩarīz Banī Mūsá	id=g:7358625
Ḩaşīb al Barūt	id=g:7358626
Ḩaşīb Banī Maţar	id=g:7358627
Wādī al Ḩaydayn	id=g:7358628
Shi‘b al Ḩaznah	id=g:7358629
Ḩubārī	id=g:7358630
Jabal Ḩumār	id=g:7358631
Ijnah	id=g:7358632
Jabal al Jamīmah	id=g:7358633
Wādī al Ju‘arīyah	id=g:7358634
Ju‘shān	id=g:7358635
Junḩah	id=g:7358636
Bāb al Juruf	id=g:7358637
Kabbat az Zabadīyah	id=g:7358638
Kadawiḩ al Ashā‘ir	id=g:7358639
Kadawiḩ al Ashā‘ir	id=g:7358640
Wādī Kahlān	id=g:7358641
Kaydah	id=g:7358642
Jabal al Khadd	id=g:7358643
Wādī al Khashab	id=g:7358644
Kurāyah	id=g:7358645
Bāb Kuraykirah	id=g:7358646
Maghrabat al Ḩuz̧ayn	id=g:7358647
Jabal Maghrabat al Ḩuz̧ayn	id=g:7358648
Maḩarrabah	id=g:7358649
Maḩwá ‘Alī	id=g:7358650
Wādī al Majwiḩī	id=g:7358651
Jabal al Maliḩ	id=g:7358652
Wādī al Mashjūb	id=g:7358653
Maţāwifah as Suflá	id=g:7358654
Maţāwifah as Suflá	id=g:7358655
Mawjarān	id=g:7358656
Wādī Mawjarān	id=g:7358657
Milāh	id=g:7358658
Wādī Milāh	id=g:7358659
Minţāshah	id=g:7358660
Miqrānah	id=g:7358661
Wādī Miqrānah	id=g:7358662
Muhrah	id=g:7358663
Musharri‘	id=g:7358664
Muţā‘ah	id=g:7358665
Muţā‘ah	id=g:7358666
Shi‘b an Na‘īm	id=g:7358667
Wādī an Nakhūs	id=g:7358668
Jabal an Naqafah	id=g:7358669
Nawbat Misfir	id=g:7358670
Qaryat al Amān	id=g:7358671
Qaryat al Fārisī	id=g:7358672
Qaryat al Ghurayyib	id=g:7358673
Qaryat al Khān	id=g:7358674
Qaryat ar Rukayb	id=g:7358675
Qaryat aţ Ţiwāl	id=g:7358676
Qaryat az̧ Z̧uhrah	id=g:7358677
Wādī al Quḩāf	id=g:7358678
Raḩwān	id=g:7358679
Jabal ar Rikkah	id=g:7358680
Rub‘ al Majārī	id=g:7358681
