Ea Snô	id=g:1567834
Rú Mồ Già	id=g:1574541
Sông Mo Ga	id=g:1574542
Mo Ga	id=g:1574543
Nam Moe	id=g:1574544
Ga Mộ Dức	id=g:1574545
Mộ Ðức	id=g:1574546
Mo Dong (2)	id=g:1574547
Mộ Ðạo	id=g:1574548
Mo Cuong	id=g:1574549
Mộc Thượng	id=g:1574550
Mộc Nhuận	id=g:1574551
Môc Lu	id=g:1574552
Mock Den	id=g:1574553
Mo Cho Chay	id=g:1574554
Môc Hoàn	id=g:1574555
Mộc Hóa	id=g:1574556
Núi Mô Cheo	id=g:1574557
Mộc Hạ	id=g:1574558
Mộc Ðông	id=g:1574559
Rạch Móc Ðây	id=g:1574560
Mộc Châu	id=g:1574561
Mốc Bươi	id=g:1574562
Mộc Bài	id=g:1574563
Mộc Bài	id=g:1574564
Mộc Bài	id=g:1574565
Mộc Bái	id=g:1574566
Mo Cây	id=g:1574567
Mỏ Cày	id=g:1574568
Rào Móc	id=g:1574569
Núi Mốc	id=g:1574570
Núi Mốc	id=g:1574571
Nam Meuk	id=g:1574572
Hòn Mốc	id=g:1574573
Ðộng Mốc	id=g:1574574
Chư Moc	id=g:1574575
Mô Ấp	id=g:1574576
Mo Am	id=g:1574577
Ya Mô	id=g:1574578
Phu Mo	id=g:1574579
Phu Mo	id=g:1574580
Phu Mo	id=g:1574581
Nam Mo	id=g:1574582
Nam Mô	id=g:1574583
Nam Mo	id=g:1574584
Nam Mô	id=g:1574585
Hòn Mô	id=g:1574586
Ðèo Mo	id=g:1574587
Cửa Mồ	id=g:1574588
Chư M'ô	id=g:1574589
Chư Mo	id=g:1574590
Mỏ	id=g:1574591
Chư M'nhan	id=g:1574592
Chư Mnaye	id=g:1574593
Ea Mnang	id=g:1574594
Chư Mnăng	id=g:1574595
Chư M'nan	id=g:1574596
Prêk M”lou	id=g:1574597
M”lon (1)	id=g:1574598
M”lom Yok	id=g:1574599
Da M”lo	id=g:1574600
Chư Mlem	id=g:1574601
Ea M”kea	id=g:1574602
M”kar Da Té	id=g:1574603
Phu Mi Vi	id=g:1574604
Nậm Mít Noi	id=g:1574605
Mít Nọi	id=g:1574606
Mít Noi	id=g:1574607
Nam Mit Luong	id=g:1574608
Tam Mit	id=g:1574609
Núi Mit	id=g:1574610
Nậm Mít	id=g:1574611
Nam Mit	id=g:1574612
Pointe du Mirador	id=g:1574613
Minrong Sekang	id=g:1574614
Minh Triết	id=g:1574615
Minh Tr	id=g:1574616
Minh Tân (3)	id=g:1574617
Minh Tân (1)	id=g:1574618
Minh Tân (1)	id=g:1574619
Minh Tân (1)	id=g:1574620
Minh Son	id=g:1574621
Minh Quán	id=g:1574622
Minh Phú	id=g:1574623
Minh Nông	id=g:1574624
Minh Lý	id=g:1574625
Minh Lương	id=g:1574626
Minh Lễ	id=g:1574627
Minh Lệ	id=g:1574628
Minh Lang	id=g:1574629
Minh Khánh (2)	id=g:1574630
Minh Khánh (1)	id=g:1574631
Minh Kha	id=g:1574632
Minh Hương	id=g:1574633
Minh Hương	id=g:1574634
Minh Huong	id=g:1574635
Hòn Minh Hòa	id=g:1574636
Minh Hóa	id=g:1574637
Minh Hòa	id=g:1574638
Minh Hạc	id=g:1574640
Minh Gi	id=g:1574641
Minh Ðức	id=g:1574642
Minh Ðai	id=g:1574643
Ga Minh Côi	id=g:1574644
Minh Châu	id=g:1574645
Minh Cam	id=g:1574646
Minh Cầm	id=g:1574647
Minh Cầm	id=g:1574648
Sông Minh	id=g:1574649
Phu Minh	id=g:1574650
Ngòi Minh	id=g:1574651
Ðak Minh	id=g:1574652
Chư Minh	id=g:1574653
Ming Long	id=g:1574654
Phu Ming	id=g:1574655
Chư Ming	id=g:1574656
Pointe des Mines	id=g:1574657
Pointe Minchao	id=g:1574658
Nam Min	id=g:1574659
Khe Min	id=g:1574660
Houei Min	id=g:1574661
Phu Mimiou Tang	id=g:1574662
Mĩ Lệ	id=g:1574663
Núi Mi Ka	id=g:1574664
Miếu Thôn	id=g:1574665
Miếu Ông	id=g:1574666
Miêu Nha Trại	id=g:1574667
Hòn Miếu Ngoại	id=g:1574668
Miễu Bông (1)	id=g:1574669
Rạch Miễu	id=g:1574670
Rạch Miểu	id=g:1574671
Núi Miều	id=g:1574672
Hòn Miễu	id=g:1574673
Pa-pu Ho	id=g:1574674
Ðồn Ðiền Michelin	id=g:1574675
Mia Xu	id=g:1574676
Mia Si	id=g:1574677
Sông Mía	id=g:1574678
Cap Mia	id=g:1574679
Núi Mi	id=g:1574680
Nằm Mì	id=g:1574681
Dak Mi	id=g:1574682
Da Mi	id=g:1574683
B”nöm M”hai	id=g:1574684
Suối M’ghon	id=g:1574685
Kinh Mézin	id=g:1574686
Mễ Xá	id=g:1574687
Mewal	id=g:1574688
Ia Meur	id=g:1574689
Nam Meu	id=g:1574690
Mễ Trì	id=g:1574691
Mé Trên	id=g:1574692
Suối Mẹt Mu	id=g:1574693
Mê Thủy	id=g:1574694
Nậm Met	id=g:1574695
Mễ Sơn	id=g:1574696
Mễ Sơn	id=g:1574697
Île des Merveilles	id=g:1574698
Yôk Méra	id=g:1574699
Mê Ra	id=g:1574700
Ea Mer	id=g:1574701
Mêpu Da R”nga	id=g:1574702
Me Pu Clong Du	id=g:1574703
Da Mêpu	id=g:1574704
Mêpu	id=g:1574705
Mèo Vạc	id=g:1574706
Mèo Thôn	id=g:1574707
Mèo Ðan Kép	id=g:1574708
Phu Mẹo	id=g:1574709
Nam Meng	id=g:1574710
Núi Mèn	id=g:1574711
Hòn Men	id=g:1574712
Men	id=g:1574713
Phu Me Lung	id=g:1574714
Houei Mé Lung	id=g:1574715
Mekong River	id=g:1574716
Mekong Delta	id=g:1574717
Dak Mêk	id=g:1574718
Me Hai	id=g:1574719
Île de la Méduse	id=g:1574720
Mẹc Màng	id=g:1574721
Mễ Châu	id=g:1574722
Mé Biển	id=g:1574723
Dak Mêa	id=g:1574724
Núi Me	id=g:1574725
Núi Me	id=g:1574726
Ngói Mè	id=g:1574727
Nam Mé	id=g:1574728
Khê Mê	id=g:1574729
Khău Mề	id=g:1574730
Kênh Me	id=g:1574731
Hòn Mê	id=g:1574732
Ðak Mé	id=g:1574733
Ðak Mé	id=g:1574734
Da Mê	id=g:1574735
Da Mê	id=g:1574736
Chư M'duon	id=g:1574737
Ðak Mdroung	id=g:1574738
Da M”drong	id=g:1574739
Ðak M'droh	id=g:1574740
Ea M”doal	id=g:1574741
Ea Mdhar	id=g:1574742
M”bung Sre Nao	id=g:1574743
M”bung R”hang Ngong	id=g:1574744
M”bung Dagle	id=g:1574745
Da M”brim	id=g:1574746
Da M”bri	id=g:1574747
Chư Mbrech Uay	id=g:1574748
Yôk Mbré	id=g:1574749
Yôk Mbrê	id=g:1574750
Ðak M'brê	id=g:1574751
Ea M”bar	id=g:1574752
Rạch May Vot	id=g:1574753
Kinh Mây Tưc	id=g:1574754
Phu May Tun	id=g:1574755
Mây Thôn	id=g:1574756
May Thang	id=g:1574757
Suối Mây Tàu	id=g:1574758
Núi Mây Tâp	id=g:1574759
Hòn Mây Rút	id=g:1574760
Kinh Mây Phốp	id=g:1574761
Núi Mày Nhà	id=g:1574762
Dak May Gan	id=g:1574763
May Cướng	id=g:1574764
Suối May Bom	id=g:1574765
Suối Mây	id=g:1574766
Pha May	id=g:1574767
Cù Lao Mây	id=g:1574768
Ma Xoa	id=g:1574769
Ma Xang	id=g:1574770
Núi Mavo	id=g:1574771
Ma Viên	id=g:1574772
Núi Mavieck	id=g:1574773
Mậu Yên	id=g:1574774
Mâu Vien	id=g:1574775
Mậu Viên	id=g:1574776
Mậu Thung	id=g:1574777
Mẫu Sơn	id=g:1574778
Mậu Nghĩa	id=g:1574779
Mậu Lương	id=g:1574780
Mau Long	id=g:1574781
Mậu Lâm (3)	id=g:1574782
Mậu Lâm	id=g:1574783
Mâu Hòa (2)	id=g:1574784
Mâu Hòa (1)	id=g:1574785
Mậu Hòa	id=g:1574786
Mau Giong Cay Chan	id=g:1574787
Mậu Duệ	id=g:1574788
Mậu Công	id=g:1574789
Mậu Chánh (1)	id=g:1574790
Mậu Cà (3)	id=g:1574791
Mậu Cà (1)	id=g:1574792
Mậu A	id=g:1574793
Nằm Ma Ú	id=g:1574794
Hòn Mâu	id=g:1574795
Núi Mat Vork	id=g:1574796
Mật Thôn	id=g:1574797
Mật Sơn	id=g:1574798
Ma Tsao Pu	id=g:1574799
Rạch Ma Trương	id=g:1574800
Núi Măt Răng	id=g:1574801
Mắt Quy	id=g:1574802
Núi Mắt Quỉ	id=g:1574803
Khe Ma Tô	id=g:1574804
Mật Như	id=g:1574805
Ma Tinh	id=g:1574806
Suối Matin	id=g:1574807
Mâ Tiên	id=g:1574808
Ma Ti	id=g:1574809
Ma Ti	id=g:1574810
Mã Thương	id=g:1574811
Ma Thong Sơn	id=g:1574812
Má Thôn	id=g:1574813
Ma Té Nùng	id=g:1574814
Ma Ten	id=g:1574815
Rạch Măt Ðiềt	id=g:1574816
Núi Mặt Cặt	id=g:1574817
Ma Tay	id=g:1574818
Ma Ta Xách	id=g:1574819
Núi Mã Tác	id=g:1574820
Nam Mat	id=g:1574821
Huôi Mat	id=g:1574822
Huôi Mặt	id=g:1574823
Hòn Mát	id=g:1574824
Hòn Mát	id=g:1574825
Chư Mat	id=g:1574826
Ma Sra	id=g:1574827
Nằm Ma Sing Toung	id=g:1574828
Ma Sao Phin	id=g:1574829
Ma Sa Ho	id=g:1574830
Récif Marsh	id=g:1574831
Núi Marrai	id=g:1574832
Chư Ma Ro	id=g:1574833
Banc de la Marne	id=g:1574834
Canal Maritime	id=g:1574835
Marin	id=g:1574836
Ma Rền	id=g:1574837
Montagnes de Marbre	id=g:1574838
Mar Baye (2)	id=g:1574839
Mar Baye (1)	id=g:1574840
Ma Rảng	id=g:1574841
Núi Ma Rai	id=g:1574842
Dak Mar	id=g:1574843
Dak Mar	id=g:1574844
Chư Mar	id=g:1574845
Ma Quoai Thang	id=g:1574846
Ma Quay Hồ	id=g:1574847
Ma Qua Thang	id=g:1574848
Ma Quan	id=g:1574849
Ma Pô Chai	id=g:1574850
Ðèo Ma Phúc	id=g:1574851
Ma Phang Sung Chay	id=g:1574852
Ma Phan	id=g:1574853
Nam Map	id=g:1574854
Huôi Mập	id=g:1574855
Mao Xao Phing	id=g:1574856
Maou San	id=g:1574857
Mao Tsao Po	id=g:1574858
Mao Tsao Ping	id=g:1574859
Phu Mao Tien	id=g:1574860
Mao Teao Tchay	id=g:1574861
Mao Tao Sang	id=g:1574862
Phu Ma Ố Sin	id=g:1574863
Mao Sao Ping	id=g:1574864
Mao San	id=g:1574865
Mao Po Tchai	id=g:1574866
Mao Ping	id=g:1574867
Mạo Phô	id=g:1574868
Ma On San	id=g:1574869
Mao Mu San Chay	id=g:1574870
Núi Mao Len	id=g:1574871
Mạo Khê	id=g:1574872
Mạo Khê	id=g:1574873
Mào Gà	id=g:1574874
Mão Ðiền Ðông	id=g:1574875
Mao Ðiền	id=g:1574876
Mạo Chử	id=g:1574877
Mão Chinh	id=g:1574878
Mao Ché	id=g:1574879
Mão Cầu	id=g:1574880
Sông Mao	id=g:1574881
Sông Mao	id=g:1574882
Pia Mao	id=g:1574883
Khao Mao	id=g:1574884
Ea Mao	id=g:1574885
Ma Ó	id=g:1574886
Man Xuôi Hai	id=g:1574887
Mãn Xá	id=g:1574888
Man Tru Chau	id=g:1574889
Man Tie	id=g:1574890
Mantay	id=g:1574891
Rào Mạn Tác	id=g:1574892
Mãn Sơn	id=g:1574893
Man Son	id=g:1574894
Col des Mans	id=g:1574895
Col des Mans	id=g:1574896
Mans	id=g:1574897
Mần Rò	id=g:1574898
Mân Quan (1)	id=g:1574899
Man Piao	id=g:1574900
Man Phung	id=g:1574901
Ma Nôi	id=g:1574902
Man Mei	id=g:1574903
Man Mei	id=g:1574904
Mân Lộc	id=g:1574905
Manline	id=g:1574906
Mạnh Sơn	id=g:1574907
Man Hou Chan	id=g:1574908
Chư Manhiam	id=g:1574909
Mạnh Chu	id=g:1574910
Núi Man Han	id=g:1574911
Phu Man Hai	id=g:1574912
Cù Lao Ma Nha	id=g:1574913
Mang Xim	id=g:1574914
Île de la Mangue	id=g:1574915
Sông Mang Thít	id=g:1574916
Mang Ta	id=g:1574917
Mang Ta	id=g:1574918
Mang Sơn	id=g:1574919
Mang Son	id=g:1574920
Mang Ri (1)	id=g:1574921
Mang Ri Yap	id=g:1574922
Mang Ri So	id=g:1574923
Mang Ri	id=g:1574924
Mang Ri	id=g:1574925
Mang Ram (3)	id=g:1574926
Mặng Phay	id=g:1574927
Phu Mang Pang	id=g:1574928
Mang Nho	id=g:1574929
Mang May (2)	id=g:1574930
Mang May (1)	id=g:1574931
Mang Luc	id=g:1574932
Ia Man Glou	id=g:1574933
Mang La	id=g:1574934
Mang Kola	id=g:1574935
Mang Kan Hò	id=g:1574936
Mangiep	id=g:1574937
Man Giang	id=g:1574938
Mang Han San	id=g:1574939
Mang Gia	id=g:1574940
Rạch Măng Ðo	id=g:1574941
Mang Cuei	id=g:1574942
Rạch Mang Chim	id=g:1574943
Ðộng Mang Chang	id=g:1574944
Mang Canh	id=g:1574945
Mang Cà	id=g:1574946
Màng But (2)	id=g:1574947
Mang Bul	id=g:1574948
Mang Búc	id=g:1574949
Mang Braih	id=g:1574950
Mang Blou (2)	id=g:1574951
Mang Blou (1)	id=g:1574952
Ma Ngan Tchay	id=g:1574953
Phu Mang	id=g:1574954
Núi Mắng	id=g:1574955
Núi Mang	id=g:1574956
Da Mang	id=g:1574957
Mẫn Ðức	id=g:1574958
Man Dit	id=g:1574959
Chư Man Diou	id=g:1574960
Man Diou	id=g:1574961
Sông Man Bao	id=g:1574962
Man Bang	id=g:1574963
Mán Ba Ðằng	id=g:1574964
Souei Man	id=g:1574965
Ngòi Mán	id=g:1574966
Nàm Man	id=g:1574967
Nằm Man	id=g:1574968
Khao Man	id=g:1574969
Khao Mán	id=g:1574970
Hòn Mạn	id=g:1574971
Núi Ma Mon	id=g:1574972
Ma Moi	id=g:1574973
Mam Meo	id=g:1574974
Núi Ma Ma	id=g:1574975
Ðak Mam	id=g:1574976
Ma Lu Thảng	id=g:1574977
Ma Lú Thang	id=g:1574978
Ma Lu Ten	id=g:1574979
Má Lũng	id=g:1574980
Ma Lou Tchoung	id=g:1574981
Ma Lou Tchai	id=g:1574982
Ma Lou Tang	id=g:1574983
Ma Loung Ka	id=g:1574984
Ma Loung	id=g:1574985
Maloo	id=g:1574986
Ma Loi	id=g:1574987
Ma Li San	id=g:1574988
Ma Li Pho	id=g:1574989
Ma Liem	id=g:1574990
Ma Li Chai	id=g:1574991
Ma Lao Coc	id=g:1574992
Sông Ma Lam	id=g:1574993
Malam	id=g:1574994
Mak Pan	id=g:1574995
Makouai	id=g:1574996
Ma Ko Pou La Tiai	id=g:1574997
Ma Kop	id=g:1574998
Ma Koi Ha	id=g:1574999
Ma Ko	id=g:1575000
Ma Khoan San	id=g:1575001
Col de Ma Kan	id=g:1575002
Mai Xuyên	id=g:1575003
Mai Xá (2)	id=g:1575004
Mai Xá Thượng	id=g:1575005
Mải Xá Hạ	id=g:1575006
Mai Xá Chanh	id=g:1575007
Mai Xá	id=g:1575008
Mai Xá	id=g:1575009
Mai Vuc	id=g:1575010
Mai Vũ	id=g:1575011
Mai Trung	id=g:1575012
Mai Thượng	id=g:1575013
Mai Thu	id=g:1575014
Mại Thôn	id=g:1575015
Mai Thinh	id=g:1575016
Mai Sưu	id=g:1575017
Mai Sơn	id=g:1575018
Mai Sơn	id=g:1575019
Mái Sóc	id=g:1575020
Mai Sảo Hạ (2)	id=g:1575021
Maï Quy	id=g:1575022
Mai Phương	id=g:1575023
Mai Phúc	id=g:1575024
Mai Phi	id=g:1575025
Mai Pha	id=g:1575026
Mai Nội	id=g:1575027
Núi Mái Nhà	id=g:1575028
Mái Nhà	id=g:1575029
Mai Nay	id=g:1575030
Nằm Mai Mo	id=g:1575031
Mai Lương	id=g:1575032
Mai Lũng	id=g:1575033
Mai Lũng	id=g:1575034
Quận Mai Lĩnh	id=g:1575035
Mai Lĩnh	id=g:1575036
Mai Lĩnh	id=g:1575037
Mai Lĩnh	id=g:1575038
Mai Lạp	id=g:1575039
Mai Lãnh Hạ	id=g:1575040
Núi Mai Lai	id=g:1575041
Mai Hiên	id=g:1575042
Mai Hạ	id=g:1575043
Mai Hạ	id=g:1575044
Mai Giáp	id=g:1575045
Mai Giang	id=g:1575046
Rạch Mái Giầm	id=g:1575047
Kinh Mái Giầm	id=g:1575048
Mại Ðức	id=g:1575049
Mai Ðộng	id=g:1575050
Mai Ðọng	id=g:1575051
Mai Dông	id=g:1575052
Mai Ðộ	id=g:1575053
Maï Djueng	id=g:1575054
Mai Ðiều	id=g:1575055
Mai Diêm	id=g:1575056
Mai Dich	id=g:1575057
Mai Cương	id=g:1575058
Mai Chử	id=g:1575059
Mai Chầu	id=g:1575060
Mai Châu	id=g:1575061
Mai Cầu	id=g:1575062
Rào Mai	id=g:1575063
Phu Mai	id=g:1575064
Hòn Mai	id=g:1575065
Hòn Mai	id=g:1575066
Suối Ma Hy	id=g:1575067
Ma Hon	id=g:1575068
Ma Hoang Ping	id=g:1575069
Nam Ma Hò	id=g:1575070
Ma Ham	id=g:1575071
Núi Maha	id=g:1575072
Núi Ma Ha	id=g:1575073
Phu Mah	id=g:1575074
Chư Mah	id=g:1575075
Ma Goai Thang	id=g:1575076
Núi Magna	id=g:1575077
Île Madeleine	id=g:1575078
Ma Dan (2)	id=g:1575079
Madagui	id=g:1575080
Suối Ma Da	id=g:1575081
Phu Má Củ	id=g:1575082
Houei Má Củ	id=g:1575083
Măc Thôn	id=g:1575084
Mâc Táo	id=g:1575085
Mac Pẻng	id=g:1575086
Mạc Khê	id=g:1575087
Ma Choi	id=g:1575088
Mạch Nước	id=g:1575089
Ma Cheu Piéng	id=g:1575090
Ma Cheu	id=g:1575091
Mã Chắo	id=g:1575092
Núi Mã Chang	id=g:1575093
Ma Cha	id=g:1575094
Mặc Cầu	id=g:1575095
Kinh Mặc Cần Dưng	id=g:1575096
Mặc Bắc	id=g:1575097
Kinh Ma Cau	id=g:1575098
Mac Ao	id=g:1575099
Ma Cam	id=g:1575100
Ma Cai Hô	id=g:1575101
Rú Mạc	id=g:1575102
Pia Mac	id=g:1575103
Nam Mac	id=g:1575104
Khao Mac	id=g:1575105
Núi Mà Bô	id=g:1575106
Chư Ma Bai	id=g:1575107
Ma Am	id=g:1575108
Ga Ma A Lâm	id=g:1575109
Sông Ma	id=g:1575110
Nam Ma	id=g:1575111
Phu Ma	id=g:1575112
Phu Ma	id=g:1575113
Núi Mã	id=g:1575114
Nam Ma	id=g:1575115
Nằm Ma	id=g:1575116
Nằm Ma	id=g:1575117
Nam Mạ	id=g:1575118
Nam Ma	id=g:1575119
Khău Mã	id=g:1575120
Khao Ma	id=g:1575121
Khao Ma	id=g:1575122
Ðộng Ma	id=g:1575123
Cù Lao Ma	id=g:1575124
Co Ma	id=g:1575125
Lý Viêt	id=g:1575126
Ly Tzeu Ping	id=g:1575127
Lý Trà	id=g:1575128
Lý Tín	id=g:1575129
Ly Thôn	id=g:1575130
Ly Ta	id=g:1575131
Ly Sai	id=g:1575132
Ly Phan	id=g:1575133
Chenal du Lynx	id=g:1575134
Lý Nhơn Nam	id=g:1575135
Lý Nhơn Bằc	id=g:1575136
Lý Nhơn	id=g:1575137
Lý Nhân	id=g:1575138
Lý Nhân	id=g:1575139
Sông Lý Lý	id=g:1575140
Ly Luông	id=g:1575141
Ly Lang (1)	id=g:1575142
Lý Hòa	id=g:1575143
Lý Dưởng	id=g:1575144
Lý Ðổ	id=g:1575145
Lý Cốt	id=g:1575146
Ly Câu	id=g:1575147
Suối Ly	id=g:1575148
Nam Ly	id=g:1575149
Kinh Luỳnh Quỳnh	id=g:1575150
Lũ Yên	id=g:1575151
Luy Dưng	id=g:1575152
Sông Lũy	id=g:1575153
Lu Xi Ping	id=g:1575154
Suối Lù Vân	id=g:1575155
Lừu Sang Hồ	id=g:1575156
Lu Un	id=g:1575157
Lu Um	id=g:1575158
Chenal du Lutin	id=g:1575159
Phu Lu Thủy Hồ	id=g:1575160
Sông Lu Siêm Giang	id=g:1575161
Kinh Luro Canalisee Trà Ngoa	id=g:1575162
Lũ Phú	id=g:1575163
Lũ Phong	id=g:1575164
Lũ Phong	id=g:1575165
Lũ Phong	id=g:1575166
Suối Lúp	id=g:1575167
Hòn Lúp	id=g:1575168
Lưu Xá	id=g:1575169
Lưu Xá	id=g:1575170
Lưu Xá	id=g:1575171
Lưu Xá	id=g:1575172
Lưu Xá	id=g:1575173
Lưu Sơn	id=g:1575174
Lưu Phương	id=g:1575175
Lưu Phái	id=g:1575176
Lưu Nghiêp Anh	id=g:1575177
Lưu Mỹ	id=g:1575178
Lưu Khê	id=g:1575179
Lưu Khê	id=g:1575180
Lưu Hiền	id=g:1575181
Lưu Ðồn	id=g:1575182
Ngòi Luot	id=g:1575183
Lữ Phong	id=g:1575184
Lương Yến	id=g:1575185
Lương Xâm	id=g:1575186
Lương Xá	id=g:1575187
Lương Xá	id=g:1575188
Lương Xá	id=g:1575189
Lương Xá	id=g:1575190
Lương Xá	id=g:1575191
Lương Xá	id=g:1575192
Lương Trung	id=g:1575193
Lương Trình	id=g:1575194
Lương Thượng	id=g:1575195
Lương Thọ (2)	id=g:1575196
Lương Thiện	id=g:1575197
Lương Thiện	id=g:1575198
Lương Thiện	id=g:1575199
Lương Thân	id=g:1575200
Lương Thái	id=g:1575201
Lương Tàm	id=g:1575202
Lương Tâm	id=g:1575203
Lương Tài	id=g:1575204
Lương Sơn (6)	id=g:1575205
Lương Sơn (4)	id=g:1575206
Lương Sơn	id=g:1575207
Lương Sơn	id=g:1575208
Lương Sơn	id=g:1575209
Lương Sơn	id=g:1575210
Lương Sờn	id=g:1575211
Lương Sơn	id=g:1575212
Lương Quán	id=g:1575213
Lương Phước	id=g:1575214
Lương Phúc	id=g:1575215
Lương Phú	id=g:1575216
Lương Phú	id=g:1575217
Lương Phú	id=g:1575218
Lương Phi	id=g:1575219
Lương Ngọc	id=g:1575220
Lương Mông	id=g:1575221
Lương Man	id=g:1575222
Lương Maa	id=g:1575223
Lương Lỗ	id=g:1575224
Lương Lại	id=g:1575225
Lưỡng Kỳ	id=g:1575226
Lương Kim	id=g:1575227
Lương Kiêt	id=g:1575228
Lương Khê	id=g:1575229
Lương Khê	id=g:1575230
Lương Kê	id=g:1575231
Lương Hội	id=g:1575232
Kinh Lương Hòa	id=g:1575233
Lương Hòa	id=g:1575234
Lương Hòa	id=g:1575235
Lương Hà	id=g:1575236
Lương Ðịnh	id=g:1575237
Lương Ðiên	id=g:1575238
Lương Ðiền	id=g:1575239
Lương Ðiền	id=g:1575240
Lương Ðiền	id=g:1575241
Lương Ðiên	id=g:1575242
Lương Ðiền	id=g:1575243
Lương Cụ	id=g:1575244
Lương Can	id=g:1575245
Lương Cải Hạ	id=g:1575246
Lương Bằng	id=g:1575247
Phu Lương	id=g:1575248
Ngòi Lương	id=g:1575249
Cao Lương	id=g:1575250
Bàu Lương	id=g:1575251
Núi Lươi Hai	id=g:1575252
Lươi Cái	id=g:1575253
Lược Khiếu	id=g:1575254
Sông Lược	id=g:1575255
Luong Võ	id=g:1575256
Núi Lưng Sơn	id=g:1575257
Luong Oai	id=g:1575258
Luong Noi	id=g:1575259
Luong Khouong	id=g:1575260
Luong Khi	id=g:1575261
Luong Kan	id=g:1575262
Luỏng Huồng	id=g:1575263
Luong Hao	id=g:1575264
Luống Ðò	id=g:1575265
Sông Luông	id=g:1575266
Phu Luong	id=g:1575267
Phu Luong	id=g:1575268
Phu Luộng	id=g:1575269
Pha Luong	id=g:1575270
Núi Luong	id=g:1575271
Nam Luong	id=g:1575272
Nam Lừm	id=g:1575273
Mũi Luoi Cay	id=g:1575274
Lữ Ðiền	id=g:1575275
Luổc Sỏm	id=g:1575276
Lưc Nòng	id=g:1575277
Lực Hánh	id=g:1575278
Lực Diền	id=g:1575279
Lực Ðáp	id=g:1575280
Sông Luộc	id=g:1575281
Lư Bư	id=g:1575282
Núi Lư	id=g:1575283
Lun Tang	id=g:1575284
Lũng Xúm	id=g:1575285
Lũng Xi	id=g:1575286
Lũng Xa	id=g:1575287
Lũng Vào Làng	id=g:1575288
Lũng Vai	id=g:1575289
Lung Un	id=g:1575290
Lũng Uât	id=g:1575291
Lũng Tung	id=g:1575292
Lũng Tủng	id=g:1575293
Lũng Trừng	id=g:1575294
Lũng Tràu	id=g:1575295
Lũng Tiềm	id=g:1575296
Lung Ti Dei	id=g:1575297
Lũng Thông	id=g:1575298
Lũng Thoang	id=g:1575299
Lũng Thỏ	id=g:1575300
Lung Thang	id=g:1575301
Lùng Thàng	id=g:1575302
Lũng Than	id=g:1575303
Lũng Tàn	id=g:1575304
Lũng Tai	id=g:1575305
Lũng Tả	id=g:1575306
Lũng Sừm	id=g:1575307
Lũng Sung	id=g:1575308
Lũng Sót	id=g:1575309
Lũng Sộc Phầy	id=g:1575310
Lũng Siêng	id=g:1575311
Lũng Sì	id=g:1575312
Lũng Si	id=g:1575313
Lũng Sằng	id=g:1575314
Lũng Sam	id=g:1575315
Lũng Riễn	id=g:1575316
Lũng Rìa Tẩu	id=g:1575317
Lũng Quân	id=g:1575318
Lũng Qua	id=g:1575319
Lũng Po	id=g:1575320
Lủng Pỏ	id=g:1575321
Lùng Pò	id=g:1575322
Lũng Piên	id=g:1575323
Lũng Phục	id=g:1575324
Lung Phuc	id=g:1575325
Lũng Phua	id=g:1575326
Lũng Phi	id=g:1575327
Lũng Phặc	id=g:1575328
Lũng Pán	id=g:1575329
Lùng Oi	id=g:1575330
Lũng Oảt	id=g:1575331
Lũng Ỏ	id=g:1575332
Lũng Nọt	id=g:1575333
Cao Lung Noi	id=g:1575334
Lũng Nọi	id=g:1575335
Lung Nin	id=g:1575336
Lũng Niêo	id=g:1575337
Lũng Niên	id=g:1575338
Lung Nie	id=g:1575339
Lũng Nhùng	id=g:1575340
Rạch Lung Nha Toán	id=g:1575341
Lũng Nhân	id=g:1575342
Lũng Ngươm	id=g:1575343
Lũng Nám	id=g:1575344
Lũng Nà	id=g:1575345
Lũng Mười	id=g:1575346
Lũng Mò (2)	id=g:1575347
Lũng Mò (1)	id=g:1575348
Lung Moueui	id=g:1575349
Lung Mò Tôc	id=g:1575350
Dường Lung Móp Văn	id=g:1575351
Lũng Mớ	id=g:1575352
Lũng Mò	id=g:1575353
Lũng Miầu	id=g:1575354
Lung Mau	id=g:1575355
Lung Mat	id=g:1575356
Lủng Măn	id=g:1575357
Lũng Man	id=g:1575358
Lũng Mác Mât	id=g:1575359
Lùng Lý	id=g:1575360
Lũng Luông (2)	id=g:1575361
Lung Luông Nua	id=g:1575362
Núi Lung Luông	id=g:1575363
Lung Luong	id=g:1575364
Ðèo Lũng Lô	id=g:1575365
Lũng Liền	id=g:1575366
Lung Liên	id=g:1575367
Lung Leo	id=g:1575368
Lũng Lầu	id=g:1575369
Lũng Lầu	id=g:1575370
Lung Lai	id=g:1575371
Lung Lách	id=g:1575372
Lũng Lạc	id=g:1575373
Lũng Kít	id=g:1575374
Lung Kiang	id=g:1575375
Lũng Khum Nọc	id=g:1575376
Lũng Khum Ðâu	id=g:1575377
Lung Khoen	id=g:1575378
Lũng Khi Cháo	id=g:1575379
Lung Huong	id=g:1575380
Lũng Hôc	id=g:1575381
Lũng Hoai (1)	id=g:1575382
Lũng Hoài (1)	id=g:1575383
Lũng Hoài	id=g:1575384
Lung Hô	id=g:1575385
Lủng Hình	id=g:1575386
Lũng Hính	id=g:1575387
Lung Hat (1)	id=g:1575388
Lung Hang	id=g:1575389
