Tītīn Darah	id=g:1474234
Majīd Kōṯ	id=g:7110310
Shalt	id=g:7110311
Shīnaṟay	id=g:7110312
Kundahgal	id=g:7110313
Kundahgal Dahan Māmōr	id=g:7110314
Zhak	id=g:7110320
Ādamwak	id=g:7110321
Asantal	id=g:7110322
Waras	id=g:7110323
Charmō Ghar	id=g:7110498
Beramnī Ghar	id=g:7110499
Bātāsh	id=g:7110590
Cherahgal	id=g:7110591
Bargē Gol	id=g:7110592
Shāh Mīrak	id=g:7110593
Dērah	id=g:7110594
Bozahgal	id=g:7110595
Markaz-e Woluswālī-ye Nārī	id=g:7110596
Tūkrē Nāw	id=g:7110597
Tōrtam Khwaṟ	id=g:7110598
Dādrīm	id=g:7322275
Lāghay-e Sūrdik	id=g:7322310
Lōy Ḏōr Ghāṟah	id=g:7322311
Chapah Mānjī Ghar	id=g:7322450
Gikin	id=g:7325295
Shaylahhā-ye Pūda’ī	id=g:7352666
Rōd-e Pūda‘ī	id=g:7353331
Pur Adab	id=g:7370192
Tāṉah-ye Malham	id=g:7374102
Darah-ye Zangī Bāshī	id=g:7374103
Daryā-ye Shōr Zangī	id=g:7374104
Chashmah-ye Alamlīk	id=g:7374105
Kōh-e Bēl-e Parandāz	id=g:7374106
Darah-ye Shōr-e Karamandī	id=g:7374107
Walāṟ Sarshēlē	id=g:7378229
Kaz̲h̲ē Māndêh	id=g:7379887
Shaylahhā-ye Sīāh Kōh	id=g:7391173
Hadīrē Māndêh	id=g:7391322
Khalminjak	id=g:7391331
Rōd-e Jūlshang	id=g:7391414
Bāz Muḩammad Ghunḏêy	id=g:7391523
Ya‘qūb Māndêh	id=g:7391647
Kelek Jar	id=g:7391659
Srah Kalā	id=g:7391660
Darah-ye Hajdah Kōtal	id=g:7392410
Pūdah Tal	id=g:7392429
Parchow-e Pinjāh wa Shash	id=g:7392431
Biland Hawā	id=g:7392850
Mukhaţar Kalā	id=g:7392964
Dāsh	id=g:7394324
Shayr Surkh	id=g:7394343
Khārākū	id=g:7394344
Pāy Nāmak Nāwêr	id=g:7394419
Jārūkêṟêy Nāwêr	id=g:7394420
Pūzah-e Ēshān	id=g:7406096
Now Shayrwān	id=g:7409774
Darwāzah	id=g:7409775
Darwāzah	id=g:7409776
Tangī-ye Larwand	id=g:7418892
Kōtal-e Ghuchgak	id=g:7418893
Tangī-ye Gheshlāghak	id=g:7418894
Darah-ye Nalār	id=g:7419154
Darah-ye Sōkhtah	id=g:7419155
Dê Gandah Chāh Rōd	id=g:7423952
Shīn Ghaz	id=g:7426462
Khwājah Aḩmad	id=g:7427600
Mullā Ya‘qūb Kalā	id=g:7427601
Shah Dōst Nāwêr	id=g:7427625
Khūnī Māndêh	id=g:7428059
Shōrakiyān Māndêh	id=g:7428067
Ghowch Kōl	id=g:7428138
‘Abbās ‘Alī	id=g:7428146
Dê Kêlay Māndêh	id=g:7428348
Wardak Hā	id=g:7428349
Gārāj-e Muḩammad Yōsuf Khān	id=g:7428350
Sayyid Mūsá Jān Kêlay	id=g:7428351
Maṟ Wanday	id=g:7428352
Ḩājī Mullā ‘Abbās	id=g:7428353
Khwājah Aḩmad Maywandī	id=g:7428354
Darah-ye War Jān	id=g:7428355
Şāhib Zādah Lār	id=g:7428547
Dārōkhān Lār	id=g:7428548
Gudāmī Lār	id=g:7428549
Ghulām Ḩaīdar Khān Lār	id=g:7428661
Spīn Chūr Das̲h̲t	id=g:7428662
Pālēz Khwā Lār	id=g:7428686
Mūsá Khān Lār	id=g:7428699
Faqīr Das̲h̲t	id=g:7429603
‘Alīān Nāwêr	id=g:7430361
Kārēz-e Mazār	id=g:7430607
Kārēz-e Tōr Khān	id=g:7430608
Kārēz-e Khwājah Pāksār	id=g:7430609
Surkh Sang Māndêh	id=g:7432929
Itō	id=g:7432940
Walī Nīkêh	id=g:7432941
‘Abdūr Raḩmān Nīkêh	id=g:7432942
Khinjakak Kārēz	id=g:7432943
Dê Das̲h̲t Kêghatū	id=g:7432944
Qanāt-e Ḏaṟī	id=g:7432949
Shamalghō Gowd	id=g:7435800
Shādī Khān Gowd	id=g:7435801
Wusay	id=g:7435802
Ya‘qūb Tsāh	id=g:7435803
Ābō Tsāh	id=g:7435804
Sêway Tsāh	id=g:7435805
Tarakī Tsāh	id=g:7435806
Aspānd	id=g:7435807
Ustākār Nāwêr	id=g:7436678
Fābrīkah-ye Maywah	id=g:7437352
Ta‘mīrāt-e Kampanī ‘Azīzullāh Ḩalīm Kampanī	id=g:7437368
Maktab-e Hawā’ī	id=g:7437369
Dê ‘Abdul Wahāb Kalāchah	id=g:7437370
Dê Sūr Kārēz Shaylah	id=g:7437371
Rōd-e Dzangalī	id=g:7439946
Sar Band Ōbêh	id=g:7439947
Shaylah-ye Ghūjur	id=g:7439948
Shaylah-ye Ghūjur	id=g:7439949
Shaylah-ye Khirū	id=g:7439950
Awparō Shaylah	id=g:7439951
Kamkaī Zīnah	id=g:7439952
Kaḏō Tangaī	id=g:7439953
Āghā Muḩammad Kalā	id=g:7440957
Alār	id=g:7441787
Maḩallah	id=g:7441788
Qal‘ah-ye Farhād	id=g:7441796
Nāwêr Rōd	id=g:7441802
Tūtū	id=g:7441803
Maktab-e Angūrī	id=g:7443427
Zamtō Nāwah	id=g:7447008
Sayyid Ōsān Nāwah	id=g:7447009
Chihil Gazī Bābā	id=g:7447010
Darah-ye Jāgh	id=g:7447011
Lanḏay Kārēz	id=g:7449688
Dê Āshūzō Nāwah	id=g:7449689
Sar Kōshtah Band	id=g:7449690
Dê Anār Shaylah	id=g:7449691
Ambār Shaylah	id=g:7449692
Garwaṟah Shaylah	id=g:7449693
Kherwārī Chīnah	id=g:7449694
Wêch Bāghtū Māndêh	id=g:7449695
Miyān Jōy Kêlay	id=g:7449696
Zīārat-e Mullā Shābān	id=g:7452706
Chihil Gazī Shaylah	id=g:7452707
Bandū	id=g:7453740
Ladī	id=g:7453741
Qaryah-ye ĒI	id=g:7453847
Jōy-e Kuhnah	id=g:7454009
Arzanī	id=g:7454010
Kōrdū	id=g:7454011
Dam	id=g:7454249
Rāh-e Qal‘ah-ye Hindū	id=g:7454250
Rasūl Rōd	id=g:7454251
Qal‘ah-ye Mowlawī Şāḩib	id=g:7454252
Khwājah-ye Khiẕir	id=g:7457217
Jar-e Kalān-e Khushk	id=g:7468870
Darah-ye Lisak	id=g:7468907
Jar-e Gargarah	id=g:7468908
Talkhowak	id=g:7468909
Shaylah-ye Taymuryā	id=g:7468910
Samanī	id=g:7468911
Shaylah-ye Kūhnah	id=g:7468912
Jar-e Kāsh	id=g:7468913
Jar-e Kākul	id=g:7468914
Jar-e Āwdār	id=g:7468915
Jarah Gak	id=g:7468916
Jar-e Karishkī	id=g:7468917
Jar-e Qishlāq	id=g:7468918
Jar-e Surkh	id=g:7468919
Jar-e Jangal	id=g:7468920
Kichak	id=g:7468921
Jarah Gak	id=g:7468922
Jar-e Bāghchah	id=g:7468923
Kōh-e Shōr Āb	id=g:7468924
Shaylah-ye Shōr Āb	id=g:7468925
Jar-e Zīrnīch	id=g:7468926
Shaylah-ye Tanōrah	id=g:7468927
Shaylah-ye Uzhdak	id=g:7468928
Kōh-e Lumbīdah	id=g:7468929
Jar-e Sang Safayd	id=g:7469807
Jar-e Safaydār	id=g:7469808
Nāwah-ye Kharak	id=g:7475171
Qowī Āzād	id=g:7475172
Shaylah-ye Shibar	id=g:7475173
Jar-e Yakhdān	id=g:7475174
Darah-ye Tīlā	id=g:7475175
Tīlā	id=g:7475176
Nāwah-ye Zartalah	id=g:7475206
Darah-ye Majarā	id=g:7475207
Baghalghū	id=g:7475208
Shaylah-ye Band-e Zard	id=g:7475209
Maghal Ghow	id=g:7475210
Shahīdān	id=g:7475211
Khalīfah-ye Gulō Jān	id=g:7475212
Bakrī	id=g:7475213
Jar-e Şaghowah	id=g:7475214
Kōh-e ‘Alī Āghā	id=g:7475215
Kārēz-e Yarkhān	id=g:7475216
Kōh-e Māṟ Kōh Sīāh	id=g:7475217
Kōh-e Jidā	id=g:7475218
Nāwah-ye Shōrwā	id=g:7475219
Nāwah-ye Sartal-e Khushk	id=g:7475220
Shaylah-ye Tamās	id=g:7475221
Jar-e Taymanī	id=g:7475222
Kōrāb-e Darwāzah	id=g:7475223
Kōrāb-e Bāzak	id=g:7475224
Jar-e Zard	id=g:7475225
Jar-e Zowārah	id=g:7475226
Jar-e Nowishkan	id=g:7475227
Kōrāb-e Nādir	id=g:7475228
Jar-e Galah Bayd	id=g:7475229
Shaylah-ye Nakhshī	id=g:7475230
Khānabigī	id=g:7475311
Jar-e Rāh	id=g:7475312
Sar Jar-e Tīshpālak	id=g:7475313
Jāy	id=g:7475314
Rāh-e Rowī Zālak	id=g:7475315
Tōkhī	id=g:7475417
Ōs̲h̲band	id=g:7475418
Ghulām Şadīq Kalā	id=g:7475419
Ōrgumyay Māndêh	id=g:7475420
Ghadīr-e Muḩammad ‘Omar	id=g:7489474
Jar-e Rabāţ	id=g:7489475
Hāmūn-e Şābirī	id=g:7489476
Pishawrān	id=g:7489477
Shaylah-ye Padakah	id=g:7489478
Pishawrān	id=g:7489479
Gīmzard	id=g:7489480
Lōy Tsādar Māndêh	id=g:7489516
Rōd-e Kangāl	id=g:7489523
Bārīkistān	id=g:7489524
Dōmak	id=g:7489525
Darjaq	id=g:7489526
Qow Shaqz	id=g:7489527
Z̄ulkul Samāy	id=g:7489528
Kōh-e Gīmā	id=g:7489529
Band-e Ghūjahgak	id=g:7489530
Farāh Rōd	id=g:7489531
Darah-ye Humay Khān	id=g:7489532
Zīārat-e Khwājah Sabz Pōsh	id=g:7489533
Jar-e Tēl-e Surkhak	id=g:7489534
Darah-ye Chahār Sang	id=g:7489535
Band-e Ţibchāq	id=g:7489536
Band-e Ghulghulī	id=g:7489537
Darah-ye Nayk	id=g:7489538
Jar-e Khwājah Ḩasan	id=g:7489539
Taygh-e Archah	id=g:7489540
Jar-e Sinjitak	id=g:7489541
Jar-e Khak-e Idī	id=g:7489542
Taygh-e Kalāgh	id=g:7489543
Jar-e Awlī	id=g:7489544
Jar-e Ādīnah	id=g:7489545
Jar-e Āsyā	id=g:7489546
Jar-e Sangīnah	id=g:7489547
Jar-e Tā’ī Bayd	id=g:7489548
Kharah-ye Jowzān	id=g:7489549
Jar-e Bargah-ye Kaj	id=g:7489550
Jar-e Tākak	id=g:7489551
Darah-ye Khwājah Muzdān	id=g:7489552
Sar-e Shaghzak	id=g:7489553
Jar-e Iskandar Bēg	id=g:7489554
Jar-e Shugūnghāl	id=g:7489555
Jar-e Hazārahhā	id=g:7489556
Jar-e Panalīkhāj	id=g:7489557
Jar-e Distāsak	id=g:7489558
Jar-e Āb Ghulghul	id=g:7489559
Ghār-e Chihiltan	id=g:7489560
Taygh-e Chihiltan	id=g:7489561
Taygh-e Shīshah	id=g:7489562
Jar-e Shayghlah	id=g:7489563
Taygh-e Chahār Maghz	id=g:7489564
Sargah-ye Ārmah	id=g:7489565
Jar-e Ghulghul	id=g:7489566
Jar-e Ghūjahgak	id=g:7489567
Jar-e Jowzak	id=g:7489568
Jar-e Sīnah Būghūr	id=g:7489569
Jar-e Tūlak	id=g:7489570
Taygh-e Buzghāl	id=g:7489571
Jar-e Āw Baydak	id=g:7489572
Jar-e Shōrak	id=g:7489573
Taygh-e Minkāl-e Rabāţak	id=g:7489574
Pōzah-ye Dahān-e Rabāţ	id=g:7489575
Taygh-e Gazī Yakah	id=g:7489576
Kharah-ye Bībī Shōrak	id=g:7489577
Taygh-e Alam Chōb	id=g:7489578
Pushtah-ye Nayk	id=g:7489579
Jar-e Nayk	id=g:7489580
Jar-e Archah	id=g:7489581
Jar-e Sang Āb	id=g:7489582
Jar-e Mīrgul	id=g:7489583
Pushtah-ye Mīrgul	id=g:7489584
Jar-e Kabūtar Khān	id=g:7489585
Bīnjar	id=g:7489586
Dahān-e Kānbastah	id=g:7489587
Tagāw-e Ishlan	id=g:7489588
Sangzard	id=g:7489589
Ghowā-ye Ḩamalīā	id=g:7489590
Jar-e Tūtak	id=g:7489591
Jar-e Mīndīshī	id=g:7489592
Dahān-Tūtak	id=g:7489593
Kōh-e Pīāzī	id=g:7489594
Jar-e Oshtur Rāh	id=g:7489595
Kōh-e Rasūl	id=g:7489596
Kharah-ye Now Khinjak	id=g:7489597
Jar-e Lūchistān	id=g:7489598
Nowkabūd	id=g:7489599
Jar-e Sanjitī	id=g:7489600
Jar-e Tangī Nabāt	id=g:7489601
Jar-e Gilnamakā	id=g:7489602
Jar-e Zard	id=g:7489603
Jar-e Raygshōy	id=g:7489604
Jar-e Kharistī	id=g:7489605
Jar-e Now Kabūd	id=g:7489606
Qishlāq Kuhnah	id=g:7489607
Kadūkhānah	id=g:7489608
Jar-e Sangzard	id=g:7489609
Kōh-e Gāwandāz	id=g:7489610
Jar-e Gazak	id=g:7489611
Jar-e Chaghilak	id=g:7489612
Tapah-ye Ālinj	id=g:7489613
Ghudūgh-e Sīāh	id=g:7489614
Tangī-ye Safayd	id=g:7489615
Jar-e Shīgitī	id=g:7489616
Jar-e Ramah-ye Ghāl	id=g:7489617
Kōh-e Sīāh Lākh	id=g:7489618
Sīāh Tal	id=g:7489619
Kirmīnj	id=g:7489620
Lukah-ye Safayd	id=g:7489621
Jar-e Āw	id=g:7489622
Jar-e Masjid	id=g:7489623
Darah Gak	id=g:7489624
Jar-e Zaqand	id=g:7489625
Darah-ye Gulchīn	id=g:7489626
Jar-e Ghurghurī	id=g:7489632
Jar-e Nowgalah	id=g:7489633
Jar-e Sīāh Ghārak	id=g:7489634
Jar-e Khushkak	id=g:7489635
Jar-e Gumāb	id=g:7489636
Dowālak	id=g:7489637
Sinjid	id=g:7489638
Asp Murdah	id=g:7489639
Mullā Raḩīm	id=g:7489650
Nayzār-e Zahak	id=g:7489651
Pishawrān	id=g:7489652
Pishawrān	id=g:7489653
Jahīl-e Zahak	id=g:7489654
Hadīrah	id=g:7489656
Kuḏīgak	id=g:7489657
Chahak	id=g:7489658
Kōh-e Sangīnak	id=g:7489659
Sangak Shāndah	id=g:7489660
Bābah Ḩusaīn	id=g:7489661
Ōrt-e Wazīr	id=g:7489662
Āwbārīk	id=g:7489663
Tal-e Khushk	id=g:7489664
Gulzārak	id=g:7489665
Changharchowūsh	id=g:7489666
Maīdānak	id=g:7489667
Darah-ye Khākyārak	id=g:7489668
Nūrābād-e Pā’īn	id=g:7489669
Jar-e Sang-e Shāh-‘Arūs	id=g:7489670
Darah-ye Jowzistān	id=g:7489671
Dahānah-ye Balwā	id=g:7489672
Sīāh Lākh	id=g:7489673
Sar-e Khōnyah	id=g:7489915
Daryā-ye Shōrāw	id=g:7489923
Zūrī	id=g:7489924
Gulī	id=g:7489925
Daryā-ye Khwājah Shahāb	id=g:7489926
Rōd-e Ghōrīāqī	id=g:7489927
Qal‘ah-ye Kūmah	id=g:7489928
Darah-ye Z̄ulfigār	id=g:7489933
Qal‘ah-ye Zāklī	id=g:7489934
Jō	id=g:7489935
Arbāb Fūgar	id=g:7489936
Wādī-ye Āsīā Dīb	id=g:7489937
Chashmah-ye Khiţābī	id=g:7489938
Zīārat-e Pīr Kākī	id=g:7490993
Showz	id=g:7490994
Jar-e Ghāl-e Chahār	id=g:7490995
Dū Ābah-ye Pāch	id=g:7490996
Jar-e Shāh Baydak	id=g:7491008
Kêlay Kārēz	id=g:7491062
Bāzergān Kārēz	id=g:7491063
Kīmukhtgar Khānah	id=g:7491064
Jar-e Rāh-e Now	id=g:7491065
Jar-e Kuhnah Zarāt	id=g:7491066
Jar-e Khar Baydak	id=g:7491194
Jar-e Aylak	id=g:7491195
Jar-e Zamīnāway	id=g:7491196
Jar-e Aylasūnak	id=g:7491197
Jar-e Sayabkah	id=g:7491198
Jar-e Kajnow	id=g:7491199
Jar-e Gōr Khānah	id=g:7491200
Jar-e Ilasū	id=g:7491201
Jar-e Khūg Kushtah	id=g:7491202
Jar-e Zayrpalak	id=g:7491203
Jar-e Sōkhtah Qōl	id=g:7491204
Jar-e Ilasūnak	id=g:7491205
Jar-e Kadahal	id=g:7491206
Jar-e Baylow-e Suflá	id=g:7491207
Jar-e Wuzgūnah	id=g:7491208
Jar-e Ghumqul	id=g:7491209
Arg	id=g:7491210
Rashak	id=g:7491211
Jar-e Qurb ‘Alī	id=g:7491212
Darah-ye Gazak	id=g:7491213
Jar-e Bārkhānah	id=g:7491214
Jar-e Nayk	id=g:7491215
Qarah Kōtal	id=g:7491216
Iskīchak	id=g:7491217
Endzêr Band	id=g:7491218
Jar-e Surkh Qōlak	id=g:7491233
Jar-e Qōnaghak	id=g:7491234
Jar-e Āwparān	id=g:7491235
Jar-e Surkh Kunak	id=g:7491236
Jar-e Khārzār	id=g:7491237
Jar-e Gowrzak	id=g:7491238
Surkhsay	id=g:7491239
Jar-e Gazak	id=g:7491240
Band-e Tūtak	id=g:7491241
Jar-e Kharī	id=g:7491242
Jar-e Kharpōsh	id=g:7491243
Jar-e Taghitās	id=g:7491244
Jar-e Jarīah Khānah	id=g:7491245
Jar-e Qāẕī	id=g:7491246
Jar-e Pusht-e Gaylak	id=g:7491247
Jar-e Jowuz	id=g:7491248
Chārbirō	id=g:7491249
Yakh Chashmah	id=g:7491250
Kālū	id=g:7491251
Jar-e Kafak	id=g:7491252
Jar-e Rāh-e Now	id=g:7491253
Jar-e Qarah Bāgh	id=g:7491254
Jar-e Atar	id=g:7491255
Jar-e Rāh	id=g:7491256
Jar-e Amrak	id=g:7491257
Jar-e Haft Chashmah	id=g:7491258
Darah-ye Pusht-e Rōgh	id=g:7491259
Qōl-e Zangī	id=g:7491260
Jar-e Qōl-e Bālā	id=g:7491261
Showgīr	id=g:7491262
Rāh-e Now	id=g:7491263
Jar-e Khāk-e Zang	id=g:7491264
Jar-e Malwān	id=g:7491265
Jar-e Talkh Sayb	id=g:7491266
Jar-e Sīāh Qōl	id=g:7491267
Jar-e ‘Alī ‘Ambar	id=g:7491268
Kōh-e Kundah Sar	id=g:7491269
Jar-e Zindah Gum	id=g:7491270
Sōkhtah Qōl	id=g:7491271
Qōl-e Nigāh	id=g:7491272
Jar-e Khishnak	id=g:7491273
Jar-e Malik Bēg	id=g:7491274
Jar-e Nāwêrhā	id=g:7491275
Jar-e Būm	id=g:7491276
Zarchōbak	id=g:7491277
Jar-e Ābkhānahgak	id=g:7491278
Sīāh Ghowch	id=g:7491279
Jar-e Zarkanak	id=g:7491280
Jar-e Takhtah Chinār	id=g:7491281
Jar-e Chōbkashān	id=g:7491282
Jar-e Boghund	id=g:7491283
Jar-e Tūtak	id=g:7491284
Jar-e Mārān	id=g:7491285
Jar-e Yatīmak	id=g:7491286
Jar-e Gazak	id=g:7491287
Jar-e Jowzārī	id=g:7491288
Jar-e Khinjak	id=g:7491289
Jar-e Khāk-e Shōr	id=g:7491290
Jar-e Anārak	id=g:7491291
Jar-e Charmkhōrak	id=g:7491292
Jar-e Rabāţ	id=g:7491293
Jar-e Kajnāy	id=g:7491294
Jar-e Sīāh Chōbak	id=g:7491295
Jar-e Bāgh	id=g:7491296
Kan Nāy	id=g:7491297
Kōh-e Sabzsang	id=g:7491298
Jar-e Ghārikā	id=g:7491299
Katah Jar	id=g:7491300
Jar-e Şadīq	id=g:7491301
Jar-e Shikampur	id=g:7491302
Jar-e Nowchahgak	id=g:7491303
Darah-ye Jowzak	id=g:7491304
Darah-ye Qighiyūr	id=g:7491305
Chīnah-ye ‘Ambar Arbāb	id=g:7491306
Jar-e Kindirak	id=g:7491307
Jar-e Zanbūr	id=g:7491308
Jar-e Mazār	id=g:7491309
Jar-e Darwāzah	id=g:7491310
Jar-e Āb-e Tākhūm	id=g:7491311
Jar-e Anjīrak	id=g:7491312
Jar-e Daywālak	id=g:7491313
Jar-e Tūtak	id=g:7491314
Jar-e Gazūrī	id=g:7491315
Jar-e Kajak	id=g:7491316
Buzghālah Bandī	id=g:7491317
Jar-e Ghār-e Gōrzak	id=g:7491318
Jar-e Āwbayd	id=g:7491319
Jar-e Shirak	id=g:7491320
Jar-e Kamāb	id=g:7491321
Jar-e Kiwurd	id=g:7491322
Jar-e Jowqūl	id=g:7491323
Jar-e Qarah Now	id=g:7491324
Jang Jāy	id=g:7491325
Jar-e Gōrāw	id=g:7491326
Jar-e Qul-e Āghā	id=g:7491327
Jar-e Chahārdūgak	id=g:7491328
Jar-e Surkh Baydak	id=g:7491329
Jar-e Daywālak	id=g:7491330
Jar-e Mīrāzār	id=g:7491331
Jar-e Shakomakash	id=g:7491332
Jar-e Gilak	id=g:7491333
Jar-e Palowzār	id=g:7491334
Jar-e Saywak	id=g:7491335
Jar-e Gōrak	id=g:7491336
Jar-e Āwtak	id=g:7491337
Jar-e Zīārat	id=g:7491338
Jar-e Gōr Khānahgak	id=g:7491339
Jar-e Barghanaqul	id=g:7491340
Jar-e Chāghū	id=g:7491341
Jar-e Hamwārnow	id=g:7491342
Band-e Hamwārnow	id=g:7491343
Jar-e Sīāh Now	id=g:7491344
Jar-e Khashākash	id=g:7491345
Jar-e Qul-e Bāghī	id=g:7491346
Jar-e Saywak	id=g:7491347
Jar-e Mīrak	id=g:7491348
Jar-e Gōrzak	id=g:7491349
Jar-e Āwshāh	id=g:7491350
Jar-e Mūsh Kōtalak	id=g:7491351
Jar-e Kūn-e Gāw	id=g:7491352
Kōh-e Surkh Gil	id=g:7491353
Jar-e Pul Bandak	id=g:7491354
Jar-e Gōrzak	id=g:7491355
Jar-e Anārak	id=g:7491356
Jar-e Gulkhū	id=g:7491357
Jar-e Kanday	id=g:7491358
Jar-e Dūlanah	id=g:7491359
Jar-e Qapchaghay	id=g:7491360
Jar-e Āwbayd	id=g:7491361
Jar-e Gāw-e Kashū	id=g:7491362
Jar-e Khushk	id=g:7491363
Jar-e Ghurghurī	id=g:7491364
Jar-e Khāk-e Āghā	id=g:7491365
Jar-e Sangīnak	id=g:7491366
Jar-e Qabqōl	id=g:7491367
Jar-e Warandōr	id=g:7491368
Jar-e Mīānah Sang	id=g:7491369
Jar-e Ābkantal	id=g:7491370
Jar-e Saywak	id=g:7491371
Jar-e Palmah	id=g:7491372
Jar-e Qōl	id=g:7491373
Jar-e Surkh Gilah	id=g:7491374
Tangī-ye Saqāw	id=g:7491375
Shashnāy	id=g:7491376
Jar-e Shashaghīl	id=g:7491377
Maḩalah-ye Bālā	id=g:7492016
Nūrak	id=g:7492017
Wādī-ye Qarāwul Khānah	id=g:7492018
Şāḩib Khān	id=g:7492019
Dū Ābī	id=g:7492020
Daryā-ye Mubārak Shāh	id=g:7492021
Kōtal-e Tagāb-e ‘Ālam	id=g:7492022
Darah-ye Dōghmast	id=g:7492023
Darah-ye Daywānī	id=g:7492024
Khod-e Chāsh Bābā	id=g:7492116
Gandah Chāh	id=g:7492140
Kōh-e Mājarā	id=g:7492141
Ghowch Qōl-e Shamālī	id=g:7492142
Darah-ye Igrī Shōr	id=g:7492172
Darah-ye Zangī Bāshī	id=g:7492173
Kōh-e Bayl-e Parāndāz	id=g:7492174
Chashmah-ye Alamlīk	id=g:7492175
Tāṉah-ye Malham	id=g:7492176
Shāh Mardān	id=g:7492177
Khwājah Qūdūq	id=g:7492178
Jangal Sāliq Bāy	id=g:7492179
Qarah Tapah	id=g:7492180
Shīrīn Tagāw	id=g:7492181
Qōl-e Jūgī	id=g:7492182
Shaylah-ye Shahīdān	id=g:7492183
Qōl-e Qāsim	id=g:7492184
Qōl-e Māgh	id=g:7492185
Qōl-e Arbastū	id=g:7492186
Qōl-e Gandāw	id=g:7492187
Fāţō Pês̲h̲tah	id=g:7492188
Darah-ye Pālān	id=g:7492189
Darah-ye Panwā	id=g:7492190
Silsinak	id=g:7492191
Shayrdāgh	id=g:7492192
Tangī Sīāh Chōb	id=g:7492193
Qōl-e Jānah	id=g:7492194
Qōl-e Jōshah	id=g:7492195
Qōl-e Saywak	id=g:7492196
Qōl-e Kalān Khārī	id=g:7492197
Gêrdī Chaman Qōl	id=g:7492198
Qōl-e Ghowch Qōl	id=g:7492199
Qōl-e Khūrdak Khārī	id=g:7492200
Talī	id=g:7492201
Jar-e Talkhak	id=g:7492202
Karwul Māndêh	id=g:7492203
Jar-e Kōtal-e Hindū	id=g:7492288
Āhīngarānō Jar	id=g:7492617
Dūrmī Māndêh	id=g:7492627
Band-e Jowzak	id=g:7492628
Kōtal-e Sar-e Dāgh	id=g:7492629
Ḩişār	id=g:7492630
Kabigak	id=g:7492631
Sīāh Sang	id=g:7492632
Bābā Pīr	id=g:7492633
Rōghanī	id=g:7492634
Buzrow	id=g:7492635
Sīāhgak	id=g:7492636
Gird Sang	id=g:7492637
Kaḏalak	id=g:7492638
Jarf	id=g:7492639
Jar-e Kōrgah	id=g:7492681
Surkhkō	id=g:7492682
Sarang	id=g:7492683
Tagak	id=g:7492684
Jowzak	id=g:7492685
Paytow-e Chashmah-ye Ūk	id=g:7492686
Qal‘ah Chah	id=g:7492687
Rāh-e Afghānī	id=g:7492688
Dahān-e Darah	id=g:7492689
Darah-ye Chahārdūgak	id=g:7492696
Nāw-e Khushkak	id=g:7492697
Qarghōl	id=g:7492698
Uţāqjā	id=g:7493685
Deh-e Ghanj	id=g:7493686
Jaylā’ī	id=g:7493687
Khamzard	id=g:7493688
Surkhyak	id=g:7493689
Shibal	id=g:7493690
Shāh Bayd	id=g:7493691
Mēnah Qōlak	id=g:7493692
Karam Kush	id=g:7493956
Darah-ye Uspōk	id=g:7493957
Jar-e Ghāl-e Gowān	id=g:7494130
Arah Sang-e Saybdālak	id=g:7496587
Jar-e Khwājah-ye Khiẕir	id=g:7496588
Darah-ye Largar	id=g:7496793
Darah-ye Gīrbayd	id=g:7496794
Bār-e Zarak	id=g:7496858
Darah-ye Khushk	id=g:7496859
Rakhnah	id=g:7496907
Mūshak	id=g:7496908
Baydak-e Nasar	id=g:7496909
Nādir Murdah	id=g:7496910
Shaylah-ye Chambar	id=g:7496911
Mūshak	id=g:7496912
Darah-ye Chambar	id=g:7496913
Zardālūgak	id=g:7496914
Zinishkanak	id=g:7496915
Jar-e Dū Kunjah	id=g:7496916
Jar-e Sūrākhak	id=g:7496917
Jar-e Taylghūndak	id=g:7496918
Jar-e Qāl-e Ramah	id=g:7496919
Jar-e Mūnyār	id=g:7496920
Jar-e Ōrsh	id=g:7496921
Kaj Baydak	id=g:7496922
Jar-e Masjid	id=g:7496923
Jar-e Chuwak	id=g:7496924
Qāţurīā	id=g:7496925
Jar-e Sangar	id=g:7496926
Jar-e Kharah-ye Sīāh	id=g:7496927
Kōtal-e Qudughak	id=g:7496928
Jar-e Sang-e Chāsht	id=g:7496929
Jar-e Sihnizh	id=g:7496930
Jar-e Gandāb	id=g:7496931
Qal‘ah Şābzādah	id=g:7496932
Rōd-e Khuspās	id=g:7496933
Jar-e Parandāz	id=g:7496943
Tayl-e Ja‘far	id=g:7496944
Darah-ye Lōgham	id=g:7496946
Jar-e Chīnak	id=g:7496947
Jar-e Ḩājī Mullā Shāh	id=g:7496948
Jar-e Zay ‘Alī	id=g:7496949
Jar-e Baydullāh	id=g:7496950
Ghōţahzanak	id=g:7496951
Gowhar	id=g:7496952
Taylak-e Zōr	id=g:7496953
Jar-e Kulāgh	id=g:7496954
Sang-e Low	id=g:7496964
Taylak	id=g:7496965
Ghōţahzanak-e Sayyid Muḩammad	id=g:7496966
Jar-e Khākbārak	id=g:7496967
Tayl-e Tānī	id=g:7496968
Gōshak	id=g:7496969
Jar-e Pas	id=g:7496970
Jar-e Malang	id=g:7496971
Jar-e Wafādār	id=g:7496972
Jar-e Arbāb Sayyid Muḩammad	id=g:7496973
Jar-e Shōrak	id=g:7496974
‘Az̧īm Murdah	id=g:7496975
Pulāw-e Gulnaz̧ar	id=g:7496976
Jar-e Khalīfah	id=g:7496977
