Kafr Ibrāsh	id=g:354241
Aş Şawāliḩ	id=g:359836
Aş Şawā’iţah	id=g:359837
As Sawāhijah	id=g:359838
Aş Şawāfinah	id=g:359839
As Satā’itah	id=g:359840
As Sarw	id=g:359841
As Sarw	id=g:359842
As Sarīrīyah	id=g:359843
As Sarāqinā	id=g:359844
As Sa‘rānīyah	id=g:359845
As Saqrīyah	id=g:359846
As Sāqiyah	id=g:359847
As Sanţah	id=g:359848
As Sanţah	id=g:359849
Markaz as Sanţah	id=g:359850
Aş Şāniyah	id=g:359851
As Sanājirah	id=g:359852
Aş Şanāfīn al Qiblīyah	id=g:359853
Aş Şanāfīn al Baḩrīyah	id=g:359854
As Samaţā	id=g:359855
As Samaţā	id=g:359856
As Samārinah	id=g:359857
As Samārah	id=g:359858
As Samā‘inah	id=g:359859
As Samā‘inah	id=g:359860
As Samā’inah	id=g:359861
As Samāḩīyah al Kubrá	id=g:359862
As Salmānīyah	id=g:359863
As Salmānī	id=g:359864
Fort As Sallūm	id=g:359865
Bay of As Sallūm	id=g:359866
As Sallūm	id=g:359867
As Sālimīyah	id=g:359868
As Sālimīyah	id=g:359869
As Salīmāt	id=g:359870
Aş Şāliḩīyah	id=g:359871
Aş Şālḩīyah	id=g:359872
Aş -āliḩīyah	id=g:359873
As Şāliḩīyah	id=g:359874
Aş Şāliḩīyah	id=g:359875
Aş Şāliḩīyah	id=g:359876
As Salāţinah	id=g:359877
As Salamūnī	id=g:359878
As Salamīyah al Ḩā’iţ	id=g:359879
As Salāhīb	id=g:359880
Aş Şalāḩāt	id=g:359881
Aş Şal‘ā	id=g:359882
Aş Şakhrah	id=g:359883
As Sakākīnī	id=g:359884
As Sa‘īdīyah	id=g:359885
As Sa‘īdīyah	id=g:359886
As Sa‘īdīyah	id=g:359887
Upper Egypt	id=g:359888
Aş Şahrīj	id=g:359889
As Sāḩil Qiblī	id=g:359890
As Sāḩil Baḩrī	id=g:359891
As Sāḩil	id=g:359892
As Saḩāllah	id=g:359893
Aş Şaḩāfah	id=g:359894
Aş Şafā	id=g:359895
As Safwah	id=g:359896
Aş Şāfīyah wa Mīt al Ḩamīd	id=g:359897
Maḩaţţat aş Şaffayn	id=g:359898
Aş Şaffayn	id=g:359899
Aş Şaff	id=g:359900
Markaz aş Şaff	id=g:359901
Aş Şafāşīf	id=g:359902
As Sifānīyah	id=g:359903
As Sa‘dīyīn	id=g:359904
As Sadd	id=g:359905
As Sa‘dah	id=g:359906
Aş Şabrīyah	id=g:359907
As Sabkhāyah	id=g:359908
El Sebil	id=g:359909
Aş -abbāḩ wa Kafr ash Shahīd	id=g:359910
Tur‘at aş Şabbābah	id=g:359911
As Sabakhā	id=g:359912
As Sabā’i‘ah	id=g:359913
As Sab‘ Ābār ash Sharqīyah	id=g:359914
As Sab‘ Ābār al Gharbīyah	id=g:359915
Aş Şa‘ā’idah al Qiblī	id=g:359916
Aş Şa‘ā’idah	id=g:359917
As Sa‘ādāt	id=g:359918
Asrījah	id=g:359919
Qubûr el Asrân	id=g:359920
Minqar el ‘Asrân	id=g:359921
Jabal al ‘Aşr	id=g:359922
Jazīrat al Asqālah	id=g:359923
‘Alam el-Asmar	id=g:359924
Asmānīyah	id=g:359925
Baḩr Aşlān	id=g:359926
Aşlān	id=g:359927
Wādī Askhar	id=g:359928
Wādī Askhar	id=g:359929
‘Izbat al ‘Askar	id=g:359930
‘Ayn al ‘Askar	id=g:359931
Ḩawshat al ‘Asīrāt	id=g:359932
Ḩawḑ al ‘Asīrāt	id=g:359933
Sāniyat al ‘Asīlah	id=g:359934
Qārat al ‘Aşīdah	id=g:359935
Ghurūd al ‘Aşīdah	id=g:359936
Naqb el Asida	id=g:359937
Sāniyat al ‘Āşī	id=g:359938
Bi’r al ‘Āşī	id=g:359939
‘Ayn ‘Āshūr	id=g:359940
Būghāz Ashtūm ash Shaykh Ḩasan	id=g:359941
Būghāz Ashtūm al Jamīl	id=g:359942
Ash Shuwan	id=g:359943
Ash Shūshah	id=g:359944
Ash Shurafā	id=g:359945
Ash Shuqr	id=g:359946
Ash Shuqqah	id=g:359947
Ash Shuqayq	id=g:359948
Ash Shunţūr	id=g:359949
Ash Shimūt	id=g:359950
Ash Shūlīyah	id=g:359951
Maḩaţţat ash Shuhadā’	id=g:359952
Ash Shuhadā’	id=g:359953
Markaz ash Shuhadā’	id=g:359954
Ash Shubūl	id=g:359955
Ash Shubrāwayn	id=g:359956
Ash Shu‘ayyirah	id=g:359957
Ash Shu‘arā’	id=g:359958
Ash Shu‘arā’	id=g:359959
Ash Shinbāb	id=g:359960
Ash Shīn	id=g:359961
Ash Shīn	id=g:359962
Ash Shihābīyah	id=g:359963
Ash Shihābīyah	id=g:359964
Ḩawḑ al ‘Ashshī ash Sharqī	id=g:359965
Ḩawḑ al ‘Ashshī al Gharbī	id=g:359966
Ash Shaykh Ziyād	id=g:359967
Ash Shaykh Zayn ad Dīn	id=g:359968
Ash Shaykh Yūsuf	id=g:359969
Ash Shaykh ‘Uthmān	id=g:359970
Ash Shaykh ‘Uthmān	id=g:359971
Ash Shaykh Timay	id=g:359972
Ash Shaykh Shubaykah	id=g:359973
Ash Shaykh Shibl	id=g:359974
Ash Shaykh Salāmah	id=g:359975
Ash Shaykh Riḑwān	id=g:359976
Ash Shaykh Raḩūmah	id=g:359977
Ash Shaykh Muḩammad	id=g:359978
Ash Shaykh Mubārak	id=g:359979
Ash Shaykh Mubārak	id=g:359980
Ash Shaykh Mas‘ūd	id=g:359981
Ash Shaykh Mas‘ūd	id=g:359982
Ash Shaykh Marzūq	id=g:359983
Ash Shaykh Makram	id=g:359984
Ash Shaykh Jubayl	id=g:359985
Ash Shaykh Jād	id=g:359986
Ash Shaykhīyah	id=g:359987
Ash Shaykh Ismā‘īl	id=g:359988
Ash Shaykh ‘Ibādah	id=g:359989
Ash Shaykh Ḩusayn	id=g:359990
‘Izbat ash Shaykh Ḩasan	id=g:359991
Ash Shaykh Faḑl	id=g:359992
Ash Shaykh Ḑirghām	id=g:359993
Ash Shaykh Dā’ūd	id=g:359994
Ash Shaykh Barakah	id=g:359995
Ash Shaykh ‘Awn Allāh	id=g:359996
Ash Shaykh at Tawātī	id=g:359997
Maqām ash Shaykh ‘Aţīyah	id=g:359998
Ash Shaykhah Sālimah	id=g:359999
Ash Shaykhah Muzayyinah	id=g:360000
Ash Shaykhah Mansīyah	id=g:360001
Ash Shaykhah Mabrūkah	id=g:360002
Ash Shaykh ‘Abd Allāh	id=g:360003
Ash Shaykh ‘Abādī	id=g:360004
Ash Shawkah	id=g:360005
Ash Shāwirīyah	id=g:360006
Ash Shawbak ash Sharq	id=g:360007
Ash Shawbak al Gharbī	id=g:360008
Ash Shawbak al Ghaffārah	id=g:360009
Ash Shawbak	id=g:360010
Ash Shawbak	id=g:360011
Ash Shawāshinah	id=g:360012
Ash Shawkā	id=g:360013
Ash Shaţţ	id=g:360014
Ash Shāţibī	id=g:360015
Muḩāfaz̧at ash Sharqīyah	id=g:360016
Ash Sharqī Bahjūrah	id=g:360017
Ash Sharqāyah	id=g:360018
Ash Sharm	id=g:360019
Ash Sharāwinah al Baḩrīyah	id=g:360020
Ash Sharāwinah al Qiblīyah	id=g:360021
Ash Sha‘rānī	id=g:360022
Ash Sharā’inah	id=g:360023
Maḩaţţat ash Shanhūrīyah	id=g:360024
Ash Shinnāwīyah	id=g:360025
Ash Shanāynah	id=g:360026
Ash Shāmīyah	id=g:360027
Ash Shamāsimah	id=g:360028
Ash Shamāriqah	id=g:360029
Ash Shamā’isah	id=g:360030
Maḩaţţat ash Shallūfah	id=g:360031
Maḩaţţat ash Shallāl	id=g:360032
Ash Shallāl	id=g:360033
Ash Shā’ib	id=g:360034
Ash Shahīdī	id=g:360035
Ash Shaghānibah	id=g:360036
Ash Shaghabah	id=g:360037
Ash Shaghab	id=g:360038
Ash Shabb	id=g:360039
Ash Shabāsīyah	id=g:360040
Ash Sha‘bānī	id=g:360041
Ash Shabānāt	id=g:360042
Ashrūbah	id=g:360043
Juzur Ashrāfī	id=g:360044
Tall al Ashmūnayn	id=g:360045
Ashmūn ar Rummān	id=g:360046
Markaz Ashmūn	id=g:360047
Ashmūn	id=g:360048
‘Ashmā	id=g:360049
Ashlîm	id=g:360050
Ashkît	id=g:360051
Wādī al ‘Asharah	id=g:360052
hamdy abou zeid hotel 0020120010067	id=g:360053
Rôḍ el-‘Ashabah	id=g:360054
Ḩawḑ Aşfūn wa Wādī al Jinn	id=g:360055
Aşfūn al Maţā‘inah	id=g:360056
Ḩawshat Aşfūn	id=g:360057
Wādī al Aşfar	id=g:360058
Wādī al Aşfar	id=g:360059
Khashm al Aşfar	id=g:360060
Jazīrat al Aşfar	id=g:360061
Jabal aş Şafrā	id=g:360062
Barr al Aşfar	id=g:360063
Aţ Ţūr al Aşfar	id=g:360064
At Tall al Aşfar	id=g:360065
Al Kawm al Aşfar	id=g:360066
Bîr el-Asella	id=g:360067
Jabal al ‘Aşāfīr	id=g:360068
Asdīmah	id=g:360069
Jabal Asāwirah	id=g:360070
Jazīrat Ās ‘Awad	id=g:360071
Qūr ‘As‘as	id=g:360072
Jazīrat Ās an Nakhlah	id=g:360073
Jazīrat Ās al Qird	id=g:360074
Wâdi Asalay	id=g:360075
Wādī al ‘Aşalah	id=g:360076
Wādī ‘Asal	id=g:360077
Ruaysat al ‘Asal	id=g:360078
Bi’r ‘Asal	id=g:360079
‘Asal	id=g:360080
‘Izbat As‘ad Fāris	id=g:360081
‘Izbat As‘ad Baghdādī	id=g:360082
‘Alam el Asad	id=g:360083
‘Alam el As‘ad	id=g:360084
Jazīrat al Ās	id=g:360085
Wâdî el ‘Aryân	id=g:360086
Aryamûn	id=g:360087
Wādī ‘Ars	id=g:360088
Jabal ‘Ars	id=g:360089
Bi’r ‘Ars	id=g:360090
Ar Ruzayqāt	id=g:360091
Ar Ruwayhib	id=g:360092
Maḩaţţat ar Ru’ūs	id=g:360093
Ar Rūbīyāt	id=g:360094
Ar Rubdān	id=g:360095
Maḩaţţat ar Rubayqī	id=g:360096
Ar Rubā‘īyīn	id=g:360097
Ar Rub‘	id=g:360098
Ar Rub‘	id=g:360099
Maḩaţţat ar Ru’aysāt	id=g:360100
Ar Ru’aysāt	id=g:360101
Ar Ru’aysāt	id=g:360102
Ar Rūwaysāt	id=g:360103
Ar Rūwāfa‘ah	id=g:360104
Ar Rizqah	id=g:360105
Ar Riyāḑ	id=g:360106
Ar Riyāḑ	id=g:360107
Ar Riyāḑ	id=g:360108
Ar Rīshah	id=g:360109
Ar Rīs	id=g:360110
Ar Riqqah ash Sharqīyah	id=g:360111
Ar Riqqah al Gharbīyah	id=g:360112
Ar Riqqah al Baḩrīyah	id=g:360113
Ar Riqqah	id=g:360114
Ar Rimālī	id=g:360115
Ar Rikābīyah	id=g:360116
‘Izbat ar Rifā‘īyīn	id=g:360117
Ar Rayramūn	id=g:360118
Ar Raydānīyah	id=g:360119
Ar Rayāyinah bi al Ḩājir	id=g:360120
Ar Rayāyinah al Mu‘allaq	id=g:360121
Ar Rayāyinah	id=g:360122
Ar Rayāyinah	id=g:360123
Ar Rawḑah	id=g:360124
Ar Rawḑah	id=g:360125
Ar Rawḑah	id=g:360126
Ar Rawḑah	id=g:360127
Ar Rawāshidīyah	id=g:360128
Ar Rawaqah	id=g:360129
Ar Raswah	id=g:360130
Ar Rāshidah	id=g:360131
Ar Raqqāş	id=g:360132
Ar Raqāqinah	id=g:360133
Ar Raqabah	id=g:360134
Ar Ramlah	id=g:360135
Maḩaţţat ar Raml	id=g:360136
Ar Raml	id=g:360137
‘Arrāmīyat ad Dīwān	id=g:360138
Ar Rāmith	id=g:360139
Ar Ramādī Qiblī	id=g:360140
Ar Ramādī Baḩrī	id=g:360141
Ar Ramādī	id=g:360142
Ar Rālāt	id=g:360143
Ar Rakwah	id=g:360144
Ar Rakhamīyah	id=g:360145
Ar Rajdīyah	id=g:360146
Ar Rajabīyah	id=g:360147
Ar Ra’īsīyah	id=g:360148
Maḩaţţat ar Raḩmānīyah	id=g:360149
Ar Raḩmānīyah	id=g:360150
Ar Raḩmānīyah	id=g:360151
Ar Rāhibayn	id=g:360152
Ar Rāhib	id=g:360153
Ar Rahāwī	id=g:360154
Ar Raḩāminah	id=g:360155
Ar Raghāmah	id=g:360156
Ar Raghā’im al Bīḑ	id=g:360157
Ar Rafshah	id=g:360158
Ar Radīsīyah Qiblī	id=g:360159
Ar Radīsīyah Baḩrī	id=g:360160
Naqb ‘Arqûb el Rahil	id=g:360161
Arqîn	id=g:360162
Wâdi Arminna	id=g:360163
Arminnā	id=g:360164
Arminna	id=g:360165
Markaz Armant	id=g:360166
Maḩaţţat Armant	id=g:360167
Maḩaţţat Armant	id=g:360168
Jazīrat Armant	id=g:360169
Armant	id=g:360170
Armānīyah	id=g:360171
‘Izbat ‘Armānī	id=g:360172
Mallāḩat al ‘Arkah	id=g:360173
Kawm al ‘Arkah	id=g:360174
Aristonis	id=g:360175
‘Izbat al ‘Arīshah	id=g:360176
Wādī al ‘Arīsh	id=g:360177
Wādī al ‘Arīsh	id=g:360178
Wādī al ‘Arīsh	id=g:360179
Wādī al ‘Arīsh	id=g:360180
Maḥaṭṭet el-‘Arîsh	id=g:360181
Wādī al ‘Arīf	id=g:360182
Wādī ‘Arhāb	id=g:360183
Qâret el ‘Arga	id=g:360184
Gebel ‘Urf el-Kheil	id=g:360185
Wādī ‘Ariq aş Şibīyah	id=g:360186
‘Izbat al Arba‘īn	id=g:360187
Alam el-Arba	id=g:360188
Ḩawḑ al ‘Arāyis	id=g:360189
Sāniyat al ‘Arāwah	id=g:360190
Bi’r al ‘Arāwah	id=g:360191
Abâr el Arâwa	id=g:360192
Abâr el ‘Arâwa	id=g:360193
Abâr el Arâwa	id=g:360194
Abâr el ‘Arâwa	id=g:360195
Wādī Ar‘ashī	id=g:360196
Ḩawḑ al ‘Aras	id=g:360197
Sawānī al ‘Arāqīb	id=g:360198
Naqb el-Araqib	id=g:360199
Mingar el-Araqib	id=g:360200
‘Ilwat al Arānib	id=g:360201
Jabal al ‘Arān	id=g:360202
Jazā’ir al Arāmīk	id=g:360203
Wādī al ‘Arak	id=g:360204
Bi’r al ‘Araj	id=g:360205
Wâdi ‘Arâis	id=g:360206
Jabal ‘Arā’is	id=g:360207
Bîr el A‘rag	id=g:360208
Jabal al ‘Araḑīyah	id=g:360209
Wādī Arādah	id=g:360210
Wādī Arādah	id=g:360211
Wādī ‘Araḑah	id=g:360212
Râs el-Arâda	id=g:360213
Gabbânet el ‘Arâda	id=g:360214
Raqabet el-Arâd	id=g:360215
Alam el-Arad	id=g:360216
Arād	id=g:360217
‘Arab Tufeila Palms	id=g:360218
‘Arab Najm Ḩamad	id=g:360219
‘Arab Muţayr	id=g:360220
‘Arab Mūsá Yūsuf	id=g:360221
‘Arab Kawm al Birkah	id=g:360222
‘Arab Juhaynah wa aş Şawāliḩ	id=g:360223
‘Arab al Muqābilah	id=g:360224
‘Arab el- Zawâri‘a	id=g:360225
Al Kilābāt ash Sharqīyah	id=g:360226
‘Arab al Ḩişār	id=g:360227
‘Izbat ‘Arab aş Şa‘āydah	id=g:360228
Ḩawshat ‘Arab Bikhwāj	id=g:360229
‘Arab Bikhwāj	id=g:360230
‘Arab Bikhwâg	id=g:360231
‘Arab at Turbah	id=g:360232
‘Arab aş Şawāliḩah	id=g:360233
‘Arab as Salmānīyah	id=g:360234
‘Arab aş Şaff	id=g:360235
‘Arab ash Shaykh Zāyid	id=g:360236
Ash Shanābilah	id=g:360237
‘Arab ar Raml	id=g:360238
‘Arab an Namā’irah	id=g:360239
‘Arab al Jabāyrah	id=g:360240
‘Arab al ‘Itwah	id=g:360241
‘Arab al Ḩişār	id=g:360242
‘Arab al Ḩanafī	id=g:360243
‘Arab al Fawārisah wa al ‘Itwah	id=g:360244
‘Arab al Bakhā’itah	id=g:360245
‘Arab al ‘Aţīyāt al Baḩrīyah	id=g:360246
‘Arab al ‘Amārinah	id=g:360247
‘Arab al ‘Alīqāt al Baḩrīyah	id=g:360248
‘Arab al ‘Alīqāt	id=g:360249
‘Arab al ‘Alīqāt	id=g:360250
‘Arab al ‘Abābidah	id=g:360251
‘Arab al ‘Abābidah	id=g:360252
Ḩawḑ al ‘Arabah ash Sharqī	id=g:360253
Ḩawḑ ‘Arabah al Gharbī	id=g:360254
Wādī ‘Arabah	id=g:360255
Wādī ‘Arabah	id=g:360256
Jabal ‘Arabah	id=g:360257
Wādī ‘Arabah aş Şaghīr	id=g:360258
‘Arab Abū Ţawīlah	id=g:360259
‘Arab Abū Sā‘id	id=g:360260
‘Arab ‘Abābidah	id=g:360261
Wādī al ‘Arab	id=g:360262
Tall al ‘Arab	id=g:360263
Sharm al ‘Arab	id=g:360264
Khalīj al ‘Arab	id=g:360265
Kawm al ‘Arab	id=g:360266
Jazīrat al ‘Arab	id=g:360267
‘Izbat al ‘Arab	id=g:360268
‘Ayn al ‘Arab	id=g:360269
Alam el Aqûz	id=g:360270
Deir el ‘Aqrum	id=g:360271
‘Aqr Majhūd	id=g:360272
Naqb ‘Aqrabān	id=g:360273
Aqiret el- Shawayil	id=g:360274
Deir ‘Aqîl	id=g:360275
Khawr al ‘Āqibah	id=g:360276
‘Alam al Aqfāş	id=g:360277
Bi’r al Aqfad	id=g:360278
Bi’r al Aqfad	id=g:360279
Hâggag el Aqeiba	id=g:360280
Haggâg el Aqeiba	id=g:360281
Naqb Aqari	id=g:360282
Tall al ‘Aqāqīr	id=g:360283
Khawr ‘Aqabat Khuyūl	id=g:360284
Khawr al ‘Aqabatayn al Baḩrī wa al Qiblī	id=g:360285
Khawr al ‘Aqabatayn	id=g:360286
Wādī ‘Aqābah	id=g:360287
Naşb al ‘Aqabah	id=g:360288
Khawr al ‘Aqabah	id=g:360289
Naqb el-‘Aqaba	id=g:360290
Haggag el-Aqaba	id=g:360291
Haggag el Aqaba	id=g:360292
Gulf of Aqaba	id=g:360293
Aphroditopolis	id=g:360294
Aphroditopolis	id=g:360295
Kawm Ishqâw	id=g:360296
‘Ayn Anz̧aklīsh	id=g:360297
Anza el-Qalala	id=g:360298
Wādī al ‘Anz	id=g:360299
Wâdi el-Anz	id=g:360300
Wādī al ‘Anz	id=g:360301
Bi’r al ‘Anz	id=g:360302
‘Izbat Anţūniyādis al Qiblīyah	id=g:360303
‘Izbat Anţūniyādis al Baḩrīyah	id=g:360304
Antimopolis	id=g:360305
Wâdî ‘Antar	id=g:360306
Wâdî ‘Antar	id=g:360307
Wādī ‘Antar	id=g:360308
Dirret ‘Antar	id=g:360309
Antaeopolis	id=g:360310
Dayr al Anqar	id=g:360311
Wādī al ‘Anqābīyah al ‘Aţshānah	id=g:360312
Jabal al ‘Anqābīyah	id=g:360313
Wâdi el-Anqâbîya el- Rawyâna	id=g:360314
An Nuzāzah	id=g:360315
An Nuwayrah	id=g:360316
An Nuwayrah	id=g:360317
An Nuwaybi‘	id=g:360318
An Nuqū‘	id=g:360319
An Nu‘mānīyah	id=g:360320
An Nukhaylah	id=g:360321
An Nujū‘	id=g:360322
Nujū‘ an Nawāşir	id=g:360323
An Nujaylī wa Awlād ash Shaykh	id=g:360324
An Nujaylah	id=g:360325
An Nuhūd	id=g:360326
An Nuhadayn	id=g:360327
An Nuhaydāt	id=g:360328
An Nubayrah	id=g:360329
An Niz̧ām	id=g:360330
An Niqrāsh	id=g:360331
An Nihāyah	id=g:360332
An Nazlah	id=g:360333
An Nazlah al Mustajiddah	id=g:360334
An Nazlah al Jadīdah	id=g:360335
An Nazlah	id=g:360336
An Nazlah	id=g:360337
An Nazl	id=g:360338
An Nāwiyah	id=g:360339
An Nawāwirah	id=g:360340
An Nawāţīr	id=g:360341
An Nawāşir	id=g:360342
An Nawāmīs wa Marāwinat an Naşārá	id=g:360343
An Nawāmīs	id=g:360344
An Nawāhiḑ	id=g:360345
An Naţţāf	id=g:360346
An Naşşārīyah	id=g:360347
An Naşirīyah	id=g:360348
An Nāşirīyah	id=g:360349
An Nāşirah	id=g:360350
An Nasīmīyah	id=g:360351
An Nashw al Baḩrī	id=g:360352
An Nasā’imah	id=g:360353
An Naqqāzah	id=g:360354
An Naqīdī	id=g:360355
An Ni‘nā‘īyah	id=g:360356
‘Aîn el-Annan	id=g:360357
An Namrūţ	id=g:360358
An Nakkārīyah	id=g:360359
An Nakhl	id=g:360360
An Nakhkhās	id=g:360361
An Nakhārīn	id=g:360362
An Najjārīn	id=g:360363
An Naj‘ al Baḩrī	id=g:360364
An Nāḩiyat al Kabīrah	id=g:360365
An Naḩḩārīyah	id=g:360366
An Naḩḩāl	id=g:360367
An Nahdayn	id=g:360368
An Naghāmīsh	id=g:360369
An Nabī Şāliḩ	id=g:360370
An Nābi‘	id=g:360371
An Na‘āminah	id=g:360372
‘Ank	id=g:360373
‘Ank	id=g:360374
Khawr Anjī	id=g:360375
‘Izbat Anīsah Baghdādlī	id=g:360376
Wâdi el-‘Ânid	id=g:360377
Wādī al ‘Ānid	id=g:360378
Bîr el-Angurîya	id=g:360379
Anglo Egyptian Land Company ‘Ezba	id=g:360380
Anglo Egyptian ‘Ezba	id=g:360381
Wādī al Anjīdī	id=g:360382
Mersa Angella	id=g:360383
Tell ‘Anga	id=g:360384
Jūnat al Anfūshī	id=g:360385
Minqār ‘Anfijlah	id=g:360386
Wâdi Anfeib	id=g:360387
Plain of Andîdabât	id=g:360388
Gebel el-Anbat	id=g:360389
Gebel el-‘Anbat	id=g:360390
Dayr al Anbā Shanūdah	id=g:360391
Dayr Anbā Shanūdah	id=g:360392
Bi’r ‘Anbar	id=g:360393
Dayr al Anbā Hūr	id=g:360394
Dayr al Anbā Harmīnā	id=g:360395
Dayr al Anbā Bishūy	id=g:360396
Dayr Anbā Bisantiyūs	id=g:360397
Dayr al Anbā Bākhūm	id=g:360398
Wādī ‘Anadīyah	id=g:360399
Jabal al ‘Anadīyah	id=g:360400
Amyūţ	id=g:360401
Sanyet el ‘Amya	id=g:360402
Jabal Umm Watād	id=g:360403
‘Ayn ‘Āmūr	id=g:360404
Temple of Amun Ra	id=g:360405
Amshūl	id=g:360406
‘Amrūs	id=g:360407
Wādī ‘Amrīt	id=g:360408
Jabal ‘Amrīt	id=g:360409
Bi’r ‘Amrīt	id=g:360410
‘Amrīţ	id=g:360411
Jabal al Amrar	id=g:360412
Wādī al ‘Amr	id=g:360413
Jabal al ‘Amrū	id=g:360414
Kab Amna	id=g:360415
Ammonite Scarp	id=g:360416
Temple of Ammon	id=g:360417
Khawr al ‘Ammārīyah	id=g:360418
Jazā’ir ‘Ammār	id=g:360419
Wādī Amlūj	id=g:360420
Bi’r al Amlāk	id=g:360421
Wādī Amlaj	id=g:360422
Jabal Amlaj	id=g:360423
Qaţ‘ al ‘Āmiyah	id=g:360424
Kawm al ‘Āmiyah	id=g:360425
Ḩawshat al Amīr Yūsuf Kamāl	id=g:360426
Dayr al Amīr Tādrus	id=g:360427
Qabr al Amīr Khālid Ibn al Walīd	id=g:360428
Sânyet ‘Âmir Ḥassûna	id=g:360429
‘Ayn ‘Āmir Ḩasan	id=g:360430
‘Izbat ‘Āmir Abū Shaddah	id=g:360431
Tomb of Amîra	id=g:360432
Qabr ‘Âmir	id=g:360433
Tur‘at Amīn Bey	id=g:360434
‘Izbat Amīn Bāshā Sayyid Aḩmad al Qiblīyah	id=g:360435
Bi’r Amīn as Samālūsī	id=g:360436
Maşrif Amīn	id=g:360437
‘Aîn Amin	id=g:360438
Temple of Amenophis III	id=g:360439
Haram Amenemhe‘t III	id=g:360440
Jazā’ir Ambūsh	id=g:360441
Ambūs	id=g:360442
Khawr Ambūkūl	id=g:360443
Wâdi Ambaut	id=g:360444
Manâr el-‘Amâyid	id=g:360445
‘Izbat al ‘Amāriwah	id=g:360446
Wâdi ‘Amâra	id=g:360447
Ḩaţīyat al ‘Amā’id	id=g:360448
Bi’r al ‘Amā’id	id=g:360449
Ābār al ‘Amā’id	id=g:360450
Jazīrat ‘Amad	id=g:360451
Al Baḩr al A‘má	id=g:360452
Ama	id=g:360453
Al Yūsufīyah	id=g:360454
Al Yūsufīyah	id=g:360455
Al Yāsīnīyah	id=g:360456
Al Wushaykah	id=g:360457
Al Wubayrah	id=g:360458
Al Widy	id=g:360459
Al Wazīrīyah	id=g:360460
Al Wayāsifah	id=g:360461
Al Wāţiyah	id=g:360462
Al Wasţānīyah	id=g:360463
Al Wāsiţah	id=g:360464
Al Wāsţá	id=g:360465
Markaz al Wāsiţah	id=g:360466
Maḩaţţat al Wāşifīyah	id=g:360467
Al Washkah	id=g:360468
Al Wardiyān	id=g:360469
Al Waraq	id=g:360470
Al Waqf	id=g:360471
Al Waqdah	id=g:360472
‘Izbat al Wanāysah	id=g:360473
Al Walīdīyah	id=g:360474
Al walaja	id=g:360475
Al Waḩlīyah al Kabīrah	id=g:360476
Al Waḩḩāl	id=g:360477
Markaz al Wāḩāt al Khārijah	id=g:360478
Markaz al Wāḩāt al Baḩrīyah	id=g:360479
Markaz al Wāḩāt ad Dākhilah	id=g:360480
Al Wafā’īyah	id=g:360481
Al Wādī al Jadīd	id=g:360482
Muḩāfaz̧at al Wādī al Jadīd	id=g:360483
Al Wādī	id=g:360484
Al Wadaḩ	id=g:360485
Al Wa‘āḑilah	id=g:360486
Al ‘Uyūn	id=g:360487
Al ‘Uyūn	id=g:360488
Al ‘Uwaynah	id=g:360489
Al ‘Uwaynah	id=g:360490
Al ‘Uwayjāt	id=g:360491
Al ‘Uwaydāt	id=g:360492
Al ‘Uthmānīyah	id=g:360493
Al ‘Uthmānīyah	id=g:360494
AL ‘Aţīyāt	id=g:360495
Al ‘Aşlūjī	id=g:360496
Al ‘Ushsh	id=g:360497
Al Uşayfir	id=g:360498
Al Urmān	id=g:360499
Al Urmān	id=g:360500
Al ‘Urbān	id=g:360501
Luxor	id=g:360502
Markaz al Uqşur	id=g:360503
Al ‘Uqdah	id=g:360504
Al ‘Uqdah	id=g:360505
Al ‘Uqdah	id=g:360506
Al ‘Uqbīyīn	id=g:360507
Al ‘Uqāb al Qadīm	id=g:360508
Al ‘Uqab	id=g:360509
Al ‘Umūr	id=g:360510
Al ‘Umdān	id=g:360511
Al Umbarakāb	id=g:360512
Al ‘Ulwīyah	id=g:360513
Al ‘Ulayqāt	id=g:360514
Al ‘Ulaymah	id=g:360515
Al ‘Ulayjah	id=g:360516
Al ‘Ujūl	id=g:360517
Al ‘Ujrah	id=g:360518
Al Ujayrah	id=g:360519
Al ‘Udaysāt	id=g:360520
Al ‘Udayd	id=g:360521
Al ‘Ubaydīyah	id=g:360522
Al Quwayţīn	id=g:360523
Al Quţūrī	id=g:360524
Al Qusţanţīnīyah	id=g:360525
Al Qūşīyah	id=g:360526
Markaz al Qūşīyah	id=g:360527
Al Quşayr al Qadīm	id=g:360528
Al Quşayr	id=g:360529
Al Quşayr	id=g:360530
Al Quşayr	id=g:360531
Al Quşaymah	id=g:360532
Al Qarnūş	id=g:360533
Al Qurnah	id=g:360534
Al Qurnah	id=g:360535
Al Qurdūd	id=g:360536
Al Qurayyah	id=g:360537
Al Qurayyah	id=g:360538
El Qurein	id=g:360539
Al Quraynāt	id=g:360540
Al Qurayn al Jadīdah	id=g:360541
Al Qurayn	id=g:360542
Al Qurayn	id=g:360543
Al Qurāţīyīn	id=g:360544
Al Qurashīyah	id=g:360545
Al Qurashīyah	id=g:360546
Al Qur‘ān	id=g:360547
Al Qunī	id=g:360548
Al Qulzum	id=g:360549
Al Qulay‘	id=g:360550
Al Quhūqīyah	id=g:360551
Al Quḑāh	id=g:360552
Al Qubbah al Kabīrah	id=g:360553
Al Qubbah	id=g:360554
Al Qubayşāt	id=g:360555
Naj‘ al Qubībah	id=g:360556
