Ras Ain Rhamna	id=g:6546513
Korito	id=g:3304250
Ravno Borje	id=g:3304283
Gornje Selo	id=g:3304284
Mandovac	id=g:3304285
Crnobori	id=g:3304286
Peć	id=g:3304289
Uremovići	id=g:3304293
Luke	id=g:3304298
Zmajevac	id=g:3304301
Gradina	id=g:3304303
Ruđe	id=g:3304306
Rašnović	id=g:3304309
Alići	id=g:3304315
Kujava	id=g:3304318
Laz	id=g:3304319
Odžina Glava	id=g:3304320
Vrela	id=g:3304322
Trkači	id=g:3304323
Vilići	id=g:3304325
Ristovina	id=g:3304327
Ploče	id=g:3304329
Ober	id=g:3304330
Rasno	id=g:3304332
Piskavac	id=g:3304335
Prisoje	id=g:3304336
Dubočica	id=g:3304339
Ivlje	id=g:3304340
Ćirovići	id=g:3304343
Gačevića Dolina	id=g:3304345
Šarac	id=g:3304346
Ravna Gora	id=g:3304347
Jasen	id=g:3304349
Jezero	id=g:3304351
Omornjaš	id=g:3304354
Viljak	id=g:3304355
Kartalov Vrh	id=g:3304356
Dubrava	id=g:3304357
Goveđe Brdo	id=g:3304358
Brkljača	id=g:3304364
Potok	id=g:3304369
Breza	id=g:3304372
Razdolje	id=g:3304417
Slavic	id=g:3304418
Vukovo Brdo	id=g:3304419
Raganice	id=g:3304420
Podnovlje	id=g:3304421
Vujkovići	id=g:3304422
Šljučka Strana	id=g:3304423
Ratkov Do	id=g:3304424
Rajanovica	id=g:3304425
Kneževići	id=g:3304426
Crni Vrh	id=g:3304427
Ravni Ivovik	id=g:3304428
Javorov Do	id=g:3304429
Božinac	id=g:3304430
Suva Dubočica	id=g:3304431
Brezova Glava	id=g:3304432
Omari	id=g:3304433
Radaljevički Vijenac	id=g:3304434
Litice	id=g:3304435
Lukavice	id=g:3304437
Miletino Brdo	id=g:3304438
Rudina	id=g:3304439
Podzagrad	id=g:3304440
Mrzovići	id=g:3304441
Repište	id=g:3304442
Bogomolje	id=g:3304443
Ðedovak	id=g:3304444
Sveti Ilija	id=g:3304445
Ilino Brdo	id=g:3304446
Podbrđe	id=g:3304447
Vezišnica	id=g:3304448
Zabrđe	id=g:3304449
Čepevlje	id=g:3304450
Borovica	id=g:3304451
Podrogatac	id=g:3304452
Meljak	id=g:3304453
Pusto Pauče	id=g:3304454
Rogatac	id=g:3304455
Ružno Brdo	id=g:3304456
Mulovina	id=g:3304457
Vranje Brdo	id=g:3304458
Meljak	id=g:3304459
Rijeka	id=g:3304460
Borovo Brdo	id=g:3304463
Rastovac	id=g:3304464
Meljak	id=g:3304466
Studena	id=g:3304469
Mala	id=g:3304471
Badić	id=g:3304473
Popovača	id=g:3304476
Oštrenjača	id=g:3304479
Strmac	id=g:3304480
Tolački Vrh	id=g:3304482
Jasikovac	id=g:3304484
Orašac	id=g:3304486
Zaorine	id=g:3304487
Poljana	id=g:3304489
Vranovina	id=g:3304490
Rijeka	id=g:3304491
Malo Brdo	id=g:3304492
Bremenica	id=g:3304493
Guke	id=g:3304494
Brezova Ravan	id=g:3304501
Sakovo Selo	id=g:3304508
Šljivansko	id=g:3304512
Krši	id=g:3304513
Bjelovo Brdo	id=g:3304519
Bjelovo Brdo	id=g:3304522
Bučje	id=g:3304523
Kraljičino Brdo	id=g:3304525
Donja Tikova	id=g:3304526
Čupavo Vrelo	id=g:3304528
Suvodalj	id=g:3304529
Hodžići	id=g:3304531
Košare	id=g:3304534
Gornja Tikova	id=g:3304535
Potoci	id=g:3304536
Drndovina	id=g:3304538
Kik	id=g:3304540
Tučaj	id=g:3304541
Korita	id=g:3304543
Vranjača	id=g:3304545
Beševina	id=g:3304547
Metaljka	id=g:3304548
Skenderovina	id=g:3304549
Jarilj	id=g:3304550
Sedlari	id=g:3304551
Podosoje	id=g:3304552
Krnjevina	id=g:3304553
Podkukanj	id=g:3304554
Kukanj	id=g:3304555
Prisoje	id=g:3304556
Radeta	id=g:3304557
Gotovuški Potok	id=g:3304558
Ropoč	id=g:3304560
Rondovići	id=g:3304561
Gosteč	id=g:3304562
Zadublje	id=g:3304563
Račevo	id=g:3304564
Račevo	id=g:3304565
Kotline	id=g:3304566
Krejovina	id=g:3304567
Jugoštica	id=g:3304568
Previja	id=g:3304569
Debelo Brdo	id=g:3304570
Bakrenjače	id=g:3304571
Veliki Bogiševac	id=g:3304572
Guke	id=g:3304573
Ratovo Brdo	id=g:3304574
Komine	id=g:3304575
Zbljevo	id=g:3304576
Babićpotok	id=g:3304578
Zelena Lokva	id=g:3304580
Potkruša	id=g:3304581
Radosavac	id=g:3304584
Velika Pliješ	id=g:3304586
Svrkote	id=g:3304587
Mala Pliješ	id=g:3304588
Duratovići	id=g:3304589
Delići	id=g:3304590
Rajčevo Brdo	id=g:3304592
Mramor	id=g:3304593
Ravan	id=g:3304594
Potkraš	id=g:3304595
Golubinja	id=g:3304596
Ligatov Do	id=g:3304597
Dolinice	id=g:3304599
Maren	id=g:3304604
Brzajica	id=g:3304605
