Cervera del Río Alhama	id=g:6359037
BEATRIZ Palace & SPA	id=g:6476515
Fuengirola Beach	id=g:6476516
Coral	id=g:6476517
TANO Resort	id=g:6476518
Medplaya Esmeraldas Aparthotel	id=g:6476519
Don Angel	id=g:6476520
NH Avenida de Jerez	id=g:6476521
Husa Guadalete	id=g:6476522
Mont Park	id=g:6476523
Aquarium II	id=g:6476524
Flamingo Benidorm	id=g:6476525
Grand Marina	id=g:6476526
Gran Ducat	id=g:6476527
Romantica	id=g:6476528
Villas Mojamar Playa	id=g:6476529
Portobello 2010	id=g:6476530
MASA INTERNACIONAL Hotel	id=g:6476531
Bungalows Las Almenas	id=g:6476532
Vista Blanca	id=g:6476536
Guadalete Hotel	id=g:6476547
Casa del Sol	id=g:6476576
Castellano II	id=g:6476577
HG Cala Llonga	id=g:6476578
BH ATARAZANAS MALAGA BOUTIQUE HOTEL	id=g:6476579
Ses Fotges	id=g:6476580
Aparsuit	id=g:6476581
Riu Palace Lanzarote	id=g:6476582
Los Gracioseros	id=g:6476583
LAS OLAS Apartamentos	id=g:6476584
La Mirage	id=g:6476585
MONTERREY Aparthotel	id=g:6476586
Mar y Playa	id=g:6476587
Regina Park	id=g:6476588
Las Faluas	id=g:6476589
SEASIDE SANDY BEACH Hotel	id=g:6476590
Vick Sol	id=g:6476591
Escorial	id=g:6476592
El Jardin	id=g:6476593
Castillo Santa Clara	id=g:6476594
Penismar II	id=g:6476595
Riviera	id=g:6476596
VISTA ORO Hotel	id=g:6476597
Magic Tropicana Suites	id=g:6476598
Islandia / Finlandia	id=g:6476599
FIESTA PARK Hotel	id=g:6476600
Condestable	id=g:6476602
La Cabana	id=g:6476603
Gemelos XII	id=g:6476604
Villas Macaro	id=g:6476605
Atlantis	id=g:6476607
Beatriz Toledo Hotel	id=g:6476613
SERCOTEL OPERA Hotel	id=g:6476626
AC MONTE REAL Hotel	id=g:6476632
CORAL BEACH Aparthotel	id=g:6476656
EUROPE VILLA CORTES Hotel	id=g:6476657
Andrea's	id=g:6476658
BELLAVISTA Hotel - Sevilla	id=g:6476659
Los Claveles	id=g:6476660
MA NAZARIES Hotel	id=g:6476661
Punta Prima	id=g:6476662
Cordoba / Jerez / Sevilla	id=g:6476663
Complejo Living Park	id=g:6476664
Don Miguel	id=g:6476665
Gran Playa	id=g:6476666
Estrella	id=g:6476667
CARABELA Hotel	id=g:6476668
Bonaire Paguera	id=g:6476669
VORANOVA Hotel	id=g:6476670
ONDINA Hotel	id=g:6476671
Clement Barajas	id=g:6476672
FARIONES Apartamentos	id=g:6476673
Ocean Lanzamar	id=g:6476674
Aloe	id=g:6476675
Sol Lanzarote	id=g:6476676
PLAYA SOL I Apartamentos	id=g:6476677
Duquesa Playa	id=g:6476678
Grupotel Santa Eulalia	id=g:6476679
Villas del Sol	id=g:6476680
Ses Sevines	id=g:6476681
AZULINE Hotel S'ANFORA & FLEMING	id=g:6476682
Arenal	id=g:6476683
Barcelo Pueblo Ibiza	id=g:6476684
Petunia	id=g:6476685
Fiesta Hotel Algarb	id=g:6476686
Carmen de Santa Ines	id=g:6476687
Riu Waikiki	id=g:6476688
SEASIDE LA RESIDENCIA Gran Hotel	id=g:6476689
Cactus Garden	id=g:6476690
Club Riu Gran Canaria	id=g:6476691
Vime Atlantic Club Campanario de Calahonda	id=g:6476692
Guadalmina Golf	id=g:6476693
Los Jazmines	id=g:6476694
San Luis	id=g:6476695
Tryp Caballo Blanco	id=g:6476696
Maritim	id=g:6476697
Montecarlo	id=g:6476699
POSEIDON PALACE Hotel	id=g:6476700
LES DUNES COMODORO Hotel	id=g:6476701
Gran Hotel Delfin	id=g:6476702
Orange	id=g:6476703
Torres Compostela Santiago	id=g:6476704
Vista Dorada	id=g:6476705
Uto Palace	id=g:6476707
TORRE DEL MAR Hotel	id=g:6476708
Bajondillo	id=g:6476727
Hesperia Parque Central	id=g:6476752
Bungalows Barranco	id=g:6476753
Green Garden Golf Resort	id=g:6476754
Florida Plaza	id=g:6476755
MONOPOL Hotel	id=g:6476756
Costa Mar	id=g:6476757
MARTE Hotel	id=g:6476758
RH Estudios SOL	id=g:6476759
Cumbres de Salou	id=g:6476760
President	id=g:6476761
Artheus Carmelitas	id=g:6476762
Mar Blau	id=g:6476763
LOS FARIONES Hotel	id=g:6476764
Las Orquideas	id=g:6476765
SUITE FARIONES PLAYA Hotel	id=g:6476766
Husa Doblemar	id=g:6476767
Neptuno	id=g:6476768
Azuline Mar Amantis I and II	id=g:6476769
MA SAN GABRIEL Hotel	id=g:6476770
Riu Papayas	id=g:6476771
Jardines del Mar	id=g:6476772
Aloha Gardens	id=g:6476773
Torre Arena	id=g:6476774
MARINA SUR Hotel	id=g:6476775
Montemar	id=g:6476776
Safari	id=g:6476777
El Cortijo Golf	id=g:6476778
Joya	id=g:6476779
Cimbel	id=g:6476780
Rio Park	id=g:6476781
Primavera II	id=g:6476782
Aparthotel ATENEA CALABRIA	id=g:6476783
Arts Barcelona	id=g:6476784
Portxabia	id=g:6476785
Aguado Internacional	id=g:6476786
Melia Araguaney	id=g:6476787
Club Rio Maspalomas II	id=g:6476788
BEATRIZ Atlantis & SPA	id=g:6476790
Melia Costa del Sol	id=g:6476791
Aparthotel playa del Ingles	id=g:6476792
Espana	id=g:6476793
BEATRIZ Rey DON JAIME	id=g:6476827
Parque de la Paz	id=g:6476828
GALA Hotel	id=g:6476829
REVERON PLAZA Hotel	id=g:6476830
Zenit Royal Tarraco	id=g:6476831
MONTERREY Hotel	id=g:6476832
Illetas	id=g:6476833
Ibersotar Alcudia Park	id=g:6476834
PLAYA ESPERANZA Hotel	id=g:6476835
PRINSOTEL LA DORADA Hotel	id=g:6476836
Madrigal	id=g:6476837
Ran de Mar	id=g:6476838
Saga Nova	id=g:6476839
Don Bigote	id=g:6476840
Comodoro Playa	id=g:6476841
Teix	id=g:6476842
PALMA BAY CLUB Hotel	id=g:6476843
Paris	id=g:6476845
Carlos V	id=g:6476846
Timanfaya Bungalows	id=g:6476847
Princesa Ico	id=g:6476848
Hacienda San Jorge	id=g:6476849
Sol La Palma Apartments	id=g:6476850
SAN MIGUEL PARK ESPERANZA MAR Complejo	id=g:6476852
Sirena III-IV	id=g:6476853
Hawaii Hotel	id=g:6476854
NEREIDA Aparthotel	id=g:6476855
MARCO POLO II	id=g:6476856
La Venecia de Canarias	id=g:6476857
Hacienda Beach	id=g:6476858
Kempinski Hotel Bahia Estepona	id=g:6476859
RINCON ANDALUZ Hotel	id=g:6476860
Incosol	id=g:6476861
Riu Nautilus	id=g:6476862
Ninays	id=g:6476863
Diana	id=g:6476864
Santa Margarita	id=g:6476865
Vacanza	id=g:6476866
JULIO CESAR PALACE - Mare Nostrum Resort	id=g:6476867
FUENGIROLA PARK Hotel	id=g:6476868
El Puntazo	id=g:6476869
Bungalows Doa Rosa	id=g:6476870
Sahara Playa	id=g:6476871
Husa Mas Camarena	id=g:6476874
PIONERO Hotel	id=g:6476875
Express by Holiday Inn Valencia San Luis	id=g:6476910
Riu Arecas	id=g:6476911
BITACORA Hotel	id=g:6476912
Mar y Sol	id=g:6476913
PETIT PALACE MARQUES  SANTA ANA Hotel	id=g:6476914
TERRAMAR Hotel LLANFRANC	id=g:6476915
Alboran Apartamentos	id=g:6476916
Bergantin	id=g:6476917
Rey Carlos III	id=g:6476918
Las Palmeras	id=g:6476919
LAS GAVIOTAS SUITES Hotel	id=g:6476920
Daina	id=g:6476921
EL VISTAMAR - OLA Hoteles	id=g:6476922
Aparthotel Royal Beach	id=g:6476923
Sol y Vera	id=g:6476924
OCCIDENTAL CONVENCION Hotel	id=g:6476925
Alexandra	id=g:6476926
Palacio San Martin	id=g:6476927
Las Costas	id=g:6476928
LUZ Y MAR Hotel	id=g:6476929
Ebusus	id=g:6476930
Club Can Bossa	id=g:6476931
Tropicana Apartments	id=g:6476932
Port des Turrent	id=g:6476933
Florida	id=g:6476934
Solana	id=g:6476935
Insotel Club Formentera Playa	id=g:6476936
Insotel Club Mar y Land	id=g:6476937
Kristal	id=g:6476938
Forner	id=g:6476939
Best Western EXCELSIOR	id=g:6476940
Dex	id=g:6476941
Madeira Centro	id=g:6476942
Rosamar	id=g:6476943
Don Cesar	id=g:6476944
Benidorm Plaza	id=g:6476945
Atenea	id=g:6476946
La Giralda	id=g:6476947
Parador de Granada	id=g:6476948
AMIC GALA Hotel	id=g:6476949
TRYP LEGANES Hotel	id=g:6476972
PARK CLUB EUROPE Hotel	id=g:6476988
Castle Harbour	id=g:6476989
Puerta del Sur	id=g:6476990
VIRGEN DE LOS REYES Hotel	id=g:6476991
Iris / Bahia Dorada	id=g:6476992
Santo Tomas	id=g:6476993
Roc Illetas Playa ed Bouganvilla	id=g:6476994
Playa Blanca	id=g:6476995
Tomir	id=g:6476996
S'Olivera	id=g:6476997
PORTONOVA Apartamentos	id=g:6476998
Casas del Sol	id=g:6476999
Isla de Lobos	id=g:6477000
Fiesta Hotel Don Carlos	id=g:6477001
Tryp Alcano	id=g:6477002
Dunas La Canaria	id=g:6477003
CARMEN Apartamentos	id=g:6477004
LAS DUNAS Hotel	id=g:6477005
Amazonas	id=g:6477006
Puerta del Mar	id=g:6477007
Benabola	id=g:6477008
MS AGUAMARINA Aparthotel	id=g:6477009
Gran Hotel Monterrey	id=g:6477010
NH Ciudad de Santander	id=g:6477011
Milord's Suites	id=g:6477012
AVENIDA Apartamentos	id=g:6477013
ALAMEDA PALACE	id=g:6477014
Tryp Guadalmar	id=g:6477015
SAGRADA FAMILIA Hotel	id=g:6477016
Napols	id=g:6477017
Casino Monte Picayo	id=g:6477018
Los Nardos	id=g:6477019
El Capricho	id=g:6477020
Bungalows Caribe	id=g:6477021
Bahia Principe Tenerife	id=g:6477022
Rafaelhoteles Orense	id=g:6477051
Atlantida Plataneras Hotel	id=g:6477058
Decathlon-Penthalon	id=g:6477059
Los Juncos	id=g:6477060
Almonsa Playa	id=g:6477061
Alcudi-Mar	id=g:6477062
Duquesa	id=g:6477063
Kasai	id=g:6477064
VIVA PALMANOVA Aparthotel	id=g:6477065
Flamboyan / Caribe	id=g:6477066
ROSA DEL MAR Apartamentos	id=g:6477067
Montana	id=g:6477068
Apartamentos Guacimeta	id=g:6477069
Club Valena	id=g:6477070
Playa Pocillos	id=g:6477071
Casa Blanca	id=g:6477072
Fiesta Hotel Cala Nova	id=g:6477073
ATZARO	id=g:6477074
Fiesta Hotel Playa d'en Bossa	id=g:6477075
Es Daus	id=g:6477076
Bahia	id=g:6477077
Club Victoria	id=g:6477078
Abadia	id=g:6477079
Los Salmones	id=g:6477080
Parador de Nerja	id=g:6477081
ATALAYA PARK GOLF HOTEL & RESORT	id=g:6477082
Club Punta Prima	id=g:6477083
Balcon de Europa	id=g:6477084
Burriana Beach	id=g:6477085
Campanario de Calahonda	id=g:6477086
Torre de la Roca	id=g:6477087
LOS ALAMOS Hotel	id=g:6477088
Pereda Mar	id=g:6477089
Royal Beach	id=g:6477090
Santa Rosa	id=g:6477091
Quintasol	id=g:6477092
Europa	id=g:6477093
San Francisco	id=g:6477094
Don Salva	id=g:6477095
PLAYAMAR Apartamentos	id=g:6477096
Flamingo Oasis	id=g:6477097
Les Dunes Suites	id=g:6477098
Condado	id=g:6477099
JAZZ Hotel	id=g:6477100
El Medano	id=g:6477101
Bahia Serena	id=g:6477102
DENIA MARRIOT LA SELLA Golf Resort and Spa	id=g:6477103
Rocas Rojas	id=g:6477105
Marriott	id=g:6477106
Parador de Salamanca	id=g:6477107
Hotel Ibaia	id=g:6477132
Columbus	id=g:6477146
Tenerife Tour	id=g:6477147
Caribe	id=g:6477149
Los Globos	id=g:6477150
Montecarlo	id=g:6477151
Caspel	id=g:6477152
Donaire Park	id=g:6477153
Insotel Punta Prima Prestige	id=g:6477154
POLLENTIA CLUB RESORT Hotel	id=g:6477155
SULIAR PALACE Hotel	id=g:6477156
Elisa	id=g:6477157
VIVA ALCUDIA SUN VILLAGE Hotel	id=g:6477158
HONOLULU Hotel	id=g:6477159
Don Manolo	id=g:6477160
Ola Club Panama	id=g:6477161
Princesa Guayadeque	id=g:6477163
Jable Bermudas	id=g:6477164
Cascadas	id=g:6477165
Las Terracitas	id=g:6477166
LAS GAVIOTAS Hotel	id=g:6477167
CLUB GARBI Aparthotel	id=g:6477168
Nautilus	id=g:6477169
El Puerto Apartments	id=g:6477170
Alhambra Palace	id=g:6477171
Dunas Mirador Maspalomas	id=g:6477172
Tryp Iberia	id=g:6477173
Gran Hotel Playabella	id=g:6477174
RIO REAL GOLF Hotel	id=g:6477175
Veramar Aparthotel	id=g:6477176
Riu Belplaya	id=g:6477177
Picasso	id=g:6477178
Apartments Biarritz	id=g:6477179
Casablanca	id=g:6477180
Selvamar	id=g:6477181
BEST WESTERN PREMIER REYMAR Gran hotel	id=g:6477182
Alameda	id=g:6477183
Condal	id=g:6477184
Dynastic	id=g:6477185
Torremar	id=g:6477186
MEDIUM ARISTOL Hotel	id=g:6477187
Parador de Santiago de Compostela	id=g:6477188
Macael	id=g:6477189
Fenix	id=g:6477190
La Felicidad	id=g:6477191
RETIRO PARK II Apartamentos	id=g:6477192
Apartamentos La Mineria	id=g:6477193
ROBERTO PLAYA Hotel	id=g:6477194
Koka	id=g:6477195
Bonlloch	id=g:6477199
SUIZO Hotel	id=g:6477216
MALIBU PARK Hotel	id=g:6477233
Granada Park	id=g:6477234
Maritim	id=g:6477235
GALEON PAVILLON Hotel	id=g:6477236
Silken Al-Andalus	id=g:6477237
Veracruz	id=g:6477238
Ontario	id=g:6477239
Festival Village	id=g:6477240
H10 Mediterranean Village	id=g:6477241
Sunclub	id=g:6477242
Estival Park	id=g:6477243
Podium	id=g:6477244
Apartments Marinada	id=g:6477245
MONTEVERDE Hotel	id=g:6477246
Bella Maria	id=g:6477247
BALEAR BEACH Apartamentos	id=g:6477248
Senorial	id=g:6477250
DERBY VILLA REAL Hotel	id=g:6477251
Can Arabi / Can Jaume	id=g:6477252
Calas de Ibiza	id=g:6477253
Orosol	id=g:6477254
Fiesta Hotel Club Palm Beach	id=g:6477255
Heliomar	id=g:6477256
MARACAIBO Aparthotel	id=g:6477257
H10 Estepona Palace	id=g:6477258
El Pulguilla	id=g:6477260
OCCIDENTAL CORAL BEACH Hotel	id=g:6477261
Poseidon	id=g:6477262
La Barracuda	id=g:6477263
Europa Center	id=g:6477264
Victoria	id=g:6477265
Los Mangos	id=g:6477266
La Manga Residencial	id=g:6477267
AMIC CAN PASTILLA Playa	id=g:6477285
PYR Marbella Hotel Apartament	id=g:6477308
Sur y Sol	id=g:6477309
Tenerife Ving	id=g:6477310
Internacional	id=g:6477311
La Carabela	id=g:6477312
BANDAMA BUNGALOWS Hotel	id=g:6477313
California III/IV	id=g:6477315
Chiqui	id=g:6477316
PROTUR SA COMA  Hotel and Spa	id=g:6477317
Mirgay	id=g:6477318
Holiday Park	id=g:6477319
Playas del Rey	id=g:6477320
Paguera Beach	id=g:6477321
Palau ca sa Galesa	id=g:6477322
LARIS Hotel	id=g:6477323
TRIBUNAL Aparthotel	id=g:6477324
Vista Azul	id=g:6477325
Casa Domingo	id=g:6477326
Entremares	id=g:6477327
Squash	id=g:6477328
Playa Bella I	id=g:6477329
Apartamentos Casa Maria	id=g:6477330
Inagua	id=g:6477331
Tagoror	id=g:6477332
NEPTUNO Hotel	id=g:6477333
Toboso / Azahara	id=g:6477334
SULTAN CLUB MARBELLA Hotel	id=g:6477335
Nerja Medina	id=g:6477336
CENDRILLON Hotel	id=g:6477337
LAS RAMPAS Hotel	id=g:6477338
Sol Don Pablo	id=g:6477339
VILA DE TOSSA Hotel	id=g:6477340
Selomar	id=g:6477341
MAR BLAU Hotel	id=g:6477342
OLYMPUS Hotel	id=g:6477343
Actual	id=g:6477344
Don Angel	id=g:6477345
Marina D'Or Beach	id=g:6477346
XALOC Apartamentos	id=g:6477347
Villas Las Almenas	id=g:6477348
Victoria	id=g:6477349
Ancla	id=g:6477365
San Telmo	id=g:6477376
SOLVASA NOPAL Hotel	id=g:6477377
Platjador	id=g:6477378
Riu Bonanza Park Playa Palace	id=g:6477379
Marina Playa	id=g:6477380
GRUPOTEL PARC NATURAL & SPA Hotel	id=g:6477381
Montemar	id=g:6477382
PLAYA LIMONES Bungalows	id=g:6477384
THB FLORA Hotel	id=g:6477385
Apartamentos Lomo Blanco	id=g:6477386
Villa Alondras	id=g:6477387
Barcarola	id=g:6477388
TAGOMAGO Hotel	id=g:6477389
SIMBAD Hotel	id=g:6477390
El Corso	id=g:6477391
Guadalupe	id=g:6477392
NH Inglaterra	id=g:6477393
Capri	id=g:6477394
Marinero I	id=g:6477395
Sun's Gardens	id=g:6477396
Turbo Club	id=g:6477397
Las Flores de Burriana	id=g:6477398
Nerja Azul	id=g:6477399
AGH Estepona	id=g:6477400
Pyr Marbella	id=g:6477401
Windsor	id=g:6477402
Panorama Park	id=g:6477403
Ramblamar	id=g:6477404
PINEDA PALACE Hotel	id=g:6477405
SANDOS MONACO Hotel	id=g:6477406
Mariscal VII	id=g:6477407
Don Miguel I	id=g:6477408
Groenlandia	id=g:6477409
Invisa Hotel Es Pla	id=g:6477410
Osiris Ibiza	id=g:6477411
Estrella de Mar	id=g:6477412
Complejo Mar y Golf	id=g:6477413
NAUTICO EBESO Hotel	id=g:6477414
Byblos Andaluz	id=g:6477415
CARLOS V Hotel	id=g:6477429
Paraiso Royal	id=g:6477453
Las Madrigueras	id=g:6477454
Chipeque	id=g:6477455
La Paz	id=g:6477456
NOVOTEL SEVILLA MARQUES DE NERVION Hotel	id=g:6477457
Los Peces	id=g:6477458
BLAUMAR Hotel SALOU	id=g:6477459
Duva	id=g:6477460
UYAL Hotel	id=g:6477461
Hobby Club	id=g:6477462
Jardin del Sol Suites	id=g:6477463
GRUPOTEL ORIENT Hotel	id=g:6477464
SERCOTEL ZURBARAN Hotel	id=g:6477465
Suecia	id=g:6477466
BITACORA Lanzarote CLUB	id=g:6477467
Cactus	id=g:6477468
SUITE EL PASO Hotel	id=g:6477469
Cavanna	id=g:6477470
Azuline Hotel Bergantin	id=g:6477471
ELS PINS Hotel	id=g:6477472
TERRAZAMAR SUNSUITE Hotel	id=g:6477473
Villas del Sol	id=g:6477474
Dos Vistas	id=g:6477475
Omar	id=g:6477476
Bungalows Vista Oasis	id=g:6477477
Las Orquideas	id=g:6477478
Las Dunas Sofitel	id=g:6477479
DIANA PARK	id=g:6477480
Casitas Salinera	id=g:6477481
El Capistrano	id=g:6477482
Jose Cruz Playa Burriana	id=g:6477483
Kristie	id=g:6477484
Flamero	id=g:6477485
PRINCIPAL Hotel	id=g:6477486
Duques de Medinaceli	id=g:6477487
Rigat Park	id=g:6477488
Benikaktus	id=g:6477489
Paraiso 10	id=g:6477490
Don Gregorio	id=g:6477491
BARCELONA COLONIAL	id=g:6477492
Marvi	id=g:6477493
Royal	id=g:6477494
SPA PLAYASOL Hotel	id=g:6477495
PARADOR DE JAVEA Hotel	id=g:6477496
Castro	id=g:6477497
Formentera I and II	id=g:6477498
BCN Houses	id=g:6477501
VISTAMAR Apartamentos	id=g:6477531
Vigilia Park	id=g:6477545
Playazul	id=g:6477546
Arona Gran	id=g:6477547
Riu Palace Tenerife	id=g:6477548
LOS DRAGOS DEL SUR Hotel	id=g:6477549
El Sombrerito	id=g:6477550
Bellavista	id=g:6477551
Maritimo	id=g:6477552
RESITUR Aparthotel	id=g:6477553
Condado	id=g:6477554
Salou Park	id=g:6477555
Dona Brigida	id=g:6477556
Menorca Country Club	id=g:6477557
Galeon	id=g:6477558
Gran Santa Ponsa	id=g:6477559
Arabella Sheraton Hotel Son Vida	id=g:6477560
OASIS Apartamentos	id=g:6477561
H10 Costa Salinas	id=g:6477562
THB IBIZA MAR Hotel	id=g:6477563
Confort Plaza	id=g:6477564
Cordial Mogan Playa	id=g:6477565
Dunas Suite Hotel Maspalomas	id=g:6477566
PARQUE ROMANTICO I Y II Bungalows	id=g:6477567
Cay Beach Meloneras Bungalows	id=g:6477568
VILLA AXARQUIA Hotel	id=g:6477569
Chaparil	id=g:6477570
Puerta de Aduares	id=g:6477571
MYRAMAR CASTLE BEACH Hotel	id=g:6477572
LOS JANDALOS VISTAHERMOSA Hotel	id=g:6477573
LOS JANDALOS SANTA MARIA Hotel	id=g:6477574
Ridomar	id=g:6477575
Oasis Plaza	id=g:6477576
Estocolmo	id=g:6477577
THB LOS MOLINOS Hotel	id=g:6477579
Gemelos II-IV	id=g:6477581
Zentral Center	id=g:6477611
SILKEN ATLANTIDA SANTA CRUZ Hotel	id=g:6477613
XALOC PLAYA Hotel	id=g:6477615
GRUPOTEL AMAPOLA Hotel	id=g:6477616
Surfing Playa	id=g:6477617
Ola Hotel Bermudas	id=g:6477618
Aquasol	id=g:6477619
PALMANOVA Hotel	id=g:6477620
BEST WESTERN PREMIER Hotel SANTO DOMINGO	id=g:6477621
Rosamar	id=g:6477622
Acuario Sol	id=g:6477623
Parador de la Palma	id=g:6477624
CLUB TUR PALAS Aparthotel	id=g:6477625
Blau Park	id=g:6477627
Central Park	id=g:6477628
PISCIS PARK Hotel	id=g:6477629
Nido del Aguila	id=g:6477630
Palmeramar	id=g:6477631
BEVERLY PARK Hotel	id=g:6477632
PUEBLO ANDALUZ Hotel	id=g:6477633
Cala Montjoi	id=g:6477634
Las Vegas	id=g:6477635
Camposol	id=g:6477636
Torre Ipanema	id=g:6477637
De L'Arc	id=g:6477638
SERVIGROUP MARINA MAR Hotel	id=g:6477639
PORT DENIA Hotel	id=g:6477640
CABO CERVERA Hotel	id=g:6477641
LOS TILOS Hotel	id=g:6477642
Isabel	id=g:6477643
Carlos V	id=g:6477644
PLANAS Hotel	id=g:6477645
Daina Apartments	id=g:6477646
Torres de Yomely	id=g:6477673
SIR ANTHONY Hotel	id=g:6477674
Cristian Sur	id=g:6477675
Dania Magec	id=g:6477676
INGLATERRA Hotel	id=g:6477677
Albamar	id=g:6477678
El Cid	id=g:6477679
Cye Holiday Centre	id=g:6477680
Castellano I	id=g:6477681
Magalluf Playa	id=g:6477682
Holiday Center	id=g:6477683
Iberostar la Bocayna Bungalows	id=g:6477684
Bahia	id=g:6477685
Ibiza Playa	id=g:6477686
Laura and S'Atalaya	id=g:6477688
Palacio de los Navas	id=g:6477689
Suite Princess	id=g:6477690
Vista Golf	id=g:6477691
Don Diego	id=g:6477692
Vasari Resort	id=g:6477693
Ecuador Park	id=g:6477694
ASTORIA PARK Hotel	id=g:6477695
Font Nova	id=g:6477696
TOP GRAN CASINO ROYAL Hotel	id=g:6477697
TOSSA PARK Aparthotel	id=g:6477698
Tropik	id=g:6477699
NH Express Santander	id=g:6477700
Fleming	id=g:6477701
Kennedy I-II	id=g:6477703
Gemelos XXII	id=g:6477704
F and G	id=g:6477705
RONDA Hotel	id=g:6477706
SUNOTEL ASTON Hotel	id=g:6477707
Casa Grande	id=g:6477709
Fiesta Oasis Paraiso	id=g:6477743
Tenerife Sur	id=g:6477744
H10 COSTA ADEJE PALACE	id=g:6477745
Girasol	id=g:6477746
Valle Mar	id=g:6477747
Aquamarina	id=g:6477748
California Palace	id=g:6477749
Las Dianas	id=g:6477750
Apartamentos Club Sa Coma	id=g:6477751
TRYP BELLVER Hotel	id=g:6477752
Mirador	id=g:6477753
Francisco I	id=g:6477754
SOL IBIZA Hotel	id=g:6477755
Maryola	id=g:6477756
Sunsuites Lufesa	id=g:6477757
Holanda	id=g:6477758
Villas La Luna	id=g:6477759
Guitart Royal Gardens	id=g:6477760
Torremolinos Beach	id=g:6477761
Hosteria del Mar	id=g:6477762
Finca del Moro	id=g:6477763
Montevista / Hawai	id=g:6477764
Bahia	id=g:6477766
Gran Victoria	id=g:6477767
LOS JANDALOS JEREZ Hotel	id=g:6477768
Serit	id=g:6477769
Halley	id=g:6477770
Ambassador Playa	id=g:6477771
ASTORIA Hotel	id=g:6477772
SERCOTEL LOS ANGELES Hotel	id=g:6477773
Gran Hotel Santiago	id=g:6477774
Bonaire	id=g:6477775
Montecastilo	id=g:6477776
Flamingo	id=g:6477787
Colonial Parque	id=g:6477813
Astoria	id=g:6477814
OLA CECILIA Aparthotel	id=g:6477815
Tamanaco	id=g:6477816
SUSTITUIR Sercotel Urbis	id=g:6477817
Los Angeles	id=g:6477818
Santa Monica	id=g:6477819
Son Bou Gardens	id=g:6477820
Playa Moreia	id=g:6477821
OASIS PUNTA AMER Hotel	id=g:6477822
Jardin de Playa	id=g:6477823
OLEANDER Hotel	id=g:6477824
MELIA PALAS ATENEA Hotel	id=g:6477825
Metropol	id=g:6477826
Bungalows Coloradamar	id=g:6477828
LOS COCOTEROS Hotel	id=g:6477829
La Caleta	id=g:6477830
Anfora Playa	id=g:6477831
Ebano	id=g:6477832
Los Angeles	id=g:6477833
Biarritz	id=g:6477834
Green Golf Bungalows	id=g:6477835
Azalea Beach	id=g:6477837
PRINCESA PLAYA Hotel	id=g:6477838
Acuarium	id=g:6477839
La Jabega	id=g:6477840
Angel Playa	id=g:6477841
Papi	id=g:6477842
Royal	id=g:6477843
LOS GALANES Hotel	id=g:6477844
Cortes	id=g:6477845
Cataluna	id=g:6477846
Ramblas	id=g:6477847
Tossa Center	id=g:6477848
Galeon	id=g:6477849
Melia Marbella Dinamar	id=g:6477851
LAVAGGI Hotel	id=g:6477889
MOLINO BLANCO Hotel	id=g:6477890
Trovador	id=g:6477891
Las Vegas	id=g:6477892
Port Mahon	id=g:6477893
Eden	id=g:6477895
Sa Coma	id=g:6477896
Linda Playa	id=g:6477897
THB FELIP Hotel	id=g:6477898
Punta del Mar	id=g:6477899
Delfin Siesta Mar	id=g:6477900
Delfin Mar	id=g:6477901
Grupotel Taurus Park	id=g:6477902
H10 Punta Negra Resort	id=g:6477903
Costa Azul	id=g:6477904
Convencion Barajas	id=g:6477905
Puig de n'Alis / La Pampa	id=g:6477906
Figueretes	id=g:6477907
Corona Rosa	id=g:6477908
Jacaranda	id=g:6477909
Riu Palace Maspalomas	id=g:6477910
Marinasol	id=g:6477911
Dorado Beach	id=g:6477912
Vista Flor	id=g:6477913
PARTNER PLAYA DEL INGLES Aparthotel	id=g:6477914
LAS ROSAS DE CAPISTRANO Apartamentos	id=g:6477915
Villas Latitud	id=g:6477916
Villa Laredo	id=g:6477917
Princesa Solar	id=g:6477918
Los Robles	id=g:6477919
Ull de Bou	id=g:6477920
Picos de Europa	id=g:6477921
Tanit	id=g:6477922
Bermudas	id=g:6477923
Trinisol III	id=g:6477924
CALAS MARINA Apartamentos	id=g:6477925
Adagio	id=g:6477927
SERCOTEL LES ROTES Hotel	id=g:6477928
Turisjavea	id=g:6477929
CALA FERRERA Hotel	id=g:6477933
Cala Azul Park	id=g:6477934
Princep	id=g:6477935
Habitat Bauza	id=g:6477936
Rubino	id=g:6477937
Saga	id=g:6477938
LES PALMERES Hotel	id=g:6477939
Tryp Escultor	id=g:6477940
Nh Lagasca	id=g:6477945
Villas Canarias	id=g:6477972
Riu Adeje	id=g:6477973
Lagos de Fanabe	id=g:6477974
Bahia Dorada	id=g:6477975
Los Delfines	id=g:6477976
Lagoon Center	id=g:6477977
Grupotel Maritimo	id=g:6477978
NH Balboa	id=g:6477979
Orense	id=g:6477980
OCCIDENTAL MIGUEL ANGEL Hotel	id=g:6477981
PLAYADULCE Hotel	id=g:6477983
Imperial Park Residencial	id=g:6477984
Husa Dimar	id=g:6477995
SAN SEBASTIAN PLAYA Hotel	id=g:6478019
Ses Anneres	id=g:6478020
Bahia Camp de Mar	id=g:6478021
THB CALA LLITERAS Hotel	id=g:6478022
Calas Park	id=g:6478023
Kilimanjaro	id=g:6478024
Anfora	id=g:6478025
More	id=g:6478026
SOL CAN PICAFORT Hotel	id=g:6478027
VIVA MALLORCA Aparthotel	id=g:6478028
