La Rosetta	id=g:6472838
Robecco Pavese	id=g:6534580
Roncaro	id=g:6534581
Rovescala	id=g:6534582
Sant'Alessio con Vialone	id=g:6534583
Santa Maria della Versa	id=g:6534584
Pieve di Bono	id=g:6534585
Rumo	id=g:6534586
Sagron Mis	id=g:6534587
Sant'Orsola Terme	id=g:6534588
Terragnolo	id=g:6534589
Ton	id=g:6534590
Trambileno	id=g:6534591
Torre de' Negri	id=g:6534592
Torricella Verzate	id=g:6534593
Valfloriana	id=g:6534594
Vallarsa	id=g:6534595
Villa Agnedo	id=g:6534596
Brentino Belluno	id=g:6534597
Brenzone	id=g:6534598
Concamarise	id=g:6534599
Lavagno	id=g:6534600
Travacò Siccomario	id=g:6534601
Velezzo Lomellina	id=g:6534602
Verretto	id=g:6534603
Verrua Po	id=g:6534604
Gerre de' Caprioli	id=g:6534605
Zeccone	id=g:6534606
Zenevredo	id=g:6534607
Pedemonte	id=g:6534608
Ripalta Arpina	id=g:6534609
Ripalta Guerina	id=g:6534610
San Daniele Po	id=g:6534611
Valdastico	id=g:6534612
Velo d'Astico	id=g:6534613
Fonte	id=g:6534614
Pieve di Coriano	id=g:6534615
Ponti sul Mincio	id=g:6534616
Redondesco	id=g:6534617
Serravalle a Po	id=g:6534618
Bersone	id=g:6534619
Bolbeno	id=g:6534620
Brione	id=g:6534621
Massanzago	id=g:6534622
Megliadino San Fidenzio	id=g:6534623
Cagnò	id=g:6534624
Villanova di Camposampiero	id=g:6534625
Vo	id=g:6534626
Papozze	id=g:6534627
Lisignago	id=g:6534628
Malosco	id=g:6534629
Nanno	id=g:6534630
Nogaredo	id=g:6534631
Ossana	id=g:6534632
Ronzo-Chienis	id=g:6534633
Pelugo	id=g:6534634
Buja	id=g:6534635
Fiumicello	id=g:6534636
Sarnonico	id=g:6534637
Segonzano	id=g:6534638
Sfruz	id=g:6534639
Smarano	id=g:6534640
Reana del Rojale	id=g:6534641
Resia	id=g:6534642
Soraga	id=g:6534643
Sover	id=g:6534644
Tenna	id=g:6534645
Terzolas	id=g:6534646
Torcegno	id=g:6534647
Varena	id=g:6534648
Zuclo	id=g:6534649
Verzegnis	id=g:6534650
Corte Brugnatella	id=g:6534651
Angiari	id=g:6534652
Boschi Sant'Anna	id=g:6534653
Cerro Veronese	id=g:6534654
Colognola ai Colli	id=g:6534655
Grancona	id=g:6534656
Roveredo di Guà	id=g:6534657
Roverè Veronese	id=g:6534658
Molvena	id=g:6534659
Valmozzola	id=g:6534660
Lugo di Vicenza	id=g:6534661
San Gregorio nelle Alpi	id=g:6534662
San Nicolò di Comelico	id=g:6534663
Monfumo	id=g:6534664
Portico e San Benedetto	id=g:6534665
Montecopiolo	id=g:6534666
Monte Grimano Terme	id=g:6534667
Pietrarubbia	id=g:6534668
Terrassa Padovana	id=g:6534669
Acquacanina	id=g:6534670
Fiordimonte	id=g:6534671
Fiuminata	id=g:6534672
Monte Cavallo	id=g:6534673
Ussita	id=g:6534674
Castel di Lama	id=g:6534675
Montegallo	id=g:6534676
Cortino	id=g:6534677
Roccafluvione	id=g:6534678
Zeri	id=g:6534679
San Romano in Garfagnana	id=g:6534680
Caminata	id=g:6534681
Cerignale	id=g:6534682
Sambuca Pistoiese	id=g:6534683
Capraia e Limite	id=g:6534684
Tavarnelle Val di Pesa	id=g:6534685
Gazzola	id=g:6534686
Caprile	id=g:6534687
Callabiana	id=g:6534688
Montegioco	id=g:6534689
Calvignasco	id=g:6534690
Sardigliano	id=g:6534691
Nibionno	id=g:6534692
Lumarzo	id=g:6534693
Cornegliano Laudense	id=g:6534694
Castegnero	id=g:6534695
Greccio	id=g:6534696
Palazzo Pignano	id=g:6534697
Terranova dei Passerini	id=g:6534698
Capriata d'Orba	id=g:6534699
Granaglione	id=g:6534700
Bigarello	id=g:6534701
Fabbrica Curone	id=g:6534702
Campo nell'Elba	id=g:6534703
Montemignaio	id=g:6534704
Isola del Giglio	id=g:6534705
Civitella Paganico	id=g:6534706
Tresana	id=g:6534707
Pontey	id=g:6534708
Rhemes-Saint-Georges	id=g:6534709
Castelbianco	id=g:6534710
Giustenice	id=g:6534711
Larciano	id=g:6534712
Onzo	id=g:6534713
Orco Feglino	id=g:6534714
Roccavignale	id=g:6534715
Stella	id=g:6534716
Broccostella	id=g:6534717
Colfelice	id=g:6534718
Vendone	id=g:6534719
Vezzi Portio	id=g:6534720
Avegno	id=g:6534721
Sant'Olcese	id=g:6534722
Tribogna	id=g:6534723
Valbrevenna	id=g:6534724
Carrodano	id=g:6534725
Cosio Valtellino	id=g:6534726
Forcola	id=g:6534727
Menarola	id=g:6534728
Castel di Sasso	id=g:6534729
Castel Morrone	id=g:6534730
Samolaco	id=g:6534731
Valdidentro	id=g:6534732
Valdisotto	id=g:6534733
Val Masino	id=g:6534734
Marmentino	id=g:6534735
Monte Isola	id=g:6534736
Monticelli Brusati	id=g:6534737
Muscoline	id=g:6534738
Ossimo	id=g:6534739
Paisco Loveno	id=g:6534740
Pertica Alta	id=g:6534741
Pertica Bassa	id=g:6534742
Pezzaze	id=g:6534743
Preseglie	id=g:6534744
Provaglio d'Iseo	id=g:6534745
Provaglio Val Sabbia	id=g:6534746
Puegnago sul Garda	id=g:6534747
Remedello	id=g:6534748
Rodengo-Saiano	id=g:6534749
Tignale	id=g:6534750
Tremosine	id=g:6534751
Treviso Bresciano	id=g:6534752
Vallio Terme	id=g:6534753
Valvestino	id=g:6534754
Albaredo Arnaboldi	id=g:6534755
Castelletto di Branduzzo	id=g:6534756
Concei	id=g:6534757
Lettere	id=g:6534758
Sovramonte	id=g:6534759
Paderno del Grappa	id=g:6534760
Saint-Christophe	id=g:6534761
Saint-Marcel	id=g:6534762
Saint-Nicolas	id=g:6534763
Sarre	id=g:6534764
Valsavarenche	id=g:6534765
Valtournenche	id=g:6534766
Bajardo	id=g:6534767
Ceranesi	id=g:6534768
Roè Volciano	id=g:6534769
Soiano del Lago	id=g:6534770
Aldino - Aldein	id=g:6534771
Andriano - Andrian	id=g:6534772
Venticano	id=g:6534773
Barbiano - Barbian	id=g:6534774
Braies - Prags	id=g:6534775
Brennero - Brenner	id=g:6534776
Caines - Kuens	id=g:6534777
Cornedo all'Isarco - Karneid	id=g:6534778
Cortina sulla strada del vino - Kurtinig an der Weinstrasse	id=g:6534779
Funes - Villnoess	id=g:6534780
Magrè sulla strada del vino - Margreid an der Weinstrasse	id=g:6534781
Marebbe - Enneberg	id=g:6534782
Proves - Proveis	id=g:6534783
Racines - Ratschings	id=g:6534784
Rasun Anterselva - Rasen-Antholz	id=g:6534785
Renon - Ritten	id=g:6534786
Rodengo - Rodeneck	id=g:6534787
San Martino in Badia - St. Martin in Thurn	id=g:6534788
Senales - Schnals	id=g:6534789
Tirolo - Tirol	id=g:6534790
Ultimo - Ulten	id=g:6534791
Val di Vizze - Pfitsch	id=g:6534792
Valle Aurina - Ahrntal	id=g:6534793
Valle di Casies - Gsies	id=g:6534794
Vandoies - Vintl	id=g:6534795
Verano - Voeran	id=g:6534796
Villandro - Villanders	id=g:6534797
Vallada Agordina	id=g:6534798
Cavaso del Tomba	id=g:6534799
Giffoni Sei Casali	id=g:6534800
Montecorvino Pugliano	id=g:6534801
Balsorano	id=g:6534802
Lucoli	id=g:6534803
Ocre	id=g:6534804
Tornimparte	id=g:6534805
Rocca Santa Maria	id=g:6534806
Isole Tremiti	id=g:6534807
Scigliano	id=g:6534808
Conflenti	id=g:6534809
Africo	id=g:6534810
Fiumara	id=g:6534811
Roghudi	id=g:6534812
Fondachelli-Fantina	id=g:6534813
Terme Vigliatore	id=g:6534814
Maniace	id=g:6534815
Valledoria	id=g:6534816
Castelnovo del Friuli	id=g:6534817
Camandona	id=g:6534818
Cerreto Castello	id=g:6534819
Curino	id=g:6534820
Mezzana Mortigliengo	id=g:6534821
Selve Marcone	id=g:6534822
Soprana	id=g:6534823
Vallanzengo	id=g:6534824
Veglio	id=g:6534825
Castello di Brianza	id=g:6534826
Colle Brianza	id=g:6534827
Garbagnate Monastero	id=g:6534828
Monticello Brianza	id=g:6534829
Castiraga Vidardo	id=g:6534830
Corte Palasio	id=g:6534831
Jonadi	id=g:6534832
Antrona Schieranco	id=g:6534833
Brovello-Carpugnino	id=g:6534834
Calasca-Castiglione	id=g:6534835
Cavaglio-Spoccia	id=g:6534836
Madonna del Sasso	id=g:6534837
Montescheno	id=g:6534838
Oggebbio	id=g:6534839
San Bernardino Verbano	id=g:6534840
Valstrona	id=g:6534841
Montemale di Cuneo	id=g:6534842
Monterosso Grana	id=g:6534843
Murello	id=g:6534844
Paroldo	id=g:6534845
Perletto	id=g:6534846
Pianfei	id=g:6534847
Pocapaglia	id=g:6534848
Polonghera	id=g:6534849
Torre Bormida	id=g:6534850
Torre San Giorgio	id=g:6534851
Verduno	id=g:6534852
Vezza d'Alba	id=g:6534853
Villar San Costanzo	id=g:6534854
Albugnano	id=g:6534855
Antignano	id=g:6534856
San Martino Alfieri	id=g:6534857
San Paolo Solbrito	id=g:6534858
Soglio	id=g:6534859
Tigliole	id=g:6534860
Vaglio Serra	id=g:6534861
Viarigi	id=g:6534862
Vinchio	id=g:6534863
Alice Bel Colle	id=g:6534864
Altavilla Monferrato	id=g:6534865
Avolasca	id=g:6534866
Belforte Monferrato	id=g:6534867
Bergamasco	id=g:6534868
Berzano di Tortona	id=g:6534869
Borghetto di Borbera	id=g:6534870
Bosio	id=g:6534871
Carpeneto	id=g:6534872
Casal Cermelli	id=g:6534873
Casaleggio Boiro	id=g:6534874
Costa Vescovato	id=g:6534875
Cuccaro Monferrato	id=g:6534876
Fraconalto	id=g:6534877
Francavilla Bisio	id=g:6534878
Fresonara	id=g:6534879
Gavazzana	id=g:6534880
Grondona	id=g:6534881
Masio	id=g:6534882
Molino dei Torti	id=g:6534883
Mombello Monferrato	id=g:6534884
Momperone	id=g:6534885
Moncestino	id=g:6534886
Montacuto	id=g:6534887
Montaldeo	id=g:6534888
Montechiaro d'Acqui	id=g:6534889
Montemarzino	id=g:6534890
Morsasco	id=g:6534891
Odalengo Grande	id=g:6534892
Olivola	id=g:6534893
Orsara Bormida	id=g:6534894
Pietra Marazzi	id=g:6534895
Piovera	id=g:6534896
Ponzano Monferrato	id=g:6534897
Ricaldone	id=g:6534898
Rosignano Monferrato	id=g:6534899
Sant'Agata Fossili	id=g:6534900
Sezzadio	id=g:6534901
Solonghello	id=g:6534902
Treville	id=g:6534903
Arnad	id=g:6534904
Fontainemore	id=g:6534905
Hone	id=g:6534906
Agra	id=g:6534907
Azzio	id=g:6534908
Barasso	id=g:6534909
Bedero Valcuvia	id=g:6534910
Brenta	id=g:6534911
Brusimpiano	id=g:6534912
Caronno Varesino	id=g:6534913
Castello Cabiaglio	id=g:6534914
Clivio	id=g:6534915
Cuasso al Monte	id=g:6534916
Cugliate-Fabiasco	id=g:6534917
Cunardo	id=g:6534918
Daverio	id=g:6534919
Duno	id=g:6534920
Gorla Minore	id=g:6534921
Jerago con Orago	id=g:6534922
Leggiuno	id=g:6534923
Varano Borghi	id=g:6534924
Albese con Cassano	id=g:6534925
Alserio	id=g:6534926
Cavallasca	id=g:6534927
Civenna	id=g:6534928
Corrido	id=g:6534929
Fenegrò	id=g:6534930
Germasino	id=g:6534931
Laino	id=g:6534932
Lasnigo	id=g:6534933
Albosaggia	id=g:6534934
Briosco	id=g:6534935
Cassinetta di Lugagnano	id=g:6534936
Cogliate	id=g:6534937
Correzzana	id=g:6534938
Dresano	id=g:6534939
Gessate	id=g:6534940
Gudo Visconti	id=g:6534941
Lazzate	id=g:6534942
Lesmo	id=g:6534943
Macherio	id=g:6534944
Masate	id=g:6534945
Mesero	id=g:6534946
Mezzago	id=g:6534947
San Vittore Olona	id=g:6534948
Sulbiate	id=g:6534949
Veduggio con Colzano	id=g:6534950
Vizzolo Predabissi	id=g:6534951
Adrara San Rocco	id=g:6534952
Ambivere	id=g:6534953
Aviatico	id=g:6534954
Barbata	id=g:6534955
Bianzano	id=g:6534956
Boltiere	id=g:6534957
Bonate Sotto	id=g:6534958
Bossico	id=g:6534959
Chignolo d'Isola	id=g:6534960
Colzate	id=g:6534961
Corna Imagna	id=g:6534962
Entratico	id=g:6534963
Filago	id=g:6534964
Fiorano al Serio	id=g:6534965
Fonteno	id=g:6534966
Fuipiano Valle Imagna	id=g:6534967
Gandellino	id=g:6534968
Gaverina Terme	id=g:6534969
Gorlago	id=g:6534970
Madone	id=g:6534971
Premolo	id=g:6534972
Presezzo	id=g:6534973
Riva di Solto	id=g:6534974
Castelcovati	id=g:6534975
Borgo San Siro	id=g:6534976
Castana	id=g:6534977
Chignolo Po	id=g:6534978
Costa de' Nobili	id=g:6534979
Frascarolo	id=g:6534980
Golferenzo	id=g:6534981
Magherno	id=g:6534982
Marcignago	id=g:6534983
Marzano	id=g:6534984
Campagnola Cremasca	id=g:6534985
Casaletto Vaprio	id=g:6534986
Cella Dati	id=g:6534987
Derovere	id=g:6534988
Drizzona	id=g:6534989
Malagnino	id=g:6534990
Spinadesco	id=g:6534991
Castelbelforte	id=g:6534992
Motteggiana	id=g:6534993
Cunevo	id=g:6534994
Daiano	id=g:6534995
Dorsino	id=g:6534996
Isera	id=g:6534997
Ronchi Valsugana	id=g:6534998
Rivoli Veronese	id=g:6534999
Selva di Progno	id=g:6535000
Alonte	id=g:6535001
Altissimo	id=g:6535002
Asigliano Veneto	id=g:6535003
Brogliano	id=g:6535004
Campolongo sul Brenta	id=g:6535005
Carrè	id=g:6535006
Enego	id=g:6535007
Mason Vicentino	id=g:6535008
Montecchio Precalcino	id=g:6535009
Montegalda	id=g:6535010
Mossano	id=g:6535011
Mussolente	id=g:6535012
Pove del Grappa	id=g:6535013
Sarego	id=g:6535014
Alano di Piave	id=g:6535015
Altivole	id=g:6535016
Segusino	id=g:6535017
Cartura	id=g:6535018
Urbana	id=g:6535019
Vighizzolo d'Este	id=g:6535020
Villafranca Padovana	id=g:6535021
Arquà Polesine	id=g:6535022
Castelnovo Bariano	id=g:6535023
Frassinelle Polesine	id=g:6535024
Solignano	id=g:6535026
Capolona	id=g:6535027
Montecreto	id=g:6535028
San Prospero	id=g:6535029
Voghiera	id=g:6535030
Ragoli	id=g:6535031
Barchi	id=g:6535032
Casteldelci	id=g:6535033
Montefelcino	id=g:6535034
Gualdo	id=g:6535035
Maltignano	id=g:6535036
Monte Vidon Combatte	id=g:6535037
Smerillo	id=g:6535038
Comano	id=g:6535039
Giuncugnano	id=g:6535040
Montescudaio	id=g:6535041
Valtopina	id=g:6535042
Arcinazzo Romano	id=g:6535043
Canterano	id=g:6535044
Jenne	id=g:6535045
Montelibretti	id=g:6535046
Ponzano Romano	id=g:6535047
Rocca Canterano	id=g:6535048
Rocca Santo Stefano	id=g:6535049
Roccagorga	id=g:6535050
Coreno Ausonio	id=g:6535051
Bairo	id=g:6535053
Baldissero Canavese	id=g:6535054
Angrogna	id=g:6535055
Rivalta Bormida	id=g:6535056
Rivarone	id=g:6535057
Rocca Grimalda	id=g:6535058
Spineto Scrivia	id=g:6535059
Tagliolo Monferrato	id=g:6535060
Tassarolo	id=g:6535061
Terzo	id=g:6535062
Vignole Borbera	id=g:6535063
Villadeati	id=g:6535064
Villamiroglio	id=g:6535065
Villaromagnano	id=g:6535066
Visone	id=g:6535067
Volpeglino	id=g:6535068
Allein	id=g:6535069
Avise	id=g:6535070
Donnas	id=g:6535071
Doues	id=g:6535072
Gignod	id=g:6535073
Jovencan	id=g:6535074
Nus	id=g:6535075
Ollomont	id=g:6535076
Perloz	id=g:6535077
Pontboset	id=g:6535078
Valgrisenche	id=g:6535079
Villeneuve	id=g:6535080
Armo	id=g:6535081
Boissano	id=g:6535082
Calice Ligure	id=g:6535083
Casanova Lerrone	id=g:6535084
Castelvecchio di Rocca Barbena	id=g:6535085
Massimino	id=g:6535086
Tovo San Giacomo	id=g:6535087
Mele	id=g:6535088
Savignone	id=g:6535089
Bardello	id=g:6535090
Bisuschio	id=g:6535091
Bregano	id=g:6535092
Brunello	id=g:6535093
Buguggiate	id=g:6535094
Cadrezzate	id=g:6535095
Cantello	id=g:6535096
Casale Litta	id=g:6535097
Cazzago Brabbia	id=g:6535098
Cremenaga	id=g:6535099
Crosio della Valle	id=g:6535100
Cuveglio	id=g:6535101
Cuvio	id=g:6535102
Ferrera di Varese	id=g:6535103
Galliate Lombardo	id=g:6535104
Germignaga	id=g:6535105
Grantola	id=g:6535106
Inarzo	id=g:6535107
Luvinate	id=g:6535108
Marchirolo	id=g:6535109
Monvalle	id=g:6535110
Morazzone	id=g:6535111
Sangiano	id=g:6535112
Albiolo	id=g:6535113
Alzate Brianza	id=g:6535114
Capiago Intimiano	id=g:6535115
Carugo	id=g:6535116
Cassina Rizzardi	id=g:6535117
Castelmarte	id=g:6535118
Cerano d'Intelvi	id=g:6535119
Colonno	id=g:6535120
Cucciago	id=g:6535121
Cusino	id=g:6535122
Dosso del Liro	id=g:6535123
Figino Serenza	id=g:6535124
Guanzate	id=g:6535125
Lambrugo	id=g:6535126
Limido Comasco	id=g:6535127
Lipomo	id=g:6535128
Longone al Segrino	id=g:6535129
Luisago	id=g:6535130
Magreglio	id=g:6535131
Proserpio	id=g:6535132
Mantello	id=g:6535133
Montagna in Valtellina	id=g:6535134
Ponte in Valtellina	id=g:6535135
San Giacomo Filippo	id=g:6535136
Spriana	id=g:6535137
Talamona	id=g:6535138
Tartano	id=g:6535139
Tovo di Sant'Agata	id=g:6535140
Vervio	id=g:6535141
Aicurzio	id=g:6535142
Albairate	id=g:6535143
Bellinzago Lombardo	id=g:6535144
Bubbiano	id=g:6535145
Burago di Molgora	id=g:6535146
Busnago	id=g:6535147
Grezzago	id=g:6535148
Ronco Briantino	id=g:6535149
San Giorgio su Legnano	id=g:6535150
Settala	id=g:6535151
Sovico	id=g:6535152
Vedano al Lambro	id=g:6535153
Zelo Surrigone	id=g:6535154
Adrara San Martino	id=g:6535155
Arzago d'Adda	id=g:6535156
Azzano San Paolo	id=g:6535157
Bagnatica	id=g:6535158
Bariano	id=g:6535159
Berbenno	id=g:6535160
Berzo San Fermo	id=g:6535161
Bolgare	id=g:6535162
Cavernago	id=g:6535163
Chiuduno	id=g:6535164
Cortenuova	id=g:6535165
Credaro	id=g:6535166
Dossena	id=g:6535167
Fino del Monte	id=g:6535168
Gandosso	id=g:6535169
Grassobbio	id=g:6535170
Grone	id=g:6535171
Isso	id=g:6535172
Levate	id=g:6535173
Lurano	id=g:6535174
Montello	id=g:6535175
Morengo	id=g:6535176
Mornico al Serio	id=g:6535177
Ranzanico	id=g:6535178
Rogno	id=g:6535179
Roncobello	id=g:6535180
Roncola	id=g:6535181
Songavazzo	id=g:6535182
Suisio	id=g:6535183
Terno d'Isola	id=g:6535184
Villa d'Adda	id=g:6535185
Villa d'Ogna	id=g:6535186
Barbariga	id=g:6535187
Brandico	id=g:6535188
Caino	id=g:6535189
Calvagese della Riviera	id=g:6535190
Capovalle	id=g:6535191
Capriano del Colle	id=g:6535192
Castrezzato	id=g:6535193
Cellatica	id=g:6535194
Corzano	id=g:6535195
Gianico	id=g:6535196
Maclodio	id=g:6535197
Montirone	id=g:6535198
Niardo	id=g:6535199
Nuvolera	id=g:6535200
Polaveno	id=g:6535201
Pontoglio	id=g:6535202
Roncadelle	id=g:6535203
San Zeno Naviglio	id=g:6535204
Trenzano	id=g:6535205
Zone	id=g:6535206
Battuda	id=g:6535207
Borgarello	id=g:6535208
Bosnasco	id=g:6535209
Casanova Lonati	id=g:6535210
Castello d'Agogna	id=g:6535211
Linarolo	id=g:6535212
Lirio	id=g:6535213
Monticelli Pavese	id=g:6535214
Nicorvo	id=g:6535215
Oliva Gessi	id=g:6535216
Pinarolo Po	id=g:6535217
Sommo	id=g:6535218
Spessa	id=g:6535219
Torre d'Arese	id=g:6535220
Torrevecchia Pia	id=g:6535221
Trivolzio	id=g:6535222
Valle Salimbene	id=g:6535223
Villa Biscossi	id=g:6535224
Vistarino	id=g:6535225
Bonemerse	id=g:6535226
Ca' d'Andrea	id=g:6535227
Casaletto di Sopra	id=g:6535228
Castelvisconti	id=g:6535229
Chieve	id=g:6535230
Corte de' Frati	id=g:6535231
Cremosano	id=g:6535232
Fiesco	id=g:6535233
Gombito	id=g:6535234
Martignana di Po	id=g:6535235
Monte Cremasco	id=g:6535236
Pianengo	id=g:6535237
Pieranica	id=g:6535238
Quintano	id=g:6535239
Ricengo	id=g:6535240
Borgofranco sul Po	id=g:6535241
Felonica	id=g:6535242
Mariana Mantovana	id=g:6535243
Schivenoglia	id=g:6535245
Villa Poma	id=g:6535246
Amblar	id=g:6535247
Bezzecca	id=g:6535248
Bieno	id=g:6535249
Bondo	id=g:6535250
Bondone	id=g:6535251
Calceranica al Lago	id=g:6535252
Carano	id=g:6535253
Carzano	id=g:6535254
Cavedine	id=g:6535255
Cavizzana	id=g:6535256
Cis	id=g:6535257
Darè	id=g:6535258
Don	id=g:6535259
Faedo	id=g:6535260
Faver	id=g:6535261
Fornace	id=g:6535262
Frassilongo	id=g:6535263
Giustino	id=g:6535264
Cantalupa	id=g:6535265
Cercenasco	id=g:6535266
Chiesanuova	id=g:6535267
Chiusa di San Michele	id=g:6535268
Ciconio	id=g:6535269
Colleretto Castelnuovo	id=g:6535270
Colleretto Giacosa	id=g:6535271
Cossano Canavese	id=g:6535272
Fiorano Canavese	id=g:6535273
Givoletto	id=g:6535274
Grosso	id=g:6535275
Pratiglione	id=g:6535276
Ribordone	id=g:6535277
Salerano Canavese	id=g:6535278
San Didero	id=g:6535279
San Germano Chisone	id=g:6535280
Pila	id=g:6535281
Rossa	id=g:6535282
Salasco	id=g:6535283
Bogogno	id=g:6535284
Briona	id=g:6535285
Colazza	id=g:6535286
Comignago	id=g:6535287
Soriso	id=g:6535288
Veruno	id=g:6535289
Aisone	id=g:6535290
Albaretto della Torre	id=g:6535291
Succivo	id=g:6535292
Pietraroja	id=g:6535293
Sant'Angelo a Cupolo	id=g:6535294
Casamicciola Terme	id=g:6535295
Castello di Cisterna	id=g:6535296
San Vitaliano	id=g:6535297
Scisciano	id=g:6535298
Cassano Irpino	id=g:6535299
Cesinali	id=g:6535300
Moschiano	id=g:6535301
Sant'Angelo all'Esca	id=g:6535302
Sperone	id=g:6535303
Cagnano Amiterno	id=g:6535304
Villa Sant'Angelo	id=g:6535305
Liscia	id=g:6535306
Tufara	id=g:6535307
Castelluccio dei Sauri	id=g:6535308
Binetto	id=g:6535309
Poggiorsini	id=g:6535310
Brienza	id=g:6535311
Figline Vegliaturo	id=g:6535312
Santa Maria del Cedro	id=g:6535313
Amato	id=g:6535314
Belcastro	id=g:6535315
Feroleto Antico	id=g:6535316
Jacurso	id=g:6535317
Sellia Marina	id=g:6535319
Bova	id=g:6535320
Furnari	id=g:6535321
Gualtieri Sicaminò	id=g:6535322
Motta d'Affermo	id=g:6535323
Roccafiorita	id=g:6535324
Savoca	id=g:6535325
Camporotondo Etneo	id=g:6535326
San Pietro Clarenza	id=g:6535327
Valverde	id=g:6535328
Mazzarrone	id=g:6535329
Ragalna	id=g:6535330
Desulo	id=g:6535331
Villaperuccio	id=g:6535332
Villa Sant'Antonio	id=g:6535333
Donato	id=g:6535334
Magnano	id=g:6535335
Piatto	id=g:6535336
Ronco Biellese	id=g:6535337
Sagliano Micca	id=g:6535338
San Paolo Cervo	id=g:6535339
Sostegno	id=g:6535340
Tavigliano	id=g:6535341
Valdengo	id=g:6535342
Villanova Biellese	id=g:6535343
Bulciago	id=g:6535344
Calco	id=g:6535345
Cassago Brianza	id=g:6535346
Civate	id=g:6535347
Cortenova	id=g:6535348
Costa Masnaga	id=g:6535349
Erve	id=g:6535350
Garlate	id=g:6535351
Imbersago	id=g:6535352
Parlasco	id=g:6535353
Pasturo	id=g:6535354
Perego	id=g:6535355
Perledo	id=g:6535356
Pescate	id=g:6535357
Rogeno	id=g:6535358
Santa Maria Hoè	id=g:6535359
Sirtori	id=g:6535360
Suello	id=g:6535361
Valgreghentino	id=g:6535362
Verderio Inferiore	id=g:6535363
Verderio Superiore	id=g:6535364
Casaletto Lodigiano	id=g:6535365
Cervignano d'Adda	id=g:6535366
Graffignana	id=g:6535367
Mairago	id=g:6535368
Ospedaletto Lodigiano	id=g:6535369
Pieve Fissiraga	id=g:6535370
San Martino in Strada	id=g:6535371
Sordio	id=g:6535372
Valera Fratta	id=g:6535373
Villanova del Sillaro	id=g:6535374
Montegridolfo	id=g:6535375
Castelsilano	id=g:6535376
Filandari	id=g:6535377
Stefanaconi	id=g:6535378
Arizzano	id=g:6535379
Aurano	id=g:6535380
Cambiasca	id=g:6535381
Quarna Sotto	id=g:6535382
Seppiana	id=g:6535383
Vignone	id=g:6535384
Villette	id=g:6535385
Bibiana	id=g:6535386
Bruzolo	id=g:6535387
Cafasse	id=g:6535388
Castagnole Piemonte	id=g:6535389
Castiglione Torinese	id=g:6535390
Chianocco	id=g:6535391
Chiaverano	id=g:6535392
Frossasco	id=g:6535393
Garzigliana	id=g:6535394
Giaglione	id=g:6535395
Gravere	id=g:6535396
Isolabella	id=g:6535397
Issiglio	id=g:6535398
La Cassa	id=g:6535399
Levone	id=g:6535400
Lugnacco	id=g:6535401
Lusigliè	id=g:6535402
Macello	id=g:6535403
Mattie	id=g:6535404
Meugliano	id=g:6535405
Mombello di Torino	id=g:6535406
Monastero di Lanzo	id=g:6535407
Moncenisio	id=g:6535408
Montaldo Torinese	id=g:6535409
Pecco	id=g:6535410
Perosa Canavese	id=g:6535411
Pertusio	id=g:6535412
Piobesi Torinese	id=g:6535413
Piscina	id=g:6535414
Piverone	id=g:6535415
Porte	id=g:6535416
Rivarossa	id=g:6535417
Roletto	id=g:6535418
Rorà	id=g:6535419
Rosta	id=g:6535420
Rueglio	id=g:6535421
San Carlo Canavese	id=g:6535422
San Colombano Belmonte	id=g:6535423
Strambinello	id=g:6535424
Usseaux	id=g:6535425
Vallo Torinese	id=g:6535426
Villanova Canavese	id=g:6535427
Vische	id=g:6535428
Asigliano Vercellese	id=g:6535429
Caresanablot	id=g:6535430
San Giacomo Vercellese	id=g:6535431
Cervatto	id=g:6535432
Rassa	id=g:6535433
Riva Valdobbia	id=g:6535434
Scopa	id=g:6535435
Vocca	id=g:6535436
Barengo	id=g:6535437
Boca	id=g:6535438
Casalbeltrame	id=g:6535439
Cavaglietto	id=g:6535440
Cavaglio d'Agogna	id=g:6535441
Cureggio	id=g:6535442
Dormelletto	id=g:6535443
Gargallo	id=g:6535444
Maggiora	id=g:6535445
Mandello Vitta	id=g:6535446
Miasino	id=g:6535447
Nibbiola	id=g:6535448
Pisano	id=g:6535449
Alto	id=g:6535450
Baldissero d'Alba	id=g:6535451
