Urochishche Volynkskoye	id=g:1536088
Urochishche Prudki	id=g:1543577
Komsomol’skiy	id=g:1543578
Urochishche Komsomol’skoye	id=g:1543579
Ozero Gorevoye	id=g:1543580
Ozero Pes’yanoye	id=g:1543581
Kopyrino	id=g:1543582
Urochishche Khokhly	id=g:1543583
Ozero Bol’shoye Stepankovo	id=g:1543584
Ozero Severnoye	id=g:1543585
Krasnotal	id=g:1543586
Ozero Duvan	id=g:1543587
Ozero Bol’shoy Taraskul’	id=g:1543588
Ozero Gorevoye	id=g:1543589
Ozero Utënok	id=g:1543590
Ozero Sutermino	id=g:1543591
Ozero Plotnikovo	id=g:1543592
Ozero Goloye	id=g:1543593
Antipino	id=g:1543594
Malodolgiye	id=g:1543595
Okunëvka	id=g:1543596
Ozero Bakhtovo	id=g:1543597
Sumki	id=g:1543598
Ozero Kamennoye	id=g:1543599
Ozero Pes’yanoye	id=g:1543600
Urochishche Dronovka	id=g:1543601
Ozero Cherevatoye	id=g:1543602
Zhuralëvka	id=g:1543603
Ozero Kamyshnoye	id=g:1543604
Ozero Urvannoye	id=g:1543605
Ozero Shmakovo	id=g:1543606
Urochishche Kyzylzhuldyz	id=g:1543607
Ozero Kulakovo	id=g:1543608
Ozero Zhirnoye	id=g:1543609
Ozero Volch’ye	id=g:1543610
Urochishche Yedunovo	id=g:1543611
Kilarino	id=g:1543612
Ozero Kilarino	id=g:1543613
Ozero Bol’shoye Glubokoye	id=g:1543614
Ozero Obukhovo	id=g:1543615
Ozero Travykulënok	id=g:1543616
Urochishche Malaikha	id=g:1543617
Letnik Kyzyltu	id=g:1543618
Ozero Krivoye	id=g:1543619
Ozero Pes’yanoye	id=g:1543620
Ozero Bol’shoye Orlovo	id=g:1543621
Letnik Voskresenka	id=g:1543622
Rybnyy	id=g:1543623
Ozero Sladkoye	id=g:1543624
Ozero Sosnovik	id=g:1543625
Ozero Travnoye	id=g:1543626
Ozero Naydënovo	id=g:1543627
Ozero Kabakovo	id=g:1543628
Ozero Yelannoye	id=g:1543629
Ozero Pereyma	id=g:1543630
Ozero Goreloye	id=g:1543631
Ozero Pogdayevo	id=g:1543632
Ozero Orlovo	id=g:1543633
Ozero Likhanovskaya Pereyma	id=g:1543634
Ozero Mindalevo	id=g:1543635
Boloto Gusinoye	id=g:1543636
Voron’ye	id=g:1543637
Ozero Glubokoye	id=g:1543638
Ozero Krymovo	id=g:1543639
Urochishche Tatarka	id=g:1543640
Ozero Tatarko	id=g:1543641
Ozero Synevo	id=g:1543642
Ozero Pes’yanoye	id=g:1543643
Ozero Glyadeno	id=g:1543644
Mys Lysan	id=g:1543645
Poloye	id=g:1543646
Ozero Maloye Beloye	id=g:1543647
Ostrov Omelino	id=g:1543648
Ozero Bol’shoye Kamyshnoye	id=g:1543649
Ozero Maloye Kamyshnoye	id=g:1543650
Letnik Dëminskiye Vypasy	id=g:1543651
Ozero Dolgoye	id=g:1543652
Komleva	id=g:1543653
Ozero Zubarevskoye	id=g:1543654
Ozero Kanovo	id=g:1543655
Boloto Kurtan	id=g:1543656
Ozero Dan’kovo	id=g:1543657
Dan’kova	id=g:1543658
Goglina	id=g:1543659
Ozero Dishchevo	id=g:1543660
Letnik Lis’i Vypasy	id=g:1543661
Stekleneyskaya	id=g:1543662
Ozero Semiskul’	id=g:1543663
Komsomol’skaya	id=g:1543664
Ozero Kosmylevo	id=g:1543665
Ozero Shlyapino	id=g:1543666
Menshchikova	id=g:1543667
Zverinyye Ozëra	id=g:1543668
Burlaki	id=g:1543669
Glubokaya	id=g:1543670
Snegirova	id=g:1543671
Ozero Pes’yanik	id=g:1543672
Ozero Bol’shoye Solovoye	id=g:1543673
Ozero Ryamovoye	id=g:1543674
Ozero Poloye	id=g:1543675
Semiskul’	id=g:1543676
Ozero Gor’koye	id=g:1543677
Ozero Ryamovoye	id=g:1543678
Berdyugina	id=g:1543679
Letnik Belaya Griva	id=g:1543680
Boloto Gniloye	id=g:1543681
Uval Dubrava	id=g:1543682
Ozero Obrugay	id=g:1543683
Slevnoye	id=g:1543684
Urochishche Bereznyaki	id=g:1543685
Ozero Bol’shoy Zherebets	id=g:1543686
Ozero Sumki	id=g:1543687
Ozero Ploskoye	id=g:1543688
Ozero Volkovo	id=g:1543689
Ozero Posadkoye	id=g:1543690
Ozero Presnoye	id=g:1543691
Ozero Krugloye	id=g:1543692
Ozero Stolbikovo	id=g:1543693
Ozero Bol’shoye Martino	id=g:1543694
Urochishche Mokhovoye	id=g:1543695
Ozero Repino	id=g:1543696
Ozero Zhirnoye	id=g:1543697
Ozero Akhat’yevo	id=g:1543698
Profintern	id=g:1543699
Urochishche Shmakovo Zaymishche	id=g:1543700
Urochishche Pishkov Kolok	id=g:1543701
Log Krutoy	id=g:1543702
Varvarinka	id=g:1543703
Ozero Bol’shoye Udalovo	id=g:1543704
Kisloye	id=g:1543705
Ozero Kisloye	id=g:1543706
Ozero Travnoye	id=g:1543707
Ozero Gor’koye	id=g:1543708
Ozero Kursakovo	id=g:1543709
Klepikovo	id=g:1543710
Orlovka	id=g:1543711
Letnik Sinitsynskiy	id=g:1543712
Otgon Sinitsynskiy	id=g:1543713
Bulanovka	id=g:1543714
Urochishche Kruglino	id=g:1543715
Gortop	id=g:1543716
Urochishche Kol’tsovka	id=g:1543717
Ostanovochnyy Punkt 2462 km	id=g:1543718
Boloto Dolgushino	id=g:1543719
Urochishche Dolgushinko	id=g:1543720
Bereznyaki	id=g:1543721
Bezborodovskiye Vypasy	id=g:1543722
Otgon Taynak	id=g:1543723
Shantemir	id=g:1543724
Otgon Ragozinskiy	id=g:1543725
Ragozina	id=g:1543726
Voronina	id=g:1543727
Ozero Pes’yanovo	id=g:1543728
Ozero Shilovo	id=g:1543729
Ozero Khymovo	id=g:1543730
Ozero Karatayevskoye	id=g:1543731
Shagalovo	id=g:1543732
Ozero Stëganek	id=g:1543733
Chencher’	id=g:1543734
Malyy Chencher’	id=g:1543735
Urochishche Staryy Chencher’	id=g:1543736
Bol’shoy Chencher’	id=g:1543737
Novopokrovka	id=g:1543738
Otgon Larinskiy	id=g:1543739
Menzhinskoye	id=g:1543740
Polototdol’skiy	id=g:1543741
Dolmatovo	id=g:1543742
Chelyuskintsev	id=g:1543743
Mikhaylovka	id=g:1543744
Stoyanka	id=g:1543745
Lesnoy	id=g:1543746
Urochishche Ostrov	id=g:1543747
Donovka	id=g:1543748
Ozero Stepnoye	id=g:1543749
Log Kashinskiy	id=g:1543750
Log Popovskiy	id=g:1543751
Ozero Tatarskoye	id=g:1543752
Ozero Gusinoye	id=g:1543753
Shadrinka	id=g:1543754
Zimikha	id=g:1543755
Otgon Borovlyanskiy	id=g:1543756
Urochishche Kruglen’koye Boloto	id=g:1543757
Aul Novosel’ye	id=g:1543758
Aul Omarov	id=g:1543759
Novosëly	id=g:1543760
Boloto Vakarinskoye	id=g:1543761
Urochishche Ognëvka	id=g:1543762
Malyy Kurtal	id=g:1543763
Bol’shoy Kurtal	id=g:1543764
Ozero Uglovskoye	id=g:1543765
Komsomolka	id=g:1543766
Otgon Sovkhoz Usovskiy	id=g:1543767
Ozero Usovskoye	id=g:1543768
Boloto Kozlovskoye Zaymishche	id=g:1543769
Kozlovka	id=g:1543770
Ispravnik	id=g:1543771
Pelevino	id=g:1543772
Boloto Zaymishche Basskoye	id=g:1543773
Urochishche Uralovka	id=g:1543774
Boloto Morzhovo	id=g:1543775
Urochishche Kolmakovskiy Kordon	id=g:1543776
Aul Udilovskoye	id=g:1543777
Viktorovka	id=g:1543778
Pelenka	id=g:1543779
Ozero Pulovo	id=g:1543780
Ozero Sivkovo	id=g:1543781
Ozero Staryy Ishim	id=g:1543782
Ozero Ploskoye	id=g:1543783
Bazarovo	id=g:1543784
Smolikha	id=g:1543785
Zimikha	id=g:1543786
Sokhorka	id=g:1543787
Aul Kazakhskiy Solonets	id=g:1543788
Aul Konoval’skiy Log	id=g:1543789
Sinitsyno	id=g:1543790
Ozero Udilovskoye	id=g:1543791
Ozero Savatkino	id=g:1543792
Ozero Pes’yanovo	id=g:1543793
Pes’yany	id=g:1543794
Vasil’yevka	id=g:1543795
Ozero Zabashino	id=g:1543796
Stantsiya Sochino	id=g:1543797
Stantsiya Gorbunovo	id=g:1543798
Urochishche Malokamennoye	id=g:1543799
Gomzino	id=g:1543800
Vorob’yëvo	id=g:1543801
Odyshka	id=g:1543802
Ostanino	id=g:1543803
Ozero Kerchenskoye	id=g:1543804
Ozero Loktevoye	id=g:1543805
Ozero Uglovoye	id=g:1543806
Ozero Tatarskoye	id=g:1543807
Boloto Loktinskoye	id=g:1543808
Zhanazhol	id=g:1543809
Ozero Slevalovo	id=g:1543810
Ozero Savino	id=g:1543811
Ozero Seledkovo	id=g:1543812
Ozero Romanovo	id=g:1543813
Zayach’ye	id=g:1543814
Savino	id=g:1543815
Ozero Danilushkino	id=g:1543816
Kamyshnoye	id=g:1543817
Ozero Kamyshnoye	id=g:1543818
Ozero Krupinino	id=g:1543819
Krasheneva	id=g:1543820
Ozero Krashenevo	id=g:1543821
Mishino	id=g:1543822
Boloto Mishino	id=g:1543823
Boloto Spiridonovo	id=g:1543824
Ploskoye	id=g:1543825
Boloto Verkhneye Savinskoye	id=g:1543826
Ozero Danilkino	id=g:1543827
Zaimka Danilkiny Vypasy	id=g:1543828
Ozero Krivoye	id=g:1543829
Zaplatina	id=g:1543830
Ozero Travnoye	id=g:1543831
Toropovo	id=g:1543832
Bosonogova	id=g:1543833
Ozero Poloye	id=g:1543834
Ozero Baukhino	id=g:1543835
Ozero Bitkovo	id=g:1543836
Ozero Bol’shoye Slivnoye	id=g:1543837
Ozero Lagunovo	id=g:1543838
Zaboshnoye	id=g:1543839
Ozero Goryunovo	id=g:1543840
Urochishche Goryunovka	id=g:1543841
Ozero Bdeshnoye	id=g:1543842
Ozero Ryamovoye	id=g:1543843
Ozero Sorozh’ye	id=g:1543844
Ozero Stanovoye	id=g:1543845
Boloto Tonen’koye	id=g:1543846
Chesnoki	id=g:1543847
Ozero Peganovo	id=g:1543848
Ozero Mokhnatoye	id=g:1543849
Krutoberegoye	id=g:1543850
Ozero Berdyugino	id=g:1543851
Ozero Ugryumovo	id=g:1543852
Ozero Pes’yanoye	id=g:1543853
Ozero Kokonovo	id=g:1543854
Ozero Chirkovskoye	id=g:1543855
Ozero Travnoye	id=g:1543856
Ozero Krutoye	id=g:1543857
Ozero Ploskoye	id=g:1543858
Ozero Tëmnoye	id=g:1543859
Ozero Krutoye	id=g:1543860
Ozero Okunëvo	id=g:1543861
Kar’kova	id=g:1543862
Ozero Bol’shoye	id=g:1543863
Ozero Dolgoye	id=g:1543864
Ozero Solënoye	id=g:1543865
Ozero Dolgoye	id=g:1543866
Boloto Labza	id=g:1543867
Uval Krutoy	id=g:1543868
Boloto Orlovo	id=g:1543869
Orlova	id=g:1543870
Glubokoye	id=g:1543871
Urochishche Chistovka	id=g:1543872
Pionerlager’ Orlenok	id=g:1543873
Volkovo	id=g:1543874
Zaimka Pivochnaya	id=g:1543875
Ozero Filatovo	id=g:1543876
Ozero Lidakovo	id=g:1543877
Boloto Dal’nyy Ryam	id=g:1543878
Ozero Bugrovo	id=g:1543879
Sugatova	id=g:1543880
Ozero Ososhnoye	id=g:1543881
Zaimka Shvyrdyakovo	id=g:1543882
Zaimka Borisovo	id=g:1543883
Ozero Maloye Kalmakskoye	id=g:1543884
Zhuravlëvka	id=g:1543885
Letnik Akkul’	id=g:1543886
Ozero Pes’yanoye	id=g:1543887
Ozero Zaboshnoye	id=g:1543888
Ozero Staroryamovo	id=g:1543889
Boloto Dolgoye Zaymishche	id=g:1543890
Ozero Bogorodskoye	id=g:1543891
Ozero Maloye Uktuzskoye	id=g:1543892
Zaimka Zhëltoye Ozero	id=g:1543893
Ozero Krivoye	id=g:1543894
Ozero Severnoye	id=g:1543895
Poldnëvo	id=g:1543896
Ozero Bashkirskoye	id=g:1543897
Ozero Lapushnoye	id=g:1543898
Ozero Soroch’ye	id=g:1543899
Aul Famkino	id=g:1543900
Ozero Chebach’ye	id=g:1543901
Chebach’ye	id=g:1543902
Mastino	id=g:1543903
Aul Peganovskiy	id=g:1543904
Ozero Chikhovo	id=g:1543905
Letnik Chebach’ye	id=g:1543906
Ozero Gor’koye	id=g:1543907
Ozero Tamarskoye	id=g:1543908
Ozero Maloye Savino	id=g:1543909
Letnik Voskresenka	id=g:1543910
Ozero Kamennoye	id=g:1543911
Ozero Murashovo	id=g:1543912
Zaimka Chistaya	id=g:1543913
Ozero Shashmurino	id=g:1543914
Aul Beden’koye	id=g:1543915
Aul Pereyna	id=g:1543916
Ozero Bol’shaya Pereyna	id=g:1543917
Ozero Malaya Pereyna	id=g:1543918
Aul Bykovo	id=g:1543919
Ozero Bykovo	id=g:1543920
Ozero Yudino	id=g:1543921
Ozero Soroch’ye	id=g:1543922
Koshkarovo	id=g:1543923
Ozero Zotkino	id=g:1543924
Ozero Peschanoye	id=g:1543925
Kugayevo	id=g:1543926
Zarechka	id=g:1543927
Ozero Shadrinskoye	id=g:1543928
Ozero Solënoye	id=g:1543929
Ozero Ploskoye	id=g:1543930
Ozero Van’kino	id=g:1543931
Vlasova	id=g:1543932
Ozero Polovinnoye	id=g:1543933
Ozero Kolovo	id=g:1543934
Ozero Gor’koye	id=g:1543935
Ozero Karmino	id=g:1543936
Ozero Singireyevo	id=g:1543937
Martynovo	id=g:1543938
Ozero Dolgoye	id=g:1543939
Ozero Martynovo	id=g:1543940
Ozero Kalmovo	id=g:1543941
Ozero Losyukhino	id=g:1543942
Ozero Gorechkovo	id=g:1543943
Ozero Malyy Aktaban	id=g:1543944
Ozero Krugloye	id=g:1543945
Ozero Polnikovo	id=g:1543946
Ostrov Samoylovicha	id=g:1543947
Ostrov Plavnikovyy	id=g:1543948
Mys Zemlyanoy	id=g:1543949
Ostrov Kolobok	id=g:1543950
Ostrov Severnyy	id=g:1543951
Ostrov Utenok	id=g:1543952
Ostrov Glavnyy	id=g:1543953
Ostrov Kolokol	id=g:1543954
Ostrov Kraynyy	id=g:1543955
Ostrov Malysh	id=g:1543956
Ostrov Odinokiy	id=g:1543957
Mys Vertlyavyy	id=g:1543958
Ostrov Lagernyy	id=g:1543959
Mnogostrubnaya	id=g:1543960
Lednik Neponyatyy	id=g:1543961
Izluchina	id=g:1543962
Ostrova Morennyye	id=g:1543963
Snegovaya	id=g:1543964
Bukhta Skrytaya	id=g:1543965
Mys Soglasiya	id=g:1543966
Poluostrov Kosarëva	id=g:1543967
Poluostrov Pustynnyy	id=g:1543968
Mys Otkrytyy	id=g:1543969
Zaliv Kovalevskaya	id=g:1543970
Ostrov Poputnyy	id=g:1543971
Ostrov Vysokiy	id=g:1543972
Ostrov Bol'shoy Izvestnikovyy	id=g:1543973
Ostrov Slityy	id=g:1543974
Ostrov Lineynyy	id=g:1543975
Ostrov Povorotnyy	id=g:1543976
Bukhta Svetlaya	id=g:1543977
Krugovaya	id=g:1543978
Bukhta Slavnaya	id=g:1543979
Bukhta Lunnaya	id=g:1543980
Banka Russkaya	id=g:1543981
Banka Devich’ya	id=g:1543982
Kolenchataya	id=g:1543983
Pionerka	id=g:1543984
Mys Bezmolviya	id=g:1543985
Gora Otvazhnykh Polyarnits	id=g:1543986
Gora Utyug	id=g:1543987
Bukhta Sovetskaya	id=g:1543988
Bol'shaya Strelka	id=g:1543989
Gora Serp i Molot	id=g:1543990
Peschanaya	id=g:1543991
Skrytaya	id=g:1543992
Gora Vstrechnaya	id=g:1543993
Pod”yëmnaya	id=g:1543994
Zaliv Uzkiy	id=g:1543995
Ostrov Obmannyy	id=g:1543996
Mys Vatutina	id=g:1543997
Mys Vazhnyy	id=g:1543998
Bukhta Terpeniya	id=g:1543999
Proliv Vostochnyy	id=g:1544000
Ostrov Kommunar	id=g:1544001
Ostrov Krupskoy	id=g:1544002
Mys Korennoy	id=g:1544003
Mys Dvoynoy	id=g:1544004
Ostrov Strela	id=g:1544005
Polyarnaya Stantsiya Ostrov Ushakova	id=g:1544006
Ostrova Severo-Vostochnyye	id=g:1544007
Bukhta Zapadnoye Golomo	id=g:1544008
Bukhta Shirokaya Severnaya	id=g:1544009
Ostrov Zapadnyy Korablik	id=g:1544010
Ostrov Vostochnyy Korablik	id=g:1544011
Skuratova	id=g:1544012
Port Dikson	id=g:1544013
Bol'shoy Medvezhiy	id=g:1544014
Mys Palets	id=g:1544015
Ostrova Baklunda	id=g:1544016
Makarevicha	id=g:1544017
Ragozina	id=g:1544018
Kuznetsovskiy	id=g:1544019
Ozërnaya	id=g:1544020
Pestsovaya	id=g:1544021
Mys Krutova	id=g:1544022
Olen'i	id=g:1544023
Sibiryakova Yugo-Vostochnyy	id=g:1544024
Sibiryakova Yuzhnyy	id=g:1544025
Sibiryakova Yugo-Zapadnyy	id=g:1544026
Glubokaya	id=g:1544027
Shirokaya	id=g:1544028
Yuzhnaya Sibiryakovskaya Otmel'	id=g:1544029
Omulëvyy	id=g:1544030
Nosovoy	id=g:1544031
Varzugina	id=g:1544032
Shirokaya Bukhta	id=g:1544033
Staryy	id=g:1544034
Tbilisi	id=g:1544035
Dvoynoy	id=g:1544036
Ostrov Chaishnyy	id=g:1544037
Banka Petrovskaya	id=g:1544038
Peschanyy Yeniseyskiy	id=g:1544039
Inoy	id=g:1544040
Primetnyy	id=g:1544041
Plokiy	id=g:1544042
Poyelovyy	id=g:1544043
Khamay	id=g:1544044
Khouty	id=g:1544045
Oshmarino-Nizhniy	id=g:1544046
Oshmarino-Verkhniy	id=g:1544047
Layda	id=g:1544048
Gol'chikha	id=g:1544049
Troitskiy Pesok	id=g:1544050
Nizhniy	id=g:1544051
Ferma	id=g:1544052
Ruchey Gornyy	id=g:1544053
Sarikha	id=g:1544054
Ol'ginskiy	id=g:1544055
Mironovskiye	id=g:1544056
Ksen'yevskiye	id=g:1544057
Dolgaya	id=g:1544058
Chayka	id=g:1544059
Chayka	id=g:1544060
Kur'yë	id=g:1544061
Ostrov Burnyy	id=g:1544062
Proliv Moskva	id=g:1544063
Mys Yuzhnyy Krestovskiy	id=g:1544064
Banka Poleznyy	id=g:1544065
Shirokaya	id=g:1544066
Mys Gribanskiy	id=g:1544067
Krestovskiy Severnyy	id=g:1544068
Mys Chkalov	id=g:1544069
Banka Krestovskaya	id=g:1544070
Bukhta Polisadova	id=g:1544071
Ostrov Kamen’	id=g:1544072
Poluostrov Novyy	id=g:1544073
Bukhta Yekaterininskya	id=g:1544074
Lednik Moshchnyy	id=g:1544075
Lednik Taisiya	id=g:1544076
Gora Zapadnaya Lednikovaya	id=g:1544077
Gora Pirat	id=g:1544078
Lednik Chernyshëva	id=g:1544079
Guba Zayach’ya	id=g:1544080
Gora Maka	id=g:1544081
Gora Shul’gina	id=g:1544082
Shirokaya	id=g:1544083
Spokoynaya	id=g:1544084
Zaliv Yeks	id=g:1544085
Bukhta Poyarkova	id=g:1544086
Izba Kolosova	id=g:1544087
Glubokaya	id=g:1544088
Ushchel’ye	id=g:1544089
Ovrazhistaya	id=g:1544090
Snezhnaya	id=g:1544091
Zaliv Melkiy	id=g:1544092
Gora Tobisena	id=g:1544093
Lednik Vera	id=g:1544094
Gora Severnyy Nunatak	id=g:1544095
Lednik Inostrantseva	id=g:1544096
Gora Baklunda	id=g:1544097
Lednik Borzova	id=g:1544098
Lednikovaya	id=g:1544099
Gora Vidnaya	id=g:1544100
Mys Loushkina	id=g:1544101
Lednik Shokol’skogo	id=g:1544102
Mys Rogatyy	id=g:1544103
Lednik Adamova	id=g:1544104
Mys Sutrobova	id=g:1544105
Proliv Berëzkina	id=g:1544106
Kupol Vostok Pervyy	id=g:1544107
Mys Kekurnyy	id=g:1544108
Mys Klyuv	id=g:1544109
Kupol Vostok Tretiy	id=g:1544110
Kupol Vostok Chetvërtyy	id=g:1544111
Bukhta Kapriznaya	id=g:1544112
Mys Mesyatseva	id=g:1544113
Ozero Melkoye	id=g:1544114
Ozero Severnoye	id=g:1544115
Aeros”yëmka	id=g:1544116
Ostrov Udachnyy	id=g:1544117
Zaliv Matusevicha	id=g:1544118
Kholmistyy	id=g:1544119
Bukhta Ilistaya	id=g:1544120
Mys Uolsha	id=g:1544121
Ostrov Trëkhluchevoy	id=g:1544122
Ostrov Korga	id=g:1544123
Banka Indigirka	id=g:1544124
Ostrova Burunnyye	id=g:1544125
Ostrov Sverdlova	id=g:1544126
Ostrov Khlebnyy	id=g:1544127
Ostrov Khitryy	id=g:1544128
Ostrov Vysokiy	id=g:1544129
Ozërnaya	id=g:1544130
Slantsevaya	id=g:1544131
Kurchavaya	id=g:1544132
Vetvistaya	id=g:1544133
Gora Surovaya	id=g:1544134
Ostrov Storozhevoy	id=g:1544135
Gora Primetnaya	id=g:1544136
Gora Nepristupnaya	id=g:1544137
Gory Tumannyye	id=g:1544138
Mys Lagernyy	id=g:1544139
Rovnaya	id=g:1544140
Vitaya	id=g:1544141
Kapriznaya	id=g:1544142
Ostrov Lopastnoy	id=g:1544143
Ostrov Ozërnyy	id=g:1544144
Ostrova Moristyye	id=g:1544145
Banka Nekrasovskaya	id=g:1544146
Banka Gagarinskaya	id=g:1544147
Ostrov Blizhniy	id=g:1544148
Gora Krepost'	id=g:1544149
Banka Kovarnaya	id=g:1544150
Ostrov Chasovoy	id=g:1544151
Gora Mayak	id=g:1544152
Gora Povorotnaya	id=g:1544153
Ostrov Tillo	id=g:1544154
Mys Opasnyy	id=g:1544155
Zaliv Persey	id=g:1544156
Zaliv Shmarda	id=g:1544157
Ostrov Gaydana	id=g:1544158
Mys Semerykh	id=g:1544159
Ostrov Perlamutrovyy	id=g:1544160
Ostrov Dopolnitel'nyy	id=g:1544161
Banka Stamukha	id=g:1544162
Mys Azimutal'nyy	id=g:1544163
Bukhta Lagunnaya	id=g:1544164
Proliv Aeros”yëmki	id=g:1544165
Polyarnaya Stantsiya Isachenko	id=g:1544166
Svyaznoy	id=g:1544167
Mikhaylova	id=g:1544168
Tundrovaya	id=g:1544169
Mys Mikhaylova	id=g:1544170
Mys Izgib	id=g:1544171
Bukhta Chugunok	id=g:1544172
Dioritovaya	id=g:1544173
Shirokaya	id=g:1544174
Gora Kolosovykh	id=g:1544175
Bukhta Konechnaya	id=g:1544176
Bukhta Glukhaya	id=g:1544177
Bukhta Glubokaya	id=g:1544178
Bukhta Vkhodnaya	id=g:1544179
Proliv Iney	id=g:1544180
Ostrov Bol'shoy	id=g:1544181
Bukhta Trëkh Ostrovov	id=g:1544182
Bukhta Tumannaya	id=g:1544183
Mys Korovyy Nos	id=g:1544184
Skala Opaznak	id=g:1544185
Mys Loseva	id=g:1544186
Bukhta Medvezh'ya	id=g:1544187
Mys Nordenshel'da	id=g:1544188
Mys Chell'mana	id=g:1544189
Proliv Shkol'nikova	id=g:1544190
Proliv Byalokoza	id=g:1544191
Ostrov Ploskiy	id=g:1544192
Banka Zarya	id=g:1544193
Proliv Chirikhina	id=g:1544194
Bukhta Olen'ya	id=g:1544195
Proliv Khmyznikova	id=g:1544196
Bukhta Urantseva	id=g:1544197
Mys Urantseva	id=g:1544198
Ostrov Mysovoy	id=g:1544199
Ostrov Torosovyy	id=g:1544200
Talaya	id=g:1544201
Domba	id=g:1544202
Bukhta Domba	id=g:1544203
Gora Rastorguyeva	id=g:1544204
Gora Kolomeytseva	id=g:1544205
Bukhta Moryana	id=g:1544206
Bukhta Makarova	id=g:1544207
Makarova	id=g:1544208
Mys Lagunyy	id=g:1544209
Ostrova Begichevskaya Kosa	id=g:1544210
Ostrov Chayek	id=g:1544211
Ostrov Vodnitskiy	id=g:1544212
Ostrov Rogozinskogo	id=g:1544213
Ostrov Bol'shoy Labirintovyy	id=g:1544214
Ostrov Prodolgovatyy	id=g:1544215
Ostrov Verkhniy	id=g:1544216
Ostrov Bol'shoy Zelënyy	id=g:1544217
Protoka Staritsa	id=g:1544218
Lidiya	id=g:1544219
Izba Lidiya	id=g:1544220
Zaliv Lidii	id=g:1544221
Ostrova Ptich'i	id=g:1544222
Ostrova Trio	id=g:1544223
Zimovka Yuzhnaya	id=g:1544224
Mys Nosok	id=g:1544225
Ozero Vysokoye	id=g:1544226
Zaliv Bokovoy	id=g:1544227
Zaliv Rukav	id=g:1544228
Yuzhnyy	id=g:1544229
Ostrova Malyye Plavnikovyye	id=g:1544230
Ostrov Obkhodnoy	id=g:1544231
Ostrov Zapadnyy Zveroboy	id=g:1544232
Ostrov Malyy Zveroboy	id=g:1544233
Ostrov Dioritovyy	id=g:1544234
Mys Rifov	id=g:1544235
Ostrov Gol'tsmana-Zapadnyy	id=g:1544236
Ostrov Gol'tsmana-Vostochnyy	id=g:1544237
Ostrova Gol'tsmana-Severnyye	id=g:1544238
Ostrov Proklyatyy	id=g:1544239
Ostrov Kupol	id=g:1544240
Ostrov Plyazhnyy	id=g:1544241
Mys Burnyy	id=g:1544242
Mys Gals	id=g:1544243
Ostrov Kuropatochnyy	id=g:1544244
Banka Volna	id=g:1544245
Mys Magistral'nyy	id=g:1544246
Ostrov Nosatyy	id=g:1544247
F'ord Khutuda	id=g:1544248
Mys F'ordovyy	id=g:1544249
Bukhta Paratnikova	id=g:1544250
Skala Korabl'	id=g:1544251
Proliv Sterlegova	id=g:1544252
Ostrov Utinyy	id=g:1544253
Proliv Techeniy	id=g:1544254
Mys Meduz	id=g:1544255
Ostrov Obmanchivyy	id=g:1544256
Proliv Glubokiy	id=g:1544257
Bukhta Promyslovaya	id=g:1544258
Ostrova Vkhodnyye	id=g:1544259
Proliv Zabytyy	id=g:1544260
Mys Grot	id=g:1544261
Proliv Dubrovina	id=g:1544262
Ostrov Zarzara-Severnyy	id=g:1544263
Proliv Yelenevskogo	id=g:1544264
Ostrova Gusinyye	id=g:1544265
Plyvun	id=g:1544266
Laguna Zalivnaya	id=g:1544267
Zalivnoy Vostochnyy	id=g:1544268
Bukhta Neozhidannostey	id=g:1544269
Zaliv Gusinyy	id=g:1544270
Ostrov Yezh	id=g:1544271
Bukhta Otkrytaya	id=g:1544272
Banka Farvater	id=g:1544273
Trevozhnaya	id=g:1544274
Bukhta Trevogi	id=g:1544275
Ostrov Popova	id=g:1544276
Ostrov Lysova	id=g:1544277
Banka Dubinskaya	id=g:1544278
Bukhta Slyudyanaya	id=g:1544279
Atta	id=g:1544280
Mys Chërnyy	id=g:1544281
Mys Skalistyy	id=g:1544282
Banki Kaminskogo	id=g:1544283
Proliv Landina	id=g:1544284
Granatovaya	id=g:1544285
Ostrov Malyy	id=g:1544286
Bukhta Lozhnykh Ogney	id=g:1544287
Ostrov Skala	id=g:1544288
Ostrov Golovatik	id=g:1544289
Bukhta Polyarnitsy	id=g:1544290
Banka Severomortsev	id=g:1544291
Banka Kraynyaya	id=g:1544292
Prokhod Krayniy	id=g:1544293
Mys Vysokiy	id=g:1544294
Mys Nizkiy	id=g:1544295
Mys Bolotovyy	id=g:1544296
Mys Granatovyy	id=g:1544297
Ostrov Usach	id=g:1544298
Ostrov Pyshka	id=g:1544299
Mys Domashniy	id=g:1544300
Mys Sredniy	id=g:1544301
Bukhta Lomonosova	id=g:1544302
Bukhta Vostochnaya	id=g:1544303
Banka Trzhemeskogo	id=g:1544304
Melkaya	id=g:1544305
Bukhta Otkrytaya	id=g:1544306
Mys Tupoy	id=g:1544307
Ostrova Storozhevyye	id=g:1544308
Bukhta Opasnaya	id=g:1544309
Ostrov Maydan	id=g:1544310
Ostrov Belushenok	id=g:1544311
Banka Gavrilovskaya	id=g:1544312
Mys Svetyashchiy	id=g:1544313
Isachenko	id=g:1544314
Mys Monolitnyy	id=g:1544315
Proliv Skuratova	id=g:1544316
Proliv Vkhodnoy	id=g:1544317
Zaimka Vostochnoye Golomo	id=g:1544318
Severkovaya	id=g:1544319
Mikhaylovka	id=g:1544320
