Insarro	id=g:334138
Buche	id=g:341532
Buccurale	id=g:341533
Buccio	id=g:341534
Bucal Erigo	id=g:341535
Bubu	id=g:341536
Bubīsa	id=g:341537
Bubīsa	id=g:341538
Bubīsa	id=g:341539
Bubīsa	id=g:341540
Bubi	id=g:341541
Gara Bube	id=g:341542
Bubē	id=g:341543
Bubē	id=g:341544
Bubē	id=g:341545
Bubē	id=g:341546
Bubē	id=g:341547
Bube	id=g:341548
Bube	id=g:341549
Bubbona	id=g:341550
Bubbe	id=g:341551
Bubayio	id=g:341552
Bubayio	id=g:341553
Buba YeTerara Ch’af	id=g:341554
Bubasa	id=g:341555
Buba Hāyk’	id=g:341556
Buba	id=g:341557
Burkale	id=g:341558
Bual	id=g:341559
Brigandet	id=g:341562
Brahan	id=g:341565
Boyta Shet’	id=g:341566
Boyo Bota	id=g:341567
Boyī Shet’	id=g:341568
Boyē Shet’	id=g:341569
Boyē Shet’	id=g:341570
Boyē Gerarsa	id=g:341571
Boyē	id=g:341572
Boya Ābo Bēte Kristīyan	id=g:341573
Boya	id=g:341574
Bowa Shet’	id=g:341575
Bowa Shet’	id=g:341576
Bowa	id=g:341577
Boval	id=g:341578
Boval	id=g:341579
Boudi	id=g:341580
Botyes Shet’	id=g:341581
Malca Bottego	id=g:341582
Bottego	id=g:341583
Botro	id=g:341584
Bot’o YeTerara Ch’af	id=g:341585
Bot’o Shet’	id=g:341586
Botoro Shet’	id=g:341587
Botorī	id=g:341588
Botor Bocho	id=g:341589
Botor	id=g:341590
Botor	id=g:341591
Bot’olosī	id=g:341592
Boto	id=g:341593
Bot’ī	id=g:341594
Boti	id=g:341595
Botero	id=g:341596
Botero	id=g:341597
Botero	id=g:341598
Bot’ē	id=g:341599
Bot’ē	id=g:341600
Bote	id=g:341601
Bot Cot	id=g:341602
Bota Terara	id=g:341603
Bota’ā	id=g:341604
Bota	id=g:341605
Bososo	id=g:341606
Boso Shet’	id=g:341607
Bosok’ē	id=g:341608
Bosok’ē	id=g:341609
Bosok’ē	id=g:341610
Bosok’ē	id=g:341611
Bosok’a	id=g:341612
Boso Bota	id=g:341613
Bosha	id=g:341614
Boset Terara	id=g:341615
Bosetī Shet’	id=g:341616
Bosera Shet’	id=g:341617
Bosē	id=g:341618
Bosaso	id=g:341621
Bosana	id=g:341622
Bosalēy	id=g:341623
Bosa	id=g:341624
Boru T’oru Terara	id=g:341625
Boru Silasē Bēte Kristīyan	id=g:341626
Boru Shet’	id=g:341627
Boru Debre Birhan	id=g:341628
Boru	id=g:341629
Boru	id=g:341630
Boru	id=g:341631
Bortē	id=g:341632
Bor Shet’	id=g:341633
Borra	id=g:341634
Borota Korebta	id=g:341635
Boro Shet’	id=g:341636
Borora	id=g:341637
Boroli	id=g:341638
Boro Bota	id=g:341639
Boro Āreda	id=g:341640
Boro	id=g:341641
Boro	id=g:341642
Boro	id=g:341643
Boro	id=g:341644
Borni	id=g:341645
Borlēy Shet’	id=g:341646
Borle-ier	id=g:341647
Borkoshē Bota	id=g:341648
Borkena Shet’	id=g:341649
Borkena Shet’	id=g:341650
Borkena Shet’	id=g:341651
Bork’a Shet’	id=g:341652
Borī	id=g:341653
Borguddo	id=g:341654
Borgianil	id=g:341655
Borgela	id=g:341656
Borgebba	id=g:341657
Borey	id=g:341658
Borē Shet’	id=g:341659
Borena Bota	id=g:341660
Borena Bota	id=g:341661
Borena Bota	id=g:341662
Borena Āwraja	id=g:341663
Borena Āwraja	id=g:341664
Borena	id=g:341665
Boren	id=g:341666
Boren	id=g:341667
Boren	id=g:341668
Boren	id=g:341669
Boren	id=g:341670
Boren	id=g:341671
Borema Silasē Bēte Kristīyan	id=g:341672
Borema	id=g:341673
Borele Ale	id=g:341675
Boreka	id=g:341676
Boreka	id=g:341677
Boreda Timhirt Bēt	id=g:341678
Boreda Gīyorgīs Bēte Kristīyan	id=g:341679
Boreda	id=g:341680
Boreda	id=g:341681
Boreda	id=g:341682
Borē Bota	id=g:341683
Borebor	id=g:341684
Borebor	id=g:341685
Borebo	id=g:341686
Borē	id=g:341687
Borē	id=g:341688
Borē	id=g:341689
Bore	id=g:341690
Bore	id=g:341691
Borciuma	id=g:341692
Borciota	id=g:341693
Borch’ē Shet’	id=g:341694
Borch’ē	id=g:341695
Bor Bota	id=g:341696
Borbor Bota	id=g:341697
Borbor	id=g:341698
Borawlī YeTerara Senselet	id=g:341699
Bora Terara	id=g:341700
Bora Shet’	id=g:341701
Boran	id=g:341702
Boran	id=g:341703
Boramu	id=g:341704
Bora Mēda	id=g:341705
Bora Maryam Bēte Kristīyan	id=g:341706
Boralē Shet’	id=g:341707
Boralē	id=g:341708
Boralē	id=g:341709
Boralē	id=g:341710
Boralē	id=g:341711
Bora Bota	id=g:341712
Bora’āt Terara	id=g:341713
Bora	id=g:341714
Bora	id=g:341715
Bora	id=g:341716
Bora	id=g:341717
Bora	id=g:341718
Bopa	id=g:341719
Boocada	id=g:341720
Boo	id=g:341721
Bonya	id=g:341722
Bonu	id=g:341723
Bonta Mēda	id=g:341724
Bon Shet’	id=g:341725
Bonsa Terara	id=g:341726
Bonsa Bota	id=g:341727
Bonsa	id=g:341728
Bonora Shet’	id=g:341729
Bonneia	id=g:341730
Bonketu Shet’	id=g:341731
Bonkē	id=g:341732
Bonī Wenz	id=g:341733
Bonī Gīyorgīs Bēte Kristīyan	id=g:341734
Bonī	id=g:341735
Bonī	id=g:341736
Bonguel	id=g:341737
Bongosi	id=g:341738
Bongo	id=g:341739
Bonga Shet’	id=g:341740
Bonga	id=g:341741
Bonga	id=g:341742
Bonga	id=g:341743
Bonfeta Shet’	id=g:341744
Boneya Shet’	id=g:341745
Boneya Bok’o	id=g:341746
Boneya	id=g:341747
Boneya	id=g:341748
Boneya	id=g:341749
Boneya	id=g:341750
Boneya	id=g:341751
Boneya	id=g:341752
Boneya	id=g:341753
Boneya	id=g:341754
Boneya	id=g:341755
Bone	id=g:341756
Bondura	id=g:341757
Bondura	id=g:341758
Bondē	id=g:341759
Bondē	id=g:341760
Bona Gena	id=g:341761
Bomē Yeterara Ch’af	id=g:341762
Malca Bombi	id=g:341763
Bombas Shet’	id=g:341764
Bombas	id=g:341765
Bomba	id=g:341766
Boma	id=g:341767
Bolulo	id=g:341768
Bolo Terara	id=g:341770
Bolotarmo	id=g:341771
Bolosso	id=g:341772
Bolo Shet’	id=g:341773
Bolo Shet’	id=g:341774
Bolongo	id=g:341775
Bololē Shet’	id=g:341776
Bolo Doyo	id=g:341777
Bolo Bota	id=g:341778
Bolo	id=g:341779
Bolo	id=g:341780
Bolo	id=g:341781
Bolo	id=g:341782
Bolo	id=g:341783
Bolo	id=g:341784
Bolo	id=g:341785
Bolla	id=g:341786
Bolē Terara	id=g:341789
Bolē Shet’	id=g:341790
Bolē Shet’	id=g:341791
Bolē Shet’	id=g:341792
Bolenta Gīyorgīs Bēte Kristīyan	id=g:341793
Bolē Maryam Bēte Kristīyan	id=g:341794
Bolē Maryam Bēte Kristīyan	id=g:341795
Bolē Fīnch’a’ā Fwafwatē	id=g:341796
Boledena Shet’	id=g:341797
Boledena	id=g:341798
Boleda	id=g:341799
Boled	id=g:341800
Bolē Bota	id=g:341801
Bolē	id=g:341802
Bolē	id=g:341803
Bolē	id=g:341804
Bole	id=g:341805
Bole	id=g:341806
Bolda	id=g:341807
Bolcot	id=g:341808
Bolbolē Wenz	id=g:341809
Bolbala	id=g:341810
Bola Rogghie	id=g:341811
Bola	id=g:341812
Bola	id=g:341813
Bola	id=g:341814
Bok’uta	id=g:341815
Bokul	id=g:341816
Bok’u Ābo Bēte Kristīyan	id=g:341817
Bok’u	id=g:341818
Bok’ota	id=g:341819
Bok’ota	id=g:341820
Boku Shet’	id=g:341821
Bokolo	id=g:341822
Bokoaka	id=g:341823
Bok’o Ābo Bēte Kristīyan	id=g:341824
Bok’o	id=g:341825
Boko	id=g:341826
Bok’ītī	id=g:341828
Bok’ī	id=g:341829
Boke Wako	id=g:341830
Bokē T’īk’o Gebri’ēl Bēte Kristīyan	id=g:341831
Bokē T’īk’o	id=g:341832
Boken Merk’oryos Bēte Kristīyan	id=g:341833
Bok’enego Bota	id=g:341834
Boke Gofa	id=g:341835
Bokē Bota	id=g:341836
Bokdē	id=g:341837
Bok’a Wenz	id=g:341838
Boka Shet’	id=g:341839
Bok’a Shet’	id=g:341840
Bok’a	id=g:341841
Bojī	id=g:341842
Bojī	id=g:341843
Bojī	id=g:341844
Bojī	id=g:341845
Boia	id=g:341846
Boi	id=g:341847
Boholle	id=g:341849
Bohol Dima	id=g:341850
Bohel Uen	id=g:341851
Bohe	id=g:341852
Bohd Bar	id=g:341853
Boha	id=g:341854
Boh	id=g:341855
Bogsa	id=g:341856
Bogol Manyo	id=g:341857
Bogolmai	id=g:341858
Boglie	id=g:341859
Bogi	id=g:341860
Boget’ Mīka’ēl Bēte Kristīyan	id=g:341862
Boget’ Bota	id=g:341863
Bogena Shet’	id=g:341864
Boga	id=g:341865
Bofka	id=g:341866
Bofa	id=g:341867
Bodu	id=g:341868
Bodu	id=g:341869
Bodo Shet’	id=g:341870
Bodollo	id=g:341871
Obele	id=g:341872
Bododa	id=g:341873
Bodoacio	id=g:341874
Bodo	id=g:341875
Bodle	id=g:341876
Bodītī	id=g:341877
Bodeleh	id=g:341878
Bodela	id=g:341879
Bodēcha Shet’	id=g:341880
Bodē Āmeda Hāyk’	id=g:341881
Bodē	id=g:341882
Bodē	id=g:341883
Bodē	id=g:341884
Boddo	id=g:341885
Bod Bod	id=g:341886
Boda	id=g:341887
Boda	id=g:341888
Boda	id=g:341889
Bocurri	id=g:341890
Bocol	id=g:341891
Bochiaba	id=g:341892
Boch’ī	id=g:341893
Boches	id=g:341894
Boch’asa Shet’	id=g:341895
Boch’asa	id=g:341896
Bochaier	id=g:341897
Bocco	id=g:341898
Bocco	id=g:341899
Boccan	id=g:341900
Boccan	id=g:341901
Boca	id=g:341902
Boca	id=g:341903
Boca	id=g:341904
Bobo Shet’	id=g:341905
Bobo Shet’	id=g:341906
Bobo	id=g:341908
Bobigia	id=g:341909
Bobē Shet’	id=g:341910
Bobē	id=g:341911
Bobē	id=g:341912
Bobē	id=g:341913
Bobē	id=g:341914
Bobbe	id=g:341915
Boba	id=g:341916
Bo’a Ts’a’ida	id=g:341917
Boa	id=g:341918
Blanga	id=g:341919
Bīzīdīmo Mīka’ēl Bēte Kristīyan	id=g:341920
Bīzhī Shet’	id=g:341921
Bizet	id=g:341922
Bīzeb	id=g:341924
Bīzara Bota	id=g:341925
Bīyo Karaba	id=g:341926
Bīyo	id=g:341927
Bīyo	id=g:341928
Bīyo	id=g:341929
Bīyo	id=g:341930
Bīyo	id=g:341931
Bīyo	id=g:341932
Bīyo	id=g:341933
Bīye K’obē Polīs T’abīya	id=g:341934
Bīyehun Shet’	id=g:341935
Bīye Gurgur Shet’	id=g:341936
Bīye Gurgur Polīs T’abīya	id=g:341937
Bīye Gurgur	id=g:341938
Bīye Denan Shet’	id=g:341939
Bīye Bahī	id=g:341940
Bīye Ānod	id=g:341941
Bīye’ādē YeTerara Ch’af	id=g:341942
Bīye Ābī	id=g:341943
Bīyara	id=g:341944
Bīws	id=g:341946
Bīwot Mīka’ēl Bēte Kristīyan	id=g:341947
Bitti	id=g:341948
Bit’oy	id=g:341949
Bīto	id=g:341950
Bītirtiko	id=g:341951
Bītir Shet’	id=g:341952
Bitimo	id=g:341953
Bitimo	id=g:341954
Bitilta Zebraro	id=g:341955
Bītē Shet’	id=g:341956
Biterfo	id=g:341957
Bītē	id=g:341958
Bītē	id=g:341959
Bītē	id=g:341960
Bītē	id=g:341961
Bit’bit’ Terara	id=g:341962
Bitata	id=g:341963
Bītacha Shet’	id=g:341965
Bītacha	id=g:341966
Bīt’a	id=g:341967
Bistinno	id=g:341968
Bīstīma	id=g:341969
Malca Bissica	id=g:341970
Bisk’alo Shet’	id=g:341971
Biska	id=g:341972
Bīsīk’a Bota	id=g:341973
Bīsīdīmo YeSiga Dewē Mekelakeya Hākīm Bēt	id=g:341974
Bīsīdīmo Shet’	id=g:341975
Bīsīdīmo	id=g:341976
Bīsīdīmo	id=g:341977
Bīshulha	id=g:341978
Bīshoftu Hāyk’	id=g:341979
Bīshoftu Hāyk’	id=g:341980
Bishoftu	id=g:341981
Bishine Shet’	id=g:341982
Bīsheho	id=g:341983
Bīshan Wak’a Hāyk’	id=g:341984
Bīshan K’elo	id=g:341985
Bīshan Jebī	id=g:341986
Bīshan Jebī	id=g:341987
Bīshan Dīmo	id=g:341988
Biseytu Shet’	id=g:341992
Biscei	id=g:341993
Bisce	id=g:341994
Bisarē Shet’	id=g:341995
Bisan	id=g:341996
Biru Guddu	id=g:341997
Biru	id=g:341998
Birru	id=g:341999
Birri	id=g:342000
Birres	id=g:342001
Biro	id=g:342002
Biro	id=g:342003
Jabal Birnu	id=g:342004
Birk’wak’wa	id=g:342005
Birkwakwa	id=g:342006
Birk’wa	id=g:342007
Birkuta	id=g:342008
Birkuta	id=g:342009
Birkuta	id=g:342010
Birkumīt	id=g:342011
Bīrk’o Shet’	id=g:342012
Birkī Mīka’ēl Bēte Kristīyan	id=g:342013
Birkī	id=g:342014
Bīrītī	id=g:342015
Bīrītī	id=g:342016
Birib Ladeni	id=g:342017
Birhane Selam	id=g:342018
Birhan	id=g:342019
Birgīda	id=g:342020
Bīrēylī	id=g:342021
Biretē Shet’	id=g:342022
Biretē	id=g:342023
Bīr’ēsa	id=g:342024
Bīrē	id=g:342025
Birdiga	id=g:342026
Birdid	id=g:342027
Bir de Lo	id=g:342028
Bircul	id=g:342029
Bircot	id=g:342030
Bircheisa	id=g:342031
Bīrbo Shet’	id=g:342032
Bīrbīr Wenz	id=g:342033
Bīrbīrsa Wenz	id=g:342034
Birbirsa T’oshē	id=g:342035
Bīrbīrsa Tereter	id=g:342036
Birbirsa Sek’ela	id=g:342037
Bīrbīrsa Merk’oriyos Bēte Kristīyan	id=g:342038
Birbirsafada	id=g:342039
Bīrbīrsa Bota	id=g:342040
Bīrbīrsa	id=g:342041
Bīrbīrsa	id=g:342042
Bīrbīrsa	id=g:342043
Bīrbīrsa	id=g:342044
Bīrbīrsa	id=g:342045
Bīrbīrsa	id=g:342046
Bīrbīrsa	id=g:342047
Bīrbīrsa	id=g:342048
Bīrbīrsa	id=g:342049
Bīrbīrsa	id=g:342050
Bīrbīrsa	id=g:342051
Birbirsa	id=g:342052
Birbira	id=g:342053
Birbira	id=g:342054
Birbir	id=g:342055
Birbir	id=g:342056
Bīra YeTerara Senselet	id=g:342057
Bira Wasya Bota	id=g:342058
Bīratu	id=g:342059
Bīra Shet’	id=g:342060
Bīra’i	id=g:342061
Bir Āfaf	id=g:342062
Bir	id=g:342063
Bio Gudut	id=g:342064
Bīnorī	id=g:342065
Bini	id=g:342066
Bīnas Shet’	id=g:342067
Bina	id=g:342068
Bīlu	id=g:342069
Bīlu	id=g:342070
Bilu	id=g:342071
Bīloyī	id=g:342072
Bīloy	id=g:342073
Bīlo Shet’	id=g:342074
Bīlo Medhanē ‘Alem Bēte Kristīyan	id=g:342075
Bīlo Isate Gemora YeFelek’ebet Bota	id=g:342076
Bīlo	id=g:342077
Bīlo	id=g:342078
Bīlo	id=g:342079
Bīlo	id=g:342080
Bīlo	id=g:342081
Bilo	id=g:342082
Bīlo	id=g:342083
Billighille	id=g:342084
Billet	id=g:342085
Billala	id=g:342086
Billa	id=g:342087
Bilī’ulī YeCh’ew Hāyk’	id=g:342088
Bīlī Shet’	id=g:342089
Bīlīngī	id=g:342090
Bīlīlo Shet’	id=g:342091
Bīlīlo Gīyorgīs Bēte Kristīyan	id=g:342092
Bīlīk’a Terara	id=g:342093
Bīlīk’a Shet’	id=g:342094
Bīlīk’a Sefer	id=g:342095
Bīlīk’a	id=g:342096
Bīlīk’a	id=g:342097
Bīli’ī	id=g:342098
Bīlīda Bota	id=g:342099
Bīlīda	id=g:342100
Bīlī	id=g:342101
Bīlī	id=g:342102
Bīlewo Shet’	id=g:342104
Bilet Shet’	id=g:342105
Bilet Shet’	id=g:342106
Bilet	id=g:342107
Bilei	id=g:342108
Bīlē	id=g:342109
Bile	id=g:342112
Bilch’o Shet’	id=g:342113
Bīlbīlo Bota	id=g:342114
Bīlbīlo	id=g:342115
Bilbala	id=g:342116
Bilbala	id=g:342117
Bilbaho	id=g:342118
Bīla Wegara	id=g:342119
Bilatē Shet’	id=g:342120
Bilatē Shelek’o	id=g:342121
Bilatē Irsha	id=g:342122
Bilatē Hāyk’	id=g:342123
Bilat	id=g:342124
Bīlanja	id=g:342125
Bil’āmba Shet’	id=g:342126
Bil’āmba	id=g:342127
Bilal	id=g:342128
Bilajig	id=g:342129
Bīla Gīyorgīs Bēte Kristīyan	id=g:342130
Bīlacha Shet’	id=g:342131
Bilacha Korebta	id=g:342132
Bīlacha	id=g:342133
Bīla	id=g:342134
Bīla	id=g:342135
Bīla	id=g:342136
Bīla	id=g:342137
Bila	id=g:342138
Bila	id=g:342139
Bīk’o Shet’	id=g:342140
Bik’ita	id=g:342141
Bīk’īr Wenz	id=g:342142
Bik’īr	id=g:342143
Bik’ Inik’	id=g:342144
Bīk’īlal	id=g:342145
Bīkē Shet’	id=g:342146
Bīkē	id=g:342147
Bīk’a	id=g:342148
Bīk’a	id=g:342149
Bīk’a	id=g:342150
Bījīt	id=g:342151
Bijīs	id=g:342152
Bijena Shet’	id=g:342153
Biiehau	id=g:342154
Bihur Mēda	id=g:342155
Bihona Maryam Bēte Kristīyan	id=g:342156
Bihon	id=g:342157
Bihiza Terara	id=g:342158
Bihiza Ābune Ālef Gedam	id=g:342159
Bihiza	id=g:342160
Bihata	id=g:342162
Bigunj Maryam Bēte Kristīyan	id=g:342163
Bigunj	id=g:342164
Bīftī YeTerara Ch’af	id=g:342165
Bīfeto	id=g:342166
Bifeta	id=g:342167
Bīfedo	id=g:342168
Bīfedo	id=g:342169
Biet Ambessa	id=g:342171
Bī’ēra Shet’	id=g:342172
Bielto	id=g:342173
Bidu Bala	id=g:342174
Biduara	id=g:342175
Bīdu	id=g:342176
Bīdu	id=g:342177
Bidrē	id=g:342178
Bido	id=g:342179
Bidersa	id=g:342180
Biddimo	id=g:342181
Bīdaru Shet’	id=g:342182
Bīdaru	id=g:342183
Bīch’ro	id=g:342184
Bīcho Mīka’ēl Bēte Kristīyan	id=g:342185
