Hācheh Dāghī	id=g:6689142
Do Kūh	id=g:6729669
Āb Darreh	id=g:6729670
Shahrak-e Sar Asīāb	id=g:6729671
Shītāb	id=g:6729672
Sar Tang-e Āzādī	id=g:6729673
Kūh-e Shīrīn Bādām	id=g:6729674
Āb Zālū	id=g:6729675
Gūrdālū	id=g:6729677
Shahrak-e Kohnāb	id=g:6729678
Bon Balūţ	id=g:6729679
Torāb-e Vosţá	id=g:6729680
Sayyed Moḩammad-e Zarrīn Kamar	id=g:6729681
Kūh-e Dast Vāpas	id=g:6729682
Kolāh Barreh	id=g:6729683
Darreh-ye Līlkī	id=g:6729684
Darreh-ye Zīr Mūrd	id=g:6729685
Kalātak	id=g:6729686
Vār Gorūh	id=g:6729687
Kūh-e Gach	id=g:6729688
Kūh-e Rāk	id=g:6729689
Pas Parsūq-e Tal Mūrd	id=g:6729690
Shāhzādeh Yūsof	id=g:6729691
Dozdak	id=g:6729692
Emāmzādeh Ḩabībollāh	id=g:6729693
Sar Chahārmeh	id=g:6729694
Kūh-e Bowā	id=g:6729695
Khākū	id=g:6730098
Emāmzādeh Dowqowlū	id=g:6730099
Tang Zard-e Bālā	id=g:6730100
Kūh-e Bozorg Mīān	id=g:6730101
Zīāratgāh-e Āqām Shahīd	id=g:6730102
Tavakkolābād	id=g:6730103
Zīāratgāh-e Emām Reẕā	id=g:6730104
Zīāratgāh-e Solţān Partlī	id=g:6730105
Gārū	id=g:6730106
Derang	id=g:6730107
Aḩmadī	id=g:6730108
Zīāratgāh-e Shāhzādeh Moḩammad	id=g:6730109
Ḩājjīābād	id=g:6730110
Darreh-ye Gahlī	id=g:6730111
Shāh-e Pīr Gheyb	id=g:6730112
Kūh-e Senā	id=g:6730113
Zīāratgāh-e Shīr‘alī	id=g:6730114
Āsemānak	id=g:6730115
Zīāratgāh-e Shāh Pesar Mard	id=g:6730116
Pāgach	id=g:6730117
Tang Rūd	id=g:6730118
Shāhzādeh Moḩammad	id=g:6730119
Kūh-e Chāh Gāh	id=g:6730120
Rūdkhāneh-ye Dasht-e Palang	id=g:6730121
Shāh-e ‘Alamdār	id=g:6730122
Ezhdar Khvāb	id=g:6730123
Badal	id=g:6730124
Rūdkhāneh-ye Shūr	id=g:6730125
Shāh Bīdarrā	id=g:6730126
Qerū Chāy	id=g:6730309
Kānī Shamsak	id=g:6730310
Sabzpūsh	id=g:6730311
Cham-e Gūreh	id=g:6730312
Rūdkhāneh-ye Bālā Dastī	id=g:6730313
Kachī Dar Āb	id=g:6730314
Telvār	id=g:6730315
Kūh-e Bāl Joq	id=g:6730451
Gūḩūḩ Bolāgh	id=g:6730452
Qarah Now	id=g:6730453
Yūlī Bolāghī	id=g:6730454
Darreh-ye Begūlū	id=g:6730455
Begūlū	id=g:6730456
Dāsh Tappeh	id=g:6730457
Darreh-ye Pālchūk	id=g:6730458
Darreh-ye Jodāgayah	id=g:6730459
Chāy-e Līpūrt	id=g:6730460
Kūh-e Qarah Gūnī	id=g:6730461
Kūh-e Sārī Gūnī	id=g:6730462
Darreh-ye Sāvojbolāgh	id=g:6730463
Tappeh-ye Hāvat	id=g:6730464
Darreh-ye Hāvat	id=g:6730465
Yūrt	id=g:6730466
Cheshmeh-ye Golan	id=g:6730467
Tappeh-ye Yāz Bolāgh	id=g:6730468
Darreh-ye Yār Bolāghū	id=g:6730469
Darreh-ye Khalīl Gūlū	id=g:6730470
Tappeh-ye Āq Dāsh	id=g:6730471
Golan Darrehsī	id=g:6730472
Darreh-ye Qarah Nās	id=g:6730473
Kūh-e Maḩī Bādām Chāsī	id=g:6730474
Kūh-e Qūchī Golan	id=g:6730475
Darreh-ye Īstī Qol	id=g:6730476
Kūh-e Ḩasan Darrehsī	id=g:6730477
Cheshmeh-ye Gol	id=g:6730478
Cheshmeh-ye Mūdālī	id=g:6730479
Darreh-ye Tāb	id=g:6730480
Kūh-e Borj	id=g:6730481
Darreh-ye Darband	id=g:6730482
Kūh-e Qūr Shākhlī	id=g:6730483
Īstgāh-e Shomāreh Seh-ye Rūpeh	id=g:6730484
Tappeh-ye Chūrak Līk	id=g:6730485
‘Ālī Darrehsī	id=g:6730486
Cheshmeh-ye Mamah Golī	id=g:6730487
Darreh-ye Kīshjān	id=g:6730488
Kūh-e Qarash Gūchān	id=g:6730489
Chāleh Darreh	id=g:6730490
Īncheh Darreh	id=g:6730491
Darreh-ye Kashkhān	id=g:6730492
Tappeh-ye Gūrūkhcheh	id=g:6730493
Darreh-ye Mīānaj	id=g:6730494
Tappeh-ye Yardāsh	id=g:6730495
Kūh-e Qarah Golkhāneh	id=g:6730496
Shekar Darrehsī	id=g:6730497
Mīāneh Darrehsī	id=g:6730498
Darreh-ye Moḩammad Ḩoseyn	id=g:6730499
Tappeh-ye Kamar Qayah	id=g:6730500
Darreh-ye Shīr Shīr	id=g:6730501
Aqūl Darrehsī	id=g:6730502
Tappeh-ye Tāp	id=g:6730503
Owreh Rīk Tappeh	id=g:6730504
Darreh-ye Shūr	id=g:6730505
Tappeh-ye Yowshāndeh	id=g:6730506
Darreh-ye Āj Bolāgh	id=g:6730507
Hasht Darreh	id=g:6730508
Mūskūn	id=g:6730509
Qezel Darreh	id=g:6730510
Kūh-e Gerdeh Tāj	id=g:6730511
Īl Tappehsī	id=g:6730512
Tāzehābād-e Angūrān	id=g:6730513
Sadd-e Khākī-ye Esnīk	id=g:6730514
Kārkhāneh-ye Sorb va Rūy	id=g:6730515
Sherkat Rāhsāzī	id=g:6730516
Sadd-e Khākī-ye Sarāsh	id=g:6730517
Tappeh-ye Kalleh Tīk	id=g:6730518
Do Qānlū	id=g:6730519
Kharlī	id=g:6730520
Kūh-e Kharlī	id=g:6730521
Darreh-ye Īncheh	id=g:6730522
Darreh-ye Sheykh Bolāghī	id=g:6730523
Qarah Darreh	id=g:6730524
Kūh-e Sheykh Bolāghī	id=g:6730525
Emāmzādeh Khosrow Shāhī	id=g:6730526
Gat Darrehsī	id=g:6730527
Kūh-e Khalfeh Sūkan	id=g:6730528
Cheshmeh-ye Nāder Khān	id=g:6730529
Darreh-ye Gūzeh Jākh	id=g:6730530
Darreh-ye Jī Nīsh	id=g:6730531
Darreh-ye Gol Āghāj	id=g:6730532
Cheshmeh-ye Ḩājjī Gūleh	id=g:6730533
Cheshmeh-ye Āq Valī	id=g:6730534
Darreh-ye Qāshoq	id=g:6730535
Darreh-ye Karīk Bolāghī	id=g:6730536
Moḩebb	id=g:6730537
Kūh-e Qūsh Owtrān	id=g:6730538
Darreh-ye Do Qān Golī	id=g:6730539
Kūh-e Sārī Qayah	id=g:6730540
Darreh-ye Kharābeh	id=g:6730541
Āq Dāgh	id=g:6730542
Darreh-ye Qānqā Gūzeh	id=g:6730543
Reẕā Bolāghī	id=g:6730544
Chāl Dāgh	id=g:6730545
Darreh-ye Artūlū	id=g:6730546
Kūr Bolāgh	id=g:6730547
Qarah Tappeh	id=g:6730548
Kūh-e Qūshā Sūreh	id=g:6730549
Bāyām Darrehsī	id=g:6730550
Kūh-e Yārokh Yārokh	id=g:6730551
Kot Darrehsī	id=g:6730552
Darreh-ye Darband	id=g:6730553
Āveh Darreh	id=g:6730554
Shīd Dar	id=g:6730556
Havīshgan	id=g:6730557
Darreh-ye Qarah Dāsh	id=g:6730558
Darreh-ye Havīshgan	id=g:6730559
Kūh-e Gūyūl	id=g:6730560
Darreh-ye Zeylī	id=g:6730561
Bāgh Darrehsī	id=g:6730562
Darreh-ye Kahrīz	id=g:6730563
Darreh-ye Hādī Qeyb	id=g:6730564
Tappeh-ye Sārī Qeshlāq	id=g:6730565
Eslāmābād	id=g:6730566
Beygābād	id=g:6730567
Qārā Darreh	id=g:6730568
Chūlīk	id=g:6730569
Darreh-ye Chūlīk	id=g:6730570
Ţālesh	id=g:6730571
Chāy	id=g:6730572
Darreh-ye Boland Parchīn	id=g:6730573
Jān ‘Alī	id=g:6730574
Pāsgāh-e Shekārbānī-ye Kālā Vālá	id=g:6730575
Darreh-ye Estī Bolāgh	id=g:6730576
Darreh-ye Īddehlī	id=g:6730577
S̄ūbānā Darrehsī	id=g:6730578
Kūh-e Sārī Qayah	id=g:6730579
Darreh-ye Āq Dāsh	id=g:6730580
Darreh-ye Kharābeh Qeshlāq	id=g:6730581
Darreh-ye Qayah Bolāgh	id=g:6730582
Kūh-e Ţāvūs Owchān	id=g:6730583
Qayah Bolāgh	id=g:6730584
Gachleh Dāgh	id=g:6730585
Shūr Darreh	id=g:6730586
Darreh-ye Qarah Dāsh	id=g:6730587
Tappeh-ye Āt Darrehsī	id=g:6730588
Yān Bolāgh	id=g:6730589
Darreh-ye Gūzātī	id=g:6730590
Darreh-ye Qāsemābād	id=g:6730591
Kūh-e Eqbā'īr	id=g:6730592
Rūdkhāneh-ye Ayālū	id=g:6730593
Cheshmeh-ye Kharlī	id=g:6730594
Kūh-e Qarah Gūnī	id=g:6730595
Yellī Darreh	id=g:6730596
Kūh-e Kharman Darrehsī	id=g:6730597
Rūdkhāneh-ye Qānnaḩ	id=g:6730598
Kamar Ālteh	id=g:6730599
Rūdkhāneh-ye Kardī	id=g:6730600
Bāsh Ayākh Dāghī	id=g:6730601
Dāleh Chāy	id=g:6730602
Kūh-e Qezel Qal‘eh	id=g:6730603
Darreh-ye Dāsh Bolāgh	id=g:6730604
Dūshān Tappeh	id=g:6730605
Chāl Dāgh	id=g:6730606
Kūh-e Tūlkeh Dāghī	id=g:6730607
Kūh-e Chūlbān	id=g:6730608
Ebrāhīmābād	id=g:6730609
Pāpū Qabrī	id=g:6730610
Zargar	id=g:6730611
Pāpū Qabrī	id=g:6730612
Kūh-e Tām Tām	id=g:6730613
Īncheh Selāb	id=g:6730614
Shūr Āb	id=g:6730615
Kūh-e Yātākh	id=g:6730616
Kūh-e Sārīdāsh	id=g:6730617
Fūlād Darrehsī	id=g:6730618
Darmān Chāy	id=g:6730619
Kūh-e Qarah Dāgh	id=g:6730620
Kūh-e Qarā'ī	id=g:6730621
Chāy-e Darrehsī	id=g:6730622
‘Azīzlī	id=g:6730623
Kūh-e Dūzlākh	id=g:6730624
Kūh-e Dūl Dūl	id=g:6730625
Bālābān Dāgheh	id=g:6730626
Kūh-e Qarah Qayd	id=g:6730627
Kūh-e Paleh Leh	id=g:6730628
Oglan	id=g:6730629
Rūdkhāneh-ye Mīrjān	id=g:6730630
Kūh-e Darband	id=g:6730631
Kūh-e Taleh Qayahsī	id=g:6730632
Kūh-e Qāshqā Bolāgh	id=g:6730711
Qāshqā Bolāgh	id=g:6730712
Āq Bolāgh	id=g:6730713
Darreh-ye Chūreh Bolāgh	id=g:6730714
Kūh-e Chap Chap	id=g:6730715
Bājehlar Dāghī	id=g:6730716
Dāsh Lāgh Dāgh	id=g:6730717
Dāsh Bolāghī	id=g:6730718
Qarah Dāgh	id=g:6730719
Kūh-e Qarah Dāgh	id=g:6730720
Seylāb-e Seyl Bāsān	id=g:6730721
Rūdkhāneh-ye Toryān	id=g:6730722
Qarah Bolāgh	id=g:6730723
Darreh-ye Boghāz	id=g:6730724
Tappeh-ye Qebleh	id=g:6730725
Tappeh-ye Changol	id=g:6730726
Rūdkhāneh-ye Īljāq	id=g:6730727
Rūdkhāneh-ye Dowlpātān	id=g:6730728
Tappeh-ye Gholāmḩoseyn Khān	id=g:6730729
Cheshmeh-ye Khān Sū	id=g:6730730
Qal‘eh Chāy	id=g:6730731
Ḩallāj-e Soflá	id=g:6730732
Seylāb-e Qebleh Bolāghī	id=g:6730733
Cheshmeh-ye Qebleh Bolāghī	id=g:6730734
Cheshmeh-ye Amīr Khān	id=g:6730735
Tappeh-ye Qārāvlan	id=g:6730736
Kūh-e Donbesh Dāghī	id=g:6730737
Seylāb-e Qūylār	id=g:6730738
Tarpākh Tappeh	id=g:6730739
Golījeh	id=g:6730740
Mehdī Khān-e Bolāghī	id=g:6730741
Qarah Qāch	id=g:6730742
Zahr Bolāghī	id=g:6730743
Tappeh-ye Qezel Dāgh	id=g:6730744
Darreh-ye Gūyzlar	id=g:6730745
Kūh-e Chāleh Chūkh	id=g:6730746
Tappeh-ye Āleh Qāpū	id=g:6730747
Tāk Bātān	id=g:6730748
‘Eydehlū	id=g:6730749
Tappeh-ye Qāleh	id=g:6730750
Cheshmeh-ye Gūyzlar	id=g:6730751
Mūlī	id=g:6730752
Cheshmeh-ye Pā'īn	id=g:6730753
Seylāb-e Yūlqū Now Darrehsī	id=g:6730754
Sefīdlū	id=g:6730755
Kūh-e Seyyed Khān	id=g:6730756
Kūh-e Mehrāb Khān	id=g:6730757
Cheshmeh-ye Ājī	id=g:6730758
Rūdkhāneh-ye Āydowghmūsh	id=g:6730759
Kūh-e Chūqānī	id=g:6730760
Qūrī Chā'ī	id=g:6730761
Kūh-e ‘Anāblū	id=g:6730762
Shūdū Darrehsī	id=g:6730763
Kūh-e Sangsar	id=g:6730764
Seylāb-e Qāẕīlū	id=g:6730765
Morghdārī-ye Moḩammadī	id=g:6730766
Qezel Tappeh	id=g:6730767
Aras	id=g:6730768
Tappeh-ye Āqezī Bīr	id=g:6730769
Tappeh-ye Ojāq Verdī	id=g:6730770
Chā’ī Pāreh	id=g:6730771
Tappeh-ye Qezel	id=g:6730772
Kūh-e Qāyah	id=g:6730773
Tappeh-ye Navrū Qezelī	id=g:6730774
Rūdkhāneh-ye Seylāb	id=g:6730775
Tappeh-ye Esmah Khān	id=g:6730776
Rūdkhāneh-ye Chūrūk	id=g:6730777
Sadd-e Khākī-ye Nowrūzābād	id=g:6730778
Sadd-e Khākī-ye Āydamīr	id=g:6730779
Rūdkhāneh-ye Āydamīr	id=g:6730780
Dālāk Tappeh	id=g:6730781
Shūr Bolāgh	id=g:6730782
Rūdkhāneh-ye Āq Kand Darrehsī	id=g:6730783
Tappeh-ye Qezel Qāyah	id=g:6730784
Rūdkhāneh-ye ‘Alī Bāgheh	id=g:6730785
Āq Kand Darrehsī	id=g:6730786
Tappeh-ye Darvāzeh	id=g:6730787
Kār Darreh	id=g:6730788
Darreh-ye Qarah Qayah	id=g:6730789
Tappeh-ye Damreh Dāsh	id=g:6730790
Rūdkhāneh-ye Qarah Āghājlū	id=g:6730791
Solţānābād	id=g:6730792
Kūreh-ye Ājorpazī-ye Qanbar Nezhād	id=g:6730793
Rūdkhāneh-ye Chap Chap	id=g:6730794
Rūdkhāneh-ye Şūfīlar	id=g:6730795
Gorg Tappeh	id=g:6730796
Tappeh-ye Gārāqāyah	id=g:6730797
Kūh-e Qarah Dāgh	id=g:6730798
Kharābeh Darreh	id=g:6730799
Seylāb-e Kahrīz	id=g:6730800
Qezeljeh	id=g:6730801
Sheykh Kalāvosh Zīāratgāh	id=g:6730802
Shūrjeh	id=g:6730803
Qāflānkūh	id=g:6730804
Pol-e Dokhtar	id=g:6730805
Dabestān-e Now Bonyād	id=g:6730863
Dabestān-e Manūchehrī	id=g:6730864
Emāmzādeh Moḩammad	id=g:6730865
Garm Chā'ī	id=g:6730866
Qeshlāq-e Māvī	id=g:6730867
Tajaroq	id=g:6730868
Neshaq (1)	id=g:6730869
Kalāmarz Chā'ī	id=g:6730870
Dabestān-e Manūchehrī	id=g:6730871
Sārī Dāgh	id=g:6730872
Hendrūd Chāy	id=g:6730873
Rūdkhāneh-ye Nājīār	id=g:6730874
Ājī Chāy	id=g:6730875
Dabestān-e Bahār	id=g:6730876
Dabestān-e Khosravī	id=g:6730877
Maḩand	id=g:6730878
Dabestān-e Amīrī	id=g:6730879
Dabestān-e Dānesh	id=g:6730880
Dabestān-e Shams	id=g:6730881
Dabestān-e Sanā‘ī	id=g:6730882
Āghmeyūn	id=g:6730883
Sohrāb	id=g:6730884
Dabestān-e Khayyām	id=g:6730885
Dabestān-e Adab	id=g:6730886
Āghmeyūl Chāy	id=g:6730887
Chāl Dāgh	id=g:6730889
Olāgh As̄ar	id=g:6730890
Hendrī Chāy	id=g:6730891
Hend Rūd	id=g:6730892
Lajbīn	id=g:6730893
Seyyedābād	id=g:6730894
Mīr Kūh-e Ḩājjī	id=g:6730895
Asbqarān	id=g:6730896
Ābras	id=g:6730897
Kūh-e Golūlī	id=g:6730898
Rūd-e Rāzlīq	id=g:6730899
Qarah Gol	id=g:6730900
Qalesh Dāgh	id=g:6730901
Sangīn Chāy	id=g:6730902
Hafteh	id=g:6730903
Āygār	id=g:6730904
Hezār Mīkh	id=g:6730905
Lūlūk Dāghī	id=g:6730906
Dalījeh Darrehsī	id=g:6730907
Lūlūk Dāghī	id=g:6730908
Badr Dāghī	id=g:6730909
Amīrjeh	id=g:6730910
Dīnū Chāy	id=g:6730911
Gīlar	id=g:6730912
Manjīqchī	id=g:6730913
Sabalān Kandī	id=g:6730914
Parvīzābād Chāy	id=g:6730915
Naşīr Kandī	id=g:6730916
Ḩamd Khān Kandī	id=g:6730917
Masjed-e Şāḩeb oz Zamān	id=g:6730918
Lagrān	id=g:6730920
Kheyāv Chāy	id=g:6730921
Elī Chāy	id=g:6730922
Seylamī	id=g:6730923
Masjed-e Jāme‘	id=g:6730924
Qūrā Chāy	id=g:6730925
Gū Dāgh	id=g:6730926
Kor Kor Chāy	id=g:6730927
Khīāl Chāy	id=g:6730928
Kūh-e Qarah Gūnī-ye Ţaranjī	id=g:6730929
Sārī Gol	id=g:6730930
Qerkh Bolāgh Dāghī	id=g:6730931
Sārīmsāqlū Dāghī	id=g:6730932
Yūrd Mandehlī	id=g:6730933
Owzūn Chaman	id=g:6730934
Nāz̧em Chāy-e Mandaklū	id=g:6730935
Deklānlū	id=g:6730936
Nashtbān	id=g:6730937
Qeymeh Kandī	id=g:6730938
Kārvānsarā-ye Shāh ‘Abbāsī	id=g:6730939
Qūrī Gol	id=g:6730940
Īqār Dāghī	id=g:6730941
Rūdkhāneh-ye Kamālābād	id=g:6730942
Şāʼīn Gadūkī	id=g:6730943
Gandareh	id=g:6730944
Sārīānlār	id=g:6730945
Qol Chīqlū	id=g:6730946
Torsh Āb	id=g:6730947
Kūh-e Heram	id=g:6730948
Daryācheh-ye Sabalān	id=g:6730949
Qeblehgāh	id=g:6730950
Qezel Barreh Golī	id=g:6730951
Kūh-e Qezel Barreh	id=g:6730952
Shahābīl	id=g:6730953
Qaţūrsū‘ī	id=g:6730954
Qarah Golī	id=g:6730955
Ātgolī	id=g:6730956
Shīravān Darreh	id=g:6730957
Gonbad	id=g:6730958
Anār Chāy	id=g:6730959
Dabestān-e Abū Mūsá	id=g:6730960
Kahlīk Bolāgh	id=g:6730961
Kahrīz	id=g:6730962
Takdām	id=g:6730963
Ḩātam Kandī	id=g:6730964
Qarah Qayah	id=g:6730965
Qarah Chāy	id=g:6730966
Shafī‘ Gūnī Dāgh	id=g:6730967
Shafī‘ Gūnī	id=g:6730968
Meydān-e Hūshang	id=g:6730969
Kalam Now	id=g:6730973
Vīzyerow	id=g:6730974
Qal‘eh Qeshlāq	id=g:6730975
Lāleh Kahrīz	id=g:6730976
Qūrī Chāy	id=g:6730977
Ahr Chāy	id=g:6730978
Qeshlāq-e Ḩājj Fat‘alī	id=g:6730979
Heylī	id=g:6730980
Owch Qārdāsh	id=g:6730981
Āq Dāgh	id=g:6730982
Qarah Sabalān	id=g:6730983
Ḩaram Qeshlāq	id=g:6730984
Gonī Qeshlāq	id=g:6730985
Qūzlī Darreh	id=g:6730986
Al Qeysī	id=g:6730987
Jebār Kandī	id=g:6730988
Maḩmūdābād	id=g:6730989
Qūrshākhlī	id=g:6730990
Qāshqādāsh	id=g:6730991
Sesowran	id=g:6730992
Gapaz	id=g:6730993
Kejrī Rūd	id=g:6730994
Qīz Qājeh	id=g:6730995
Halān	id=g:6730996
Laqījen	id=g:6730997
Tābestāneh	id=g:6730998
Mālāhūnī	id=g:6730999
Pashkeh	id=g:6731000
Mīzānū	id=g:6731001
Bāndvalam	id=g:6731002
Gonchūbeh	id=g:6731003
Kūleh Dīgeh	id=g:6731004
‘Alī Moḩammad Darsī	id=g:6731005
Vīstān	id=g:6731006
Kūh-e Qarāvol	id=g:6731007
Moz̧affar Yūrdū	id=g:6731008
Owchī Dāsh	id=g:6731009
Qārī Qeshlāq	id=g:6731010
Ākharlū	id=g:6731011
Elheh Yārlū	id=g:6731012
Delīk Dāsh	id=g:6731013
Masjed-e Jāme‘	id=g:6731014
Golī Darreh-ye Bālā	id=g:6731015
Jālī Yārī	id=g:6731016
Ḩājjī Būsh	id=g:6731017
Qarah Tappeh	id=g:6731018
Gand Lūjeh	id=g:6731019
Āq Beyg	id=g:6731020
Masjed-e Jāmeʻ	id=g:6731021
Masjed-e Seyyed Ebrāhīm	id=g:6731022
Zīāh Chāy	id=g:6731023
Sheykh Moḩammad	id=g:6731024
Chāy Lākh	id=g:6731025
Qarah Tappeh	id=g:6731026
Qezel Gūsheh	id=g:6731027
Mollā ‘Asgarlū	id=g:6731028
Būdvajaq	id=g:6731029
Bīkhān	id=g:6731030
Qeshlāq-e Jalāl	id=g:6731031
Tarḩam	id=g:6731032
Kontū	id=g:6731033
Esmā‘īlī	id=g:6731034
Āqā Morād	id=g:6731035
Kūh-e Gandow	id=g:6731036
Kard Kandī	id=g:6731037
Qūrtlū	id=g:6731038
Reshteh-ye Şalavāt	id=g:6731039
Adlū	id=g:6731040
Ojāq Qolī	id=g:6731041
Tak Bolāgh	id=g:6731042
Damīrchī Darrehsī-ye Bālā	id=g:6731043
Damīrchī Darrehsī-ye Pā'īn	id=g:6731044
Arvāneh	id=g:6731045
Chenākh Bolāgh	id=g:6731046
Ālūsh Kamarehsī	id=g:6731047
Ḩasan Kandī	id=g:6731048
Shūn Darsī Dāgh	id=g:6731049
Dāshtī Gūnī Dāgh	id=g:6731050
Qeshlāq-e Ḩājjī Eltefāţ (1)	id=g:6731055
Qeshlāq-e Qarah Jālū (1)	id=g:6731056
Qeshlāq-e Qarah Jālū (2)	id=g:6731057
Qeshlāq-e Ḩājjī Eltefāţ (2)	id=g:6731058
Qeshlāq-e Ḩājjī Eltefāţ (3)	id=g:6731059
Qeshlāq-e Ḩājjī ‘Avaẕ (1)	id=g:6731060
Qeshlāq-e Ḩājjī Aḩmad	id=g:6731061
Qeshlāq-e Ḩājjī ‘Avaẕ (2)	id=g:6731062
Qeshlāq-e Ḩājjī Abū ol Faẕl	id=g:6731063
Qeshlāq-e Tūmār	id=g:6731064
Qeshlāq-e ‘Azīzollāh	id=g:6731065
Qeshlāq-e Ḩājj Ḩasanlū	id=g:6731066
Qeshlāq-e Ḩājjī Loţfollāh	id=g:6731067
Qeshlāq-e Solţān	id=g:6731068
Qeshlāq-e Moghānī (2)	id=g:6731069
Qeshlāq-e Moghānī (1)	id=g:6731070
Qeshlāq-e Pedar	id=g:6731071
Qeshlāq-e Shāhvardī	id=g:6731072
Qeshlāq-e Ḩājjī Bīsh (2)	id=g:6731073
Qeshlāq-e Ḩoseyn-e Jalūdārī (1)	id=g:6731074
Qeshlāq-e Ḩoseyn-e Jalūdārī (2)	id=g:6731075
Qeshlāq-e Ḩoseyn-e Jalūdārī (3)	id=g:6731076
Qeshlāq-e Ḩoseyn-e Ḩaladdārī	id=g:6731077
Mamī Kandī	id=g:6731078
Ḩājj Mīr Nez̧ā	id=g:6731079
Qeshlāq-e Solţān Ḩasan	id=g:6731080
Qeshlāq-e Ḩājjī Bālā Khān	id=g:6731081
Kūrlār	id=g:6731082
Ḩoseyn Qeshlāq	id=g:6731083
Bāqeysh Qeshlāq	id=g:6731084
Ḩājjī Sardār	id=g:6731085
Shūr Daraq-e Bālā	id=g:6731086
Azarnaq	id=g:6731087
Qeshlāq-e Reẕā ‘Alī	id=g:6731088
Qeshlāq-e Aşghar	id=g:6731089
Morād ‘Alī Kandī	id=g:6731090
Ḩājjī Āqā Kandī	id=g:6731091
Bālā Beyglū	id=g:6731092
Qeshlāq-e Bālā Beyglū	id=g:6731093
Pāreh Qeshlāq	id=g:6731094
Chāh Tappehsī	id=g:6731095
Shamīlābād	id=g:6731096
Bodāghlū	id=g:6731097
Ayāz	id=g:6731098
Qeshlāq-e Loţfollāh	id=g:6731099
Qeshlāq-e Qobād Kandī	id=g:6731100
Dāshbolāgh	id=g:6731101
Sārī Qeshlāq	id=g:6731102
Amīr Khānlū (2)	id=g:6731103
Tūlān (2)	id=g:6731104
Qanbarlū	id=g:6731105
Sīrak	id=g:6731106
Qeshlāq-e Sīrak	id=g:6731107
Qeshlāq-e Salīm Āghāj	id=g:6731108
Qeshlāq-e Solūk (1)	id=g:6731109
‘Asgar Kandī	id=g:6731110
Āqā Moḩammad Beyglū (2)	id=g:6731111
Ḩājjī Şamad Qeshlāq	id=g:6731112
Qeshlāq-e Zeynāl	id=g:6731113
Qeshlāq-e Ḩājjī	id=g:6731114
Sārīlar	id=g:6731115
Qeshlāq-e Şādeq	id=g:6731116
Qeshlāq-e Gūshū Khānlū	id=g:6731117
Malīhlū	id=g:6731118
Shokrī Chāy	id=g:6731119
Karbāzlū	id=g:6731120
Ḩājjī Mowllā	id=g:6731121
Ḩājjī Bābākh	id=g:6731122
Mūzūhlar	id=g:6731123
Ḩājjī Noşrat	id=g:6731124
Ḩājjī Khān ‘Alī	id=g:6731125
Ḩājjī ‘Avaẕ	id=g:6731126
Ţāqī Kandī	id=g:6731127
Gol Tappeh	id=g:6731128
Qeshlāq-e Seyyedlar (2)	id=g:6731129
Qeshlāq-e Tamāq Ālī (2)	id=g:6731130
Qeshlāq-e Tamāq Ālī (1)	id=g:6731131
Jabīllū	id=g:6731132
Qeshlāq-e Bar Poshteh	id=g:6731133
Qeshlāq-e Āq Dāq	id=g:6731134
Qeshlāq-e Tomār	id=g:6731135
Qeshlāq-e Dātlī	id=g:6731136
Qeshlāq-e Ḩājj ‘Īsá (2)	id=g:6731137
Qeshlāq-e Ḩājj ‘Īsá (1)	id=g:6731138
Qeshlāq-e Seyyedlar (3)	id=g:6731139
Qeshlāq-e Esmā‘īl	id=g:6731140
Qeshlāq-e Seyyedlar (1)	id=g:6731141
Qeshlāq-e Aḩmad Khān	id=g:6731142
Nūr Moḩammad Kandī	id=g:6731143
Sherkat-e Sahāmī-ye Zerā‘ī-ye Moghān	id=g:6731144
Qeshlāq-e Qarāvol	id=g:6731145
Pāsgāh-e Tāzeh Kand	id=g:6731146
Aḩadābād	id=g:6731147
Sherkat-e Sahāmī-ye Zerā’ī-ye Sabalān	id=g:6731148
Qarah Petaqlū	id=g:6731149
Āq Qeshlāq (1)	id=g:6731150
Rūmlū	id=g:6731151
Jīn Qeshlāq	id=g:6731152
Qeshlāq-e Khvodūnūn (2)	id=g:6731153
Qeshlāq-e Khvodūnūn (1)	id=g:6731154
Qeshlāq-e Bahmesh	id=g:6731155
Qeshlāq-e Karam	id=g:6731156
Ebrāhīmābād-e Qadīm	id=g:6731157
Bālā Beyglū	id=g:6731158
Ja‘far Qolī Khān	id=g:6731159
Gūjeh Beyglū	id=g:6731160
Qeshlāq-e Amīr Khānī (2)	id=g:6731161
Āq Qeshlāq (2)	id=g:6731162
Qūrī Chāy	id=g:6731163
‘Omrān	id=g:6731164
Qeshlāq-e Ḩājjī Ḩātam	id=g:6731165
Pāsgāh-e Sar Band	id=g:6731166
‘Alīreẕāābād	id=g:6731167
‘Alīreẕāābād-e Jadīd	id=g:6731168
Rūdkhāneh-ye Sar Qal‘eh	id=g:6737978
Tang-e Mashhadī Mordeh	id=g:6737980
Darreh Kūl	id=g:6737983
Kūh-e Gachī	id=g:6737986
Emāmzādeh Ţoghyān	id=g:6737989
Deh Gar	id=g:6737991
Chāl-e Razīl	id=g:6737994
Sangar-e Aḩmadābād	id=g:6737997
Kūh-e Zūneh	id=g:6738000
Kūh-e Māh Nalīū	id=g:6738002
Kūh-e Chūl Moḩammadī	id=g:6738005
Pākāhū	id=g:6738008
Partapīl	id=g:6738011
Kūh-e Kolāh	id=g:6738014
