Hsin-p’o-wei	id=g:1674891
Mo-lan-hu	id=g:1992651
Ta-pang	id=g:1992652
Hsiao-pang	id=g:1992653
An-pang Ch’iao	id=g:1992654
Shang-hu Ch’iao	id=g:1992655
Lung-chi-hu	id=g:1992656
Shang-hu	id=g:1992657
Shang-k’eng-wei-liao	id=g:1992658
Chiu-pao	id=g:1992659
Chung-hsing Ch’iao	id=g:1992660
Chung-hsiao-kuo-hsiao	id=g:1992661
Ch’ien-liang Shan	id=g:1992662
Mei-yüan	id=g:1992663
Erh-pen-sung	id=g:1992664
Pai-chih-hsing-pao	id=g:1992665
Hsüeh-shan Yu-le-ch’ü	id=g:1992666
Yung-pei Ch’iao	id=g:1992667
Yung-an Ch’iao	id=g:1992668
Hsiang-pi Tiao-ch’iao	id=g:1992669
Hsiang-pi	id=g:1992670
Hsiang-pi Ta-ch’iao	id=g:1992671
Hsüeh-shan-k’eng Ch’iao	id=g:1992673
Mo-t’ien Ling	id=g:1992674
Ta-ti-yüan	id=g:1992675
Shui-chai	id=g:1992676
Ta-k’o	id=g:1992677
Hsiao-feng-k’ung	id=g:1992678
Li-yüan-liao	id=g:1992679
Kuei-chu-lin	id=g:1992681
Ta-tao-ch’eng	id=g:1992683
Ch’i-ku-ling	id=g:1992684
Shang-chung-hsin	id=g:1992685
Niu-fen-p’ing	id=g:1992686
Kung-kuan-ling	id=g:1992687
Shuang-k’eng Ch’iao	id=g:1992688
Ching-shan Ch’iao	id=g:1992690
Pa-ha-ch’i	id=g:1992691
P’ing-wei	id=g:1992692
T’ang-li-shu-hsia	id=g:1992693
T’ang-p’ou	id=g:1992694
Shui-wei	id=g:1992695
Miao-feng	id=g:1992696
Sung-pai-lin	id=g:1992697
Liu-kuei	id=g:1992698
Liu-kuei-p’ing	id=g:1992699
San-kuei-ting	id=g:1992700
Hsia-ai-shan	id=g:1992701
Shang-p’ing	id=g:1992702
Li-yü-t’an Shui-k’u	id=g:1992703
Shui-wei	id=g:1992704
Hsin-hsing	id=g:1992705
Hsia-p’ing	id=g:1992706
Mao-tzu-k’eng	id=g:1992707
Hsia-yüan-tun	id=g:1992708
Shang-k’eng	id=g:1992709
Hsin-t’ien	id=g:1992710
Shang-shih-k’o	id=g:1992711
Niu-ch’ou-k’eng	id=g:1992712
Shih-wei-ch’iang Shan	id=g:1992713
Hsia-shih-k’o	id=g:1992714
Chen-tung-hsiang	id=g:1992715
Shih-k’o-hsiang	id=g:1992716
Hsia-wan	id=g:1992717
Ting-pu	id=g:1992718
Hsiang-Hsia	id=g:1992719
P’i-feng Ch’iao	id=g:1992720
Mi-fen-liao	id=g:1992721
P’i-t’ou	id=g:1992722
Shih-kang Pa	id=g:1992723
Ch’ang-keng Ta-ch’iao	id=g:1992724
K’an-hsia	id=g:1992725
Feng-shih Ch’iao	id=g:1992726
Kuang-hsing Ch’iao	id=g:1992727
She-liao-chiao	id=g:1992728
Wei-shui Ch’iao	id=g:1992729
Shan-hsia	id=g:1992730
K’o-shih	id=g:1992731
Shih-wei Ch’iao	id=g:1992732
An-shan	id=g:1992733
Shang-yüan-tun	id=g:1992734
Heng-k’eng	id=g:1992735
I-shen Tiao-ch’iao	id=g:1992736
Lan-shih Ta-ch’iao	id=g:1992737
Tiao-shen Shan	id=g:1992738
Shan-hsia	id=g:1992739
Hou-liao	id=g:1992740
Shui-chien-hsia	id=g:1992741
Shih-pa-ku	id=g:1992742
Cho-lan Chen Ti-erh Kung-mu	id=g:1992743
Ta-wo	id=g:1992744
Sheng-li Cho-lan Shih-yen Kao-chung	id=g:1992745
Ta-chang-shu-hsia	id=g:1992746
Chao-ts’o	id=g:1992748
Shih-t’ou-lung	id=g:1992749
Yao-k’eng	id=g:1992750
Ta-p’ing	id=g:1992751
Sha-pu	id=g:1992752
Ta-p’ing-ting	id=g:1992753
Tung-an	id=g:1992754
T’ien-liao	id=g:1992755
Ta-ts’ao-p’ai	id=g:1992756
Tung-shih Lin-ch’ang	id=g:1992757
Wei-wen-k’eng	id=g:1992758
Kuan-yin Ch’iao	id=g:1992759
Pai-pu-fan Ta-ch’iao	id=g:1992761
Wu-shih-k’eng Ch’iao	id=g:1992762
Wu-pao Kung	id=g:1992763
P’ing-ting	id=g:1992764
T’ang-shan-liao	id=g:1992765
Ch’ang-ch’ing Ch’iao	id=g:1992766
Pei-kao Shan	id=g:1992767
Ta-hsüeh Shan Kung-tso-chan	id=g:1992768
Ta-tung Shan	id=g:1992769
San-ch’a-k’eng-hsi-t’ou	id=g:1992770
Ta-wan	id=g:1992771
Ting-chung-k’o	id=g:1992772
Chiu-ts’ai-pu	id=g:1992773
Hsia-heng-k’eng	id=g:1992774
Hsiao-chung-k’o	id=g:1992775
Teng-ts’o	id=g:1992776
Po-kung-lung	id=g:1992777
Hsia-hsin	id=g:1992778
Tung-shih Kao-kung	id=g:1992779
K’an-hsia	id=g:1992780
Fu-ts’o	id=g:1992781
T’ang-p’ou	id=g:1992782
Ch’en-ts’o	id=g:1992783
Huo-fang	id=g:1992785
Chang-ts’o	id=g:1992786
Hsin-she	id=g:1992787
Lo-ts’o	id=g:1992788
Shih-shui-k’o Ch’iao	id=g:1992789
Erh-p’ing	id=g:1992790
Huo-shao-p’ing	id=g:1992791
Pei-pu	id=g:1992792
Feng-yüan Kao-erh-fu Ch’iu-ch’ang	id=g:1992793
Ch’i-t’ou	id=g:1992794
Nan-pu	id=g:1992795
Hung-tzu-tou-k’eng	id=g:1992796
Ching-shan Hsi	id=g:1992797
Nan-hu Hsi	id=g:1992798
Hsin-lung Ho	id=g:1992799
Yüan-k’u-tzu	id=g:1993073
Hai-wei	id=g:1993075
T’ai-chung Kang Kuan-lien Kung-yeh-ch’ü	id=g:1993076
Wu-chia	id=g:1993080
An-liang-kang	id=g:1993081
Hu-ts’o	id=g:1993106
Kao-yüan-tzu	id=g:1993107
Hai-wei	id=g:1993108
Lun-tzu-ting	id=g:1993109
Hsia-ts’o	id=g:1993110
Huo-shao-ch’iao	id=g:1993111
T’ien-chung-yang	id=g:1993112
Chu-wei-tzu	id=g:1993113
Pa-chang-li	id=g:1993114
Li-ts’o	id=g:1993115
Chiu-chang-tzu	id=g:1993116
Nan-shih	id=g:1993117
San-k’uai-ts’o	id=g:1993118
Lu-shan	id=g:1993119
Chung-t’ai She-ch’ü	id=g:1993120
Li-fen	id=g:1993121
Ching-i Ta-hsüeh	id=g:1993122
Hung-kuang Hu-chuan	id=g:1993123
Ta-tu-shan-ting	id=g:1993124
Ta-tu Shan	id=g:1993125
T’ai-t’ang Nung-ch’ang	id=g:1993126
T’ai-chung Kao-erh-fu Ch’iu-ch’ang	id=g:1993127
Kung-ming-li	id=g:1993128
Hsin-ts’o	id=g:1993129
Ch’ing-ch’üan-kang	id=g:1993130
Ta-ya She-ch’ü	id=g:1993131
Heng-shan-ts’un	id=g:1993132
Hui-ming Hsüeh-yüan	id=g:1993133
Shih-tou-kung	id=g:1993134
Niu-pu-tzu	id=g:1993135
Ting-niu-pu	id=g:1993137
San-chang	id=g:1993138
Mien-shu-chiao	id=g:1993139
Wu-ts’o	id=g:1993140
T’ai-chung Chia-kung Ch’u-k’ou-ch’ü	id=g:1993141
Chung-hsing-chuang	id=g:1993142
Ch’e-lu-ch’ien	id=g:1993143
Shang-hsin-t’ien	id=g:1993145
Fu-ts’o	id=g:1993146
Chin-hsi Ch’iao	id=g:1993149
Tao-shih-k’eng-k’ou	id=g:1993150
Feng-t’ien Hsin-ts’un	id=g:1993152
Kuo-min Hsin-ts’un	id=g:1993153
Pai-yün Shan-chuang	id=g:1993154
Fo-yin Ssu	id=g:1993155
Lin-niu Shan	id=g:1993156
Ch’üan-chou-k’eng	id=g:1993157
Ya-mu-k’eng	id=g:1993158
Lung-hsing San-chuang	id=g:1993159
Fan-tzu-yüan	id=g:1993160
Ma-chu-hu-k’ou	id=g:1993161
Nan-ti	id=g:1993163
Lung-hu-tou	id=g:1993164
Hu-wei-liao	id=g:1993165
Wu-chih-pu	id=g:1993166
Hsi-p’ing Shan	id=g:1993167
Ta-p’ing	id=g:1993168
Jih-yüeh Shan-chuang	id=g:1993169
Ch’ing-shui-k’ou	id=g:1993170
Hsia-hsin-t’ien	id=g:1993172
Yüan-shan Hsin-ts’un	id=g:1993173
Ta-hua Hsin-ts’un	id=g:1993174
T’ou-chia-ts’o	id=g:1993175
Lu-kuang Chiu-ts’un	id=g:1993176
Chien-kung Hsin-ts’un	id=g:1993177
Ch’ang-ho Ch’iao	id=g:1993178
Hsin-ch’eng She-ch’ü	id=g:1993179
T’ou-chang-hsiang	id=g:1993181
Mei-kuo Ma-li-hsün Hsüeh-hsiao	id=g:1993184
Chung-kang Hsin-ts’un	id=g:1993185
Ch’iao-kuang Shang-chuan	id=g:1993188
Kang-wei-tzu	id=g:1993189
Mao-i Chiu-ts’un	id=g:1993190
Ta-p’eng San-ts’un	id=g:1993192
Hsia-hsin-ts’o	id=g:1993193
Jung-tsung T’ai-chung Fen-yüan	id=g:1993195
Shih-fan Kung-mu	id=g:1993197
T’ai-chung Kung-yeh-ch’ü	id=g:1993198
Niu-ting-t’ou	id=g:1993199
Tung-hai Hua-yüan Pieh-shu	id=g:1993201
T’ou-ch’ien-lun	id=g:1993203
Shen-shui	id=g:1993204
Shui-shih-liao	id=g:1993205
T’u-ti-kung-hou	id=g:1993206
Chiu-chang-li	id=g:1993207
Nan-tzu	id=g:1993208
Chung-ts’o	id=g:1993209
Ting-t’ien-chung-yang	id=g:1993210
Ch’ieh-t’ou	id=g:1993211
Shih-chang-tzu	id=g:1993212
Nan-t’ien-chung	id=g:1993213
T’ien-wei-ts’o	id=g:1993214
K’o-liao	id=g:1993215
Chan-liao-tzu	id=g:1993218
Ch’üan-hsing Kung-yeh-ch’ü	id=g:1993221
Tung-hsi-ti	id=g:1993222
Kuo-lun	id=g:1993224
Chia-pao-t’an	id=g:1993225
Ch’ien-chuang	id=g:1993228
Ti-t’an T’i-fang	id=g:1993242
Mao-tzu-lun	id=g:1993243
T’ai-chung Chien-yü	id=g:1993244
Chou-ts’o-lun	id=g:1993245
Chung-t’ai She-ch’ü	id=g:1993246
Ling-tung Shang-chuan	id=g:1993247
T’ai-mao Wu-ts’un	id=g:1993248
T’ai-t’ang Nung-ch’ang	id=g:1993249
Fa-tzu Hsi Ch’iao	id=g:1993250
Chih-kao Ch’iao	id=g:1993251
Li-minh Hsin-ts’un	id=g:1993252
Shui-tui	id=g:1993253
Sheng-li Mei-shu-kuan	id=g:1993254
Mo-fan Hsin-ts’un	id=g:1993256
Chung-cheng Kung-yüan	id=g:1993258
Shih-li Wen-hua Chung-hsin	id=g:1993264
T’ai-p’ing Ch’iao	id=g:1993270
Ya-mu-erh	id=g:1993272
Tung-men Ch’iao	id=g:1993273
Han-hsi Ch’iao	id=g:1993274
Ching-wu Ta-ch’iao	id=g:1993275
T’ai-yüan Erh-hao Ch’iao	id=g:1993277
Ho-tso-hsin-ts’un	id=g:1993279
I-hsin She-ch’ü	id=g:1993280
Ch’ing-yang She-ch’ü	id=g:1993281
Feng-nien She-ch’ü	id=g:1993285
National Chin-i College of Technology and Business	id=g:1993286
T’ien-yüan Hsin-ts’un	id=g:1993287
Pa-ling-san Tsung-i-yüan	id=g:1993288
T’ai-yüan Wu-hao Ch’iao	id=g:1993290
Lung-shih-tzu	id=g:1993291
Hsiao-niu-ch’ou	id=g:1993292
Yao-jen-kou-k’eng	id=g:1993293
P’ou-tzu-k’eng-k’ou	id=g:1993294
Hung-t’ai Chung-hsüeh	id=g:1993295
Lung-pao Ch’iao	id=g:1993296
Wu-chia Hua-yüan	id=g:1993297
T’an-ti	id=g:1993298
T’u-ti-kung-k’eng	id=g:1993299
Shan-chiao-hsiang	id=g:1993300
Niu-chiao-k’eng	id=g:1993302
Kuang-hsing-lung Ta-ch’iao	id=g:1993304
Kuang-te Ch’iao	id=g:1993305
Ting-t’u-ch’eng	id=g:1993307
Ssu-fen-tzu	id=g:1993318
Ch’i-hsing-tzu	id=g:1993320
Nei-hsin Hua-yüan She-ch’ü	id=g:1993323
Hao-lai-ts’un	id=g:1993324
Nei-hsin Ch’iao	id=g:1993326
Ts’ao-hu Ch’iao	id=g:1993331
Jih-hsin Ch’iao	id=g:1993332
Kuo-kuang Ch’iao	id=g:1993333
Hsia-nei-hsin	id=g:1993336
Ch’ing-nien Chung-hsüeh	id=g:1993342
Ting-ts’o-tzu	id=g:1993346
Shih-chiu-chia	id=g:1993349
Hsia-t’ien	id=g:1993350
T’ai-chung Kao-kung	id=g:1993353
Ch’iao-tzu-t’ou	id=g:1993356
Ch’iao-t’ai Kung-chia	id=g:1993357
Hsi-ti	id=g:1993360
Ching-chung Ch’iao	id=g:1993362
Ming-tao Chung-hsüeh	id=g:1993364
Fan-tzu-yüan	id=g:1993365
Hsing-nung-hsiang	id=g:1993366
Liao-tzu	id=g:1993369
Chu-wei	id=g:1993371
Chang-hua Shih-fan Ta-hsüeh	id=g:1993404
Wan-pei-chuang	id=g:1993405
Chu-wei-tzu	id=g:1993407
Hsia-ts’o	id=g:1993410
P’i-tzu-chuang	id=g:1993412
Hsia-nan-tzu	id=g:1993413
Chung-nan-tzu	id=g:1993414
Ting-nan-tzu	id=g:1993415
Shui-wei Ch’iao	id=g:1993419
Chang-shui Ch’iao	id=g:1993423
Hsien-tung Ch’iao	id=g:1993426
Hsi-hsin	id=g:1993431
Hsiu-shui	id=g:1993432
T’ien-liao	id=g:1993433
Nan-hsing Ch’iao	id=g:1993436
Ting-chuang	id=g:1993437
Ya-liao	id=g:1993440
Liao-ts’o	id=g:1993442
Hsi-tzu-ti	id=g:1993444
Tai-jen-k’eng	id=g:1993453
Chang-hua Kao-shang	id=g:1993454
Chien-pao-chuang	id=g:1993459
Tai-jen-pei-k’eng	id=g:1993466
Tai-jen-nan-k’eng	id=g:1993468
Chang-hua Kao-erh-fu Ch’iu-ch’ang	id=g:1993471
K’eng-tzu-nei	id=g:1993478
K’an-ting	id=g:1993479
Fen-chi-hu	id=g:1993481
Hung-lu-hsüeh	id=g:1993482
Hu-kang	id=g:1993484
Hsiao-ts’o	id=g:1993485
K’u-kua-liao	id=g:1993487
Chiang-tzu-liao	id=g:1993488
Nei-liao	id=g:1993490
Wai-liao	id=g:1993492
Chung-liao	id=g:1993493
Liu-ku-lu	id=g:1993496
Pa-ku	id=g:1993499
Chu-mu-hu	id=g:1993500
Ta-ch’iu-yüan	id=g:1993505
Te-kao-lun	id=g:1993509
T’u-lung-kou-wan	id=g:1993511
Ts’ai-kung-t’ang	id=g:1993514
Shui-yüeh-t’ai	id=g:1993516
Ting-ts’ao-tzu-pu	id=g:1993519
Yin-hang Shan	id=g:1993522
T’ien-tzu-k’eng	id=g:1993524
Niu-ch’ou-hu	id=g:1993525
San-hsing-lun	id=g:1993526
T’ai-feng She-ch’ü	id=g:1993527
Hsi-kua-lun	id=g:1993528
Hsüeh-hsiao-k’eng	id=g:1993529
Yu-ch’e-k’eng	id=g:1993530
Shih-p’ai	id=g:1993531
Wei-hsin-chuang	id=g:1993532
K’uai-kuan Shan	id=g:1993533
Chin-chiao-i	id=g:1993536
K’eng-liao-pu	id=g:1993538
Fan-tzu-t’ien	id=g:1993539
Chao-ho-chuang	id=g:1993540
Hsiang-ssu-pu	id=g:1993541
Hou-hsi-tzu	id=g:1993542
Chin-pu	id=g:1993545
K’an-t’ou	id=g:1993550
Hsi-ti-tzu	id=g:1993554
Nan-men-tzu	id=g:1993560
Nan-shih Kung-yeh-ch’ü	id=g:1993563
Ch’uan-pan-ch’iao	id=g:1993590
Wang-ts’o	id=g:1993591
Liu-ku	id=g:1993592
Lo-ts’o	id=g:1993593
Hsin-ts’o-tzu	id=g:1993594
Hsi-hu	id=g:1993595
Ta-feng Ch’iao	id=g:1993596
Wu-feng Kao-nung	id=g:1993665
Pen-chi-hu	id=g:1993666
Chao-yang Chi-shu Hsüeh-yüan	id=g:1993667
Tz’u-ming Kung-shang	id=g:1993668
Shan-chiao	id=g:1993726
Mo-t’ien-ling	id=g:1993727
T’ai-wan Sheng I-hui	id=g:1993738
Shan-ts’eng-ch’i	id=g:1993739
Chien-hou	id=g:1993743
Nei-an-k’eng	id=g:1993744
Ta-t’ai-chung Shan-chuang	id=g:1993745
Pei-kou-k’eng	id=g:1993746
Fan-shih-liu-yüan	id=g:1993747
P’u-tai-tzu	id=g:1993748
Ch’e-p’ing-liu	id=g:1993752
Chü Shan	id=g:1993753
Pien-fu-tung	id=g:1993754
Wai-an-k’eng	id=g:1993756
Li-ch’ih Shan-chuang	id=g:1993757
Wu Hsi Ch’iao	id=g:1993758
Ch’e-p’ing-ying	id=g:1993759
K’o-chia-chuang	id=g:1993760
Hsi-ti-tzu	id=g:1993761
Shih-chien-fen-chien	id=g:1993762
Hsia-fan-tzu-t’ien	id=g:1993763
Wu-ts’o-tzu	id=g:1993764
Hsi-ti-tzu	id=g:1993765
T’u-tou-liao	id=g:1993766
Li-min Ch’iao	id=g:1993767
She-k’ou	id=g:1993768
Fang-shu-chiao	id=g:1993769
Pei-pu	id=g:1993771
Ta-pu	id=g:1993773
Hsin-peng-k’an	id=g:1993775
Kuei-t’ao-liao	id=g:1993776
Ta-yeh Kung-hsüeh-yüan	id=g:1993777
Chiu-peng-k’an	id=g:1993778
T’ai-wan Min-su-ts’un	id=g:1993781
Hsiu-shui-liao	id=g:1993782
Li-t’ou-ts’o	id=g:1993783
Ta-lu-p’an	id=g:1993784
Kuo-kou Ch’iao	id=g:1993785
Hou-ts’ai-yüan	id=g:1993789
Ta-ch’iao-t’ou	id=g:1993797
T’ien-yang-tzu	id=g:1993803
Ch’ieh-tung-lin	id=g:1993805
T’ai-chung Ch’ü Nung-yeh Kai-liang-ch’ang	id=g:1993816
Fan-tzu-t’un	id=g:1993817
Hua-huan Ch’iao	id=g:1993819
Pei-shih-yang	id=g:1993823
An-shang	id=g:1993826
Chen-tzu-an	id=g:1993829
Hsin-hsing-chuang	id=g:1993831
Kuan-yin-nan	id=g:1993833
T’ien-yang-tzu	id=g:1993834
Hou-chuang-ya	id=g:1993835
Chang-ts’o	id=g:1993836
Li-ts’o	id=g:1993837
Ma-yüan-t’ou Hsi	id=g:1993846
Erh-ch’ung Hsi	id=g:1993852
Ta-tu T’i-fang	id=g:1993853
Chung-liao T’i-fang	id=g:1993854
Ts’ai-kung-liao T’i-fang	id=g:1993855
T’ien-chung I-hao T’i-fang	id=g:1993858
T’ung-an-ts’o T’i-fang	id=g:1993863
Wu Hsi Nan-an T’i-fang	id=g:1993864
Wu-feng T’i-fang	id=g:1993865
Pei-shan-nan T’i-fang	id=g:1993866
Ma-ta-la	id=g:1993875
Chiu-chiu Shan-chuang	id=g:1993876
Hsüeh Shan Pei-feng	id=g:1993877
Neng-chia Shan	id=g:1993878
Tung-yang Shan	id=g:1993879
Hsi-shih Shan Sui-tao	id=g:1993880
San-liu-chiu Shan-chuang	id=g:1993881
Fu-wan Shan	id=g:1993882
T’ien Ch’ih	id=g:1993883
Chih-le Pa	id=g:1993884
Lao-pu-lo	id=g:1993885
Wu-chia-ti	id=g:1993886
Te-ming Ch’iao	id=g:1993887
Ch’eng-wu Ch’iao	id=g:1993888
Te-chi Shui-k’u	id=g:1993889
Ta-p’an Ch’iao	id=g:1993890
Ch’eng-san Sui-tao	id=g:1993891
Te-chi Shui-k’u Ta-pa	id=g:1993892
Ch’eng-wu Sui-tao	id=g:1993893
Te-chi Sui-tao	id=g:1993894
An-ma Shan	id=g:1993895
Ta-hsüeh Shan-chuang	id=g:1993979
Ya-k’ou	id=g:1993980
Nan-k’eng-hsi-t’ou	id=g:1993981
Ta-pa-chien Shan Teng-shan-k’ou	id=g:1994072
Wu-hao Lan-sha-pa	id=g:1994073
Nan Fang-po-t’i	id=g:6198664
Pei Fang-po-t’i	id=g:6198665
Tz’u-lung Kung	id=g:6254035
Ting-shan-liao	id=g:6254036
Hsi-pu	id=g:6254037
Li-sheng Kung	id=g:6254038
Kuang-an Kung	id=g:6254039
Chiang-chün-hsi Ch’iao	id=g:6254040
Hua-tsung Ch’iao	id=g:6254041
Chung-ts’ao-ti	id=g:6254042
Shih-chiao-tzu	id=g:6254043
Ma-tou Chiao-liu-tao	id=g:6254044
Tan-shui Kung-shang Kuan-li Hsüeh-yüan Ma-tou Fen-hsiao	id=g:6254045
Tung-p’ing-liao	id=g:6254046
Lin-t’ou-nei	id=g:6254047
Kuo-kang-tzu	id=g:6254048
Pei-lu-k’o	id=g:6254049
Miao-hou	id=g:6254050
Chia-nien-pang	id=g:6254051
P’i-tzu-wei	id=g:6254052
Ts’ung-tzu-liao	id=g:6254053
Kuo-kang-tzu	id=g:6254054
Hsi-pu	id=g:6254055
Wu-tung-liao	id=g:6254056
Yung-an Kung	id=g:6254057
Tai-t’ien Fu	id=g:6254058
Ch’ao-t’ien Kung	id=g:6254059
Yen-feng Ch’iao	id=g:6254060
Shui-shih-liao	id=g:6254061
Ting-pu	id=g:6254062
Hsia-ying	id=g:6254063
Wen-jui Ch’iao	id=g:6254064
Tzu-liang Ch’iao	id=g:6254065
Pao-an Kung	id=g:6254066
Pei-men Yü-kang	id=g:6254067
Chiang-chün Yü-kang	id=g:6254068
Yen-hsing Ch’iao	id=g:6254069
K’un-shen Yü-kang	id=g:6254070
Ch’i-ku Yen-ch’ang Ti-erh-kung-ch’ü	id=g:6254071
Ch’i-ku Yen-ch’ang Hsin-yen-t’an	id=g:6254072
Hsing-ch’en-liao	id=g:6254073
Shih-tung-liao	id=g:6254074
Sha-lun-liao	id=g:6254075
Chung-liao Ch’iao	id=g:6254076
T’ien-hou Kung	id=g:6254077
T’an-ch’ien	id=g:6254078
Tung-shih-chiao	id=g:6254079
Pei-pu	id=g:6254080
Hsi-nan-liao	id=g:6254081
Chung-she	id=g:6254082
Chung-chu-liao	id=g:6254083
Wu-k’uai-ts’o	id=g:6254084
Chung-chou	id=g:6254085
Nan-hsi-kang	id=g:6254086
Ta-ch’eng-ts’un	id=g:6254087
Ku-wei	id=g:6254088
Ch’i-ku-liao	id=g:6254089
Ta-liao Ta-p’ai-shui-kou	id=g:6254090
Chen-wen Kung	id=g:6254091
Chen-an Kung	id=g:6254092
Chen-wen Kung	id=g:6254093
Tu-chia Ch’iao	id=g:6254094
Pu-wei Ch’iao	id=g:6254095
Chia-nan Ch’iao	id=g:6254096
Lung-an Ch’iao	id=g:6254097
Ch’i-ku-hsi Ch’iao	id=g:6254098
Shu-nung Ch’iao	id=g:6254099
Chung-yang Ta-ch’iao	id=g:6254100
Tseng-wen Ch’i-hsiang-chan	id=g:6254101
Chao-ming Kuo-chung	id=g:6254102
An-ting Chiao-liu-tao	id=g:6254103
Hsing-hu Kung	id=g:6254104
Chin-te-hsing	id=g:6254105
Wu-k’uai-ts’o	id=g:6254106
Tung-san-ku	id=g:6254107
San-pai-erh-wan	id=g:6254108
Nung-ch’ang-liao	id=g:6254109
Hsia-shih-fen-wen	id=g:6254110
Pei-ch’ang-an	id=g:6254111
Ho-shun	id=g:6254112
Wai-wen-tzu	id=g:6254113
Wu-k’uai-ts’o	id=g:6254114
Ta-wen-liao	id=g:6254115
Shih-i-hu-tzu	id=g:6254116
She-wei	id=g:6254117
San-ting-wu	id=g:6254118
Ting-an	id=g:6254119
Nan-tsung-t’ou-liao	id=g:6254120
Pei-an-shun	id=g:6254121
Chou-tzu-wei	id=g:6254122
Nan-an-shun	id=g:6254123
Hai-wei-ch’ien	id=g:6254124
Wennei Qiao	id=g:6254125
Pu-tzu	id=g:6254126
P’i-ma-yüan	id=g:6254127
Chung-hsing	id=g:6254128
Ta-kang-liao	id=g:6254129
Hai-nan-li	id=g:6254130
Kang-tzu-wei	id=g:6254131
Nan-liao	id=g:6254132
Pei-liao	id=g:6254133
Nan-hai-liao	id=g:6254134
Wen-ti	id=g:6254135
Wu-wang	id=g:6254136
Kuo-hsing Ch’iao	id=g:6254137
Nan-an Ch’iao	id=g:6254138
Daitian Fu	id=g:6254139
Hai-nan Ch’iao	id=g:6254140
Hai-tung Ch’iao	id=g:6254141
Yen-shui-hsi Ch’iao	id=g:6254142
Ho-shun Nung-ch’ang	id=g:6254143
Tseng-wen Nung-ch’ang	id=g:6254144
Ch’i-ku T’i	id=g:6254145
Hsi-kang T’i	id=g:6254146
Hai-liao T’i	id=g:6254147
Ch’i-ku Yü-wen	id=g:6254148
Tseng-wen-hai-pu Yü-wen	id=g:6254149
Lu-erh-men Ch’iao	id=g:6254150
Ch’ao-chien Ch’iao	id=g:6254151
Ssu-ts’ao-nei-hai	id=g:6254152
Chia-nan-ta-chen P’ai-shui-hsien	id=g:6254153
T’ai-nan Yen-ch’ang	id=g:6254154
Ch’eng-huang Miao	id=g:6254155
Wu-wang Kung	id=g:6254156
Sheng-mu Miao	id=g:6254157
Pei-shan-wei Ch’eng-huang-miao	id=g:6254158
Chen-hai Kung	id=g:6254159
Yung-k’ang Ti-i Kung-mu	id=g:6254160
Chia-li Jung-min-chih-chia	id=g:6254161
Shih-wu Shui-cha	id=g:6254162
Ch’i-ku Kung-yeh K’ai-fa-ch’ü	id=g:6254163
Ch’i-hai I-le-yüan	id=g:6254164
Ti-ch’iu-ts’un Le-yüan	id=g:6254165
Chung-shan Kung-yüan	id=g:6254166
Ch’eng-ta I-hsüeh-chung-hsin	id=g:6254167
Wu-wang Kuo-hsiao	id=g:6254168
Hai-tien Kuo-hsiao	id=g:6254169
T’ai-nan Nü-tzu Chi-shu-hsüeh-yüan	id=g:6254170
San-an Kung	id=g:6254171
Chenghuang Miao	id=g:6254172
Tung-hsing Kung	id=g:6254173
Chenghuang Miao	id=g:6254174
Jen-an Kung	id=g:6254175
Hui-chi Kung	id=g:6254176
Chung-chou Kuo-hsiao	id=g:6254177
Liao-shih-ta-wang-kung Miao	id=g:6254178
Ciji Gong	id=g:6254179
Zhuangshi Zongci	id=g:6254180
Tung-yang Kuo-hsiao	id=g:6254181
Fayuanchan Si	id=g:6254182
Xuejia Guozhong	id=g:6254183
Xuejia Guoxiao	id=g:6254184
Tianren Gongshang	id=g:6254185
Tung-hsing Kung	id=g:6254186
Pao-an Kung	id=g:6254187
Cixing Gong	id=g:6254188
Qingji Gong	id=g:6254189
Dawan Qiao	id=g:6254190
Shengci Gong	id=g:6254191
Ling-ho Kuo-hsiao	id=g:6254192
Xitian Gong	id=g:6254193
Ti-shih Kung-mu	id=g:6254194
Hsing-an Kung	id=g:6254195
Jiangjun Guozhong	id=g:6254196
Ou-wang Kuo-hsiao	id=g:6254197
Sheng-ti Tien	id=g:6254198
Qingmei Gong	id=g:6254199
Lung-hsing Kung	id=g:6254200
Ma-tou Ti-i Kung-mu	id=g:6254201
Yingding Qiao	id=g:6254202
Kang-wei Kuo-hsiao	id=g:6254203
Chiwang Fu	id=g:6254204
Shih-an Kung	id=g:6254205
Ch’ing-an Kung	id=g:6254206
P’u-an Ssu	id=g:6254207
Putian Gong	id=g:6254208
Dangshenpozu Miao	id=g:6254209
Pitou Qiao	id=g:6254210
Pei-shih Kuo-hsiao	id=g:6254211
Tongtianbao Dian	id=g:6254212
Pao-ho-tzu	id=g:6254213
Taizi Gong	id=g:6254214
Pao-an Kung	id=g:6254215
Wenchang Ci	id=g:6254216
