Mesa Drain	id=g:5526194
Texas Technological College Dairy Barn	id=g:5532219
Texas Technological College Historic District	id=g:5532220
Texas Technological College Research Farm	id=g:5532221
Texas Technological University	id=g:5532222
Texas Well	id=g:5532223
Texhoma	id=g:5532224
Texhoma Park	id=g:5532225
Texline	id=g:5532226
Texline School	id=g:5532227
Texon	id=g:5532228
Texpac Oil Field	id=g:5532229
Texroy	id=g:5532230
That Marvelous Light Baptist Church	id=g:5532231
Thaxton Spring	id=g:5532232
The Church of God of the First Born	id=g:5532233
The Church of Jesus Christ of Latter Day Saints	id=g:5532234
The Church of Jesus Christ of Latter Day Saints	id=g:5532235
The Church of Jesus Christ of Latter Day Saints	id=g:5532236
The Church of Jesus Christ of Latter Day Saints	id=g:5532237
The Church of Jesus Christ of Latter Day Saints	id=g:5532238
The Church of Jesus Christ of Latter Day Saints	id=g:5532239
The Church of Jesus Christ of Latter Day Saints	id=g:5532240
The Church of Jesus Christ of Latter Day Saints	id=g:5532241
The Church of Jesus Christ of Latter Day Saints - El Paso	id=g:5532242
The Church of Jesus Christ of Latter Day Saints - Lubbock	id=g:5532243
Terry Spring	id=g:5532244
The Ditch Windmill	id=g:5532245
The Earnest and Dorothy Barrow Foundation Museum	id=g:5532246
The Garden Windmill	id=g:5532247
The Good Shepard Baptist Mission Church	id=g:5532248
The Hueco Club	id=g:5532249
The Junell Center	id=g:5532250
The Laguna	id=g:5532251
The Lake	id=g:5532252
The Lake	id=g:5532253
The Lodge	id=g:5532254
The National Cowgirl Hall of Fame and Western Heritage Center	id=g:5532255
The Pole Pens	id=g:5532256
The Presidential Museum	id=g:5532257
The Reorganized Church of Jesus Christ of Latter Day Saints	id=g:5532258
The Cook Shack	id=g:5532259
The Window Trail	id=g:5532260
Thief Hollow	id=g:5532261
Thief Hollow Windmill	id=g:5532262
Third Canyon	id=g:5532263
The White-Pool House	id=g:5532264
Third Creek	id=g:5532265
Thirtyeight Hill	id=g:5532266
Thirtysix Draw	id=g:5532267
Thirtyeight Windmill	id=g:5532268
Thomas Draw	id=g:5532269
Thomas A Edison Junior High School	id=g:5532270
Thomas Manor Park	id=g:5532271
Thomas Ranch	id=g:5532272
Thomas Windmill	id=g:5532273
Thomas Windmill	id=g:5532274
Thomason General Hospital Heliport	id=g:5532275
Thompson Estate Lake Dam	id=g:5532276
Thompson Gin	id=g:5532277
Thompson Grove	id=g:5532278
Thompson Grove Campground	id=g:5532279
Thompson Junior High School	id=g:5532280
Thompson Park	id=g:5532281
Thorn Dam	id=g:5532282
Thorn Ranch	id=g:5532283
Thorn Reservoir	id=g:5532284
Thornberry Ranch	id=g:5532285
Thorntonville	id=g:5532286
Thorp Airport	id=g:5532287
Thousand Acre Well	id=g:5532288
Thousand Dollar Dam	id=g:5532289
Thrailkill Windmill	id=g:5532290
Three Bar Oil Field	id=g:5532291
Three Bar Ranch	id=g:5532292
Three Bluff Draw	id=g:5532293
Thomas Manor Elementary School	id=g:5532294
Three Corners Tank	id=g:5532295
Three Corrals Creek	id=g:5532296
Three Corner Windmill	id=g:5532297
Three Leagues	id=g:5532298
Three Mile Hill	id=g:5532299
Three Points	id=g:5532300
Three Post Windmill	id=g:5532301
Three Rivers Gypsum Incorporated Lake	id=g:5532302
Three Rivers Gypsum Incorporated Lake Dam	id=g:5532303
Three Saints Lateral	id=g:5532304
Three Section Tank	id=g:5532305
Three Section Well	id=g:5532306
Three Section Windmill	id=g:5532307
Three Section Windmill	id=g:5532308
Three Tree Creek	id=g:5532309
Three Inch Windmill	id=g:5532310
Three Way School	id=g:5532311
Three Way Windmill	id=g:5532312
Three-Way Windmill	id=g:5532313
Threemile Canyon	id=g:5532314
Three VS Well	id=g:5532315
Threemile Creek	id=g:5532316
Threemile Draw	id=g:5532317
Threemile Draw	id=g:5532318
Threemile Draw	id=g:5532319
Threemile Draw	id=g:5532320
Threemile Lake	id=g:5532321
Threemile Tank	id=g:5532322
Threemile Tank	id=g:5532323
Threemile Well	id=g:5532324
Threeway Well	id=g:5532325
Threeway Windmill	id=g:5532326
Thunderbird Elementary School	id=g:5532327
Thunderbird School	id=g:5532328
Thunderbird Stadium at Coronado High School	id=g:5532329
Thurman Hollow	id=g:5532330
Threemile Peak	id=g:5532331
Thurston Canyon	id=g:5532332
Thut Creek	id=g:5532333
Tibbetts Draw	id=g:5532334
Tidewater Windmill	id=g:5532335
Tie Ranch	id=g:5532336
Tierra Blanca Creek	id=g:5532337
Tidwell Tank	id=g:5532338
Tierra Blanca Elementary School	id=g:5532339
Tierra del Sol Elementary School	id=g:5532340
Ties Tank	id=g:5532341
Tige Canyon	id=g:5532342
Tierra Blanca Elementary School	id=g:5532343
Tiger Stadium	id=g:5532344
Tiger Tank	id=g:5532345
Tigner Canyon	id=g:5532346
Tiger Field	id=g:5532347
Tigua Baptist Church	id=g:5532348
Tigua Indian Reservation Cultural Center	id=g:5532349
Tijeras Arroyo	id=g:5532350
Tigua	id=g:5532351
Timber Creek	id=g:5532352
Tijeras Spring	id=g:5532353
Timber Hollow	id=g:5532354
Timber Lake	id=g:5532355
Timber Lakes	id=g:5532356
Timber Mesa	id=g:5532357
Timber Mountain	id=g:5532358
Timbercreek Canyon	id=g:5532359
Timmons Tank	id=g:5532360
Tin Tub Windmill	id=g:5532361
Tinaja	id=g:5532362
Tinaja (historical)	id=g:5532363
Tinaja Blanca	id=g:5532364
Arroyo Tinaja Blanca	id=g:5532365
Timber Lake Camp	id=g:5532366
Arroyo Tinaja Escondido	id=g:5532367
Tinaja Grande	id=g:5532368
Tinaja Mountains	id=g:5532369
Sierra Tinaja Pinta	id=g:5532370
Cañon Tinaja Prieta	id=g:5532371
Tinaja Lujan	id=g:5532372
Tinaja Spring	id=g:5532373
Tinaja Springs	id=g:5532374
Tincup Draw	id=g:5532375
Tinaja Rana	id=g:5532376
Tinker Tank	id=g:5532377
Tippett Gas Plant	id=g:5532378
Tippett Oil Field	id=g:5532379
Tippett Ranch	id=g:5532380
Tippett Springs	id=g:5532381
Titley	id=g:5532382
Titley	id=g:5532383
Lake Titsworth	id=g:5532384
Tobacco Creek	id=g:5532385
Tincup Spring	id=g:5532386
Tobe Gap	id=g:5532387
Tobe Spring	id=g:5532388
Tobin Park United Methodist Church	id=g:5532389
Tobin Ranch	id=g:5532390
Toborg Oil Field	id=g:5532391
Todd Deep Oil Field	id=g:5532392
Todd Oil Field	id=g:5532393
Toenail Oil Field	id=g:5532394
Tokio	id=g:5532395
Toland	id=g:5532396
Tolbert Park	id=g:5532397
Toles Mesa Windmill	id=g:5532398
Toliver Basin Canyon	id=g:5532399
Tobacco Tank	id=g:5532400
Toltec Club	id=g:5532401
Tom Ball Creek	id=g:5532402
Toll Mountain	id=g:5532403
Tom Gerald Ranch Lake Dam	id=g:5532404
Tom Green County	id=g:5532405
Tom Green County Courthouse	id=g:5532406
Tom Green County Jail	id=g:5532407
Tom Handle Creek	id=g:5532408
Tom Gerald Ranch Lake	id=g:5532409
Tom Neff Lake	id=g:5532410
Tom Neff Lake Dam	id=g:5532411
Tom and Henry Canyon	id=g:5532412
Tom Mays Unit Trail	id=g:5532413
Toms Canyon	id=g:5532414
Tongue River	id=g:5532415
Tonto Tank	id=g:5532416
Tony Number One Tank	id=g:5532417
Tony Number Two Tank	id=g:5532418
Toolen Field	id=g:5532419
Top East Windmill	id=g:5532420
Top Tank	id=g:5532421
Top West Pasture Well	id=g:5532422
Tornillo	id=g:5532423
Tornillo Canal	id=g:5532424
Tornillo Creek	id=g:5532425
Tonto Tank	id=g:5532426
Tornillo Feed Yards Airport	id=g:5532427
Tornillo Flat	id=g:5532428
Tornillo Intercepting Drain Number One	id=g:5532429
Tornillo Intercepting Drain Number Two	id=g:5532430
Tornillo Spur	id=g:5532431
Toro Gas Field	id=g:5532432
Toro Santos Tank	id=g:5532433
Toro Windmill	id=g:5532434
Toronto	id=g:5532435
Torrey Canyon	id=g:5532436
Tornillo Drain	id=g:5532437
Torrey Flats	id=g:5532438
Torrey House	id=g:5532439
Torrey Peak	id=g:5532440
Torrey Peak Camp	id=g:5532441
Torrey Tank	id=g:5532442
Arroyo Tortola	id=g:5532443
Torrey Canyon Windmill	id=g:5532444
Tortolo Creek	id=g:5532445
Tortuga Mountain	id=g:5532446
Tovar Creek	id=g:5532447
Totty School	id=g:5532448
Tovar Ranch Lake Number 1	id=g:5532449
Tovar Ranch Lake Number 1 Dam	id=g:5532450
Tovar Ranch Lake Number 2	id=g:5532451
Tovar Ranch Lake Number 2 Dam	id=g:5532452
Tovar Ranch Lake Number 3	id=g:5532453
Tovar Ranch Lake Number 3 Dam	id=g:5532454
Tovrea Ranch	id=g:5532455
Tower Church	id=g:5532456
Tower Church	id=g:5532457
Tower Station	id=g:5532458
Tower Windmill	id=g:5532459
Town and Country Shopping Center	id=g:5532460
Town Creek	id=g:5532461
Tovar Ranch	id=g:5532462
Town Well	id=g:5532463
Town West Baptist Church	id=g:5532464
Town and Country Airpark	id=g:5532465
Townsend Cemetery	id=g:5532466
Townsend Point	id=g:5532467
Toy Springs	id=g:5532468
Toyah	id=g:5532469
Toyah Creek	id=g:5532470
Town Draw	id=g:5532471
Toyah New Cemetery	id=g:5532472
Toyah Old Cemetery	id=g:5532473
Toyahvale	id=g:5532474
Tradewind Airport	id=g:5532475
Tradewinds Assembly of God Church	id=g:5532476
Trail Canyon	id=g:5532477
Toyah Lake	id=g:5532478
Trail Canyon	id=g:5532479
Trans-Pecos Ranch	id=g:5532480
Transom Windmill	id=g:5532481
Trap Mountain	id=g:5532482
Trap Spring	id=g:5532483
Trap Tank	id=g:5532484
Trap Tank	id=g:5532485
Trap Well	id=g:5532486
Trap Well	id=g:5532487
Trap Windmill	id=g:5532488
Trap Windmill	id=g:5532489
Trap Windmill	id=g:5532490
Travis Baptist Church	id=g:5532491
Travis Baptist Church	id=g:5532492
Travis Elementary Magnet School	id=g:5532493
Travis Elementary School	id=g:5532494
Travis Elementary School	id=g:5532495
Travis Elementary School	id=g:5532496
Travis Elementary School	id=g:5532497
Travis Elementary School	id=g:5532498
Travis Elementary School	id=g:5532499
Travis Middle School	id=g:5532500
Travis School	id=g:5532501
Travis School	id=g:5532502
Travis School	id=g:5532503
Travis School	id=g:5532504
Travis School	id=g:5532505
Travis School	id=g:5532506
Travis White Park	id=g:5532507
Traweek House	id=g:5532508
Tree Windmill	id=g:5532509
Tree Windmill	id=g:5532510
Tree of Life Church	id=g:5532511
Cerro Tren	id=g:5532512
Trent	id=g:5532513
Trent Cemetery	id=g:5532514
Trent School	id=g:5532515
Tres Cuevas Mountain	id=g:5532516
Tres Papalotes	id=g:5532517
Tres Parlmas Tank	id=g:5532518
Trevino Outlet Shopping Center	id=g:5532519
Trew Gap	id=g:5532520
Tri State Fairground	id=g:5532521
Tri-State Fairgrounds Arena	id=g:5532522
Triangle Ranch	id=g:5532523
Triangle Ranch Airport	id=g:5532524
Triangle Ranch Airport	id=g:5532525
Triangle Windmill	id=g:5532526
Triangle Windmill	id=g:5532527
Triangulation Station Mountain	id=g:5532528
Trickey Gap	id=g:5532529
Trickey Gap Park	id=g:5532530
Trinity Baptist Church	id=g:5532531
Trinity Baptist Church	id=g:5532532
Trinity Baptist Church	id=g:5532533
Trinity Baptist Church	id=g:5532534
Trinity Baptist Church	id=g:5532535
Trinity Church	id=g:5532536
Trinity Church	id=g:5532537
Trinity Church	id=g:5532538
Trinity Church	id=g:5532539
Trinity Church	id=g:5532540
Trinity Church of the Nazarene	id=g:5532541
Trinity Early Childhood - Grape Creek	id=g:5532542
Trinity Early Childhood Center	id=g:5532543
Trinity Fellowship Church	id=g:5532544
Trinity Fellowship Church	id=g:5532545
Trinity Lutheran Church	id=g:5532546
Trinity Lutheran Church	id=g:5532547
Trinity Lutheran School	id=g:5532548
Trinity Memorial Park	id=g:5532549
Trinity Park	id=g:5532550
Trinity Presbyterian Church	id=g:5532551
Trinity School	id=g:5532552
Trinity Student Fellowship Church	id=g:5532553
Trinity United Methodist Church	id=g:5532554
Trinity United Methodist Church	id=g:5532555
Trinity United Methodist Church	id=g:5532556
Trinity United Methodist Church	id=g:5532557
Tripie Horn Well	id=g:5532558
Triple Butte	id=g:5532559
Triple Hill	id=g:5532560
Triple Tank	id=g:5532561
Triple Tanks	id=g:5532562
Triple Tanks	id=g:5532563
Triumph Baptist Church	id=g:5532564
Trosado Tank	id=g:5532565
Troublesome Canyon	id=g:5532566
The Trans-Pecos	id=g:5532567
Troublesome Creek	id=g:5532568
Troublesome Creek	id=g:5532569
Troublesome Creek	id=g:5532570
Trough Canyon	id=g:5532571
Trough Canyon	id=g:5532572
Trough Canyon Spring	id=g:5532573
Truax Lake	id=g:5532574
True Airport	id=g:5532575
Truitt Tank	id=g:5532576
Trujillo Camp	id=g:5532577
Trujillo Creek	id=g:5532578
Trough Spring	id=g:5532579
Trujillo Well	id=g:5532580
Trujillo Windmill	id=g:5532581
Trujillo Windmill	id=g:5532582
Trulock Ranch Field	id=g:5532583
Tsa Mo Ga Memorial Museum	id=g:5532584
Tub Springs	id=g:5532585
Tub Springs Draw	id=g:5532586
Trujillo Tank	id=g:5532587
Tubb Wells	id=g:5532588
Tubbs Corner	id=g:5532589
Tubbs Elementary School	id=g:5532590
Tubbs-Carlisle House	id=g:5532591
Tucker Draw	id=g:5532592
Tub Tank	id=g:5532593
Tucker Draw	id=g:5532594
Tucker Hill	id=g:5532595
Tucker Well	id=g:5532596
Tucker Windmill	id=g:5532597
Tuff Canyon	id=g:5532598
Tucker Oil Field	id=g:5532599
Tularosa Airport	id=g:5532600
Tule Creek	id=g:5532601
Tuff Canyon Trail	id=g:5532602
Tule Lake	id=g:5532603
Tule Lake Dam	id=g:5532604
Tule Mountain	id=g:5532605
Tule Pens	id=g:5532606
Tule Ranch	id=g:5532607
Tule Spring	id=g:5532608
Tule Windmill	id=g:5532609
Tulia	id=g:5532610
Tulia Feedlot Dam	id=g:5532611
Tulia Feedlot Reservoir	id=g:5532612
Tulia Highland Elementary School	id=g:5532613
Tulia Junior High School	id=g:5532614
Tulia Seventh Day Adventist Church	id=g:5532615
Tullos Ranch	id=g:5532616
Tuly Canyon	id=g:5532617
Tule Creek Lake	id=g:5532618
Tumbledown Mountain	id=g:5532619
Tumbleweed Park	id=g:5532620
Tunas Creek	id=g:5532621
Tuly Spring	id=g:5532622
Tunnel Windmill	id=g:5532623
Tunstill Oil Field	id=g:5532624
Ture Windmill	id=g:5532625
Turf Estates Number 1 Colonia	id=g:5532626
Turkey	id=g:5532627
Turkey Bluff	id=g:5532628
Turkey Bluff Canyon	id=g:5532629
Tunas Springs	id=g:5532630
Turkey Creek	id=g:5532631
Turkey Creek	id=g:5532632
Turkey Creek	id=g:5532633
Turkey Creek	id=g:5532634
Turkey Creek	id=g:5532635
Turkey Creek	id=g:5532636
Turkey Creek	id=g:5532637
Turkey Creek	id=g:5532638
Turkey Creek	id=g:5532639
Turkey Creek	id=g:5532640
Turkey Creek	id=g:5532641
Turkey Creek	id=g:5532642
Turkey Creek	id=g:5532643
Turkey Creek	id=g:5532644
Turkey Creek Plant	id=g:5532645
Turkey Draw	id=g:5532646
Turkey Creek Ranch	id=g:5532647
Turkey Roost Creek	id=g:5532648
Turkey Mountain	id=g:5532649
Turkey Roost Draw	id=g:5532650
Turkey Tank	id=g:5532651
Turkey Track Canyon	id=g:5532652
Turkey Track Ranch	id=g:5532653
Turkey Track Ranch Reservoir	id=g:5532654
Turkey Windmill	id=g:5532655
Turkey Windmill	id=g:5532656
Turnbaugh Corner	id=g:5532657
Turner May Dam	id=g:5532658
Turner May Lake	id=g:5532659
Turner Ranch	id=g:5532660
Turner Ranch Headquarters	id=g:5532661
Turner School	id=g:5532662
Turner Tank	id=g:5532663
Turner Well	id=g:5532664
Turner Windmill	id=g:5532665
Turney Draw	id=g:5532666
Turkey Track Ranch Dam	id=g:5532667
Turnpike Mountain	id=g:5532668
Turtle Creek	id=g:5532669
Turney Peak	id=g:5532670
Turtle Hole Creek	id=g:5532671
Turtle Hole Camp	id=g:5532672
Tweedy Ranch	id=g:5532673
Twelve Section Well	id=g:5532674
Twelvefoot Windmill	id=g:5532675
Twelvemile Camp	id=g:5532676
Twelvemile Creek	id=g:5532677
Turtle Tank	id=g:5532678
Twelvemile Waterhole	id=g:5532679
Twenty First Street Baptist Church	id=g:5532680
Twenty Foot Falls	id=g:5532681
Twenty Foot Windmill	id=g:5532682
Twenty Tank	id=g:5532683
Twenty Tank	id=g:5532684
Twenty Windmill	id=g:5532685
Twenty-Five Foot Windmill	id=g:5532686
Twentyfoot Windmill	id=g:5532687
Twentyfoot Windmill	id=g:5532688
Twentymile Waterhole	id=g:5532689
Twentymile Waterhole	id=g:5532690
Twentyone Tank	id=g:5532691
Twentythree Windmill	id=g:5532692
Twichell	id=g:5532693
Twiford Spring	id=g:5532694
Twin Bridges	id=g:5532695
Twin Buttes	id=g:5532696
Twin Buttes	id=g:5532697
Twin Buttes Dam	id=g:5532698
Twin Buttes Reservoir	id=g:5532699
Twin Canyons	id=g:5532700
Twelvemile Mesa	id=g:5532701
Twin Hills	id=g:5532702
Twin Lake	id=g:5532703
Twin Lakes	id=g:5532704
Twin Lakes	id=g:5532705
Twin Lakes	id=g:5532706
Twin Mill	id=g:5532707
Twin Mill Branch	id=g:5532708
Twin Grove	id=g:5532709
Twin Mountains	id=g:5532710
Twin Peaks	id=g:5532711
Twin Peaks	id=g:5532712
Twin Sisters	id=g:5532713
Twin Sisters Tanks	id=g:5532714
Twin Spring	id=g:5532715
Twin Tank Windmill	id=g:5532716
Twin Tanks	id=g:5532717
Twin Tanks	id=g:5532718
Twin Tanks	id=g:5532719
Twin Tanks	id=g:5532720
Twin Tanks	id=g:5532721
Twin Tanks	id=g:5532722
Twin Tubs Windmill	id=g:5532723
Twin Well	id=g:5532724
Twin Wells	id=g:5532725
Twin Wells	id=g:5532726
Twin Windmill	id=g:5532727
Twin Windmill	id=g:5532728
Twin Windmill	id=g:5532729
Twin Windmills	id=g:5532730
Twin Windmills	id=g:5532731
Twin Windmills	id=g:5532732
Twin Windmills	id=g:5532733
Twitty	id=g:5532734
Two B Ranch	id=g:5532735
Two Bush Knob	id=g:5532736
Two Draw Lake	id=g:5532737
Two Draw Lake Dam	id=g:5532738
Two Duck Tank	id=g:5532739
Two F Crossing	id=g:5532740
Two Freds Oil Field	id=g:5532741
Two G Windmill	id=g:5532742
Two Leggs Airport	id=g:5532743
Two Line Well	id=g:5532744
Two Mill Draw	id=g:5532745
Twin Mills	id=g:5532746
Two Section Canyon	id=g:5532747
Two Section Draw	id=g:5532748
Two Section Tank	id=g:5532749
Two Section Tank	id=g:5532750
Two Section Tank	id=g:5532751
Two Section Windmill	id=g:5532752
Two Section Windmill	id=g:5532753
Two Section Windmill	id=g:5532754
Two Section Windmill	id=g:5532755
Two Section Windmill	id=g:5532756
Two Section Windmill	id=g:5532757
Two Section Windmill	id=g:5532758
Two Section Windmill	id=g:5532759
Two Section Windmill	id=g:5532760
Two Section Windmill	id=g:5532761
Two Sections Windmill	id=g:5532762
Two Story Well	id=g:5532763
Two Top Mountain	id=g:5532764
Twomile Canyon	id=g:5532765
Two Section Tank	id=g:5532766
Twomile Creek	id=g:5532767
Twomile Draw	id=g:5532768
Twomile Draw	id=g:5532769
Twomile Draw	id=g:5532770
Twomile Tank	id=g:5532771
Twomile Tank	id=g:5532772
Twomile Windmill	id=g:5532773
Twomile Windmill	id=g:5532774
Twomile Windmill	id=g:5532775
Txnoname 1 Dam	id=g:5532776
Tyrone Park	id=g:5532777
U Bar Camp	id=g:5532778
U Lazy S Ranch	id=g:5532779
U Ranch	id=g:5532780
U X Ranch	id=g:5532781
US 83 Bridge	id=g:5532782
US Route 66-Sixth Street Historic District	id=g:5532783
USAEC Pantex Plant	id=g:5532784
Uco Park	id=g:5532785
Ulmer Park	id=g:5532786
Umbarger	id=g:5532787
Umbarger Dam	id=g:5532788
Uncle Frank Creek	id=g:5532789
Twomile Hill	id=g:5532790
Uncle Sammy Tank	id=g:5532791
Underwood	id=g:5532792
Underwood Elementary School	id=g:5532793
Underwood School	id=g:5532794
Unger Memorial Library	id=g:5532795
Union	id=g:5532796
Union	id=g:5532797
Union	id=g:5532798
Union Campus	id=g:5532799
Union Cemetery	id=g:5532800
Union Chapel Cemetery	id=g:5532801
Union Plaza	id=g:5532802
Union School	id=g:5532803
Union School	id=g:5532804
Union Station	id=g:5532805
United Methodist Church	id=g:5532806
United Methodist Church Pleasant Valley	id=g:5532807
United Methodist Church Saint Lukes	id=g:5532808
United Methodist Church Saint Marks	id=g:5532809
United Pentecostal Church	id=g:5532810
United Pentecostal Church	id=g:5532811
United Pentecostal Church	id=g:5532812
United Pentecostal Church	id=g:5532813
United Pentecostal Church	id=g:5532814
United Pentecostal Church	id=g:5532815
United Pentecostal Church	id=g:5532816
United Pentecostal Church	id=g:5532817
United Pentecostal Church Camp Ground	id=g:5532818
United Pentecostal Church Northside	id=g:5532819
United Pentecostal Church of Canyon	id=g:5532820
United Spirit Arena	id=g:5532821
United States Army Air Defense Artillery Museum	id=g:5532822
United States Post Office	id=g:5532823
Unity Baptist Church	id=g:5532824
Unity Missionary Baptist Church	id=g:5532825
University Church	id=g:5532826
University Draw	id=g:5532827
Uncle John Windmill	id=g:5532828
University Medical Center Heliport	id=g:5532829
University Park Baptist Church	id=g:5532830
University Presbyterian Church	id=g:5532831
University Soccer Field - University of Texas El Paso	id=g:5532832
University of Texas El Paso	id=g:5532833
University of Texas Permian Basin Falcon Softball Field	id=g:5532834
University of Texas Permian Basin Main Gymnasium	id=g:5532835
Upper Beef Pasture Windmill	id=g:5532836
Upper Blakey Windmill	id=g:5532837
Upper Bradford Windmill	id=g:5532838
Upper China Windmill	id=g:5532839
Upper Clint Lateral	id=g:5532840
Upper Coyanosa Draw	id=g:5532841
Upper Croton Windmill	id=g:5532842
Upper Davidson Windmill	id=g:5532843
University Medical Center	id=g:5532845
Upper Fencepost Tank	id=g:5532846
Upper Flattop Hill	id=g:5532847
Upper Fourmile Draw	id=g:5532848
Upper Drain	id=g:5532849
Upper Gillis Windmill	id=g:5532850
Upper Goat Tank	id=g:5532851
Upper Goose Lake	id=g:5532852
Upper Hackberry Windmill	id=g:5532853
Upper Hidden Spring	id=g:5532854
Upper Jones Windmill	id=g:5532855
Upper Juniper Spring	id=g:5532856
Upper Long Canyon Windmill	id=g:5532857
Upper Madera Windmill	id=g:5532858
