Wādī al Hayj	id=g:74930
Bayt aḑ Ḑubaybī	id=g:400992
Qaryat ‘Umar al Ḩājj	id=g:400993
Maḩall al ‘Alūl	id=g:400994
Al Kharbah	id=g:400995
Madhraḩ	id=g:400996
Jabābah	id=g:400997
Banī Jaḩdab	id=g:400998
Maḩall al Qal‘ah	id=g:400999
Al Jum‘ah	id=g:401000
Ash Shumah	id=g:401001
Ribāţ Bal ‘Askarī	id=g:401002
Sūq al Aḩad	id=g:401003
Al Buq‘ah	id=g:401004
Jabal Banī Nafī‘	id=g:401005
Maḩāfilah	id=g:401006
Madūrah	id=g:401007
Jabal ad Dawmar	id=g:401008
Al Jaḩf	id=g:401009
Al Majārīn	id=g:401010
Al Jaww	id=g:401011
Jabal Namad	id=g:401012
Aş Şalabah	id=g:401013
Al Jirbah	id=g:401014
Al Hajāmīyah	id=g:401015
Ḩaraqah	id=g:401016
Maḩall Saḩamah	id=g:401017
Al Miqţar	id=g:401018
Al Ḩadīyah	id=g:401019
Banī Mukhtār	id=g:401020
Jabal Ḩuzar	id=g:401021
Jabal Barad	id=g:401022
Kusmah	id=g:401023
Al Waşf	id=g:401024
Mushrifah	id=g:401025
Al ‘Asaqah	id=g:401026
Al Mandam	id=g:401027
Şanīf Mahdī	id=g:401028
As Sarīd	id=g:401029
‘Alūjah	id=g:401030
Maḩall Khābiyah	id=g:401031
Maḩall Sufākah	id=g:401032
Jabal Banī Ḩamad	id=g:401033
Jabal Banī Khaţţāb	id=g:401034
Sūq ar Ribāţ	id=g:401035
Al Quş‘ah	id=g:401036
Kubbat ash Shāwish	id=g:401037
Al Midman	id=g:401039
Maḩall Kuḩayl	id=g:401041
Maḩall Ghurāfāt	id=g:401042
Al Jabīn	id=g:401043
Maḩlah	id=g:401044
Al Mahāmil	id=g:401045
Qaryat al Ḩaydam	id=g:401046
Maghrabat an Naḩz	id=g:401047
Maslal	id=g:401049
Naqīl Maslal	id=g:401050
Banī al Ḩaddād	id=g:401052
Naqīl Ḩajīyah	id=g:401053
Naqīl Bal Jarādī	id=g:401055
Wādī Qalīş	id=g:401057
Wādī al Mihyām	id=g:401059
Wādī Nishānah	id=g:401087
Wādī ‘Uruq	id=g:401088
Wādī Nawmah	id=g:401089
Nawmah	id=g:401090
Wādī ar Ribāţ	id=g:401091
Wādī ‘Alūjah	id=g:401092
Wādī Şalūl	id=g:401093
Wādī as Sayyid	id=g:401094
Wādī Rima‘	id=g:401095
Wādī Maḑhad	id=g:401097
Wādī ar Raḩb	id=g:401098
Wādī Zāḩah	id=g:401099
Wādī Sayḩān	id=g:401102
Wādī Wahbī	id=g:401106
Wādī al Amīr	id=g:401108
Saybān	id=g:401109
Wādī ‘Ābah	id=g:401112
Wādī Mawqir	id=g:401114
Dayr al Mudawwar	id=g:401564
Buyūt al Mahādilah	id=g:401565
Al Ḩawqar	id=g:401566
Al Mibrāyah	id=g:401567
Al Ḩumarah	id=g:401568
Dayr as Suhayl	id=g:401569
Ath Thābitīyah	id=g:401570
Al Mukaybah	id=g:401571
Dayr ad Damḩ	id=g:401572
Buyūt Umm Amānīyah	id=g:401573
Al Qawādirah	id=g:401574
Dayr aş Şūfah	id=g:401575
Dayr ash Shurā‘ī	id=g:401576
Maḩall ‘Alī Sharīf	id=g:401577
Dayr al Mashākhirah	id=g:401579
Dayr ad Dubaysh	id=g:401580
Maḩall aţ Ţawāhirah	id=g:401581
Dayr al Bawbal	id=g:401582
Al Ḩarīqah	id=g:401583
Maḩall al Jayshī	id=g:401584
Al Aşnaj	id=g:401585
Al Jabarīyah	id=g:401586
Al Khaşībīyah	id=g:401587
As Saylīyah	id=g:401588
Ad Dīkīyah	id=g:401589
Al ‘Uraysīyah	id=g:401590
Dayr al Majdhūb	id=g:401591
Ash Sharqīyah	id=g:401592
Al Maḩdabīyah	id=g:401593
Dayr al Ḩudāl	id=g:401594
Al Mahad al A‘lá	id=g:401612
Al Mahad al Awsaţ	id=g:401613
Maḩall al Maghlif	id=g:401614
Buyūt al Karrādīyah	id=g:401615
Al ‘Uraymah	id=g:401619
Al Quz‘ah	id=g:401620
Ash Sharāqī	id=g:401621
Al Maḩall ash Sha‘āwīyah	id=g:401622
Dayr Ḩasan	id=g:401623
Jabal al Fuwāhah	id=g:401624
Al Qunbur	id=g:401625
Ash Shi‘bah	id=g:401626
Jabal Qunbur	id=g:401627
Jabal al Maqāşī’	id=g:401628
Dayr Dāwid	id=g:401629
Maḩall ‘Umar ‘Abd Allāh	id=g:401630
Maḩall Muḩammad ‘Alī Usīyah	id=g:401631
Maḩall al Jubbā‘īyah	id=g:401632
Maḩall Abū Bukur	id=g:401633
Jabal aḑ Ḑāmir	id=g:401634
Shaţţ Ḩātim	id=g:401635
Jabal Bālah	id=g:401636
Wādī ‘Urj	id=g:401637
Jabal al Jāhilī	id=g:401638
Wādī al Mu‘āyin	id=g:401639
Sā’ilat Baḩrah	id=g:401640
Wādī Sharīm	id=g:401641
Al ‘Urr	id=g:401642
Maḩall Banī Mahdī	id=g:401643
Maḩall Burjush	id=g:401644
Shi‘b al Bār	id=g:401645
Al Mūrah	id=g:401646
Maḩall ‘Alī Shayfī	id=g:401647
As Sāqiyah	id=g:401648
Maḩall al Jalāl	id=g:401649
‘Antarah	id=g:401650
Banī Bāqī	id=g:401651
Al Lakamah	id=g:401652
Riqāb	id=g:401653
Qaryat Jaylān	id=g:401654
Al Barīt	id=g:401655
Al ‘Aqabah	id=g:401656
Jabal Wāqir	id=g:401657
Dayr al Buḩayrī	id=g:401658
Al Mislāl	id=g:401659
Dimnat aţ Ţamaş	id=g:401660
As Sawlah	id=g:401661
As Sawal	id=g:401662
Dimnat Nāşir	id=g:401663
Aţ Ţāyah	id=g:401664
Wādī Ḩuḑayn	id=g:401665
Wādī al Aswad	id=g:401666
Maḩall al Kitābīyah	id=g:401667
Dayr at Tubayn	id=g:401668
Jabal al Muhūr	id=g:401669
Al Ma‘shūr	id=g:401670
Al ‘Ullīyah	id=g:401671
As Sukhnah	id=g:401672
Jabal al ‘Arūs	id=g:401673
Wādī al Mijanshar	id=g:401674
Kabbat ‘Alī ‘Aţīyah	id=g:401676
Wādī Kulābah	id=g:401677
As Sarīd	id=g:401678
Şanif Qin‘ah	id=g:401679
Ad Dāmigh	id=g:401680
Qaryat al ‘Urājah	id=g:401681
Muraqqidah	id=g:401682
Al Miqşāb	id=g:401683
Şanif ‘Aţīyah	id=g:401684
Wādī Māliḩ	id=g:401685
Dayr al Maqbūl	id=g:401687
Dayr ‘Alī Ţāhir	id=g:401688
Qaryat al Battarah	id=g:401689
Dayr Dāwid	id=g:401690
Dayr al Qammād	id=g:401691
Qaryat ‘Awwājah	id=g:401692
Dayr Ḩasan	id=g:401693
Al Ḩabīl	id=g:401694
Al Khajjāf	id=g:401695
Dayr al Ḩabīlī	id=g:401696
Thuwayb	id=g:401697
Jabal ash Sha‘wah	id=g:401699
Maḩall ash Sha‘wah	id=g:401700
Şanif ‘Abdah Yaḩyá Qushaymah	id=g:401702
Jabal Umm Bār	id=g:401703
Al Maḩall at Tayn	id=g:401704
Al Milḩānī	id=g:401705
Dayr as Sūfā’	id=g:401719
Al Mazaf	id=g:401720
Buyūt al Kawākirah	id=g:401721
Qaryat as Sa‘ādīyah	id=g:401722
Al Ḩajājīyah	id=g:401723
At Turbah	id=g:401724
Al Mūsīyah	id=g:401725
Kidf al Majāhişah	id=g:401726
Ḩillat al ‘Amārah	id=g:401727
Bayt al Faqīr	id=g:401728
Al Majāhişah	id=g:401729
Al Maşabah	id=g:401730
Al Kudayrah	id=g:401731
Bayt al Farīd	id=g:401732
Ash Sharīfīyah	id=g:401733
Al Kadīd	id=g:401734
Al Marāmīd	id=g:401735
Şanīf ‘Abd Allāh ‘Umar	id=g:401736
Şanīf ad Dawākah	id=g:401737
Buyūt al ‘Ijālīyah	id=g:401738
Buyūt ad Darāḩimah	id=g:401739
Al Qā’im	id=g:401740
Al Minjārah	id=g:401741
Qaryat aţ Ţabbālīyah	id=g:401742
Buyūt an Nahārīyīn	id=g:401743
Ad Damāḩ	id=g:401744
Ḩanab	id=g:401745
Kidf Khuḑayr	id=g:401746
Al Quz‘ah	id=g:401747
Şanīf al ‘Amārah	id=g:401748
Kidf as Sala’	id=g:401749
Dayr ar Rayb	id=g:401750
An Naqībīyah	id=g:401751
Umm Umayrīyah	id=g:401752
Al Kirnah	id=g:401760
Ḩasy al Maqbūlī	id=g:401761
Buyūt Umm Rabā‘īyah	id=g:401762
Buyūt al ‘Ijālīyah	id=g:401763
Dayr Umm Dubaysh	id=g:401764
Al Qufl	id=g:401766
Aţ Ţawr	id=g:401767
Al Qāḑiyah	id=g:401768
Al Fuqayhīyah	id=g:401769
Al Mahad	id=g:401770
Ad Dimnah	id=g:401771
Al Jabīl	id=g:401772
Wādī az Zallānī	id=g:401773
Al Mulayţah	id=g:401774
Dayr Umm Şa‘d	id=g:401775
Al Marāwigh	id=g:401776
Ḩājir	id=g:401777
Al Judūr	id=g:401778
Jabal ‘Adnān	id=g:401779
Al Jurmūdīyah	id=g:401780
Kūz	id=g:401781
Al Wuqay‘	id=g:401782
Kabbat Yaḩyá Hibah	id=g:401783
Al Ḩakāmīyah	id=g:401784
Buyūt al Ma‘ārīf	id=g:401785
Ad Dumaynah	id=g:401786
Al Jurbishīyah	id=g:401787
Wādī al ‘Asalah	id=g:401788
Al Majrab	id=g:401789
Al ‘Ayrīyah	id=g:401790
Ash Shaţţ	id=g:401791
Al Jurūb	id=g:401792
Quz‘at al Masātīr	id=g:401793
Al Jirb	id=g:401794
Jabal al Qāhirah	id=g:401795
Al Kidf	id=g:401796
Al Maţāḩin	id=g:401797
Aş Şanīf	id=g:401798
Al Lijām	id=g:401799
‘Uruf	id=g:401800
Wādī Rizām	id=g:401802
Al Ḩanashīyah	id=g:401803
Kabbat al Malāyiḩah	id=g:401804
Al Janba‘īyah	id=g:401805
Ar Ramād	id=g:401837
Al ‘Āriḑ	id=g:401838
Wādī Ibrāhīm	id=g:401839
Khadd al Kalb	id=g:401840
Al Qūza‘	id=g:401841
Wādī al Khāyi‘	id=g:401842
Jabal al Maḩall	id=g:401843
Al ‘Īsīyah	id=g:401844
Dayr az Zulayl	id=g:401845
Ţimţām	id=g:401846
Dayr aş Şamīl	id=g:401847
Dayr Sīb ‘Alī	id=g:401848
Al Kathīr	id=g:401849
Al Ghuzzīyah	id=g:401850
Dayr al Muhdah	id=g:401851
Al Kalaḩah	id=g:401852
Dimnat al Haddārah	id=g:401853
Buyūt al Maḩādibah	id=g:401854
Buyūt al Başābiş	id=g:401855
Ḩumāsīyah	id=g:401856
Buyūt al Kudayshah	id=g:401857
Al Haddārīyah	id=g:401858
Aḑ Ḑabaratayn	id=g:401859
Bayt az Zawraqi	id=g:401860
Ḩāsī Muḩammad	id=g:401861
Aḑ Ḑabaratayn al Maḩāşim	id=g:401862
Al Manz̧ar	id=g:401863
Al Wisāyah	id=g:401864
Buyūt ad Dalāshā’	id=g:401865
Aḑ Ḑabarah	id=g:401866
As Sawlah	id=g:401867
Buyūt al Hawāshim	id=g:401868
Buyūt an Nahārīyīn	id=g:401869
Al Maqlūbah	id=g:401870
Al Qawqar	id=g:401871
Al ‘Abbāsī	id=g:401872
Wādī al Ḩaţabīyah	id=g:401873
Buyūt ash Sha‘ārá	id=g:401874
Al Qawmah	id=g:401875
Dayr al Wayţ	id=g:401876
Sha‘rá	id=g:401877
Wādī Naba’	id=g:401878
Al Musharraq	id=g:401879
Buyūt az Za‘ābir	id=g:401880
Al Kaybanīyah	id=g:401881
Al Maybilīyah	id=g:401882
Wādī Bulaybilah	id=g:401883
Al Uthmānīyah	id=g:401884
Al Quşārīyah	id=g:401885
Dayr Kanānah	id=g:401886
Dayr Sajj	id=g:401887
Ḩusaynīyah	id=g:401888
Quz‘at Umm Salāminah	id=g:401889
Dayr al Hudaysh	id=g:401890
Dayr Kuddaf	id=g:401891
Al Midman	id=g:401892
Al Ḩajjāmah	id=g:401893
Dayr al Bukārīyīn	id=g:401894
Dayr al Maqbūlī	id=g:401895
Dayr al Mu‘allim	id=g:401896
Buyūt al Khaḑārīyah	id=g:401897
Qaryat al Kawāzīyah	id=g:401898
Ar Raḑīyah	id=g:401899
Al Qāḑiyah	id=g:401900
Al Ghāwī	id=g:401901
Al Jarūb	id=g:401902
Shaţţ al Maghāwīyīn	id=g:401903
Wādī ar Ribāţ	id=g:401904
‘Ifā‘ah	id=g:401905
Maḩallat al Manāşirah	id=g:401906
Al Maḩjūr	id=g:401907
Aḑ Ḑubāratayn	id=g:401908
Al ‘Uwayşā’	id=g:401909
Aş Şunayyif	id=g:401910
As Sawlah	id=g:401911
Al ‘Uqārīyah	id=g:401912
Al Madāfin	id=g:401913
Bayt al Manāmah	id=g:401914
Al Ḩarīq	id=g:401915
Ḩumayş	id=g:401916
Şanīf al ‘Uqārīyīn	id=g:401917
Wādī Kuḩayl	id=g:401918
Al Ḩabīl	id=g:401919
Dayr al Hindī	id=g:401920
Al Jirb	id=g:401921
Al Ḩusayyah as Suflá	id=g:401922
Al Ḩusayyah al ‘Ulyā	id=g:401923
Ash Shi‘āb	id=g:401924
Şanīf al Manāşirah	id=g:401925
As Sāqiyah	id=g:401926
Bulaybilah	id=g:401927
Jabal al ‘Āshiqī	id=g:401928
Jabal al Khirb	id=g:401929
Jabal Rubbiḩ	id=g:401930
Jabal al Wuqay‘	id=g:401931
Bilād al Wa‘ārīyah	id=g:401932
Al Maḩwá	id=g:401933
Al Kubab	id=g:401934
Wādī Kīdīyah	id=g:401935
Al Mukayminīyah	id=g:401999
Buyūt al Būţah	id=g:402000
Al Barīt	id=g:402001
Wādī Rummān	id=g:402002
Shujayrah	id=g:402003
Dayr Khamsīn	id=g:402004
Dayr ad Dallah	id=g:402005
Al Ḩā’iţ	id=g:402006
Shajan	id=g:402007
Al Quz‘ah	id=g:402008
Al Manqam al Asfal	id=g:402009
Al Manqam al A‘lá	id=g:402010
Sawlah	id=g:402011
Al Qarn	id=g:402012
Al Kurd	id=g:402013
Al Lāwiyah	id=g:402014
Al ‘Umarīyah Banī Mūsá	id=g:402015
Rughmayn	id=g:402016
Aţ Ţā’if	id=g:402017
Ad Daḩfīyah	id=g:402018
Buyūt al Mawāhib	id=g:402019
Al Halajah	id=g:402020
Wādī Sāri‘	id=g:402024
Wādī Qudayd	id=g:402025
Ar Rayādī	id=g:402029
Bayt Sarūm	id=g:402030
Al Awsāţ	id=g:402031
Aḑ Ḑubrah	id=g:402032
Al Aḩzam	id=g:402033
Al Fuşlah	id=g:402034
Marābiḑ	id=g:402035
Al Maḩājir	id=g:402036
Wādī ar Rummānī	id=g:402037
Qaryat al Wādi‘ī	id=g:402038
Ma‘yan	id=g:402039
Qaryat al Madbaghah	id=g:402040
Bayt Qiţrān	id=g:402041
Bayt Sulaymān	id=g:402042
Bayt al Bishārī	id=g:402043
Bayt an Nawwār	id=g:402044
Bayt an Najjār	id=g:402045
Bayt Sanad	id=g:402046
Bayt Muray‘	id=g:402047
Masjid al ‘Urr	id=g:402048
Al Qana‘ah	id=g:402049
Bayt Iskandar	id=g:402050
Al Muzayyan	id=g:402051
Jabal Ahnam	id=g:402052
Ash Sharaf	id=g:402053
At Ta‘birah	id=g:402054
Az̧ Z̧ahrah	id=g:402055
Al Kawāhil	id=g:402056
Al Mūbid	id=g:402057
Ma‘nīt	id=g:402059
Az̧ Z̧ubr	id=g:402060
Bayt al Khayyāţī	id=g:402061
Nu‘mān	id=g:402063
Al Mu‘āyinah	id=g:402064
Al Qurūn	id=g:402066
Bayt Turkī	id=g:402067
Sabal	id=g:402068
Banī aţ Ţayyār	id=g:402070
Bayt al Ward	id=g:402071
Al Fayḩah	id=g:402073
Ar Rujum	id=g:402074
Al ‘Utākah	id=g:402075
Hijrat Dawā‘ir	id=g:402076
Al Hijrah	id=g:402078
‘Anbar	id=g:402079
As Sanafah	id=g:402080
Bayt Ghazwān	id=g:402082
Wādī ‘Ashāş	id=g:402085
Aţ Ţarā’if	id=g:402086
Sīd	id=g:402088
Jabal at Turbah	id=g:402089
Wādī Makhdarah	id=g:402090
Jabal al Jamā’im	id=g:402091
Jabal as Siyāḩ	id=g:402093
Maḩall az̧ Z̧uhār	id=g:402095
Ash Shibāb	id=g:402096
Wādī al ‘Ayn	id=g:402097
Wādī Jizah	id=g:402099
Bayt Manjash	id=g:402100
Bayt Sarrar	id=g:402101
Bayt Mukhtār	id=g:402102
Al Qaw‘ī	id=g:402104
Jabal al Qaw‘ī	id=g:402105
Suqāmah	id=g:402106
Wādī Ashwāl	id=g:402107
Wādī Maḩlah	id=g:402141
Yarīm	id=g:402142
Wādī Masḩar	id=g:402143
Al Ḩijār	id=g:402144
Jidā‘ah	id=g:402145
Bayt ar Razzāq	id=g:402146
Jabal Dhawḩamī	id=g:402147
Jabal Ghumayş	id=g:402148
Jabal Laḩram	id=g:402149
Wādī al Ishrāf	id=g:402150
Bayt al Qarm	id=g:402151
Al Khurshubah	id=g:402153
Wādī al Ḩamīdī	id=g:402154
Al Qal‘ah	id=g:402155
Jabal as Sawdā’	id=g:402157
Wādī ar Raqabah	id=g:402158
Al Khurāshibah	id=g:402159
As Sahlah	id=g:402160
Wādī al ‘Aql	id=g:402163
Wādī az Zīlah	id=g:402168
Al Lakamah	id=g:402169
Jabal al Ḩişn	id=g:402170
Wādī Qafal Sāri‘	id=g:402171
Al Masīl	id=g:402173
Wādī Jum‘at Sāri‘	id=g:402174
Wādī ar Rawḩah	id=g:402176
Al Qadam	id=g:402180
Az̧ Z̧ahrah	id=g:402181
Jabal Radmān	id=g:402183
Jabal adh Dhanūb	id=g:402184
Al Hijrah	id=g:402240
‘Asam	id=g:402241
Al Madārah	id=g:402242
Būsān	id=g:402243
Al Malḩā’	id=g:402245
Al ‘Amārīyah	id=g:402247
Al ‘Awāsijah	id=g:402248
Yakār	id=g:402249
Al Kharbah	id=g:402252
Ar Ribū‘	id=g:402254
Bayiḑ	id=g:402256
Al Ḩarūrah	id=g:402257
‘Idhayqah	id=g:402258
Al Kumaym	id=g:402259
Jabal ‘Inhām	id=g:402261
Khidār	id=g:402262
Rakhamah	id=g:402264
As Sanam	id=g:402265
Aslā‘	id=g:402266
Wādī al Jār	id=g:402267
Qaryat al Ghuwārah	id=g:402268
Al Maḩqarī	id=g:402269
Wādī al Bi’r	id=g:402270
‘Adār	id=g:402271
Ḑulaym	id=g:402272
Nuwayd	id=g:402273
Aḩlāl	id=g:402274
Wādī ‘Iyarayn	id=g:402275
Wādī Maḩqabah	id=g:402276
Al Jiyā’	id=g:402277
‘Ā’ithayn	id=g:402278
Shamḩaz	id=g:402279
Ghawl aş Şarrāq	id=g:402280
Banī Sirḩān	id=g:402281
Banī Falāḩ	id=g:402282
Jabal Humdah	id=g:402347
Wādī Marāḩid	id=g:402348
Maḩall Yaḩyá ‘Umar	id=g:402349
Banī Shubāţī	id=g:402352
Al Ḩabl	id=g:402354
Jabal Jurayb	id=g:402355
Wādī Ḩār	id=g:402356
‘Arjaz	id=g:402358
Al Maghārib	id=g:402426
Wādī ‘Āmir	id=g:402427
Wādī al Maţḩalī	id=g:402428
Ghurābah	id=g:402429
Qarn Hāshim	id=g:402430
Al Marzamah	id=g:402431
Al Ya‘ābir	id=g:402432
Wādī ar Raḩbah	id=g:402433
Waşl	id=g:402434
Ash Sharaf	id=g:402435
Al Jirwaḩ	id=g:402436
Za‘lā’	id=g:402437
Bayt Shimrān	id=g:402438
Bayt al Qāmūs	id=g:402439
Al Ḩaţab	id=g:402440
Jabal Banī ‘Arāf	id=g:402441
Madwal	id=g:402442
Sanaf	id=g:402443
Wādī ar Ruqa‘	id=g:402444
Wādī Dār	id=g:402445
Jabal Banī Ḩajjāj	id=g:402446
Mawsanah	id=g:402447
Jabal Tindhār	id=g:402448
Bayt al Mud‘ī	id=g:402449
Wādī Banī al Qulayd	id=g:402450
Wādī Qafalān	id=g:402451
Al Qadam	id=g:402452
Jabal ‘Urās	id=g:402453
Jabal ‘Urās	id=g:402454
Jabal Banī Shaybah	id=g:402455
Wādī ‘Āşim	id=g:402456
Wādī Aryad	id=g:402457
Jabal Banī Khaţţāb	id=g:402458
Wādī al Ghamrah	id=g:402459
Jabal al Mu‘arram	id=g:402460
Al Waqf	id=g:402461
Wādī Shallāl	id=g:402462
Jabal Juzzān	id=g:402463
Jabal Banī ‘Alī	id=g:402464
Jabal aḑ Ḑarbah	id=g:402465
Jabal al `Awī	id=g:402466
Bayt al Mushriqī	id=g:402467
Wādī Khurayqil	id=g:402468
Jabal ad Dār	id=g:402469
Khamīs Banī Sa‘d	id=g:402470
Jabal Nakhlān	id=g:402471
Jabal Mulaḩ	id=g:402472
Wādī Mulaḩ	id=g:402473
Jabal ‘Asal	id=g:402474
Jabal Qarn al Ghālib	id=g:402475
Ar Rishāḩ ‘Utmah	id=g:402476
Wādī Qubah	id=g:402477
Jabal Ḩirmah	id=g:402478
Dayr Yūnus	id=g:402479
Jabal Kudāfah	id=g:402480
Jabal Z̧afār	id=g:402481
Jabal an Nāşirah	id=g:402482
Jabal Munkhulān	id=g:402483
Jabal Shamsān	id=g:402484
Jabal aş Şāni‘	id=g:402485
Al Muḩaysim	id=g:402486
Ja‘lal	id=g:402487
Al Kharābah	id=g:402488
Maḩall Zaghfah	id=g:402489
Aş Şarḩ	id=g:402490
Qā‘ al Ma ‘āzīb	id=g:402491
Maḩall ‘Alī Qāsim	id=g:402492
Bayt Ḩābis	id=g:402493
Al Furaydilīyah	id=g:402494
Az Zahwanīyah	id=g:402495
