Verkhneye	id=g:475436
Trestyanka	id=g:481762
Trestyanka	id=g:481763
Trestna	id=g:481764
Trestino	id=g:481765
Tresorukovo	id=g:481766
Tresno	id=g:481767
Tresna	id=g:481768
Tresna	id=g:481769
Tresno	id=g:481770
Treskovo	id=g:481771
Treskovitsy	id=g:481772
Treskino	id=g:481773
Treskino	id=g:481774
Treskino	id=g:481775
Treskino	id=g:481776
Treskino	id=g:481777
Ostrov Treskina	id=g:481778
Bol’shaya Treshchëvka	id=g:481779
Treshchëvo	id=g:481780
Treshchëvka	id=g:481781
Treshchëvka	id=g:481782
Treshchatkino	id=g:481783
Stantsiya Trepol’ye	id=g:481784
Trepol’skiy	id=g:481785
Tren’kovo	id=g:481786
Tren’kino	id=g:481787
Tren’ki	id=g:481788
Tren’kasy	id=g:481789
Trenitovo	id=g:481790
Trenino	id=g:481791
Trenina	id=g:481792
Trenichi	id=g:481793
Ozero Trëmovskoye	id=g:481794
Trëmovo	id=g:481795
Tremasovo	id=g:481796
Trekovka	id=g:481797
Trëkhsvyatskoye	id=g:481798
Trëkhsvyatskoye	id=g:481799
Starotrëkhsvyatskoye	id=g:481800
Trëkhsvyatskoye	id=g:481801
Trëkhstenki	id=g:481802
Trëkhsel’skoye	id=g:481803
Trëkhrech’ye	id=g:481804
Trëkh-Ozëry	id=g:481805
Sovkhoz Trëkhozërskiy	id=g:481806
Trëkhovitsy	id=g:481807
Proliv Trëkhostrovskaya	id=g:481808
Trëkhostrovskaya	id=g:481809
Trëkhonetovo	id=g:481810
Trëkhlozhinskiy	id=g:481811
Trëkh Izb Shemursha	id=g:481812
Trëkhizbenskiy Uchastok Astrakhanskogo Zapovednika	id=g:481813
Trëkhizbenka	id=g:481814
Trëkhizbenka	id=g:481815
Trëkhi	id=g:481816
Trëkhgornyy	id=g:481817
Trëkhgorka	id=g:481818
Trëkh-Georgiyevskiy	id=g:481819
Trëkhdenevo	id=g:481820
Trëkhbuyerachnyy	id=g:481821
Trëkhbrat	id=g:481822
Trëkhboltayevo	id=g:481823
Trëkhalëvo	id=g:481824
Treka	id=g:481825
Trëka	id=g:481826
Tregubovskiye Dvoriki	id=g:481827
Tregubovo	id=g:481828
Tregubovo	id=g:481829
Tregubovo	id=g:481830
Tregubovo	id=g:481831
Tregubovo	id=g:481832
Tregubovka	id=g:481833
Stantsiya Trefilovka	id=g:481834
Trefilovka	id=g:481835
Tredub’ye	id=g:481836
Trebushinka	id=g:481837
Trebunki	id=g:481838
Trebukhino	id=g:481839
Trebovo	id=g:481840
Trebiyatskiy	id=g:481841
Trebeski	id=g:481842
Trebekha	id=g:481843
Tray	id=g:481844
Ozero Travyanoye	id=g:481845
Ozero Travyanoye	id=g:481846
Ozero Travyanoye	id=g:481847
Travyanka	id=g:481848
Travyanka	id=g:481849
Sopka Travyanaya	id=g:481850
Travyanaya	id=g:481851
Travyanaya	id=g:481852
Ozero Travnoye	id=g:481853
Ozero Travnoye	id=g:481854
Travniki	id=g:481855
Stantsiya Travkovo	id=g:481856
Travkovo	id=g:481857
Travinskiy	id=g:481858
Travino	id=g:481859
Travinka	id=g:481860
Travinino	id=g:481861
Traven’	id=g:481862
Travalëv	id=g:481863
Tras’ya	id=g:481864
Trasna	id=g:481865
Traslivaya	id=g:481866
Trashkovichi	id=g:481867
Trashcheyevo	id=g:481868
Trapitsyny	id=g:481869
Trapezniki	id=g:481870
Trapezna	id=g:481871
Stantsiya Transportnyy	id=g:481872
Transportnyy	id=g:481873
Transportnyy	id=g:481874
Tramshak	id=g:481875
Tramshak	id=g:481876
Tlyarobazutl’	id=g:481877
Obgonnyy Punkt Traktovyy Arzamasskiy	id=g:481878
Traktovyy	id=g:481879
Traktovyy	id=g:481880
Traktorozavodskiy Rayon	id=g:481881
Traktorostroy	id=g:481882
Traktornyy	id=g:481883
Traktornyy	id=g:481884
Traktornoye	id=g:481885
Stantsiya Traktornaya-Tovarnaya	id=g:481886
Traktorist Vtoroye Otdeleniye	id=g:481887
Traktorist Pervoye Otdeleniye	id=g:481888
Znamenskiy	id=g:481889
Traktorist	id=g:481890
Kolkhoz Traktor	id=g:481891
Kolkhoz Traktor	id=g:481892
Kolkhoz Traktor	id=g:481893
Traktor	id=g:481894
Traktirskiy	id=g:481895
Trakt	id=g:481896
Raz”yezd Traki	id=g:481897
Trakhnovo	id=g:481898
Trakhaniotovo	id=g:481899
Tpig	id=g:481900
Tozyrevo	id=g:481901
Tozhmozhary	id=g:481902
Tozerovo	id=g:481903
Toyvola	id=g:481904
Toyvatovo	id=g:481905
Toyvatovka	id=g:481906
Toyzi Vtoryye	id=g:481907
Toysi Pervyye	id=g:481908
Toysi-Parazusi	id=g:481909
Toysi	id=g:481910
Toysi	id=g:481911
Toyshevo	id=g:481912
Ostrov Toysan-Sari	id=g:481913
Maloye Toynokur’ye	id=g:481914
Toymushka	id=g:481915
Tatarskiy Toymobash	id=g:481916
Toymina	id=g:481917
Toyma	id=g:481918
Toyma	id=g:481919
Toyma	id=g:481920
Toyma	id=g:481921
Toyllevi	id=g:481922
Toykino	id=g:481923
Toykino	id=g:481924
Toyguzino	id=g:481925
Toyguzino	id=g:481926
Toygil’dino	id=g:481927
Toygil’dino	id=g:481928
Toyekhta	id=g:481929
Toy-Doy	id=g:481930
Toyda	id=g:481931
Tov”yu	id=g:481932
Tovskoye Ozero	id=g:481933
Guba Tov-Pokha	id=g:481934
Tovolzhan	id=g:481935
Tovaro-Nikol’skoye	id=g:481936
Tovarnyy	id=g:481937
Tovarkovskiy	id=g:481938
Stantsiya Tovarkovo	id=g:481939
Tovarkovo	id=g:481940
Tovarkovo	id=g:481941
Tovarkovo	id=g:481942
Tovarkovo	id=g:481943
Tovarishchevo	id=g:481944
Tovarishcheskiy	id=g:481945
Tovaldyr’	id=g:481946
Tova	id=g:481947
Tova	id=g:481948
Tova	id=g:481949
Tova	id=g:481950
Tounan	id=g:481951
Ozero Toukhturinyarvi	id=g:481952
Razvaliny Totur	id=g:481953
Ozero Totskoye	id=g:481954
Totskoye	id=g:481955
Totskiy Rayon	id=g:481956
Sovkhoz Totskiy	id=g:481957
Stantsiya Totskaya	id=g:481958
Totosh	id=g:481959
Tot’ma	id=g:481960
Totlebenskiy	id=g:481961
Totemskiy Rayon	id=g:481962
Tota	id=g:481963
Tosno	id=g:481964
Tosnenskiy Rayon	id=g:481965
Tosna	id=g:481966
Toskobshchina	id=g:481967
Toskineyevo	id=g:481968
Toskayevo	id=g:481969
Toskayevo	id=g:481970
Tosiki	id=g:481971
Toshviska	id=g:481972
Toshtoyal	id=g:481973
Toshnya	id=g:481974
Toshnur	id=g:481975
Toshner	id=g:481976
Toshma	id=g:481977
Toshkurovo	id=g:481978
Toshkurka	id=g:481979
Toshib	id=g:481980
Toshib	id=g:481981
Raz”yezd Toshchikha	id=g:481982
Toshchaya	id=g:481983
Torzhokskiy Rayon	id=g:481984
Torzhok	id=g:481985
Torzhok	id=g:481986
Torzhkovskaya Gryada	id=g:481987
Torzhestovka	id=g:481988
Torzhema	id=g:481989
Torzat’	id=g:481990
Toryanoye	id=g:481991
Gory	id=g:481992
Torvashi	id=g:481993
Tarusino	id=g:481994
Ostrov Torupa	id=g:481995
Torubezh’ye	id=g:481996
Tortym	id=g:481997
Ostrov Tortsovyy	id=g:481998
Torshilka	id=g:481999
Ozero Tors	id=g:482000
Gora Torreporreiz	id=g:482001
Torppa	id=g:482002
Torpovo	id=g:482003
Torozero	id=g:482004
Torovaraka	id=g:482005
Ozero Torosozero	id=g:482006
Torosozero	id=g:482007
Torosozero	id=g:482008
Torosozero	id=g:482009
Toros-Ozërka	id=g:482010
Torosovo	id=g:482011
Torosov	id=g:482012
Ozero Torosman’	id=g:482013
Toroshkovichi	id=g:482014
Toroshino	id=g:482015
Toroshino	id=g:482016
Proliv Toros	id=g:482017
Ozero Toros	id=g:482018
Ozero Toros	id=g:482019
Ozero Toros	id=g:482020
Ozero Toros	id=g:482021
Ostrov Toros	id=g:482022
Toros	id=g:482023
Toropovskaya	id=g:482024
Stantsiya Toropovo	id=g:482025
Toropovo	id=g:482026
Toropovo	id=g:482027
Toropovo	id=g:482028
Toropovo	id=g:482029
Toropovo	id=g:482030
Toropovo	id=g:482031
Toropovo	id=g:482032
Toropovo	id=g:482033
Toropovka	id=g:482034
Toropkasy	id=g:482035
Toropina Mel’nitsa	id=g:482036
Toropilovskiy	id=g:482037
Toropikha	id=g:482038
Toropevo	id=g:482039
Toropetskiy Rayon	id=g:482040
Toropetskiye Gryady	id=g:482041
Toropets	id=g:482042
Toropenki	id=g:482043
Toropchino	id=g:482044
Toropatsa	id=g:482045
Toropa	id=g:482046
Toronkovo	id=g:482047
Toroma	id=g:482048
Mys Torognavolok	id=g:482049
Ostrov Tornango	id=g:482050
Tornovoye	id=g:482051
Tornedzi	id=g:482052
Torna	id=g:482053
Izba Torna	id=g:482054
Tormosin	id=g:482055
Tormasovo	id=g:482056
Tormasovo	id=g:482057
Tormasovo	id=g:482058
Torma	id=g:482059
Torlov	id=g:482060
Torlopovo	id=g:482061
Torlino	id=g:482062
Torlau	id=g:482063
Stantsiya Torkovichi	id=g:482064
Torkovichi	id=g:482065
Torki	id=g:482066
Torkhovskaya	id=g:482067
Torokhovo	id=g:482068
Torkhovo	id=g:482069
Torkhovo	id=g:482070
Torkhlovo	id=g:482071
Torkhany	id=g:482072
Torkhany	id=g:482073
Torkhany	id=g:482074
Torkhany	id=g:482075
Gora Torkala	id=g:482076
Ozero Toritskoye	id=g:482077
Urochishche Torinovo	id=g:482078
Torino	id=g:482079
Torgunskiy	id=g:482080
Torgun	id=g:482081
Torgun	id=g:482082
Torgovyy	id=g:482083
Torgovtsevo	id=g:482084
Torgovoye Talyzino	id=g:482085
Torgovoye	id=g:482086
Torgovishche	id=g:482087
Torgovishche	id=g:482088
Torgovaya	id=g:482089
Torgoshino	id=g:482090
Torgosha	id=g:482091
Stantsiya Torfyanoye	id=g:482092
Boloto Torfyanoye	id=g:482093
Torfyanoye	id=g:482094
Torfyanoye	id=g:482095
Torfyanoy	id=g:482096
Torfyanovka	id=g:482097
Stantsiya Torfyanitsa	id=g:482098
Stantsiya Torfoprodukt	id=g:482099
Torf	id=g:482100
Terebyni	id=g:482101
Torchkovo	id=g:482102
Torchinovo	id=g:482103
Torchino	id=g:482104
Torchino	id=g:482105
Torchilovo	id=g:482106
Torchikha	id=g:482107
Torbytnya	id=g:482108
Torbushëvo	id=g:482109
Ozero Torbino	id=g:482110
Torbina	id=g:482111
Torbino	id=g:482112
Torbino	id=g:482113
Torbilovo	id=g:482114
Urochishche Torbeyevy	id=g:482115
Ozero Torbeyevskoye	id=g:482116
Torbeyevskiy Rayon	id=g:482117
Torbeyevskiy	id=g:482118
Torbeyevo	id=g:482119
Torbeyevo	id=g:482120
Torbeyevo	id=g:482121
Torbeyevo	id=g:482122
Torbeyevo	id=g:482123
Torbeyevka	id=g:482124
Torbayevo	id=g:482125
Torbasino	id=g:482126
Torayevo	id=g:482127
Torayevo	id=g:482128
Toraybelyak	id=g:482129
Torasovo	id=g:482130
Tora	id=g:482131
Tor	id=g:482132
Boloto Topya	id=g:482133
Toptykovo	id=g:482134
Toptul	id=g:482135
Toptovatka	id=g:482136
Topsa	id=g:482137
Topsa	id=g:482138
Topsa	id=g:482139
Topsa	id=g:482140
Toppovaraka	id=g:482141
Ozero Topozero	id=g:482142
Ozero Topozero	id=g:482143
Topozero	id=g:482144
Topozero	id=g:482145
Topovka	id=g:482146
Topory	id=g:482147
Topory	id=g:482148
Toporovy	id=g:482149
Toporovskaya	id=g:482150
Urochishche Toporovtsy	id=g:482151
Stantsiya Toporovo	id=g:482152
Toporovo	id=g:482153
Toporovo	id=g:482154
Toporovka	id=g:482155
Stantsiya Toporok	id=g:482156
Toporok	id=g:482157
Topornyy	id=g:482158
Topornya	id=g:482159
Topornoye-Ozero	id=g:482160
Ozero Topornoye	id=g:482161
Ozero Topornoye	id=g:482162
Ozero Topornoye	id=g:482163
Topornino	id=g:482164
Topornaya Gora	id=g:482165
Toporkovo	id=g:482166
Toporkovo	id=g:482167
Toporishchevo	id=g:482168
Toporino	id=g:482169
Toporikha	id=g:482170
Toporikha	id=g:482171
Toporichnyy	id=g:482172
Topor	id=g:482173
Topolya	id=g:482174
Topol’ki	id=g:482175
Topoli	id=g:482176
Topoli	id=g:482177
Topolëvo	id=g:482178
Topolëvo	id=g:482179
Topolëvka	id=g:482180
Topolëvka	id=g:482181
Topolëvka	id=g:482182
Topolevik	id=g:482183
Ozero Topolambi	id=g:482184
Topol’	id=g:482185
