Pleasant Ridge Middle School	id=g:6327974
Community Covenant Church	id=g:6333608
Community Church Stanley Kansas	id=g:6333609
Community Bible Church	id=g:6333610
Community Evangelical Covenant Church	id=g:6333611
Community Missionary Baptist Church	id=g:6333612
Community of Christ Church	id=g:6333613
Congregation Beth Israel Abraham and Anshy Voliner	id=g:6333614
Congregation Beth Torah	id=g:6333615
Congregation Ohev Sholom	id=g:6333616
Cornerstone Ministries of Kansas	id=g:6333617
Countryside Baptist Church	id=g:6333618
Countryside Christian Church	id=g:6333619
Covenant Chapel Evangelical Presbyterian Church	id=g:6333620
Covenant Church	id=g:6333621
Crossroads Reformed Church	id=g:6333622
Crossroads Christian Church	id=g:6333623
Cure of Ars Church	id=g:6333624
Daybreak Community Church	id=g:6333625
Deaf Liberty Baptist Church	id=g:6333626
Decision Baptist Church	id=g:6333627
German Baptist Church	id=g:6333628
Gordon Trustee Etal Dawkins Church	id=g:6333629
Good Shepherd Catholic Church	id=g:6333630
Grace Bible Church of Stanley	id=g:6333631
Holy Cross Catholic Church	id=g:6333632
Holy Spirit Catholic School	id=g:6333633
Holy Trinity Orthodox Church	id=g:6333634
Holy Trinity Orthodox Church	id=g:6333635
Holy Trinity Catholic Church	id=g:6333636
Edgerton United Methodist Church	id=g:6333637
Edgerton Southern Baptist Church	id=g:6333638
Edwardsville Temple Church Of God in Christ	id=g:6333639
Emmanuel Baptist Church of Overland Park	id=g:6333640
Emmanuel Chinese Baptist Church	id=g:6333641
Emmanuel Temple Church of God in Christ	id=g:6333642
Ethiopian Christian Fellowship	id=g:6333643
Ethiopian Christian Fellowship	id=g:6333644
Evangelistic Center	id=g:6333645
Faith Baptist Church	id=g:6333646
Faith Builders International	id=g:6333647
Faith Chapel Assembly God	id=g:6333648
Faith Evangelical Lutheran Church	id=g:6333649
Faith United Methodist Church	id=g:6333650
Fellowship Baptist Church	id=g:6333651
First Apostolic Church	id=g:6333652
First Assembly of God Church	id=g:6333653
First Assembly of God Church of Overland Park	id=g:6333654
First Baptist Church Stilwell	id=g:6333655
First Baptist Church	id=g:6333656
First Baptist Church of Olathe	id=g:6333657
First Baptist Church of Mission	id=g:6333658
First Baptist Church of Overland Park	id=g:6333659
First Christian Church	id=g:6333660
First Christian Church	id=g:6333661
First Church of Christ Scientist	id=g:6333662
First Evangelical Lutheran Church	id=g:6333663
First Evangelical Free Church	id=g:6333664
First Family Church	id=g:6333665
First Hmong Baptist Church of Kansas City	id=g:6333666
First Korean Baptist Church of Kansas City	id=g:6333667
Jewish Community Campus Greater Kansas City	id=g:6333668
Johnson County Christian Church	id=g:6333669
Johnson County Church of Christ	id=g:6333670
Merriam Christian Church	id=g:6333671
Merriam Church of Christ	id=g:6333672
Messianic Ministry of Kansas City	id=g:6333673
Metropolitan Community Church	id=g:6333674
Midwest Sikh Association	id=g:6333675
Mill Creek Community Church	id=g:6333676
Mission Full Gospel Church	id=g:6333677
Grace Baptist Church	id=g:6333678
Grace Christian Fellowship Church	id=g:6333679
Grace United Methodist Church	id=g:6333680
Grace Bible Church	id=g:6333681
Grace Church of Overland Park	id=g:6333682
Grace Church of the Living God	id=g:6333683
Grace Covenant Presbyterian Church	id=g:6333684
Grace Fellowship Evangelical	id=g:6333685
Grandview Park United Presbyterian Church	id=g:6333686
Grandview Christian Church	id=g:6333687
Great Commission Church	id=g:6333688
Great Plains Community Church	id=g:6333689
Greater Kansas City Chinese Christian Church	id=g:6333690
Greek Orthodox Church of Saint Dionysius	id=g:6333691
Grinter Heights Baptist Church	id=g:6333692
Growing A Healthy Church	id=g:6333693
Harvest Ridge Covenant Church	id=g:6333694
Heartland Christian Fellowship	id=g:6333695
Heartland Christian Fellowship	id=g:6333696
Heartland Community Church	id=g:6333697
Heartland International Ministries	id=g:6333698
Hebrew Orthodox Congregation	id=g:6333699
Heritage Community Church	id=g:6333700
Heritage Family Worship Center	id=g:6333701
Heritage Presbyterian Church	id=g:6333702
Heritage United Methodist Church	id=g:6333703
Hindu Temple and Cultural Center	id=g:6333704
Hillcrest Christian Church	id=g:6333705
Hillcrest Covenant Church	id=g:6333706
Holy Cross Evangelical Lutheran Church	id=g:6333707
Mount Olive Baptist Church	id=g:6333708
Nall Avenue Baptist Church	id=g:6333709
Nall Avenue Church of-Nazarene	id=g:6333710
New Hope Presbyterian Church	id=g:6333711
New Journey Church	id=g:6333712
New Life Community Church	id=g:6333713
New Life Pentecostal Church	id=g:6333714
New Vision Church God in Christ	id=g:6333715
Johnson County Disciples	id=g:6333716
Jubilee Family Ministry Center	id=g:6333717
Kansas Baptist Convention	id=g:6333718
Kansas City Church of Christ	id=g:6333719
Kansas City Kansas Baptist Association	id=g:6333720
Kansas District of the Wesleyan Church	id=g:6333721
Kansas District of the Wesleyan Church	id=g:6333722
Kansas District of The Wesleyan Church	id=g:6333723
Kansas Korean Mission Church	id=g:6333724
Kehilath Israel Synagogue	id=g:6333725
King of Kings Lutheran Church	id=g:6333726
Kingdom Hall Salon Del Reino	id=g:6333727
Knox United Presbyterian Church	id=g:6333728
Korean United Presbyterian Church of Kansas	id=g:6333729
Lao Buddhist Association of Olathe	id=g:6333730
Lao-American Church	id=g:6333731
Leawood Baptist Church	id=g:6333732
Leawood Presbyterian Church	id=g:6333733
Leawood United Methodist Church	id=g:6333734
Legacy Christian Church	id=g:6333735
Lenexa Baptist Church	id=g:6333736
Lenexa Christian Center	id=g:6333737
Lenexa Church of Christ	id=g:6333738
Lenexa United Methodist Church	id=g:6333739
Life Church	id=g:6333740
Lord of Life Lutheran Church	id=g:6333741
Hope Lutheran Church	id=g:6333742
Indian Creek Community Church	id=g:6333743
Indian Heights United Methodist Church	id=g:6333744
Saint Andrew Christian Church	id=g:6333745
Saint Cyrils Church	id=g:6333746
Saint Dionysius Greek Orthodox Community	id=g:6333747
Saint Francis of Assisi Church	id=g:6333748
Saint Thomas the Apostle Church	id=g:6333749
Saint Joseph Church	id=g:6333750
Saint Luke Church of God in Christ	id=g:6333751
Saint Lukes Episcopal Church	id=g:6333752
Saint Mark Coptic Orthodox Church of Kansas City	id=g:6333753
Overland Park Lutheran Church	id=g:6333754
Park Street church of Christ	id=g:6333755
New Hope Church of God in Christ	id=g:6333756
New Light Bethel Baptist Church	id=g:6333757
North Overland Park Baptist Church	id=g:6333758
Oak Hills Presbyterian Church	id=g:6333759
Ocheltree Baptist Church	id=g:6333760
Olathe View Baptist Church	id=g:6333761
Olathe Bible Church	id=g:6333762
Olathe General Baptist Church	id=g:6333763
Olathe Life Fellowship Church	id=g:6333764
Olathe Wesleyan Church	id=g:6333765
Olathe Sojourn Fellowship	id=g:6333766
Olathe Christian Fellowship	id=g:6333767
Olathe Christian Church	id=g:6333768
Olathe Church of Christ	id=g:6333769
Olathe 151st St Church of Christ	id=g:6333770
Olathe Evangelical Covenant Church	id=g:6333771
Old Mission Methodist Church	id=g:6333772
Olivet Baptist Church	id=g:6333773
Open Door Baptist Church	id=g:6333774
Our Lady and Saint Rose Catholic Church	id=g:6333775
Overland Park BreakPointe Community Church	id=g:6333776
Overland Park Baptist Temple	id=g:6333777
Overland Park Bible Chapel	id=g:6333778
Overland Park Christian Church	id=g:6333779
Overland Park Church of Christ	id=g:6333780
Overland Park Church of God	id=g:6333781
Overland Park Congregation of Jehovah's Witnesses	id=g:6333782
Overland Park Foursquare Church	id=g:6333783
Mission Road Bible Church	id=g:6333784
Spring Hill United Methodist Church	id=g:6333785
Stilwell United Methodist Church	id=g:6333786
Strangers Rest Baptist Church	id=g:6333787
Sunset Hills Christian Church	id=g:6333788
Saint Marks Lutheran Church	id=g:6333789
Saint Mary's-Saint Anthony's Church	id=g:6333790
Saint Michael and All Angels Protestant Episcopal Church	id=g:6333791
Saint Pius X Catholic Church	id=g:6333792
Saint Pius X Catholic Church	id=g:6333793
Saint Pauls United Methodist Church	id=g:6333794
Saint Paul's Catholic Church	id=g:6333795
Saint Thomas the Apostle Church	id=g:6333796
Salem Lutheran Church	id=g:6333797
Second Baptist Church of Olathe	id=g:6333798
Park Woods Presbyterian Church	id=g:6333799
Pathway Church	id=g:6333800
Prairie Baptist Church	id=g:6333801
Pentecostal Power House Church	id=g:6333802
Presbyterian Church of Stanley	id=g:6333803
Primitive Baptist Church	id=g:6333804
Prince of Peace Catholic Church	id=g:6333805
Providence Independent Baptist Church	id=g:6333806
Prairie Center Church of God of Prophecy	id=g:6333807
Queen of The Holy Rosary Parish	id=g:6333808
Rainbow Mennonite Church	id=g:6333809
Redeemer Lutheran Church	id=g:6333810
Reform Presbyterian Church	id=g:6333811
Reorganized Church of Latter Day Saints	id=g:6333812
Ridgeview Southern Baptist	id=g:6333813
Rising Star Baptist Church	id=g:6333814
Rolling Hills Presbyterian Church	id=g:6333815
Roman Catholic Archbishop	id=g:6333816
Rosedale Congregational Church	id=g:6333817
Sacred Heart Church Kansas	id=g:6333818
Sacred Heart of Jesus Parish Church	id=g:6333819
Saint Aidan's Church	id=g:6333820
Saint Ann's Kansas Rectory	id=g:6333821
Saint Agnus Church	id=g:6333822
Saint Aidans Episcopal Church	id=g:6333823
Vineyard Christian Fellowship of Kansas City	id=g:6333824
Vista Baptist Church	id=g:6333825
Vista Baptist Church	id=g:6333826
Westbrooke Baptist Church	id=g:6333827
West Hills Community Church	id=g:6333828
West Highlands Presbyterian Church	id=g:6333829
West Park Wesleyan Church	id=g:6333830
Westside Church of Nazarene	id=g:6333831
Westside Family Church	id=g:6333832
Westview Congregation of Jehovah's Witnesses	id=g:6333833
Westwood Christian Church	id=g:6333834
Westwood Lutheran Church	id=g:6333835
Temple Congregation B'Nai Jehovah	id=g:6333836
Trinity Anglican Episcopal Church	id=g:6333837
Trinity Baptist Church	id=g:6333838
Trinity Full Gospel Church	id=g:6333839
Woodson Avenue Bible Church	id=g:6333840
Zion Lutheran Church	id=g:6333841
Zion Lutheran Church	id=g:6333842
West Lenexa Seventh-day Adventist Church	id=g:6333843
Seventh Day Adventist Church	id=g:6333844
Seventh Day Adventist Church	id=g:6333845
Seventh Day Adventist Church	id=g:6333846
Sharon Baptist Church	id=g:6333847
Shawnee Assembly of God	id=g:6333848
Shawnee Church Of The Nazarene	id=g:6333849
Shawnee Bible Church	id=g:6333850
Shawnee Methodist Church	id=g:6333851
Shawnee Mission Unitarian Society	id=g:6333852
Shawnee Park Christian Disciples of Christ	id=g:6333853
Shawnee Presbyterian Church	id=g:6333854
Southern Baptist Church	id=g:6333855
Southminster Presbyterian Church	id=g:6333856
South Leawood Baptist Church	id=g:6333857
Southridge Presbyterian Church	id=g:6333858
Southwest Bible Church	id=g:6333859
Southwest Community Church of Olathe	id=g:6333860
Southwoods Christian Church	id=g:6333861
Southwoods Christian Church	id=g:6333862
Spring Hill Church of The Nazarene	id=g:6333863
Spring Hill Church of Christ	id=g:6333864
Saint Gabriel Spiritual Church	id=g:6333865
Yuruba Orisha Baptist Church	id=g:6333866
Rock of Holiness Deliverance Church	id=g:6333867
Vanderveer Park United Methodist Church	id=g:6333868
Congregation B'nai Jacob	id=g:6333869
Evangelical Crusade of Fishers	id=g:6333870
El Shaddai Haitian Baptist Church	id=g:6333871
Saint Vincent Ferrer Church	id=g:6333872
Beulah Tabernacle Church	id=g:6333873
Truth Center For Higher Conscious	id=g:6333874
Beulah Church of God Seventh Day	id=g:6333875
Congregation Bnai Israel	id=g:6333876
Mamre Seventh Day Adventist Church	id=g:6333877
Bethel Born Again Church	id=g:6333878
Saint Marks Deliverance Church	id=g:6333879
Saint Paul's Lutheran Church	id=g:6333880
Church of God	id=g:6333881
Christian Heritage Church	id=g:6333882
Holy Order Church	id=g:6333883
Kingdom Hall of Jehovah's Witness	id=g:6333884
Bible Speaks Church of Christ	id=g:6333885
Church of Lord	id=g:6333886
Jesus Revival Center	id=g:6333887
Harvest Army Church International	id=g:6333888
Agape Christian Fellowship	id=g:6333889
Faith Church of God	id=g:6333890
Trinity Lutheran Church	id=g:6333891
Shawnee Mission Unitarian Universalist Church	id=g:6333892
Unitarian Universalist Fellowship	id=g:6333893
United Church of the Good Shepherd	id=g:6333894
United Methodist Church Of The Servant	id=g:6333895
United Desoto Methodist Church	id=g:6333896
United Presbyterian Church	id=g:6333897
Unity Church of Overland Park	id=g:6333898
Valley View United Methodist Church	id=g:6333899
Victory Baptist Church of Olathe	id=g:6333900
View Baptist Church	id=g:6333901
Village United Presbyterian Church	id=g:6333902
Village United Presbyterian Church	id=g:6333903
First Korean Presbyterian Church	id=g:6333904
Canaan English Chapel	id=g:6333905
Korean Canaan Presbyterian Church	id=g:6333906
Saint Catherine Laboure Church	id=g:6333907
Himalayan Institute of Hatha Yoga	id=g:6333908
Red Level Baptist Church	id=g:6333909
International Baptist Church	id=g:6333911
Repairing Your World Christian Center	id=g:6333912
Temple Beth Emeth of Flatbush	id=g:6333913
Saint Pauls Church In The Village	id=g:6333914
Miracle Line Unity East Church	id=g:6333915
Christian Community Alliance	id=g:6333916
Baptist Church of The Redeemer	id=g:6333917
Christis Community Christian Missionary Alliance Church	id=g:6333918
Flatbush-Tompkins Church	id=g:6333919
Prospect Park Temple Issac	id=g:6333920
Pilgrim Wesleyan Church	id=g:6333921
Al-Mahdi Foundation	id=g:6333922
Immanuel Tabernacle	id=g:6333923
Redemption Gospel Outreach	id=g:6333924
Church of The Nativity	id=g:6333925
Our Lady of Refuge Church	id=g:6333926
Congregation Agudath Sholom	id=g:6333927
Trinity Evangelical Lutheran Church	id=g:6333928
The Church of Jesus Christ of Latter Day Saints	id=g:6333929
Brooklyn Seventh Day Adventist Church	id=g:6333930
New Creation Church of God	id=g:6333931
Church of God	id=g:6333932
Coney Island Wesleyan Church	id=g:6333933
Eglise Baptiste Redempteur	id=g:6333934
Emmanuel Church of God	id=g:6333935
His Grace Outreach International	id=g:6333936
Liberty Hall Church of God	id=g:6333937
Flatlands Church of Christ	id=g:6333938
Kenilworth Baptist Church	id=g:6333939
Englise Baptiste Celeste	id=g:6333940
Bible Holiness Church	id=g:6333941
Norstrand Avenue Church of God	id=g:6333942
Apostolic House of Prayer	id=g:6333943
Good Shepherd Baptist Church	id=g:6333944
Grace Baptist Church	id=g:6333945
Oakridge Community Church	id=g:6333946
Saint Croix Valley Congregation	id=g:6333947
First Church of Christ Scientist	id=g:6333948
First United Methodist Church	id=g:6333949
Our Saviour's Lutheran Church	id=g:6333950
Seventh Day Adventist Church	id=g:6333951
Stillwater Christian Fellowship	id=g:6333952
Saint Peter's United Church	id=g:6333953
Saint Mary's Catholic Church	id=g:6333954
Saint Paul Lutheran Church	id=g:6333955
Saint Michael's Catholic Church	id=g:6333956
True Life Christian Church	id=g:6333957
Trinity Lutheran Church	id=g:6333958
Ascension Episcopal Church	id=g:6333959
Calvary Assembly Church	id=g:6333960
First Presbyterian Church	id=g:6333961
Bethany Covenant Church	id=g:6333962
Saint John's Lutheran Church	id=g:6333963
Stillwater Evangelical Free Church	id=g:6333964
Greeley Health Care Center	id=g:6333965
Risen Savior Evangelical Lutheran Church	id=g:6333966
Saint Charles Catholic Church	id=g:6333967
People's Congregational Church	id=g:6333968
Bethlehem Lutheran Church	id=g:6333969
Memorial Lutheran Church	id=g:6333970
Heritage Baptist Church	id=g:6333971
Our Lady of Perpetual Help Church	id=g:6333972
Church of the Redeemer	id=g:6333973
Glenview Community Church	id=g:6333974
Glenview United Methodist Church	id=g:6333975
Saints Peter And Paul Greek Church	id=g:6333976
Saint David's Episcopal Church	id=g:6333977
Holy Trinity Lutheran Church	id=g:6333978
Glenview Evangelical Free Church	id=g:6333979
Glenview Presbyterian Church	id=g:6333980
Glenview Covenant Church	id=g:6333981
Grace Baptist Church	id=g:6333982
Congregation B'nai Jehoshua	id=g:6333983
Saint John's African Methodist Episcopal Church	id=g:6333984
Union Baptist Church	id=g:6333985
Bethany Presbyterian Church	id=g:6333986
Missionary Church of Christ	id=g:6333987
Kingdom Hall of Jehovahs Witnesses	id=g:6333988
Church of God of Prophecy	id=g:6333989
Grace Lutheran Church	id=g:6333990
English Lutheran Church of Our Savior	id=g:6333991
Mount Olive Seventh Day Adventist Church	id=g:6333992
Church of the Nazarene	id=g:6333993
Bethany Baptist Church	id=g:6333994
Zion Temple Church	id=g:6333995
Saint Philips Episcopal Church	id=g:6333996
Holy Rosary Roman Catholic Church	id=g:6333997
Nazarene Congregational Church	id=g:6333998
Kingdom Hall of Jehovah's Witnesses	id=g:6333999
Saint Johns Baptist Church	id=g:6334000
Saint Thomas Parish House	id=g:6334001
Saint Thomas Protestant Episcopal Church	id=g:6334002
Saint Pauls Pentecostal Church	id=g:6334003
Greater Mount Sinai Church	id=g:6334004
Saint Davids Episcopal Church	id=g:6334005
Belmont Chapel (historical)	id=g:6334006
Saint Francis of Assissi Catholic Church	id=g:6334007
Shepherd of the Valley Church	id=g:6334008
Saint Croix Valley United Methodist Church	id=g:6334009
Valley Baptist Church	id=g:6334010
Church of Christ	id=g:6334011
Messiah Lutheran Church	id=g:6334012
Jehovah's Witnesses Congregation	id=g:6334013
Hosanna Lutheran Church	id=g:6334014
Hosanna Lutheran Church	id=g:6334015
New Life Lutheran Church	id=g:6334016
White Bear Lake Church	id=g:6334017
Saint John the Baptist Church	id=g:6334018
Crossroads Covenant Church	id=g:6334019
Saint Peter's Catholic Church	id=g:6334020
Forest Hills United Methodist Church	id=g:6334021
Christian Church	id=g:6334022
Grace Alliance Church	id=g:6334023
Roman Catholic Church of the Holy Family	id=g:6334024
Church of the Redemption	id=g:6334025
Cornerstone Temple Methodist Episcopal Church	id=g:6334026
Polish National Catholic Church of the Resurrection	id=g:6334027
Faith Gospel Church	id=g:6334028
Saint Alphonsus Roman Catholic Church	id=g:6334029
Saints Cyril And Methodius Roman Catholic Church	id=g:6334030
Lutheran Church of the Messiah	id=g:6334031
Second Church of Christ	id=g:6334032
Saint Peter's Evangelical Lutheran Church	id=g:6334033
Church of Saint Ambrose	id=g:6334034
Upper Room Baptist Church	id=g:6334035
Kingdom Hall of Jehovah's Witnesses	id=g:6334036
Central Baptist Church	id=g:6334037
Congregation Bnai Jacob Joseph of Brooklyn	id=g:6334038
Evening Star Baptist Church	id=g:6334039
Mount Sinai Baptist Church	id=g:6334040
Saint Augustines Protestant Episcopal Church	id=g:6334041
