Victory Primitive Methodist Church	id=g:7184261
Fort Meade Mobile Home Park	id=g:7190503
Oakview Lakes Mobile Home Park	id=g:7190504
Valencia Mobile Home Park	id=g:7190505
Fort Meyers Central Wastewater Treatment Facility	id=g:7190506
Fort Meyers South Wastewater Treatment Facility	id=g:7190507
Lee County Fiesta Village Wastewater Treatment Facility	id=g:7190508
WINK Television Station Fort Myers Heliport	id=g:7190509
Olga Community Center	id=g:7190510
Edison and Ford Winter Estates	id=g:7190511
Lee County Public Library System Riverdale Branch Library	id=g:7190512
Calusa Nature Center	id=g:7190513
City of Fort Myers Southwest Florida Museum of History	id=g:7190514
Imaginarium Hands on Museum	id=g:7190515
Southwest Florida Historical Society	id=g:7190516
Calusa Planetarium	id=g:7190517
Fort Myers Downtown Station Post Office	id=g:7190518
Fort Myers Post Office	id=g:7190519
Miracle Mile Post Office	id=g:7190520
Tice Post Office	id=g:7190521
Alta Vista Park Mobille Home Park	id=g:7190522
Davis Trailer Park	id=g:7190523
Whispering Creek Village Mobile Home Park	id=g:7190524
WJNX - AM (Fort Pierce)	id=g:7190525
Apostolic Church of Jesus	id=g:7190526
Christian and Missionary Alliance Church	id=g:7190527
Church of God by Faith	id=g:7190528
Covenant Reformed Presbyterian Church	id=g:7190529
First Bethel Baptist Church	id=g:7190530
First Born Church of the Living God	id=g:7190531
First Church of the Nazarene of Fort Pierce	id=g:7190532
First Haitian Baptist Church	id=g:7190533
First Haitian Christian Church	id=g:7190534
First Haitian Church of the Nazarene	id=g:7190536
First Holiness Church of the Living God	id=g:7190537
First Presbyterian Church	id=g:7190538
First United Methodist Church of Fort Pierce	id=g:7190539
Fort Pierce Church of God	id=g:7190540
Foundation Revival Center	id=g:7190541
Full Gospel Church of Deliverance	id=g:7190542
Goodwill Presbyterian Church	id=g:7190543
Greater Saint James Missionary Baptist Church	id=g:7190544
Horizon Community Church	id=g:7190545
House of God Church	id=g:7190546
House of Prayer Pentecost Church	id=g:7190547
Indian River Presbyterian Church	id=g:7190548
Lakewood Park Baptist Church	id=g:7190549
Midway Road Baptist Church	id=g:7190550
Midway Road Church of Christ	id=g:7190551
Morning Star Missionary Baptist Church	id=g:7190552
Mount Olive Missionary Baptist Church	id=g:7190553
Mount Pleasant Primitive Baptist Church	id=g:7190554
New Mount Zion Missionary Baptist Church	id=g:7190555
Orange Avenue Baptist Church	id=g:7190556
Saint Cyril and Methodius Byzantine Catholic Church	id=g:7190557
Saint Johns Missionary Baptist Church	id=g:7190558
Saint Marks Catholic Church Convent	id=g:7190559
Saint Matthews Missionary Baptist Church	id=g:7190560
Southside Christian Church	id=g:7190561
Starlight Christian Learning Center	id=g:7190562
Sunrise Baptist Church	id=g:7190563
Sunrise Tabernacle Church	id=g:7190564
Trinity Evangelical Presbyterian Church	id=g:7190565
Triumph the Church and Kindgom of God in Christ Church	id=g:7190566
Victory Christian Center	id=g:7190567
Victory Temple of Jesus Christ	id=g:7190568
Vineyard of Miracle Prayer Temple	id=g:7190569
Worlds Church of the Living God	id=g:7190570
Zion Hope Missionary Baptist Church	id=g:7190571
Fort White Library	id=g:7190572
Latt Maxcy Memorial Library	id=g:7190573
Southern Pines Recreational Vehicle Park	id=g:7190574
Frostproof Post Office	id=g:7190575
Hickory Lake Estates Mobile Home Park	id=g:7190576
Whidden Mobile Home Park Number 2	id=g:7190577
Frostproof Mobile Home Park	id=g:7190578
Lake Clinch Manor Mobile Home Park	id=g:7190579
Lakefront Trailer Park	id=g:7190580
Pleasant View Mobile Home Park	id=g:7190581
Reedy Haven Trailer Park	id=g:7190582
Selph's Mobile Home Village	id=g:7190583
Southern Pines Mobile Home Resort	id=g:7190584
Sunrise Trailer Park	id=g:7190585
Whidden Mobile Home Park	id=g:7190586
Whispering Pines Mobile Home Court	id=g:7190587
Lake Griffin Isles Mobile Home Park	id=g:7190589
Fishermans Wharf Mobile Home Park	id=g:7190590
Harbor Oaks Mobile Home Park Community	id=g:7190591
Lakeside Terrace Mobile Home Park	id=g:7190592
Morgans Mobile Home Park	id=g:7190593
Picciola Landing Mobile Home Park	id=g:7190594
Twin Palms Trailer Park	id=g:7190595
Countryside Baptist Church	id=g:7190596
Deeper Life Church	id=g:7190597
Eagle Nest Baptist Church	id=g:7190598
First Baptist Church of Eustis	id=g:7190599
North Florida Regional Medical Center Heliport	id=g:7190600
Porters Community Center	id=g:7190601
Pride Community Center	id=g:7190602
Alachua County District Media Center	id=g:7190603
Alachua County Law Library Murphree Law Library	id=g:7190604
Alachua County Library District Headquarters at Gainesville	id=g:7190605
Alachua County Library District Waldo Branch Library	id=g:7190606
City College Gainesville Campus Library	id=g:7190607
Gainesville Correctional Institution Library	id=g:7190608
Matheson Museum	id=g:7190609
Micanopy Historical Society Museum	id=g:7190610
Gainesville Post Office	id=g:7190611
University Post Office	id=g:7190612
Oak Park Village Mobile Home Park	id=g:7190613
Westgate Manor Mobile Home Park	id=g:7190614
Alamar Gardens Mobile Home Park	id=g:7190615
Arredondo Farms Mobile Home Park	id=g:7190616
Brittany Estates Mobile Home Park	id=g:7190617
Candlelight Estates Mobile Home Community	id=g:7190618
Clayton Estates Mobile Home Park	id=g:7190619
Hillcrest Mobile Home Park	id=g:7190620
Ideal Trailer Park	id=g:7190621
Varsity Mobile Home Villa	id=g:7190622
Westgate Mobile Manor	id=g:7190623
Gainesville Correctional Institution	id=g:7190624
Abundant Grace Community Church	id=g:7190625
Antioch Holiness Church	id=g:7190626
Celebration United Methodist Church	id=g:7190627
Christ Community Presbyterian Church	id=g:7190628
Christ Episcopal Church	id=g:7190629
Christian Study Center of Gainesville	id=g:7190630
Church of a New Beginning Outreach Ministry	id=g:7190631
Church of Christ Gainesville	id=g:7190632
Church of Christ Glen Springs Road	id=g:7190633
Common Ground Church	id=g:7190634
Community Praise Center	id=g:7190635
Covenant Baptist Church	id=g:7190636
Cypress Church	id=g:7190637
Deliverance Miracle Revival Center	id=g:7190638
Episcopal University Center	id=g:7190639
First Born Holiness Church	id=g:7190640
First Church of Christ Scientist	id=g:7190641
First Lutheran Church of Gainesville	id=g:7190642
Fort Clarke United Methodist Church	id=g:7190643
Fourth Avenue Church of God	id=g:7190644
Friendship Baptist Church	id=g:7190645
Gainesville Chinese Christian Church	id=g:7190646
Gainesville Community Holiness Church	id=g:7190647
Gateless Gate Zen Center	id=g:7190648
Gateway Christian Center	id=g:7190649
Generation Church of God in Christ	id=g:7190650
Greater Heights Church of Christ	id=g:7190651
Jesus Christ of Nazareth Worship and Praise Temple	id=g:7190652
Johnson Chapel Baptist Church	id=g:7190653
Kingdom Hall of Jehovahs Witnesses Southside and Northeast Gainesville	id=g:7190654
Landmark Holy Temple of God	id=g:7190655
Living Water Worship Center	id=g:7190656
Lubavitch Chadbad Jewish Center	id=g:7190657
Mount Hermon Missionary Baptist Church	id=g:7190658
Northwood Baptist Church	id=g:7190659
Parker Road Baptist Church	id=g:7190660
Pleasant Hill Baptist Church	id=g:7190661
Progressive Church	id=g:7190662
Refuge Church of Our Lord Jesus Christ of the Apostolic Faith	id=g:7190663
Saint Elizabeth Greek Orthodox Church	id=g:7190664
Seraphim Center and Chapel	id=g:7190665
Shady Grove Primitive Baptist Church	id=g:7190666
The Voice of Truth Church	id=g:7190667
Tower Road Baptist Church	id=g:7190668
Trinity Church of the Nazarene	id=g:7190669
Trinity United Methodist Church	id=g:7190670
University United Methodist Church	id=g:7190671
Victory Church of Gainesville	id=g:7190672
Visionaries Church of God in Christ	id=g:7190673
Voice of Faith Delivery Temple	id=g:7190674
West Coast Center For Human Development	id=g:7190675
Zion Temple African Methodist Episcopal Zion Church	id=g:7190676
Butler Plaza Shopping Center	id=g:7190677
Butler Plaza West Shopping Center	id=g:7190678
Commercial Plaza Shopping Center	id=g:7190679
Kanapaha Wastewater Treatment Facility	id=g:7190680
Main Street Wastewater Treatment Plant	id=g:7190681
Babbitts Mobile Home Park	id=g:7190682
South Florida Water Management District Pumping Station 129	id=g:7190683
South Florida Water Management District Pumping Station 131	id=g:7190684
Davis Park Mobile Home Park	id=g:7190685
Kingdom Hall of Jehovahs Witnesses	id=g:7190686
Drop Anchor Mobile Home Park	id=g:7190687
Silver Palm Place Mobile Home Park	id=g:7190688
Grand Island Mobile Home Park	id=g:7190689
Sunlake Estates Mobile Park	id=g:7190690
Grant Community Center	id=g:7190691
Grant Historical House	id=g:7190692
Calvary Baptist Church	id=g:7190693
Church of God of Prophecy	id=g:7190694
Colonial Estates Mobile Home Park	id=g:7190695
Idlewild Trailer Park	id=g:7190696
Johns Mobile Home Park	id=g:7190697
Green Cove Springs Wastewater Treatment Plant	id=g:7190698
Clay County Historical Society	id=g:7190699
Clay County Historical Society Library	id=g:7190700
Clay County Public Library System Green Cove Springs Branch Library	id=g:7190701
Rio Vista Trailer Park	id=g:7190702
Palm Beach County Library System Greenacres Branch Library	id=g:7190703
Pickwick Mobile Home Park	id=g:7190704
Greenville Public Library	id=g:7190705
Greenville Baptist Church	id=g:7190706
Shiloh Missionary Baptist Church	id=g:7190707
Lake County Public Library System Marion Baysinger Memorial Branch	id=g:7190708
Timber Village Mobile Home Park	id=g:7190709
Woodlands at Church Lake Mobile Home Park	id=g:7190710
Church of Christ of Groveland	id=g:7190711
Church of God by Faith	id=g:7190712
Clermont Baptist Church	id=g:7190713
Edge Memorial United Methodist Church	id=g:7190714
First Baptist Church of Groveland	id=g:7190715
Harmony Baptist Church	id=g:7190716
Praise Temple Church of God	id=g:7190717
Haines City Public Library	id=g:7190718
Haines City Parks and Recreation Department Community Center	id=g:7190719
Central Park of Haines City Mobile Home Park	id=g:7190720
Davenport Mobile Estates	id=g:7190721
Fletchers Mobile Home Park	id=g:7190722
Haines City Mobile Home Park	id=g:7190723
Kennard Mobile Park	id=g:7190724
Lake Hammock Village	id=g:7190725
Peak Haven Mobile Home Park	id=g:7190726
Blue Heron Bay Mobile Home Park	id=g:7190727
Chester Dees Mobile Home Park	id=g:7190728
Haines Haven Mobile Park	id=g:7190729
Heartland Estates Mobile Home Park	id=g:7190730
Minerva Mobile Home Park	id=g:7190731
Oak Meadows Mobile Home Park	id=g:7190732
Plantation Landings Mobile Home Park	id=g:7190733
Royal Palm Village Mobile Home Park	id=g:7190734
Woodland Lakes Mobile Home Park	id=g:7190735
Haines City Community Center	id=g:7190736
Lee Civic Center	id=g:7190737
Silver Lake Community Church	id=g:7190738
Mickey's Mobile Home Park	id=g:7190739
Emerald Isles East Mobile Home Park	id=g:7190740
Green Acres Mobile Home Village	id=g:7190741
Gulfstream Trailer Park	id=g:7190742
Holiday Mobile Estates	id=g:7190743
La Siesta Mobile Home Park	id=g:7190744
Pembroke Park Lakes Mobile Home Park	id=g:7190745
Royal Palm Mobile Home Park	id=g:7190746
Sanders Mobile Home Colony	id=g:7190747
Sea Estates Mobile Home Court	id=g:7190748
Dorothy Scott Osceola Library	id=g:7190749
South Florida Regional Planning Council Library	id=g:7190750
Ah Tha Thi Ki Museum of Seminole History and Culture	id=g:7190751
Chapel Lakes Post Office	id=g:7190752
Flamingo Post Office	id=g:7190753
Grices Trailer Park	id=g:7190754
Orange Brook Mobile Home Estates	id=g:7190755
Parkway Mobile Home Court	id=g:7190756
Pinecrest Mobile Home Park	id=g:7190757
A and P Trailer Court	id=g:7190758
Colony Mobile Home Park	id=g:7190759
Evening Star Trailer Park	id=g:7190760
Hollywood Mobile Estates	id=g:7190761
Lakes Park Mobile Home Park	id=g:7190762
New England Mobile Estates	id=g:7190763
Okomo Mobile Home Park	id=g:7190764
Pine Crest Mobile Home Park	id=g:7190765
Royal Garden Village Trailer Park	id=g:7190766
Seminole Park Mobile Home Park	id=g:7190767
Forbes Plaza Shopping Center	id=g:7190769
Florida City Community Center	id=g:7190770
Naranja Recreation Center	id=g:7190771
Homestead Post Office	id=g:7190772
Princeton Post Office	id=g:7190773
Boardwalk Mobile Home Park	id=g:7190774
Palm Garden Manufactured Home Community	id=g:7190775
Naranja Shopping Center	id=g:7190776
Howey - in - the - Hills City Library	id=g:7190777
Howey - in - the - Hills Post Office	id=g:7190778
Community Church of Howey in the Hills	id=g:7190779
Collier County Public Library Immokalee Branch Library	id=g:7190780
Immokalee Post Office	id=g:7190781
Betty Carter Mobile Home Park	id=g:7190782
Davenport Mobile Home Park Number 1	id=g:7190783
Davenport Mobile Home Park Number 2	id=g:7190784
Davenport Mobile Home Park Number 3	id=g:7190785
Garcias Mobile Home Park	id=g:7190786
Griffins Mobile Home Park Number 2	id=g:7190787
Krystal Lane Mobile Home Park	id=g:7190788
Miraham Trailer Park	id=g:7190789
R and B Trailer Park	id=g:7190790
Roy Mobile Home Park	id=g:7190791
Star Mobile Home Park	id=g:7190792
Westclox Mobile Home Park	id=g:7190793
Carter Trailer Park	id=g:7190794
Chaneys Trailer Park	id=g:7190795
Griffins Trailer Park Number 1	id=g:7190796
Tara Park Mobile Home Park	id=g:7190797
Thomas Mobile Home Park	id=g:7190798
Hendry Correctional Institution	id=g:7190799
WAFZ - AM (Immokalee)	id=g:7190800
Bethel Assembly of God Spanish Church	id=g:7190801
Family Prayer Center	id=g:7190802
First Baptist Church	id=g:7190803
Iglesia De Dios Pentecostal Church	id=g:7190804
Immokalee Christian Center	id=g:7190805
Immokalee Church of the Nazerene	id=g:7190806
Immokalee Haitian Free Methodist Church	id=g:7190807
Immokalee Price Street Church of God	id=g:7190808
Lake Trafford Independent Baptist Church	id=g:7190809
Our Lady of Guadalupe Catholic Church	id=g:7190810
Martin Correctional Institution Library	id=g:7190811
Martin County Public Library System Indiantown Branch Library	id=g:7190812
Indiantown Post Office	id=g:7190813
Sheltras Trailer Park	id=g:7190814
Indianwood Manufactured Housing Community	id=g:7190815
Martin Correctional Institution	id=g:7190816
Evangelical Haitian Church of the Nazarene	id=g:7190817
Evergreen First Baptist Church	id=g:7190818
Family Worship Center	id=g:7190819
First United Methodist Church	id=g:7190820
Indiantown Baptist Church	id=g:7190821
Johnson Rainbow Trailer Park	id=g:7190822
Millers Lakeside Trailer Park	id=g:7190823
Putnam County Library System Interlachen Branch Public Library	id=g:7190824
Mirror Lake Mobile Home Park	id=g:7190825
Seabreeze Trailer Park	id=g:7190826
Village Mobile Park	id=g:7190827
Jacksonville Amtrak Station	id=g:7190828
Florida Baptist Convention Center	id=g:7190829
Jacksonville Event Center	id=g:7190830
Prime F Osborn Convention Center	id=g:7190831
Burnett Community Center	id=g:7190832
Carvill Community Center	id=g:7190833
Crystal Springs Community Center	id=g:7190834
Edith Brown Ford Community Center	id=g:7190835
H B Stowe Community Center	id=g:7190836
Mallison Community Center	id=g:7190837
Mary Lena Gibbs Community Center	id=g:7190838
Oceanway Community Center	id=g:7190839
Simonds Johnson Community Center	id=g:7190840
Barnett Historic Preservation Foundation	id=g:7190841
Cummer Museum of Art Gardens	id=g:7190842
Durkeville Historical Society	id=g:7190843
Jacksonville Christian Arts Center	id=g:7190844
Murray Hill Art Center	id=g:7190845
Carl S Swisher Library	id=g:7190846
Centennial Library	id=g:7190847
City of Jacksonville Library System Webb Wesconnett Branch	id=g:7190848
City of Jacksonville Library System Westbrook Branch Library	id=g:7190849
Cummer Museum of Art Library	id=g:7190850
Duval County Courthouse Law Library	id=g:7190851
Florida Coastal School of Law Library	id=g:7190852
Florida Community College at Jacksonville Kent Campus Library	id=g:7190853
Florida Community College at Jacksonville North Campus Library	id=g:7190854
Florida Community College Deerwood Center Library	id=g:7190855
Saint Johns County Public Library System Bartram Trail Branch Library	id=g:7190856
Saint Luke's Hospital Library	id=g:7190857
Saint Vincent's Medical Center Library	id=g:7190858
Brown Museum of Art	id=g:7190859
Cummer Museum of Art	id=g:7190860
G Howard Bryan Museum of Southern History	id=g:7190861
Hands on Childrens Museum	id=g:7190862
Jacksonville Maritime Museum Society	id=g:7190863
Jacksonville Museum of Modern Art	id=g:7190864
Lavilla Museum	id=g:7190865
Mandarin Museum	id=g:7190866
Carver Post Office	id=g:7190867
Murray Hill Post Office	id=g:7190868
Alcoy Road Mobile Home Park	id=g:7190869
Allens Mobile Home Park	id=g:7190870
Arrow Lane Mobile Home Park	id=g:7190871
Baileys Mobile Home Park	id=g:7190872
Briarwood Mobile Home Park	id=g:7190873
Brothers Mobile Home Park	id=g:7190874
Carr Mobile Home Village	id=g:7190875
Connie Jean Mobile Home Park	id=g:7190876
Country Roads Mobile Home Community	id=g:7190877
