Jabal Dilling	id=g:376449
Hillat Wadi esh Shekh	id=g:443933
Hillat el Karton	id=g:443934
Hillat es Sol‘at	id=g:443935
Ed Deim	id=g:443936
Deim esh Shab‘anab	id=g:443937
Gazerat Wad Morat	id=g:443938
Mahattat Gabet	id=g:443940
Hillat el Qoz	id=g:443941
Hillat esh Sheikh	id=g:443942
Hillat Tartor Abdel Salamab	id=g:443943
Hillat Tartor	id=g:443944
Hillat Tartor	id=g:443945
Hillat ‘Atra	id=g:443946
Hillat el Fitrab	id=g:443947
Shamātikwān	id=g:443948
Hillat el Sideira	id=g:443949
Hillat el Doshen	id=g:443950
Malkīyah	id=g:443951
Andārā	id=g:443952
Hillat esh Sheikh Attayiq	id=g:443953
Hillat el ‘Arabi	id=g:443954
Hillat al Qiblab	id=g:443955
Hillat esh Sharbab	id=g:443956
Marsa Hadād Gabā	id=g:443957
Hillat Deim el Qarray	id=g:443958
Hillat Wad Saqqa	id=g:443959
Hillat Qoz el Hag	id=g:443960
Maḩaţţat Musmār	id=g:443961
Hillat es Simemit	id=g:443962
Hillat el Mashaykha	id=g:443963
Amasa	id=g:443964
Hillat el Hosh	id=g:443965
Maḩaţţat Mayyās	id=g:443966
Hillat el Kubbo Shab	id=g:443967
Hillat el Hamadab	id=g:443968
Hillat el Bigrawiya	id=g:443969
Hillat al Kihek	id=g:443970
Hillat ed Darqab	id=g:443971
Hillat Qadaw	id=g:443972
Hillat el Aur Hussin	id=g:443973
Hillat el ‘Ared	id=g:443974
Hillat ‘Ared Qoz el Ttalha	id=g:443975
Hillat esh Shabatab	id=g:443976
Hillat esh Sharbab	id=g:443977
Hillat Um Jarki	id=g:443978
Hillat el Ghobosh	id=g:443979
Hillat el Qisesab	id=g:443980
Hillat el Hirerab	id=g:443982
Hillat Taybat el Khawad	id=g:443983
Hillat en Naqarab	id=g:443984
Hillat el Timerab	id=g:443985
Hillat Qoz el Wali	id=g:443986
Hillat el Qoz	id=g:443987
Hillat el Hibel	id=g:443988
Hillat an Norab	id=g:443989
Hillat Qubat Wad Salman	id=g:443990
Hillat el Foqra	id=g:443991
Hillat Wad Kasir	id=g:443992
Mahattat Akwāt	id=g:443993
Mahattat Asōt	id=g:443994
Mahattat Gumātēb	id=g:443995
Bir Rōfamt	id=g:443997
Maḩaţţat Sanda	id=g:443998
Hillat El Kirera	id=g:443999
Hillat es Sanaher	id=g:444000
Hillat Awlad Hamad	id=g:444002
Hillat Wad Mahamod	id=g:444003
Hillat el Bir	id=g:444004
Hillat Wad Abu Reda	id=g:444005
Jibāl Barāmwāysā	id=g:444006
Ab Shambala	id=g:444007
El Khamesab	id=g:444008
Hillat el Faki Siddeq	id=g:444009
Gazerat Masekh	id=g:444010
Gazerat Owen	id=g:444011
Hillat Wad Hamid al Qireshab	id=g:444012
Hillat Wad Hamid esh Shayqiya	id=g:444013
Hillat el Hawawiet	id=g:444014
Hillat el Fiqerab	id=g:444015
Hillat Ezzoroq	id=g:444016
Hillat Wadi el Abed	id=g:444017
Ash Shekab	id=g:444018
Hillat el Kandarya	id=g:444019
Ed Dayomab	id=g:444020
Al Mirewa	id=g:444021
Hillat Wad ‘Ibed	id=g:444022
Hillat Wad Bilelw	id=g:444023
Hillat Qasm es Sed	id=g:444024
Awlaq esh Shekh Babikir	id=g:444025
El Badyab	id=g:444026
Tabya	id=g:444027
Fareq el Hawaweit	id=g:444028
Fareq Wilad Balol	id=g:444029
Hillat Ab Salih	id=g:444030
Hillat ed Dareisa	id=g:444031
Es Sawarid	id=g:444032
Bir Adēt	id=g:444033
Hillat el Thawra	id=g:444034
Hillat Wadi el Hasar	id=g:444035
Umm Raha	id=g:444036
El Foqara	id=g:444037
Gazerat el Na‘em	id=g:444038
Agabat Tumabaf	id=g:444039
Hillat el Hasanab	id=g:444040
Zoroq Korbab	id=g:444041
El Kilewa Wad Gamal	id=g:444042
El Basaber el Sok	id=g:444043
El Basaber Hillat el Mda	id=g:444044
El ‘Azozab	id=g:444045
El Gabrab	id=g:444046
El Komor	id=g:444047
El Manaser	id=g:444048
El Bakrya el Qa a’	id=g:444049
Gadlab	id=g:444050
El Tafara	id=g:444051
Sayyal el ‘Ababda	id=g:444052
Ennuba Wad Fadniya	id=g:444053
Mashra el Kitayyab	id=g:444054
Hillat el Horra	id=g:444055
Hillat esh Shiwerib	id=g:444056
Hillat el Qilea	id=g:444057
Hillat Haddad	id=g:444058
Hillat El‘iqeda	id=g:444059
Hillat el Karada	id=g:444060
Hillat el Qussa	id=g:444061
El Himedab	id=g:444062
Hillat Wad Damook	id=g:444063
Hillat Banat	id=g:444064
Gazerat Shayabiy	id=g:444065
El Zedab	id=g:444066
El ‘Aqedab	id=g:444067
Nimra ‘Ashara	id=g:444069
Haye el ‘Arda el Mineqla	id=g:444070
Hillat Khalefa	id=g:444071
Qaryat Hamad Naalla	id=g:444072
Hillat el Hawya	id=g:444073
Qirenab	id=g:444074
El Haraza	id=g:444075
Wad Bakhet	id=g:444076
Hillat el Fiqera	id=g:444077
El Higelab	id=g:444078
Buqlab	id=g:444079
El Giref	id=g:444080
Hillat Shootak	id=g:444081
Hillat Alnitela	id=g:444082
Hillat Umm Mineqla	id=g:444083
Saqadi Shariq	id=g:444084
Hillat Qala‘t el Manaser	id=g:444085
Hillat al Deqa	id=g:444087
El Ba’shmer	id=g:444088
Gazerat El Higa	id=g:444089
El Hinarab	id=g:444090
El Timerab	id=g:444091
Gondar	id=g:444092
El Qezan	id=g:444093
Gazerat el ‘Kad	id=g:444094
Umm Tamra	id=g:444095
Lashaqia	id=g:444096
Manaser	id=g:444097
Gazerat Kardanabya	id=g:444098
El Khawawer	id=g:444099
Kadabas	id=g:444100
El Gabarna	id=g:444101
El Qobosh	id=g:444102
El Magadeb	id=g:444103
El Mased	id=g:444104
Emiherif	id=g:444105
El Konoz	id=g:444106
Gazerat el Qobosh	id=g:444107
Abu Khsos	id=g:444108
Gazerat Hamada	id=g:444109
Kadabas	id=g:444110
El Shoqla	id=g:444111
Gazerat el Oanaby	id=g:444112
Gabat Mar	id=g:444113
Al Tawalab	id=g:444114
Dar Mali	id=g:444115
Banat	id=g:444116
El Sidir	id=g:444117
Khlewa	id=g:444118
El Moqrar	id=g:444119
El ‘Kad	id=g:444120
El Ban Jaded	id=g:444121
Hillat El Hasanab	id=g:444122
El Hilla El Jadeda	id=g:444123
Shahadab	id=g:444124
Umm Hiqen	id=g:444125
El Figelab	id=g:444126
El Hideba	id=g:444127
El Liwes	id=g:444128
El Mosayab Foq	id=g:444129
El Mohayab Tiht	id=g:444130
El Gobarab Tiht	id=g:444131
El Gobarab Foq	id=g:444132
Khlewa	id=g:444133
El Gibrab	id=g:444134
Goz al Haj	id=g:444136
Umm Sunta	id=g:444137
Hillat al Kiweib	id=g:444138
Al Fahada	id=g:444139
Al Gilei Awlad Nafi	id=g:444140
Hillat Abu Senon	id=g:444141
Gaddik	id=g:444142
Al Gowez	id=g:444143
Hillat al Kea‘an	id=g:444144
At Tileih	id=g:444146
Ab Ajaj	id=g:444147
Al Geda	id=g:444148
Kajra	id=g:444149
Gazerat Umm Amab	id=g:444150
Ab Namel	id=g:444151
Jalang	id=g:444174
Jimmeza	id=g:444175
Warab	id=g:449225
Salam Farag	id=g:2563250
Ouled Daoud	id=g:2563252
Farajala	id=g:6252022
KayoKaji	id=g:6252023
Yuai	id=g:6254869
Atbara	id=g:6297335
Dongola	id=g:6297336
Damazine	id=g:6297337
El Fasher	id=g:6297338
Gedaref	id=g:6297339
Geneina	id=g:6297340
Kassala	id=g:6297341
Kosti	id=g:6297342
Kadugli	id=g:6297343
Nyala	id=g:6297344
Sennar	id=g:6297345
Port Sudan International	id=g:6297346
Renk	id=g:6297347
Juba	id=g:6297348
Malakal	id=g:6297349
Wadi Halfa	id=g:6297350
El Obeid	id=g:6301556
Jabal Muragi	id=g:6418463
Khawr Hamdeyd	id=g:6729396
Hor Mor	id=g:6729398
Heleyba	id=g:6742594
Gereyrat	id=g:6742928
Umm Habl	id=g:6742934
Vad El' Kheleyva	id=g:6743001
Umbrega	id=g:6743002
Jabal Vad Umar	id=g:6743003
Jabal Buada	id=g:6743007
Koraiteb	id=g:6745394
Khor Mor	id=g:6745995
Ash Sharīţ	id=g:6854043
An Nūr	id=g:6854044
Qoz Raqabat an Na‘īma	id=g:6854045
May‘at al Bawānes	id=g:6854046
Um Qara‘	id=g:6854047
Saba‘a	id=g:6854048
Al Barta	id=g:6854049
Ḑuwābīn	id=g:6854050
As Silek	id=g:6854051
Qezān ad Dasha	id=g:6854052
Um Qūta	id=g:6854053
Qoz Sūda	id=g:6854054
Suwada	id=g:6854055
Qoz Um Tibīr	id=g:6854056
Qoz ’Abu Ḩāmid	id=g:6854057
As Siqeta	id=g:6854058
Qoz ad Dibab	id=g:6854059
‘Aradāya	id=g:6854060
Qoz Dīdām	id=g:6854061
Khor az Za‘fāya	id=g:6854062
Talḩāya	id=g:6854063
Khor ar Ridayyis	id=g:6854064
Khor Yajūl	id=g:6854065
‘Iyāl an Nīl	id=g:6854066
Qoz Um Jimen	id=g:6854067
Qoz Kaldawes	id=g:6854068
Al Ḩalāwa	id=g:6854069
An Naqqāl	id=g:6854070
Khor ’Abu ‘Ambaj	id=g:6854071
Khor ’Abu Nāga	id=g:6854072
Qoz Um Za‘af	id=g:6854073
Qoz Burām	id=g:6854074
Qoz Sunnār	id=g:6854075
Qezān Um Za‘af	id=g:6854076
May‘at ar Ramla	id=g:6854077
Qoz Ţulūḩi	id=g:6854078
Dabbat Wad Muqdāy	id=g:6854079
Um Za‘af	id=g:6854080
Khor ’Abu Qarāqīr	id=g:6854081
Khor Nabaqaya	id=g:6854082
Al Makhālīf	id=g:6854083
Khor ’Abu Ka‘ūt	id=g:6854084
Khor Shiḩeḩīn	id=g:6854085
Qoz al Filekh	id=g:6854086
May‘at Qurdūd ash Shāyib	id=g:6854087
May‘at al ‘Arḑa	id=g:6854088
Qoz ’Al ’An Ḑarāba	id=g:6854089
Qoz ‘Ayna	id=g:6854090
Qoz al Khiyal	id=g:6854091
Qoz al Muddalli	id=g:6854092
Qoz al Hubak	id=g:6854093
Qoz Um Qutņa	id=g:6854094
Khor al Waral	id=g:6854095
Qoz az Za‘afāya	id=g:6854096
Qoz al Makhāda	id=g:6854097
Khor al Makhāda	id=g:6854098
Qezān ar Ridayyis	id=g:6854099
’Abu ‘Ambaj Alkawāhla	id=g:6854100
Khor ash Shakh Khār	id=g:6854101
Al Jabalon	id=g:6854102
Al Ghazāla	id=g:6854103
Ḩimedān	id=g:6854104
Jazīrat ar Riqayqa	id=g:6854105
Al Quwwir	id=g:6854106
Um Ḩayāya	id=g:6854107
Khor Jāden	id=g:6854108
Khor al Bā‘ij	id=g:6854109
Aj Jide‘at	id=g:6854110
Ash Shal Shāla al Madrasa	id=g:6854111
Dankūj ash Shluk	id=g:6854112
Ash Shal Shāla al Qubba	id=g:6854113
Qoz Qamara	id=g:6854114
’Awlād Shan	id=g:6854115
Az̧̧z̧iteţ Aşşaghīra	id=g:6854116
’Awlād as Sa‘īd	id=g:6854117
Al Hajarraj	id=g:6854118
’Ar Rashīd	id=g:6854119
‘Asūla	id=g:6854120
Ad Dibeda	id=g:6854121
Bayyārat al Marwa	id=g:6854122
Qoz al Waral	id=g:6854123
Dabat ’Abu Khayyu	id=g:6854124
Al Makhāda	id=g:6854125
Um Şanqūr al Kabīra	id=g:6854126
Khor al Makhāda	id=g:6854127
Ash Shāwa	id=g:6854128
Khor ad Dasīs	id=g:6854129
Sa‘īd	id=g:6854130
At Tirera	id=g:6854131
Um Dasīs	id=g:6854132
Khor Ḑiher	id=g:6854133
As Sa‘ada	id=g:6854134
As Sirūr	id=g:6854135
Al Khayra	id=g:6854136
‘Arādīb	id=g:6854137
An Nuzul	id=g:6854138
Ad Direra	id=g:6854139
Al ’Anḑarāba al Ḩassāniyya	id=g:6854140
Jimmeza	id=g:6854141
Aş Şafa	id=g:6854142
Al Marwa	id=g:6854143
Ţābat as Şabaḩa	id=g:6854144
Taksabūn	id=g:6854145
Al Majānīn	id=g:6854146
Tābat ’Ar Kāwīt	id=g:6854147
’Abu Qamza	id=g:6854148
’Abūna	id=g:6854149
Zakariyya	id=g:6854150
Ash Shekh Mūsa	id=g:6854151
Al Laḩāmda	id=g:6854152
Sharrat	id=g:6854153
Bayyārat Um Ḩayāya	id=g:6854154
Az Zi‘ef al ’Ahāmda	id=g:6854155
Ghābat al Barāsha	id=g:6854156
Bayyārat al Ghazalā	id=g:6854157
Um Şanqūr	id=g:6854158
Az Zi‘ef Sibeq	id=g:6854159
Al Ḩidayyib	id=g:6854160
Fallāta	id=g:6854161
Sharaf Ād Dīn	id=g:6854162
Khor Sharaf ad Dīn	id=g:6854163
Khor Kilekīs	id=g:6854164
Ḩafīr Kūḑi	id=g:6854165
May‘at al ‘Ajājā	id=g:6854166
Khor Sibeg	id=g:6854167
May‘at Qamzuz	id=g:6854168
Ţābat ’Abu ad Dakhīra	id=g:6854169
Ash Shekh Al Māhi	id=g:6854170
Khor aţ Ţalḩa	id=g:6854171
May‘at Farqīt	id=g:6854172
Ḩafīr aj Junub	id=g:6854173
Al Bashīr ’Ismā‘il	id=g:6854174
Ḩafīr Bānat	id=g:6854175
’Awlād ‘Īsa ad Dallās	id=g:6854176
’Abu al Lawlīs	id=g:6854177
Al Faki Hammād	id=g:6854178
Khor al Qiḑem	id=g:6854179
Al ‘Ibed Musa Wad Ḩāj	id=g:6854180
May‘at Khor ’Abu Mūsa	id=g:6854181
Al Faki Ḩāmid	id=g:6854182
’Abu Namil	id=g:6854183
May’at ’Abu Namil	id=g:6854184
Ḩafīr al Qirerīḩi	id=g:6854185
Ḩafīr ’Abu al Lawlīs	id=g:6854186
’Al ’Imtidād ’al ’Aḩāmda	id=g:6854187
’Al ’Imtidād ’al Musā‘dāb	id=g:6854188
Al ’Anḑarāba	id=g:6854189
Ḩummeda	id=g:6854190
Jabal ’Abu aḑ Ḑakhīra	id=g:6854191
Ash Shekh Ḩisen	id=g:6854192
Ḩafīr al ‘Amāra	id=g:6854193
Khor at Tetal	id=g:6854194
Al Ḩijerāt al Boyuḑ	id=g:6854195
Marārīd	id=g:6854196
Mabrūka al Ḩassāniyya	id=g:6854197
Al Habbāniyya	id=g:6854198
Barbīţ	id=g:6854199
Qoz ar Rişerşa	id=g:6854200
Ḩafīr aş Şabaḩa. Khor al	id=g:6854201
KiĪu ’Arba‘a	id=g:6854202
Jibal aj Jabalen	id=g:6854203
Khor Mihed ash Sharīf	id=g:6854204
’Abu Ḑulū‘	id=g:6854205
Farkat	id=g:6854206
Qoz ’Abu Ḑulū	id=g:6854207
May‘at ash Shaḩama	id=g:6854208
Ḩafīr an Nūrāb	id=g:6854209
Nāyfur	id=g:6854212
Khor Hayōy	id=g:6928401
Khor Delāwīt	id=g:6928402
Khor Ilāway	id=g:6928403
Khor Li’yēb	id=g:6928404
Jabal Adārāwī	id=g:6928405
Khor Adār Awēb	id=g:6928406
Jabal Adār	id=g:6928407
Khor al Hulla	id=g:6928408
Khor Dimya Kamōy	id=g:6928409
Khor Tawayāy	id=g:6928410
Khor Gabātīt	id=g:6928411
Khor Magōlyāy	id=g:6928412
Jabal Wiliktīb	id=g:6928413
Khor Dādīt	id=g:6928414
Jabal Hamārēb	id=g:6928415
Jabal Udarūtribāt	id=g:6928416
Khor Ēra’gwēb	id=g:6928417
Khor Tokamōy	id=g:6928418
Khor Adāwīt	id=g:6928419
Khor Li’yēb	id=g:6928420
Bir Hamyam	id=g:6928421
Khor Ataf	id=g:6928422
Khor Banayēb	id=g:6928423
Khor Bādīt	id=g:6928424
Khor Agēb	id=g:6928425
Khor Ugdēm	id=g:6928426
Khor Ambarisāy	id=g:6928427
Khor Hambūlīb	id=g:6928428
Khor Gabanāyēb	id=g:6928429
Jabal Ri’dāb	id=g:6928430
Khor Wat-hāy	id=g:6928431
Jabal Hiwāy Bar	id=g:6928432
Khor Shabā	id=g:6928433
Khor Hashēt	id=g:6928434
Khor Wāryū	id=g:6928435
Khor Dirbūb	id=g:6928436
Jabal Ragāgāb	id=g:6928437
Khor Nīlātēb	id=g:6928438
Jibāl Karā	id=g:6928439
Khor Midbābīt	id=g:6928440
Wādī Abū Shētāb	id=g:6928441
Jabal Yōb	id=g:6928442
Jabal Tōbal	id=g:6928443
Khor Hashasht	id=g:6928444
Khor Hawdā	id=g:6928445
Khor Itrēb	id=g:6928446
Khor Tulūkwān	id=g:6928447
Khor Tūmalyāt	id=g:6928448
Jabal Saluwēb	id=g:6928449
Jabal Odī	id=g:6928450
Jabal Rūmīt	id=g:6928451
Khor Adār Yamiyeb	id=g:6928452
Khor Adār Guwāb	id=g:6928453
Khor Gilāyir Ūb	id=g:6928454
Gorongosa National Park	id=g:6941934
Underwater Gardens at Port Sudan	id=g:6941983
Jebel Heiana	id=g:6957936
Buweisa Wells	id=g:6957937
Aj Jined	id=g:6957938
Khor Hōkēb	id=g:6963235
Khor Dirātīt	id=g:6963236
Khor Bādirim	id=g:6963237
Jibāl Finiyēb	id=g:6963238
Marsa Shalag	id=g:6963239
Hadrōkun	id=g:6963240
Jabal Tuhārī	id=g:6963241
Khor Barāsāyēb	id=g:6963242
Marsa al ‘Aţshān	id=g:6963243
Marsa Tēbādēb	id=g:6963244
Jibāl Ganayēb	id=g:6963245
Jabal Tuhūdat	id=g:6963246
Shinkartēb	id=g:6963247
Marsa Danbartēb	id=g:6963248
Marsa Bilōnāb	id=g:6963249
Marsa Bilātīt	id=g:6963250
Jabal Adār Awēb	id=g:6963251
Jabal Homātēb	id=g:6963252
Jabal Tōgarār	id=g:6963253
Khor Agāyēb	id=g:6963254
Marsa Tankēfāl	id=g:6963255
Khor Baynērō	id=g:6963256
Khor Tēkrānīb	id=g:6963257
Khor Kalānāyēb	id=g:6963258
Khor Siyyīb	id=g:6963259
Khor Tō’ambīkā	id=g:6963260
Khor Atalāb	id=g:6963261
Khor Kowāyēb	id=g:6963262
Khor Ōnāl	id=g:6963263
Khor Umm Barsāyēb	id=g:6963264
Jibāl Tōsārī	id=g:6963265
Khor Umm Bāyū	id=g:6963266
Khor Gadīnāw	id=g:6963267
Khor Bēlāykwān	id=g:6963268
Jibāl Tōkamūy	id=g:6963269
Khor Kalināyēb	id=g:6963270
Khor Yakrāyēb	id=g:6963271
Khor Dalawēb	id=g:6963272
Marsa Qadāf	id=g:6963273
Khor Hēbā	id=g:6963274
Khor Birkitēb	id=g:6963275
Bir Nafilyam	id=g:6963276
Ābār Bēlā	id=g:6963277
Khor Ugrā	id=g:6963278
Marsa Muḩammad Qol	id=g:6963279
Jazīrat Bāyer	id=g:6963280
Khor Lāsitēb	id=g:6963281
Khor Yāwaykurār	id=g:6963282
Khor Yāwaykurār	id=g:6963283
Khor Hībrōb	id=g:6963284
Khor Mashādkwān	id=g:6963285
Khor Mashādkwān	id=g:6963287
Jibāl Kamēbār	id=g:6964554
Jabal Tahūddat	id=g:6964555
Khashm Gabātīt	id=g:6964556
Wadi Da’mūg	id=g:6964557
Jibāl Marsūs	id=g:6964558
Wadi Gabātīt	id=g:6964559
Jabal Iwā’et	id=g:6964560
Jabal Iwā‘et	id=g:6964561
Khor Nab’at Bitēb	id=g:6964562
Jibāl Karatēb	id=g:6964563
Khor Tumāgin	id=g:6964564
Khor Kurbiyāy	id=g:6964565
Jibāl Uwaydā	id=g:6964566
Khor Misgadīya	id=g:6964567
Jibāl Tushudhīn	id=g:6964568
Khor Dilwēb	id=g:6964569
Khor Hamārīb	id=g:6964570
Jibāl Adar Hubēt	id=g:6964571
Khor Sagi Sōtāy	id=g:6964572
Khor Kūkarāyēb	id=g:6964573
Jabal Shagar	id=g:6964574
Jabal Hāsarād	id=g:6964575
Wadi Haratrēb	id=g:6964576
Jibāl Sarōbāyēb	id=g:6964577
Khor Fagalkū	id=g:6964578
Khor Da’tēb	id=g:6964579
Khor Sōrēt	id=g:6964580
Khor Dilbī	id=g:6964581
Khor Targīt	id=g:6964582
Jabal Blayēt	id=g:6964583
Wadi Dibabtēb	id=g:6964584
Jabal Adar	id=g:6964585
Aqabat Takaleb	id=g:6964586
Jabal Ōnāl	id=g:6964587
Khor Umūd	id=g:6964588
Khor Magin	id=g:6964589
Jabal Lisitēb	id=g:6964590
Jabal Bīrunēb	id=g:6964591
Khor Shandūdāy	id=g:6964592
Khor Ekūk	id=g:6964593
Khor Tātiwā	id=g:6964594
Khor Hagayāyit	id=g:6964595
Khor Bikāyēb	id=g:6964596
Jibāl Uhaynā	id=g:6964597
Khor Kamawēb	id=g:6964598
Wadi Maharag	id=g:6964599
Khor Dilbī	id=g:6964600
Khor Ablharīs	id=g:6964601
Jabal Muhamardur	id=g:6964602
Jabal Maranfīt	id=g:6964603
Khor Adāwīd	id=g:6964604
Khor Tinshā’ēb	id=g:6964605
Jibāl Shigriyāy	id=g:6964606
Jabal Hābulōl	id=g:6964607
Jabal Dulāyēb	id=g:6964608
Jibāl Sarārāb	id=g:6964609
Khor Midbābīt	id=g:6964610
Sagi Sōtāy	id=g:6964611
Khor Garābātēb	id=g:6964612
Jabal Da’tēb	id=g:6964613
Khor Umūd Umaytī	id=g:6964614
Khor Adal Awēb	id=g:6964625
Khor Tukwāshab	id=g:6964626
Khor Hīmāyēb	id=g:6964627
Khor Salālagwēb	id=g:6964628
Khor Adal Awēb	id=g:6964629
Khor Mahaddamīb	id=g:6964630
Khor Si’ētikwān	id=g:6964631
Khor Salāl Hindiyēb	id=g:6964632
Khor Hambōkēb	id=g:6964633
Khor Shōtādaw	id=g:6964634
Khor Hadal Yūb	id=g:6964635
Khor La’wayēt	id=g:6964636
Khor Tuhashātēt	id=g:6964637
Khor Shi’ēgāb	id=g:6964638
Khor Hashātēt	id=g:6964639
Khor Ēt	id=g:6964640
Khor Hadikwān	id=g:6964641
Khor Kamōydaw	id=g:6964642
Khor Hadalāb	id=g:6964643
Khor Birradaw	id=g:6964644
Khor Bāwisēy	id=g:6964645
Khor Tahīmī	id=g:6964646
Khor Tū’angulbāb	id=g:6964647
Khor Ma’tidaw	id=g:6964648
Khor Tūhadfē	id=g:6964649
Khor Saggūm	id=g:6964650
Khor Li’ēbkwān	id=g:6964651
Khor Hayō Āyēb	id=g:6964652
Khor Uwēkissagā	id=g:6964653
Khor Angalōyitkwān	id=g:6964654
Khor Ma’gēt	id=g:6964655
Khor ‘Abābdāyēb	id=g:6964656
Khor Si’ētirikūn	id=g:6964657
Khor Sādir	id=g:6964658
Khor Da’yat	id=g:6964659
Birgaw	id=g:6964660
Sakanhalt	id=g:6964661
Marsa Darakh	id=g:6964662
Marsa Darbanyēb	id=g:6964663
Jabal Tahangwāb	id=g:6964664
Marsa Shalak aş Şaghīr	id=g:6964665
Kumrēt Jabal	id=g:6964666
Jabal Yahūdīb	id=g:6964667
Jabal Ēlhamūy	id=g:6964668
Jibāl Kumrēt	id=g:6964669
Jibāl Tukumrī	id=g:6964670
Jabal Balūlāb	id=g:6964671
Jabal Hadalāb	id=g:6964672
Jabal Hankar	id=g:6964673
Jabal Anitguwāb	id=g:6964674
Jabal Takwāy	id=g:6964675
Jibāl Akrāradatēb	id=g:6964676
Jibāl Agilhōk	id=g:6964677
Jabal Adārguwāb	id=g:6964678
Jabal Tīlāyēb	id=g:6964679
Jabal Ērāb	id=g:6964680
Khor Garār Tū’irā	id=g:6964681
Jabal Tūtakwāy	id=g:6964682
Jabal Kilāyēt	id=g:6964683
Jibāl Taraddal	id=g:6964684
Jibāl Hangwāb	id=g:6964685
Jibāl Taraddal	id=g:6964686
Jabal Balūlāb	id=g:6964687
