Pooles Grove Baptist Church	id=g:7231028
Community of Christ Church	id=g:7236505
Farwell Community Church	id=g:7236506
Farwell United Methodist Church	id=g:7236507
Living Hope Lutheran Church	id=g:7236508
Trinity Baptist Church	id=g:7236509
Meadows of Farwell Mobile Home Park	id=g:7236510
Garfield Memorial Library	id=g:7236511
Clare County Historical Society and Museum	id=g:7236512
Barnes Island Park	id=g:7236513
Stamina Stadium Park	id=g:7236514
Clare Post Office	id=g:7236515
Clare City Hall	id=g:7236516
Clare Fire Department	id=g:7236517
Victory Baptist Church	id=g:7236518
Clare Congregational United Church of Christ	id=g:7236519
Saint Cecila Church	id=g:7236520
Clare Christ Fellowship Church	id=g:7236521
Old Time Missionary Baptist Church	id=g:7236522
Clare United Methodist Church	id=g:7236523
Saint John Evangelical Lutheran Church	id=g:7236524
Mills Road Cemetery	id=g:7236525
Cat Ridge Baptist Cemetery	id=g:7236526
Quaker Church Cemetery	id=g:7236527
Peach Lake Cemetery	id=g:7236528
Avery Cemetery	id=g:7236529
Reynolds-Cross River Cemetery	id=g:7236530
Halstead Cemetery	id=g:7236531
Keeler Cemetery	id=g:7236532
South Salem Presbyterian Church	id=g:7236533
South Salem Presbyterian Church Cemetery	id=g:7236534
Saint John's Episcopal Church	id=g:7236535
Stephen Wise Free Synagogue Cemetery	id=g:7236536
Temple Israel Cemetery	id=g:7236537
Cooke Family Cemetery	id=g:7236538
Trinity Protestant Episcopal Cemetery	id=g:7236539
Delancey Cemetery	id=g:7236540
Old Town of Mamaroneck Cemetery	id=g:7236541
Rogers Cemetery	id=g:7236542
Quaker Burial Grounds	id=g:7236543
Palmer Cemetery	id=g:7236544
Florence-Powell Cemetery	id=g:7236545
Disbrow Cemetery	id=g:7236546
Maggie Cordova Elementary	id=g:7236547
Intel Corporation	id=g:7236548
Saint Simon's Episcopal Church	id=g:7236549
The Rock Cemetery	id=g:7236550
First Baptist Church of Clare	id=g:7236551
Clare Police Department	id=g:7236552
Jehovah's Witnesses Clare	id=g:7236553
Pleasant Valley Mobile Home Park	id=g:7236554
Ruby's Mobile Home Park	id=g:7236555
Grace Bible Church	id=g:7236556
Sheridan Township Hall	id=g:7236557
Colonville Bible Church	id=g:7236558
Tendercare of Clare	id=g:7236559
Mid Michigan Physicians Group	id=g:7236560
Arthur Township Hall	id=g:7236561
Clare Middle School	id=g:7236562
Clare Primary School	id=g:7236563
Clare High School	id=g:7236564
Mid Michigan Medical Center	id=g:7236565
Shamrock Park	id=g:7236566
Clare City Park	id=g:7236567
Gerrish Railroad Roadside Park	id=g:7236568
Wilson Grove	id=g:7236569
Garrity Cemetery	id=g:7236570
Lincoln Township Cemetery	id=g:7236571
Freeman Cemetery	id=g:7236572
Meridith Cemetery	id=g:7236573
Thompson Cemetery	id=g:7236574
Elm Grove Cemetery (historical)	id=g:7236575
Cedar View Cemetery	id=g:7236576
Saint John's Lutheran Cemetery	id=g:7236577
Clare Welcome Center	id=g:7236578
Logging Railroads Historical Marker	id=g:7236579
Michigan's Petroleum Industry Historical Marker	id=g:7236580
Harrison Historical Marker	id=g:7236581
Clare Congregational Church Historical Marker	id=g:7236582
Cibola High School	id=g:7236583
Cottonwood Mall	id=g:7236584
Southwestern Indian Polytechnical Institute	id=g:7236585
Taylor Middle School	id=g:7236586
Lasts Island (historical)	id=g:7236587
Congregacion Hispana Christian Fellowship Church	id=g:7236588
Briarwood Estates Mobile Home Park	id=g:7236589
Ashfield Estates Mobile Home Park	id=g:7236590
Clearfork Mobile Home Park	id=g:7236591
Madison City Mobile Home Park	id=g:7236592
Midpoint Woods	id=g:7236593
Carefree Estates	id=g:7236594
Pin Oak Mobile Home Park	id=g:7236595
Greenfield Estates Mobile Home Park	id=g:7236596
Forest Hills Mobile Park	id=g:7236597
Hillside Mobile Home Park	id=g:7236598
Shelby Mobile Home Park	id=g:7236599
Woodside Estates Mobile Home Park	id=g:7236600
Colonial Hills	id=g:7236601
Fairview Mobile Home Park	id=g:7236602
Shady Lane Mobile Home Park	id=g:7236603
Hidden Valley Mobile Home Park	id=g:7236604
Capri Mobile Home Park	id=g:7236605
Dale Avenue Mobile Home Park	id=g:7236606
Ken-mar Mobile Home Park	id=g:7236607
Sunnyview	id=g:7236608
Dobbin Cemetery	id=g:7236609
Bowdish Cemetery	id=g:7236610
Tyre City Cemetery	id=g:7236611
Stark Street Cemetery	id=g:7236612
Ovid Street Pioneers Cemetery	id=g:7236613
West Fayette Cemetery	id=g:7236614
Willowdale Cemetery	id=g:7236615
Burgh Cemetery	id=g:7236616
Fayette Church Cemetery	id=g:7236617
Old Ovid Village Cemetery	id=g:7236618
Sheldrake Cemetery	id=g:7236619
Townsendville Cemetery	id=g:7236620
Covert Baptist Cemetery	id=g:7236621
New York Chiropractic College	id=g:7236622
Eisenhower College (historical)	id=g:7236623
Cayuga Residence Hall	id=g:7236624
Mohawk Residence Hall	id=g:7236625
Oneida Residence Hall	id=g:7236626
Huron Residence Hall	id=g:7236627
Tuscarora Residence Hall	id=g:7236628
Onondaga Residence Hall	id=g:7236629
Iroquois Residence Hall	id=g:7236630
Woodland Residence Hall	id=g:7236631
Niagara Residence Hall	id=g:7236632
Seneca Falls Health Center	id=g:7236633
Salinas National Monument Headquarters and Visitor Center	id=g:7236634
Los Ranchos Elementary	id=g:7236635
Grecian Park	id=g:7236636
Kingston (historical)	id=g:7236637
First Baptist Church	id=g:7236638
Interlaken Reformed Church	id=g:7236639
Covert Baptist Church	id=g:7236640
Holy Cross Catholic Church	id=g:7236641
Ovid Federated Church	id=g:7236642
Bohemian National Cemetery	id=g:7236643
McElroy Mine	id=g:7236644
Soldiers Delight Mine	id=g:7236645
Retsof Salt Mine	id=g:7236646
Hampton Corners Mine	id=g:7236647
Volunteer Village	id=g:7236648
Halls And Powell Mobile Home Park	id=g:7236649
Country Estates Mobile Home Park	id=g:7236650
Plantation Acres Mobile Home Park	id=g:7236651
Rifle Range Estates	id=g:7236652
Northridge Estates	id=g:7236653
Cumberland View Mobile Home Park	id=g:7236654
Lovell Road Mobile Home Park	id=g:7236655
Oak Park	id=g:7236656
Grand Oaks	id=g:7236657
Beaver Creek Estates	id=g:7236658
Tillery Drive Mobile Home Park	id=g:7236659
Concord Trailer Park	id=g:7236660
Dogwood Mobile Home Park	id=g:7236661
Eagles Landing Mobile Home Park	id=g:7236662
Fults Trailer Park	id=g:7236663
Holston Mobile Home Park	id=g:7236664
Karns Mobile Home Kort	id=g:7236665
Pinewood Trailer Park	id=g:7236666
Piney Grove Mobile Home Park	id=g:7236667
Sites Mobile Home Park	id=g:7236668
Spur Trailer Park	id=g:7236669
Twi-lite Zone Mobile Home Park	id=g:7236670
West Knoxville Mobile Park	id=g:7236671
Spring Valley Elementary	id=g:7236672
Morning Star Evangelical Lutheran School	id=g:7236673
Morning Star Evangelical Lutheran Church	id=g:7236674
Loudoun County Animal Shelter	id=g:7236675
Loudoun County Government Center	id=g:7236676
Wingler House Apartments	id=g:7236677
Loudoun County Juvenile Detention Center	id=g:7236678
Blue Ridge Speech and Hearing Center	id=g:7236679
Dulles South Multipurpose Center	id=g:7236680
Dulles South Public Safety Center	id=g:7236681
Byrne's Ridge Park	id=g:7236682
Edgar Tillett Memorial Park	id=g:7236683
Oliver General Hospital (historical)	id=g:7236684
Malone Quarry	id=g:7236685
Kings Quarry	id=g:7236686
Johns Cemetary	id=g:7236687
Fred Meijer White Pine Trail State Park	id=g:7236688
112 A Lateral	id=g:7236689
B 1 A Lateral	id=g:7236690
B 1 D Lateral	id=g:7236691
B 1 G Lateral	id=g:7236692
B 1 Lateral	id=g:7236693
B 1 Pipeline	id=g:7236694
B 2 Lateral	id=g:7236695
B 2 Pipeline	id=g:7236696
B Feeder	id=g:7236697
Danny Turner Pipeline	id=g:7236698
Declo Drain	id=g:7236699
G 11 A Lateral	id=g:7236700
G 11 Lateral	id=g:7236701
G 12 1/2 Lateral	id=g:7236702
G 12 1/2 Pipeline	id=g:7236703
G 15 B Lateral	id=g:7236704
G 15 Lateral	id=g:7236705
G 15 Pipeline	id=g:7236706
G 152 Lateral	id=g:7236707
G 16 B Lateral	id=g:7236708
G 16 Lateral	id=g:7236709
G 17 Lateral	id=g:7236710
G 18 A Lateral	id=g:7236711
G 18 D Lateral	id=g:7236712
G 18 Lateral	id=g:7236713
G 19 D Lateral	id=g:7236714
G 19 Lateral	id=g:7236715
G 2 Lateral	id=g:7236716
G 20 C Lateral	id=g:7236717
G 20 Drain	id=g:7236718
Park Hills Crossing	id=g:7236719
Spring Valley Estates	id=g:7236720
Fairborn Mobile Home Park	id=g:7236721
Pinewood Village	id=g:7236722
Waynetta Mobile Home Park	id=g:7236723
Sherman's Trailer Park	id=g:7236724
Wright Patterson Mobile Home Park	id=g:7236725
G 7 A Lateral	id=g:7236726
G 8 Lateral	id=g:7236727
G 9 Lateral	id=g:7236728
G Waste	id=g:7236729
H 1 Lateral	id=g:7236730
H 10 Lateral	id=g:7236731
H 12 N Lateral	id=g:7236732
H 12 D Lateral	id=g:7236733
H 12 J Lateral	id=g:7236734
H 12 K Lateral	id=g:7236735
H 12 Lateral	id=g:7236736
H 14 Lateral	id=g:7236737
H 15 A Lateral	id=g:7236738
Forscutt Cemetery	id=g:7236739
H 15 B Lateral	id=g:7236740
Victory Union Cemetery	id=g:7236741
H 15 C Lateral	id=g:7236742
H 15 D Lateral	id=g:7236743
Spring Lake Cemetery	id=g:7236744
Spring Lake Church	id=g:7236745
H 15 Lateral	id=g:7236746
H 16 E Lateral	id=g:7236747
Cummings Cemetery	id=g:7236748
Meridian Village Cemetery	id=g:7236749
H 16 A Lateral	id=g:7236750
H 16 C Lateral	id=g:7236751
H 16 F Lateral	id=g:7236752
Union Hill Cemetery	id=g:7236753
Dutton Cemetery	id=g:7236754
H 16 J Lateral	id=g:7236755
Conquest Village Cemetery	id=g:7236756
Old Montezuma Cemetery	id=g:7236757
McCloud Cemetery	id=g:7236758
Salt Road Cemetery	id=g:7236759
Stevens Family Cemetery	id=g:7236760
Wethy Family Cemetery	id=g:7236761
Old Port Byron Cemetery	id=g:7236762
Dixon-Wilson Cemetery	id=g:7236763
Emerson Cemetery	id=g:7236764
Smith Road Cemetery	id=g:7236765
God's Acre Cemetery	id=g:7236766
Lamphere Cemetery	id=g:7236767
Wilson Family Cemetery	id=g:7236768
Sitzer Cemetery	id=g:7236769
White Cemetery	id=g:7236770
Bowen Cemetery	id=g:7236771
Helmer Cemetery	id=g:7236772
Crim Cemetery	id=g:7236773
Ferris Cemetery	id=g:7236774
H 16 K Lateral	id=g:7236775
H 16 Lateral	id=g:7236776
H 17 A Lateral	id=g:7236777
H 17 B Lateral	id=g:7236778
H 17 E Lateral	id=g:7236779
H 17 E Pipeline	id=g:7236780
H 17 G Lateral	id=g:7236781
H 17 H Lateral	id=g:7236782
H 17 M Lateral	id=g:7236783
H 17 Rail Road Pipeline	id=g:7236784
H 17 C Lateral	id=g:7236785
H 18 1/2 Lateral	id=g:7236786
H 19 Lateral	id=g:7236787
H 2 A Lateral	id=g:7236788
H 2 B Lateral	id=g:7236789
H 2 C Lateral	id=g:7236790
H 2 D Lateral	id=g:7236791
H 2 Lateral	id=g:7236792
H 20 Lateral	id=g:7236793
H 22 A Lateral	id=g:7236794
H 22 B Lateral	id=g:7236795
H 22 Lateral	id=g:7236796
H 22 B Pipeline	id=g:7236797
H 23 Lateral	id=g:7236798
H 24 Pipeline	id=g:7236799
H 29 Lateral	id=g:7236800
H 3 Lateral	id=g:7236801
H 4 A Lateral	id=g:7236802
H 4 Lateral	id=g:7236803
H 6 Lateral	id=g:7236804
H 7 A Lateral	id=g:7236805
H 7 Lateral	id=g:7236806
H 8 A Lateral	id=g:7236807
H 8 Pipeline	id=g:7236808
H Waste	id=g:7236809
H 17 Spill Pipeline	id=g:7236810
J 1 Lateral	id=g:7236811
J 10 Lateral	id=g:7236812
J 11 Lateral	id=g:7236813
J 12 B Lateral	id=g:7236814
J 12 Lateral	id=g:7236815
J 13 Lateral	id=g:7236816
J 14 Lateral	id=g:7236817
J 15 Pipeline	id=g:7236818
J 16 Lateral	id=g:7236819
J 17 Pipeline	id=g:7236820
J 19 C Lateral	id=g:7236821
J 19 Lateral	id=g:7236822
J 19.1 Lateral	id=g:7236823
J 19.3 Lateral	id=g:7236824
J 2 A Lateral	id=g:7236825
J 2 B Lateral	id=g:7236826
J 2 Lateral	id=g:7236827
J 20 Lateral	id=g:7236828
J 21 A Lateral	id=g:7236829
J 21 B Lateral	id=g:7236830
J 21 Lateral	id=g:7236831
J 22 Lateral	id=g:7236832
J 23 A Lateral	id=g:7236833
J 23 C Lateral	id=g:7236834
J 23 D Lateral	id=g:7236835
J 23 D Pipeline	id=g:7236836
J 23 F Lateral	id=g:7236837
J 23 Lateral	id=g:7236838
J 24 C Lateral	id=g:7236839
J 24 Lateral	id=g:7236840
J 24 Pipeline	id=g:7236841
J 25 A Lateral	id=g:7236842
J 27 D Lateral	id=g:7236843
J 25 Lateral	id=g:7236844
J 26 A Lateral	id=g:7236845
J 26 B Lateral	id=g:7236846
J 26 Lateral	id=g:7236847
J 26 Pipeline	id=g:7236848
J 27 1/2 Lateral	id=g:7236849
J 27 C Lateral	id=g:7236850
J 27 F Pipeline	id=g:7236851
J 27 F Waste	id=g:7236852
Cranberry Meadows	id=g:7236853
Cox's Dam	id=g:7236854
Cooper Green	id=g:7236855
Corell Park	id=g:7236856
Opelika Quarry	id=g:7236857
Oasis Elementary School	id=g:7236858
Paradise Valley Community College	id=g:7236859
Phoenix Seminary	id=g:7236860
Rainstar University	id=g:7236861
Valley Classical Christian School	id=g:7236862
Saguaro Hills Christian School	id=g:7236863
Scottsdale Culinary Institute	id=g:7236864
Sun Valley High School	id=g:7236865
Estrella Mountain Ranch School	id=g:7236866
Health Science High School	id=g:7236867
Saint Jerome Catholic School	id=g:7236868
Metropolitan College	id=g:7236869
Lamson College	id=g:7236870
Southwest College of Naturopathic Medicine	id=g:7236871
MacArthur Elementary School	id=g:7236872
Paseo Hills Schools	id=g:7236873
Carmel Community Arts and Technology Charter School	id=g:7236874
Greenway Middle School	id=g:7236875
Redwood Academy	id=g:7236876
Highland High School	id=g:7236877
Summit Elementary School	id=g:7236878
Shepard of the Desert Luthuran School	id=g:7236879
Kyrene del Sureno Elementary School	id=g:7236880
International Baptist College	id=g:7236881
Collins College	id=g:7236882
Rio Salado Community College	id=g:7236883
University of Phoenix	id=g:7236884
Granada Primary School	id=g:7236885
Intelli - School - Paradise Valley	id=g:7236886
Desert Pointe Academy	id=g:7236887
Estrella High School	id=g:7236888
Sweetwater School	id=g:7236889
Desert Marigold School	id=g:7236890
Kyrene de las Brisas Elementary School	id=g:7236891
Friendship Christian School	id=g:7236892
Desert Shadows Middle School	id=g:7236893
Desert Sun Elementary School	id=g:7236894
Tesseract School - Middle and Upper School Campus	id=g:7236895
Lone Cactus High School	id=g:7236896
Scottsdale Christian Academy	id=g:7236897
Valley Christian High School	id=g:7236898
Wildflower School	id=g:7236899
Mesa Montessori School	id=g:7236900
Gem Charter School	id=g:7236901
91st Psalm Christian School	id=g:7236902
West Middle School	id=g:7236903
Rhodes Junior High School	id=g:7236904
Skyline High School	id=g:7236905
Quail Run Elementary School	id=g:7236906
Montessori Day Public School Charter	id=g:7236907
East Valley Academy	id=g:7236908
Precision Academy System Charter School	id=g:7236909
American Christian Academy	id=g:7236910
ITT Technical Institute	id=g:7236911
University of Advancing Technology	id=g:7236912
Ottawa University Tempe Campus	id=g:7236913
Remington College Tempe Campus	id=g:7236914
Ecotech Agricultural Charter School	id=g:7236915
Central Arizona College - Superstition Mountain Campus	id=g:7236916
South Mountain Community College	id=g:7236917
High - Tech Institute	id=g:7236918
Highland Elementary School	id=g:7236919
Camelback Desert School Scottsdale Campus	id=g:7236920
Cactus High School	id=g:7236921
Apollo College Phoenix Westside Campus	id=g:7236922
Faith Mountain Christian Center School	id=g:7236923
Vista del Sur Middle School	id=g:7236924
Good Shepherd Lutheran School	id=g:7236925
Saint Catherine of Siena School	id=g:7236926
Arizona College of Allied Health	id=g:7236927
International School of Arizona	id=g:7236928
Apollo College Phoenix Campus	id=g:7236929
Everest College	id=g:7236930
Ottawa University Phoenix Campus	id=g:7236931
Benjamin Franklin Charter School - Queen Creek	id=g:7236932
Val Vista Lakes Elementary School	id=g:7236933
Desert Dawn Private School	id=g:7236934
Queen of Peace School	id=g:7236935
Our Lady of Perpetual Help School	id=g:7236936
Weinberg Elementary School	id=g:7236937
Eagles Aerie School	id=g:7236938
Western International University	id=g:7236939
The Art Institute of Phoenix	id=g:7236940
Argosy University Phoenix Campus	id=g:7236941
DeVry University	id=g:7236942
Saint John Vianney Catholic School	id=g:7236943
Camelback Desert School	id=g:7236944
Arizona Agribusiness and Equine Center	id=g:7236945
Dobson Montessori School	id=g:7236946
Peoria Horizons Charter School	id=g:7236947
Barbara Bush Elementary School	id=g:7236948
Desert Vista High School	id=g:7236949
Paradise Mount Christ Academy	id=g:7236950
Arizona Agribusiness and Equine School	id=g:7236951
American Indian College	id=g:7236952
Montessori Kingdom of Learning School	id=g:7236953
Kaplan College Phoenix Campus	id=g:7236954
Midwestern University	id=g:7236955
Saint Peters Montessori School	id=g:7236956
Universal Technical Institute	id=g:7236957
Estrella Mountain Community College	id=g:7236958
Phoenix Hebrew Academy	id=g:7236959
Accommodation School	id=g:7236960
South Valley Academy	id=g:7236961
Frank Lloyd Wright School of Architexture Taliesin West Campus	id=g:7236962
Tempe Christian School	id=g:7236963
Montessori Childrens House	id=g:7236964
El Dorado High School	id=g:7236965
Phoenix Metro Islamic School	id=g:7236966
Copper King Elementary School	id=g:7236967
New Way Learning Academy	id=g:7236968
Sonoma Ranch Elementary School	id=g:7236969
Sousa Elementary School	id=g:7236970
Larry C Kennedy School	id=g:7236971
NFL Yet Academy	id=g:7236972
Edupreneurship Student Center	id=g:7236973
Kyrene de la Paloma Elementary School	id=g:7236974
Desert View Learning Center	id=g:7236975
Temple Solel School	id=g:7236976
Vulture Peak Middle School	id=g:7236977
West Side Private School	id=g:7236978
Faith Christian School	id=g:7236979
Saint Pauls Preparatory Academy	id=g:7236980
Porter Elementary School	id=g:7236981
Tempe Montessori School	id=g:7236982
Durango Detention Center	id=g:7236983
Kiser Elementary School	id=g:7236984
Madison Rose Lane Elementary School	id=g:7236985
Montessori Day School Chandler Campus	id=g:7236986
Wickenburg Christian Academy	id=g:7236987
Kerr Elementary School	id=g:7236988
Tempe Accelerated High School	id=g:7236989
