Kal Gāh	id=g:129197
Fadūk	id=g:134978
Fadak	id=g:134979
Fadāgh	id=g:134980
Fadāfen	id=g:134981
Kūh-e Facheh	id=g:134982
‘Ezzatābād	id=g:134983
‘Ezzatābād	id=g:134984
‘Ezzābād	id=g:134985
‘Ezzābād	id=g:134986
Aznāv	id=g:134987
Eznāv	id=g:134988
Aznā	id=g:134989
Aznahrī	id=g:134990
Aznāb	id=g:134991
Kūh-e Aznā	id=g:134992
Aznā	id=g:134993
Tang-e Ezhdehā	id=g:134994
Kamar-e Ezhdehā	id=g:134995
Kūh-e Azgandī	id=g:134996
`Ezābād	id=g:134997
Īzī	id=g:134998
Kūh-e Eyvonā	id=g:134999
Eyvānekey	id=g:135001
Eyvand-e ‘Olyā	id=g:135002
Eyvānak	id=g:135003
‘Ayvalī	id=g:135004
Eytūlī	id=g:135005
‘Eyshābād	id=g:135006
‘Eyshābād	id=g:135007
‘Eyshābād	id=g:135008
‘Eyshābād	id=g:135009
‘Eyshābād	id=g:135010
‘Eyshābād	id=g:135011
‘Eyshābād	id=g:135012
‘Eyshābād	id=g:135013
Kūh-e `Eysh	id=g:135014
‘Eyn Varzān	id=g:135015
Eynūk	id=g:135016
`Eynūk	id=g:135017
‘Eyn oz Zamān	id=g:135018
‘Eynollāh Valī	id=g:135019
‘Eyn ol Baqar	id=g:135020
‘Eyn Korreh	id=g:135021
‘Eyn-e Ḩammād	id=g:135022
‘Eyn-e Garzān	id=g:135023
‘Eyn-e Falīḩ	id=g:135024
‘Eyn-e Yek	id=g:135025
‘Eyn-e Sheykh	id=g:135026
Seyyed Aḩmad-e Khomeynī	id=g:135027
‘Eyn Khvosh	id=g:135028
‘Aynajīk	id=g:135029
‘Eyn-e Ḩaddād	id=g:135030
Eynātān	id=g:135031
‘Eyna Sheḩamīyeh	id=g:135032
‘Eynak	id=g:135033
‘Eynābād	id=g:135034
‘Eynābād	id=g:135035
‘Eynābād	id=g:135036
‘Eynābād	id=g:135037
‘Eyna ‘Alayyeh	id=g:135038
Eymūk	id=g:135039
Īmer Mollā Sārī	id=g:135040
Īmanābād	id=g:135041
‘Eylakī-ye Bālā	id=g:135042
Eylāq	id=g:135043
‘Eylakī-ye Pā’īn	id=g:135044
Ayjān	id=g:135045
Īvūghlī	id=g:135047
Evlī	id=g:135048
Ūlī Kandī	id=g:135049
Evlī	id=g:135050
Āvīshk	id=g:135051
Everş Kūh-e	id=g:135052
Evaz	id=g:135053
Evārd	id=g:135054
Āvanj	id=g:135055
Euphrates Patch	id=g:135056
Estūr	id=g:135057
Estūnand	id=g:135058
Ostūh	id=g:135059
Estīr	id=g:135060
Kūh-e Estīn	id=g:135061
Estīl	id=g:135062
Estījak	id=g:135063
Kūh-e Estīj	id=g:135064
Estīār	id=g:135065
Estīār	id=g:135066
Astarūd	id=g:135067
Esterband	id=g:135068
Esteḩkām-e Jonūbī	id=g:135069
Īstehrī	id=g:135070
Āstāyesh	id=g:135071
Estārm	id=g:135072
Estakhrūyeh	id=g:135073
Esţakhrī	id=g:135074
Estark	id=g:135075
Rūdkhāneh-ye Estārd	id=g:135076
Estārem	id=g:135077
Estānest	id=g:135078
Astand	id=g:135079
Esţalkh Posht	id=g:135080
Esţalkh Kūh	id=g:135081
Esţalak-e Pā'īn	id=g:135082
Astalak	id=g:135083
Estalaj	id=g:135084
Estakhrū’īyeh	id=g:135085
Estakhr	id=g:135086
Estakhr-e Derāz	id=g:135087
Estakhr-e Āb	id=g:135088
Gardaneh-ye Estakhr	id=g:135089
Qal‘eh Estakhr	id=g:135090
Estāj	id=g:135091
Estāj	id=g:135092
Estāhū’īyeh	id=g:135093
Estahbān	id=g:135094
Kūh-e Īstahrī	id=g:135095
Estahlak	id=g:135096
Kūh-e Estādū	id=g:135097
Estādegī	id=g:135098
Estabraq	id=g:135099
Estalkhū	id=g:135100
Esrā’īl	id=g:135101
Espoz	id=g:135102
Esbī Rezīl	id=g:135103
Jazīreh-ye Espīr	id=g:135104
Kūh-e Espand-e Kanārūn	id=g:135105
Kūh-e Espīdī	id=g:135106
Espīdārok	id=g:135107
Sepīdār	id=g:135108
Eşpahān	id=g:135109
Kūh-e Espezār	id=g:135110
Espeylī	id=g:135111
Espestān	id=g:135112
Espesh	id=g:135113
Esperīn	id=g:135114
Espangān	id=g:135115
Espās	id=g:135116
Espahrī	id=g:135117
Esparden	id=g:135118
Espārāt-e Bālā	id=g:135119
Aspar	id=g:135120
‘Eşmatābād	id=g:135121
`Eşmatābād	id=g:135122
`Eşmatābād	id=g:135123
‘Eşmatābād	id=g:135124
`Eşmatābād	id=g:135125
Kūh-e Esmāl Derāz	id=g:135126
Cheshmeh-ye Esmā‘īl Khānī	id=g:135127
Kūh-e Esmā`īl Khān	id=g:135128
Esmā‘īlīyeh-ye Soflá	id=g:135129
Esmā‘īlīyeh	id=g:135130
Esmā‘īlīyeh-ye ‘Olyā	id=g:135131
Esmā‘īl Maḩmūdī	id=g:135132
Qal‘eh-ye Esmā‘īl Band	id=g:135133
Esmā‘īlān	id=g:135134
Esmā‘īlābād	id=g:135135
Esmā‘īlābād	id=g:135136
Esmā`īlābād	id=g:135137
Esmā‘īlābād	id=g:135138
Esmā`īlābād	id=g:135139
Esmā‘īlābād	id=g:135140
Esmā‘īlābād	id=g:135141
Esmā‘īlābād	id=g:135142
Esmā‘īlābād	id=g:135143
Esmā‘īlābād	id=g:135144
Esmā‘īlābād	id=g:135145
Esmā`īlābād	id=g:135146
Esmā‘īlābād	id=g:135147
Esmā‘īlābād	id=g:135148
Esmā‘īlābād	id=g:135149
Esmā‘īlābād	id=g:135150
Esmā‘īlābād	id=g:135151
Esmā‘īlābād	id=g:135152
Esmā‘īlābād	id=g:135153
Esmā‘īlābād	id=g:135154
Esmā‘īlābād	id=g:135155
Esmā‘īlābād	id=g:135156
Esmā‘īlābād	id=g:135157
Esmā’īlābād	id=g:135158
Esmā‘īlābād	id=g:135159
Esmā‘īlābād	id=g:135160
Esmā‘īlābād	id=g:135161
Esmā‘īlābād-e Seh Chāh	id=g:135162
Esmā‘īlābād-e Fasārūd	id=g:135163
Kūh-e Esmā`īl	id=g:135164
Shāhzādeh Esmā‘īl	id=g:135165
Emāmzādeh Esma‘īl	id=g:135166
Emāmzādeh Esmā‘īl	id=g:135167
Chāh-e Esmā`īl	id=g:135168
Ābanbār-e Esmā`īl	id=g:135169
Asmāhūr-e Bālā	id=g:135170
