Al Qusum	id=g:173315
Hadjer Gargara	id=g:243983
Garfa	id=g:243984
Ouadi Garat	id=g:243985
Garam	id=g:243986
Garak	id=g:243987
Ouadi Garaday	id=g:243988
Garaday	id=g:243989
Garaday	id=g:243990
Hadjer Gara	id=g:243991
Hadjer Gara	id=g:243992
Hadjer Gara	id=g:243993
Hadjer Gara	id=g:243994
Gara	id=g:243995
Ouadi Gaoudji	id=g:243996
Hadjer Gaoudji	id=g:243997
Gaora Halagana	id=g:243998
Gaora	id=g:243999
Ouadi Gaor	id=g:244000
Gaola	id=g:244001
Hadjer Gao	id=g:244002
Ganyinga	id=g:244003
Ganyé Fourounga	id=g:244004
Gantouch	id=g:244005
Bir Ganoun	id=g:244006
Ganmbasa	id=g:244007
Gandiginé	id=g:244008
Gandagiré	id=g:244009
Ouadi Ganay	id=g:244010
Ouadi Ganatir	id=g:244011
Hadjer Ganatir	id=g:244012
Hadjer Ganatir	id=g:244013
Bir Ganatir	id=g:244014
Ganatir	id=g:244015
Ouadi Ganat	id=g:244016
Gana	id=g:244017
Gaminia	id=g:244018
Gaméré	id=g:244019
Ouadi Gambay	id=g:244020
Bir Gambay	id=g:244021
Hadjer Gamara	id=g:244022
Gamara	id=g:244023
Gamar	id=g:244024
Gam	id=g:244025
Hadjer Galta	id=g:244026
Hadjer Galouma	id=g:244027
Galis	id=g:244028
Galis	id=g:244029
Oued Galie	id=g:244030
Galgas	id=g:244031
Ouadi Galengé	id=g:244032
Hadjer Galé-Gabé	id=g:244033
Galbasa	id=g:244034
Hadjer Galala	id=g:244035
Ga Kourou	id=g:244036
Hadjer Gaïnga	id=g:244037
Gagnanta	id=g:244038
Ouadi Gafala	id=g:244039
Gaeda	id=g:244040
Gadoum	id=g:244041
Hadjer Gadogoniou	id=g:244042
Gadigin	id=g:244043
Gadarif	id=g:244044
Gadara	id=g:244045
Gabina	id=g:244046
Gabin	id=g:244047
Gabat	id=g:244048
Gabassour	id=g:244049
Ouadi Gabasour	id=g:244050
Ouadi Ga	id=g:244051
Ouadi Ga	id=g:244052
Goz el Fréït	id=g:244053
Goz el Fréït	id=g:244054
Hadjer Fouto Malinga	id=g:244055
Fourou	id=g:244056
Founo	id=g:244057
Founo	id=g:244058
Foungi	id=g:244059
Foundouk	id=g:244060
Foundou	id=g:244061
Hadjer Foultou	id=g:244062
Ouadi Fouk	id=g:244063
Ouadi Fotoma	id=g:244064
Hadjer Forro	id=g:244065
Forria	id=g:244066
Ouadi Fordji	id=g:244067
Forchana	id=g:244068
Fongousso	id=g:244069
Fongoro	id=g:244070
Folou	id=g:244071
Fokhachié	id=g:244072
Fokfogé	id=g:244073
Ouadi Fojiri	id=g:244074
Foji	id=g:244075
Fofolko	id=g:244076
Rigil Fodio	id=g:244077
Fodio	id=g:244078
Erdi Fochini	id=g:244079
Fitourkan	id=g:244080
Fitiné	id=g:244081
Fircha	id=g:244082
Finay	id=g:244083
Filet	id=g:244084
Filé	id=g:244085
Fila	id=g:244086
Fila	id=g:244087
Goz Fij	id=g:244088
Ouadi Fifir	id=g:244089
Fida	id=g:244090
Fétié	id=g:244091
Ferkélé	id=g:244092
Féridé	id=g:244093
Ouadi Férel	id=g:244094
Ouadi Férékid	id=g:244095
Bir Férékid	id=g:244096
Ouadi Féra	id=g:244097
Hadjer Fénèt	id=g:244098
Féné	id=g:244099
Féhiné	id=g:244100
Hadjer Fatoutou	id=g:244101
Ouadi Fatoumata	id=g:244102
Fatoumata	id=g:244103
Hadjer Fasil	id=g:244104
Farsay	id=g:244105
Faroua	id=g:244106
Fardjia	id=g:244107
Fardiallah	id=g:244108
Fardakala	id=g:244109
Ouadi Farchana	id=g:244110
Faranga	id=g:244111
Faral	id=g:244112
Ouadi Fara	id=g:244113
Hadjer Fara	id=g:244114
Fana	id=g:244115
Ouadi Fama	id=g:244116
Bir Falkot	id=g:244117
Falélé	id=g:244118
Gozel Fal	id=g:244119
Fakir	id=g:244120
Fagiré	id=g:244121
Ouadi al Fagir	id=g:244122
Fafoul	id=g:244123
Fafalko	id=g:244124
Ouadi Fadjana	id=g:244125
Fadjana	id=g:244126
Fadjalala	id=g:244127
Fada	id=g:244128
Fada	id=g:244129
Facha	id=g:244130
Ezzi Yosko	id=g:244131
Ouadi Ezakarti	id=g:244132
Ouadi Eyla Gourtou	id=g:244133
Ouadi Ewédjé	id=g:244134
Eyriné	id=g:244135
Ouadi Eto	id=g:244136
Hadjer Etété	id=g:244137
Etéta	id=g:244138
Eténa	id=g:244139
Etéchan	id=g:244140
Etchéou	id=g:244141
Estéréna	id=g:244142
Estéréna	id=g:244143
Estéréna	id=g:244144
Hadjer Esker	id=g:244145
Eséré	id=g:244146
Djebel Esana	id=g:244147
Erté Lagoi	id=g:244148
Ouadi Ertekokoli	id=g:244149
Erte	id=g:244150
Ouadi Eroua	id=g:244151
Hadjer Eroua	id=g:244152
Hadjer Eroua	id=g:244153
Eroua	id=g:244154
Ernimek	id=g:244155
Erné	id=g:244156
Hadjer Ermeni	id=g:244157
Erkié	id=g:244158
Erimémémé	id=g:244159
Hadjer Erikidé	id=g:244160
Ouadi Eri	id=g:244161
Eri	id=g:244162
Ouadi Ergui	id=g:244163
Ergourdi	id=g:244164
Hadjer Ergoui	id=g:244165
Ouadi Ergétéri	id=g:244166
Hadjer Ergélé	id=g:244167
Hadjer Ergéda	id=g:244168
Hadjer Ergébili	id=g:244169
Ouadi Erékrou	id=g:244170
Ouadi Eréka	id=g:244171
Erédibé	id=g:244172
Ouadi Eré	id=g:244173
Hadjer Eré	id=g:244174
Eré	id=g:244175
Eré	id=g:244176
Erdingi	id=g:244177
Ouadi Erding	id=g:244178
Erdi	id=g:244179
Erdébé Dondonta	id=g:244180
Ouadi Erdébéchi	id=g:244181
Erdébé	id=g:244182
Erdébé	id=g:244183
Ouadi Erbokou	id=g:244184
Ouadi Erbédjiek	id=g:244185
Hadjer Erbé	id=g:244186
Ouadi Erba	id=g:244187
Hadjer Eras	id=g:244188
Ouadi Er	id=g:244189
Hadjer Er	id=g:244190
Er	id=g:244191
Ouadi Eo Koma	id=g:244192
Ouadi Enya	id=g:244193
Ennedi	id=g:244194
Ouadi Enmé	id=g:244195
Hadjer Enmé	id=g:244196
Enmé	id=g:244197
Ouadi Enkertaha	id=g:244198
Ouadi Enkerba	id=g:244199
Eniména	id=g:244200
Enibé	id=g:244201
Eneké	id=g:244202
Eména	id=g:244203
Emaka	id=g:244204
Hadjer Elou	id=g:244205
El Ogna	id=g:244206
Ellila	id=g:244207
El Kouk	id=g:244208
El Kop Krik	id=g:244209
El Kop Ek	id=g:244210
El Kop Bourgou Bourgou	id=g:244211
Ouadi Elitorko	id=g:244212
Eli Manga	id=g:244213
Ouadi Elima	id=g:244214
Eli Louloudinga	id=g:244215
Elilengé	id=g:244216
Ouadi Elikoro	id=g:244217
Eli Djinga	id=g:244218
Eliché	id=g:244219
Ouadi Elibourou	id=g:244220
Ouadi Elibo	id=g:244221
Ouadi Eli	id=g:244222
Ouadi Eli	id=g:244223
Eli	id=g:244224
Eli	id=g:244225
Elétiga	id=g:244226
El Biher	id=g:244227
Elanbarout	id=g:244228
Hadjer Elan	id=g:244229
El Abiat	id=g:244230
Ekon	id=g:244231
Ehi Ejigé	id=g:244232
Egmé China	id=g:244233
Ouadi Egéyé	id=g:244234
Ouadi Egdi Gourfou	id=g:244235
Ouadi Ega	id=g:244236
Hadjer Ega	id=g:244237
Bir Ega	id=g:244238
Ouadi Edringa	id=g:244239
Edri Boughi	id=g:244240
Ouadi Edra	id=g:244241
Ouadi Edjiné	id=g:244242
Hadjer Edjibi	id=g:244243
Edihanga	id=g:244244
Hadjer Edgi Gourfou	id=g:244245
Edéré	id=g:244246
Hadjer Echer	id=g:244247
Echbara Sarer	id=g:244248
Echbara	id=g:244249
Echbara	id=g:244250
Echbara	id=g:244251
Echbara	id=g:244252
Ouadi Eblinge	id=g:244253
Ouadi Ebirti	id=g:244254
Bir Ebiré	id=g:244255
Ebiki	id=g:244256
Hadjer Ebéré	id=g:244257
Ouadi Ebeketi	id=g:244258
Ouadi Ebédé	id=g:244259
Ebe	id=g:244260
Eban	id=g:244261
Hadjer Drokoouli	id=g:244262
Hadjer Drobri	id=g:244263
Hadjer Drobra	id=g:244264
Dreïdinga	id=g:244265
Rigil Drabi	id=g:244266
Hadjer Drabi	id=g:244267
Ouadi Doy	id=g:244268
Rahat el Dout	id=g:244269
Dourti Souar	id=g:244270
Douroumbédat	id=g:244271
Douroubari	id=g:244272
Ouadi Dourouaninge	id=g:244273
Hadjer Dourou	id=g:244274
Dournoan	id=g:244275
Dourningé	id=g:244276
Hadjer Dourné	id=g:244277
Dourna	id=g:244278
Dourkoulé	id=g:244279
Dourkou Bina	id=g:244280
Dourdouré	id=g:244281
Dourdoura	id=g:244282
Dourdoura	id=g:244283
Hadjer Dourdafo	id=g:244284
Dourdafo	id=g:244285
Ouadi Doumouno	id=g:244286
Hadjer Doumkoy	id=g:244287
Doumbané	id=g:244288
Doumané	id=g:244289
Douma Dadjo	id=g:244290
Douma Charafa	id=g:244291
Goz Douma	id=g:244292
Doulousa	id=g:244293
Doula	id=g:244294
Doul	id=g:244295
Doukousa	id=g:244296
Doukour	id=g:244297
Hadjer Douka	id=g:244298
Douk	id=g:244299
Ouadi Douhinn	id=g:244300
Ouadi Dougouro	id=g:244301
Hadjer Dougouri	id=g:244302
Dougoun	id=g:244303
Dougouma	id=g:244304
Dougi	id=g:244305
Dougay	id=g:244306
Dougaga	id=g:244307
Hadjer Douéré	id=g:244308
Ouadi Doué	id=g:244309
Hadjer Doué	id=g:244310
Doudoun	id=g:244311
Doudéï	id=g:244312
Douban	id=g:244313
Douay	id=g:244314
Douas	id=g:244315
Bir Douan	id=g:244316
Ouadi Dorti	id=g:244317
Ouadi Dor Salam	id=g:244318
Dorron	id=g:244319
Doroté II	id=g:244320
Doroté I	id=g:244321
Doroté	id=g:244322
Dorota	id=g:244323
Dorondo	id=g:244324
Hadjer Dorokaouli	id=g:244325
Doroba Togrou	id=g:244326
Ouadi Doroba	id=g:244327
Hadjer Doroba	id=g:244328
Hadjer Doroba	id=g:244329
Ouadi Doroan	id=g:244330
Hadjer Doroan	id=g:244331
Doro	id=g:244332
Dorno Djoutougué	id=g:244333
Dorno Albos	id=g:244334
Hadjer Dorno	id=g:244335
Doring	id=g:244336
Doring	id=g:244337
Dori Kalam	id=g:244338
Dorgoy	id=g:244339
Hadjer Dora	id=g:244340
Dor	id=g:244341
Dopdopdop	id=g:244342
Ouadi Donou	id=g:244343
Donkouch	id=g:244344
Ouadi Dong	id=g:244345
Ouadi Donda	id=g:244346
Domkouch	id=g:244347
Domboul	id=g:244348
Domboli Djado	id=g:244349
Domboli	id=g:244350
Rahat Dombo	id=g:244351
Hadjer Dolidisi	id=g:244352
Dolé	id=g:244353
Dol	id=g:244354
Dokoré	id=g:244355
Dokan	id=g:244356
Doinga	id=g:244357
Doholouk	id=g:244358
Dogel Bir Cheyro	id=g:244359
Hadjer Dofourou	id=g:244360
Dodorok	id=g:244361
Dodorok	id=g:244362
Dodo	id=g:244363
Dodjoré	id=g:244364
Hadjer Dobou	id=g:244365
Dobou	id=g:244366
Dobou	id=g:244367
Hadjer Doboro	id=g:244368
Doboro	id=g:244369
Ouadi Djousmir	id=g:244370
Ouadi Djourni	id=g:244371
Djouna	id=g:244372
Hadjer Djoumbo	id=g:244373
Djoukouloum	id=g:244374
Djoukha	id=g:244375
Ouadi Djougoundiarso	id=g:244376
Djougoulé Adjous	id=g:244377
Djouganta	id=g:244378
Hadjer Djouga	id=g:244379
Ouadi Djoudjouré	id=g:244380
Djoubo	id=g:244381
Djoubdjoumala	id=g:244382
Ouadi Djouba	id=g:244383
Djoua Koyna	id=g:244384
Ouadi Djoua	id=g:244385
Djoua	id=g:244386
Djorlo	id=g:244387
Djombo Fakara	id=g:244388
Djoko	id=g:244389
Djoki	id=g:244390
Ouadi Djogolay	id=g:244391
Ouadi Djodoual	id=g:244392
Hadjer Djodjok	id=g:244393
Djoaro	id=g:244394
Djoamé	id=g:244395
Djiré	id=g:244396
Ouadi Djir	id=g:244397
Hadjer Djiourou	id=g:244398
Ouadi Djioundjoron	id=g:244399
Hadjer Djiordogi	id=g:244400
Ouadi Djiora	id=g:244401
Ouadi Djiogi	id=g:244402
Djiogi	id=g:244403
Ouadi Djiogan	id=g:244404
Ouadi Djiogan	id=g:244405
Bir Djioba	id=g:244406
Ouadi Djindjé	id=g:244407
Djiminofou	id=g:244408
Ouadi Djimézé	id=g:244409
Djimézé	id=g:244410
Djimèz Arourou	id=g:244411
Djimèz	id=g:244412
Hadjer Djiména	id=g:244413
Ouadi Djiliney	id=g:244414
Djilimé	id=g:244415
Djikouba	id=g:244416
Ouadi Djik-Djik	id=g:244417
Djiérna	id=g:244418
Djiérna	id=g:244419
Hadjer Djiérat	id=g:244420
Ouadi Djiarfoy	id=g:244421
Bir Djiakoul	id=g:244422
Ouadi Djiagalaba	id=g:244423
Djiagalaba	id=g:244424
Erdi Dji	id=g:244425
Djéroua	id=g:244426
Hadjer Djerma	id=g:244427
Djerla	id=g:244428
Djerkénè	id=g:244429
Djérid	id=g:244430
Djéréna	id=g:244431
Djérat	id=g:244432
Djérat	id=g:244433
Djerangeli	id=g:244434
Jabal Njunun	id=g:244435
Ouadi Djéniné	id=g:244436
Djéné	id=g:244437
Djen	id=g:244438
Ouadi Djémilasit	id=g:244439
Djemilasit	id=g:244440
Djéména	id=g:244441
Hadjer Djélil	id=g:244442
Djéli	id=g:244443
Djéler	id=g:244444
Ouadi Djékerdé	id=g:244445
Hadjer Djégi	id=g:244446
Djédje	id=g:244447
Djédidé	id=g:244448
Djédidé	id=g:244449
Djédidé	id=g:244450
Djédidé	id=g:244451
Djédida	id=g:244452
Ouadi Djédid	id=g:244453
Hadjer Djédid	id=g:244454
Djédid	id=g:244455
Hadjer Djédé	id=g:244456
Hadjer Djébéranding	id=g:244457
Djébéranding	id=g:244458
Hadjer Djébé	id=g:244459
Djébé	id=g:244460
Djati	id=g:244461
Djarkéné	id=g:244462
Djarafa	id=g:244463
Djaouindé	id=g:244464
Djaouamé	id=g:244465
Djangoul	id=g:244466
Hadjer Djangé	id=g:244467
Djangé	id=g:244468
Djangatiti Dafana	id=g:244469
Djangatiti Abdeghaman	id=g:244470
Djangala	id=g:244471
Djanéhané	id=g:244472
Djamilasité	id=g:244473
Djamar	id=g:244474
Djamal Himédé	id=g:244475
Hadjer Djamal Asaba	id=g:244476
Hadjer Djamal	id=g:244477
Djamadi	id=g:244478
Djakatoutou	id=g:244479
Ouadi Djakata	id=g:244480
Djajiré	id=g:244481
Hadjer Djagana	id=g:244482
Hadjer Djagal	id=g:244483
Djabel	id=g:244484
Divé	id=g:244485
Ditoli	id=g:244486
Ouadi Disi	id=g:244487
Diseyré	id=g:244488
Hadjer Disa	id=g:244489
Ouadi Dirket	id=g:244490
Diri	id=g:244491
Diré Libra	id=g:244492
Direïté	id=g:244493
Diré Baté	id=g:244494
Hadjer Dirdgé	id=g:244495
Dirango	id=g:244496
Mare de Dip	id=g:244497
Hadjer Diouyé	id=g:244498
Diour	id=g:244499
Rahat Dioudoul	id=g:244500
Diouala	id=g:244501
Ouadi Diou	id=g:244502
Hadjer Diou	id=g:244503
Dioroko	id=g:244504
Ouadi Diorboui	id=g:244505
Ouadi Diona	id=g:244506
Diona	id=g:244507
Diokana	id=g:244508
Hadjer Dinoura	id=g:244509
Dingilérou	id=g:244510
Diméza	id=g:244511
Dim	id=g:244512
Dilinga	id=g:244513
Dilit Soba	id=g:244514
Dilit Arip	id=g:244515
Diléma	id=g:244516
Dilébat	id=g:244517
Hadjer Dilèb	id=g:244518
Dilèb	id=g:244519
Dilanba	id=g:244520
Dikta	id=g:244521
Ouadi Dihiné	id=g:244522
Hadjer Diguindéti	id=g:244523
Diguindéti	id=g:244524
Digene	id=g:244525
Ouadi Digaranga	id=g:244526
Difir	id=g:244527
Hadjer Diéti	id=g:244528
Ouadi Diétay	id=g:244529
Dièndaléme	id=g:244531
Ouadi Diéli	id=g:244532
Hadjer Dido	id=g:244533
Dido	id=g:244534
Hadjer Dibri	id=g:244535
Hadjer Dibis	id=g:244536
Dibis	id=g:244537
Dibéhé	id=g:244538
Diba	id=g:244539
Diaray	id=g:244540
Ouadi Dialkan	id=g:244541
Déyé	id=g:244542
Derta	id=g:244543
Hadjer Dérna	id=g:244544
Derkolé	id=g:244545
Bir Dérignam	id=g:244546
Dérétina	id=g:244547
Déréta	id=g:244548
Déréssa	id=g:244549
Ouadi Déréko	id=g:244550
Derbeli	id=g:244551
Derbano Boua	id=g:244552
Hadjer Dérani	id=g:244553
Déouaré	id=g:244554
Ouadi Denté	id=g:244555
Déniésé	id=g:244556
Hadjer Déni	id=g:244557
Déni	id=g:244558
Dengui	id=g:244559
Dengui	id=g:244560
Démi Konga	id=g:244561
Saline Demi	id=g:244562
Ouadi Dembé	id=g:244563
Dembé	id=g:244564
Ouadi Délimé	id=g:244565
Hadjer Délimé	id=g:244566
Ouadi Déli	id=g:244567
Déli	id=g:244568
Déléïma	id=g:244569
Ouadi Délégé	id=g:244570
Délébo	id=g:244571
Hadjer Delbi	id=g:244572
Dékoïté	id=g:244573
Ḩajar Dakande	id=g:244574
Déker	id=g:244575
Dékati	id=g:244576
Dèj	id=g:244577
Déheché	id=g:244578
Ouadi Dégédjé	id=g:244579
Dégédèy	id=g:244580
Dégé	id=g:244581
Ouadi Débourbi Kéti	id=g:244582
Debo	id=g:244583
Ouadi Débia	id=g:244584
Dayta	id=g:244585
Dayem	id=g:244586
Dar Sila	id=g:244587
Dar Salem	id=g:244588
Ouadi Darsak	id=g:244589
Hadjer Darsak	id=g:244590
Daroual	id=g:244591
Darotor	id=g:244592
Darotor	id=g:244593
Darongol	id=g:244594
Darnané	id=g:244595
Ouadi Darna	id=g:244596
Darna	id=g:244597
Darmoli	id=g:244598
Ouadi Darmga	id=g:244599
Ouadi Darla Kétir	id=g:244600
Darko	id=g:244601
Darko	id=g:244602
Dargaï	id=g:244603
Dar el Ech	id=g:244604
Dardiga	id=g:244605
Hadjer Darbara	id=g:244606
Ouadi Darba Kerdago	id=g:244607
Djebel Darba	id=g:244608
Daratérkaléo	id=g:244609
Darangala	id=g:244610
Darak	id=g:244611
Daragobé	id=g:244612
Hadjer Daraba	id=g:244613
Daraba	id=g:244614
Dapkaray	id=g:244615
Daouay	id=g:244616
Dankouy	id=g:244617
Hadjer Dankoutch	id=g:244618
Dankoutch	id=g:244619
Dankou	id=g:244620
Dangi	id=g:244621
Dangui	id=g:244622
Dangasti	id=g:244623
Dangaousi	id=g:244624
Hadjer Dangaligé	id=g:244625
Dangala	id=g:244626
Hadjer Dana	id=g:244627
Damrébournou	id=g:244628
Damré	id=g:244629
Damré	id=g:244630
Damiré Kochola	id=g:244631
Daméré	id=g:244632
Ouadi Dam-Dam	id=g:244633
Dam Dam	id=g:244634
Damarit Bornou	id=g:244635
Damaré	id=g:244636
Dama	id=g:244637
Daloual	id=g:244638
Hadjer Dalma	id=g:244639
Dalinia	id=g:244640
Dalamé	id=g:244641
Dalala	id=g:244642
Dalala	id=g:244643
Dalala	id=g:244644
Ouadi Dalal	id=g:244645
Dakoutour	id=g:244646
Dakaïko	id=g:244647
Dajel	id=g:244648
Daiba	id=g:244649
Dahou	id=g:244650
Dagésa	id=g:244651
Dagari	id=g:244652
Dagagnar	id=g:244653
Dagaga	id=g:244654
Rahat Dafouo	id=g:244655
Dafade	id=g:244656
Daeba	id=g:244657
Daberti	id=g:244658
Dabangat	id=g:244659
Dabangat	id=g:244660
Daalou	id=g:244661
Cotonfran	id=g:244662
Hadjer Choutek	id=g:244663
Choutak	id=g:244664
Choukhara	id=g:244665
Chokoyan	id=g:244666
Chokolki	id=g:244667
Chokan	id=g:244668
Ouadi Chobo	id=g:244669
Hadjer Chobo	id=g:244670
Jabal Selika	id=g:244671
Chioum Hidjer	id=g:244672
Chiotak Toundourné	id=g:244673
Chiotak Katelké	id=g:244674
Chiotak	id=g:244675
Chinini	id=g:244676
Chini Bili	id=g:244677
Chilio	id=g:244678
Ouadi Chili Doma	id=g:244679
Ouadi Chili Déhimé	id=g:244680
Chili Chouboudéa	id=g:244681
Chili Bili Toma	id=g:244682
Ouadi Chili	id=g:244683
Rahad Chikfé	id=g:244684
Ouadi Chikfé	id=g:244685
Chigila	id=g:244686
Chigéou	id=g:244687
Chibina	id=g:244688
Hadjer Chibi	id=g:244689
Chibi	id=g:244690
Chibéré	id=g:244691
Ouadi Chéta	id=g:244692
Cherganié	id=g:244693
Bir Cher Achié	id=g:244694
Billi Chellé	id=g:244695
Chelimi	id=g:244696
Chélé	id=g:244697
Chek Falata	id=g:244698
Bir Cheich	id=g:244699
Chégué-China	id=g:244700
Ouadi Chégéla	id=g:244701
Chéfer	id=g:244702
Chéchan	id=g:244703
Bir Chéba	id=g:244704
Charambala	id=g:244705
Ouadi Chaou Chaou	id=g:244706
Ouadi Chao	id=g:244707
Chamir	id=g:244708
Chamié	id=g:244709
Hadjer Chambol	id=g:244710
Chambol	id=g:244711
Chamata	id=g:244712
Rahat Chaloub	id=g:244713
Chalkandié	id=g:244714
Chakoura	id=g:244715
Chakarnaba	id=g:244716
Chaïb	id=g:244717
Bir Chagala Touba	id=g:244718
Chabalo	id=g:244719
Bzahinmi	id=g:244720
Buweisa Wells	id=g:244721
Brounkoun	id=g:244722
Ouadi Brouké	id=g:244723
Bronkoul	id=g:244724
Bricha Romala	id=g:244725
Brége	id=g:244726
Brédjil	id=g:244727
Ouadi Braouné	id=g:244728
Brahouné	id=g:244729
Boyou Lourso	id=g:244730
Boyo	id=g:244731
Ouadi Bouyour	id=g:244732
Hadjer Boutou	id=g:244733
Bousgouyanga	id=g:244734
Bourtoutou	id=g:244735
Bourtay Zaoué	id=g:244736
Bourtay Ganoun	id=g:244737
Bourtaïl	id=g:244738
Bouroukou	id=g:244739
Hadjer Bourou	id=g:244740
Hadjer Bouronaro	id=g:244741
Bir Bournomen	id=g:244742
Bourkouni	id=g:244743
Bourkouni	id=g:244744
Bour Kouni	id=g:244745
Bourkouman	id=g:244746
Bourkil	id=g:244747
Bourkélé	id=g:244748
Bourdoutoumou	id=g:244749
Bourdoutoumou	id=g:244750
Ouadi Bourdoba	id=g:244751
Bir Bourdoba	id=g:244752
Bir Boundar	id=g:244753
Boumdel	id=g:244754
Hadjer Bouloto	id=g:244755
Hadjer Bouli	id=g:244756
Ouadi Boukourou	id=g:244757
Boukboukou	id=g:244758
Boukas	id=g:244759
Ouadi Bougroum	id=g:244760
Ouadi Bougouradi	id=g:244761
Bougouradi	id=g:244762
Bougou Karenga	id=g:244763
Boufouta	id=g:244764
Boudoa	id=g:244765
Boudjoul	id=g:244766
Ouadi Boud Arba	id=g:244767
Bahr Bouchar	id=g:244768
Ouadi Bouboula	id=g:244769
Boubou	id=g:244770
Boubou	id=g:244771
Bouboa	id=g:244772
Hadjar Bouar	id=g:244773
Bouabir	id=g:244774
Hadjer Botonou	id=g:244775
Ouadi Botongoé	id=g:244776
Botolhar	id=g:244777
Boto	id=g:244778
Ouadi Botinga	id=g:244779
Hadjer Bortat	id=g:244780
Ouadi Boroubo	id=g:244781
Bir Boroubé	id=g:244782
Borouba	id=g:244783
Borouba	id=g:244784
Hadjer Borou	id=g:244785
Borou	id=g:244786
Hadjer Boroti	id=g:244787
Borota	id=g:244788
Bororik	id=g:244789
Boro Kateltek	id=g:244790
Boro Kateltek	id=g:244791
Boro Adjous	id=g:244792
Boro	id=g:244793
Boro	id=g:244794
Bornodoukoumé	id=g:244795
Borlo	id=g:244796
Bori	id=g:244797
Hadjer Borfoura	id=g:244798
Hadjer Borbéri	id=g:244799
Ouadi Boranga	id=g:244800
Bora	id=g:244801
Bili Boodi	id=g:244802
Bahr Bonga	id=g:244803
Bondoro	id=g:244804
Bonako	id=g:244805
Bolou	id=g:244806
Bolong	id=g:244807
Bolok	id=g:244808
Bokota	id=g:244809
Boko	id=g:244810
Ouadi Bohou	id=g:244811
Bogtouo	id=g:244812
Bogoy	id=g:244813
Bogaro	id=g:244814
Bogar	id=g:244815
Ouadi Boding	id=g:244816
Bodéno	id=g:244817
Ouadi Bodéni	id=g:244818
Bobri	id=g:244819
Bobouch	id=g:244820
Bobokoré	id=g:244821
Ouadi Bobok	id=g:244822
Bobok	id=g:244823
Bobodjen	id=g:244824
Hadjer Boa	id=g:244825
Bizzé Hamra	id=g:244826
Ouadi Bitikaré	id=g:244827
Biti	id=g:244828
Biti	id=g:244829
Biti	id=g:244830
Ouadi Bitéa	id=g:244831
Ouadi Bitéa	id=g:244832
Ouadi Bitak	id=g:244833
Biské Djoudiata	id=g:244834
Biské Djimézé	id=g:244835
Biské	id=g:244836
Bir Yoyo	id=g:244837
Bir Téré	id=g:244838
Bir Taouil	id=g:244839
Bir Taouil	id=g:244840
Bir Taguel	id=g:244841
Ouadi Birta	id=g:244842
Bir Salé	id=g:244843
Ouadi Birré	id=g:244844
Bir Outouk	id=g:244845
Hadjer Birnesouan	id=g:244846
Birmiski	id=g:244847
Birmiki	id=g:244848
Bir Méran	id=g:244849
Birmari	id=g:244850
Bir Malik	id=g:244851
Ouadi Birkéli	id=g:244852
Birkéli	id=g:244853
Bir Kédouas	id=g:244854
Bir Kébich	id=g:244855
Bir Kandji	id=g:244856
Bir Inkélé	id=g:244857
Ouadi Biri	id=g:244858
Biren Garday	id=g:244859
Biren Béni Alba	id=g:244860
Biren Andaraba	id=g:244861
Biren Amsalat	id=g:244862
Biremati	id=g:244863
Birekat	id=g:244864
Ouadi Birek	id=g:244865
Ouadi Biré	id=g:244866
Bir Douan	id=g:244867
Birdam	id=g:244868
Birbasim	id=g:244869
Hadjer Biranga	id=g:244870
Birak Harouba	id=g:244871
Birak	id=g:244872
Hadjer Bini	id=g:244873
Binéy	id=g:244874
Binedir	id=g:244875
Binala Soounga	id=g:244876
Région du Wadi Fira	id=g:244877
Biltine	id=g:244878
Biltine	id=g:244879
Ouadi Bilnié	id=g:244880
Hadjer Billi	id=g:244881
Rigil Bilin	id=g:244882
Hadjer Bilimési	id=g:244883
Bilimano	id=g:244884
Biliharo	id=g:244885
Biliharo	id=g:244886
Hadjer Bilga Koueyna	id=g:244887
Ouadi Bilak	id=g:244888
Ouadi Bihi	id=g:244889
Bigéyé	id=g:244890
Ouadi Bigerba	id=g:244891
Biéré Saraf	id=g:244892
Biéré Michéigé	id=g:244893
Biéré Djakana	id=g:244894
Biéré Am Kindoué	id=g:244895
Biere Am Gena	id=g:244896
Hadjer Bido	id=g:244897
Bidine	id=g:244898
Bidin	id=g:244899
Bidia I	id=g:244900
Bideyat	id=g:244901
Bidéyat	id=g:244902
Biden Kalak	id=g:244903
Bichagara	id=g:244904
Bicha	id=g:244905
Bibidozédo	id=g:244906
Bibida	id=g:244907
Bézé Téranga	id=g:244908
Bey Tochine	id=g:244909
Ouadi Beyrakouna	id=g:244910
Ouadi Beykébé	id=g:244911
Hadjer Beydama	id=g:244912
Ouadi Beyba	id=g:244913
Hadjer Beyba	id=g:244914
Béyadi	id=g:244915
Hadjer Bétounou	id=g:244916
Berté	id=g:244917
Hadjer Berguéra	id=g:244918
Berféti	id=g:244919
Béréta	id=g:244920
Bérédjang	id=g:244921
Berdoba	id=g:244922
Berdie	id=g:244923
Ouadi Berdechi	id=g:244924
Hadjer Berdé	id=g:244925
Berda	id=g:244926
Berbéré	id=g:244927
Berbéra	id=g:244928
Bénena	id=g:244929
Bénalba	id=g:244930
Ben Alba	id=g:244931
Ouadi Béméché	id=g:244932
Ouadi Belki	id=g:244933
Bélisaohi	id=g:244934
Ouadi Béli Djoué	id=g:244935
Bélalo	id=g:244936
