Jabal Maydān	id=g:395175
Suways	id=g:411315
Az Zuwayb	id=g:411317
Ḩishāsh	id=g:411319
Ḩalamah	id=g:411320
Julayyil	id=g:411322
Al Jid‘	id=g:411324
Al Fazz	id=g:411326
Al Maghal	id=g:411327
Al Qurayn	id=g:411330
Al Kidwah	id=g:411331
Ad Dawḩ	id=g:411333
Abū Qirfah	id=g:411334
Ar Rudaymah	id=g:411335
‘Arafāt	id=g:411337
Al Mudawwarah	id=g:411338
Al Maqrah	id=g:411341
Wādī Fajj al Karīm	id=g:411343
Wādī Sayl	id=g:411344
Wādī al Fajj	id=g:411345
Jabal Shibirqān	id=g:411348
Wādī an Nawārīyah	id=g:411349
Wādī Iyāj	id=g:411351
Wādī Umm as Salam	id=g:411353
Wādī aş Şahwah	id=g:411361
Wādī Ḑuwāb	id=g:411362
Jabal Ḑuwāb	id=g:411363
Wādī al Khurbah	id=g:411364
Jabal al ‘Aqfā’	id=g:411366
Jabal an Nab‘ah	id=g:411368
Al Muqayţi‘	id=g:411371
Maţīyah	id=g:411373
Barānah	id=g:411374
Ar Rawḑah	id=g:411376
Jabal Kirz	id=g:411378
Al Ghanam	id=g:411380
Jabal Kabid	id=g:411381
Jabal Ḩarrān	id=g:411383
Al Qirw	id=g:411397
Al Ābār	id=g:411398
Umm ar Rākah	id=g:411400
Malakān	id=g:411404
Al Jullāb	id=g:411420
Al Qa‘rā’	id=g:411421
Wādī ar Rizin	id=g:411422
Jabal az Zīr	id=g:411423
Wādī ash Shi‘bah	id=g:411424
Wādī al Luşaybah	id=g:411425
Jabal az̧ Z̧amw	id=g:411426
Wādī Khislif	id=g:411427
Jabal Shakhar	id=g:411428
Ḩarrat ad Danūn	id=g:411429
Jabal al Musallamīyah	id=g:411430
Wādī Ghurān	id=g:411431
Jabal al Kuḩul	id=g:411432
Jabal Jabhat Sa‘īdah	id=g:411433
Ḩarrat al Jābirīyah	id=g:411434
‘Uqrubān Jabal al	id=g:411435
Aḑ Ḑirs	id=g:411436
Jabal ar Raḑī	id=g:411439
Jabal al Mushayţāt	id=g:411441
Wādī Ḑāf	id=g:411443
Masīḩat Mahd al Ḩayl	id=g:411444
Jabal Shubayrim	id=g:411445
Ad Dūr	id=g:411446
Al Buraykah	id=g:411447
Wādī Fayd	id=g:411449
Jabal Umm ar Rayl	id=g:411453
Murshidīyah	id=g:411472
Wādī al Ḩamḑah	id=g:411484
Jabal Sinād	id=g:411485
Aţ Ţunḑubāwī	id=g:411488
Jarwal	id=g:411489
Al ‘Utaybīyah	id=g:411490
An Naqā	id=g:411491
Ash Shishah	id=g:411492
Jabal Umm Shanākhib	id=g:411493
Jabal aţ Ţiwī	id=g:411494
Jabal az̧ Z̧alī‘	id=g:411495
Burq al Ghashī	id=g:411496
Wādī aş Şaqīyah	id=g:411497
Jabal Haḑbat Umm Ghuwar	id=g:411498
Wādī Umm Sīrah	id=g:411499
Jabal Laban al Abyaḑ	id=g:411500
Wādī al Minifiyyīn	id=g:411501
Jabal Thamīnah	id=g:411502
Wādī al Ghazīrī	id=g:411503
Wādī al Qalţah	id=g:411504
Wādī ‘Adbah	id=g:411505
‘Amq	id=g:411506
Jabal Kabid	id=g:411507
Jabal ‘Aghzūl	id=g:411508
Jabal Ismār	id=g:411509
Jabal an Naşirīyah	id=g:411510
Jabal Az̧lam	id=g:411511
Jabal al Aḩdab	id=g:411512
Wādī Sharā’ī an Nakhl	id=g:411513
Al Qarāḩīn	id=g:411522
Al Majārish	id=g:411523
Jabal Duqm Zubaydah	id=g:411524
Jabal al ‘Asār	id=g:411525
Jabal ad Dimāghah	id=g:411526
Jabal Haḑabah	id=g:411527
Jabal an Naşb	id=g:411528
Jabal Umm Şābir	id=g:411529
Jabal ash Shabkah	id=g:411530
Jabal ash Shabakah	id=g:411531
Jabal Az̧lām	id=g:411532
Jabal Marāwah	id=g:411533
Jabal Jār Allāh	id=g:411534
Jabal Ḑukhaym	id=g:411535
Jabal aş Şūfah	id=g:411536
Jabal al Qarā	id=g:411538
Jabal Rakhmān	id=g:411539
Jabal ‘Arwān	id=g:411540
Jabal Ma‘rifah	id=g:411541
Jabal ‘Ablā’	id=g:411542
Jabal ash Shahbah	id=g:411543
Jabal al ‘Irq	id=g:411544
Jabal al Qunnah	id=g:411545
Jabal Marmīyah	id=g:411546
Jabal ‘Umayd	id=g:411547
Jabal al Kará	id=g:411548
Jabal Muz̧lim	id=g:411549
Jabal Righāf	id=g:411550
Jibāl Khashab	id=g:411551
Jabal Aktān	id=g:411552
Jibāl ‘Uthayth	id=g:411553
Jibāl al Qunnah	id=g:411554
Aş Şadr	id=g:411555
Ar Rāfah	id=g:411556
Ḩarjal	id=g:411557
Wādī Zalāmah	id=g:411570
Al Ḩazm	id=g:411571
Wādī Dām	id=g:411572
Wādī Nimār	id=g:411573
Ḩaraḑ	id=g:411575
Wādī ash Shafā	id=g:411576
Wādī as Sayl	id=g:411577
Wādī Banī Sālin	id=g:411578
Wādī Shaqrā’	id=g:411579
Wādī al Makhāḑah	id=g:411580
Umm Ţukhrūr	id=g:411581
Wādī ‘Urādah	id=g:411582
Rāqiyah	id=g:411583
Wādī Muwayn	id=g:411584
Al Mulayḩā’	id=g:411585
Wādī Liyyah	id=g:411586
Al Qufayf	id=g:411587
Wādī Qarāḩīn	id=g:411588
Wādī al Ghadīrayn	id=g:411589
Al Fawwārah	id=g:411591
Wādī Nu‘mān	id=g:411593
Al Qu‘ţubah	id=g:411594
Wādī ‘Ar‘ar	id=g:411595
Wādī Taftafān	id=g:411596
Wādī Ţuwayriq	id=g:411597
Al Ukhayḑir	id=g:411598
Wādī Shārā	id=g:411599
Wādī ‘Alaq	id=g:411600
Wādī al ‘Irj	id=g:411602
Wādī Muḩrim	id=g:411604
Maskar	id=g:411626
Wādī as Sayl al Kabīr	id=g:411632
Wādī Ḩaraḑ	id=g:411638
Wādī Ţufl	id=g:411639
Wādī Bidālah	id=g:411640
Şabūḩah	id=g:411641
Wādī Şabūḩah	id=g:411642
Wādī Şulb	id=g:411643
Wādī aş Şadr	id=g:411644
Wādī ash Sharqah	id=g:411645
Wādī Markhah	id=g:411646
Wādī al Kifw	id=g:411647
Wādī Qarn	id=g:411648
Wādī Tiḩirrah	id=g:411649
Wādī ‘Aql	id=g:411650
Wādī al Ash‘ar	id=g:411651
Wādī Ţalḩ	id=g:411652
Wādī as Sayl aş Şaghīr	id=g:411653
Wādī as Sayl al Kabīr	id=g:411654
Wādī al Milḩ	id=g:411655
Wādī Ţalḩah	id=g:411656
Wādī Birī	id=g:411657
Wādī Kindah	id=g:411658
Wādī az Zarqah	id=g:411659
Wādī al Fayḑah	id=g:411660
Wādī ‘Ushayrah	id=g:411661
Wādī Mashrab	id=g:411662
Shi‘b al Miḩfār	id=g:411663
Wādī Muḩayriḑ	id=g:411664
Wādī Z̧aybah	id=g:411665
Wādī al Jiḩfah	id=g:411666
Wādī ‘Alaq	id=g:411667
Wādī Ḩawrah	id=g:411668
Wādī Lasb	id=g:411669
Wādī Mawr	id=g:411670
Jabal al Ash‘ar	id=g:411671
Ḩarrat Biss	id=g:411675
Ḩarrat al Fird	id=g:411677
Jabal al Aqra‘	id=g:411678
Ḩarrat ar Rahā	id=g:411679
Ḩarrat as Sā‘id	id=g:411680
Ḩarrat al Qa‘mah	id=g:411681
Jabal al Qarārah	id=g:411682
Ḩarrat al Marwah	id=g:411683
Jibāl Liyān	id=g:411684
Jabal Umm al Qurdhan	id=g:411685
Jabal al Ghurāb	id=g:411686
Jabal al Ḩammah	id=g:411687
Jabal al Mirqābah	id=g:411688
Jabal Jibalah	id=g:411692
Jabal Umm al Qurşān	id=g:411693
Jabal Dimah	id=g:411694
Jabal ‘Ishar	id=g:411695
Jabal aş Şā’ib	id=g:411696
Jabal al ‘Ūs	id=g:411697
Jabal Mirārah	id=g:411698
Jabal al Fiḑī	id=g:411699
Jabal al Khurm	id=g:411700
Jabal al Ghurāb	id=g:411701
Jabal al Mūfīyah	id=g:411702
Jabal Waqūd	id=g:411703
Jabal as Samar	id=g:411704
Ḩarrat Hajīnah	id=g:411705
Ar Rujaymāt	id=g:411715
Wādī Misarrah	id=g:411904
Shirā‘ayn	id=g:411907
Al Fayşalīyah	id=g:412212
Khashm al ‘Ān	id=g:412644
Kahf Burmah	id=g:412645
Jisr al Malik Fahd	id=g:412752
Khalīj Nişf al Qamar	id=g:412758
Ţirāq Ţayyārāt	id=g:412761
Madīnat al Malik Fahd as Sāḩilīyah	id=g:412762
Di‘b Abū ‘Uwayzah	id=g:413085
Ḑulay‘ Bulaybīl	id=g:413087
Sha‘īb ar Rasan	id=g:413088
Rawḑat Sudayr	id=g:413089
Sha‘īb al Mulaḩḩaq	id=g:413090
Sha‘īb al Khuţāmah	id=g:413091
Sha‘īb az Zuwaylīyah	id=g:413092
Sha‘īb Abū Khīsah	id=g:413093
Sha‘īb al Huraymī	id=g:413094
An Nuwayţah	id=g:413095
Al ‘Awd	id=g:413096
Sha‘īb al Mathyalah	id=g:413097
Quwaybīl	id=g:413098
Al Wusayţā’	id=g:413099
Sha‘īb al Qardhānīyah	id=g:413100
Ash Shārikhīyah	id=g:413101
Sha‘īb al Wushayl	id=g:413102
Qūr al Mas‘ad	id=g:413103
Sha‘īb al Hawāmil	id=g:413104
Sha‘īb al Ḩumr	id=g:413105
Sha‘īb al ‘Inānīyah	id=g:413106
Sha‘īb al Ḩazāh	id=g:413107
Sha‘īb al Juwayfā’	id=g:413108
Sha‘īb Jawfā’ al ‘Awdah	id=g:413109
Di‘b al Khayl	id=g:413154
Di‘b Bijād	id=g:413155
Khashm Umm al ‘Afān	id=g:413159
Mīnā’ al ‘Azīzīyah	id=g:413160
Ra’s Munaysif	id=g:413161
Mishāsh Abū Laylá	id=g:413195
Barqā’ Waţbān	id=g:413197
Mazra‘at Umm as Sibā‘ al Janūbīyah	id=g:413200
Darb Mazālīj	id=g:413218
Jabal Mikhyaţ	id=g:413221
Burqān al ‘Usaylāt	id=g:413223
Wādī at Turābī	id=g:413224
Sha‘īb Umm Ruḑumah	id=g:413225
Ābār al Ghuwayrah	id=g:413226
Jabal Mikhyaţ al Ghuwayrah	id=g:413227
Ḩaqw Dubayyān	id=g:413228
Bi’r al Jafr	id=g:413229
‘Idd Dubayyān	id=g:413230
Shidād	id=g:413231
Ḩaqw an Nuhaydayn	id=g:413232
Wādī al Jāfī	id=g:413233
Al ‘Uwaydhirīyāt	id=g:413243
Barqā’ al Khayl	id=g:413244
Quwayrāt Daḩal al ‘Ajājī	id=g:413245
Saqīyat Umm Qulayb	id=g:413246
Khabrā’ Radīfat al Bukharā’	id=g:413247
Khabrā’ Radīfat Ḩākim	id=g:413249
Al Quway‘	id=g:413251
Al Far‘ah	id=g:413252
Al Mith‘ab	id=g:413253
Ash Shukrah	id=g:413254
Zabā’ir ar Rumaylah	id=g:413598
Zibārat Umm Rijm	id=g:413601
Zabā’ir an Nakhlah	id=g:413602
Zibārat Ruwāqīyah	id=g:413603
Zibārat al Bawbahī	id=g:413612
Fasht al Kashsh	id=g:413682
Ḩazm Hulayyil	id=g:413710
Bi’r Khuffá	id=g:413711
‘Adamāt Umm ‘Indī	id=g:413713
‘Idd Darb al Qadaḩ	id=g:413714
Al Fanātīr	id=g:413715
‘Adamāt Umm Qīr	id=g:413716
Ad Dafī	id=g:413717
Furḑat Abū ‘Alī	id=g:413718
Burayj Abū ‘Alī	id=g:413719
Al Jibjūb	id=g:413737
Ḩīsh adh Dhiyābah	id=g:413746
Jabal Şillah	id=g:413748
Ţuwayy ash Shilb	id=g:413754
Jabal Shilwah	id=g:413756
Wādī ash Shi‘bah	id=g:413757
Wādī Kathānah	id=g:413758
Jabal Laḩath	id=g:413759
Jibāl Baḩrah	id=g:413760
Jabal Umm aş Şaban	id=g:413761
Jabal Rahnā’	id=g:413762
Jabal Khumayrah	id=g:413763
Burq Asḩuq	id=g:413764
Ghurūd ar Ruş	id=g:413765
Ḩayyirah	id=g:413766
Al Qawzayn	id=g:413767
Jibāl ash Shi‘bah	id=g:413768
Jabal Matwab	id=g:413769
Jabal al ‘Aqīsah	id=g:413771
Ḩīsh Abū Wuthaylah	id=g:413789
Al Fayḑah	id=g:413790
Al Yamānīyah	id=g:413791
Ar Rabwah al ‘Ulyā	id=g:413792
Ar Rabwah as Suflá	id=g:413794
Al Ḩarrā’	id=g:413795
Umm Surayḩah	id=g:413797
Ash Shi‘b	id=g:413798
Al Muqr	id=g:413799
Nuzlat al Faqīn	id=g:413800
Az Zurra‘	id=g:413801
Al Ghūlah	id=g:413802
Jabal at Tamrīyah	id=g:413804
Jabal al Ḩirsh	id=g:413805
Wādī Nufīsah	id=g:413806
Jabal al Burayqah	id=g:413807
Al Muqayţī‘	id=g:413808
Wādī as Sūqah	id=g:413809
Wādī al Bayāḑah	id=g:413818
Jabal Umm al Maqāyil	id=g:413819
Bi’r al Muwannisīyah	id=g:413827
Sha‘īb Abā al Jirfān	id=g:413828
‘Irq Banbān	id=g:413829
Khashm al Jinādirīyah	id=g:413830
Burqān al Barāshī‘	id=g:413831
Al Buţayn	id=g:413832
Al Mursilāt	id=g:413833
Al Wusayl	id=g:413834
Ar Rawḑah	id=g:413847
Zibārat Ţulaysā’	id=g:413857
Jībal Lawdhah	id=g:413922
Al Mālaz	id=g:413923
Al ‘Ulayyā	id=g:413924
Al Murabba‘	id=g:413925
Aş Şāliḩīyah	id=g:413926
Z̧ahrat Nimār	id=g:413942
Z̧ahrat ‘Urayjā’	id=g:413943
Z̧ahrat ‘Awşā’	id=g:413944
Al Fawwāz	id=g:413945
Al ‘Azīzīyah	id=g:413946
Z̧ahrat Ūbarah	id=g:413947
Wādī Laban	id=g:413948
Wādī ‘Ubayr	id=g:413949
Z̧ahrat al Bāqirah	id=g:413958
Farīdat al Maţawīyah	id=g:413959
Sha‘īb Kuḩayl	id=g:413960
Sha‘īb Sad.hān	id=g:413961
Sha‘īb Nashbah	id=g:413962
Sha‘īb an Naz̧īm	id=g:413963
Sha‘īb al ‘Arjā’	id=g:413965
Sha‘īb Şuday‘	id=g:413966
Sha‘īb Dhuwaybān	id=g:413967
Qūr aţ Ţayyārāt	id=g:413968
Sha‘īb al Qunaymīyah	id=g:413969
Al ‘Ayn	id=g:413970
Al ‘Ammāj	id=g:413971
Quwīd Nisāḩ	id=g:413972
Barq ad Duwayrah	id=g:413973
Sha‘īb al Mikhlāf	id=g:413974
Al Fawwāz	id=g:413975
Jibāl Umm ash Sha‘āl	id=g:413976
Sha‘īb Kuḩlah	id=g:413977
Sha‘īb Abā al Hishim	id=g:413978
Mazāri‘ al Qilīb	id=g:413979
Ţufayfat al Jurb	id=g:413981
Jaww Abā al Ḩirān	id=g:413982
Jaww Malqá	id=g:413983
Shūshah	id=g:414023
Marsá ‘Arīshat ar Rāshandī	id=g:414028
Wādī al Ḩamḑ	id=g:414083
‘Adāmat Umm Ruqaybah	id=g:414107
Mishāsh az Zarqānīyah al Gharbīyah	id=g:414108
Ḩazm al Qulayb	id=g:414109
Qulbān Abū Ḩadīdah	id=g:414110
Zibārat Umm al Ḩizam	id=g:414111
Şayhad ‘Uwayhān	id=g:414112
Qulbān ‘Uwayhān	id=g:414113
Baḩrat Marzūqah	id=g:414114
Mishāsh az Zarqānīyah ash Sharqīyah	id=g:414115
Mishāsh Bārid Ḩalq	id=g:414116
Khashm Hitlān	id=g:414117
Mishāsh al ‘Uwayjā’	id=g:414118
As Sāḩirīyah as Sawdā’	id=g:414119
Mishāsh Quḩayşān	id=g:414120
Al Labībah	id=g:414121
Khawr az̧ Z̧ulūf	id=g:414122
Ţaffat Mish‘āb	id=g:414123
Mishāsh al ‘Urfān	id=g:414124
Mishāsh Sakrah	id=g:414125
Mishāsh Sukayrān	id=g:414126
Mishāsh Ashram	id=g:414127
Mishāsh ‘Uwaymir	id=g:414128
Mishāsh Mistaz̧illah	id=g:414129
Khawr Abū Harthamah	id=g:414130
Sabkhat al ‘Uwayjā’	id=g:414131
Ţi‘s ‘Uwayjān	id=g:414134
Mishāsh al ‘Arfajīyah	id=g:414135
Mishāsh Şuwayliḩ	id=g:414136
Wādī Jaylah	id=g:414160
Wādī ath Thulaymā’	id=g:414161
Firzān	id=g:414163
Aş Şaḩanah	id=g:414164
Firzān	id=g:414165
Daḩl Hīt	id=g:414168
Ḩayy al Maḩaţţah	id=g:414169
Ḩillat Abū Ḩizām	id=g:414170
Ghanamīyah	id=g:414171
Al Bad‘	id=g:414172
Al Bad‘ al Qadīm	id=g:414173
Al Ḩazm	id=g:414174
Ḩalaqat al ‘Afraj	id=g:414175
Aţ Ţurqī	id=g:414385
Al Bayāḑah	id=g:414386
Bi’r Sha‘ābīyah	id=g:414387
Bi’r al Waţīyah	id=g:414388
Wādī Abū Jaffālah	id=g:414389
Jabal Banī Mālik	id=g:414390
Wādī Buraymān	id=g:414391
Al Ḩarrā’	id=g:414392
Jabal al Ḩamrā’	id=g:414393
Rī‘ ath Thanīyah	id=g:414394
Ḩarrat ath Thanīyah	id=g:414395
Ḩarrat Nuqrah	id=g:414396
Jabal al Mujmar	id=g:414397
Jabal aş Şufayrā’	id=g:414398
Jabal Abū Şafā’	id=g:414399
Jabal al Judayyib	id=g:414400
Jabal Abū Ghishā’	id=g:414401
Shi‘b Umm as Salām	id=g:414402
Shi‘b Umm Jurfayn	id=g:414403
Wādī al Muqayţī‘	id=g:414404
Jabal al Ghurāb	id=g:414405
Bi’r al Mabirah	id=g:414406
Jabal al Ḩarrā’	id=g:414407
Jabal al Ḩijr	id=g:414408
Jabal al Barqā’	id=g:414409
Jabal Umm as Salām	id=g:414410
Jabal Abū Ḩamāţah	id=g:414411
Jabal al Asmar	id=g:414412
Jabal al Ghaşm	id=g:414413
Wādī ar Ramḑā’	id=g:414414
Jabal Abū Na‘jah	id=g:414415
Wādī Mathwab	id=g:414437
Wādī Qaţţānah	id=g:414440
Jabal Abū Şuqūr	id=g:414442
Jabal al Malas	id=g:414443
Baḩrat al Mujāhid	id=g:414444
Jabal ‘Ajīsā’	id=g:414445
Wādī ‘Aynā’	id=g:414446
Wādī Umm as Salām	id=g:414447
Wādī al Khumrah	id=g:414451
Jabal Umm aş Şaban	id=g:414468
Rubaydā’	id=g:414729
Jabal Thifan aş Şulb	id=g:414730
‘Irq al Jathūm	id=g:414731
Jāl al Malsūnīyah	id=g:414732
Al Malsūnīyah	id=g:414733
An Na‘ām	id=g:414744
Asfal al Bāţin	id=g:414745
‘Ulayyah	id=g:414746
Jabal Mathlūth al Ḩimār	id=g:414747
Khashm al Ḩaysīyah	id=g:414748
Khashm al Miḑyā‘ah	id=g:414749
Nafūd Qunayfidhah	id=g:414750
Hawwārah	id=g:414851
Bi’r Yujayfil	id=g:414852
Ash Sharaf	id=g:414854
Al ‘Adhār	id=g:414855
Ar Raghīb	id=g:414856
Ḑil‘ al Lumaymah	id=g:414868
Ḩazm Umm al Ghirbān	id=g:414869
Ḑil‘ān ad Duyūd	id=g:414870
Sabkhat al Mazharah	id=g:414871
Ţurayfat al Jurb	id=g:414872
‘Idd aţ Ţurayfay	id=g:414873
Jabal Musaybi‘ah	id=g:414874
Mīshāsh al Ḩīş	id=g:414875
Bi’r Julayqā	id=g:414881
Şayhad Umm Rijm	id=g:414882
Ḩazm Jilīmī	id=g:414883
Mishāsh al Muqaytā	id=g:414885
Jabal Jalamī	id=g:414886
Jabal ‘Aţshānah	id=g:414888
Ḩazm Abū Ra’sayn	id=g:414889
Ḩuzum as Sumr	id=g:414890
Jabal al Munabbihīyāt	id=g:414893
Khawr Musharraḩah	id=g:414924
Fasht Buldānī	id=g:414925
Al Qudayḩ	id=g:414980
‘Ayn aş Şadrīyah	id=g:414981
‘Ayn aţ Ţayyibah	id=g:414982
‘Ayn Umm Judayyir	id=g:414983
‘Ayn al ‘Atīqah	id=g:414984
‘Ayn al Khasīf	id=g:414985
‘Ayn ad Dārūsh	id=g:414986
Jazīrat Şafwān	id=g:414987
Jazīrat Ruhayjā’	id=g:414988
‘Ayn al Khaḑrā’	id=g:414989
Ţu‘ūs Abū Thaylah	id=g:414990
Ţu‘ūs Abū Shumaylah	id=g:414991
Ḩazm al ‘Işah	id=g:414992
‘Ayn aş Şufayrā’	id=g:414993
‘Ayn al Bishrīyah	id=g:414994
‘Ayn al ‘Amārah	id=g:414995
Markaz ar Rāmis	id=g:414996
Markaz ar Ruways	id=g:414997
Thamīlat Raghwah	id=g:415009
Rawḑat Ţalaq	id=g:415213
Jibal al Mathāmil	id=g:415241
Jabal al Qawm	id=g:415257
Ra’s Tannūrah	id=g:415258
‘Ayn ash Shaqab	id=g:415259
‘Ayn Jāwān	id=g:415260
Sabkhat al Milḩ	id=g:415261
Abū Bayāḑah	id=g:415262
Ra’s Tannūrah	id=g:415263
Az Zahrā’	id=g:415779
Wādī Ḩablūşah	id=g:415825
Wādī as Sūqah	id=g:415837
Wādī Mahdīyah	id=g:415855
Wādī Şafār	id=g:415860
Wādī Ḩanīfah	id=g:415861
Abā al Kibāsh	id=g:415862
Sha‘īb al Wuḩaysh	id=g:415865
Shi‘b al Burayqah	id=g:415870
Al Massarah	id=g:416020
Aḑ Ḑaḩyā’	id=g:416038
Bi’r al ‘Ayshamah	id=g:442562
Al Fara‘	id=g:442563
‘Ayn Sulayman	id=g:442572
Jaww Abū Qaltah	id=g:442612
Khashmat ar Rafī‘ah	id=g:446420
Duwaykhilat al Qarrīyah	id=g:446422
Wādī al Qarrīyah al Jandalīyah	id=g:446423
Sha‘īb Dhurayyi‘ayn	id=g:446424
Rijm Juwayyãn	id=g:446431
Tal‘at ‘Uşfūr	id=g:446432
Rijm Abū Khamīs	id=g:446433
Tal‘at aş Şidāh	id=g:446436
Rijlat Umm al Afā‘ī	id=g:446437
Rijlat Makhzūm	id=g:446438
Rijlat Ruwayshid	id=g:446440
Al Widyān	id=g:446457
Markaz Maqarr an Na‘ām	id=g:446468
Khashmat at Rafi‘ah	id=g:446506
Al Juraybā’	id=g:447816
Juraybān	id=g:447817
Al Ḩumrah	id=g:447818
Ar Ruşayfah	id=g:448504
Jabal ar Raḑī	id=g:448505
Jabal Abū Massāk	id=g:448506
Jabal ad Daraj	id=g:448507
Jabal Umm Jurfān	id=g:448508
An Nuzhah	id=g:448509
Umm al Jūd	id=g:448510
Ash Shuhadā’	id=g:448511
Ash Shubaykah	id=g:448512
Ash Shāmīyah	id=g:448513
Ḩārat al Bāb	id=g:448514
Al Yāsmīn	id=g:448515
Jabal Qaws an Nikāshah	id=g:448516
Ar Rabī‘	id=g:448517
An Nadī	id=g:448518
Jabal as Sarid	id=g:448519
Sūq al Ḩaţab	id=g:448520
Baţḩā’ Quraysh	id=g:448521
Al Muwanisīyah	id=g:448522
Al Jadīdah	id=g:448523
Ḩiţţīn	id=g:448524
Al ‘Aqīq	id=g:448525
Al Ghadīr	id=g:448526
Al Fayşalīyah	id=g:448527
An Nafal	id=g:448528
Al Wādī	id=g:448529
Sūq al Layl	id=g:448530
Al Falāḩ	id=g:448531
Qarţabah	id=g:448532
Ghirnāţah	id=g:448533
Shi‘b ‘Āmir	id=g:448534
Al Izdihār	id=g:448535
Al Jummayzah	id=g:448536
At Ta‘āwun	id=g:448537
As Sulaymānīyah	id=g:448538
Ḩayy al Malik ‘Abd al ‘Azīz	id=g:448539
Al Qarārah	id=g:448540
Al Qushāshīyah	id=g:448541
Al Maşīf	id=g:448542
Ajyād	id=g:448543
An Nakhīl	id=g:448544
Al Badr	id=g:448545
Al Muḩammadīyah	id=g:448546
Jabal Khandamā’	id=g:448547
Al Madīnah	id=g:448548
Ḩayy al Malik Fahd	id=g:448549
Ar Rawḑah	id=g:448550
Al Ma‘ābidah	id=g:448551
Wādī al Jalīl	id=g:448552
Aş Şafrā’	id=g:448553
Al ‘Adl	id=g:448554
Al Ḩijūn	id=g:448555
Wādī Sharā’i‘ an Nakhl	id=g:448556
Al Murāsalāt	id=g:448557
An Nuzhah	id=g:448558
Mugharrzāt	id=g:448559
Wādī al Ḩirmān	id=g:448560
Jabal Khashrab	id=g:448561
Şalāḩ ad Dīn	id=g:448562
Jabal ash Shu‘arā’	id=g:448563
Al Khāsirah	id=g:448564
Minţaqat Ḩujjāj al Barr (Northern Area-Foreign Pilgrims)	id=g:448565
Masjid Namirah	id=g:448566
Jabal ar Raḩmah	id=g:448567
Jabal al Akhshabayn	id=g:448568
Khashm al ‘Ān	id=g:448569
Al Quds	id=g:448570
Al Andalus	id=g:448571
Ḩayy al Malik Fayşal	id=g:448572
Al Khalīj	id=g:448573
An Nasīm ash Sharqī	id=g:448574
An Nasīm al Gharbī	id=g:448575
Al Ma‘āriḑ	id=g:448576
Jāmi‘at Umm al Qurá	id=g:448577
An Nahḑah	id=g:448578
Al Yarmūk	id=g:448579
Ar Rimāyah	id=g:448580
Al Mu‘ayzīlah	id=g:448581
Al ‘Awālī	id=g:448582
Al Ḩusaynīyah	id=g:448583
Al Qādisīyah	id=g:448584
Jabal Hit	id=g:448585
Jabal al Quways	id=g:448586
Al Ghassālah	id=g:448587
Jabal Thugbah	id=g:448588
Jisr al Malik ‘Abd al ‘Azīz	id=g:448589
Jarīr	id=g:448590
Aş Şafā	id=g:448591
Ar Rabwah	id=g:448592
Ar Rawābī	id=g:448593
As Salām	id=g:448594
Al Fayḩā’	id=g:448595
Al Fārūq	id=g:448596
Al Jazīrah	id=g:448597
An Nūr	id=g:448598
Al Manākh	id=g:448599
Al Khālidīyah	id=g:448600
Aş Şinā‘īyah	id=g:448601
Al Manşūrah	id=g:448602
Al Mişfāt	id=g:448603
Al Minţaqah aş Şinā‘īyah ath Thāniyah	id=g:448604
Aş Şa‘ādah	id=g:448605
Jāmi‘at Umm al Qurá	id=g:448606
Az Zahrā’	id=g:448607
Aḑ Ḑubbāt	id=g:448608
Al ‘Ulayyā	id=g:448609
As Salāmah	id=g:448610
Al Wizārāt	id=g:448611
Al Malaz	id=g:448612
Al ‘Amal	id=g:448613
Al Marqab	id=g:448614
Thulaym	id=g:448615
Al Fūţah	id=g:448616
Jabal ar Rāqid	id=g:448617
Jabal Labanah	id=g:448618
Jabal al Ghumayr	id=g:448619
Bashm	id=g:448620
Jabal al ‘Umrah	id=g:448621
Jabal aḑ Ḑibā‘	id=g:448622
Al Mu‘ayşim	id=g:448623
Ash Sharā’i‘	id=g:448624
Al Khaḑrā’	id=g:448625
As Sabahānī	id=g:448626
Al Iskān	id=g:448627
Al Ḩamrā’	id=g:448628
Al ‘Ūd	id=g:448629
Maqbarat al ‘Ūd	id=g:448630
Jabrah	id=g:448631
Ad Dīrah	id=g:448632
Al Washām	id=g:448633
An Namūdhajīyah	id=g:448634
Umm Salīm	id=g:448635
Ash Shumaysī	id=g:448636
Manfūḩah al Jadīdah	id=g:448637
Al Jarrādīyah	id=g:448638
Şiyāḩ	id=g:448639
Al Yamāmah	id=g:448640
Ad Durayhamīyah	id=g:448641
Namār	id=g:448642
As Sulaymānīyah	id=g:448643
Madīnat al Malik Fahd aţ Ţubbīyah	id=g:448644
Al Masjid al Ḩarām	id=g:448645
Al Ka‘bah	id=g:448646
Ar Raḩmānīyah	id=g:448647
Al Ma‘dhar ash Shamālī	id=g:448648
Al Ma‘dhar	id=g:448649
Al Hadā	id=g:448650
Ash Sharafīyah	id=g:448651
An Nāşirīyah	id=g:448652
Ar Rafī‘ah	id=g:448653
‘Ulayshah	id=g:448654
Al Badī‘ah	id=g:448655
Al Imām Muḩammad Ibn Su‘ūd University	id=g:448656
Al ‘Urayjā’ al Wusţá	id=g:448657
King Sa‘ūd University	id=g:448658
Ḩayy as Sifārāt (Embassy Quarter)	id=g:448659
Z̧ahrat al Badī‘ah	id=g:448660
An Narjas	id=g:448661
Shubrā	id=g:448662
