Sisagolo	id=g:175173
Ntuluka	id=g:900413
Ntulisha	id=g:900414
Ntukumina	id=g:900415
Ntowololo	id=g:900416
Ntope	id=g:900417
Ntontoli	id=g:900418
Ntonko	id=g:900419
Ntongwe	id=g:900420
Ntongole Hill	id=g:900421
Ntongo	id=g:900422
Ntongo	id=g:900423
Ntonga	id=g:900424
Ntondwe Mission	id=g:900425
Ntondwe	id=g:900426
Ntondo	id=g:900427
Ntomoshya Ferry	id=g:900428
Ntombo	id=g:900429
Ntombo	id=g:900430
Ntole	id=g:900431
Ntole	id=g:900432
Ntoka	id=g:900433
Ntoka	id=g:900434
Ntitimira	id=g:900435
Ntitima	id=g:900436
Ntiramulowa	id=g:900437
Ntimba	id=g:900438
Ntimba	id=g:900439
Ntilimuna	id=g:900440
Ntika	id=g:900441
Ntika	id=g:900442
Ntibwe	id=g:900443
Nthonga	id=g:900444
Nthamba	id=g:900445
Nteula	id=g:900446
Nteula	id=g:900447
Ntetezi	id=g:900448
Ntetewere	id=g:900449
Ntesa	id=g:900450
Ntesa	id=g:900451
Ntengwe	id=g:900452
Ntendelwa	id=g:900453
Ntenche	id=g:900454
Ntemwa Rest Camp	id=g:900455
Ntemwa	id=g:900456
Ntemwa	id=g:900457
Nteme Store	id=g:900458
Ntembwe	id=g:900459
Ntembo	id=g:900460
Ntembe	id=g:900461
Ntembe	id=g:900462
Ntembazani	id=g:900463
Ntemba	id=g:900464
Ntekete	id=g:900465
Ntebwe	id=g:900466
Ntebwe	id=g:900467
Ntebe	id=g:900468
Ntayakachiya	id=g:900469
Ntawere	id=g:900470
Ntatusha	id=g:900471
Ntasha	id=g:900472
Ntapwa	id=g:900473
Ntanta	id=g:900474
Ntanga South	id=g:900475
Ntanga North	id=g:900476
Ntangaliyongomene	id=g:900477
Ntangalile	id=g:900478
Ntangalavo	id=g:900479
Ntanga	id=g:900480
Ntande	id=g:900481
Ntanda	id=g:900482
Ntanda	id=g:900483
Ntambu-Sachitola	id=g:900484
Ntambu Mission	id=g:900485
