Eparchía Kydonías	id=g:445436
Cerro Xiquilín	id=g:3587719
Cerro Xiquichó	id=g:3587720
Río Xiprián	id=g:3587721
Xiprián	id=g:3587722
Xinacatí	id=g:3587723
Ximajuleu	id=g:3587724
Xicacao	id=g:3587725
Río Xibalbay	id=g:3587726
Xexocom	id=g:3587727
Xexac	id=g:3587728
Xetzisí	id=g:3587729
Xetzampual	id=g:3587730
Río Xetzac	id=g:3587731
Xetzac	id=g:3587732
Quebrada de Xetonox	id=g:3587733
Xetonox	id=g:3587734
Xetinamit	id=g:3587735
Xetinamit	id=g:3587736
Río Xetená	id=g:3587737
Xetalbiljoj	id=g:3587738
Xetacabaj	id=g:3587739
Xetabal	id=g:3587740
Río Xesuj	id=g:3587741
Xesuj	id=g:3587742
Xesuc	id=g:3587743
Xesiguán	id=g:3587744
Xesibacbitz	id=g:3587745
Xesará	id=g:3587746
Xesaná	id=g:3587747
Riachuelo Xesajcab	id=g:3587748
Cerro Xesajcab	id=g:3587749
Xesajcab	id=g:3587750
Xesajbín	id=g:3587751
Xesacmaljá	id=g:3587752
Xeraxaj	id=g:3587753
Xequixpum	id=g:3587754
Xequistel	id=g:3587755
Río Xequibeyquiej	id=g:3587756
Xequemeyá	id=g:3587757
Xequel	id=g:3587758
Xeputul	id=g:3587759
Xepón	id=g:3587760
Xepol	id=g:3587761
Quebrada de Xepocol	id=g:3587762
Xepocol	id=g:3587763
Xepiacul	id=g:3587764
Xepec	id=g:3587765
Xepatzac	id=g:3587766
Xepatuj	id=g:3587767
Xepatán	id=g:3587768
Xeparquiy	id=g:3587769
Quebrada Xepanil	id=g:3587770
Xepanil	id=g:3587771
Xepanil	id=g:3587772
Xepalamá	id=g:3587773
Xepach	id=g:3587774
Riachuelo Xepac	id=g:3587775
Xepac	id=g:3587776
Xeococ	id=g:3587777
Xenimaquín	id=g:3587778
Xenimajuyú	id=g:3587779
Xenimajuyú	id=g:3587780
Xenaxicul	id=g:3587781
Xenacoté	id=g:3587782
Xémal	id=g:3587783
Xémal	id=g:3587784
Río Xelubacyá	id=g:3587785
Quebrada Xelamac	id=g:3587786
Finca Xelajú	id=g:3587787
Finca Xelajú	id=g:3587788
Xelacán	id=g:3587789
Xejuyub	id=g:3587790
Xejuyub	id=g:3587791
Xejuyub	id=g:3587792
Xejuyú	id=g:3587793
Xejuyú	id=g:3587794
Xejul	id=g:3587795
Xejolón	id=g:3587796
Xejabí	id=g:3587797
Xejabí	id=g:3587798
Xegüel	id=g:3587799
Río Xecubal	id=g:3587800
Quebrada de Xecoxol	id=g:3587801
Xecoxol	id=g:3587802
Xecotoj	id=g:3587803
Cerro Xecón	id=g:3587804
Río Xecol	id=g:3587805
Xecol	id=g:3587806
Riachuelo Xecojil	id=g:3587807
Xecojá	id=g:3587808
Xecoíl	id=g:3587809
Xechivoy	id=g:3587810
Xecaracoj	id=g:3587811
Xecaquixcán	id=g:3587812
Xecanchavox	id=g:3587813
Xecam	id=g:3587814
Xecalibal	id=g:3587815
Xecalibal	id=g:3587816
Xecajá	id=g:3587817
Xecachelaj	id=g:3587818
Xebalamguac	id=g:3587819
Xebalamguac	id=g:3587820
Río Xeaj	id=g:3587821
Xeaj	id=g:3587822
Xeabajcab	id=g:3587823
Xeabaj	id=g:3587824
Xeabaj	id=g:3587825
Xeabaj	id=g:3587826
Xeabaj	id=g:3587827
Xeabaj	id=g:3587828
Río Xayá	id=g:3587829
Xayá	id=g:3587830
Xayá	id=g:3587831
Xaxjaj	id=g:3587832
Xatzán	id=g:3587833
Xatinab	id=g:3587834
Río Xatá	id=g:3587835
Finca Xatá	id=g:3587836
Río de Xaquijyá	id=g:3587837
Xaquijyá	id=g:3587838
Río Xantún	id=g:3587839
Río Xan	id=g:3587840
Río Xaltayá	id=g:3587841
Riachuelo Xalijá	id=g:3587842
Xalcamán	id=g:3587843
Río Xalbaquiej	id=g:3587844
Xalbaquiej	id=g:3587845
Xalapán	id=g:3587846
Finca Xalajá Cangüinic	id=g:3587847
Xalabé Quixal	id=g:3587848
Cerro Xajil	id=g:3587849
Riachuelo de Xajaxac	id=g:3587850
Xajaxac	id=g:3587851
Xailac	id=g:3587852
Xacaxá	id=g:3587853
Xabiyaguach	id=g:3587854
Río Xab	id=g:3587855
Xab	id=g:3587856
Finca Washington	id=g:3587857
Río Warre Creek	id=g:3587858
Warre Creek	id=g:3587859
Finca Waldemar	id=g:3587860
Vuelve Mujer	id=g:3587861
Pampa Vueltas de San Juan	id=g:3587862
Vuelta Grande	id=g:3587863
Vuelta Grande	id=g:3587864
Vuelta Grande	id=g:3587865
Vuelta Grande	id=g:3587866
Vuelta Grande	id=g:3587867
Vuelta Grande	id=g:3587868
Vuelta El Roble	id=g:3587869
Vuelta del Guayacán	id=g:3587870
Voltario	id=g:3587871
Finca Volcán Miramar	id=g:3587872
Volcancitos	id=g:3587873
Volcán	id=g:3587874
Volcán	id=g:3587875
Volcán	id=g:3587876
Volantún	id=g:3587877
Finca Vizcaya	id=g:3587878
Vixbén	id=g:3587879
Cerro Vivo	id=g:3587880
Vivares	id=g:3587881
Punta Vitzil	id=g:3587882
Vitzil	id=g:3587883
Ranchería Vista Hermosa	id=g:3587884
Finca Vista Hermosa	id=g:3587885
Vista Hermosa	id=g:3587886
Vista Hermosa	id=g:3587887
Granja Vista Bella	id=g:3587888
Finca Vista Bella	id=g:3587889
Finca Vista Bella	id=g:3587890
Vista Bella	id=g:3587891
Finca Vista al Mar	id=g:3587892
Río de Virginia	id=g:3587893
Río Virginia	id=g:3587894
Hacienda Virginia	id=g:3587895
Hacienda Virginia	id=g:3587896
Finca Virginia	id=g:3587897
Virginia	id=g:3587898
Río de la Virgen	id=g:3587899
Vinaros	id=g:3587900
Municipio de Villa Nueva	id=g:3587901
Villa Nueva	id=g:3587902
Villa Nueva	id=g:3587903
Finca Villa Mélida	id=g:3587904
Finca Villa María	id=g:3587905
Finca Villa Luz	id=g:3587906
Finca Villa Lupe	id=g:3587907
Río Villalobos	id=g:3587908
Finca Villa Linda	id=g:3587909
Finca Villa Linda	id=g:3587910
Villa Linda	id=g:3587911
Finca Villa Laura	id=g:3587912
Finca Villa Laura	id=g:3587913
Finca Villa Julia	id=g:3587914
Finca Villa Hermosa	id=g:3587915
Villa Hermosa	id=g:3587916
Villa Hermosa	id=g:3587917
Labor Villa Herminia	id=g:3587918
Finca Villa Graciela	id=g:3587919
Hacienda Villa Gloria	id=g:3587920
Finca Villa España	id=g:3587921
Municipio de Villa Canales	id=g:3587922
Villa Canales	id=g:3587923
Finca Villa Aurita	id=g:3587924
Finca Villa Ángela	id=g:3587925
Finca Villa Amelia	id=g:3587926
Finca Villa Alicia	id=g:3587927
Villa Alicia	id=g:3587928
Finca Villa Alba	id=g:3587929
Finca Villa Adriana	id=g:3587930
Vilil	id=g:3587931
Finca Viena	id=g:3587932
Finca Viejo Quetzal	id=g:3587933
Río Viejo Icán	id=g:3587934
Finca Victory	id=g:3587935
Finca Victorias	id=g:3587936
Río Victoria de Paz	id=g:3587937
Estero Victoria	id=g:3587938
Victoria	id=g:3587939
Vertientes	id=g:3587940
Finca Versalles	id=g:3587941
Finca Versalles	id=g:3587942
Versalles	id=g:3587943
Río Veremos	id=g:3587944
Hacienda Veremos	id=g:3587945
Zanjón Verdún	id=g:3587946
Finca Verapaz	id=g:3587947
Finca Verapaz	id=g:3587948
Finca Verapaz	id=g:3587949
Finca Verapaz	id=g:3587950
Río Veracruz	id=g:3587951
Hacienda Veracruz	id=g:3587952
Hacienda Veracruz	id=g:3587953
Estación Veracruz	id=g:3587954
Veracruz	id=g:3587955
Ventana Abaj	id=g:3587956
Finca Venezuela	id=g:3587957
Finca Venezuela	id=g:3587958
Hacienda Venecia	id=g:3587959
Hacienda Venecia	id=g:3587960
Finca Venecia	id=g:3587961
Finca Venecia	id=g:3587962
Finca Venecia	id=g:3587963
Finca Venecia	id=g:3587964
Venecia	id=g:3587965
Venecia	id=g:3587966
Finca Velasquitos	id=g:3587967
Finca Velásquez	id=g:3587968
Velásquez	id=g:3587969
Veguitas	id=g:3587970
Veguitas	id=g:3587971
Vegas Santo Domingo	id=g:3587972
Vegas del Chile	id=g:3587973
Vega del Sandial	id=g:3587974
Vega del Limón	id=g:3587975
Vega del Cobán	id=g:3587976
Finca Vega del Chile	id=g:3587977
Vega de la Hamaca	id=g:3587978
Vega Arriba	id=g:3587979
Vásquez	id=g:3587980
Finca Vasconia	id=g:3587981
Hacienda Varsovita	id=g:3587982
Hacienda Varsovia	id=g:3587983
Finca Varsovia	id=g:3587984
Finca Varsovia	id=g:3587985
Varsovia	id=g:3587986
Varituc	id=g:3587987
Quebrada del Varillo	id=g:3587988
Finca Variedades	id=g:3587989
Finca Variedades	id=g:3587990
Varejones	id=g:3587991
Quebrada Vaquilito	id=g:3587992
Hacienda Vaquilito	id=g:3587993
Vaquilito	id=g:3587994
Hacienda Vaquil	id=g:3587995
Hacienda Valparaíso	id=g:3587996
Finca Valparaíso	id=g:3587997
Hacienda Valparaíso	id=g:3587998
Valle Nuevo	id=g:3587999
Valle Nuevo	id=g:3588000
Valle Nuevo	id=g:3588001
Valle Nuevo	id=g:3588002
Valle Nuevo	id=g:3588003
Valle El Platanar	id=g:3588004
Valle Dolores	id=g:3588005
Finca Valle de Oro El Refugio	id=g:3588006
Valle de los Portillo	id=g:3588007
Valle de Jesús	id=g:3588008
Valle de Dolores	id=g:3588009
Valle Arriba	id=g:3588010
Valle Arriba	id=g:3588011
Valle Abajo	id=g:3588012
Valeriano	id=g:3588013
Cerro Valentón	id=g:3588014
Valentón	id=g:3588015
Río Valencia	id=g:3588016
Finca Valencia	id=g:3588017
Valencia	id=g:3588018
Valencia	id=g:3588019
Finca Valdivia	id=g:3588020
Quebrada Vainillas	id=g:3588021
Vainillas	id=g:3588022
Vainilla	id=g:3588023
Río Vado Hondo	id=g:3588024
Cerro Vado Hondo	id=g:3588025
Vado Hondo	id=g:3588026
Vado Hondo	id=g:3588027
Vado Hondo	id=g:3588028
Vado de Don Juan	id=g:3588029
Estación Vado Ancho	id=g:3588030
Vado Ancho	id=g:3588031
Vado Ancho	id=g:3588032
Vaca Plateau	id=g:3588033
Río Uyús	id=g:3588034
Cerro de Uyús	id=g:3588035
Río Utena	id=g:3588036
Utatlán	id=g:3588037
Río Utapa	id=g:3588038
Municipio de Usumatlán	id=g:3588039
Usumatlán	id=g:3588040
Uspetén	id=g:3588041
Municipio de Uspantán	id=g:3588042
Uspantán	id=g:3588043
Río Ushuco	id=g:3588044
Us	id=g:3588045
Quebrada Urupán	id=g:3588046
Quebrada Uruguay	id=g:3588047
Quebrada Uruguay	id=g:3588048
Uruguay	id=g:3588049
Uruguay	id=g:3588050
Urlanta	id=g:3588051
Río Urchilá	id=g:3588052
Urbina	id=g:3588053
Río Urayala	id=g:3588054
Upayón	id=g:3588055
Uolantún	id=g:3588056
Unión	id=g:3588057
Río Umay	id=g:3588058
Umaña	id=g:3588059
Ulutelac	id=g:3588060
Quebrada Uluminas	id=g:3588061
Riachuelo Uluma	id=g:3588062
Ulpán	id=g:3588063
Ujuxte	id=g:3588064
Quebrada Ujiapa	id=g:3588065
Río Ugualxucubé	id=g:3588066
Río Ugualcox	id=g:3588067
Río Ugualchiyut	id=g:3588068
Finca Ucubuja	id=g:3588069
Ucapal	id=g:3588070
Riachuelo Ucanal	id=g:3588071
Ucanal	id=g:3588072
Uaxactún	id=g:3588073
Uaxactún	id=g:3588074
Tzununhuitz	id=g:3588075
Tzununcap	id=g:3588076
Río Tzununá	id=g:3588077
Tzununá	id=g:3588078
Tzuncal	id=g:3588079
Tzuná	id=g:3588080
Montaña Tzululsechaj	id=g:3588081
Cerro Tzuluj	id=g:3588082
Río Tzulbá	id=g:3588083
Tzulá	id=g:3588084
Tzuján	id=g:3588085
Tzucubalbé	id=g:3588086
Tzucubal	id=g:3588087
Tzucubal	id=g:3588088
Río Tzojomá	id=g:3588089
Quebrada Tzocomá	id=g:3588090
Río Tzoc	id=g:3588091
Montaña Tziquinté	id=g:3588092
Tzipoclaj	id=g:3588093
Tzimatzatz	id=g:3588094
Isla Tzilinabaj	id=g:3588095
Cerro Tzijbachaj	id=g:3588096
Tziajá	id=g:3588097
Río Tzequisá	id=g:3588098
Quebrada Tzentzec	id=g:3588099
Río Tzeá	id=g:3588100
Río Tze	id=g:3588101
Finca Tzarayá	id=g:3588102
Río Tzaragmajyá	id=g:3588103
Río Tzaragmacá	id=g:3588104
Finca Tzantziapa	id=g:3588105
Tzantinamit	id=g:3588106
Punta Tzansuj	id=g:3588107
Finca Tzanpetey	id=g:3588108
Tzanmucubal	id=g:3588109
Tzanjuyub	id=g:3588110
Tzanjuyú	id=g:3588111
Tzanjoyam	id=g:3588112
Tzanjón	id=g:3588113
Río Tzanixnam	id=g:3588114
Tzanixnam	id=g:3588115
Río de Tzanixam	id=g:3588116
Tzanimacabaj	id=g:3588117
Punta Tzanguacal	id=g:3588118
Punta Tzancuil	id=g:3588119
Cerro Tzancuil	id=g:3588120
Punta Tzanchixot	id=g:3588121
Punta Tzanchalí	id=g:3588122
Tzanchaj	id=g:3588123
Río Tzancán	id=g:3588124
Río Tzancam	id=g:3588125
Tzanatzán	id=g:3588126
Punta Tzanajpuj	id=g:3588127
Río Tzanabaj	id=g:3588128
Cerro Tzampual	id=g:3588129
Río Tzaljá	id=g:3588130
Tzalcam	id=g:3588131
Tzalbal	id=g:3588132
Tzalamtum	id=g:3588133
Tzalamabaj	id=g:3588134
Tzalamabaj	id=g:3588135
Tzalabá	id=g:3588136
Río Tzalá	id=g:3588137
Tzajcab	id=g:3588138
Tzábal	id=g:3588139
Tuxipech	id=g:3588140
Río Tutunico	id=g:3588141
Laguna Tuticopote	id=g:3588143
Tuticopote	id=g:3588144
Laguneta Tuspán	id=g:3588145
Río Tusamates	id=g:3588146
Hacienda Tusamates	id=g:3588147
Tusam	id=g:3588148
Río Turín	id=g:3588149
Cerro Turcaj	id=g:3588150
Río Turbio	id=g:3588151
Río Turbalá	id=g:3588152
Turbalá	id=g:3588153
Tupulcán	id=g:3588154
Río Tupilaj	id=g:3588155
Tunucó Abajo	id=g:3588156
Quebrada de Tunucó	id=g:3588157
Tunucó	id=g:3588158
Río Túnico	id=g:3588159
Río Tuncuato	id=g:3588160
Cerro Tuncaj	id=g:3588161
Tuncaj	id=g:3588162
Tunayac	id=g:3588163
Tunas	id=g:3588164
Finca Tunalito El Espino	id=g:3588165
Tunal	id=g:3588166
Tunajá	id=g:3588167
Tumbo	id=g:3588168
Río Tumalá	id=g:3588169
Río Tulumajillo	id=g:3588170
Tulumajillo	id=g:3588171
Río Tulumaje	id=g:3588172
Tulumaje	id=g:3588173
Río Tululché	id=g:3588174
Finca Tululá	id=g:3588175
Río Tulujá	id=g:3588176
Cerro Tultepeque	id=g:3588177
Río Tulito	id=g:3588178
Quebrada del Tule	id=g:3588179
Tulate	id=g:3588180
Tular	id=g:3588181
Laguneta del Tul	id=g:3588182
Tuixneyná	id=g:3588183
Cerro Tuitzjalaj	id=g:3588184
Tuitzibil	id=g:3588185
Cerro Tuitzcanel	id=g:3588186
Tuispic	id=g:3588187
Tuisachix	id=g:3588188
Tuipox	id=g:3588189
Tuipic	id=g:3588190
Tuininhuitz	id=g:3588191
Cerro Tuinincantzé	id=g:3588192
Tuinimá	id=g:3588193
Tuinimá	id=g:3588194
Tuimuj	id=g:3588195
Tuiloplatzán	id=g:3588196
Tuilcanabaj	id=g:3588197
Tuilá	id=g:3588198
Tuijonoc	id=g:3588199
Tuicoche	id=g:3588200
Tuichim	id=g:3588201
Tuichilupe	id=g:3588202
Tuichán	id=g:3588203
Cerro Tuicacaix	id=g:3588204
Municipio de Tucurú	id=g:3588205
Tucurú	id=g:3588206
Tucunel	id=g:3588207
Tubán	id=g:3588208
Río Tuba Creek	id=g:3588209
Tuba	id=g:3588210
Hacienda Trujillo	id=g:3588211
Trujillo	id=g:3588212
Tronco del Cedro	id=g:3588213
Río Trompillo	id=g:3588214
Quebrada Tripa de Gallina	id=g:3588215
Tripa de Gallina	id=g:3588216
Río Trinidad	id=g:3588217
Río Triángulo	id=g:3588218
Zanjón Tres Vueltas	id=g:3588219
Tres Sabanas	id=g:3588220
Río Tres Reyes Chiquito	id=g:3588221
Finca Tres Ranchos	id=g:3588222
Tres Quebradas	id=g:3588223
Cabo Tres Puntas	id=g:3588224
Tres Puentes	id=g:3588225
Tres Pinos	id=g:3588226
Tres Pinos	id=g:3588227
Finca Tres Piedras	id=g:3588228
Tres Naciones	id=g:3588229
Tres Marías	id=g:3588230
Hacienda Tres Islas	id=g:3588231
Tres Islas	id=g:3588232
Tres Islas	id=g:3588233
Tres Cruces	id=g:3588234
Tres Cruces	id=g:3588235
Río Tres Chorros	id=g:3588236
Tres Ceibas	id=g:3588237
Río Trece Aguas	id=g:3588238
Trece Aguas	id=g:3588239
Trapichito Viejo	id=g:3588240
Río Trapichitos	id=g:3588241
Trapichitos	id=g:3588242
Trapichitos	id=g:3588243
Río Trapichito	id=g:3588244
Río Trapichito	id=g:3588245
Trapichito	id=g:3588246
Río Trapichillo	id=g:3588247
Trapiche Viejo	id=g:3588248
Trapiche Vargas	id=g:3588249
Quebrada Trapiches	id=g:3588250
Trapiche Grande	id=g:3588251
Trapiche de Agua	id=g:3588252
Transvaal	id=g:3588253
Trancas	id=g:3588254
Municipio de Totonicapán	id=g:3588255
Finca Totonicapán	id=g:3588256
Departamento de Totonicapán	id=g:3588257
Totonicapán	id=g:3588258
Lagunetas de Tortugas	id=g:3588259
Finca Torolita	id=g:3588260
Cerro del Toro	id=g:3588261
Quebrada Torjá	id=g:3588262
Río de Toquelá	id=g:3588263
Quebrada de Toquelá	id=g:3588264
Toquelá	id=g:3588265
Toquelá	id=g:3588266
Topoxte	id=g:3588267
Topoxte	id=g:3588268
Montaña Tontzul	id=g:3588269
Quebrada de Tontoles	id=g:3588270
Cerro de Tontoles	id=g:3588271
Tontoles	id=g:3588272
Tontoles	id=g:3588273
Finca Tontol	id=g:3588274
Tontol	id=g:3588275
Tonquín	id=g:3588276
Tonicoj	id=g:3588277
Toncontín	id=g:3588278
Río Tonajuyú	id=g:3588279
Tonajuyú	id=g:3588280
Río Toná	id=g:3588281
Tomtem	id=g:3588282
Laguneta Tomatales	id=g:3588283
Hacienda Tomatales	id=g:3588284
Cerro de Tomastepeque	id=g:3588285
Toma de Agua	id=g:3588286
Montaña Tolomac	id=g:3588287
Tolojate	id=g:3588288
Volcán Tolimán	id=g:3588289
Finca Tolimán	id=g:3588290
Tojquián Grande	id=g:3588291
Tojquián Chico	id=g:3588292
Tojquiá	id=g:3588293
Tojmech	id=g:3588294
Toj Guavil	id=g:3588295
Tojcorral	id=g:3588296
Tojcomán	id=g:3588297
Tojcom	id=g:3588298
Tojchol	id=g:3588299
Tojchiquel	id=g:3588300
Tojchina	id=g:3588301
Cerro Tojchij	id=g:3588302
Tojcheluc	id=g:3588303
Tojcham	id=g:3588304
Tojcail	id=g:3588305
Tojalic	id=g:3588306
Municipio de Todos Santos Cuchumatán	id=g:3588307
Todos Santos Cuchumatán	id=g:3588308
Tocolá	id=g:3588309
Tocal	id=g:3588310
Tocache	id=g:3588311
Tocache	id=g:3588312
Zanjón Tocá	id=g:3588313
Quebrada de Tobón	id=g:3588314
Cerro del Tobón	id=g:3588315
Tobar	id=g:3588316
Toajlaj	id=g:3588317
Toacá	id=g:3588318
Tizubín	id=g:3588319
Pampa Tizatal	id=g:3588320
Quebrada Tizaquín	id=g:3588321
Tizaquín	id=g:3588322
Tixel	id=g:3588323
Tiucal Arriba	id=g:3588324
Tiúcal	id=g:3588325
Quebrada Tituque	id=g:3588326
Tituque	id=g:3588327
Tituque	id=g:3588328
Tito	id=g:3588329
Quebrada Titante	id=g:3588330
Tisizón	id=g:3588331
Quebrada de Tisipe	id=g:3588332
Tisipe	id=g:3588333
Tisicaba	id=g:3588334
Tishinté	id=g:3588335
Tishical	id=g:3588336
Quebrada Tisamarté	id=g:3588337
Tisamarté	id=g:3588338
Tiritibol	id=g:3588339
Tiquisepeque	id=g:3588340
Municipio de Tiquisate	id=g:3588341
Tiquinsacán	id=g:3588342
Tiquinabá	id=g:3588343
Cerro Tipón	id=g:3588344
Cerro Tipajich	id=g:3588345
Tioxyá	id=g:3588346
Quebrada Tío Alejo	id=g:3588347
Río Tinto	id=g:3588348
Tintaché	id=g:3588349
Laguna Tinta	id=g:3588350
Río Tinajas	id=g:3588351
Río Tinajas	id=g:3588352
Tinajas	id=g:3588353
Tinajas	id=g:3588354
Tinajab	id=g:3588355
Río Timushán	id=g:3588356
Quebrada Timushán	id=g:3588357
Timushán	id=g:3588358
Timushán	id=g:3588359
Timté	id=g:3588360
Río Timiluya	id=g:3588361
Timax	id=g:3588362
Timacté	id=g:3588363
Río Tilapa	id=g:3588364
Tilapa	id=g:3588365
Río Tikal	id=g:3588366
Parque Nacional Tikal	id=g:3588367
Finca Tikal	id=g:3588368
Tikal	id=g:3588369
Tikal	id=g:3588370
Río Tihuitz	id=g:3588371
Río Tigre	id=g:3588372
Arroyo del Tigre	id=g:3588373
Aguada del Tigre	id=g:3588374
Quebrada de Ties	id=g:3588375
Tierra Mojada	id=g:3588376
Hacienda Tierra Fría	id=g:3588377
Quebrada Tierra Colorada	id=g:3588378
Finca Tierra Colorada	id=g:3588379
Tierra Colorada	id=g:3588380
Tierra Colorada	id=g:3588381
Tierra Colorada	id=g:3588382
Tierra Colorada	id=g:3588383
Tierra Colorada	id=g:3588384
Tierra Colorada	id=g:3588385
Tierra Colorada	id=g:3588386
Tierra Colorada	id=g:3588387
Tierra Colorada	id=g:3588388
Tierra Colorada	id=g:3588389
Tierra Colorada	id=g:3588390
Tierra Colorada	id=g:3588391
Río Tierra Blanca	id=g:3588392
Tierra Blanca	id=g:3588393
Tierra Blanca	id=g:3588394
Tierra Blanca	id=g:3588395
Tierra Blanca	id=g:3588396
Tierra Blanca	id=g:3588397
Tierra Blanca	id=g:3588398
Tierra Blanca	id=g:3588399
Tierra Blanca	id=g:3588400
Tierra Blanca	id=g:3588401
Tierra Blanca	id=g:3588402
Tierra Blanca	id=g:3588403
Tierra Blanca	id=g:3588404
Tierra Blanca	id=g:3588405
Tierra Blanca	id=g:3588406
Tierra Blanca	id=g:3588407
Laguneta Tiembla Tierra	id=g:3588408
Ticultá	id=g:3588409
Cerro Tichacté	id=g:3588410
Tichac	id=g:3588411
Finca Ticantó Orellana	id=g:3588412
Quebrada Ticantó	id=g:3588413
Cerro Ticanor	id=g:3588414
Finca Ticanlú	id=g:3588415
Ticanlú	id=g:3588416
Ticanlú	id=g:3588417
Cerro Ticanchán	id=g:3588418
Tiatac	id=g:3588419
Tiargüí	id=g:3588420
Tiapac	id=g:3588421
Montaña Tialao	id=g:3588422
Texolbé	id=g:3588423
Texcuaco	id=g:3588424
Texcoco	id=g:3588425
Tetunte	id=g:3588426
Tesoro Arriba	id=g:3588427
Tesoro	id=g:3588428
Hacienda Tesalia	id=g:3588429
Terrero Barroso	id=g:3588430
Terrero	id=g:3588431
Terrero	id=g:3588432
Terrerito	id=g:3588433
Terrerito	id=g:3588434
Laguna Terranova	id=g:3588435
Finca Terranova	id=g:3588436
Quebrada Tepezcuinte	id=g:3588437
Tepezcuinte	id=g:3588438
Hacienda Tepeyac	id=g:3588439
Tepemechines	id=g:3588440
Quebrada Tepemechín	id=g:3588441
Tepeguajal	id=g:3588442
Tepeaco	id=g:3588443
Río Teocinte	id=g:3588444
Cerro Teocinte	id=g:3588445
Teocinte	id=g:3588446
Teninquín	id=g:3588447
Tenexte	id=g:3588448
Río Tenedores	id=g:3588449
Tenedores	id=g:3588450
Temux	id=g:3588451
Río Tempisque	id=g:3588452
Tempisque	id=g:3588453
Tempiscón	id=g:3588454
Temal	id=g:3588455
Telená	id=g:3588456
Telemán	id=g:3588457
Quebrada Telcó	id=g:3588458
Municipio de Tejutla	id=g:3588459
Tejutla	id=g:3588460
Río Tején	id=g:3588461
Hacienda Teja del Toro	id=g:3588462
Tehuana	id=g:3588463
Quebrada Tecusiate	id=g:3588464
Tecusiate	id=g:3588465
Cerro Tecún Umán	id=g:3588466
Río Teculután	id=g:3588467
Muncipio de Teculután	id=g:3588468
Teculután	id=g:3588469
Río Teculcheyá	id=g:3588470
Volcán Tecuamburro	id=g:3588471
Tecuamburro	id=g:3588472
Municipio de Tectitán	id=g:3588473
Tectitán	id=g:3588474
Municipio de Tecpán Guatemala	id=g:3588475
Tecpán Guatemala	id=g:3588476
Finca Tecpán	id=g:3588477
Cerro Tecpán	id=g:3588478
Cerro Tecomates	id=g:3588479
Tecomates	id=g:3588480
Río Tecomate	id=g:3588481
Río Tecomate	id=g:3588482
Quebrada Tecomapa	id=g:3588483
Tecomapa	id=g:3588484
Cerro Tecolote	id=g:3588485
Tecojate	id=g:3588486
Finca Teanzul	id=g:3588487
Tayasal	id=g:3588488
Tayasal	id=g:3588489
Municipio de Taxisco	id=g:3588490
Taxisco	id=g:3588491
Taxarté	id=g:3588492
Taxarjá	id=g:3588493
Quebrada de Tatutú	id=g:3588494
Tatutú	id=g:3588495
Río Tatín	id=g:3588496
Tatín	id=g:3588497
Tatasirire	id=g:3588498
Tasquehuite	id=g:3588499
Tasital	id=g:3588500
Tasheca	id=g:3588501
Quebrada Tashán	id=g:3588502
Tashán	id=g:3588503
Río Tascaj	id=g:3588504
Quebrada Tasaraque	id=g:3588505
Río Tarro	id=g:3588506
Tarral	id=g:3588507
Tareas	id=g:3588508
Taracena	id=g:3588509
Taquincó	id=g:3588510
Finca Taquec Cangüinic	id=g:3588511
Tapulcán	id=g:3588512
Tapuán	id=g:3588513
Río Tapón Creek	id=g:3588514
Tapezquillo	id=g:3588515
Tapazán	id=g:3588516
Tapatá	id=g:3588517
Río Tapanal	id=g:3588518
Tapaljocote	id=g:3588519
Río Tapalapa	id=g:3588520
Zanjón Tapacún	id=g:3588521
Tapacún	id=g:3588522
Tanusté	id=g:3588523
Quebrada de Tanshá	id=g:3588524
Tanshá	id=g:3588525
Finca Tannenburgo	id=g:3588526
Tanjul	id=g:3588527
Tanjoc	id=g:3588528
Quebrada de Tanilar	id=g:3588529
Tanilar	id=g:3588530
Tánil	id=g:3588531
Riachuelo Tancushapa	id=g:3588532
Tancushapa	id=g:3588533
Tanchí	id=g:3588534
Tanay	id=g:3588535
Tampoc	id=g:3588536
Tampico	id=g:3588537
Tampeña	id=g:3588538
Tamiz	id=g:3588539
Río Tameja	id=g:3588540
Tameja	id=g:3588541
Río Tambor	id=g:3588542
Tambor	id=g:3588543
Río Tamax	id=g:3588544
Río Tamasulapa	id=g:3588545
Río Tamarís	id=g:3588546
Laguneta Tamarindo Viejo	id=g:3588547
Salinas Tamarindo	id=g:3588548
Río Tamarindo	id=g:3588549
Cerro del Tamarindo	id=g:3588550
Tamarindito	id=g:3588551
Cerro Tamalaj	id=g:3588552
Municipio de Tamahú	id=g:3588553
Tamahú	id=g:3588554
Tamaguas Creek	id=g:3588555
Río Tamagás Creek	id=g:3588556
Tamagás	id=g:3588557
Río Talticú	id=g:3588558
Hacienda Talticú	id=g:3588559
Río Talsachim	id=g:3588560
Quebrada Talquezal	id=g:3588561
Talquezal	id=g:3588562
Talquezal	id=g:3588563
Talquezal	id=g:3588564
Zanjón Talpuxate	id=g:3588565
Río Talpop	id=g:3588566
Río Talpix	id=g:3588567
Talpetates	id=g:3588568
Hacienda Los Talpetates	id=g:3588569
Río Talpetate	id=g:3588570
Talpetate	id=g:3588571
